Marathi,English
व्यतिरिक्त सारणी,Addition table
अ‍ॅडिटिव्ह विशेषता,Additive attribute
मोड जोडा,Add mode
ऑपरेशन जोडा,Add operation
पत्ता,Address
पत्तेपणाचा उपाय,Addressability measure
पत्ते करण्यायोग्य क्षैतिज स्थिती,Addressable horizontal position
पत्ता योग्य बिंदू,Addressable point
पत्ता योग्य स्थिती,Addressable position
पत्ते करण्यायोग्य नोंदणी,Addressable register
पत्ता योग्य स्टोरेज,Addressable storage
पत्ता योग्य अनुलंब स्थिती,Addressable vertical position
अ‍ॅड्रेस बस,Address bus
पत्ता कोड,Address code
पत्ता तुलनात्मक,Address comparator
पत्ता गणना,Address computation
पत्ता स्थिर,Address constant
पत्ता रूपांतरण,Address conversion
पत्ता डेटा,Address data
संबोधित मेमरी,Addressed memory
पत्ता प्रभावी,Address effective
पत्ता फील्ड,Address field
पत्ता स्वरूप,Address format
पत्ता विनामूल्य कार्यक्रम,Address free program
पत्ता,Addressing
पत्ता  वर्ण,Addressing  Character
व्यत्यय संबोधित करणे,Addressing interrupt
पळवाट पळवाट,Addressing loop
आभासी मेमरी संबोधित करणे,Addressing virtual memory
पत्ता इंटरलॅकिंग,Address interlacing
पत्ता नसलेली सूचना स्वरूप,Addressless instruction format
पत्ता ओळ,Address line
पत्ता मॅपिंग,Address mapping
पत्ता चिन्ह,Address mark
पत्ता बदल,Address modification
पत्ता भाग,Address part
पत्ता पॉईंटर,Address pointer
पत्ता नोंदणी,Address register
पत्ता सिग्नल,Address signal
पत्ता आकार,Address size
पत्ता जागा,Address space
पत्ता जागा अभिज्ञापक,Address space identifier
पत्ता थांबा,Address stop
पत्ता ट्रेस,Address trace
पत्ता ट्रॅक,Address track
पत्ता अनुवाद,Address translation
पत्ता अनुवादक,Address translator
अ‍ॅड-सबस्ट्रॅक्ट वेळ,Add-subtract time
वेळ जोडा,Add time
समीप,Adjacency
जवळची रचना,Adjacency structure
समीप चॅनेल,Adjacent channel
समीप डोमेन,Adjacent domain
समीप मॅट्रिक्स,Adjacent matrix
समीप नोड,Adjacent node
समीप सुबेरिया,Adjacent subarea
संक्षिप्त रुप (सिस्टम),Adjoint (system)
समायोजित करा,Adjust
समायोज्य मर्यादा,Adjustable extent
मजकूर मोड समायोजित करा,Adjust text mode
प्रशासकीय डेटा प्रक्रिया,Administrative data processing
प्रशासकीय ऑपरेशन,Administrative operation
प्रशासकीय ऑपरेटर,Administrative operator
प्रशासकीय ऑपरेटर स्टेशन,Administrative operator station
प्रशासकीय समर्थन प्रणाली,Administrative support system
प्रगत संप्रेषण सेवा,Advanced communication service
प्रगत माहिती प्रणाली,Advanced information system
प्रगत ऑप्टिकल कॅरेक्टर रीडर,Advanced optical character reader
प्रगत वैज्ञानिक संगणक,Advanced scientific computer
हवाई,Aerial
एकूण,Aggregate
एकूण अभिव्यक्ती,Aggregate expression
लक्ष्य वर्तुळ,Aiming circle
लक्ष्य फील्ड (= लक्ष्य चिन्ह),Aiming field (= aiming symbol)
लक्ष्य प्रतीक,Aiming symbol
एअरबोर्न संगणक प्रणाली,Airborne computer system
बीजगणित ईगेनव्हल्यू समस्या,Algebraic eigenvalue problem
बीजगणित  एकत्रीकरण,Algebraic  Integration
बीजगणित भाषा,Algebraic language
बीजगणित हाताळणी,Algebraic manipulation
बीजगणित मॅनिपुलेशन भाषा,Algebraic manipulation language
बीजगणित ओरिएंटेड भाषा,Algebraic oriented language
बीजगणित शिफ्ट,Algebraic shift
बीजगणित साइन कन्व्हेन्शन,Algebraic sign convention
अल्गोल,Algol
अल्गोल वैशिष्ट्य,Algol feature
अल्गोल प्रोग्रामिंग,Algol Programming
अल्गोरिदम,Algorithm
अल्गोरिदम असोसिएटिव्ह भाषा,Algorithm associative language
अल्गोरिदम वर्गीकरण,Algorithm classification
अल्गोरिदम जटिलता,Algorithm complexity
अल्गोरिदम संगणन,Algorithm computability
अल्गोरिदम विश्लेषण,Algorithmic analysis
अल्गोरिदम दृष्टिकोन,Algorithmic approach
अल्गोरिदम भाषा,Algorithmic language
अल्गोरिदम नित्यक्रम,Algorithmic routine
अल्गोरिदम सिद्धांत,Algorithmic theory
उर्फ,Alias
अलियासिंग,Aliasing
उर्फ नाव (= वैकल्पिक नाव),Alias name (= alternative name)
संरेखन,Alignment
वाटप,Allocate
वाटप रचना,Allocation structure
सर्व हेतू संगणक,All-purpose computer
वर्णमाला वर्ण,Alphabetic character
वर्णमाला वर्ण सेट,Alphabetic character set
अल्फाबेटिक कॅरेक्टर सबसेट,Alphabetic character subset
वर्णमाला कोड,Alphabetic code
वर्णमाला शिफ्ट,Alphabetic shift
वर्णमाला स्ट्रिंग,Alphabetic string
वर्णमाला शब्द,Alphabetic word
वर्णमाला,Alphabetization
अल्फेजोमेट्रिक्स,Alphageometrics
अल्फामेरिक,Alphameric
अल्फामोसॅक,Alphamosaic
अल्फान्यूमेरिक,Alphanumeric
अल्फान्यूमरिकल कीबोर्ड डिव्हाइस,Alphanumerical keyboard device
अल्फान्यूमेरिक कॅरेक्टर सेट,Alphanumeric character set
अल्फान्यूमेरिक कोड,Alphanumeric code
अल्फान्यूमेरिक कोडेड कॅरेक्टर सेट,Alphanumeric coded character set
अल्फान्यूमेरिक डेटा,Alphanumeric data
अल्फान्यूमेरिक डिस्प्ले डिव्हाइस,Alphanumeric display device
अल्फान्यूमेरिक संपादित वर्ण,Alphanumeric edited character
अल्फान्यूमेरिक फील्ड,Alphanumeric field
अल्फान्यूमेरिक सूचना,Alphanumeric instruction
अल्फान्यूमेरिक कीबोर्ड,Alphanumeric keyboard
अल्फान्यूमेरिक क्रमवारी,Alphanumeric sort
अल्फान्यूमेरिक स्टोरेज,Alphanumeric storage
बदलण्यायोग्य मेमरी,Alterable memory
बदल स्विच,Alteration switch
बदल,Altering
बदल मोड,Alter mode
वैकल्पिक पुनर्प्राप्ती,Alternate recovery
वैकल्पिक मार्ग,Alternate route
वैकल्पिक मार्ग,Alternate routing
वैकल्पिक ट्रॅक,Alternate track
अल्टरनेशन (= किंवा ऑपरेशन),Alternation (= OR operation)
वैकल्पिक गुणधर्म,Alternative attribute
वैकल्पिक नकार (= नाही आणि ऑपरेशन),Alternative denial (= NOT-AND operation)
अस्पष्टता त्रुटी,Ambiguity error
संदिग्ध संदर्भ,Ambiguous reference
एनालॉग,Analog
एनालॉग अ‍ॅडडर,Analog adder
एनालॉग चॅनेल,Analog channel
एनालॉग संगणक,Analog computer
एनालॉग कन्व्हर्टर,Analog converter
एनालॉग डेटा,Analog data
एनालॉग विभाजक,Analog divider
अ‍ॅनालॉग सुविधा टर्मिनल,Analog facility terminal
एनालॉग फंक्शन  जनरेटर,Analog function  Generator
एनालॉग एकत्रीकरण,Analog integration
एनालॉग गुणक,Analog multiplier
एनालॉग प्रोग्रामिंग,Analog programming
एनालॉग स्केलिंग,Analog scaling
एनालॉग सिग्नल,Analog signal
एनालॉग सिम्युलेशन,Analog simulation
एनालॉग स्विच,Analog switch
एनालॉग सिस्टम,Analog system
डिजिटल टू डिजिटल  कन्व्हर्टर,Analog to digital  Converter
डिजिटल टू डिजिटल  एन्कोडर,Analog to digital  Encoder
एनालॉग ट्रान्समिशन,Analog transmission
एनालॉग प्रकार,Analog type
विश्लेषण ब्लॉक,Analysis block
विश्लेषण मोड,Analysis mode
विश्लेषणात्मक इंजिन,Analytical engine
वडिलोपार्जित कार्य,Ancestral task
सहायक उपकरणे,Ancillary equipment
आणि,AND
आणि सर्किट,AND circuit
आणि घटक,AND element
आणि गेट,AND gate
आणि मुखवटा,AND masking
आणि ऑपरेशन नाही (= अपवर्जन),AND NOT operation (=exclusion
आणि ऑपरेशन,AND operation
अनुबंध मेमरी,Annex memory
भाष्य,Annotation
अ‍ॅन्युन्सिएटर,Annunciator
उत्तर परत,Answer back
उत्तर विलंब,Answer delay
उत्तर वेळ,Answering time
उत्तर दिवा,Answer lamp
उत्तर यादी,Answer list
फक्त उत्तर द्या,Answer only
अपेक्षित मोड,Anticipation mode
अपेक्षित बफरिंग,Anticipatory buffering
अपेक्षित वाहून नेणे,Anticipatory carry
अपेक्षित पेजिंग,Anticipatory paging
अँटीकोइन्सिडन्स ऑपरेशन,Anticoincidence operation
अँटीकोइन्सींट घटक,Anticoincident element
अ‍ॅपरिओडिक ten न्टीना,Aperiodic antenna
छिद्र कार्ड,Aperture card
छिद्र कोड,Aperture code
छिद्र वेळ,Aperture time
परिशिष्ट,Appendage
परिशिष्ट कार्य,Appendage task
अनुप्रयोग विकसक,Application developer
अनुप्रयोग स्तर,Application layer
अनुप्रयोग देणारं भाषा,Application oriented language
अनुप्रयोग पॅकेज,Application package
अनुप्रयोग कार्यक्रम,Application program
अनुप्रयोग प्रोग्रामिंग,Application programming
अर्ज आवश्यक भाषा,Application required language
अनुप्रयोग सॉफ्टवेअर,Application software
अ‍ॅप्लिक,Applique
अंदाजे सिद्धांत,Approximation theory
अनियंत्रित प्रवेश,Arbitrary access
अनियंत्रित अनुक्रम संगणक,Arbitrary sequence computer
लवाद,Arbitration
आर्किटेक्चर,Architecture
संग्रहण,Archiving
क्षेत्र कोड,Area code
क्षेत्र शोध,Area search
क्षेत्र हस्तांतरण,Area transfer
क्षेत्र चल,Area variable
युक्तिवाद,Argument
युक्तिवाद पत्ता,Argument address
युक्तिवाद यादी,Argument list
अंकगणित सूचना,Arithmetical instruction
अंकगणित आणि तर्कशास्त्र युनिट,Arithmetic and logic unit
अंकगणित असाइनमेंट स्टेटमेंट,Arithmetic assignment statement
अंकगणित तपासणी,Arithmetic check
अंकगणित स्थिर,Arithmetic constant
अंकगणित रूपांतरण,Arithmetic conversion
अंकगणित डेटा,Arithmetic data
अंकगणित अपवाद,Arithmetic exception
अंकगणित अभिव्यक्ती,Arithmetic expression
अंकगणित निश्चित बिंदू,Arithmetic fixed point
अंकगणित पदानुक्रम,Arithmetic hierarchy
अंकगणित जर विधान,Arithmetic IF statement
अंकगणित तर्कशास्त्र,Arithmetic logic
अंकगणित लॉजिक युनिट,Arithmetic logic unit
अंकगणित ऑपरेशन,Arithmetic operation
अंकगणित ऑपरेटर,Arithmetic operator
अंकगणित ओव्हरफ्लो,Arithmetic overflow
अंकगणित चित्र डेटा,Arithmetic picture data
अंकगणित प्राधान्य,Arithmetic precedence
अंकगणित प्राथमिक,Arithmetic primary
अंकगणित नोंदणी,Arithmetic register
अंकगणित संबंध,Arithmetic relation
अंकगणित स्कॅन,Arithmetic scan
अंकगणित विभाग,Arithmetic section
अंकगणित शिफ्ट,Arithmetic shift
अंकगणित शिफ्टिंग,Arithmetic shifting
अंकगणित विधान,Arithmetic statement
अंकगणित संज्ञा,Arithmetic term
अंकगणित अंडरफ्लो,Arithmetic underflow
अंकगणित युनिट,Arithmetic unit
रचना,Array
अ‍ॅरे बाउंड,Array bound
अ‍ॅरे संगणक,Array computer
अ‍ॅरे आयाम,Array dimension
अ‍ॅरे घटक,Array element
अ‍ॅरे अभिव्यक्ती,Array expression
अ‍ॅरे नाव,Array name
संरचनांचा अ‍ॅरे,Array of structures
अ‍ॅरे प्रिंटिंग,Array printing
अ‍ॅरे प्रक्रिया,Array processing
अ‍ॅरे प्रोसेसर,Array processor
बोलण्याचे बिंदू,Articulation point
कृत्रिम अनुभूती,Artificial cognition
कृत्रिम बुद्धिमत्ता,Artificial intelligence
कृत्रिम भाषा,Artificial language
कृत्रिम चल,Artificial variable
कला अनुप्रयोग डेटा बँक,Arts application data bank
कला अनुप्रयोग संगीत,Arts application music
कला अनुप्रयोग नमुना निर्मिती,Arts application pattern generation
आरोहण,Ascender
चढत्या क्रमवारी,Ascending sort
एएससीएल,ASCIL
एएससीआयआय नियंत्रण वर्ण,ASCII control character
एएससीआयआय की बोर्ड,ASCII key board
पैलू,Aspect
पैलू आणि,Aspect and
एकत्र करा,Assemble
एकत्रित मूळ,Assembled origin
कालावधी एकत्र करा,Assemble duration
असेंबलर,Assembler
असेंबलर डायरेक्टिव्ह,Assembler directive
असेंबलर सुविधा,Assembler facility
असेंबलर भाषा,Assembler language
एकत्र करणे,Assembling
एकत्रित टप्पा,Assembling phase
वेळ एकत्र करणे,Assembling time
असेंब्ली,Assembly
असेंब्ली भाषा,Assembly language
असेंब्ली भाषा प्रोग्रामिंग,Assembly language programming
असेंब्ली भाषा सॉफ्टवेअर लवचिकता,Assembly language software flexibility
असेंब्ली सूची,Assembly listing
असेंब्ली फेज,Assembly phase
असेंब्लीची दिनचर्या,Assembly routine
असेंब्ली वेळ,Assembly time
असेंब्ली युनिट,Assembly unit
असाइनमेंट इंडेक्सिंग,Assignment indexing
असाइनमेंट ऑपरेशन,Assignment operation
असाइनमेंट स्टेटमेंट,Assignment statement
असोसिएटिव्ह पत्ता,Associative address
असोसिएटिव्ह अ‍ॅरे रजिस्टर,Associative array register
असोसिएटिव्ह की,Associative key
असोसिएटिव्ह भाषा,Associative language
असोसिएटिव्ह मेमरी,Associative memory
असोसिएटिव्ह स्टोरेज,Associative storage
गृहीत दशांश बिंदू,Assumed decimal point
असममित डिव्हाइस,Asymmetric device
असममित I/O,Asymmetric i/o
एसिन्क्रोनस,Asynchronous
एसिन्क्रोनस संगणक,Asynchronous computer
एसिन्क्रोनस डेटा ट्रान्सफर,Asynchronous data transfer
एसिन्क्रोनस डेटा ट्रान्समिशन,Asynchronous data transmission
एसिन्क्रोनस डिव्हाइस,Asynchronous devices
एसिन्क्रोनस ऑपरेशन,Asynchronous operation
एसिन्क्रोनस सिग्नलिंग,Asynchronous signalling
एसिन्क्रोनस टाइम डिव्हिजन मल्टिप्लेक्सिंग,Asynchronous time division multiplexing
एसिन्क्रोनस ट्रान्समिशन,Asynchronous transmission
एसिन्क्रोनस वर्किंग,Asynchronous working
संलग्न प्रक्रिया,Attached processing
संलग्न प्रोसेसर,Attached processor
संलग्न समर्थन प्रोसेसर,Attached support processor
ऑपरेशन उपस्थित,Attended operation
ट्रेल प्रिंटरला हजेरी लावली,Attended trail printer
लक्ष व्यत्यय,Attention interruption
लक्ष की,Attention key
क्षीणन,Attenuation
क्षीणन स्थिर,Attenuation constant
क्षीणकरण विकृती,Attenuation distortion
अ‍ॅटेन्युएशन इक्वेलायझर,Attenuation equalizer
अ‍ॅटेन्युएटर,Attenuator
विशेषता,Attribute
ऐकण्यायोग्य अलार्म,Audible alarm
ऑडिओ कॅसेट,Audio cassette
ऑडिओ चौकशी,Audio enquiry
ऑडिओ लाइन,Audio line
ऑडिओ प्रतिसाद,Audio response
ऑडिओ प्रतिसाद संदेश,Audio response message
ऑडिओ प्रतिसाद युनिट,Audio response unit
ऑडिओटेप स्टोरेज युनिट,Audiotape storage unit
ऑडिओ टेलिकम्युनिकेशन लाइन,Audio telecommunication line
ऑडिओ टर्मिनल,Audio terminal
ऑडिट कमांड भाषा,Audit command language
ऑडिट प्रोग्रामिंग,Audit programming
तपासणीचे सूत्र,Audit trail
ऑगेंड,Augend
वाढवणे,Augment
ऑगमेंटर,Augmenter
लेखक,Author
लेखन,Authoring
लेखन प्रणाली,Authoring system
अधिकार,Authority
अधिकृतता कोड,Authorization code
अधिकृत लायब्ररी,Authorized library
अधिकृत कार्यक्रम,Authorized program
अधिकृत कार्यक्रम सुविधा,Authorized program facility
ऑटो अ‍ॅबस्ट्रॅक्ट,Auto abstract
स्वयंचलित,Autoanswer
ऑटो बूटिंग,Auto booting
ऑटो बायपास,Auto bypass
ऑटो कॉल (= स्वयंचलित कॉलिंग),Auto call (=automatic calling)
ऑटो कोडर,Auto coder
ऑटो डायल,Auto dial
ऑटोफ्लो,Autoflow
ऑटो इंडेक्स,Auto index
ऑटो अनुक्रमित पत्ता,Auto indexed addressing
ऑटोमाटा,Automata
ऑटोमाटा सिद्धांत,Automata theory
ऑटोमॅटा प्रकार,Automata type
स्वयंचलित ग्रंथसूची,Automated bibliography
स्वयंचलित डेटा मध्यम,Automated data medium
स्वयंचलित शब्दकोश,Automated dictionary
स्वयंचलित शब्दकोष,Automated glossary
स्वयंचलित लॉजिक डायग्राम,Automated logic diagram
स्वयंचलित व्यवस्थापन,Automated management
स्वयंचलित उत्पादन व्यवस्थापन,Automated production management
स्वयंचलित स्टॉक नियंत्रण,Automated stock control
स्वयंचलित अमूर्त,Automatic abstract
स्वयंचलित अ‍ॅबस्ट्रॅक्टिंग,Automatic abstracting
स्वयंचलितपणे प्रोग्राम केलेली साधने,Automatically programmed tools
स्वयंचलित उत्तर,Automatic answering
स्वयंचलित कॉल वितरक,Automatic call distributor
स्वयंचलित कॉलिंग,Automatic calling
स्वयंचलित तपासणी,Automatic check
स्वयंचलित कोडिंग,Automatic coding
स्वयंचलित संगणन,Automatic computing
स्वयंचलित संगणकीय इंजिन,Automatic computing engine
स्वयंचलित स्थिर,Automatic constant
स्वयंचलित नियंत्रण अभियांत्रिकी,Automatic control engineering
स्वयंचलित डेटा प्रक्रिया,Automatic data processing
स्वयंचलित डेटा प्रक्रिया प्रणाली,Automatic data processing system
स्वयंचलित दशांश संरेखन,Automatic decimal alignment
स्वयंचलित डायलिंग युनिट,Automatic dialing unit
स्वयंचलित शब्दकोश,Automatic dictionary
स्वयंचलित समानता,Automatic equalization
स्वयंचलित त्रुटी सुधारणे,Automatic error correction
स्वयंचलित फीड पंच,Automatic feed punch
स्वयंचलित कार्य,Automatic function
स्वयंचलित अनुक्रमणिका,Automatic indexing
स्वयंचलित लायब्ररी कॉल,Automatic library call
स्वयंचलित संदेश लेखा,Automatic message accounting
स्वयंचलित संख्या ओळख,Automatic number identification
स्वयंचलित पृष्ठांकन,Automatic pagination
स्वयंचलित प्रोग्रामिंग,Automatic programming
स्वयंचलित पंच,Automatic punch
स्वयंचलित पुनर्प्राप्ती कार्यक्रम,Automatic recovery program
स्वयंचलित पुनरावृत्ती विनंती,Automatic repeat request
स्वयंचलित रीस्टार्ट,Automatic restart
स्वयंचलित दिनचर्या,Automatic routine
स्वयंचलित अनुक्रम,Automatic sequencing
स्वयंचलित अनुक्रमिक ऑपरेशन,Automatic sequential operation
स्वयंचलित स्टॉप,Automatic stop
स्वयंचलित चल,Automatic variable
स्वयंचलित व्हॉल्यूम ओळख,Automatic volume recognition
स्वयंचलित व्हॉल्यूम स्विचिंग,Automatic volume switching
ऑटोमेशन,Automation
ऑटोमेशन संकल्पना,Automation concept
स्वयंचलित,Automatisation
ऑटोमॅटॉन,Automaton
स्वयंचलित संदेश मार्ग,Automatic message routing
ऑटोमोनिटर,Automoniter
ऑटोमोनिटर रूटीन,Automoniter routine
स्वायत्त चॅनेल ऑपरेशन,Autonomous channel operation
स्वायत्त काम,Autonomous working
ऑटोप्लॉटर,Autoplotter
सहाय्यक कन्सोल,Auxiliary console
सहाय्यक उपकरणे,Auxiliary equipment
सहाय्यक मेमरी,Auxiliary memory
सहाय्यक ऑपरेशन,Auxiliary operation
सहाय्यक दिनचर्या,Auxiliary routine
सहाय्यक संचयन,Auxiliary storage
सहाय्यक स्टोअर,Auxiliary store
उपलब्धता,Availability
उपलब्ध मशीन वेळ,Available machine time
उपलब्ध बिंदू,Available point
उपलब्ध जागा यादी,Available space list
उपलब्ध वेळ,Available time
उपलब्ध प्रवेश वेळ,Available access time
सरासरी सशर्त माहिती,Average conditional information
सरासरी एज वेळ,Average edge time
सरासरी माहिती सामग्री,Average information content
सरासरी माहिती दर,Average information rate
सरासरी ट्रान्झिनफॉर्मेशन सामग्री,Average transinformation content
सरासरी ट्रान्झिनफॉर्मेशन रेट,Average transinformation rate
पार्श्वभूमी प्रदर्शन प्रतिमा (= स्थिर प्रदर्शन  प्रतिमा),Background display image (= static display  Image)
पार्श्वभूमी (= पार्श्वभूमी प्रक्रिया),Backgrounding (= background processing)
पार्श्वभूमी नोकरी,Background job
पार्श्वभूमी आवाज,Background noise
पार्श्वभूमी मुद्रण,Background printing
पार्श्वभूमी प्रक्रिया,Background processing
पार्श्वभूमी कार्यक्रम,Background program
पार्श्वभूमी वाचक,Background reader
पार्श्वभूमी प्रदेश,Background region
बॅकिंग स्टोरेज (= सहाय्यक  साठवण),Backing storage (= auxiliary  Storage)
बॅकिंग स्टोअर,Backing store
मागे विमान,Back plane
बॅकस्पेस,Backspace
बॅकस्पेस वर्ण,Backspace character
बॅकस्पॅकिंग,Backspacing
बॅकट्रॅकिंग,Backtracking
बॅकट्रॅकिंग स्ट्रक्चर्ड प्रोग्रामिंग,Backtracking structured programming
बॅकअप,Backup
बॅकअप कॉपी,Backup copy
बॅकअप फाइल,Backup file
बॅकअप मेमरी,Backup memory
बॅकअप प्रोग्रामर,Backup programmer
बॅकअप स्टोअर,Backup store
बॅकवर्ड चॅनेल,Backward channel
मागास त्रुटी विश्लेषण,Backward error analysis
मागास फाइल पुनर्प्राप्ती,Backward file recovery
मागास पुनर्प्राप्ती,Backward recovery
मागास देखरेख,Backward supervision
मागास ट्रेस,Backward trace
शिल्लक,Balance
संतुलित सर्किट,Balanced circuit
संतुलित अंक प्रणाली,Balanced digit system
संतुलित त्रुटी,Balanced error
संतुलित विलीनीकरण,Balanced merge
संतुलित विलीनीकरण क्रमवारी,Balanced merge sort
संतुलित सॉर्टिंग,Balanced sorting
संतुलित स्टेशन,Balanced station
संतुलित टर्नरी सिस्टम,Balanced ternary system
संतुलित फॉरवर्ड स्टेटमेंट,Balanced forward statement
संतुलित नेटवर्क,Balanced network
बँड,Band
बँडपास,Bandpass
बँडपास फिल्टर,Bandpass filter
बँड प्रिंटर,Band printer
बँड स्टॉप फिल्टर,Band stop filter
बँडविड्थ,Bandwidth
बॅनर शब्द,Banner word
बार कोड,Bar code
बारकोड वाचक,Bar code reader
बार कोड स्कॅनर,Bar code scanner
बार प्रिंटर,Bar printer
बॅरल प्रिंटिंग (= ड्रम प्रिंटिंग),Barrel printing (= drum printing)
पाया,Base
बेस पत्ता,Base address
बेस पत्ता,Base addressing
बेस पत्ता नोंदणी,Base address register
बेस बँड,Base band
बेस बँड चॅनेल,Base band channel
आधारित स्टोरेज वाटप,Based storage allocation
आधारित चल,Based variable
बेस घटक,Base element
बेस आयटम,Base item
बेस भाषा,Base language
बेस नोटेशन,Base notation
बेस नंबर,Base number
बेस रजिस्टर,Base register
बेस व्हॉल्यूम,Base volume
मूलभूत,BASIC
मूलभूत प्रवेश पद्धत,Basic access method
मूलभूत बायनरी लोडर,Basic binary loader
मूलभूत कोड,Basic code
मूलभूत कोडिंग,Basic coding
मूलभूत थेट प्रवेश पद्धत,Basic direct access method
मूलभूत विनिमय  स्वरूप,Basic exchange  Format
मूलभूत बाह्य  कार्य,Basic external  Function
मूलभूत इनपुट/आउटपुट,Basic input/output
मूलभूत सूचना,Basic instruction
मूलभूत दुवा,Basic linkage
मूलभूत लूपिंग,Basic looping
मूलभूत मॅट्रिक्स,Basic matrix
मूलभूत मॅट्रिक्स सूचना,Basic matrix instruction
मूलभूत वास्तविक स्थिर,Basic real constant
मूलभूत अनुक्रमिक प्रवेश पद्धत,Basic sequential access method
मूलभूत सेवा,Basic service
मूलभूत सबस्क्रिप्ट,Basic subscript
मूलभूत सिस्टम सूचना,Basic system instruction
मूलभूत दूरसंचार प्रवेश पद्धत,Basic telecommunications access method
मूलभूत वजन,Basic weight
बॅच,Batch
बॅच नियंत्रण रेकॉर्ड,Batch control record
बॅचेड कम्युनिकेशन,Batched communication
बॅच केलेले जॉब,Batched job
बॅच शीर्षलेख दस्तऐवज,Batch header document
बॅचिंग,Batching
बॅच ऑपरेटिंग सिस्टम,Batch operating system
बॅच विभाजन,Batch partition
बॅच स्थिती,Batch position
बॅच प्रक्रिया,Batch processing
बॅच प्रदेश,Batch region
