Punjabi,Kannada
ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
ਐਡਵਾਂਸਡ ਟੈਕਨਾਲੋਜੀ (ਏ.ਟੀ.),ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ (AT)
ਕਾਰਵਾਈ,ಕ್ರಮ
ਏਕੀਕਰਨ,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ,ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ
aldus page-make,ಅಲ್ಡಸ್ ಪೇಜ್-ಮೇಕ್
ਚੇਤਾਵਨੀ ਬਾਕਸ,ಎಚ್ಚರಿಕೆ ಪೆಟ್ಟಿಗೆ
ਐਲਗੋਲ (ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),ಅಲ್ಗೋಲ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)
"1. ਐਲਗੋਰਿਦਮ, 2. ਐਲਗੋਰਿਦਮ","1. ಅಲ್ಗಾರಿದಮ್, 2. ಅಲ್ಗಾರಿದಮ್"
"1. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ, 2. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ","1. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ, 2. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ"
ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ,ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ
"1. ਏਲੀਯਾਸ, 2. ਉਪਨਾਮ, 3. ਉਰਫ","1. ಎಲಿಯಾಸ್, 2. ಅಡ್ಡಹೆಸರು, 3. ಅಕಾ"
ਅਲਾਈਨਮੈਂਟ,ಜೋಡಣೆ
"1. ਵੰਡ, 2. ਵੰਡ","1. ಹಂಚಿಕೆ, 2. ಹಂಚಿಕೆ"
"1. ਵਰਣਮਾਲਾ, 2. ਵਰਣਮਾਲਾ ਕ੍ਰਮ","1. ವರ್ಣಮಾಲೆಯ, 2. ವರ್ಣಮಾಲೆಯ ಪ್ರಕಾರ"
ਅੱਖਰ ਅੰਕੀ,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್
"1. ਅਲਫਾਨਿਊਮੇਰਿਕ ਕੀਬੋਰਡ, 2. ਅੱਖਰ ਅੰਕੀ ਕੀਬੋਰਡ","1. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್, 2. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್"
ਅਲਫ਼ਾ-ਟੈਸਟਿੰਗ (ਪਹਿਲਾ ਪੱਧਰ ਦਾ ਟੈਸਟ),ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ (1 ನೇ ಹಂತದ ಪರೀಕ್ಷೆ)
"1. ਅਲਫ਼ਾ ਸੰਸਕਰਣ, 2. ਅਲਫ਼ਾ ਫਾਰਮ","1. ಆಲ್ಫಾ ಆವೃತ್ತಿ, 2. ಆಲ್ಫಾ ರೂಪ"
alt ਕੁੰਜੀ,ಆಲ್ಟ್ ಕೀ
altavista,ಅಲ್ಟಾವಿಸ್ತಾ
ਬਹੁਲਤਾ,ಬಹುತ್ವ
ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ,ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ
ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡੀਜ਼ ਇੰਸਟੀਚਿਊਟ (ANSI),ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟಾಂಡೀಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI)
ਅਮਰੀਕਨ ਸਟੈਂਡਰਡ ਕੱਟ (ascii),ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕಟ್ (ascii)
"1. ਸਮਾਨ, 2. ਐਨਾਲਾਗ","1. ಸಾದೃಶ್ಯ, 2. ಅನಲಾಗ್"
"1. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ, 2. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ","1. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್, 2. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್"
"1. ਐਨਾਲਾਗ ਯੰਤਰ, 2. ਐਨਾਲਾਗ ਜੰਤਰ","1. ಅನಲಾಗ್ ಸಾಧನ, 2. ಅನಲಾಗ್ ಸಾಧನ"
"1. ਐਨਾਲਾਗ ਮਾਡਮ, 2. ਐਨਾਲਾਗ ਮਾਡਮ","1. ಅನಲಾಗ್ ಮೋಡೆಮ್, 2. ಅನಲಾಗ್ ಮೋಡೆಮ್"
ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ,ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್
ਅੰਤ (ਡਿਜੀਟਲ/ਪਲੇਨ ਤਰਕ &#39;ਅਤੇ&#39; ਵਰਤਿਆ ਗਿਆ),ಅಂತ್ಯ (ಡಿಜಿಟಲ್/ಪ್ಲೇನ್ ಲಾಜಿಕ್ &#39;ಮತ್ತು&#39; ಬಳಸಲಾಗಿದೆ)
ਅੰਤ ਸਰਕਟ,ಅಂತಿಮ ಸರ್ಕ್ಯೂಟ್
ਅੰਤ ਗੇਟ ਅਤੇ ਗੇਟ,ಕೊನೆಯ ಗೇಟ್ ಮತ್ತು ಗೇಟ್
ਅੰਤ ਨਹੀਂ ਓਪਰੇਸ਼ਨ (ਬੇਹੱਦ),ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ)
"1. ਐਨੀਮੇਸ਼ਨ, 2. ਵਾਈਬ੍ਰੇਸ਼ਨ","1. ಅನಿಮೇಷನ್, 2. ಕಂಪನ"
ਨੋਟ,ಸೂಚನೆ
ਅਸੰਗਤਤਾ,ಅಸಂಗತತೆ
ਪਿਛਲਾ,ಹಿಂದಿನ
ਅਗਾਊਂ ਪੇਜਿੰਗ,ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್
ਵਿਰੋਧੀ-ਸਮਮਿਤੀ,ಪ್ರತಿ-ಸಮ್ಮಿತೀಯ
ਐਂਟੀਵਾਇਰਲ ਪ੍ਰੋਗਰਾਮ,ಆಂಟಿವೈರಲ್ ಪ್ರೋಗ್ರಾಂ
"1. ਐਪਲਿਟ, 2. ਐਪਲੀਕੇਸ਼ਨ","1. ಆಪ್ಲೆಟ್, 2. ಅಪ್ಲಿಕೇಶನ್"
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
"1. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ, 2. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)","1. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್, 2. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)"
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್
ਐਪਲੀਕੇਸ਼ਨ ਭਾਸ਼ਾ,ಅಪ್ಲಿಕೇಶನ್ ಭಾಷೆ
ਲਗਭਗ ਸਿਧਾਂਤ,ಅಂದಾಜು ತತ್ವ
ਬਣਤਰ,ರಚನೆ
ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ,ಕ್ಷೇತ್ರ ವರ್ಗಾವಣೆ
"1. ਪੈਰਾਮੀਟਰ, ਸੁਤੰਤਰ ਵੇਰੀਏਬਲ, 2. ਕੋਣ","1. ನಿಯತಾಂಕ, ಸ್ವತಂತ್ರ ವೇರಿಯಬಲ್, 2. ಕೋನ"
"1. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ, 2. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ","1. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ, 2. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ"
ਗਣਿਤ ਦੀ ਜਾਂਚ,ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ
ਅੰਕਗਣਿਤ ਸਥਿਰ,ಅಂಕಗಣಿತದ ಸ್ಥಿರ
ਗਣਿਤ ਡਾਟਾ,ಅಂಕಗಣಿತದ ಡೇಟಾ
ਗਣਿਤ ਦੀ ਹਿਦਾਇਤ,ಅಂಕಗಣಿತದ ಸೂಚನೆ
ਗਣਿਤ ਅਤੇ ਲਾਜ਼ੀਕਲ ਯੂਨਿਟ (ALU),ಗಣಿತ ಮತ್ತು ತಾರ್ಕಿಕ ಘಟಕ (ALU)
ARPA ਨੈੱਟ (RPNet),ARPA ನೆಟ್ (RPNet)
ਐਰੇ,ಶ್ರೇಣಿ
"1. ਐਰੇ ਕੈਸ਼, 2. ਐਰੇ ਸਪੀਡ, 3. ਐਰੇ ਮੈਮੋਰੀ","1. ರಚನೆಯ ಸಂಗ್ರಹ, 2. ರಚನೆಯ ವೇಗ, 3. ರಚನೆಯ ಮೆಮೊರಿ"
ਐਰੇ ਕੰਪਿਊਟਰ,ಅರೇ ಕಂಪ್ಯೂಟರ್
ਐਰੇ ਤੱਤ,ರಚನೆಯ ಅಂಶ
ਐਰੇ ਨਾਮ,ರಚನೆಯ ಹೆಸರು
ਐਰੇ ਪ੍ਰੋਸੈਸਰ,ರಚನೆಯ ಪ್ರೊಸೆಸರ್
ਤੀਰ ਕੁੰਜੀ,ಬಾಣದ ಕೀಲಿ
ਸੰਧੀ,ಒಪ್ಪಂದ
ਜੰਕਸ਼ਨ ਬਿੰਦੂ,ಜಂಕ್ಷನ್ ಪಾಯಿಂಟ್
ਨਕਲੀ ਸੰਕੁਚਿਤ,ಕೃತಕ ಸಂಕೋಚನ
ਨਕਲੀ ਕੰਟਰੋਲ,ಕೃತಕ ನಿಯಂತ್ರಣ
ਨਕਲੀ ਭਾਵਨਾ,ಕೃತಕ ಅರ್ಥದಲ್ಲಿ
ਮਾਊਂਟ,ಆರೋಹಣ
ਵਧਦੀ ਲੜੀ,ಆರೋಹಣ ರೀತಿಯ
ascii ਵਰਣਮਾਲਾ,ascii ವರ್ಣಮಾಲೆ
ascii ਕੰਟਰੋਲ ਚਿੰਨ੍ਹ,ascii ನಿಯಂತ್ರಣ ಚಿಹ್ನೆ
ascii ਫਾਈਲ,ascii ಫೈಲ್
ascii ਫੌਂਟ,ascii ಫಾಂಟ್
ASCII ਟ੍ਰਾਂਸਫਰ,ASCII ವರ್ಗಾವಣೆ
ਆਕਾਰ ਅਨੁਪਾਤ,ಆಕಾರ ಅನುಪಾತ
"1. ਐਸਪੀ, 2. ਏ.ਐਸ.ਪੀ.ਆਈ","1. ಆಸ್ಪಿ, 2. ASPI"
ਏ ਐਸ ਆਰ ਕਲਾਡ,ಎ ಎಸ್ ಆರ್ ಕಲಾದ್
"1. ਯਾਦ, 2. ਅਸੈਂਬਲਿੰਗ, 3. ਇਕੱਠੇ ਕਰਨ ਲਈ","1. ಸ್ಮರಣೆ, 2. ಜೋಡಣೆ, 3. ಜೋಡಿಸಲು"
"1. ਅਸੈਂਬਲਰ, 2. ਯਾਦਗਾਰੀ","1. ಅಸೆಂಬ್ಲರ್, 2. ಜ್ಞಾಪನೆ"
"1. ਅਸੈਂਬਲਿੰਗ, 2. ਯਾਦ","1. ಜೋಡಿಸುವುದು, 2. ಸ್ಮರಣೆ"
"1. ਯਾਦਾਸ਼ਤ ਭਾਸ਼ਾ, 2. ਅਸੈਂਬਲਿੰਗ ਭਾਸ਼ਾ","1. ಕಂಠಪಾಠ ಭಾಷೆ, 2. ಭಾಷೆ ಜೋಡಣೆ"
ਦ੍ਰਿੜ੍ਹਤਾ,ನಿರ್ಣಯ
"1. ਨਿਰਧਾਰਤ ਕੰਮ, 2. ਵੰਡ","1. ನಿಗದಿತ ಕೆಲಸ, 2. ಹಂಚಿಕೆ"
ਸਾਥੀ,ಒಡನಾಟ
ਸਹਿਯੋਗੀ ਪਤਾ,ಸಹಾಯಕ ವಿಳಾಸ
"1. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ, 2. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ","1. ಸಹಾಯಕ ಸ್ಮರಣೆ, 2. ಸಹಾಯಕ ಸ್ಮರಣೆ"
ਤਾਰਾ (* ਚਿੰਨ੍ਹ),ನಕ್ಷತ್ರ ಚಿಹ್ನೆ (* ಚಿಹ್ನೆ)
ਅਸਮਿਤ,ಅಸಮ್ಮಿತ
"1. ਅਸਿੰਕ੍ਰੋਨਸ, 2. ਅਸਿੰਕ੍ਰੋਨਸ","1. ಅಸಮಕಾಲಿಕ, 2. ಅಸಮಕಾಲಿಕ"
ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL),ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL)
ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM),ಅಸಿಂಕ್ರೊನಸ್ ಟೈಮ್ ಡಿವಿಷನ್ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM)
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ,ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM),ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM)
"1. ਐਟਮ, 2. ਪਰਮਾਨ","1. ಪರಮಾಣು, 2. ಪರಮನ್"
ਨੱਥੀ ਦਸਤਾਵੇਜ਼,ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್
"1. ਨੱਥੀ ਫਾਈਲ/ਮਿਸਲ, 2. ਨੱਥੀ ਫਾਈਲ","1. ಲಗತ್ತಿಸಲಾದ ಫೈಲ್/ಮಿಸಿಲ್, 2. ಲಗತ್ತಿಸಲಾದ ಕಡತ"
"1. ਦੀਵਾਰ, 2. ਸੰਬੰਧਿਤ","1. ಆವರಣ, 2. ಸಂಯೋಜಿತ"
"1. ਗੁਣ, 2. ਵਿਸ਼ੇਸ਼ਤਾ","1. ಗುಣಲಕ್ಷಣಗಳು, 2. ವಿಶೇಷತೆ"
ਸੁਣਨਯੋਗ,ಶ್ರವ್ಯ
"1. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ","1. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್"
ਖਾਤਾ ਪੁਸ਼ਟੀਕਰਨ,ಖಾತೆ ಪರಿಶೀಲನೆ
ਤਰੱਕੀ,ಪ್ರಚಾರ
ਸਰਟੀਫਿਕੇਸ਼ਨ ਪ੍ਰੋਟੋਕੋਲ,ಪ್ರಮಾಣೀಕರಣ ಪ್ರೋಟೋಕಾಲ್
ਲੇਖਕ ਵਿਧੀ,ಲೇಖಕರ ವಿಧಾನ
"1. ਅਥਾਰਟੀ, 2. ਅਥਾਰਟੀ, 3. ਟ੍ਰਿਬਿਊਨਲ","1. ಪ್ರಾಧಿಕಾರ, 2. ಅಧಿಕಾರ, 3. ನ್ಯಾಯಮಂಡಳಿ"
ਆਟੋ ਐਬਸਟਰੈਕਟ,ಸ್ವಯಂ ಅಮೂರ್ತ
"1. ਆਟੋ ਬੂਟਿੰਗ, 2. ਸਵੈ ਬੂਟ","1. ಸ್ವಯಂ ಬೂಟಿಂಗ್, 2. ಸ್ವಯಂ ಬೂಟ್"
ਆਟੋਕੈਡ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),ಆಟೋಕ್ಯಾಡ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)
ਆਟੋ ਲੌਗ-ਆਨ,ಸ್ವಯಂ ಲಾಗ್-ಆನ್
ਆਟੋਮੇਟਾ,ಸ್ವಯಂಚಾಲಿತ
ਆਟੋਮੈਟਾ ਥਿਊਰੀ,ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ
