Kannada,English
ಕೃಷಿ ಚಿಕಿತ್ಸಾಲಯ,Agricultural clinic
ಕೃಷಿ ದುಡಿಮೆ,Agricultural labour
ಕೃಷಿ ಮಾರಾಟ,Agricultural marketing
ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ,Agricultural technology
ಕೃಷಿ,Agriculture
ಕೃಪಣಸಾಮರಿ,Agrisilviculture
ಕೃಷಿ -ವೈವಿಧ್ಯತೆ,Agrobiodiversity
ಕೃಷಿ ಜೀವವಿಜ್ಞಾನದ ದೋಷಗಳು,Agrobiological defects
ಕೃಷಿ ಜೀವವಿಜ್ಞಾನ,Agrobiology
ಕೃಷಿ -ವೈವಿಧ್ಯತೆ,Agroclimatic diversity
ಕೃಷಿ ವಲಯ,Agroclimatic zoning
ಕೃಚಾರಕ,Agroforestry
ಕೃಷಿ ಶಾಸ್ತ್ರ,Agrology
ಕೃಷಿ ವಿಜ್ಞಾನ,Agronomy
ಅಬ್ವಿಶರ,Agropastoral
ಕೃಷಿಪ್ರೊಸೆಸಿಂಗ್,Agroprocessing
Agrostology,Agrostology
ಕೃಪೆ,Agrotype
ಗಾಳಿ ಸಸ್ಯ,Air plant
ಅಕೋಚಿ ಮಣ್ಣು,Akiochi soil
ಆಲ್ಬೋ,Albinism
ಆಲ್ಫಿಸೋಲ್ಸ್,Alfisols
ಪಾಚಿ,Algae
ಪಾಚಿಯ ಕಾಯಿಲೆ,Algal disease
ಕ್ಷಾರ ನೀರು,Alkali water
ಕ್ಷಾರೀಯ,Alkaline
ಇಳಿಜಾರು,Allele
ಆಲಿನೋಕೆಮಿಕಲ್ಸ್,Allelochemicals
ಅನನುಕಣ,Allelomorph
ಅಲಲೋಪತಿ,Allelopathy
ಅಲ್ಲೆ ಕ್ರಾಪಿಂಗ್,Alley cropping
ನಿಯೋಜಕ,Allocarpy
ಅಲೋಗಮಿ,Allogamy
ಮಾಪಕ,Allometry
ಸೂತ್ರ,Allopolyploid
ಅಲೋಸೈನಾಪ್ಸಿಸ್ (ಅಲೋಸಿಂಡೆಸಿಸ್),Allosynapsis (allosyndesis)
ಪರ್ಯಾಯ ಬೇರಿಂಗ್,Alternate bearing
ಪರ್ಯಾಯ ಭೂ ಬಳಕೆ,Alternate land use
ಸುತ್ತುವರಿಯುವ,Ambient
ಅಚಲ,Ameliorant
ಅಮೀಟಾಸಿ,Amitosis
ಕಸಚುಗಾರ,Amminization
ಅಮೋನೀಕರಣ,Ammonification
ಅಮೋನಿಗೆ ಮಾಡುವವ,Ammonifier
ಅಬ್ಬರಿಸು,Amorph
ಉಭಯಮತ್ರ,Amphimixis
ಉದ್ದವಾದ,Amphoteric
ಅನಾಬಾಲಿಸಂ,Anabolism
ಬಯೆರೋಲೆ,Anaerobe
ಅನೆಲಾಯ್ಡ್,Aneuploid
ಕೋನ ನೆಡುವುದು,Angle planting
ಪಶುಸಂಗೋಪನೆ,Animal husbandry
ಪ್ರಾಣಿಗಳ ನಿರಾಕರಣೆ,Animal refuse
ಅನಿಮೇಟ್ ಎನರ್ಜಿ,Animate energy
ಹದಮೆರಗಿ,Anisoploid
ವಾರ್ಷಿಕ ಸಸ್ಯ,Annual plant
ವಾರ್ಷಿಕ,Annual
ಸ ೦ ಗೀತ,Anthesis
ಆಂಥ್ರಾಕ್ಸ್,Anthrax
ಮಾನವಜನ್ಯದ ಅಂಶ,Anthropogenic factor
ಪ್ರತಿಜೀವಕ,Antibiosis
ಪ್ರತಿಜೀವಕ,Antibiotic
ಪ್ರತಿವಿಷ,Antidote
ಆವರಣಕಾರಕ,Antioxidants
ಪ್ರತಿಚರಣ,Antitoxin
ಉಚ್ಚಾರಣಾ,Annulus
ಮುನಸು,Aphid
ಸುಲಿಯ ಮೊಗ್ಗು,Apical bud
ಅಪಿಕಲ್ ಪ್ರಾಬಲ್ಯ,Apical dominance
ಅಪಿಕಲ್ಚರ್ (ಬೀ ಕೀಪಿಂಗ್),Apiculture (bee keeping)
ತಿಕ್ಕಲು,Apomixis
ಅಪಶೂನ್ಯತೆ,Apoptosis
ಅನುಬಂಧ,Appendage
ಜೀರ್ಣಕಾರಕವಾಗಿ,Appetizer
ಅನ್ವಯಿಕ,Applied
ಜಲಚರಗಳು,Aquatic weed
ಆಕ್ಷರ,Arboreal
ಗುಂಡಿನ ಕವಚ,Arborization
ಪುರಾತತ್ವ-ಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು,Archaeo-botanical records
ಪ್ರದೇಶದ ಅಂಕಿಅಂಶಗಳು,Area statistics
ಪ್ರದೇಶ,Area
ಶುಷ್ಕ ಪರಿಸರ ವ್ಯವಸ್ಥೆ,Arid ecosystem
ಹದಮೆರಗಿ,Aril
ಸುವಾಸನೆ,Aroma
ಆರ್ಯ ಸಸ್ಯ,Aromatic plant
ಆರೊಮ್ಯಾಟಿಕ್ ಅಕ್ಕಿ,Aromatic rice
ಬಾಣ,Arrowing
ಕಸ ರೋಗಿಗಳು,Asepsis
ಅಸೆಪ್ಟ್,Aseptic
ಅಲೈಂಗಿಕ ಪ್ರಸಾರ,Asexual propagation
ಪರಾಕ್ರಮ,Assay
ಸ್ವಸಮಾನಗಳು,Assets
ಏಕೀಕರಣ,Assimilation
ಸಂಘ,Association
ತಗ್ಗು,Astringent
ಕಸ ರೋಗ,Asynapsis
ಅಟಾವ್ ವಾದ,Atavism
ವ್ಯಭಿಚಾರಿ,Atomizer
ಕ್ಷೀಣತೆ,Atrophy
ಸ್ವಯಂಚಾಲಿತ,Autogamy
ಆಟೊಲಿಸಿಸ್,Autolysis
ದಾಟುವಿಕೆ,Autoxidation
ಸ್ವಯಂಚಾಲನ ಫಲಕ,Autopolyploid
ಸಮಶೀತ,Auxins
AWN (ಬಿರುಗೂದಲುಗಳು),Awn (bristle)
ಬಾದು,Almond
ಅಡೆ,Aloe
ಹುಳಿ,Amaranthus
ಅಮ್ಮ,Ammi
ಅಂಜಾನ್ ಹುಲ್ಲು,Anjan grass
ಆಧಿವಾತ,Anthurium
"ಅಯಾನ್ಲಾ, ಭಾರತೀಯ ಗೂಸ್ಬೆರ್ರಿ","Aonla, Indian gooseberry"
ಸೇಬು,Apple
ಏಪ್ರಲಿ,Apricot
ಆರ್ಬಿಯಾನ್ ಜಾಸ್ಮಿನ್,Arbian jasmine
ಅರೆನಗವ,Areca nut
ಹಳ್ಳ,Arjun
ಅಸ್ಫೊಟಿಡಾ,Asfoetida
ಬೂದಿ ಸೋರೆಕಾಯಿ,Ash gourd
ಅಶೋಕ ಮರ,Ashoka tree
ಆಶ್ಥಮಾ ವೀಡ್ (ಯುಫೋರ್ಬಿಯಾ),Ashthma weed (euphorbia)
ಶತಾವರಿ,Asparagus
ಆವಕಾಡು,Avocado
ಅಲ್ಫಾಲ್ಫಾ (ಲುಸೆರ್ನ್),Alfalfa (lucerne)
ಇರುವೆಗಳು,Ants
ಗಿಡಹೇನುಗಳು,Aphids
ಸೈನ್ಯದ ಹುಳು,Army worm
ಕೃಷಿ ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ,Agricultural economist
ಕೃಷಿ ವಿಸ್ತರಣಾವಾದಿ,Agricultural extensionist
ಕೃಷಿ ವಿಜ್ಞಾನಿ,Agricultural scientist
ಕೃಷಿ ಎಂಜಿನಿಯರ್,Agriculture engineer
ಕೃಷಿ ವಿಜ್ಞಾನಿ,Agrobiologist
ಕೃಷಿವಾದಿ,Agronomist
ಕೃಷಿ ಭೌತ,Agrophysicst
ಪ್ರಾಣಿ ತಳಿಗಾರ,Animal breeder
ಬ್ಯಾಸಿಲಸ್ ವೈರಸ್,Bacillus virus
ಗಾಡಿ,Bacillus
ಬ್ಯಾಕ್ಟೀರಿಯಾ,Bacteria
ಬ್ಯಾಕ್ಟೀರಿಯೊಕ್ಸಿನ್,Bacteriotoxin
ಬಜಾಸ್ಸೆ,Bagasse
ಸಮತೋಲನ,Balance sheet
ಸಮತೋಲನೀಕರಣ,Balanced fertilization
ಗಿರಣಿ ರೇಖೆ,Bar diagram
ತೊಗಟೆ,Bark
ಮಾಪಕ,Barometer
ಬಂಜೆ,Barren
ಬೇನೆ,Base
ಜಲಾನಯನ ಪ್ರದೇಶ,Basin
ಸ್ವಲ್ಪ,Basipetal
ಬಾಸದ,Basisternum
ಕೊಂಬೆ ಮಾನ್ಸುನ್,Bay monsoon
ಹೊಳಪಿನ,Bearing plant
ಹಾಸಿಗೆ,Bed
ದಟ್ಟಕಾರ,Bedder
ಹಾಸಿಗೆ,Bedding
ಬೀಟ್ ಮೊಲಾಸಸ್,Beet molasses
ಬೆನ್ನೆಲುಬು,Bellows
ಪಟ್ಟಿಗೆ,Belt
ಲಾಭ-ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ,Benefit-cost analysis
ಪಕ್ಷಪಾತ (ಮಾದರಿ),Biased (sampling)
ದ್ವೈವಾರ್ಷಿಕ,Biennial
ದ್ವಿಪದೀಯ,Binomial
ಜೈವಿಕ ವ್ಯಾಪ್ತಿಯ,Bioagent
ಜೈ ಜೈವಿಕ ಗ್ರಂಥಾಲಯ,Bioclimate
ಜೈವಿಕ ಕರ್ತವ್ಯ,Bioenergy
ಜೈವಿಕಶಾಸ್ತ್ರ,Bionomics
ಜೈವಿಕ ರಿಯಾಯಿತಿ,Bioreactor
ಜೀವಗೋಳ,Biosphere
ಜೈವಿಕ,Biotic
ಬಯೋಟೈತನ,Biotype
ದ್ವಿಲಿಂಗಿ,Bisexual
ಚಿರತೆ,Blanching
ಹರಡು,Blast
ಮಿಶ್ರಣ,Blend
ಗದ್ದಲ,Blight
ಗುಳ್ಳೆ,Blister
ನೀಲಿ ಕ್ರಾಂತಿ,Blue revolution
ಕೆಳಗಿನ ಶಾಖ ಕೊಠಡಿ,Bottom heat chamber
ಕೆಳಗಿನ ಶಾಖ ತಂತ್ರ,Bottom heat technique
ಹೊಟ್ಟು,Bran
ಕವಲೊಡೆ,Branching
ಸಣ್ಣ ಕೊಂಬೆ,Branchlet
ತಳಿ,Breed
ತಳಿ,Breeding
ಕಂಗುರು,Brimming
ಸಂಸಾರ,Brood
ಮೊಳಕೆಯ,Budding
ಬಜೆ,Budget
ಬಫಲು,Buffer
ಬಟಗು,Bulb
ಚೂರುಚೂರಾಗಿ,Bunt
ಉಪ-ಉತ್ಪನ್ನ,By-product
ಬಾಬುಲ್ ಅಕೇಶಿಯ,Babul acacia
ಬೇಬಿ ಕಾರ್ನ್,Baby corn
ಬುದ್ದಿ,Bael
ಬಾಯಿ,Baill
ಕಸಕ,Balsam
ಬಿದಿರು,Bamboo
ಬಾಳೆಹಣ್ಣು,Banana
ಆಲದ ಮರ,Banyan tree
ಬಾರ್ಲಿ,Barley
ಬಾರ್ನ್ಯಾರ್ಡ್ ರಾಗಿ,Barnyard millet
ತುಳಸಿ,Basil
ಬಾಸ್ಟರ್ಡ್ ಸೀಡರ್,Bastard cedar
ಬಾಸ್ಟರ್ಡ್ ಮೈರೋಬಾಲನ್,Bastard myrobalan
ಮಾಟ,Bauhinia
ಕೊಲ್ಲಿ ಬೆರ್ರಿ,Bay berry
ಹುರುಳಿ,Bean
ಬೀಟ್,Beet
ಬೆಲ್ಲ,Belladonna
ಗಡಿ,Ber
ಗಡಿ,Berseem
ಬಿಲ್ಲೆ,Betel
ಬಿಲಿಂಬಿ,Bilimbi
ಹಾಗಲಕಾಯಿ,Bitter gourd
ಕಪ್ಪು ಗ್ರಾಂ,Black gram
ಕಪ್ಪು ನೈಟ್ಶೇಡ್,Black nightshade
ಬಾಗ್‌ನ್ವಿಲ್ಲಾ,Bougainvillea
ಬಾಟಲಿ ಕುಂಚ,Bottle brush
ಬಾಟಲಿ ಸೋರೆ,Bottle gourd
ಬಾಕ್ಸ್ ಮರ,Box tree
ಬ್ರೆಡ್ ಹಣ್ಣು,Bread fruit
ವಧುವಿನ,Bridal creeper
ಬಿಲ್ಲಾ,Brinjal
ವಿಶಾಲ ಹುರುಳಿ,Broad bean
ಕೋಸುಗಡ್ಡೆ,Broccoli
ಬ್ರಸೆಲ್ ಮೊಳಕೆ,Brussel's sprout
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯೆಟ್,Buckwheat
ದೆವ್ವ,Butea
ದಳ,Bandicoot
ಕರಾರು,Bear
ಜೀರುಂಡೆ,Beetle
ಗುಳ್ಳೆ ಜೀರುಂಡೆ,Blister beetle
ನೀಲಿ ಬುಲ್,Blue bull
ಬಾಲ್ ಹುಳು,Boll worm
ಚಿಟ್ಟೆ,Butterfly
ಬ್ಯಾಕ್ಟೀರಿಯವಿಜ್ಞಾನಿ,Bacteriologist
ಜೈವಿಕ ರಸಾಯನಶಾಸ್ತ್ರಜ್ಞ,Biochemist
ಜೀವಶಾಸ್ತ್ರಜ್ಞ,Biologist
ಜೈವಿಕ ತಂತ್ರಜ್ಞಾನಶಾಸ್ತ್ರಜ್ಞ,Biotechnologist
ಸಸ್ಯಶಾಸ್ತ್ರಜ್ಞ,Botanist
ಸಿ ತೇವಾಂಶ ವಿಶಿಷ್ಟ ವಕ್ರರೇಖೆ,C moisture characteristic curve
ಕೇಕು,Cake
ಕ್ಯಾಲ್ಕೇರಿಯ,Calcarious
ಲೆಕ್ಕಪರಿಶೋಧನೆ,Calcification
ಫಾಸ್ಫೇಟ್ನ ಲೆಕ್ಕಾಚಾರ,Calcination of phosphate
ಗಲಾಟೆ,Callosity
ನಮ್ಮನ್ನು ಕರೆ ಮಾಡಿ,Callus
ಕಣಿವೆ,Calyx
ಕ್ಯಾಲಿಕ್ಸ್ ಅಂತ್ಯ,Calyx-end
ಕ್ಯಾಂಬಿಯಂ,Cambium
ಗೋಪುರ,Canker
ಡಬ್ಬಿ,Canning
ಮೇಲಾವರಣ,Canopy
ಬಂಡವಾಳ,Capital
ರಭಸ,Caprification
ಬಿರಡೆ,Capsule
ಇಂಗಾಲದ,Carbonated
ಇಂಗಾಲೀಕರಣ,Carbonization
ಗಡಿ,Carpel
ಗಾಡಿ,Carpus
ಬಿಂಚು,Casting
ಕಟಾಬೋಲಿಸಂ,Catabolism
ವೇಗವರ್ಧನೆ,Catalysis
ಮರಿಹುಳು,Caterpillar
ಸಿ-ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ,C-DNA Library
ಚಾವಣಿಯ,Ceiling
ಕೋಶ,Cell
ಕೇಂದ್ರ ನಾಯಕ ವ್ಯವಸ್ಥೆ,Central leader system
ಕೇಂದ್ರೀಯ,Centric
ಕೇಂದ್ರೀಕರಣ,Centrifugation
ಕೇಂದ್ರಾಪಗಾಮಿ,Centrifuge
ಕೇಂದ್ರ,Centriole
ಮಧ್ಯಭಾಗದ,Centrogenic
ಮಧ್ಯಮ ಜನಕ,Centrogenous
ಸರ್ಕಸ್,Cercus
ಏಕದಳ,Cereal
ಪ್ರಮಾಣೀಕರಣ,Certification
ಬೀಜ,Certified seed
ಚಾವಟಿ,Chaff
ದನಗಳು,Chalaza
ರಾಸಾಯನಿಕತೆ,Chemotropism
ಚಿರತೆ,Chiasma
ತಣ್ಣಗಾಗುವ ಸಮಯ,Chilling hours
ತಣ್ಣಗಾಗುವುದು,Chilling injury
ಚಿಮಿಯ,Chimera
ಕ್ಲೋರಾಂಥಿ,Chloranthy
ಚೂರು,Chlorophyll
ಕ್ಲೋರೋಸಿಸ್,Chlorosis
ಕ್ಲೋರಸ್ ಶಾಸ್ತ್ರ,Chlorology
ವರ್ಣರಂಜಿತ,Chromatid
ಕ್ರೊಮ್ಯಾಟಿನ್,Chromatin
ವರ್ಣರೇಖನ,Chromatography
ವರ್ಣರಂಗೀಕರಣ,Chromatolysis
ವರ್ಣಚಿತ್ರ,Chromocentre
ವರ್ಣಗುವನ,Chromogenesis
ವರ್ಣರಂಜಿತ,Chromoprotein
ವರ್ಣತಂತು,Chromosome
ದೀರ್ಘಕಾಲದ,Chronic
ನಲಿದ,Citrange
ಕ್ಲಾಡೋಡ್,Cladode
ವರ್ಗೀಕರಣ,Classification
ಮಣ್ಣಿನ,Clay
ಸ್ವಚ್ aning ಗೊಳಿಸುವುದು,Cleaning
ಕ್ಲಿಸ್ಟೊಗಮಿ,Cleistogamy
ಕ್ಲೈಮ್ಯಾಕ್ಟರಿಕ್ ಹಣ್ಣು,Climacteric fruit
ವಶ,Climate
ಹವಾಮಾನಶಾಸ್ತ್ರ,Climatology
ಹಸುರು,Clipper
ಹೆಪ್ಪುಗಟ್ಟಿಸು,Clod
ತದ್ರೂಪಿ,Clone
ಮೋಡ,Cloud
ಕಡು,Clump
ಚೂರು,Cluster
ಒರಟಾದ,Coarse
ಕೋಟ್ (ಬೀಜ),Coat (seed)
ಕೋಕೂನ್,Cocoon
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,Coenzyme
ಒಗ್ಗಟ್ಟು,Cohesion
ಗುಣ,Coir
ಕೋಲೀರರಿ iz ಾ,Coleorrhiza
ಕತ್ತುಪಟ್ಟಿ,Collar
ಕೊಲಾಯ್ಡ್ (ಮಣ್ಣು),Colloid (soil)
ಕೊಲ್ಯುಮೆಲ್ಲಾ,Columella
ಕಾಲಮ್,Column
ಆರಂಭದ ಆರಂಭ,Commensalism
ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್,Commercial bank
ಸರಕು,Commodity
ಸಮುದಾಯ,Community
ಸಂಕೋಚನ (ಮಣ್ಣಿನ),Compaction (of soil)
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,Compatibility
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,Compatibility
ಪರಿಹಾರ,Compensation
ಸ್ಪರ್ಧಾತ್ಮಕ ಸಂವಹನ,Competitive interaction
ಪೂರಕ ಬೆಳೆ,Complementary crop
ಸಂಕೀರ್ಣ,Complex
ಅಂಶ,Component
ಸಂಯೋಜನೆ,Composition
ಕಾಂಪೋಸ್ಟ್,Compost
ಚಕ್ರಬಡ್ಡಿ,Compound interest
ಗಣನೆ,Computation
ಕಂಪ್ಯೂಟರ್,Computer
ಏಕಾಗ್ರತೆ,Concentration
ಷರತ್ತು,Conditioner
ಹೋರಾಡುವಿಕೆ,Conductance
ಸಂರಚನೆ,Configuration
ಅನುರೂಪತೆ,Conformity
ಗೊಂದಲಕ್ಕೊಳಗಾಗುವ,Confounding
ಸಂಯೋಗ,Conjugation
ಸಂಯೋಜಕ,Connective
ಸಂರಕ್ಷಣಾ,Conservation
ಬಲವರ್ಧನೆ,Consolidation
ಸಂಕುಚಿತತೆಗಳು,Constituents
ಗ್ರಾಹಕ,Consumer
ಸೇವನೆ,Consumption
ಮಾಲಿನ್ಯ,Contamination
ಬಾಹ್ಯರೇಖೆ ನೆಡುವಿಕೆ,Contour planting
ಬಾಹ್ಯರೇಖೆ,Contour
ಒಪ್ಪಂದದ ಕೃಷಿ,Contract farming
ನಿಯಂತ್ರಿತ ಸಂಗ್ರಹಣೆ,Controlled storage
ಸಹಕಾರ ಬ್ಯಾಂಕ್,Co-operative bank
ಸಹಕಾರ,Cooperator
ತಗ್ಗಿಸು,Coppice
ಗಂಡಿ,Corm
ಹುಲ್ಲುಗಾವಲು,Corolla
ಕಂದುಬಣ್ಣ,Cortex
ಬೆಲೆ,Cost
ಕೋಟಿಲೆಡಾನ್ (ಬೀಜ),Cotyledon (seed)
ಕ್ರೆಡಿಟ್ ಸೊಸೈಟಿ,Credit society
ಮನ್ನಣೆ,Credit
ಸಾಲದಾತ,Creditor
ಕ್ರೆಸ್ಟ್,Crest
ಸುಕ್ಕುಗಟ್ಟುವುದು,Crinkle
ಬಿಕ್ಕಟ್ಟು,Crisis
ಮಾನದಂಡ,Criterion
ನಿರ್ಣಾಯಕ,Critical
ಬೆಳೆ ವಿಮೆ,Crop insurance
ಬೆಳೆ ಸಾಲ,Crop loan
ಬೆಳೆ,Crop
ಬೆಳೆ ಪ್ರದೇಶ,Cropping area
ಶಿಲುಬೆಯಿಲ್ಲದ,Cross-incompatible
ಕಿರೀಟ (ಸಸ್ಯ),Crown (plant)
ತುಂಡು,Crumb
ಪಟ್ಟು,Crust
ಪಡಗಳ್ಳ,Cryptogam
ಕಲ್ (ಹಣ್ಣುಗಳು),Cull (fruits)
ಕಸ,Culm
ತಳಿ,Cultivar
ಕೃಷಿ,Cultivation
ಕೃಷಿ,Cultivator
ಸಂಸ್ಕೃತಿ,Culture
ನಿರಾಸಕ್ತಿ,Curing
ಕನ್ನಡಿ,Curling
ಕರೆನ್ಸಿ,Currency
ಹೊರಚರ್ಮ,Cuticle
ಕತ್ತರಿಸುವುದು,Cutting
ಸಿಸ್ಟ್,Cyst
ಸೈಟೋಕ್ರೋಮ್,Cytochrome
ಸೈಟೊಗಮಿ,Cytogamy
ಸೈಟೊಜೆನಿಸ್,Cytogenesis
ಸೈಟೊಜೆನೆಟಿಕ್ಸ್,Cytogenetics
ಸೈಟೊಕಿನಿಸ್,Cytokinesis
ಸೈದ್ಧಾಂತಿಕ ವಿಜ್ಞಾನ,Cytology
ಸೈಟೊಲಿಸಿಸ್,Cytolysis
ಸೈಟೊಮಿಯರ್,Cytomere
ಸೈಟೋಪ್ಲಾಸಂ,Cytoplasm
ಎಲೆಕೋಸು,Cabbage
ಕಳ್ಳಿ,Cactus
ಕ್ಯಾಲೆರುಲಾ,Calendula
ಕ್ಯಾನರಿ ಹುಲ್ಲು (ಫಲಾರಿಸ್),Canary grass (phalaris)
ಚಾಚು,Canna
ಗಾಡಿ,Capparis
ದೊಣ್ಣೆ ಮೆಣಸಿನ ಕಾಯಿ,Capsicum
ಹಳ್ಳಿಯ,Carambola
ಗಡ,Carapa
ಏಲಕ್ಕಿ,Cardamom
ಕುರಚನೆ,Carnation
ಗಡಿ,Carrot
ಗೋಡಂಬಿ ಕಾಯಿ,Cashew nut
ಕಸ,Cassia
ಕಾಸ್ಟಾರಿ,Castor
ಹೂಕೋಸು,Cauliflower
ಕೋಲಾಹಲ,Celery
ಚಕ್ಷಾಕ್,Champac
ಚೆನೊಪೋಡಿಯಂ,Chenopodium
ಚೆರ್ರಿ ಟೊಮೆಟೊ,Cherry tomato
ಚೆರ್ರಿ,Cherry
"ಕಡಲೆ, ಗ್ರಾಂ","Chickpea, gram"
ಚಿಲ್ಲರೆ,Chillies
ಚೀನಾ ಟರ್ಪಂಟೈನ್ ಮರ,China turpentine tree
ಚೌ ಚೌ,Chow-chow
ಕ್ರೈಸಾಂಥೆಮಮ್,Chrysanthemum
"ಚುಫಾ, ಭೂಮಿಯ ಬಾದಾಮಿ","Chufa, earth almond"
ನಾಚಿಕೆಗೇಡಿನ,Cichory
ದಾಲ್ಚಿನ್ನಿ,Cinnamon
ಸಿಟ್ರಾನ್,Citron
ಸಿಟ್ರೊನೆಲ್ಲಾ ಹುಲ್ಲು,Citronella grass
ಜಾಸ್ಮಿನ್,Climbing jasmine
ಲವಂಗ,Clove
ಚೂರು ಹುರುಳಿ,Cluster bean
ಕೋಕಾ,Cocoa
ತೆಂಗಿನ ಕಾಯಿ,Coconut
ಕಾಫಿ,Coffee
ಕೊಲಿಯಸ್,Coleus
ಕೊಲೊಕಾಸಿಯಾ,Colocasia
"ಕೊಲೊಸಿಂತ್, ಕಹಿ ಸೇಬು","Colocynth, bitter apple"
ಸಾಮಾನ್ಯ ಪರ್ಸ್ಲೇನ್,Common purslane
ಕೊತ್ತದ,Coriander
ಹತ್ತಿ,Cotton
ಹಸುರು,Cowpea
ಘನ,Cubeb
ಸೌತೆಕಾಯಿ,Cucumber
ಕಸಾಯಿಟಿಗಳು,Cucurbits
ಜೀರಿಗೆ,Cumin
ಕರಿ ಎಲೆ,Curry leaf
ಸೀತಾಫಲ,Custard apple
ಕ್ಯಾಪ್ಸುಲ್ ಕೊಳೆತ,Capsule borer
ಕ್ಯಾಟರ್ಪಣಿ,Caterpiller
ಸಿಟ್ರಸ್ ಸೈಲಾ,Citrus psylla
ಕ್ರಿಕೆಟ,Cricket
ಕಾಗೆ,Crow
ಕತ್ತರಿಸಿದ ಹುಳು,Cut worm
ಡೈರಿ,Dairy
ಹೈನುಗಾರಿಕೆ,Dairying
ಅಣೆಕಟ್ಟು,Dam
ಹದಿಮಾರದ,Day-neutral
ಹೂಬಿಡುವ ದಿನಗಳ ನಂತರ,Days after flowering
ಪೂರ್ಣ ಹೂವಿನ ನಂತರ ದಿನಗಳ ನಂತರ,Days after full bloom
ಸ ೦ ಗೀತ,Deblossoming
ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್,Decalcification
ಕುಶಲ,Decant
ಕೊಳೆ,Decay
ಪತನಶೀಲ,Deciduous
ದಶಮಾನ,Decimal
ಕೊರತೆ,Deficiency
ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್ (ಮಣ್ಣು),Deflocculation (soil)
ವಿಲೋಮೀಕರಣ,Defloration
