English,Odiya
acoustics,ଆକାଶବାଣୀ
acronym,"1. ସଂକ୍ଷିପ୍ତ ଶବ୍ଦ, 2. ସଂକ୍ଷିପ୍ତକରଣ, 3 ଠାରୁ ଛୋଟ"
action message,କାର୍ଯ୍ୟ ବାର୍ତ୍ତା |
activation,ସକ୍ରିୟ
active server page (ASP),ସକ୍ରିୟ ସର୍ଭର ପୃଷ୍ଠା |
active version,ସକ୍ରିୟ ସଂସ୍କରଣ |
acyclic,acyclic
acyclic graph,"1. ଆକାଇକ୍ଲିକ୍ ଗ୍ରାଫ୍, 2 acyclic ଗ୍ରାଫ୍ |"
Ada language,ଅଦା କମ୍ପ୍ୟୁଟର ଭାଷା |
adapter,"1. ଅପ୍ଟିମାଇଜର୍, 2 ଅପ୍ଟିମାଇଜର୍"
add,to sum)
add file,ରାଶି ଫାଇଲ୍ |
add operation,"1. ଯୋଗ କାର୍ଯ୍ୟ, 2 ରାଶି କାର୍ଯ୍ୟ"
adder,ଆଡର୍
address,ଜାଣନ୍ତୁ |
address bus,ଠିକଣା ବସ୍
address file,ଠିକଣା ଫାଇଲ୍ |
address format,ଠିକଣା ଫର୍ମାଟ୍
address generator,ଠିକଣା ଜେନେରେଟର
address line,ଠିକଣା ରେଖା
address mapping,ଠିକଣା ମ୍ୟାପିଂ
address pointer,ଠିକଣା ସୂଚକ
address register,ଠିକଣା ରେଜିଷ୍ଟର
address resolution,ଠିକଣା ଭାଙ୍ଗିବା
address translation,ଠିକଣା ଅନୁବାଦ
addressed memory,"1. ଠିକଣା ଯୋଗ୍ୟ ସ୍ମୃତି, ୨। ଠିକଣା ସ୍ମୃତି"
addressing,ଠିକଣା
adequacy criteria,"1. ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ, 2 ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ |"
adjoint,ସଂଲଗ୍ନ
administration,"1. ପରିଚାଳନା, 2 ନିୟନ୍ତ୍ରଣ"
administrator,"1. ପରିଚାଳକ, 2 ନିୟନ୍ତ୍ରକ"
adobe acrobat,ଆଡୋବ ଆକ୍ରୋବାଟ୍ |
adobe photoshop,ଆଡୋବ ଫଟୋସପ୍ |
Advance Business Application Programming (ABAP),ABAP (ଉନ୍ନତ ବ୍ୟବସାୟ ପ୍ରୋଗ୍ରାମିଂ)
advanced data,"1. ଉନ୍ନତ ତଥ୍ୟ, ୨। ଉନ୍ନତ ତଥ୍ୟ"
advanced information system,ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |
advanced technology (AT),ଉନ୍ନତ ଜ୍ଞାନକ Technology ଶଳ (AT)
agent,କାର୍ଯ୍ୟ
aggregation,ଏକୀକରଣ
airborne computer system,ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |
aldus page maker,aldus page-make
alert box,ଆଲର୍ଟ ବାକ୍ସ
algol,algol (କମ୍ପ୍ୟୁଟର ଭାଷା)
algorithm,"1. ଆଲଗୋରିଦମ, ୨ ଆଲଗୋରିଦମ |"
algorithm analysis,"1. ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ, ୨। ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |"
algorithm efficiency,ଆଲଗୋରିଦମ ଦକ୍ଷତା |
alias,"1. ଏଲିୟସ୍, ୨ ଡାକନାମ, 3 ଆକା"
alignment,ଶ୍ରେଣୀବଦ୍ଧତା |
allocation,"1. ବଣ୍ଟନ, ୨ ଆବଣ୍ଟନ"
alphabetic,"1. ବର୍ଣ୍ଣାନୁକ୍ରମିକ, ୨ ବର୍ଣ୍ଣାନୁକ୍ରମିକ କ୍ରମ |"
alphanumeric,ବର୍ଣ୍ଣମାଳା
alphanumeric key board,"1. ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍, 2 ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |"
alpha-test,ଆଲଫା-ପରୀକ୍ଷା (ପ୍ରଥମ ସ୍ତର ପରୀକ୍ଷା)
alpha-version,"1. ଆଲଫା ସଂସ୍କରଣ, ୨ ଆଲଫା ଫର୍ମ |"
alt key,alt କି
altavista,altavista
ambiguity,ବହୁଗୁଣ
ambiguous grammar,ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ
American National Standards Institute (ANSI),ଆମେରିକୀୟ ନ୍ୟାସନାଲ ଷ୍ଟାଣ୍ଡିସ୍ ଇନଷ୍ଟିଚ୍ୟୁଟ୍ (ANSI)
American Standard Code For Information Interchange (ASCII),ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କଟ୍ (ascii)
analog,"1. ଅନୁରୂପ, 2 analog"
analog computer,"1. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର, 2. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |"
analog device,"1. ଆନାଗଲ୍ ଡିଭାଇସ୍, 2 analog ଉପକରଣ"
analog modem,"1. ଆନାଗଲ୍ ମୋଡେମ୍, ୨ ଆନାଗଲ୍ ମୋଡେମ୍ |"
Analog To Digital Converter (ADC),ଡିଜିଟାଲ୍ କନଭର୍ଟର ସହିତ ଅନୁରୂପ |
AND,ଶେଷ (ଡିଜିଟାଲ୍ / ବିମାନ ତର୍କ &#39;ଏବଂ&#39; ବ୍ୟବହୃତ)
AND circuit,ଶେଷ ସର୍କିଟ |
AND gate,ଶେଷ ଫାଟକ ଏବଂ ଫାଟକ |
AND not operation (Exclusion),ଶେଷ ନୁହେଁ ଅପରେସନ୍ (ବହିଷ୍କାର)
animation,"1. ଆନିମେସନ୍, 2. କମ୍ପନ |"
annotation,ଧ୍ୟାନ ଦିଅନ୍ତୁ
anomaly,ଅସଙ୍ଗତି |
antecedent,ପୂର୍ବ
anticipatory paging,ଆଶାକର୍ମୀ ପେଜିଂ |
anti-symmetric,କାଉଣ୍ଟର-ସିମେଟ୍ରିକ୍ |
antivirus program,ଆଣ୍ଟିଭାଇରାଲ୍ ପ୍ରୋଗ୍ରାମ୍ |
applet,"1. ଆପଲେଟ୍, 2 ପ୍ରୟୋଗ"
application developer,ପ୍ରୟୋଗ ବିକାଶକାରୀ |
application programming,ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ
application programming interface (API),"1. ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍, 2 ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API)"
application software,ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍
applicative language,ପ୍ରୟୋଗ ଭାଷା
approximation theory,ଆନୁମାନିକ ନୀତି
architecture,ଗଠନ
area transfer,କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର
argument,"1. ପାରାମିଟର, ସ୍ independent ାଧୀନ ଭେରିଏବଲ୍, 2. କୋଣ"
arithmatic and logic unit,"1. ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ, ୨। ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |"
arithmatic check,ଗାଣିତିକ ଯାଞ୍ଚ |
arithmatic constant,ଗାଣିତିକ ସ୍ଥିର |
arithmatic data,ଗାଣିତିକ ତଥ୍ୟ
arithmatical instruction,ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ
arithmetic and logic unit (ALU),ଗାଣିତିକ ଏବଂ ଲଜିକାଲ୍ ୟୁନିଟ୍ (ALU)
ARPANET,ARPA ନେଟ (RPNet)
array,ଆରେ
array cache,"1. ଆରେ କ୍ୟାଚ୍, 2 ଆରେ ଗତି, 3 ଆରେ ମେମୋରୀ"
array computer,ଆରେ କମ୍ପ୍ୟୁଟର |
array element,ଆରେ ଉପାଦାନ |
array name,ଆରେ ନାମ
array processor,ଆରେ ସଞ୍ଚାଳକ
arrow keys,ତୀର କି
articulation,ଚୁକ୍ତି
articulation point,ଜଙ୍କସନ୍ ପଏଣ୍ଟ |
artificial compaction,କୃତ୍ରିମ ସଙ୍କୋଚନ |
artificial control,କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |
artificial intelligence,କୃତ୍ରିମ ଅର୍ଥ |
ascender,ଆରୋହଣ
ascending sort,ଆରୋହଣ କ୍ରମ
ASCII betical order,ascii ବର୍ଣ୍ଣମାଳା |
ASCII control character,ascii ନିୟନ୍ତ୍ରଣ ପ୍ରତୀକ |
ASCII file,ascii ଫାଇଲ୍ |
ASCII font,ascii ଫଣ୍ଟ
ASCII transfer,ASCII ସ୍ଥାନାନ୍ତର |
aspect ratio,ଆନୁମାନିକ ଅନୁପାତ
ASPI,"1. ଆସ୍ପି, ୨ ASPI"
ASR timer,ଏକ S R କାଲାଡ୍ |
assemble,"1. ସ୍ମରଣ, ୨ ଏକତ୍ରିତ, 3 ଏକତ୍ର ହେବା"
assembler,"1. ଏକତ୍ରକାରୀ, 2 ସ୍ମରଣୀୟ"
assembly,"1. ଏକତ୍ର ହେବା, 2 ସ୍ମରଣ"
assembly language,"1. ସ୍ମୃତି ଭାଷା, ୨। ଭାଷା ଏକତ୍ର କରିବା |"
assertion,ନିଷ୍ଠା
assignment,"1. ନିର୍ଦ୍ଦିଷ୍ଟ କାର୍ଯ୍ୟ, 2 ଆବଣ୍ଟନ"
association,ସାଥୀତା
associative address,ସହଯୋଗୀ ଠିକଣା
associative memory,"1. ଆସୋସିଏଟିଭ୍ ମେମୋରୀ, 2 ସହଯୋଗୀ ସ୍ମୃତି"
asteric,ନକ୍ଷତ୍ର (* ଚିହ୍ନ)
asymmetric,ଅସୀମିତ |
asynchronous,"1. ଅସନ୍ତୁଳିତ, 2 ଅସନ୍ତୁଳିତ |"
asynchronous Digital Subscriber Line (ADSL),ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL)
asynchronous Time Division Multiplexing (ATDM),ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM)
asynchronous transfer,ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |
asynchronous Transfer Mode (ATM),ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍)
atom,"1. ପରମାଣୁ, ୨ ପରମାନ"
attached document,ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |
attached file,"1. ସଂଲଗ୍ନ ଫାଇଲ୍ / ମିସାଇଲ୍, 2 ସଂଲଗ୍ନ ଫାଇଲ୍ |"
attachment,"1. ଆବଦ୍ଧ, 2 ଅନୁବନ୍ଧିତ"
attribute,"1. ଗୁଣ, 2 ବିଶେଷତା"
audio,ଶ୍ରବଣଯୋଗ୍ୟ |
audit programming,"1. ଅଡିଟ୍ ପ୍ରୋଗ୍ରାମିଂ, 2 ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |"
audit trail,ଖାତା ଯାଞ୍ଚ |
augmentation,ପଦୋନ୍ନତି
authentication protocol,ପ୍ରମାଣପତ୍ର ପ୍ରୋଟୋକଲ୍ |
authoring system,ଲେଖକ ପଦ୍ଧତି
authorization,"1. ପ୍ରାଧିକରଣ, ୨ ପ୍ରାଧିକରଣ, 3 ଟ୍ରିବ୍ୟୁନାଲ"
auto abstract,ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |
autobooting,"1. ଅଟୋ ବୁଟିଙ୍ଗ୍, 2 ସେଲ୍ ବୁଟ୍"
autocad,ଅଟୋକ୍ୟାଡ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା)
autolog on,ଅଟୋ ଲଗ୍ ଅନ୍ |
automata,ଅଟୋମେଟା |
automata theory,ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |
automatic computing,ସ୍ୱୟଂଚାଳିତ ଗଣନା
automatic data processing,ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
automatic error correction,ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |
automatic function,ଅଟୋ ଫଙ୍କସନ୍
automatic indexing,"1. ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ, 2 ସ୍ୱୟଂଚାଳିତ ତାଲିକା |"
automatic library call,ଅଟୋ-ସଂଗ୍ରହ କଲ୍ |
automatic programming,"1. ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ, 2 ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |"
automatic recovery program,"1. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ, 2. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |"
automatic routine,ଅଟୋ ରୁଟିନ୍ |
automatic system recovery,ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର
automatic teller machine (ATM),"1. ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍), ୨ | ଆତ୍ମ ପ୍ରତ୍ୟାହାର ପାଇଁ ବ୍ୟାଙ୍କ ଏଟିଏମ୍ |"
automation,ସ୍ୱୟଂଚାଳିତ
autoplay,"1. ଅଟୋପ୍ଲେ, 2 ଅଟୋ ଚାଲିବା |"
autosave,କଣ୍ଠଦାନ
auxiliary,ସହକାରୀ
auxiliary memory,ସହାୟକ ସ୍ମୃତି
auxiliary storage,ସହାୟକ ଷ୍ଟୋରେଜ୍
available list,ଉପଲବ୍ଧ ତାଲିକା |
available time,ଉପଲବ୍ଧ ସମୟ |
average,ହାରାହାରି
awk (language),AWK (ଏକ କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ)
backend,ପରେ
backend processor,ପୋଷ୍ଟ ପ୍ରୋସେସର୍ |
backface removal,ପରବର୍ତ୍ତୀ କାର୍ଯ୍ୟ ବିଲୋପ |
background processing,ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |
backing store,ଆନୁଷଙ୍ଗିକ ଷ୍ଟୋରଗୁଡିକ |
backpatching,ପଛ ପ୍ୟାଚିଂ |
backspace,"1. ପଶ୍ଚିମ, ୨ ବ୍ୟାକସ୍ପେସ୍ |"
backtracking,ବ୍ୟାକଟ୍ରାକ୍
back-up,"1. ବ୍ୟାକ୍ ଅପ୍, 2 ପରିଶୋଧ"
back-up memory,"1. ସଂପୃକ୍ତ ସ୍ମୃତି, ୨। ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |"
backward error recovery,ପଛ ତ୍ରୁଟି ସଂଶୋଧନ |
balance sheet,(ଆୟ-ବ୍ୟୟ) ବାଲାନ୍ସ ସିଟ୍ |
band,ବ୍ୟାଣ୍ଡେଜ୍ |
band width,"1. ବ୍ୟାଣ୍ଡ ଓସାର, 2 ବ୍ୟାଣ୍ଡୱିଡଥ୍ / ସାମର୍ଥ୍ୟ |"
banker's algorithm,ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |
bar code,"1. ବାର୍ କୋଡ୍, 2 ବାର୍ କୋଡ୍"
bar code scanner,ବାରକୋଡ୍ ସ୍କାନର୍ |
bar graph,ବାର୍ ଗ୍ରାଫ୍ |
base address,ମୂଳ ଠିକଣା
base band,ବେସ୍ ବ୍ୟାଣ୍ଡ |
base number,ଆଧାର ସଂଖ୍ୟା
base table,ଆଧାର ଟେବୁଲ୍ |
BASIC,ବେସିକ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା)
basic control,"1. ମ Basic ଳିକ ନିୟନ୍ତ୍ରଣ, ୨। ଆଧାର ନିୟନ୍ତ୍ରଣ |"
basic input,"1. ମୂଳ ବିନିଯୋଗ, ୨। ମୂଳ ବିନିଯୋଗ |"
basic instruction,ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ
basic output,ମୂଳ ସମସ୍ୟା |
basic step,ମ basic ଳିକ ପର୍ଯ୍ୟାୟ |
batch,"1. ବ୍ୟାଚ୍, ୨ ଗୋଷ୍ଠୀ, 3 ବିପର୍ଯ୍ୟୟ |"
batch file,"1. ବ୍ୟାଚ୍ ଫାଇଲ୍, 2 ବ୍ୟାଚ୍ ଫାଇଲ୍ |"
batch position,ବ୍ୟାଚ୍ ସ୍ଥିତି
batch processing,"1. ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ, 2 ଗୋଷ୍ଠୀ ପ୍ରକ୍ରିୟାକରଣ |"
batch system,"1. ବ୍ୟାଚ୍ ସିଷ୍ଟମ୍, 2 କାଟାପଲ୍ଟ ସିଷ୍ଟମ୍ |"
baud,baud
baud rate,ବାଉଡ୍ ହାର
beam,ବିମ୍ ବିମ୍ |
benchmark,"1. ନିର୍ଦ୍ଦେଶାବଳୀ, ୨ ବ୍ୟାଚ୍ ମାର୍କ"
bidirectional communication,ଦ୍ୱି-ଦିଗୀୟ ଯୋଗାଯୋଗ |
bidirectional link,ସିଧାସଳଖ ଲିଙ୍କ୍ |
binary code,ବାଇନାରୀ କୋଡ୍ |
binary digit,ବାଇନାରୀ ସଂଖ୍ୟା
binary Input output system (BIOS),ବାଇନାରୀ ନିବେଶ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ (BIOS)
binary number,ବାଇନାରୀ ସଂଖ୍ୟା
binary operator,ବାଇନାରୀ ଅପରେଟର୍ |
binary relation,ବାଇନାରୀ ସମ୍ପର୍କ |
binary search,ବାଇନାରୀ ସନ୍ଧାନ |
binary search tree (BST),ବାଇନାରୀ ଏକ୍ସପ୍ଲୋର୍ସନ୍ ଟ୍ରି (BST)
binary transfer,"1. ବାଇନାରୀ ସ୍ଥାନାନ୍ତର ବୃକ୍ଷ, 2 ବାଇନାରୀ ସ୍ଥାନାନ୍ତର |"
binary tree,ବାଇନାରୀ ଗଛ |
bipolar memory,"1. ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି, ୨। ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି"
birth death model,"1. ଜନ୍ମ ଏବଂ ମୃତ୍ୟୁ ମଡେଲ୍, ୨। ଜନ୍ମ ମୃତ୍ୟୁ ମଡେଲ |"
birth death process,ଜନ୍ମ ମୃତ୍ୟୁ ପ୍ରକ୍ରିୟା |
bit,"1. ଡୁକ୍, ୨ ବିଟ୍"
bit fault,ବିଟ୍ ଦୋଷ |
bit map,ବିଟ୍ ମାନଚିତ୍ର
bit map pixel (BMP),"1. ବିଟ୍, 2 ମାନଚିତ୍ର, 3 ପିକ୍ସେଲ (BMP)"
bit matrix,"1. ବିଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ, 2 ବିଟ୍ ଟେବୁଲ୍ |"
bit pattern,ବିଟ୍ ପ୍ୟାଟର୍ |
bit position,ବିଟ୍ ସ୍ଥିତି |
bit rate,"1. ବିଟ୍ ହାର, ୨ ବିଟ୍ ହାର"
black box testing,ଦୃଷ୍ଟିହୀନ ପରୀକ୍ଷା |
blinking,ଶିମର୍
block,ବ୍ଲକ
block cache,"1. କ୍ୟାଚ୍ ଅବରୋଧ କରନ୍ତୁ, 2. କ୍ୟାଚ୍ / ଖଣ୍ଡ ମେମୋରୀକୁ ଅବରୋଧ କରନ୍ତୁ |"
block check,ଅନୁସନ୍ଧାନକୁ ଅବରୋଧ କରନ୍ତୁ |
block copy,ଭଲ୍ୟୁମ୍ କପି
block diagram,ବ୍ଲକ ଚିତ୍ର
blocking network,"1. ଅବରୋଧିତ ନେଟୱାର୍କ, 2. ଅବରୋଧିତ ନେଟୱାର୍କ |"
board,ବୋର୍ଡ |
book mark,ପୃଷ୍ଠା ସ୍ମୃତି
boolean algebra,ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |
boolean relation,ବୁଲିଅନ୍ ସମ୍ପର୍କ |
boot partition,ବୁଟ ବିଭାଜନ
boot strapping,ବୁଟ ଷ୍ଟ୍ରାପିଂ
boot-strap loader,1. ବୁଟଷ୍ଟ୍ରାପ୍ ଲୋଡର୍ |
bridge,"1. ବ୍ରିଜ୍, 2. ବ୍ରିଜ୍"
broadband networking,ବ୍ରଡବ୍ୟାଣ୍ଡ ନେଟୱାର୍କ |
broadcast,ପ୍ରସାରଣ
broadcast radio,ରେଡିଓ ପ୍ରସାରଣ |
browse,(ନେଟ୍) ଭିନ୍ନତା |
browser,(ନେଟ୍) ଭିକାର୍ |
B-Tree,ବି-ଟ୍ରୁ |
bubble memory,"1. ବବୁଲ୍ ମେମୋରୀ, 2. ବବୁଲ୍ ମେମୋରୀ |"
bubble sort,ବବୁଲ୍ ସର୍ଟ୍ |
bucket,"1. ବକେଟ୍, 2. ବକେଟ୍"
buddy system,"1. ଭ୍ରାତୃତ୍ୱ ବ୍ୟବସ୍ଥା, 2. ବିଗ୍ ସିଷ୍ଟମ୍ |"
budget effective control,ପ୍ରଭାବଶାଳୀ ବଜେଟ୍ ନିୟନ୍ତ୍ରଣ |
buffer,ବଫର୍
bug,ଅଭାବ
bus,ଯଥେଷ୍ଟ
byte,"1. ଅଷ୍ଟା ଭିଆଙ୍କ, ୨ ବିଟ୍ (ଆଠ ବିଟ୍)"
byte code,ବାଇଟ୍ କୋଡ୍ |
c,C (କମ୍ପ୍ୟୁଟର ଭାଷା)
C++,"1.C ପ୍ଲସ୍ ପ୍ଲସ୍, 2.C ++ (କମ୍ପ୍ୟୁଟର ଭାଷା)"
cache,"1. କ୍ୟାଶ୍, 2 ଦ୍ରୁତ, 3. ଜଳଖିଆ |"
cache buffer,"1. କ୍ୟାଚ୍ ବଫର୍, 2. ମେମୋରୀ ବଫର୍ |"
cache memory,"1. କ୍ୟାଚ୍ ମେମୋରୀ, 2. କ୍ୟାଚ୍ ମେମୋରୀ, 3.ଫାଷ୍ଟ ମେମୋରୀ |"
calculation,ଗଣନା
calculator,"1. କାଲକୁଲେଟର, 2. କାଲକୁଲେଟର"
calculator chip,"1. କାଲକୁଲେଟର ଚିପ୍, 2 କାଲକୁଲେଟର ଚିପ୍"
call,ଆହ୍ୱାନ କରନ୍ତୁ |
call by name,ନାମ କଲ୍
call by reference,ରେଫରେନ୍ସ କଲ୍
call by value,ସମ୍ମାନ କଲ୍
call by variables,ଭେରିଏବଲ୍ କଲ୍
call gate,ନିମନ୍ତ୍ରଣ ଫାଟକ |
cancel,"1. ବାତିଲ୍, 2. ବାତିଲ୍"
cancel button,ପ୍ରତ୍ୟାହାର ବଟନ୍ |
canonical,"1. ନିର୍ଦ୍ଦିଷ୍ଟ, 2 କାନୋନିକାଲ୍ |"
canonical form,କାନୋନିକାଲ୍ ଫର୍ମ |
capability,ଦକ୍ଷତା
capability list,କ୍ଷମତା ତାଲିକା |
capacity,"1. ସାମର୍ଥ୍ୟ, 2 ଧରିବା"
caps lock key,କ୍ୟାପ୍ ଲକ୍ କୀ |
card,"1. କାର୍ଡ, 2 ସିଟ୍ |"
card reader,କାର୍ଡ ରିଡର୍ |
cardinality,ପ୍ରସିଦ୍ଧି
carrier,ବାହକ
carrier band,ବାହକ ବ୍ୟାଣ୍ଡ |
carrier load,ବାହକ ଭାର
carrier signal,ବାହକ ସଙ୍କେତ
carrier wave,ବାହକ ତରଙ୍ଗ |
carry,ହାସଲ ହୋଇଛି |
carry digit,ସ୍କୋର ହାସଲ ହୋଇଛି |
carry flag,ପତାକା ହାସଲ କରିଛି |
cartridge disk,"1. କାର୍ଟ୍ରିଜ୍ ଡିସ୍କ, 2. କାର୍ଟ୍ରିଜ୍ ଡିସ୍କ |"
cascade,"1. କ୍ୟାସକେଡ୍, 2. କ୍ୟାସକେଡ୍ |"
case,ମାମଲା
cathod ray tube (CRT),କ୍ୟାଥୋଡ୍-ରେ-ଟ୍ୟୁବ୍ (CRT)
cathode ray tube (CRT),କ୍ୟାଥୋଡ୍ ରାଇ ଟ୍ୟୁବ୍ (CRT) କ୍ୟାଥୋଡ୍ ରାଇ ଟ୍ୟୁବ୍ |
CD ROM disk drive,ସିଡି ରୋମ୍ ଡିସ୍କ ଡ୍ରାଇଭ୍ |
cell,କକ୍ଷ
cell animation,ସେଲ୍ ଆନିମେସନ୍ |
cellular phone,ସେଲୁଲାର୍ ଫୋନ୍ |
central memory,"1. କେନ୍ଦ୍ରୀୟ ସ୍ମୃତି, ୨। କେନ୍ଦ୍ରୀୟ ସ୍ମୃତି"
