Malayalam,Assamese
സമ്പൂർണ്ണ ത്വരണം,নিৰপেক্ষ ত্বৰণ
കേവല യാഥാർത്ഥ്യം,নিৰপেক্ষ বাস্তৱতা
സമ്പൂർണ്ണ വിലാസം,নিৰপেক্ষ ঠিকনা
ജിയോ റിലേറ്റീവ് ആൾട്ടിമീറ്റർ,ভূ-আপেক্ষিক উচ্চতামাপক
ഭൂമിശാസ്ത്രപരമായ ഉയരം,ভূতাত্ত্বিক উচ্চতা
കേവല ആമ്പിയർ,নিৰপেক্ষ এম্পিয়াৰ
സമ്പൂർണ്ണ തിളനില,নিৰপেক্ষ উতলাংক
കേവല പ്രകാശം,নিৰপেক্ষ আলোকসজ্জা
കേവല കപ്പാസിറ്റൻസ്,নিৰপেক্ষ ধাৰণক্ষমতা
കേവല ഉയരം,নিৰপেক্ষ উচ্চতা
കേവല പിഗ്മെന്റ്,নিৰপেক্ষ ৰঞ্জক পদাৰ্থ
"സമ്പൂർണ്ണ കോൺഫിഗറേഷൻ, അവ്യക്തമായ കോൺഫിഗറേഷൻ","নিৰপেক্ষ বিন্যাস, নিৰ্দ্বিধায় বিন্যাস"
കേവല കൂലം,নিৰপেক্ষ coulomb
പൂർണ്ണമായ ഇരുട്ട്,সম্পূৰ্ণ অন্ধকাৰ
സമ്പൂർണ്ണ ഷെഡ്യൂളിംഗ്,নিৰপেক্ষ সময়সূচী
കേവല സാന്ദ്രത*,নিৰপেক্ষ ঘনত্ব*
സമ്പൂർണ്ണ ഡ്രെയിനേജ്,নিৰপেক্ষ নিষ্কাশন
സമ്പൂർണ്ണ ഇഎംയു (വൈദ്യുതകാന്തിക യൂണിറ്റ്),নিৰপেক্ষ ইএমইউ (বিদ্যুৎচুম্বকীয় একক)
സമ്പൂർണ്ണ ESU (സ്റ്റാറ്റിക് യൂണിറ്റ്),নিৰপেক্ষ ই এছ ইউ (স্থিৰ শক্তি একক)
സമ്പൂർണ്ണ കാര്യക്ഷമത,নিৰপেক্ষ দক্ষতা
കേവല ഇലക്ട്രോമീറ്റർ,নিৰপেক্ষ ইলেক্ট্ৰ&#39;মিটাৰ
കേവല ആവൃത്തി കേവല ആവൃത്തി,নিৰপেক্ষ কম্পাঙ্ক নিৰপেক্ষ কম্পাঙ্ক
കേവല ഈർപ്പം,নিৰপেক্ষ আৰ্দ্ৰতা
കേവല സംഭവങ്ങൾ,নিৰপেক্ষ প্ৰাদুৰ্ভাৱ
കേവല അപവർത്തന സൂചിക,নিৰপেক্ষ বিবৰ্তন সূচকাংক
സമ്പൂർണ്ണ അസ്ഥിരത,নিৰপেক্ষ অস্থিৰতা
സമ്പൂർണ്ണ അസ്ഥിരത,নিৰপেক্ষ অস্থিৰতা
"കേവല തീവ്രത, കേവല തീവ്രത","নিৰপেক্ষ তীব্ৰতা, নিৰপেক্ষ তীব্ৰতা"
അസ്തീനിയയുടെ സമ്പൂർണ്ണ പരിധി,এষ্টেনিয়াৰ নিৰপেক্ষ সীমা
കേവല പ്രകാശം സിൽ,নিৰপেক্ষ আলোকসজ্জা sill
കേവല പ്രകാശ വക്രം,নিৰপেক্ষ পোহৰৰ বক্ৰ
കേവലമായ അളവ്,নিৰপেক্ষ পৰিমাণ
കേവല ബാരോമീറ്റർ,নিৰপেক্ষ বেৰ&#39;মিটাৰ
പരമോന്നത പരമോന്നത,পৰম পৰম
സമ്പൂർണ്ണ പരിധി,নিৰপেক্ষ চৰম
ഏറ്റവും താഴ്ന്നത്,নিৰপেক্ষ সৰ্বনিম্ন
കേവല ആക്കം,নিৰপেক্ষ গতিবেগ
കേവല വേഗത,নিৰপেক্ষ গতি
കേവല സംഗീതം,নিৰপেক্ষ সংগীত
സമ്പൂർണ നിരീക്ഷണം,নিৰপেক্ষ পৰ্যবেক্ষণ
കേവല ഓം,নিৰপেক্ষ ওম
കേവല ഓറിയന്റേഷൻ,নিৰপেক্ষ অভিমুখীতা
കേവല ഇലക്ട്രോനെഗറ്റിവിറ്റി,নিৰপেক্ষ বিদ্যুৎঋণাত্মকতা
കേവല ഗുരുത്വാകർഷണം,নিৰপেক্ষ মাধ্যাকৰ্ষণ
കേവല മർദ്ദം,নিৰপেক্ষ চাপ
സമ്പൂർണ്ണ സ്വത്ത്,নিৰপেক্ষ সম্পত্তি
കേവല സ്കെയിലർ,নিৰপেক্ষ স্কেলাৰ
താപനിലയുടെ കേവല സ്കെയിൽ*,উষ্ণতাৰ চূড়ান্ত স্কেল*
"കേവല സമന്വയം, സമ്പൂർണ്ണ സമന്വയം","নিৰপেক্ষ সমকালীনতা, নিৰপেক্ষ সমকালীনতা"
സമ്പൂർണ്ണ സമ്മർദ്ദം,নিৰপেক্ষ চাপ
കേവല സമമിതി,নিৰপেক্ষ প্ৰতিসমতা
കേവല ചലന ശരീരം,নিৰপেক্ষ গতি শৰীৰ
കേവല യൂണിറ്റ് സിസ്റ്റം,নিৰপেক্ষ একক ব্যৱস্থা
കേവല താപനില,নিৰপেক্ষ উষ্ণতা
കേവല സമയം,নিৰপেক্ষ সময়
കേവല യൂണിറ്റുകൾ,নিৰপেক্ষ এককসমূহ
യഥാർത്ഥ മൂല്യം,নিৰপেক্ষ মূল্য
പൂർണ്ണസംഖ്യ കാൽക്കുലേറ്റർ,পূৰ্ণসংখ্যা কেলকুলেটৰ
കേവല വേഗത,নিৰপেক্ষ বেগ
കേവല വിസ്കോസിറ്റി,নিৰপেক্ষ আঠালতীয়াতা
കേവല ഭാരം,নিৰপেক্ষ ওজন
കേവല പൂജ്യം*,নিৰপেক্ষ শূন্য*
പൂജ്യത്തിന്റെ കേവല വിഭജനം,শূন্যৰ নিৰপেক্ষ হজক
ആഗിരണം ചെയ്യുക,শুহি লোৱা
ആഗിരണ സൂചിക*,শোষণ সূচকাংক*
ആഗിരണം ചെയ്ത ഊർജ്ജം,শোষিত শক্তি
"ആഗിരണം, ആഗിരണം","শোষক, শোষক"
ആഗിരണം ചെയ്യാവുന്ന മാധ്യമം*,শোষক মাধ্যম*
ആഗിരണം ശേഷി,শোষণ ক্ষমতা
ആഗിരണം,শোষণ ক্ষমতা
അബ്സോർപ്റ്റിയോമീറ്റർ*,শোষণমাপক*
അബ്സോർപ്റ്റിയോമെട്രി*,শোষণমিতি*
ആഗിരണം,শোষণ
ആഗിരണം - ബാൻഡ്*,শোষণ - বেণ্ড*
ആഗിരണം സർക്യൂട്ട്,শোষণ বৰ্তনী
ആഗിരണം ഗുണകം,শোষণ সহগ
ആഗിരണം കോളം,শোষণ স্তম্ভ
ആഗിരണ സ്ഥിരത,শোষণ ধ্ৰুৱক
ആഗിരണ തുടർച്ച,শোষণ ধাৰাবাহিকতা
ആഗിരണം മേഖല,শোষণ অঞ্চল
ആഗിരണം കറന്റ്,শোষণ কাৰেণ্ট
ആഗിരണം വക്രം*,শোষণ বক্ৰ*
ആഗിരണം ഒടിവ്,শোষণ ভাঙন
ആഗിരണം കോർ,শোষণ কোৰ
ആഗിരണം ഘടകം,শোষণ কাৰক
ആഗിരണം ഫിൽട്ടർ,শোষণ ফিল্টাৰ
അബ്സോർപ്ഷൻ ഫ്ലേം ഫോട്ടോമെട്രി*,শোষণ শিখা ফটোমেট্ৰি*
ആഗിരണം ഹൈഗ്രോമീറ്റർ,শোষণ হাইগ্ৰ’মিটাৰ
ആഗിരണ ഘാതം,শোষণ ঘাত
ആഗിരണം നാമമാത്രമാണ്,শোষণ প্ৰান্তীয়
ആഗിരണം ലൈൻ,শোষণ ৰেখা
ആഗിരണം നഷ്ടം,শোষণ ক্ষতি
ആഗിരണം മോഡുലേഷൻ,শোষণ মডুলেচন
പ്രകാശം ആഗിരണം,পোহৰ শোষণ
റേഡിയേഷൻ ഊർജ്ജത്തിന്റെ ആഗിരണം,বিকিৰণ শক্তি শোষণ কৰা
ആഗിരണം കൊടുമുടി,শোষণ শিখৰ
ആഗിരണം ഫോട്ടോമെട്രി,শোষণ আলোকমিতি
ആഗിരണം അനുപാതം,শোষণ অনুপাত
ആഗിരണം പരിധി*,শোষণ পৰিসৰ*
ആഗിരണം സ്പെക്ട്രം ഫോട്ടോമെട്രി*,শোষণ বৰ্ণালী আলোকমিতি*
ആഗിരണം സ്പെക്ട്രം*,শোষণ বৰ্ণালী*
"ആഗിരണം ട്യൂബ്, ആഗിരണം ട്യൂബ്","শোষণ নলী, শোষণ নলী"
ആഗിരണം ഹൈഗ്രോമീറ്റർ,শোষণ হাইগ্ৰ’মিটাৰ
ആഗിരണം ചെയ്യാവുന്ന*,শোষক*
ആഗിരണം ചെയ്യാവുന്ന ബാഷ്പീകരണം,শোষক বাষ্পীভৱনকাৰী
ആഗിരണം നിയമം*,শোষণ নিয়ম*
ആഗിരണം മീഡിയം,শোষণ মাধ্যম
"ആഗിരണം ചെയ്യാനുള്ള ശേഷി, ആഗിരണം*","শোষণ ক্ষমতা, শোষণ ক্ষমতা*"
ആഗിരണം*,শোষণ ক্ষমতা*
സ്റ്റുഡിയോ അലങ്കാരം,ষ্টুডিঅ&#39; সজ্জা
ഗുണിത അനുപാതം,বহুগুণতা অনুপাত
അബോൾട്ട്,abvolt
കുറിച്ച്,বিষয়ে
ത്വരിതപ്പെടുത്തുക,ত্বৰান্বিত কৰক
ആക്സിലറേഷൻ-സ്റ്റോപ്പ് ദൂരം,ত্বৰণ-বন্ধ দূৰত্ব
തിടുക്കപ്പെട്ടു,খৰধৰকৈ উঠিল
ദ്രുത സമയ ഫല പരിശോധന,দ্ৰুত সময় প্ৰভাৱ পৰীক্ষা
പെട്ടെന്നുള്ള ഒഴുക്ക്,দ্ৰুত প্ৰবাহ
പെട്ടെന്നുള്ള വേഗത,দ্ৰুত গতি
പെട്ടെന്നുള്ള ശരീരം,দ্ৰুত শৰীৰ
ആക്സിലറേറ്റർ തൂക്കം,ত্বৰণকাৰী ওজনকাৰী
ആക്സിലറേറ്റർ ഇലക്ട്രോഡ്*,ত্বৰণকাৰী ইলেক্ট্ৰ&#39;ড*
ആക്സിലറേറ്റർ സമയം*,ত্বৰক সময়*
ആക്സിലറേറ്റർ ഘട്ടം,ত্বৰণকাৰী পৰ্যায়
ആക്സിലറേറ്റർ നിരക്ക്,ত্বৰণকাৰীৰ হাৰ
ആക്സിലറേറ്റർ വോൾട്ടേജ്*,এক্সিলেটৰ ভোল্টেজ*
ത്വരണം,বেগ বৃদ্ধি
ത്വരിതപ്പെടുത്തിയ ജ്വലനം,ত্বৰান্বিত দহন
ആക്സിലറേഷൻ കോഫിഫിഷ്യന്റ്,ত্বৰণ সহগ
ത്വരണം ഘടകം,ত্বৰণ উপাদান
ഗുരുത്വാകർഷണം മൂലം ത്വരണം,মাধ্যাকৰ্ষণৰ ফলত হোৱা ত্বৰণ
ത്വരണം ഘടകം,ত্বৰণ কাৰক
ത്വരിതപ്പെടുത്തിയ ചാർജ്,ত্বৰিত চাৰ্জ
ഗുരുത്വാകർഷണ ത്വരണം,মাধ্যাকৰ্ষণৰ ত্বৰণ
ത്വരണം സാധ്യത,ত্বৰণ বিভৱ
ത്വരിതപ്പെടുത്തൽ നിയമം,ত্বৰণ আইন
ത്വരിതപ്പെടുത്തൽ പ്രക്രിയ,ত্বৰণ প্ৰক্ৰিয়া
ആക്സിലറേഷൻ സോൺ,ত্বৰণ অঞ্চল
ത്വരിതപ്പെടുത്തൽ രീതി,ত্বৰণ পদ্ধতি
"ആക്സിലറേഷൻ ടോളറൻസ്, ആക്സിലറേഷൻ ടോളറൻസ്","ত্বৰণ সহনশীলতা, ত্বৰণ সহনশীলতা"
ആക്സിലറേഷൻ വെക്റ്റർ,ত্বৰণ ভেক্টৰ
ത്വരണം-വോൾട്ടേജ്,ত্বৰণ-ভোল্টেজ
ത്വരണം തരംഗം,ত্বৰণ তৰংগ
ആക്സിലറേറ്റർ,ত্বৰণকাৰী
"ത്വരിതപ്പെടുത്തുക, ആക്സിലറേറ്റർ*","accelerate, ত্বৰণকাৰী*"
ആക്സിലറേറ്റർ സമവാക്യം,ত্বৰক সমীকৰণ
ആക്സിലറേറ്റർ*,ত্বৰণকাৰী*
ആക്സിലറോമീറ്റർ,এক্সিলেৰমিটাৰ
ആക്സിലറോമീറ്റർ പൊരുത്തപ്പെടുത്തൽ,এক্সিলেৰমিটাৰ মিলন
പ്രിസ്ട്രെസർ,প্ৰিষ্ট্ৰেছাৰ
സാധുവായ പ്രതീകങ്ങൾ,বৈধ আখৰ
സ്വീകാര്യത കോൺ,গ্ৰহণযোগ্যতা কোণ
സ്വീകാര്യത സ്പെസിഫിക്കേഷൻ,গ্ৰহণযোগ্যতা নিৰ্দিষ্টকৰণ
സ്വീകാര്യമായ പരിശോധന,গ্ৰহণযোগ্য পৰীক্ষা
"സ്വീകരിക്കുന്നവൻ*, സ്വീകരിക്കുന്നവൻ","গ্ৰহণকাৰী*, গ্ৰহণকাৰী"
റിസപ്റ്റർ ആറ്റം,ৰিচেপ্টৰ পৰমাণু
റിസപ്റ്റർ ബോണ്ട്,ৰিচেপ্টৰ বণ্ড
റിസീവർ സർക്യൂട്ട്,ৰিচিভাৰ চাৰ্কিট
റിസപ്റ്റർ ലെവൽ,ৰিচেপ্টৰ স্তৰ
ദാതാവിന്റെ തന്മാത്ര,দাতা অণু
റിസപ്റ്റർ പ്രോപ്പർട്ടി,ৰিচেপ্টৰ বৈশিষ্ট্য
റിസപ്റ്റർ പ്രോപ്പർട്ടി ലെവൽ,ৰিচেপ্টৰ বৈশিষ্ট্যৰ স্তৰ
ആക്സിലറേറ്റർ ഹോസ്,এক্সিলেটৰৰ নলী
"പ്രവേശനം, കാത്തിരിപ്പ്, പ്രവേശനം","প্ৰৱেশ, অপেক্ষা, প্ৰৱেশ"
ഭുജിലേക്ക് പ്രവേശിക്കുക,প্ৰৱেশ ভূজ
ആക്സസ് സിസ്റ്റം,অভিগম ব্যৱস্থাপ্ৰণালী
പ്രവേശന സമയം,প্ৰৱেশ সময়
പ്രവേശനക്ഷമത,অভিগম্যতা
"അധിക, ഓക്സിലറി, ആക്സസറി (v, ), ആക്സസറികൾ","অতিৰিক্ত, সহায়ক, আনুষংগিক (v, ), আনুষংগিক"
അധിക നിയന്ത്രണങ്ങൾ,অতিৰিক্ত নিষেধাজ্ঞা
യാദൃശ്ചികം,কাকতালীয়
ആകസ്മികമായ തിരുത്തൽ,আকস্মিক সংশোধন
ആകസ്മികമായ ബയോജനസിസ്,আকস্মিক জৈৱজন্ম
ആകസ്മികമായ വഴിതിരിച്ചുവിടൽ,আকস্মিক ডাইভাৰচন
സന്ദർശക പിശക്,দৰ্শকৰ ভুল
"പെട്ടെന്ന് നിർത്തുക, പെട്ടെന്ന് നിർത്തുക","হঠাৎ বন্ধ, হঠাৎ বন্ধ"
ആകസ്മികമായ കൈമാറ്റം,আকস্মিক সংক্ৰমণ
ക്രമരഹിതമായ വ്യതിയാനം,ৰেণ্ডম ভ্যাৰিয়েন্স
ക്രമീകരിക്കൽ,সমন্বয়
സ്ഥാനം പിടിച്ചു,অৱস্থিত
സഞ്ചിത പിശക്,সঞ্চিত ভুল
"ശേഖരണം, ശേഖരണം","সঞ্চয়, সঞ্চয়"
ഊർജ്ജ സംഭരണം,শক্তি সংৰক্ষণ
ശേഖരണം*,এক্যুলেটৰ*
കൃത്യത,শুদ্ধতা
റിയാലിറ്റി,বাস্তৱতা
യഥാർത്ഥ ഉപകരണ നിരീക്ഷണം,বাস্তৱ যন্ত্ৰ পৰ্যবেক্ষণ
കൃത്യമായ റേഞ്ച് മാർക്കർ,সঠিক ৰেঞ্জ মাৰ্কাৰ
കൃത്യമായ സ്കാനിംഗ്,নিখুঁত স্কেনিং
പ്രാക്ടീസ്,অভ্যাস
ആക്സിലറേറ്റർ സെൽ*,ত্বৰক কোষ*
അക്രോമാറ്റിക് ലെൻസ്*,ৰঙীন লেন্স*
അക്രോമാറ്റിക്*,অৰঙীন*
അക്രോമാറ്റിക് അനലൈസർ,ৰঙীন বিশ্লেষক
ഫ്രീക്വൻസി ന്യൂട്രൽ ആന്റിന,ফ্ৰিকুৱেন্সি নিউট্ৰেল এন্টেনা
അക്രോമാറ്റിക് ആകൃതി,ৰঙীন আকৃতি
അക്രോമാറ്റിക് തൊങ്ങൽ,achromatic ফ্ৰিঞ্জ
അക്രോമാറ്റിക് ലെൻസ്*,ৰঙীন লেন্স*
അക്രോമാറ്റിക് പോയിന്റ് പാത,ৰঙীন বিন্দু পথ
അക്രോമാറ്റിക് ലെൻസ്,ৰঙীন লেন্স
അക്രോമാറ്റിക് പ്രിസം,ৰঙীন প্ৰিজম
അക്രോമാറ്റിക് ടെലിസ്കോപ്പ്,achromatic টেলিস্কোপ
അക്രോമാറ്റിറ്റി*,achromaticity*
അക്രോമാറ്റിസേഷൻ*,achromatization*
അക്രോമാറ്റിറ്റി*,achromaticity*
"ഇലാസ്റ്റിക്, അൺഫ്രാക്റ്ററി, റിഫ്രാക്ടറി","ইলাষ্টিক, অপ্ৰতিৰোধক, অবাধ্য"
"അക്രോൺ ഹോസ്, ബഞ്ചു ഹോസ്","একৰ্ণ নলী, বঞ্জু নলী"
മിനിയേച്ചർ വാൽവ്,ক্ষুদ্ৰ ভালভ
എക്കോഫോണി,প্ৰতিধ্বনি
അക്കോസ്റ്റിക്,একাউষ্টিক
അക്കോസ്റ്റിക് ആഗിരണം,ধ্বনি শোষণ ক্ষমতা
അക്കോസ്റ്റിക് അറ്റൻവേഷൻ കോഫിഫിഷ്യന്റ്,শব্দৰ ক্ষীণকৰণ সহগ
അക്കോസ്റ്റിക് അറ്റൻവേഷൻ,শব্দৰ ক্ষীণকৰণ
അക്കോസ്റ്റിക് കള്ളൻ അലാറം,একাউষ্টিক চোৰ এলাৰ্ম
അക്കോസ്റ്റിക് കപ്പാസിറ്റൻസ്,ধ্বনিযুক্ত ধাৰণক্ষমতা
ശ്രവണ കേന്ദ്രം,শ্ৰৱণ কেন্দ্ৰ
അക്കോസ്റ്റിക് വിശദീകരണം,ধ্বনিগত ব্যাখ্যা
അക്കോസ്റ്റിക് കവർ,একাউষ্টিক কভাৰ
ശബ്ദ പ്രതികരണം,ধ্বনিগত প্ৰতিক্ৰিয়া
അക്കോസ്റ്റിക് ഘടകം,ধ্বনি উপাদান
ശബ്ദ ചാലകത,ধ্বনি পৰিবাহীতা
അക്കോസ്റ്റിക് ഡാംപിംഗ്,একাউষ্টিক ডেম্পিং
അക്കോസ്റ്റിക് ഡിസ്പർഷൻ,ধ্বনিগত বিক্ষিপ্ততা
സൗണ്ട് ഹാക്കർ,শব্দ হেকাৰ
ശബ്ദ ഊർജ്ജം*,ধ্বনি শক্তি*
അക്കോസ്റ്റിക് ഊർജ്ജ സമവാക്യം,ধ্বনি শক্তি সমীকৰণ
ശബ്ദ സമവാക്യം,ধ্বনি সমীকৰণ
അക്കോസ്റ്റിക് പുനഃസ്ഥാപിക്കൽ,শব্দ পুনৰুদ্ধাৰ
ക്ലാഡ്നി രൂപങ്ങൾ,ক্লেডনি আকৃতি
അക്കോസ്റ്റിക് ഫിൽട്ടർ,একাউষ্টিক ফিল্টাৰ
ശബ്ദ ജനറേറ്റർ,শব্দ উৎপাদক
അക്കോസ്റ്റിക് ഗ്രേറ്റിംഗ്,একাউষ্টিক গ্ৰেটিং
ശബ്ദ തടസ്സം*,একাউষ্টিক ইম্পিডেন্স*
അക്കോസ്റ്റിക് ജഡത്വം,শব্দৰ জড়তা
ശബ്ദ തീവ്രത,শব্দৰ তীব্ৰতা
അക്കോസ്റ്റിക് ഇടപെടൽ മീറ്റർ,শব্দৰ হস্তক্ষেপ মিটাৰ
അക്കോസ്റ്റിക് ഇടപെടൽ ഡിറ്റക്ടർ,একাউষ্টিক ইন্টাৰফেৰেন্স ডিটেক্টৰ
അക്കോസ്റ്റിക് ലെൻസ്,একাউষ্টিক লেন্স
ശബ്ദരേഖ,শব্দ ৰেখা
അക്കോസ്റ്റിക് പിണ്ഡം,ধ্বনিযুক্ত ভৰ
അക്കോസ്റ്റിക് മെറ്റീരിയൽ,ধ্বনিগত পদাৰ্থ
അക്കോസ്റ്റിക് അർത്ഥം സ്വതന്ത്ര പാത,শব্দৰ অৰ্থ মুক্ত পথ
അക്കോസ്റ്റിക് മോഡ്,একাউষ্টিক মোড
അക്കോസ്റ്റിക് ശബ്ദം,শব্দৰ শব্দ
അക്കോസ്റ്റിക് ഓം*,ধ্বনিযুক্ত ওম*
"അക്കോസ്റ്റിക് പാനൽ, അക്കോസ്റ്റിക് ബോർഡ്","একাউষ্টিক পেনেল, একাউষ্টিক বৰ্ড"
അക്കോസ്റ്റിക് ഘട്ടം സ്ഥിരം,ধ্বনি পৰ্যায় ধ্ৰুৱক
അക്കോസ്റ്റിക് റിസീവർ,একাউষ্টিক ৰিচিভাৰ
ശബ്ദ സമ്മർദ്ദം,শব্দৰ চাপ
ശബ്ദത്തിന്റെ സമമിതി നിയമം,শব্দৰ প্ৰতিসমতা নিয়ম
അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ,শব্দ সংক্ৰমণ
ശബ്ദ ഗുണങ്ങൾ,ধ্বনিগত ধৰ্ম
അക്കോസ്റ്റിക് ക്വാഡ്രുപോള്,ধ্বনিযুক্ত চতুৰ্ভুজ
അക്കോസ്റ്റിക് വികിരണം മൂലകം,ধ্বনি বিকিৰণ মৌল
അക്കോസ്റ്റിക് വികിരണം,ধ্বনি বিকিৰণ
ശബ്ദപ്രതിരോധം,শব্দ নিবাৰণ
അക്കോസ്റ്റിക് റേഡിയോമീറ്റർ,একাউষ্টিক ৰেডিঅ&#39;মিটাৰ
ശബ്ദ പ്രതികരണം,ধ্বনিগত প্ৰতিক্ৰিয়া
അക്കോസ്റ്റിക് റിസിപ്രോസിറ്റി സിദ്ധാന്തം,ধ্বনিগত পাৰস্পৰিকতা উপপাদ্য
അക്കോസ്റ്റിക് റിഡക്ഷൻ ഘടകം,শব্দ হ্ৰাস কাৰক
അക്കോസ്റ്റിക് പ്രതിഫലന ഗുണകം,ধ্বনি প্ৰতিফলন সহগ
ശബ്ദ അപവർത്തനം,ধ্বনি বিবৰ্তন
ശബ്ദ പ്രതിരോധം,শব্দ প্ৰতিৰোধ ক্ষমতা
ശബ്ദ പ്രതികരണം,ধ্বনিগত প্ৰতিক্ৰিয়া
അക്കോസ്റ്റിക് ചിതറിക്കൽ,ধ্বনিগত বিক্ষিপ্ততা
ശ്രവണ പോയിന്റ്,শুনা বিন্দু
അക്കോസ്റ്റിക് കാഠിന്യം,শব্দৰ কঠিনতা
ശബ്ദസംവിധാനം,শব্দ ব্যৱস্থা
അക്കോസ്റ്റിക് തെർമോമീറ്റർ,একাউষ্টিক থাৰ্মোমিটাৰ
ശബ്ദ പ്രവേഗം,শব্দৰ বেগ
ശബ്ദ തരംഗം,শব্দ তৰংগ
അക്കോസ്റ്റിക്,একাউষ্টিক
ശബ്ദ ആഗിരണം ഗുണകം,শব্দ শোষণ সহগ
ശബ്ദ ആഗിരണം ഘടകം,শব্দ শোষণ উপাদান
അക്കോസ്റ്റിക് സർക്യൂട്ട്,একাউষ্টিক বৰ্তনী
അക്കോസ്റ്റിക് പ്രതികരണം,ধ্বনিগত প্ৰতিক্ৰিয়া
അക്കോസ്റ്റിക് കാലതാമസം ലൈൻ,শব্দ বিলম্ব ৰেখা
ശബ്ദ വികലത,ধ্বনিগত বিকৃতি
അക്കോസ്റ്റിക് ശബ്ദശാസ്ത്രം,একাউষ্টিক একাউষ্টিক
അക്കോസ്റ്റിക് ഫിൽട്ടർ,একাউষ্টিক ফিল্টাৰ
ശബ്ദ തടസ്സം*,একাউষ্টিক ইম্পিডেন্স*
ഫോണോഗ്രാഫ്,ফ&#39;ন&#39;গ্ৰাফ
അക്കോസ്റ്റിക് ഓം*,ধ্বনিযুক্ত ওম*
അക്കോസ്റ്റിക് സ്ഥിരാങ്കം,ধ্বনি ধ্ৰুৱক
അക്കോസ്റ്റിക് ഫോണോൺ,একাউষ্টিক ফ&#39;নন
അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ സ്ഥിരാങ്കം,ধ্বনি সংবহন ধ্ৰুৱক
ശബ്ദ പരിവർത്തന ഗുണകം,শব্দ পৰিৱৰ্তন সহগ
ശബ്ദ പ്രതിരോധം,শব্দ প্ৰতিৰোধ ক্ষমতা
