Punjabi,Tamil
ਅਦਭੁਤ ਵਾਧਾ,திரட்டல் வளர்ச்சி
ਇਕੱਠਾ,குவிப்பு
ਜੈਵਿਕ ਪਦਾਰਥ ਦਾ ਇਕੱਠਾ ਹੋਣਾ,கரிமப் பொருட்களின் குவிப்பு
ਮਿੱਟੀ ਦਾ ਇਕੱਠਾ ਹੋਣਾ,மண்ணின் குவிப்பு
ਐਸੀਲੂਲਰ,அசெல்லுலர்
ਐਸੀਲੂਲਰ ਜੀਵ,அசெல்லுலர் உயிரினம்
ਐਸੀਟੌਮੂਲਮ,அசிடபூலம்
ਐਸੀਟਲਾਈਡਾਈਡ,அசிடால்டிஹைட்
ਐਸੀਟੇਲ ਰੀਜ਼ਨ,அசிடைல் கோஎன்சைம்
ਅਮੀਥਿਨਾ,அச்சாடினா
ਅੱਕੇ,அச்சீன் வகை
ਅਕੇਸ਼ੀ,அச்சீன்
AchlamyDosporeae,அச்ச்சைடோஸ்போரே
ਐਸਿਡ ਬਾਰਸ਼,அமில மழை
ਤੇਜਾਬ,அமிலத்தன்மை
ਤੇਜ਼ਾਬ ਗੈਸ,அமில வாயு
ਐਸਿਡਿਟੀ,அமிலத்தன்மை
ਐਕਸੀਨਰ ਸੈੱਲ,அசிநார் செல்
ਆਕੋਲੀਓਮੈਟ,அகோலோமேட்
ਐਕੋਨਿਟਮ,அகோனிட்டம்
ਐਕੋਰਨ ਕੀੜਾ,ஏகோர்ன் புழு
ਧੁਨੀ ਜ਼ੋਨਿੰਗ,ஒலி மண்டலம்
ਪਾਤਰ ਪਾਤਰ,வாங்கிய எழுத்து
ਸੀਮਤ ਸੀਮਤ,நோய் எதிர்ப்பு சக்தி
ਐਕੁਆਇਰਡ ਇਮੂਨੋ ਦੀ ਘਾਟ ਸਿੰਡਰੋਮ (ਏਡਜ਼),வாங்கிய இம்யூனோ குறைபாடு நோய்க்குறி (எய்ட்ஸ்)
ਅਰੇਂੀਆ,அக்னியா
ਐਸੀਰੇਸਾਈਨ ਡਾਇ,அக்ரிடைன் சாயம்
ਐਕਰੋਸੀਐਸਟ੍ਰਿਕ,அக்ரோஷென்ட்ரிக்
ਐਕਰੋਮਰ,அக்ரோமியன்
ਅਸ਼ੋਕਲ ਤਰਤੀਬ,அக்ரோபெட்டல் வரிசை
ਐਕਰੋਪੇਟਲ ਆਰਡਰ,அக்ரோபெட்டல் ஆர்டர்
ਐਕਰੋਸਿਨ,அக்ரோசின்
ਐਕਟਿਨ,ஆக்டின்
ਐਕਟਿਨ ਵਰਗੇ ਪ੍ਰੋਟੀਨ,ஆக்டின் போன்ற புரதம்
ਐਕਟਿਨੀਮੋਰਿਕ,ஆக்டினோமார்பிக்
ਐਕਟਿਨੋਮਾਈਸਾਈਟਸ,ஆக்டினோமைசீட்கள்
ਕਾਰਵਾਈ ਸੰਭਾਵਨਾ,செயல்பாட்டு திறன்
ਸਰਗਰਮ ਸਲੱਜ,செயல்படுத்தப்பட்ட கசடு
ਸਰਗਰਮ ਸਲੈਮ ਫਾਸਟ,செயல்படுத்தப்பட்ட கசடு மிதவை
ਐਕਟੀਵੇਸ਼ਨ Energy ਰਜਾ,செயல்படுத்தும் ஆற்றல்
ਐਕਟਿਵ ਸਮਾਈ,செயலில் உறிஞ்சுதல்
ਕਿਰਿਆਸ਼ੀਲ ਛੋਟ,செயலில் நோய் எதிர்ப்பு சக்தி
ਸਰਗਰਮ ਰੇਡੀਏਸ਼ਨ,செயலில் கதிர்வீச்சு
ਐਕਟਿਵ ਸਾਈਟ,செயலில் உள்ள தளம்
ਐਕਟੀਵੇਟ,ஆக்டிவின்
ਅਮੀਮਿਨੇਟ,அக்யூமினேட்
ਐਡਮਜ਼ੀਆ,ஆடம்ஸியா
ਅਨੁਕੂਲਤਾ,தகவமைப்பு
ਅਨੁਕੂਲਤਾ,தழுவல்
ਚਾਨਣ ਸ਼ਾਸਨ ਲਈ ਅਨੁਕੂਲਤਾ,ஒளி ஆட்சிக்கு தழுவல்
ਪਾਣੀ ਦੀ ਘਾਟ ਲਈ ਅਨੁਕੂਲਤਾ,நீர் பற்றாக்குறைக்கு தழுவல்
ਅਨੁਕੂਲ ਗੁਣ,தகவமைப்பு பண்புகள்
ਅਨੁਕੂਲ ਛੋਟ,தகவமைப்பு நோய் எதிர்ப்பு சக்தி
ਅਨੁਕੂਲ ਰੇਡੀਏਸ਼ਨ,தகவமைப்பு கதிர்வீச்சு
ਅਨੁਕੂਲ ਗੁਣ,தகவமைப்பு பண்பு
ਏਕੈਕਸੀਅਲ ਸਤਹ,அடாக்ஸியல் மேற்பரப்பு
ਨਸ਼ਾ ਕਰਨ ਵਾਲੀ ਵਿਕਾਰ,போதை கோளாறு
ਐਡੀਨੇਨ,அடினின்
ਐਡੇਨੋਕਾਰਸਪੋਰਟ੍ਰੋਪਿਨ,அடினோகார்டிகோட்ரோபின்
ਐਡੀਨੋਹਾਇਪਿਸਿਸ,அடினோஹைபோஃபிசிஸ்
ਅਡੇਨੋਸਿਨ ਡਿਇਆਪਸਫੇਟ,அடினோசின் டைபாஸ்பேட்
ਐਡੀਨੋਸਾਈਨ ਡਿਮੇਨਬੇਸ,அடினோசின் டீமினேஸ்
ਐਡੀਨੋਸਾਈਨ ਮੋਨੋਫੋਸਫੇਟ,அடினோசின் மோனோபாஸ்பேட்
ਐਡੀਨੋਸਾਈਨ ਟ੍ਰਾਈਫੋਸਫੇਟ (ਏਟੀਪੀ),அடினோசின் ட்ரைபாஸ்பேட் (ஏடிபி)
ਐਡੀਨੇਲਲੇਟ ਸਾਈਕਲੇਜ,அடினிலேட் சைக்லேஸ்
ਚਿਪਕਣ ਵਾਲੀ ਤਾਕਤ,பிசின் சக்தி
ਐਡਪੋਜ਼,கொழுப்பு
Adipocyte (ਚਰਬੀ ਸੈੱਲ),அடிபோசைட் (கொழுப்பு செல்)
ਐਡਪੋਜ਼ ਟਿਸ਼ੂ,கொழுப்பு திசு
ਐਡਨੇਟ,Adnate
ਨਾਲ ਲੱਗਦੀ ਕਮਿ Community ਨਿਟੀ,அருகிலுள்ள சமூகம்
ਐਡਰੀਨਲ,அட்ரீனல்
ਐਡਰੇਨਲ ਗਲੈਂਡ,அட்ரினல் சுரப்பி
ਐਡਰੇਨੋਕੋਟਰੋਪਿਕ ਹਾਰਮੋਨ (ਐਕਟਿਹ),அட்ரினோகார்டிகோட்ரோபிக் ஹார்மோன் (ACTH)
ਐਡਰੇਨੋਕਰੋਪੋਰਟਿਕੋਟਰੋਪਿਕ ਰੀਲੀਜ਼ ਹਾਰਮੋਨ (ACTRH),அட்ரினோகார்டிகோட்ரோபிக் வெளியீட்டு ஹார்மோன் (ACTRH)
ਐਡੋਰਬੈਂਟ,Adsorbent
ਇਸ਼ਤਿਹਾਰ,உறிஞ்சுதல்
ਐਡਵਾਂਸਡ ਕੋਰਡੇਟ,மேம்பட்ட சோர்டேட்
ਲਾਭਦਾਇਕ ਪਰਿਵਰਤਨ,சாதகமான பிறழ்வு
ਸਾਹਸੀ,சாகச
ਸਾਹਸੀ ਜੜ,சாகச வேர்
ਗਲਤ ਪ੍ਰਭਾਵ,பாதகமான விளைவு
ਏ.ਡੀ.ਡੀ.,Aedes
ਸਭਿਆਚਾਰ ਦੀ ਹਵਾਬਾਜ਼ੀ,கலாச்சாரத்தின் காற்றோட்டம்
Énerchyma,ஏரென்கிமா
ਏਰੀਅਲ,வான்வழி
ਏਰੀਅਲ ਰੂਟ,வான்வழி வேர்
ਏਰੀਅਲ ਸ਼ੂਟ,வான்வழி படப்பிடிப்பு
ਐਰੋਬਿਕ ਸਾਹ,ஏரோபிக் சுவாசம்
ਐਰੋਬਿਕ ਸਾਹ,ஏரோபிக் சுவாசம்
ਸੁਹਜ,அழகியல்
ਖਰਾਸ਼,அவதூறு
ਖਰਾਸ਼,அவதூறு
ਪਿਆਰ,Afferent
ਪੱਕਾ ਐਫੀਲੀਅਸ ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,இணைப்பு நிறமூர்த்தம்
ਦੁਖੀ ਅੰਗ,பாதிக்கப்பட்ட உறுப்பு
ਕਥਾ,காடு வளர்ப்பு
ਅਗਿਆਤ,அகமோஸ்பெர்மி
ਅਗਰ,அகர்
ਅਗਿਆਤ,அகரோஸ்
ਅਗਾਅਰਜ਼ ਜੈੱਲ ਐਲੀਟ੍ਰੋਫੋਨਸਿਸ,அகரோஸ் ஜெல் எலெட்ரோபோரேசிஸ்
ਅਗਿਆਤ ਪੋਲੀਮਰ ਜੈੱਲ,அகரோஸ் பாலிமர் ஜெல்
ਅਤਿ,அகாஸ்ட்
ਅਗਾਵ,நீலக்கத்தாழை
ਉਮਰ ਵੰਡ,வயது விநியோகம்
ਉਮਰ ਪਿਰਾਮਿਡ,வயது பிரமிட்
Agglutate,திரட்டுதல்
ਸਮੁੱਚੀ,மதிப்பீட்டு
Follicle ਦਾ ਸਮੁੱਚਾ,நுண்ணறைகளின் மொத்தம்
Follicle ਦਾ ਸਮੁੱਚਾ,நுண்ணறைகளின் மொத்தம்
ਇਕੱਤਰਤਾ,திரட்டுதல்
ਹਮਲਾਵਰਤਾ,ஆக்கிரமிப்பு
ਐਗਰੀਏਟਰ ਸਿਸਟਮ,கிளர்ச்சி அமைப்பு
ਅਗਨੀਥਾ,அக்னாதா
ਅਗਾਤੀ,அகூட்டி
ਅਗਰੰਡੀ ਕਲਰੋਲੋਪਲਾਸਟ,அக்ரானல் குளோரோபிளாஸ்ட்
ਅਗਰੂ,வேளாண்
ਅਗਰਾਨੂਲੋਸਾਈਟ,அக்ரானுலோசைட்
ਖੇਤੀ ਬਾੜੀ,வேளாண்மை
ਐਗਰੋਫੋਰੈਸਟਰੀ,வளர்ப்பு
ਐਗਰੋਬੈਟਰਿਅਮ ਵਿਚੋਲਗੀ,அக்ரோபாக்டீரியம் மத்தியஸ்தம்
ਐਗਰੋਬੈਟਰਿਅਮ ਟੋਮਫੈਕੈਨਜ਼,அக்ரோபாக்டீரியம் டூம்ஃபேசியன்ஸ்
ਐਗਰੋ ਕੈਮੀਕਲ,வேளாண் வேதியியல்
ਐਗਰੋ ਕੈਮੀਕਲ,வேளாண் வேதியியல்
ਅਗਰੋਕਲਾਈਮੈਟਿਕ ਜ਼ੋਨ,வேளாண் மண்டலம்
ਖੇਤੀਬਾਜੀ ਗੁਣ,வேளாண் பண்பு
ਖੇਤੀਬਾੜੀ,வேளாண்
ਏਡਜ਼,எய்ட்ஸ்
ਏਅਰ ਬਲੈਡਰ,காற்று சிறுநீர்ப்பை
ੲੇ. ਸੀ,ஏர் கண்டிஷனர்
ਹਵਾ ਦਾ ਰਾਹ,விமானப் பாதை
ਹਵਾ ਪ੍ਰਦੂਸ਼ਣ,காற்று மாசுபாடு
ਏਅਰ ਸੈਕ,ஏர் சாக்
ਏਅਰ ਵੈਕਲੂਓਲ,காற்று வெற்றிடம்
ਹਵਾ-ਸਾਹ,காற்று சுவாசம்
ਅਲੇਨ,அலைன்
ਅਲੇਰੀ ਮਾਸਪੇਸ਼ੀ,அலரி தசை
ਅਲਾਸਕਨ ਬ੍ਰਾ .ਨ ਰਿੱਛ,அலாஸ்கன் பிரவுன் கரடி
ਐਲਬਿਨੋ,இயற்கை நிறத்தை இழந்தவர்
ਆਲਬੂਗੋ,அல்புகோ
ਐਲਬਮਿਨ,ஆல்புமின்
ਐਲਬਿੰਜੀਨ ਬੀਜ,ஆல்புமினஸ் விதை
ਐਲਬਿ → ਮਿਨੂਰੀਆ,அல்புமினூரியா
ਐਲਬਟਨਮ,ஆல்பர்னம்
ਐਲਸੀਏਸੀ,அல்செடே
Aldeyhede,ஆல்டிஹீட்
ਅੈਲਡੋਸਟਰੋਨ ਸਿਸਟਮ,ஆல்டோஸ்டிரோன் அமைப்பு
ਅਲੇਸਟਰੋਨ,ஆல்டோஸ்டிரோன்
ਅਲੇਪੁਰਨ ਪਰਤ,அலியுரோன் அடுக்கு
ਐਲੇਰੋਪਲਾਸਟ,அலூரோபிளாஸ்ட்
ਅਲਫਾਫਾ,அல்பால்ஃபா
ਐਲਗਲ ਖਿੜ,பாசி பூக்கும்
ਅਲੀਗਿਨ,ஆல்ஜின்
ਪਰਦੇਸੀ ਡੀਐਨਏ,ஏலியன் டி.என்.ஏ.
ਪਰਦੇਸੀ ਪ੍ਰਜਾਤੀ,அன்னிய இனங்கள்
ਅਲਾਈਨਮੈਂਟ,சீரமைப்பு
ਅਲਾਈਨਮੈਂਟ,சீரமைப்பு
ਅਲੀਮੈਂਟਰੀ ਨਹਿਰ,உணவுக்குழாய்
ਅਲੀਮੈਂਟਰੀ ਸਿਸਟਮ,ஆன்டிமென்டரி சிஸ்டம்
ਐਲਿਸਮੇਸਸੀ,அலிஸ்மேசீஸ்
ਐਲਕਾਲਾਇਡ,காராய்டு
ਐਲਕਲੀਨ,கார
ਅਲਕਾਪਟਨੂਰੀਆ,அல்காப்டோனூரியா
ਅੱਲੈਂਟੋਇਸ,அலன்டோயிஸ்
ਐਲੀ ਬਾਰੰਬਾਰਤਾ,அலீல் அதிர்வெண்
ਐਲੀਲ,அல்லீல்
ਅਲੇਲਬਿਕ ਜੋੜੀ,அல்லீலோமார்பிக் ஜோடி
ਐਲਰਗੇਨ,ஒவ்வாமை
ਐਲੀਗੇਟਰ,முதலை
ਐਲੀਅਮ ਸੀ.ਪੀ.ਏ.,அல்லியம் செபா
ਆਲੋਗਮ,Allocamy
ਅਲਾਗ੍ਰਾਫਟ,அலோகிராஃப்ட்
ਅਲੋਪੈਟ੍ਰਿਕ ਜਾਦੂਈ,அலோபாட்ரிக் விவரக்குறிப்பு
ਐਲੋਪੋਲਾਈਵਲਾਈਡ,அலோபோலிப்ளோயிட்
ਐਲੋਸਟਰਿਕ ਪ੍ਰਭਾਵ,அலோஸ்டெரிக் விளைவு
ਐਲੋਸਟ੍ਰਿਕ ਪਾਚਕ,அலோஸ்டெரிக் என்சைம்
ਐਲੋਸਟਰਿਕ ਇਨਿਹਿਬਟਰ,அலோஸ்டெரிக் இன்ஹிபிட்டர்
ਐਲੋਸਟ੍ਰਿਕ ਮੈਨੂਲੇਸ਼ਨ,அலோஸ்டெரிக் பண்பேற்றம்
ਐਲੋਸਟ੍ਰਿਕ ਸਾਈਟ,அலோஸ்டெரிக் தளம்
ਐਲੋਸਟਰਿਕ ਰੋਕ,அலோஸ்டெரிக் தடுப்பு
Allotetraplaidd,அலோடெட்ராப்ளோயிட்
ਐਲਾਨਸ,அல்னஸ்
ਐਲੋ,கற்றாழை
ਐਕਸੋਨ ਦੇ ਨਾਲ,அச்சுடன்
ਅਲਫ਼ਾ-ਐਂਟੀਟ੍ਰਿਪਸਿਨ,ஆல்பா-ஆன்டிட்ரிப்சின்
ਅਲਫ਼ਾ-ਲੈਕਟਲਬੁਮਿਨ,ஆல்பா-லாக்டல்புமின்
ਐਲਪਾਈਨ ਦੀ ਸਥਿਤੀ,ஆல்பைன் காலநிலை நிலை
ਅਲਪਾਈਨ ਮੈਡੋ,ஆல்பைன் புல்வெளி
ਅਲਪਾਈਨ ਜ਼ੋਨ,ஆல்பைன் மண்டலம்
ਅਲਸਟੋਨੀਆ,ஆல்ஸ்டோனியா
ਅਲਟਰਨੇਰੀਆ,ஆல்டர்னேரியா
ਵਿਕਲਪਿਕ,மாற்று
ਪੀੜ੍ਹੀ ਦੀ ਤਬਦੀਲੀ,தலைமுறையின் மாற்று
ਉਚਾਈ ਬਿਮਾਰੀ,உயர நோய்
ਉਚਾਈ,உயரம்
ਐਲਵੋਲਰ ਡੈਕਟ,அல்வியோலர் குழாய்
ਅਲਾਈਨ,Alytes
ਅਲਜ਼ਾਈਮਰ ਰੋਗ,அல்சீமர் நோய்
ਅਮੈਕਰਾਈਨ ਸੈੱਲ,AMACRINE CELL
ਅਮਰੰਥੈਸੇ,அமராந்தேசி
ਅਮੈਸ਼ਨਥਸ,அமராந்தஸ்
ਅੰਬੀਨਟ ਓਮੋਟਿਕ ਗਾੜ੍ਹਾਪਣ,சுற்றுப்புற ஆஸ்மோடிக் செறிவு
ਅਮੈਸਟੋਮਾ,அம்ப்ஸ்டோமா
ਐਮੀਡ,அமைடு
ਅਮੀਨੋ ਐਸਿਡ,அமினோ அமிலம்
ਅਮੀਨੋ ਐਸਿਡ ਸਵੀਕਾਰਟਰ,அமினோ அமில ஏற்பி
ਅਮੀਨੋਸਾੱਲ ਟੀ ਆਰ ਐਨ ਏ ਸਿੰਥੇਟੇਸ,அமினோஅசில் டி ஆர்.என்.ஏ சின்தேடேஸ்
ਅਮੀਨੋਕੁਲੇਸ਼ਨ,அமினோஅசிலேஷன்
ਅਮਿਤੋਸਿਸ,அமிடோசிஸ்
ਅਮੋਨੀਆ,அம்மோனியா
ਅਨੁਮੋਧ,அம்மோனிகேஃபிகேஷன்
ਅਮੋਨੋਟੇਲਿਜ਼ਮ,அம்மோனோடெலிசம்
ਅਮਨੀਓਸੈਂਟੀਸਿਸ,அம்னோசென்டெசிஸ்
ਅਮਨੀਓਸੈਂਟੀਸਿਸ ਤਕਨੀਕ,அம்னோசென்டெசிஸ் நுட்பம்
ਅਮਨੀਓਸਾਈਟ,அம்னியோசைட்
ਅਮਨੀਅਨ,அம்னியன்
ਅਮਨੀਓਟਿਕ ਤਰਲ,அம்னோடிக் திரவம்
ਐਮਨੀਓਟਿਕ ਝਿੱਲੀ,அம்னோடிக் சவ்வு
ਅਮਨੀਓਟਿਕਯੂ,அம்னோடிக் சாக்
ਅਮੋਬਾ,அமீபா
ਅਮੀਓਬੋਸਾਈਟ,அமீபோசைட்
ਅਮੀਬੋਇਡ,அமீபாய்டு
ਅਮੀਬੋਇਡ ਲਿੰਫੋਸਾਈਟ,அமீபாய்டு லிம்போசைட்
ਅਮੀਬੋਇਡ ਅੰਦੋਲਨ,அமீபாய்டு இயக்கம்
ਅਮੋਰੈਫਸ,உருவமற்ற
ਦੀ ਰਕਮ,தொகை
ਅਮੀਫੇਟਾਮਾਈਨ,ஆம்பெடமைன்
ਅਮਫੀਬੀਆ,ஆம்பிபியா
ਐਫੀਬੀਅਨ,ஆம்பிபியன்
ਐਫੀਬੀਅਨ,ஆம்பிபியன்
Amphioxus,ஆம்பியோக்ஸஸ்
Amphioxus Lannolotus,ஆம்பியோக்ஸஸ் லான்சியோலட்டஸ்
ਐਮਫੀਪਾਥਿਕ,ஆம்பிபாதிக்
ਐਮਫੀਪਾਥਿਕ ਲਿਪਿਡ,ஆம்பிபாதிக் லிப்பிட்
ਅਮਫੀਸਾਰਕਾ,ஆம்பிசர்கா
ਐਂਪੀਸਿਲਿਨ,ஆம்பிசிலின்
Ampulla,ஆம்புல்லா
ਐਮਪੁੱਲੇਰੀ ਗਲੈਂਡ,ஆம்பல்லரி சுரப்பி
ਅਮੀਗਡਲ,அமிக்டால்
ਅਮੀਗਡੇਲ,அமிக்டேல்
ਅਮੀਗਡਲਿਨ,அமிக்டலின்
ਐਮੀਲੇਸ,அமிலேஸ்
ਅਮੋਲੋਪਲਾਸਸਟ,அமிலோபிளாஸ்ட்
ਅਨਬਾਨਾ,அனபீனா
ਅਨਬਾਸ,அனபாஸ்
ਐਨਾਬੋਲਿਕ ਮਾਰਗਾਂ,அனபோலிக் பாதைகள்
ਐਨਾਬੋਲਿਜ਼ਮ,அனபோலிசம்
ਅਨਾਕਾਰਿਆਸੀ,அனகார்டியாசி
ਅਨੀਮੀਆ,இரத்த சோகை
ਅਨੀਰੋਬ,காற்றில்லா
ਅਨੈਰੋਬਿਕ ਬਾਲਣ,காற்றில்லா எரிபொருள்
ਅਨੈਰੋਬਿਕ ਸਾਹ,காற்றில்லா சுவாசம்
ਅਨੈਰੋਬਿਕ ਸਲੈਗ ਡਿਜਸਟਰ,காற்றில்லா கசடு டைஜெஸ்டர்
ਅਨੀਰੋਬਿਕ,காற்றில்லா
ਅਨਾਮਾ,அனைமா
ਗੁਦਾ,குத
ਗੁਦਾ,குத
ਗੁਦਾ ਅਪਰਚਰ,குத துளை
ਗੁਦਾ ਕਰਬੇਲੀ,குத செர்சி
ਗੁਦਾ ਲੂਪ,குத லூப்
ਗੁਦਾ ਸ਼ੈਲੀ,குத பாணி
ਸਮਾਨ,ஒப்பீட்டு
ਸਮਾਨ,ஒப்பீட்டு
ਸਮਾਨਤਾ,ஒப்புமை
ਸਮਾਨਤਾ,ஒப்புமை
ਵਿਸ਼ਲੇਸ਼ਣ,பகுப்பாய்வு
ਐਨਾਫਸੇਸ,அனாபேஸ்
ਐਨੀਟੋਮਿਕ ਬੈਰੀਅਰ,உடற்கூறியல் தடை
ਐਨਾਟੋਮਿਕਲ ਪਹਿਲੂ,உடற்கூறியல் அம்சம்
ਐਨੀਟੋਮਿਸਟ,உடற்கூறியல் நிபுணர்
ਸਰੀਰ ਵਿਗਿਆਨ,உடற்கூறியல்
ਪੂਰਵਜ ਵੰਸ਼ਜ ਕ੍ਰਮ,மூதாதையர் வழித்தோன்றல் வரிசை
ਜੱਦੀ ਵੰਸ਼ਜ,மூதாதையர் பரம்பரை
ਪੂਰਵਜ ਕ੍ਰਮ,மூதாதையர் வரிசை
ਐਸੀਕੇਲੋਸਟੋਮਾ,அன்சிலோஸ்டோமா
ਐਂਡਰੋਸੀਅਮ,ஆண்ட்ரோசியம்
ਐਂਡਰੋਜਨ,ஆண்ட்ரோஜன்
ਅਨੀਮੀਆ,இரத்த சோகை
ਅਨੀਮੋਨ,அனிமோன்
ਅਨੀਉਟਲੋਇਡ,அனூப்ளோயிட்
ਅਨੀਯੁਰਾਕੀਡੀ,அனூப்ளோயிடி
ਐਨਜਾਈਨਾ,ஆஞ்சினா
ਐਂਜੀਗਰਾਮ,ஆஞ்சியோகிராம்
ਐਂਜੀਓਗ੍ਰਾਫ,ஆஞ்சியோகிராஃப்
ਐਂਜੀਓਗ੍ਰਾਫੀ,ஆஞ்சியோகிராஃபி
ਐਂਜੀਓਪਲਾਸਟੀ,ஆஞ்சியோபிளாஸ்டி
ਐਂਜੀਓਸਪਰਸਮ,ஆஞ்சியோஸ்பெர்ம்
ਐਂਜੀਓਟੈਨਸਿਨ,ஆஞ்சியோடென்சின்
ਐਂਜੀਓਟੈਨਸਿਨੋਜਨ,ஆஞ்சியோடென்சினோஜென்
ਐਂਗਲਰ ਮੱਛੀ,ஆங்லர் மீன்
ਅੰਗੀਨਾ,அங்குயினா
Anguiss,ஆங்குயிஸ்
ਜਾਨਵਰ,விலங்கு
ਜਾਨਵਰ,விலங்கு
ਜਾਨਵਰ ਗੋਬਰ,விலங்கு சாணம்
ਪਸ਼ੂ ਪਾਲਣ,கால்நடை வளர்ப்பு
ਜਾਨਵਰ ਕੈਰੀਓਟਾਈਪਿੰਗ,விலங்கு காரியோடைப்பிங்
ਪਸ਼ੂ ਰਾਜ,விலங்கு இராச்சியம்
ਜਾਨਵਰਾਂ ਦੇ ਟਿਸ਼ੂ,விலங்கு திசு
ਯੰਤਰੀਆ,விலங்கு
Anion,அனியன்
ਐਨਿਸੋਟ੍ਰੋਪਿਕ ਬੈਂਡ,அனிசோட்ரோபிக் பேண்ட்
ਐਂਲਿੰਗਿੰਗ,அனீலிங்
ਅੰਨੇਲਿਡ,Annelid
ਅਨਲਿਲਡਾ,அன்னெலிடா
ਸਾਲਾਨਾ ਰਿੰਗ,ஆண்டு வளையம்
ਅੰਨਟੇਡ,வருடாந்திர
ਸਾਲ,Annule
ਅਸਧਾਰਨ ਕਿਸਮ,ஒழுங்கற்ற வகை
ਐਨਾਓਫੇਲਜ਼,அனோபீல்ஸ்
ਕੀੜੀ ਹੈਟਰ,எறும்பு உண்பவர்
ਵਿਰੋਧੀ,விரோதமான
ਅੰਟਾਰਕਟਿਕ,அண்டார்டிக்
ਐਂਟੀਨਾ,ஆண்டெனா
ਐਂਟੀਨਾ ਕੰਪਲੈਕਸ,ஆண்டெனா காம்ப்ளக்ஸ்
ਐਨਟੇਨਲ ਗਲੈਂਡ,ஆண்டெனல் சுரப்பி
ਪਿਛਲੇ (ਵੈਂਟ੍ਰਲ) ਸਲੇਟੀ ਸਿੰਗ,முன்புற (வென்ட்ரல்) சாம்பல் கொம்பு
ਐਂਟੀਰੀਫਾਈਫਾਈਸਿਸ,முன்புற ஹைப்போபிஸிஸ்
ਐਂਟੀਰੀਅਰ ਇੰਟਰਵੈਂਟ੍ਰਿਕੂਲਰ ਸੂਲਕਸ,முன்புற தலையீட்டு சல்கஸ்
ਐਂਥਰ,மகரந்தம்
ਐਂਥਰ ਸਭਿਆਚਾਰ,மகரந்த கலாச்சாரம்
ਐਂਡਰਾਈਡਿਅਮ,Anteridium
ਐਂਡਰੋਜ਼ੋਇਡ,ஆந்தமாசி
ਐਂਥਸੋਰੋਸ,அந்தோசெரோஸ்
ਐਂਥੋਸਰੋਟੋਫਡਾਡਾ,அந்தோசெரோடோப்சிடா
ਐਂਥ੍ਰੈਕਸ,ஆந்த்ராக்ஸ்
ਐਂਥ੍ਰੋਪੋਜਾਈਜਡ ਅਲੋਪ,மானுடவியல் அழிவு
ਮਾਨਵ-ਵਿਗਿਆਨ,மானுடவியல்
ਐਂਟੀਬੈਕਟੀਰੀਅਲ,பாக்டீரியா எதிர்ப்பு
ਐਂਟੀਬਾਇਓਟਿਕ ਪੈਨਸਿਲਿਨ,ஆண்டிபயாடிக் பென்சிலின்
ਐਂਟੀਬਾਇਓਟਿਕ ਰੋਧਕ,ஆண்டிபயாடிக் எதிர்ப்பு
ਐਂਟੀਬਾਇਓਟਿਕ (ਜ਼),நுண்மணி
