Punjabi,Hindi
ਕੇਬਲ,तार/केबल
ਕੇਬਲ ਮੋਲਡਿੰਗ,तारगढ़ाई
ਕੇਬਲਿੰਗ,केबिल तंत्र
ਕੈਬਿਨ,केबिन
ਕੈਬਿਨ ਹੁੱਕ,केबिन अंकुश
ਕੈਬਨਿਟ,मंजूषा
ਕੈਬੋਲਟ ਨੇ ਛੱਡ ਦਿੱਤਾ,ध्वनि शोषण चादर
ਕੈਫੇਟੇਰੀਆ,कैफेटेरिया
ਪਿੰਜਰਾ,पिंजरा
ਪਿੰਜਰੇ ਦੀ ਉਸਾਰੀ,पिंजरानुमा निर्माण
ਕੈਨ ਦਾ ਫਾਰਮੂਲਾ,केनसूत्र
ਕੈਸਨ,कैसन (या कॉफर)
ਕੈਸਨ ਦੀ ਬਿਮਾਰੀ,कैसन रोग
ਕੈਸਨ ਫਾਊਂਡੇਸ਼ਨ,केसन नींव
ਕੈਸਨ ਢੇਰ,कैसन पाइल
ਕੈਲੇਰੀਅਸ ਇੱਟ,चूनेदार ईंट
ਚੂਨੇ ਵਾਲੀ ਮਿੱਟੀ,चूनेदार मिट्टी
ਛਾਲੇਦਾਰ ਛਾਲੇ,चूनेदार पपड़ी
ਕੈਲਸੀਫਿਕੇਸ਼ਨ,केल्सीकरण
ਕੈਲਸੀਨੇਸ਼ਨ,निस्तापन
ਕੈਲਸੀਨ,कैलसाइन
ਕੈਲਸਾਈਟ,कैल्साइट
ਕੈਲਸ਼ੀਅਮ-ਐਲੂਮੀਨੇਟ ਸੀਮਿੰਟ,कैल्शियम एल्यूमिनेट सीमेंट
ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਇੱਟ,कैल्शियम सिलीकेट ईंट
ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਹਾਈਡਰੇਟ,कैल्शियम सिलिकेट हाईड्रेट
ਕੈਲੀਚੇ,कालीचे
ਕੈਲੀਫੋਰਨੀਆ ਬੇਅਰਿੰਗ ਅਨੁਪਾਤ,कैलिफोर्निया असर अनुपात
ਕੈਲੀਪਰ,केलिपर
ਕੈਲੋਰੀਮੀਟਰ,कैलोरीमीटर
ਕੈਮਬਰ,न्युब्ज़ता/कैम्बर
ਨਹਿਰ,नहर
ਕੈਨੋਪੀ,कैनॉपी
Cantilever ਪੈਰ,बहुधारन पद
ਕੈਪ,टोपी
ਸਮਰੱਥਾ,धारिता
ਏਲ ਟ੍ਰੈਕ ਦੀ ਸਮਰੱਥਾ,रेल पथ क्षमता
ਕੈਪ ਕੇਬਲ,टोपी कंडरा
ਕੈਪੀਲੇਰਿਟੀ,केशिकत्व
ਕੇਸ਼ਿਕਾ ਬਰੇਕ,केशिका विच्छेद
ਕੇਸ਼ੀਲ ਪ੍ਰਵਾਹ,केशिका प्रवाह
ਕੇਸ਼ਿਕਾ ਨਮੀ ਜਾਂ ਕੇਸ਼ੀਲ ਪਾਣੀ,केशिका आर्द्रता या केशिका जल
ਕੇਸ਼ਿਕਾ ਪੋਰ ਸਪੇਸ,केशिका रंध्र अवकाश
ਕੇਸ਼ਿਕਾ ਪੋਰੋਸਿਟੀ,केशिका रंध्रता
ਕੇਸ਼ੀਲ ਸਪੇਸ,केशिका अवकाश
ਵੇਗ ਕੈਪਚਰ ਕਰੋ,प्रग्रहण वेग
ਕਾਰਬਨੇਸ਼ਨ,कार्बोनेशन
ਕਾਰਬਨ ਕਾਲਾ,कार्बन काजल
ਕਾਸਟਬਲ ਰਿਫ੍ਰੈਕਟਰੀ,ढलने योग्य उच्च तापसह
ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਜਾਂ ਕਾਸਟ-ਇਨ-ਸੀਟੂ,स्वस्थान ढली
ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਢੇਰ,यथास्थान बनाई पाइल
ਕੈਸਟਰ,कैस्टर
ਪੱਥਰ ਸੁੱਟੋ,ढला पत्थर
ਉਤਪ੍ਰੇਰਕ,उत्प्रेरक
ਕੈਟੇਨਾ,मृदा श्रृंखला
ਬਿੱਲੀ ਦਾ ਚਿਹਰਾ,विडाल मुख
ਬਿੱਲੀ ਦਾ ਸਿਰ,कैट हैड
ਕੈਸ਼ਨ,धनायन
ਬਿੱਲੀ ਵਾਕ,कैट बॉक
Cavitation ਨੁਕਸਾਨ,कोटरन क्षति
ਸੇਲੀਟ,सेलाइट
ਸੈਲੂਲਰ ਕੰਕਰੀਟ,कोशिकीय कंक्रीट
ਸੈਲੂਲਰ ਉਸਾਰੀ,कोशिकीय निर्माण
ਸੀਮਿੰਟ,सीमेंट
"ਸੀਮਿੰਟ, ਬਿਟੂਮਿਨਸ",बिटुमनी सीमेंट
"ਸੀਮਿੰਟ, ਉੱਚ ਤਾਕਤ",शीघ्र सामर्थ्य सीमेंट
"ਸੀਮਿੰਟ, ਹਾਈਡ੍ਰੌਲਿਕ",जलीय सीमेंट
"ਸੀਮਿੰਟ, ਘੱਟ ਗਰਮੀ",न्यून ऊष्मा सीमेंट
"ਸੀਮਿੰਟ, ਚਿਣਾਈ",चिनाई सीमेंट
"ਸੀਮਿੰਟ, ਕੁਦਰਤੀ",प्राकृतिक सीमेंट
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ",पोर्टलैंड सीमेंट
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ",पोर्टलैंड वात्या-भट्टी धातुमल सीमेंट
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਪੋਜ਼ੋਲਨ",पोर्टलैंड पोजोलॉन सीमेंट
"ਸੀਮਿੰਟ, ਸਲੈਗ",सीमेंट धातुमल
"ਸੀਮਿੰਟ, ਸਲਫੇਟ ਰੋਧਕ",सल्फेट प्रतिरोधी सीमेंट
"ਸੀਮਿੰਟ, ਸੁਪਰ ਸਲਫੇਟਿਡ",सुपरसल्फेटेड सीमेंट
"ਸੀਮਿੰਟ, ਚਿੱਟਾ",श्वेत सीमेंट
ਸੀਮਿੰਟ-ਐਗਰੀਗੇਟ ਅਨੁਪਾਤ,सीमेंट मिलावा अनुपात
ਸੀਮਿੰਟ ਸਮੱਗਰੀ,सीमेंट अंश
ਸੀਮਿੰਟ ਜੈੱਲ,सेमेंट जेल
ਸੀਮਿੰਟ ਬੰਦੂਕ,सीमेंट गन
ਸੀਮਿੰਟ ਭੱਠਾ,सीमेंट भट्टी
ਸੀਮਿੰਟ ਪੇਂਟ,सीमेंट प्रलेप
ਸੀਮਿੰਟ ਪਲਾਸਟਰ,सीमेंट प्लास्टर
ਸੀਮਿੰਟ ਚੱਟਾਨ,सीमेंट शैल
ਸੀਮਿੰਟ ਸਲਰੀ,सीमेंट घोल
ਸੀਮਿੰਟ ਸਟੋਰੇਜ਼,सीमेंट भंडारण
ਸੀਮੈਂਟੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ,सीमेंटीकरण प्रक्रम
ਸੈਂਟਰਿੰਗ,ढूला
ਸੈਂਟਰਿੰਗ ਅਤੇ ਸ਼ਟਰਿੰਗ,ढूला बनाना
ਕੇਂਦਰੀ ਮਿਸ਼ਰਤ ਕੰਕਰੀਟ,केन्द्रीय मिश्रित कंक्रीट
ਕੇਂਦਰੀ ਮਿਕਸਰ,केन्द्रीय मिश्रक
ਸੈਂਟਰਿਫਿਊਗਲ ਪੱਖਾ,अपकेन्द्री पंखा
ਚਾਕ,खड़िया
ਚੈਂਫਰ,शैम्फर
ਚੈਂਫਰ ਪੱਟੀ,निष्कोणन पत्ती
ਚੈਨਲ ਬੀਮ,चैनल धरन
ਵਿਸ਼ੇਸ਼ਤਾ ਲੋਡ,अभिलाक्षणिक भार
ਗੁਣ ਸ਼ਕਤੀ,अभिलाक्षणिक सामर्थ्य
ਚਾਰਜ ਬੰਦ,शुल्क माफी
ਚਾਰਜ ਹੋ ਰਿਹਾ ਹੈ,भरण
ਜਾਂਚ ਕਰ ਰਿਹਾ ਹੈ,तरेड़न
ਰਸਾਇਣਕ ਬੰਧਨ,रासायनिक आबंध
ਚੇਰਨੋਜ਼ਮ,चर्नोजेम
ਚੈਸਟਨਟ ਮਿੱਟੀ,चैस्टनट मृदा
ਚਿਮਨੀ ਗਟਰ,धुआरा पनाली
ਚਿੱਪ ਬੋਰਡ,अपखण्ड फलक
ਚਿੱਪਿੰਗ,छीलना
ਚਿਪਸ,दाना
ਚੂਤ,ढलवा नाली
ਕਲਾਸ (ਕੰਕਰੀਟ ਦੀ),श्रेणी (कंक्रीट की)
ਮਿੱਟੀ,मृत्तिका
ਮਿੱਟੀ ਦੀ ਸਮੱਗਰੀ,मृत्तिका अंश
ਮਿੱਟੀ ਦਾ ਪੈਨ,मृत्तिका दृढ़ पटल
ਸਫਾਈ,सफाई द्वार
ਸਾਫ਼ ਕਰੋ,निर्वात सुधार
ਕਲੀਟ,गुटका
ਕਲਿੰਕਰ,क्लिंकर
ਕਲਿਪ,क्लिप
ਜੰਮਣਾ,स्कंदन
ਮੋਟਾ ਕੁੱਲ,स्थूल समुच्चय/मोटा मिलावा
ਮੋਟੇ ਦਾਣੇ ਵਾਲੀ ਮਿੱਟੀ,स्थूल कणीय मृदा
ਕੋਟ,कोट
ਕੋਫਰ ਡੈਮ,कॉफर बाँध
ਤਾਲਮੇਲ,ससंजन
ਕੋਲਾਇਡ,कोलाइड
ਕੋਲੋਇਡਲ ਨਮੀ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ,कोलाइडी-आर्द्रता तुल्यांक अनुपात
ਕੋਲੋਇਡਲ ਸਿਸਟਮ,कोलाइडी प्रणाली या कोलाइडी सम्मिश्रण
ਕੋਲੋਵੀਅਲ ਮਿੱਟੀ,मिश्रोढ़ मृदा
ਕਾਲਮ,स्तम्भ/टेक/संपीडांग
ਕੰਬਡ ਮੁਕੰਮਲ,कंकतित परिष्कृति
ਸੰਯੁਕਤ ਪੈਰ,संयुक्त पाद
ਸੰਯੁਕਤ ਪਾਣੀ,संयुक्त जल
ਸਾਂਝਾ ਕਮਰਾ,सामान्य कक्ष
ਮੁਕੰਮਲਤਾ ਸਰਟੀਫਿਕੇਟ,पूर्णावस्था प्रमाण पत्र
ਕੰਪੋਨੈਂਟ ਵਰਗ,अंग वर्ग
ਕੰਕਰੀਟ,कंक्रीट
ਕੰਕਰੀਸ਼ਨ,कंकड़ स्तरन
ਏਕੀਕ੍ਰਿਤ ਦਰ/ਫਲੈਟ ਦਰ,समेकित दर या एक समान दर
ਗੰਦਗੀ,दूषणकारक
ਐਲਕੋਵ ਪਕਾਉਣਾ,खाना रखने स्थान
ਮੁਕਾਬਲਾ ਕਰਨਾ,मुंडेर/कोपिंग
ਕੋਰਬੇਲ,टोड़ा
ਕਾਰਨੀਸ,कॉनिस
ਕਪਲਰ,युग्मक
"ਕਪਲਰ, ਡਬਲ",द्वि-युग्मक
"ਕਪਲਰ, ਪੁਟਲੌਗ",कड़ी युग्मक
"ਕਪਲਰ, ਘੁਮਾਣ ਵਾਲਾ",भ्रामी युग्मक
ਕੋਰਸ,रद्दा
ਕੋਰਸ ਕੀਤਾ ਬੇਤਰਤੀਬ ਮਲਬੇ ਦੀ ਚਿਣਾਈ,बेतरतीब रद्देदार ढोका चिनाई
ਕਵਰ ਕੀਤਾ ਖੇਤਰ,आच्छादित क्षत्र
ਕ੍ਰੀਪ,विसर्पण
ਕ੍ਰੀਪ ਗੁਣਾਂਕ,विसर्पण गुणांक
ਕਰੋਟੋਵਾਈਨ,क्रोटोवाइन
ਕਾਂ ਦੇ ਪੈਰ,काक पाद
ਟੁਕੜਾ ਬਣਤਰ,आचूर्ण संरचना
ਕਰਬ,कर्ब
ਵਰਤਮਾਨ,धारा
ਕਰਵ ਪ੍ਰਤੀਰੋਧ,वक्र-प्रतिरोध (रेल)
ਨਮੀ ਪਰੂਫ਼ ਕੋਰਸ,आर्द्रतारोधी स्तर
ਮੁਕੰਮਲ ਹੋਣ ਦੀ ਮਿਤੀ,पूर्ण होने की तिथि
ਡੈੱਡ ਲੋਡ,अचल भार
ਮਰੇ ਹੋਏ ਪਾਣੀ,धीर जल
ਡੈਸੀਬਲ,डेसीबल
Deflocculation,अनूर्पान
ਹਵਾਬਾਜ਼ੀ ਜਾਂ ਏਅਰ ਸਪੇਸ ਅਨੁਪਾਤ ਦੀ ਡਿਗਰੀ,वातन कोटि या वायु अवकाश अनुपात
ਏਕੀਕਰਣ ਦੀ ਡਿਗਰੀ,समुच्चयन कोटि
ਫੈਲਾਅ ਦੀ ਡਿਗਰੀ,प्रकीर्णन कोटि
ਸੰਤ੍ਰਿਪਤਾ ਦੀ ਡਿਗਰੀ,संतृप्ति कोटि
ਘਣਤਾ,घनता (आवासीय)
ਮਾਰੂਥਲ ਫੁੱਟਪਾਥ,भरू कुट्टिम
ਮਾਰੂਥਲ ਦੀ ਮਿੱਟੀ,मरू मृदा
ਵੇਰਵੇ,विस्तृत विवरण
ਵਿਕਾਸ ਦੀ ਮਿਆਦ,विकास अवधि
ਡੀ-ਹੋਰੀਜ਼ਨ,Dसंस्तर/Dहोराइजन
ਵਿਕਰਣ ਬੰਧਨ,विकर्ण चाल
ਚਿੱਤਰ,आरेख
ਡਿਜੀਟਲ ਡੌਕ,आंगुलिक गोदी
ਵਿਭਿੰਨ ਪਾਣੀ ਦੀ ਦਰ,अन्तरात्मक जल दर
ਪਤਲਾ ਹਵਾਦਾਰੀ,तनुता संवातन
ਡਾਇਲੁਵੀਅਮ,पूरोढक
ਭੋਜਨ ਕਕਸ਼,भोजन कक्ष
ਦਿਸ਼ਾ ਪੈਗ,दिशा निर्धारक खूँटी
ਫੈਲਾਅ,प्रकीर्णन
ਡਿਸਟੈਂਪਰ,डिस्टेम्पर
ਡੌਕ,गोदी
ਦਰਵਾਜ਼ਾ,1. द्वार 2. कपाट
ਡੋਰਮਰ,छत वातायन
ਡੋਰਮਰ ਜਾਂਚ,छत वातायन पृष्ठ
ਡਬਲ ਫਲੇਮਿਸ਼ ਬਾਂਡ,दोहरी फ्लेमिश चाल
ਡਬਲ ਪਰਤ,दोहरी परत
ਡੌਲ,गुज्झी
ਡਰਾਇੰਗ ਬੋਰਡ,आरेखन पट्ट/ड्राइंग बोर्ड
ਡਰਾਇੰਗ ਰੂਮ,बैठक
ਵਹਿਣਾ,1. प्रक्षेप 2. ड्रिफ्ट 3. गुल्ली
ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ,शुष्क बल्ब तापक्रम
ਸੁੱਕੀ ਡੌਕ,शुष्क गोदी
ਸੁੱਕੀ ਰਬੜ ਦੀ ਚਿਣਾਈ,शुष्क ढोका चिनाई
ਡੱਚ ਬਾਂਡ,डच चाल
ਬੌਣੀ ਕੰਧ,बौनी दीवार
ਨਿਵਾਸ ਯੂਨਿਟ,आवासीय यूनिट
ਈਵ,ओलती
ਈਵਸ ਗਟਰ,ओलती नाली
ਆਰਥਿਕ ਵਿਵਹਾਰਕਤਾ,आर्थिक संभाव्यता या आर्थिक औचित्य समर्थन
ਐਕਟੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ,एक्टोडाइनेमोर्फिक मृदा
ਐਡੀ,भँवर
ਪ੍ਰਭਾਵੀ ਆਕਾਰ,कण का प्रभावी आमाप
ਪ੍ਰਫੁੱਲਤ,उत्फुल्लन
ਪ੍ਰਵਾਹ,सहायक सरित
ਉਚਾਈ,उद्विक्षेप
ਐਲੂਵੀਏਸ਼ਨ,अवक्षालन
ਐਲੂਵਿਅਮ,अवक्षाल
ਐਂਡੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ,अंतर्गतिज मृदा
ਇੰਜੀਨੀਅਰਿੰਗ ਵਿਵਹਾਰਕਤਾ,इंजीनियरी संभाव्यता
ਅੰਗਰੇਜ਼ੀ ਬਾਂਡ,इंग्लिश चाल
ਅੰਗਰੇਜ਼ੀ ਬਾਗ ਦੀ ਕੰਧ ਬਾਂਡ,इंग्लिश गार्डन वाल चाल
"EPM (ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਦੇ ਬਰਾਬਰ),&quot;",ईं.पी.एम. (प्रतिमिलियन तुल्य)
ਬਰਾਬਰ ਭਾਰ,समतुल्य भार
ਅਰਗ,अर्ग
ਵਟਾਂਦਰੇਯੋਗ,विनिमययोग्य
ਬਦਲਣਯੋਗ ਐਸਿਡਿਟੀ,विनिमेय अम्लता
ਬਦਲਣਯੋਗ ਸੋਡੀਅਮ ਪ੍ਰਤੀਸ਼ਤ (ESP),विनिमेय सोडियम प्रतिशतता
ਈ.ਐੱਸ.ਪੀ.,धनायन विनिमय क्षमता
ਐਕਸਚੇਂਜ ਐਸਿਡਿਟੀ,विनिमय अम्लता
ਐਕਸਚੇਂਜ ਕੰਪਲੈਕਸ,विनिमय सम्मिश्र
ਨਿਕਾਸ,निर्वात/रेचन
ਪ੍ਰਗਟ ਮੁਕੰਮਲ,अनावरित परिष्कृति
ਆਈ,गवाक्ष
ਅੱਖ ਦਾ ਭਾਂਡਾ,आई ब्रो
ਸਾਹਮਣਾ ਕਰਨਾ,मोहरा/अग्रभाग
ਬਾਂਡ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,पार्श्व चाल
ਸੁਰੱਖਿਆ ਦਾ ਕਾਰਕ,सुरक्षा गुणांक
ਗਿਰਾਵਟ,प्रवणता
ਫੇਸੀਆ,मुख पट्टी
ਫੇਸੀਆ ਬੋਰਡ,मुख पट्टी बोर्ड
ਨੁਕਸ,भ्रंश
ਖੇਤ ਦੀ ਨਮੀ,क्षेत्रीय नमी
ਅੰਤਮ ਨਮੀ ਦੇ ਬਰਾਬਰ,क्षेत्रीय आर्द्रता तुल्यांक
ਫਿਲਟ (ਮੋਰਟਾਰ ਦਾ),मसाले की चपती/फिलेट
ਫਾਈਨਲ,कलश
ਅੰਤਮ ਮਾਪ,अंतिम मापन
ਅੰਤਿਮ ਭੁਗਤਾਨq,अंतिम भुगतान
ਅੰਤਮ ਪ੍ਰੀ ਤਣਾਅ,अंतिम पूर्व प्रतिबल
ਅੰਤਮ ਤਣਾਅ,अंतिम तनाव
ਵਿੱਤੀ ਵਿਵਹਾਰਕਤਾ,वित्तीय संभाव्यता
ਵਧੀਆ ਕੁੱਲ,महीन समुच्चय/बारीक मिलावा
ਫਿਸਰਡ ਚੱਟਾਨ,विदीर्ण शैल
ਝੰਡਾ ਪੱਥਰ,पटिया पत्थर
ਫਲੇਮਿਸ਼ ਬਾਂਡ,फ्लेमिश चाल
ਫਲੈਸ਼ਿੰਗ,फ्लैशिंग/जल रोधी झिल्ली
ਚਮਕਦਾਰ ਸਟ੍ਰੀਮ,सद्योवेगी सरिता
ਫਲੈਟ ਛੱਤ,सपाट छत
ਫਲੇਚੇ,फलीके
ਫਲੇਮਿਸ਼ ਗਾਰਡਨ ਵਾਲ ਬਾਂਡ,फ्लेमिश गार्डन वाल चाल
Flint,चकमक प्रस्तर
Flint ਕੰਧ,फ्लिंट दीवार
ਫਲੋਟਿੰਗ ਮੰਜ਼ਿਲ,प्लवमान फर्श
