Tamil,Kannada
மாற்று கோணங்கள்,ಪರ್ಯಾಯ ಕೋನಗಳು
"மாற்று ஒரே மாதிரியான மாற்று வடிவம்,",ಪರ್ಯಾಯ ಏಕರೂಪದ ಪರ್ಯಾಯ ರೂಪ
மாற்று குழு,ಪರ್ಯಾಯ ಗುಂಪು
மாற்று அணி,ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
மாற்று தொடர்,ಪರ್ಯಾಯ ಸರಣಿ
மாற்று கருதுகோள்,ಪರ್ಯಾಯ ಕಲ್ಪನೆ
மாற்று உகந்தது,ಪರ್ಯಾಯ ಆಪ್ಟಿಮಮ್
மாற்று முடிவு,ಪರ್ಯಾಯ ಫಲಿತಾಂಶ
அனலாக்-இலக்க மாற்றி,ಅನಲಾಗ್-ಅಂಕಿಯ ಪರಿವರ್ತಕ
"அனலாக் கணினி,",ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
பகுப்பாய்வு,ವಿಶ್ಲೇಷಣೆ
இணைநிலை பகுப்பாய்வு,ಸಹವರ್ತಿ ವಿಶ್ಲೇಷಣೆ
கணக்கெடுப்பு-தரவு பகுப்பாய்வு,ಎಣಿಕೆ-ಡೇಟಾ ವಿಶ್ಲೇಷಣೆ
மாறுபாடு பகுப்பாய்வு,ವ್ಯತ್ಯಾಸ ವಿಶ್ಲೇಷಣೆ
பகுப்பாய்வு வடிவியல்,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
பகுப்பாய்வு செயல்பாடு,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ
கோணம்,ಕೋನ
தொடுகோடு கோணம்,ಸ್ಪರ್ಶ ಕೋನ
விலகல் கோணம்,ವಿಚಲನ ಕೋನ
மனச்சோர்வு கோணம்,ಖಿನ್ನತೆಯ ಕೋನ
விலகல் கோணம்,ವಿಚಲನ ಕೋನ
விலகல் கோணம்,ವಿವರ್ತನೆಯ ಕೋನ
உயர கோணம்,ಎತ್ತರದ ಕೋನ
நிகழ்வு கோணம்,ಘಟನೆಯ ಕೋನ
திட்ட கோணம்,ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ
பிரதிபலிப்பு கோணம்,ಪ್ರತಿಬಿಂಬದ ಕೋನ
ஒளிவிலகல் கோணம்,ವಕ್ರೀಭವನದ ಕೋನ
சுழற்சி கோணம்,ತಿರುಗುವ ಕೋನ
பிரதிபலிப்பு முழுமையான கோணம்,ಪ್ರತಿಫಲನದ ಸಂಪೂರ್ಣ ಕೋನ
கோண முடுக்கம்,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
கோண வேகம்,ಕೋನೀಯ ವೇಗ
கோண வேகம்,ಕೋನೀಯ ವೇಗ
கோண வேகம்,ಕೋನೀಯ ವೇಗ
மோதிர விரல்,ಉಂಗುರದ ಬೆರಳು
பதில்,ಉತ್ತರ
எதிர் வழித்தோன்றல்,ಕೌಂಟರ್ ಉತ್ಪನ್ನ
ஐசோமெட்ரிக் செயல்பாடு,ಸಮಮಾಪನ ಕಾರ್ಯ
"மறைக்கக்கூடிய, பொருந்தக்கூடிய, பொருந்தக்கூடிய","ಆವರಿಸಬಹುದಾದ, ಅನ್ವಯಿಸುವ, ಅನ್ವಯಿಸುವ"
"விண்ணப்ப விண்ணப்பம்,",ಅರ್ಜಿ ಅರ್ಜಿ
பயன்பாட்டு டைனமிக் நிரலாக்கம்,ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
பயன்படுத்தப்படும் வடிவியல்,ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ
பயன்பாட்டு கணிதம்,ಅನ್ವಯಿಕ ಗಣಿತ
பயன்பாட்டு புள்ளிவிவரங்கள்,ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು
"தோராயமாக, தோராயமாக","ಸರಿಸುಮಾರು, ಸರಿಸುಮಾರು"
தோராயமாக தொடர்ச்சியான செயல்பாடு,ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ
"மேக்ரோ முறை, தோராய முறை","ಮ್ಯಾಕ್ರೋ ವಿಧಾನ, ಅಂದಾಜು ವಿಧಾನ"
தோராயமான தீர்வு,ಅಂದಾಜು ಪರಿಹಾರ
தோராயமான பிரச்சனை,ಅಂದಾಜು ಸಮಸ್ಯೆ
தோராயமான சொத்து,ಅಂದಾಜು ಆಸ್ತಿ
திறன் சோதனை,ಯೋಗ್ಯತಾ ಪರೀಕ್ಷೆ
ஆர்கான் வரைபடம்,ಆರ್ಗಾನ್ ರೇಖಾಚಿತ್ರ
தன்னார்வ,ಸ್ವಯಂಪ್ರೇರಿತ
"சீரற்ற, சீரற்ற","ಯಾದೃಚ್ಛಿಕ, ಯಾದೃಚ್ಛಿಕ"
தன்னிச்சையான மாறிலி,ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ
இலவச உறுப்பு,ಉಚಿತ ಅಂಶ
தன்னிச்சையான புள்ளி,ಅನಿಯಂತ್ರಿತ ಬಿಂದು
ஆர்க்கிமிடின் சட்டம்,ಆರ್ಕಿಮಿಡೀಸ್ ಕಾನೂನು
ஆர்க்கிமிடிஸ் சட்டம்,ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು
"வில்-நீளம், வில்-நீளம்","ಚಾಪ-ಉದ್ದ, ಚಾಪ-ಉದ್ದ"
வட்ட வில்,ವೃತ್ತದ ಚಾಪ
தலைகீழ் சைன் விநியோகம்,ವಿಲೋಮ ಸೈನ್ ವಿತರಣೆ
தலைகீழ் சைன் மாற்றம்,ವಿಲೋಮ ಸೈನ್ ಪರಿವರ್ತನೆ
"பகுதி, பகுதி","ಪ್ರದೇಶ, ಪ್ರದೇಶ"
பிராந்திய கட்டமைப்பு,ಪ್ರಾದೇಶಿಕ ಸಂರಚನೆ
ஒரு கலப்பு எண்ணின் கோணம்,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಕೋನ
எண்கணித சராசரி,ಅಂಕಗಣಿತದ ಸರಾಸರಿ
டிஜிட்டல் செயல்பாடு,ಡಿಜಿಟಲ್ ಕಾರ್ಯಾಚರಣೆ
டிஜிட்டல் அலகு,ಡಿಜಿಟಲ್ ಘಟಕ
"கட்டமைப்பு, ஏற்பாடு","ಸಂರಚನೆ, ವ್ಯವಸ್ಥೆ"
"வரிசை, வரிசை","ವ್ಯೂಹ, ವ್ಯೂಹ"
செயற்கை செயற்கைக்கோள்,ಕೃತಕ ಉಪಗ್ರಹ
செயற்கை மாறி,ಕೃತಕ ವೇರಿಯಬಲ್
ஏறுவதற்கு,ಏರಲು
ஏறுமுகம்,ಆರೋಹಣ
அளவின் ஏறுவரிசை,ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ
ஏறும் தரம்,ಆರೋಹಣ ದರ್ಜೆ
அசெம்பிளர் மொழி,ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ
"ஒதுக்கீட்டுச் சிக்கல் ஒதுக்கீட்டுக் கேள்வி,",ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ನಿಯೋಜನೆ ಪ್ರಶ್ನೆ
துணை விதி,ಸಹಾಯಕ ನಿಯಮ
ஆபரேட்டர்களின் துணை விதி,ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ನಿಯಮ
துணை செயல்பாடு,ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ
தோழமை,ಒಡನಾಟ
சராசரியாக கருதப்படுகிறது,ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ
நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது,ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ
"கற்பனை செய்து, ஒப்புக்கொண்ட,","ಕಲ್ಪಿಸಿಕೊಂಡ, ಒಪ್ಪಿಕೊಂಡ"
ஜோதிடம்,ಜ್ಯೋತಿಷ್ಯ
"விண்வெளி பொறியாளர் விண்வெளி பொறியாளர்,",ಗಗನಯಾತ್ರಿ ಎಂಜಿನಿಯರ್ ಬಾಹ್ಯಾಕಾಶ ಎಂಜಿನಿಯರ್
வானியலாளர்*,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ*
வானியல் கடிகாரம்,ಖಗೋಳ ಗಡಿಯಾರ
வானியல்,ಖಗೋಳಶಾಸ್ತ್ರ
சமச்சீரற்ற வளைவு,ಅಸಮಪಾರ್ಶ್ವದ ಕರ್ವ್
சமச்சீரற்ற தன்மை,ಅಸಿಮ್ಮೆಟ್ರಿ
அறிகுறியற்ற,ಲಕ್ಷಣರಹಿತ
மோசமாக்கும்,ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ
முற்போக்கான மதிப்பீட்டாளர்,ಪ್ರಗತಿಪರ ಅಂದಾಜುಗಾರ
பிற்போக்கு சார்பு மதிப்பீட்டாளர்,ಹಿಮ್ಮುಖ ಪಕ್ಷಪಾತದ ಅಂದಾಜುಗಾರ
பிற்போக்கு நடத்தை,ಹಿಮ್ಮುಖ ನಡವಳಿಕೆ
தீவிர விநியோக செயல்பாடு,ಆಕ್ರಮಣಕಾರಿ ವಿತರಣಾ ಕಾರ್ಯ
மேல்நோக்கி பரவியது,ಮೇಲ್ಮುಖವಾಗಿ ಹರಡಿತು
வளிமண்டல அழுத்தம்,ವಾತಾವರಣದ ಒತ್ತಡ
"தற்செயலாக,",ಯಾದೃಚ್ಛಿಕವಾಗಿ
சொத்து*,ಆಸ್ತಿ*
பண்பு-மாதிரி-பொறிமுறை,ಗುಣಲಕ್ಷಣ-ಮಾದರಿ-ಯಾಂತ್ರಿಕತೆ
ஆக்மென்ட் மேட்ரிக்ஸ்,ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
தன்னியக்க தொடர்பு குணகம்,ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ
தன்னியக்க தொடர்பு செயல்பாடு,ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ
இணை மாறுபாடு,ಸಹವರ್ತಿತ್ವ
தானியங்கி கணினி,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್
தன்னியக்க பின்னடைவு,ಸ್ವಯಂ ಹಿನ್ನಡೆ
துணை சமன்பாடு,ಸಹಾಯಕ ಸಮೀಕರಣ
சராசரி மாதிரி எண் வளைவு (MPC வளைவு),ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (MPC ಕರ್ವ್)
"கோட்பாடு, கோட்பாடு","ಮೂಲತತ್ವ, ಮೂಲತತ್ವ"
கோட்பாடு அணுகுமுறை,ಮೂಲತತ್ವ ವಿಧಾನ
நிகழ்தகவு கோட்பாடு,ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ
அச்சு,ಅಕ್ಷರೇಖೆ
புஜக்ஷா,ಭುಜಾಕ್ಷ
பூமி அச்சு,ಭೂಮಿಯ ಅಕ್ಷ
சுழற்சி அச்சு,ತಿರುಗುವ ಅಕ್ಷ
சுழற்சி அச்சு,ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ
சுழல் அச்சு,ಸ್ಪಿನ್ ಅಕ್ಷ
பிந்தைய மாற்று,ಪೋಸ್ಟ್ ಬದಲಿ
பின்னர்,ನಂತರ
பின் செருகும் சூத்திரம்,ಹಿಂದಿನ ಅಳವಡಿಕೆ ಸೂತ್ರ
"சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை","ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ"
சீரான வடிவமைப்பு,ಸಮತೋಲಿತ ವಿನ್ಯಾಸ
இருப்பு தாள்,ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
ஏவுகணை,ಕ್ಷಿಪಣಿ
"பந்துவீச்சு, ஆயுதம்","ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ"
"நெடுவரிசை, பட்டை, கோப், பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, வரி, வரி, சோதனை வரி, விளிம்பு","ಕಾಲಮ್, ಬಾರ್, ಕಾಬ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಲೈನ್, ಲೈನ್, ಟೆಸ್ಟ್ ಲೈನ್, ಎಡ್ಜ್"
"அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை","ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್"
அடிப்படை கோணம்,ಮೂಲ ಕೋನ
"மடக்கையின் அடிப்படை, மடக்கையின் அடிப்படை","ಲಾಗರಿಥಮ್ನ ಆಧಾರ, ಲಾಗರಿಥಮ್ನ ಆಧಾರ"
"அடிப்படை, அடிப்படை,","ಮೂಲಭೂತ, ಮೂಲಭೂತ"
அடிப்படை ஒத்திசைவான தீர்வு,ಮೂಲ ಸುಸಂಬದ್ಧ ಪರಿಹಾರ
அடிப்படை தீர்வு,ಮೂಲ ಪರಿಹಾರ
அடிப்படை மாறி,ಮೂಲ ವೇರಿಯಬಲ್
அடித்தளம்,ಬೇಸ್
அடிப்படை உறுப்பு,ಮೂಲ ಅಂಶ
அடிப்படை அணி,ಮೂಲ ಮ್ಯಾಟ್ರಿಕ್ಸ್
திசையன் இடத்தின் அடிப்படை,ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ
துணை மக்கள்தொகை அடிப்படையில்,ಉಪಜನಸಂಖ್ಯೆಯ ಆಧಾರ
நேர்மையற்ற,ನಿರ್ಲಜ್ಜ
bez-விதி,ಬೆಜ್-ನಿಯಮ
bez-theorem,ಬೆಜ್-ಪ್ರಮೇಯ
பெர்னோலி-விநியோகம்,ಬರ್ನೌಲಿ-ವಿತರಣೆ
பெர்னோலி எண்கள்,ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆಗಳು
பெர்னோலி நிகழ்தகவு செயல்பாடு,ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
பெர்னோலி-சமன்பாடு,ಬರ್ನೌಲ್ಲಿ-ಸಮೀಕರಣ
பெர்ரி செயல்பாடு,ಬೆರ್ರಿ ಕಾರ್ಯ
சிறந்த ஒட்டுதல்,ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವಿಕೆ
சிறந்த ஒட்டுதல் வரி,ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವ ರೇಖೆ
சிறந்த தீர்வு,ಉತ್ತಮ ಪರಿಹಾರ
சிறந்த குறிப்புகள்,ಅತ್ಯುತ್ತಮ ಸಲಹೆಗಳು
பீட்டா விநியோகம்,ಬೀಟಾ ವಿತರಣೆ
"சார்பு, சார்பு","ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ"
பாரபட்சமான மதிப்பீடு,ಪಕ್ಷಪಾತದ ಮೌಲ್ಯಮಾಪನ
ஈருறுப்புச் சமன்பாடு,ದ್ವಿಪದ ಸಮೀಕರಣ
ஒற்றை கவர்,ಒಂದೇ ಕವರ್
ஒற்றை அட்டை வரைபடம்,ಒಂದೇ ಕವರ್ ನಕ್ಷೆ
ஒற்றை அட்டை மேப்பிங்,ಏಕ ಕವರ್ ಮ್ಯಾಪಿಂಗ್
இருபடி இருபடி,ಚತುರ್ಭುಜ ಚತುರ್ಭುಜ
இருமுனை செயல்பாடு,ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ
பைலினியர் ஹெர்மிடியன் ஒருமைப்பாடு,ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ಏಕರೂಪತೆ
"இருமாறு, இருமை, இரட்டை","ದ್ವಿ-ವೇರಿಯಬಲ್, ಬೈನರಿ, ಡ್ಯುಯಲ್"
"பைனரி குறியீடு, பைனரி குறியீடு","ಬೈನರಿ ಕೋಡ್, ಬೈನರಿ ಕೋಡ್"
"பைனரி குறியிடப்பட்ட தசம, பைனரி குறியிடப்பட்ட தசம","ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ, ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ"
பைனரி குறியாக்கம்,ಬೈನರಿ ಎನ್ಕೋಡಿಂಗ್
பைனரி கணினி,ಬೈನರಿ ಕಂಪ್ಯೂಟರ್
பைனரி எண்கள்,ಬೈನರಿ ಸಂಖ್ಯೆಗಳು
பைனரி செயல்பாடு,ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ
பைனரி முறை,ಬೈನರಿ ವಿಧಾನ
பைனரி மாறி,ಬೈನರಿ ವೇರಿಯಬಲ್
ஈருறுப்புக் குணகம்,ದ್ವಿಪದ ಗುಣಾಂಕ
இருவகைப் பரவல்,ದ್ವಿಪದ ವಿತರಣೆ
ஈருறுப்புச் சமன்பாடு,ದ್ವಿಪದ ಸಮೀಕರಣ
இருவகை மாறுபாடு,ದ್ವಿಪದ ವ್ಯತ್ಯಾಸ
இருமொழி வெளிப்பாடு,ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ
ஈருறுப்பு சீரற்ற மாறி,ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
ஈருறுப்பு தேற்றம்,ದ್ವಿಪದ ಪ್ರಮೇಯ
"பாதி, பிளவு","ಅರ್ಧ, ಕವಲೊಡೆಯುವಿಕೆ"
"இரு பிரிவு முறை, அரைப்பிரிவு முறை","ಬೈಸೆಕ್ಟ್ ವಿಧಾನ, ಸೆಮಿಡಿವಿಷನ್ ವಿಧಾನ"
அரை இருசமவெட்டி,ಅರ್ಧ ದ್ವಿಭಾಜಕ
இருவகை,"ದ್ವಿಪದ, ದ್ವಿಪದ"
"ட்வயங்க் (பைனரி எண்), அனி, பர்மிஸ், துக்","ದ್ವಯಾಂಕ್ (ದ್ವಿಮಾನ ಸಂಖ್ಯೆ), ಅನಿ, ಬರ್ಮೀಸ್, ತುಕ್"
ஈருறுப்பு இருவகைப் பரவல் இருவகை,ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ ದ್ವಿಪದ
இருவகை தொடர்பு குணகம்,ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
இருவகை விநியோகம்,ದ್ವಿಗುಣ ವಿತರಣೆ
இருவகை இயல்பான-விநியோகம்,ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ-ವಿತರಣೆ
பைவெக்டர்,ಬೈವೆಕ್ಟರ್
போல்ட்மேன் சமன்பாடு,ಬೋಲ್ಟ್‌ಮನ್ ಸಮೀಕರಣ
பூலியன் இயற்கணிதம்*,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ*
போஸ்-ஐன்ஸ்டீன் புள்ளிவிவரங்கள்,ಬೋಸ್-ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು
வரம்பு கட்டுப்பாடுகள்,ಮಿತಿ ನಿರ್ಬಂಧಗಳು
எல்லை நிலை,ಗಡಿ ಮಟ್ಟ
எல்லைக் கோடு,ಗಡಿ ರೇಖೆ
வரம்பு மதிப்பு,ಮಿತಿ ಮೌಲ್ಯ
எல்லை மதிப்பு பிரச்சனை,ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ
"எல்லைக்குட்பட்ட செயல்பாடு எல்லைக்குட்பட்ட பழம்,",ಪರಿಮಿತಿ ಕಾರ್ಯ ಸೀಮಿತ ಹಣ್ಣು
