Odiya,English
"1. ପରିଚାଳକ, 2 ନିୟନ୍ତ୍ରକ",administrator
ଆଡୋବ ଆକ୍ରୋବାଟ୍ |,adobe acrobat
ଆଡୋବ ଫଟୋସପ୍ |,adobe photoshop
ABAP (ଉନ୍ନତ ବ୍ୟବସାୟ ପ୍ରୋଗ୍ରାମିଂ),Advance Business Application Programming (ABAP)
"1. ଉନ୍ନତ ତଥ୍ୟ, ୨। ଉନ୍ନତ ତଥ୍ୟ",advanced data
ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |,advanced information system
ଉନ୍ନତ ଜ୍ଞାନକ Technology ଶଳ (AT),advanced technology (AT)
କାର୍ଯ୍ୟ,agent
ଏକୀକରଣ,aggregation
ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,airborne computer system
aldus page-make,aldus page maker
ଆଲର୍ଟ ବାକ୍ସ,alert box
algol (କମ୍ପ୍ୟୁଟର ଭାଷା),algol
"1. ଆଲଗୋରିଦମ, ୨ ଆଲଗୋରିଦମ |",algorithm
"1. ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ, ୨। ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |",algorithm analysis
ଆଲଗୋରିଦମ ଦକ୍ଷତା |,algorithm efficiency
"1. ଏଲିୟସ୍, ୨ ଡାକନାମ, 3 ଆକା",alias
ଶ୍ରେଣୀବଦ୍ଧତା |,alignment
"1. ବଣ୍ଟନ, ୨ ଆବଣ୍ଟନ",allocation
"1. ବର୍ଣ୍ଣାନୁକ୍ରମିକ, ୨ ବର୍ଣ୍ଣାନୁକ୍ରମିକ କ୍ରମ |",alphabetic
ବର୍ଣ୍ଣମାଳା,alphanumeric
"1. ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍, 2 ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |",alphanumeric key board
ଆଲଫା-ପରୀକ୍ଷା (ପ୍ରଥମ ସ୍ତର ପରୀକ୍ଷା),alpha-test
"1. ଆଲଫା ସଂସ୍କରଣ, ୨ ଆଲଫା ଫର୍ମ |",alpha-version
alt କି,alt key
altavista,altavista
ବହୁଗୁଣ,ambiguity
ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ,ambiguous grammar
ଆମେରିକୀୟ ନ୍ୟାସନାଲ ଷ୍ଟାଣ୍ଡିସ୍ ଇନଷ୍ଟିଚ୍ୟୁଟ୍ (ANSI),American National Standards Institute (ANSI)
ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କଟ୍ (ascii),American Standard Code For Information Interchange (ASCII)
"1. ଅନୁରୂପ, 2 analog",analog
"1. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର, 2. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |",analog computer
"1. ଆନାଗଲ୍ ଡିଭାଇସ୍, 2 analog ଉପକରଣ",analog device
"1. ଆନାଗଲ୍ ମୋଡେମ୍, ୨ ଆନାଗଲ୍ ମୋଡେମ୍ |",analog modem
ଡିଜିଟାଲ୍ କନଭର୍ଟର ସହିତ ଅନୁରୂପ |,Analog To Digital Converter (ADC)
ଶେଷ (ଡିଜିଟାଲ୍ / ବିମାନ ତର୍କ &#39;ଏବଂ&#39; ବ୍ୟବହୃତ),AND
ଶେଷ ସର୍କିଟ |,AND circuit
ଶେଷ ଫାଟକ ଏବଂ ଫାଟକ |,AND gate
ଶେଷ ନୁହେଁ ଅପରେସନ୍ (ବହିଷ୍କାର),AND not operation (Exclusion)
"1. ଆନିମେସନ୍, 2. କମ୍ପନ |",animation
ଧ୍ୟାନ ଦିଅନ୍ତୁ,annotation
ଅସଙ୍ଗତି |,anomaly
ପୂର୍ବ,antecedent
ଆଶାକର୍ମୀ ପେଜିଂ |,anticipatory paging
କାଉଣ୍ଟର-ସିମେଟ୍ରିକ୍ |,anti-symmetric
ଆଣ୍ଟିଭାଇରାଲ୍ ପ୍ରୋଗ୍ରାମ୍ |,antivirus program
"1. ଆପଲେଟ୍, 2 ପ୍ରୟୋଗ",applet
ପ୍ରୟୋଗ ବିକାଶକାରୀ |,application developer
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ,application programming
"1. ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍, 2 ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API)",application programming interface (API)
ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍,application software
ପ୍ରୟୋଗ ଭାଷା,applicative language
ଆନୁମାନିକ ନୀତି,approximation theory
ଗଠନ,architecture
କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର,area transfer
"1. ପାରାମିଟର, ସ୍ independent ାଧୀନ ଭେରିଏବଲ୍, 2. କୋଣ",argument
"1. ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ, ୨। ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |",arithmatic and logic unit
ଗାଣିତିକ ଯାଞ୍ଚ |,arithmatic check
ଗାଣିତିକ ସ୍ଥିର |,arithmatic constant
ଗାଣିତିକ ତଥ୍ୟ,arithmatic data
ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ,arithmatical instruction
ଗାଣିତିକ ଏବଂ ଲଜିକାଲ୍ ୟୁନିଟ୍ (ALU),arithmetic and logic unit (ALU)
ARPA ନେଟ (RPNet),ARPANET
ଆରେ,array
"1. ଆରେ କ୍ୟାଚ୍, 2 ଆରେ ଗତି, 3 ଆରେ ମେମୋରୀ",array cache
ଆରେ କମ୍ପ୍ୟୁଟର |,array computer
ଆରେ ଉପାଦାନ |,array element
ଆରେ ନାମ,array name
ଆରେ ସଞ୍ଚାଳକ,array processor
ତୀର କି,arrow keys
ଚୁକ୍ତି,articulation
ଜଙ୍କସନ୍ ପଏଣ୍ଟ |,articulation point
କୃତ୍ରିମ ସଙ୍କୋଚନ |,artificial compaction
କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |,artificial control
କୃତ୍ରିମ ଅର୍ଥ |,artificial intelligence
ଆରୋହଣ,ascender
ଆରୋହଣ କ୍ରମ,ascending sort
ascii ବର୍ଣ୍ଣମାଳା |,ASCII betical order
ascii ନିୟନ୍ତ୍ରଣ ପ୍ରତୀକ |,ASCII control character
ascii ଫାଇଲ୍ |,ASCII file
ascii ଫଣ୍ଟ,ASCII font
ASCII ସ୍ଥାନାନ୍ତର |,ASCII transfer
ଆନୁମାନିକ ଅନୁପାତ,aspect ratio
"1. ଆସ୍ପି, ୨ ASPI",ASPI
ଏକ S R କାଲାଡ୍ |,ASR timer
"1. ସ୍ମରଣ, ୨ ଏକତ୍ରିତ, 3 ଏକତ୍ର ହେବା",assemble
"1. ଏକତ୍ରକାରୀ, 2 ସ୍ମରଣୀୟ",assembler
"1. ଏକତ୍ର ହେବା, 2 ସ୍ମରଣ",assembly
"1. ସ୍ମୃତି ଭାଷା, ୨। ଭାଷା ଏକତ୍ର କରିବା |",assembly language
ନିଷ୍ଠା,assertion
"1. ନିର୍ଦ୍ଦିଷ୍ଟ କାର୍ଯ୍ୟ, 2 ଆବଣ୍ଟନ",assignment
ସାଥୀତା,association
ସହଯୋଗୀ ଠିକଣା,associative address
"1. ଆସୋସିଏଟିଭ୍ ମେମୋରୀ, 2 ସହଯୋଗୀ ସ୍ମୃତି",associative memory
ନକ୍ଷତ୍ର (* ଚିହ୍ନ),asteric
ଅସୀମିତ |,asymmetric
"1. ଅସନ୍ତୁଳିତ, 2 ଅସନ୍ତୁଳିତ |",asynchronous
ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL),asynchronous Digital Subscriber Line (ADSL)
ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM),asynchronous Time Division Multiplexing (ATDM)
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |,asynchronous transfer
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍),asynchronous Transfer Mode (ATM)
"1. ପରମାଣୁ, ୨ ପରମାନ",atom
ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |,attached document
"1. ସଂଲଗ୍ନ ଫାଇଲ୍ / ମିସାଇଲ୍, 2 ସଂଲଗ୍ନ ଫାଇଲ୍ |",attached file
"1. ଆବଦ୍ଧ, 2 ଅନୁବନ୍ଧିତ",attachment
"1. ଗୁଣ, 2 ବିଶେଷତା",attribute
ଶ୍ରବଣଯୋଗ୍ୟ |,audio
"1. ଅଡିଟ୍ ପ୍ରୋଗ୍ରାମିଂ, 2 ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |",audit programming
ଖାତା ଯାଞ୍ଚ |,audit trail
ପଦୋନ୍ନତି,augmentation
ପ୍ରମାଣପତ୍ର ପ୍ରୋଟୋକଲ୍ |,authentication protocol
ଲେଖକ ପଦ୍ଧତି,authoring system
"1. ପ୍ରାଧିକରଣ, ୨ ପ୍ରାଧିକରଣ, 3 ଟ୍ରିବ୍ୟୁନାଲ",authorization
ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |,auto abstract
"1. ଅଟୋ ବୁଟିଙ୍ଗ୍, 2 ସେଲ୍ ବୁଟ୍",autobooting
ଅଟୋକ୍ୟାଡ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା),autocad
ଅଟୋ ଲଗ୍ ଅନ୍ |,autolog on
ଅଟୋମେଟା |,automata
ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |,automata theory
ସ୍ୱୟଂଚାଳିତ ଗଣନା,automatic computing
ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,automatic data processing
ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |,automatic error correction
ଅଟୋ ଫଙ୍କସନ୍,automatic function
"1. ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ, 2 ସ୍ୱୟଂଚାଳିତ ତାଲିକା |",automatic indexing
ଅଟୋ-ସଂଗ୍ରହ କଲ୍ |,automatic library call
"1. ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ, 2 ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |",automatic programming
"1. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ, 2. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |",automatic recovery program
ଅଟୋ ରୁଟିନ୍ |,automatic routine
ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର,automatic system recovery
"1. ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍), ୨ | ଆତ୍ମ ପ୍ରତ୍ୟାହାର ପାଇଁ ବ୍ୟାଙ୍କ ଏଟିଏମ୍ |",automatic teller machine (ATM)
ସ୍ୱୟଂଚାଳିତ,automation
"1. ଅଟୋପ୍ଲେ, 2 ଅଟୋ ଚାଲିବା |",autoplay
କଣ୍ଠଦାନ,autosave
ସହକାରୀ,auxiliary
ସହାୟକ ସ୍ମୃତି,auxiliary memory
ସହାୟକ ଷ୍ଟୋରେଜ୍,auxiliary storage
ଉପଲବ୍ଧ ତାଲିକା |,available list
ଉପଲବ୍ଧ ସମୟ |,available time
ହାରାହାରି,average
AWK (ଏକ କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ),awk (language)
ପରେ,backend
ପୋଷ୍ଟ ପ୍ରୋସେସର୍ |,backend processor
ପରବର୍ତ୍ତୀ କାର୍ଯ୍ୟ ବିଲୋପ |,backface removal
ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |,background processing
ଆନୁଷଙ୍ଗିକ ଷ୍ଟୋରଗୁଡିକ |,backing store
ପଛ ପ୍ୟାଚିଂ |,backpatching
"1. ପଶ୍ଚିମ, ୨ ବ୍ୟାକସ୍ପେସ୍ |",backspace
ବ୍ୟାକଟ୍ରାକ୍,backtracking
"1. ବ୍ୟାକ୍ ଅପ୍, 2 ପରିଶୋଧ",back-up
"1. ସଂପୃକ୍ତ ସ୍ମୃତି, ୨। ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |",back-up memory
ପଛ ତ୍ରୁଟି ସଂଶୋଧନ |,backward error recovery
(ଆୟ-ବ୍ୟୟ) ବାଲାନ୍ସ ସିଟ୍ |,balance sheet
ବ୍ୟାଣ୍ଡେଜ୍ |,band
"1. ବ୍ୟାଣ୍ଡ ଓସାର, 2 ବ୍ୟାଣ୍ଡୱିଡଥ୍ / ସାମର୍ଥ୍ୟ |",band width
ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |,banker's algorithm
"1. ବାର୍ କୋଡ୍, 2 ବାର୍ କୋଡ୍",bar code
ବାରକୋଡ୍ ସ୍କାନର୍ |,bar code scanner
ବାର୍ ଗ୍ରାଫ୍ |,bar graph
ମୂଳ ଠିକଣା,base address
ବେସ୍ ବ୍ୟାଣ୍ଡ |,base band
ଆଧାର ସଂଖ୍ୟା,base number
ଆଧାର ଟେବୁଲ୍ |,base table
ବେସିକ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା),BASIC
"1. ମ Basic ଳିକ ନିୟନ୍ତ୍ରଣ, ୨। ଆଧାର ନିୟନ୍ତ୍ରଣ |",basic control
"1. ମୂଳ ବିନିଯୋଗ, ୨। ମୂଳ ବିନିଯୋଗ |",basic input
ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ,basic instruction
ମୂଳ ସମସ୍ୟା |,basic output
ମ basic ଳିକ ପର୍ଯ୍ୟାୟ |,basic step
"1. ବ୍ୟାଚ୍, ୨ ଗୋଷ୍ଠୀ, 3 ବିପର୍ଯ୍ୟୟ |",batch
"1. ବ୍ୟାଚ୍ ଫାଇଲ୍, 2 ବ୍ୟାଚ୍ ଫାଇଲ୍ |",batch file
ବ୍ୟାଚ୍ ସ୍ଥିତି,batch position
"1. ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ, 2 ଗୋଷ୍ଠୀ ପ୍ରକ୍ରିୟାକରଣ |",batch processing
"1. ବ୍ୟାଚ୍ ସିଷ୍ଟମ୍, 2 କାଟାପଲ୍ଟ ସିଷ୍ଟମ୍ |",batch system
baud,baud
ବାଉଡ୍ ହାର,baud rate
ବିମ୍ ବିମ୍ |,beam
"1. ନିର୍ଦ୍ଦେଶାବଳୀ, ୨ ବ୍ୟାଚ୍ ମାର୍କ",benchmark
ଦ୍ୱି-ଦିଗୀୟ ଯୋଗାଯୋଗ |,bidirectional communication
ସିଧାସଳଖ ଲିଙ୍କ୍ |,bidirectional link
ବାଇନାରୀ କୋଡ୍ |,binary code
ବାଇନାରୀ ସଂଖ୍ୟା,binary digit
ବାଇନାରୀ ନିବେଶ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ (BIOS),binary Input output system (BIOS)
ବାଇନାରୀ ସଂଖ୍ୟା,binary number
ବାଇନାରୀ ଅପରେଟର୍ |,binary operator
ବାଇନାରୀ ସମ୍ପର୍କ |,binary relation
ବାଇନାରୀ ସନ୍ଧାନ |,binary search
ବାଇନାରୀ ଏକ୍ସପ୍ଲୋର୍ସନ୍ ଟ୍ରି (BST),binary search tree (BST)
"1. ବାଇନାରୀ ସ୍ଥାନାନ୍ତର ବୃକ୍ଷ, 2 ବାଇନାରୀ ସ୍ଥାନାନ୍ତର |",binary transfer
ବାଇନାରୀ ଗଛ |,binary tree
"1. ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି, ୨। ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି",bipolar memory
"1. ଜନ୍ମ ଏବଂ ମୃତ୍ୟୁ ମଡେଲ୍, ୨। ଜନ୍ମ ମୃତ୍ୟୁ ମଡେଲ |",birth death model
ଜନ୍ମ ମୃତ୍ୟୁ ପ୍ରକ୍ରିୟା |,birth death process
"1. ଡୁକ୍, ୨ ବିଟ୍",bit
ବିଟ୍ ଦୋଷ |,bit fault
ବିଟ୍ ମାନଚିତ୍ର,bit map
"1. ବିଟ୍, 2 ମାନଚିତ୍ର, 3 ପିକ୍ସେଲ (BMP)",bit map pixel (BMP)
"1. ବିଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ, 2 ବିଟ୍ ଟେବୁଲ୍ |",bit matrix
ବିଟ୍ ପ୍ୟାଟର୍ |,bit pattern
ବିଟ୍ ସ୍ଥିତି |,bit position
"1. ବିଟ୍ ହାର, ୨ ବିଟ୍ ହାର",bit rate
ଦୃଷ୍ଟିହୀନ ପରୀକ୍ଷା |,black box testing
ଶିମର୍,blinking
ବ୍ଲକ,block
"1. କ୍ୟାଚ୍ ଅବରୋଧ କରନ୍ତୁ, 2. କ୍ୟାଚ୍ / ଖଣ୍ଡ ମେମୋରୀକୁ ଅବରୋଧ କରନ୍ତୁ |",block cache
ଅନୁସନ୍ଧାନକୁ ଅବରୋଧ କରନ୍ତୁ |,block check
ଭଲ୍ୟୁମ୍ କପି,block copy
ବ୍ଲକ ଚିତ୍ର,block diagram
"1. ଅବରୋଧିତ ନେଟୱାର୍କ, 2. ଅବରୋଧିତ ନେଟୱାର୍କ |",blocking network
ବୋର୍ଡ |,board
ପୃଷ୍ଠା ସ୍ମୃତି,book mark
ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |,boolean algebra
ବୁଲିଅନ୍ ସମ୍ପର୍କ |,boolean relation
ବୁଟ ବିଭାଜନ,boot partition
ବୁଟ ଷ୍ଟ୍ରାପିଂ,boot strapping
1. ବୁଟଷ୍ଟ୍ରାପ୍ ଲୋଡର୍ |,boot-strap loader
"1. ବ୍ରିଜ୍, 2. ବ୍ରିଜ୍",bridge
ବ୍ରଡବ୍ୟାଣ୍ଡ ନେଟୱାର୍କ |,broadband networking
ପ୍ରସାରଣ,broadcast
ରେଡିଓ ପ୍ରସାରଣ |,broadcast radio
(ନେଟ୍) ଭିନ୍ନତା |,browse
(ନେଟ୍) ଭିକାର୍ |,browser
ବି-ଟ୍ରୁ |,B-Tree
"1. ବବୁଲ୍ ମେମୋରୀ, 2. ବବୁଲ୍ ମେମୋରୀ |",bubble memory
ବବୁଲ୍ ସର୍ଟ୍ |,bubble sort
"1. ବକେଟ୍, 2. ବକେଟ୍",bucket
"1. ଭ୍ରାତୃତ୍ୱ ବ୍ୟବସ୍ଥା, 2. ବିଗ୍ ସିଷ୍ଟମ୍ |",buddy system
ପ୍ରଭାବଶାଳୀ ବଜେଟ୍ ନିୟନ୍ତ୍ରଣ |,budget effective control
ବଫର୍,buffer
ଅଭାବ,bug
ଯଥେଷ୍ଟ,bus
"1. ଅଷ୍ଟା ଭିଆଙ୍କ, ୨ ବିଟ୍ (ଆଠ ବିଟ୍)",byte
ବାଇଟ୍ କୋଡ୍ |,byte code
C (କମ୍ପ୍ୟୁଟର ଭାଷା),c
"1.C ପ୍ଲସ୍ ପ୍ଲସ୍, 2.C ++ (କମ୍ପ୍ୟୁଟର ଭାଷା)",C++
"1. କ୍ୟାଶ୍, 2 ଦ୍ରୁତ, 3. ଜଳଖିଆ |",cache
"1. କ୍ୟାଚ୍ ବଫର୍, 2. ମେମୋରୀ ବଫର୍ |",cache buffer
"1. କ୍ୟାଚ୍ ମେମୋରୀ, 2. କ୍ୟାଚ୍ ମେମୋରୀ, 3.ଫାଷ୍ଟ ମେମୋରୀ |",cache memory
ଗଣନା,calculation
"1. କାଲକୁଲେଟର, 2. କାଲକୁଲେଟର",calculator
"1. କାଲକୁଲେଟର ଚିପ୍, 2 କାଲକୁଲେଟର ଚିପ୍",calculator chip
ଆହ୍ୱାନ କରନ୍ତୁ |,call
ନାମ କଲ୍,call by name
ରେଫରେନ୍ସ କଲ୍,call by reference
ସମ୍ମାନ କଲ୍,call by value
ଭେରିଏବଲ୍ କଲ୍,call by variables
ନିମନ୍ତ୍ରଣ ଫାଟକ |,call gate
"1. ବାତିଲ୍, 2. ବାତିଲ୍",cancel
ପ୍ରତ୍ୟାହାର ବଟନ୍ |,cancel button
"1. ନିର୍ଦ୍ଦିଷ୍ଟ, 2 କାନୋନିକାଲ୍ |",canonical
କାନୋନିକାଲ୍ ଫର୍ମ |,canonical form
ଦକ୍ଷତା,capability
କ୍ଷମତା ତାଲିକା |,capability list
"1. ସାମର୍ଥ୍ୟ, 2 ଧରିବା",capacity
କ୍ୟାପ୍ ଲକ୍ କୀ |,caps lock key
"1. କାର୍ଡ, 2 ସିଟ୍ |",card
କାର୍ଡ ରିଡର୍ |,card reader
ପ୍ରସିଦ୍ଧି,cardinality
ବାହକ,carrier
ବାହକ ବ୍ୟାଣ୍ଡ |,carrier band
ବାହକ ଭାର,carrier load
ବାହକ ସଙ୍କେତ,carrier signal
ବାହକ ତରଙ୍ଗ |,carrier wave
ହାସଲ ହୋଇଛି |,carry
ସ୍କୋର ହାସଲ ହୋଇଛି |,carry digit
ପତାକା ହାସଲ କରିଛି |,carry flag
"1. କାର୍ଟ୍ରିଜ୍ ଡିସ୍କ, 2. କାର୍ଟ୍ରିଜ୍ ଡିସ୍କ |",cartridge disk
"1. କ୍ୟାସକେଡ୍, 2. କ୍ୟାସକେଡ୍ |",cascade
ମାମଲା,case
କ୍ୟାଥୋଡ୍-ରେ-ଟ୍ୟୁବ୍ (CRT),cathod ray tube (CRT)
କ୍ୟାଥୋଡ୍ ରାଇ ଟ୍ୟୁବ୍ (CRT) କ୍ୟାଥୋଡ୍ ରାଇ ଟ୍ୟୁବ୍ |,cathode ray tube (CRT)
ସିଡି ରୋମ୍ ଡିସ୍କ ଡ୍ରାଇଭ୍ |,CD ROM disk drive
କକ୍ଷ,cell
ସେଲ୍ ଆନିମେସନ୍ |,cell animation
ସେଲୁଲାର୍ ଫୋନ୍ |,cellular phone
"1. କେନ୍ଦ୍ରୀୟ ସ୍ମୃତି, ୨। କେନ୍ଦ୍ରୀୟ ସ୍ମୃତି",central memory
କେନ୍ଦ୍ରୀୟ ପ୍ରକ୍ରିୟାକରଣ ୟୁନିଟ୍ (CPU),central processing unit (CPU)
