English,Bengali
Centre frequency,মধ্য ফ্রিকোয়েন্সি
Centre tapped transformer,মাঝারি নিষ্কাশন ট্রান্সফরমার
Ceramic,"সিরামিক, কাদামাটি"
Ceramic filler,সিরামিক ফিলার
Ceramic filter,সিরামিক ফিল্টার
Ceramic material,সিরামিক উপাদান
Ceramic resonator,সিরামিক রেজোনেটর
Ceremic phono pick up,সিরামিক শব্দ রিসিভার
Cerenkov counter,সেরেনকভ ক্যালকুলেটর
Cermet,সরমাত
Chalcogenoid,চ্যালকোজেনাইড
Chalcopyrite,ক্যালকোপিরাইট
Channel,"চ্যানেল, চ্যানেল"
Channel bandwidth,চ্যানেল ব্যান্ড সম্প্রসারণ
Channel encoder,চ্যানেল কোডার
Channel frequency,চ্যানেল ফ্রিকোয়েন্সি
Channel selector,চ্যানেল চরিত্র
Channel separation,চ্যানেল বিচ্ছেদ
Channeling theory,চ্যানেল তত্ত্ব
Character generator,চরিত্র জেনারেটর
Character recognization,চরিত্রের স্বীকৃতি
Characteristic impedance,বৈশিষ্ট্যগত প্রতিবন্ধকতা
Charge carrier,চার্জ ক্যারিয়ার
Charge control parameter,চার্জ নিয়ন্ত্রণ পরামিতি
Charge coupled device,মিলিত ডিভাইস চার্জ
Charge coupled random access memory,চার্জ যুগল র্যান্ডম অ্যাক্সেস মেমরি
Charge density,চার্জ ঘনত্ব
Charge injection device,চার্জ ইনজেকশন ডিভাইস
Charge loss,চার্জ ক্ষতি
Charge pumping,চার্জ পাম্পিং
Charge sensitive amplifier,চার্জ সেন্সিং এমপ্লিফায়ার
Charge storage,চার্জ স্টোরেজ
Charged particle,চার্জিত কণা
Charger,অনুরাগী
Chassis,ফ্রেম
Chebyshev filter,robyshev ফিল্টার
Check sum,মোট চেক
Check up frequency,ফ্রিকোয়েন্সি পরীক্ষা করুন
Chemical bond,রাসায়নিক বন্ধন
Chemical vapour deposition,রাসায়নিক বাষ্প এজাহার
Child lock facility,চাইল্ড লক সুবিধা
Child's law,শিশুর আইন
Chip,চিপ
Chip enable,চিপ সক্রিয়করণ
Choke,দম বন্ধ করা
Choppar,বিরতিহীন
Chopper amplifier,বিরতিহীন পরিবর্ধক
Chopper amplifier,বিরতিহীন পরিবর্ধক
Chopper mode,বিরতিহীন মোড
Chroma amplifier,ক্রোমা পরিবর্ধক
Chromaticity diagram,চরিত্রায়ন চিত্র
Chrominance,পিগমেন্টেশন
Circle diagram,বৃত্ত চিত্র
Circuit,সার্কিট
Circuit analysis,সার্কিট বিশ্লেষণ
Circuit breaker,সার্কিট ব্রেকার
Circuit diagram,বর্তনী চিত্র
Circuit rotation,সার্কিট স্বরলিপি
Circuit switching,সার্কিট বদল
Circular wave guide,বৃত্তাকার তরঙ্গ পথ
Circulating memory,সঞ্চালন স্মৃতি
Clamping circuit,বন্ধন সার্কিট
Clapp oscillator,ক্ল্যাপ অসিলেটর
Class A amplifier,ক্লাস A পরিবর্ধক
"Class A, B, C, D operation",ক্লাস A] B] C] D অপারেশন
Class B amplifier,ক্লাস B পরিবর্ধক
Class C amplifier,ক্লাস সি পরিবর্ধক
Class D amplifier,ক্লাস ডি পরিবর্ধক
Class S system,এস ক্লাস বডি
Clear,"বহিষ্কার, পরিষ্কার"
Clipping,কর্তন
Clipping circuit,শিয়ারিং সার্কিট
Clock,ক্যালাড
Clock frequency,ঘড়ি ফ্রিকোয়েন্সি
Clock pulse generator,ঘড়ির পালস জেনারেটর
Clocked RS flip-flop,কদল আরএস ফ্লিপ ফ্লপ
Closed circuit television,ক্লোজড সার্কিট টেলিভিশন
Closed loop operation,বন্ধ লুপ অপারেশন
Closed-loop gain,বন্ধ লুপ লাভ
CMOS (complementary MOS),পরিপূরক ধাতব সেমিকন্ডাক্টর
CMOS devices,CMOS ডিভাইস
CMRR (common mode rejection ratio),সিএমআরআর (সাধারণ মোড নিরপেক্ষকরণ অনুপাত)
CO2 lasor,CO2 লেজার
Co-axial cable,সমাক্ষ তারের
Co-axial cavity,সমাক্ষ কোটার
Coaxial connector,সমাক্ষ সংযোগকারী
Co-axial connector,"সমাক্ষ সংযোগকারী, সমাক্ষ সংযোগকারী"
Co-axial line,সমাক্ষ রেখা
Co-axial line,সমাক্ষ রেখা
Co-axial wave guide,সমাক্ষ তরঙ্গ পথ
Code conversion,কোড পরিবর্তন
Code converter,কোড পরিবর্তনকারী
CoDEC,"কোডেক, কোডার-ডিকোডার"
Coding (stereo),স্টেরিও কোডিং
Co efficient of coupling,কাপলিং সহগ
Coercive force,নিয়ন্ত্রক শক্তি
Coherent light,সুসঙ্গত আলো
Coil,রাশিফল
Coil winding machine,কয়েল উইন্ডিং মেশিন
Coincidence circuit,কাকতালীয় সার্কিট
Cold cathode tube,গরম ক্যাথোড টিউব
Cold solder point,ঠান্ডা ঢালাই পয়েন্ট
Collector,"সংগ্রাহক, সংগ্রাহক"
Collector current,সংগ্রহ প্রবাহ
Collector dissipation,সংগ্রাহক ক্ষয়
Collector efficiency,সংগ্রাহক দক্ষতা
Collimation lens,সমান্তরাল লেন্স
Color graphics,চরিত্রের খসড়া
Colour burst,রঙ ফেটে যাওয়া
Colour code,"রঙ কোড, অক্ষর কোড"
Colour difference signals,রঙ ডিফারেনশিয়াল সংকেত
Colour killer,প্রতিষেধক
Colour monitor,রঙ মনিটর
Colour production,চরিত্রের প্রজনন
Colour saturation,রঙ স্যাচুরেশন
Colour subcarrier frequency,রঙিন ক্যারিয়ার ফ্রিকোয়েন্সি
Colour syne signal,অ্যাক্রোমেটিক সংকেত
Colour television,রঙিন টেলিভিশন
Colour television system,রঙিন টেলিভিশন বডি
Column speaker,"কলাম স্পিকার, কলামার শব্দ জমাকারী"
Comb filter,"চিরুনি ফিল্টার, চিরুনি ফিল্টার"
Combinational circuit,সংযোগ সার্কিট
Combinational logic,সমন্বিত যুক্তি
Command,আদেশ
Common base amplifier,সাধারণ বেস পরিবর্ধক
Common base configuration,সাধারণ বেস কনফিগারেশন
Common collector amplifier  (= emitter follower),সাধারণ সংগ্রাহক পরিবর্ধক
Common collector configuration,সাধারণ সংগ্রাহক কনফিগারেশন
Common drain amplifier,সাধারণ ক্যাপাসিটিভ পরিবর্ধক
Common emitter amplifier,সাধারণ বিকিরণকারী পরিবর্ধক
Common gate amplifier,সাধারণ গেট পরিবর্ধক
Common ground,ভূতাত্ত্বিক
Common mode signal,সাধারণ মোড সংকেত
Common return,ভর রিটার্ন
Common source amplifier,সাধারণ উৎস পরিবর্ধক
Common-emitter configuration,সাধারণ ইমিটার কনফিগারেশন
Commulator,বাইকনভার্টার
Communication satellite,যোগাযোগ স্যাটেলাইট
Communication system,যোগাযোগ ব্যবস্থা
Community antenna system,সম্প্রদায় অ্যান্টেনা সিস্টেম
Compact disc ROM (cROM),কমপ্যাক্ট সোয়াচ রম (সিডি রম)
Companding,কম্প্রেশন বৈচিত্র্য
Comparador,"কম্প্রেসার, কম্পান্ডার"
Comparator,"comparator, comparator"
Comparator diode,তুলনাকারী ডায়োড
Compatibility,সামঞ্জস্য
Compensated attenuator,ক্ষতিপূরণকারী attenuator
Compensation bias,ক্ষতিপূরণমূলক পক্ষপাত
Compensation load,ক্ষতিপূরণমূলক লোড
Compensation log,প্রতিশোধমূলক অনুশোচনা
Compensation probe,ক্ষতিপূরণমূলক তদন্ত
Compiler,কম্পাইলার
Compiler design,কম্পাইলার ডিজাইন
Complement,সাপ্লিমেন্ট
Complementary distribution,সম্পূরক বিতরণ
Complementary error,পরিপূরক ত্রুটি
Complementary symmetry output,পরিপূরক প্রতিসাম্য আউটপুট
Complete amplifier,সম্পূর্ণ পরিবর্ধক
Complex frequency,যৌগিক ফ্রিকোয়েন্সি
Complex power,যৌগিক শক্তি
Compliance,ফলো-আপ
Complementary error function,পরিপূরক ত্রুটি ফাংশন
Complementary logic circuit,পরিপূরক লজিক সার্কিট
Component,গঠনকারী
Composite signal,খাদ ভিডিও সংকেত
Composition resistor,মিশ্র প্রতিরোধক
Compound semiconductor,যৌগিক অর্ধপরিবাহী
Compression,সঙ্কোচন
Compression frequency,কম্প্রেশন ফ্রিকোয়েন্সি
Compressor,"কম্প্রেসার, কম্প্রেসার, কম্প্রেসার"
Computer aided design,কম্পিউটার এর সাহায্যে নকশা
Computer aided manufacture (CAM),কম্পিউটার সহায়ক উত্পাদন
Computer graphics,কম্পিউটার গ্রাফ
Computer languages,কম্পিউটার ভাষা
Computer memory,কম্পিউটার মেমরি
Computer network,কম্পিউটার নেটওয়ার্ক
Computer program,কম্পিউটার প্রোগ্রাম
Computer viruses,কম্পিউটার ভাইরাস
Computer virus,কম্পিউটার ভাইরাস
Concentrator,"ঘনীভূতকারী, কেন্দ্রীভূতকারী"
Conditional branching,সীমাবদ্ধ শাখা
Conditional jump,সীমাবদ্ধ লাফ
Conditional stability,সীমাবদ্ধ স্থায়ীত্ব
Conducting glass,ড্রাইভার গ্লাস
Conducting plastic,ড্রাইভার প্লাস্টিক
Conducting polymer,ড্রাইভার পলিমার
Conduction angle,পরিবাহী কোণ
Conduction band,পরিবহন ব্যান্ড
Conduction diffusion,পরিবাহী প্রসারণ
Conductivity,পরিবাহিতা
