Tamil,Malayalam
அமிலத்தன்மை,അസിഡിറ്റി
அமிலத்தன்மை,അസിഡോഫൈൽ
அமிலமாக்கப்பட்ட ராக் பாஸ்பேட்,അസിഡിഫൈഡ് റോക്ക് ഫോസ്ഫേറ്റ്
அமிலமாக்கப்பட்ட,അസിഡിഫൈഡ്
நீர்நிலை,ജലാശയം
கையகப்படுத்தல்,കൈവശപ്പെടുത്തൽ
ஏக்கர்,ഏക്കർ
1. பகுதி 2. பகுதி,1. ഏരിയ 2. ഏരിയ
இறுதி புள்ளி குரோமோசோம்,അവസാന പോയിന്റ് ക്രോമസോം
முன்னோக்கு,മുന്നോട്ട് നോക്കുന്ന
குரோசோம்,അക്രോസോം
ஆக்டினோமைசீட்ஸ்,ആക്റ്റിനോമൈസെറ്റുകൾ
செயலில் உள்ள மைய,സജീവ കോർ
1. சீற்றம் 2. தீவிரம்,1. ക്രോധം 2. തീവ്രം
தழுவல்,പൊരുത്തപ്പെടുത്തൽ
தனிப்பயனாக்கம்,ഇഷ്ടാനുസൃതമാക്കൽ
1. ஒட்டுதல் 2. ஒட்டுதல்,1. അഡീഷൻ 2. അഡീഷൻ
செபாசியஸ்,സെബാസിയസ്
சரிசெய்தல் சமன்பாடு,ക്രമീകരിക്കൽ സമവാക്യം
அடோப் மண்,അഡോബ് മണ്ണ്
கலப்படம்,വ്യഭിചാരം
எக்டோபிக்,എക്ടോപിക്
இசிடியோஸ்போர் இசிடியம் ஸ்போர்,ഇസിഡിയോസ്പോർ ഇസിഡിയം ബീജം
ஏரோடைனமிக் செயல்முறை,എയറോഡൈനാമിക് പ്രക്രിയ
வென்ட்ரல்,വെൻട്രൽ
காற்றோட்டம் செய்ய,വായുസഞ്ചാരത്തിനായി
1. காற்று 2. ஆகாஷி,1. വായു 2. ആകാശി
1. ஏரோமீட்டர் 2. ஏரோமீட்டர் 3. ஏரோமீட்டர்,1. എയറോമീറ്റർ 2. എയറോമീറ്റർ 3. എയറോമീറ്റർ
ஏரோசல்,എയറോസോൾ
1. மஞ்சரி 2. கோடை உறக்கம்,1. പൂങ്കുല 2. വേനൽ സുഷുപ്തി
நோய் அறிவியல்,രോഗ ശാസ്ത്രം
காடு வளர்ப்பு,വനവൽക്കരണം
1. கிளர்ச்சி 2. கொந்தளிப்பு,1. പ്രക്ഷോഭം 2. പ്രക്ഷുബ്ധത
அக்மார்க்,അഗ്മാർക്ക്
1. நிலம் தொடர்பான 2. விவசாயம்,1. ഭൂമിയുമായി ബന്ധപ്പെട്ട 2. കാർഷിക
விவசாய மருத்துவமனை,കാർഷിക ക്ലിനിക്ക്
1. விவசாயத் தொழிலாளர்கள் 2. விவசாயத் தொழிலாளர்கள்,1. കാർഷിക തൊഴിലാളികൾ 2. കാർഷിക തൊഴിലാളികൾ
விவசாய சந்தைப்படுத்தல்,കാർഷിക വിപണനം
விவசாய தொழில்நுட்பம்,കാർഷിക സാങ്കേതികവിദ്യ
1. விவசாயம் 2. விவசாயம் 3. விவசாய அறிவியல்,1. കൃഷി 2. കൃഷി 3. അഗ്രികൾച്ചറൽ സയൻസ്
விவசாய காடுகள்,കാർഷിക വനവൽക്കരണം
விவசாய பல்லுயிர்,കാർഷിക ജൈവവൈവിധ്യം
விவசாய கரிம குறைபாடுகள்,കാർഷിക ജൈവ വൈകല്യങ്ങൾ
விவசாய உயிரியல்,കാർഷിക ജീവശാസ്ത്രം
விவசாய காலநிலை பன்முகத்தன்மை,കാർഷിക-കാലാവസ്ഥാ വൈവിധ്യം
வேளாண் காலநிலை மண்டலத்தை உருவாக்குதல்,കാർഷിക കാലാവസ്ഥാ മേഖല സൃഷ്ടിക്കൽ
வளர்ப்பு,അഗ്രോഫോറസ്ട്രി
வேளாண்மை,കാർഷിക ശാസ്ത്രം
வேளாண்மை,അഗ്രോണമിക്
விவசாய மேய்ச்சல்,കാർഷിക ഇടയൻ
பயிர் செயலாக்கம்,വിള സംസ്കരണം
புல் அறிவியல்,പുല്ല് ശാസ്ത്രം
பயிர் வகை,വിള തരം
எபிஃபைட்,എപ്പിഫൈറ്റ്
aikiochi மண்,aikiochi മണ്ണ്
வண்ண குருட்டுத்தன்மை,വർണ്ണാന്ധത
அல்பிசோல்,ആൽഫിസോൾ
பாசி,ആൽഗകൾ
பாசி நோய்,ആൽഗ രോഗം
காரம் நீர்,ആൽക്കലി വെള്ളം
காரமானது,ആൽക്കലൈൻ
மாற்று,ബദൽ
அலெலோ வேதியியல்,അല്ലെലോ രസതന്ത്രം
அலீல்,അല്ലീൽ
அலெலோபதி,അല്ലെലോപ്പതി
வேத்தி பயிர்,വേത്തി വിള
நிறைவு,പൂർത്തീകരണം
கருத்தரித்தல்,ബീജസങ്കലനം
1. சார்பியல் 2. அலோமெட்ரி,1. ആപേക്ഷികത 2. അലോമെട്രി
பலவகை,മൾട്ടിപ്ലോയിഡി
1. Parazygosity,1. പാരാസിഗോസിറ്റി
1. மாற்று ஆண்டு செயல்பாடு 2. மாற்று செயல்பாடு,1. ഇതര വർഷത്തെ പ്രവർത്തനം 2. ഇതര പ്രവർത്തനം
மாற்று நில பயன்பாடு,ബദൽ ഭൂമി ഉപയോഗം
சூழல்,പരിസ്ഥിതി
சீர்திருத்தவாதி,പരിഷ്കർത്താവ്
மைடோசிஸ்,മൈറ്റോസിസ്
அமீனன்,ആമീനൻ
அம்மோனியன்,അമോണിയൻ
அம்னிஃபெரஸ்,അമ്നിഫെറസ്
1. பயனற்ற வடிவம் 2. அரூபி,1. ഫലപ്രദമല്ലാത്ത രൂപം 2. അരൂപി
நீர்வீழ்ச்சி கலவை,ഉഭയജീവി മിശ്രിതം
ஆம்போடெரிக்,ആംഫോട്ടെറിക്
கையிருப்பு,സ്റ്റോക്ക്പൈലിംഗ്
1. காற்றில்லா 2. காற்றில்லா உயிரினங்கள்,1. അനറോബിക് 2. അനറോബിക് ഓർഗാനിസംസ്
ஹாப்ளாய்டு,ഹാപ്ലോയിഡ്
கோண நடவு,കോണീയ നടീൽ
கால்நடை வளர்ப்பு,മൃഗസംരക്ഷണം
விலங்கு மலம்,മൃഗ വിസർജ്ജനം
வாழ்க்கை ஆற்றல்,ജീവനുള്ള ഊർജ്ജം
முரண்பாடான,അസാധാരണമായ
ஒரு வருடம் பழமையான ஆலை,ഒരു വർഷം പഴക്കമുള്ള ചെടി
ஆண்டு,വാർഷിക
1. பரவசம் 2. பிரகாசம்,1. പരമാനന്ദം 2. പ്രഭ
ஆந்த்ராக்ஸ்,ആന്ത്രാക്സ്
மானுடவியல் காரணிகள்,നരവംശ ഘടകങ്ങൾ
உயிர்வாழ்தல்,അതിജീവനം
1. ஆன்டிபயாடிக் 2. நுண்ணுயிர்க்கொல்லி,1. ആന്റിബയോട്ടിക് 2. ആന്റിബയോട്ടിക്
விரட்டும்,വെറുപ്പുളവാക്കുന്ന
ஆக்ஸிஜனேற்ற,ആന്റിഓക്‌സിഡന്റ്
ஆன்டிடாக்சின்,ആന്റിടോക്സിൻ
மோதிர விரல்,മോതിര വിരൽ
1. அசுவினி 2. மஹு 3. செபா,1. മുഞ്ഞ 2. മാഹു 3. ചേപ
மேல் மொட்டு,മുകളിലെ മുകുളം
உச்ச செயல்திறன்,പീക്ക് ഫലപ്രാപ്തി
தேனீ வளர்ப்பு,തേനീച്ച വളർത്തൽ
ஓரினச்சேர்க்கை,അലൈംഗികത
அப்போப்டொசிஸ்,അപ്പോപ്റ്റോസിസ്
பிற்சேர்க்கைகள்,അനുബന്ധങ്ങൾ
பசியை உண்டாக்கும்,വിശപ്പ്
விண்ணப்பித்தார்,അപേക്ഷിച്ചു
நீர்வாழ் களை,ജല കള
1. மரம் 2. மரத்தில் வசிப்பவர்,1. മരം 2. വൃക്ഷ നിവാസി
கிளைகள்,ശാഖകൾ
புரோட்டோபோட்டானிக்கல் பதிவுகள்,പ്രോട്ടോബോട്ടാണിക്കൽ റെക്കോർഡുകൾ
மண்டல எண்,സോൺ നമ്പർ
1. பகுதி 2. பகுதி,1. ഏരിയ 2. ഏരിയ
உலர் சுற்றுச்சூழல்,വരണ്ട ആവാസവ്യവസ്ഥ
கோட்டிலிடன்,കോട്ടിലിഡൺ
சௌரப்,സൗരഭ്
நறுமண ஆலை,ആരോമാറ്റിക് പ്ലാന്റ്
வாசனை அரிசி,സുഗന്ധമുള്ള അരി
இக்ஷு புஷ்பன்,ഇക്ഷു പുഷ്പൻ
அசெப்டிக்,അസെപ്റ്റിക്
1. அசெப்டிக் 2. அசெப்டிக்,1. അസെപ്റ്റിക് 2. അസെപ്റ്റിക്
பாலின இனப்பெருக்கம்,അലൈംഗിക പുനരുൽപാദനം
அளவு,വലിപ്പം
சொத்து,ആസ്തി
1. ஒருங்கிணைப்பு 2. ஒருங்கிணைப்பு,1. സ്വാംശീകരണം 2. സ്വാംശീകരണം
1. சங்கம் 2. சங்கம்,1. അസോസിയേഷൻ 2. അസോസിയേഷൻ
1. நெடுவரிசை 2. துவர்ப்பு,1. കോളം 2. ആസ്ട്രിംഗ്സി
பன்முகத்தன்மை,ഹെറ്ററോസൈഗോസിറ്റി
1. முன்னோர் 2. அடவிசம்,1. പൂർവ്വികൻ 2. അടവിസം
துகள்,കണം
1. உறுதிப்படுத்தல் 2. குறைபாடு,1. സ്ഥിരീകരണം 2. വൈകല്യം
சுய இணைத்தல்,സ്വയം ജോടിയാക്കൽ
தன்னியக்கம்,ഓട്ടോലിസിസ്
1. தன்னிச்சையான ஆக்சிஜனேற்றம் 2. தன்னிச்சையான ஆக்சிஜனேற்றம்,1. സ്വതസിദ്ധമായ ഓക്സീകരണം 2. സ്വതസിദ്ധമായ ഓക്സീകരണം
சுய மல்டிபிளக்ஸ்,സ്വയം മൾട്ടിപ്ലക്സ്
ஆக்சின்,ഓക്സിൻ
1. குலுக்கல் 2. தேரை,1. ഷൂക്ക് 2. പൂവൻ
தண்டனை வைரஸ்,ശിക്ഷാ വൈറസ്
1. பேசிலஸ் 2. பேசிலஸ்,1. ബാസിലസ് 2. ബാസിലസ്
1. பாக்டீரியா 2. பாக்டீரியா,1. ബാക്ടീരിയ 2. ബാക്ടീരിയ
பாக்டீரியா நச்சு,ബാക്ടീരിയൽ വിഷം
கரும்பு சக்கை,ബാഗാസ്
இருப்பு தாள்,ബാലൻസ് ഷീറ്റ്
சீரான உர பயன்பாடு,സമീകൃത വളം ഉപയോഗം
சட்ட வரைபடம்,ബാർ ഗ്രാഫ്
பட்டை,കുര
1. காற்றழுத்தமானி 2. காற்றழுத்தமானி,1. ബാരോമീറ്റർ 2. ബാരോമീറ്റർ
1. buzzer 2. inert 3. barren,1. ബസർ 2. നിഷ്ക്രിയം 3. വന്ധ്യം
1. அடிப்படை 2. அடிப்படை 3. குபாங்,1. അടിസ്ഥാനം 2. അടിസ്ഥാനം 3. കുപാങ്
1. தாலா 2. பேசின்,1. താല 2. തടം
தலபிசாரி,തലബിസാരി
1. பாசிஸ்டர்னம் 2. ரூட் ஹோல்டர்,1. ബാസിസ്റ്റെർനം 2. റൂട്ട് ഹോൾഡർ
வளைகுடா பருவமழை,ഗൾഫ് മൺസൂൺ
பழ செடி,ഫലം പ്ലാന്റ്
படுக்கை,കിടക്ക
படுக்கை ஆலை,കിടക്ക പ്ലാന്റ്
படுக்கை,കിടക്കവിരി
பீற்று வெல்லப்பாகு,ബീറ്റ്റൂട്ട് മോളാസസ്
பெல்லோஸ்,തുരുത്തി
1. கீற்று 2. நிலப்பரப்பு,1. സ്ട്രിപ്പ് 2. ഭൂപ്രദേശം
இலாப-செலவு பகுப்பாய்வு,ലാഭ-ചെലവ് വിശകലനം
ஆர்வலர் (மாதிரி),അഭിലാഷം (സാമ്പിൾ)
இரு ஆண்டு தாவரங்கள்,ദ്വിവത്സര സസ്യങ്ങൾ
இருவகை,ദ്വിപദം
உயிர் காரணி,ബയോഫാക്ടർ
உயிரியல் காலநிலை,ജൈവ കാലാവസ്ഥ
உயிர் ஆற்றல்,ജൈവ ഊർജ്ജം
விலங்கு சூழலியல்,ജന്തു പരിസ്ഥിതി
1. உயிர் செயலி 2. உயிர் உலை,1. ബയോ പ്രോസസർ 2. ബയോ റിയാക്ടർ
உயிர்க்கோளம்,ജൈവമണ്ഡലം
உயிரியல்,ബയോട്ടിക്
விலங்கினங்கள்,ജന്തുജാലങ്ങൾ
திவிலிங்கி,ദിവിലിംഗി
தவலன்,ധവാലൻ
1. பிரத்வாசன் (நோய்) 2. குடல் நோய்,1. പ്രധ്വാസൻ (രോഗം) 2. ഗസ്റ്റ് രോഗം
கலத்தல்,മിശ്രണം
1. அங்கமாரி (நோய்) 2. ப்ளைட் (நோய்),1. അംഗ്മാരി (രോഗം) 2. ബ്ലൈറ്റ് (രോഗം)
1. கொப்புளம் 2. கொப்புளம் 3. வெடிப்பு 4. கொப்புளம்,1. ബ്ലിസ്റ്റർ 2. ബ്ലിസ്റ്റർ 3. എറപ്ഷൻ 4. ബ്ലിസ്റ്റർ
நீல புரட்சி,നീല വിപ്ലവം
பிளானர் வெப்பமூட்டும் அறை,പ്ലാനർ ഹീറ്റിംഗ് ചേമ്പർ
பிளானர் வெப்பமாக்கல் தொழில்நுட்பம்,പ്ലാനർ തപീകരണ സാങ്കേതികവിദ്യ
தவிடு,തവിട്
கிளைகள்,ശാഖകൾ
1. கிளை 2. துணைக் கிளை,1. തടി 2. ഉപശാഖ
இனம்,ഇനം
இனப்பெருக்கம்,പുനരുൽപാദനം
ஆரம்ப முளைப்பு சிகிச்சை,ആദ്യകാല മുളയ്ക്കൽ ചികിത്സ
1. குட்டி 2. முட்டை 3. கரு,1. കുട്ടി 2. മുട്ട 3. ഭ്രൂണം
துளிர்க்கிறது,വളർന്നുവരുന്ന
பட்ஜெட்,ബജറ്റ്
1.ஆம்போடெரிக் 2. தாங்கல்,1.ആംഫോട്ടറിക് 2. ബഫർ
இனிப்பு உருளைக்கிழங்கு,മധുരക്കിഴങ്ങ്
பன்ட் (நோய்),ബണ്ട് (രോഗം)
1. துணை தயாரிப்பு 2. துணை தயாரிப்பு,1. ഉപോൽപ്പന്നം 2. ഉപോൽപ്പന്നം
c ஈரப்பதம் விவரக்குறிப்பு வளைவு,c ഈർപ്പം സ്പെസിഫിക്കേഷൻ കർവ്
எண்ணெய் கேக்,എണ്ണ പിണ്ണാക്ക്
1. சுண்ணாம்பு 2. கால்சியம்,1. നാരങ്ങ 2. കാൽസ്യം
கால்சியன்,calcion
பாஸ்பேட் நீக்கம்,ഫോസ്ഫേറ്റ് നീക്കം
1. கினாட்டா 2. கலாட்டா,1. കിനാറ്റ 2. കാലാറ്റ
1.காலஸ் 2. கதிர்,1.കല്ലസ് 2. കിരണം
1. செப்பல்ஸ் 2. கேலிக்ஸ்,1. വിദളങ്ങൾ 2. കാളിക്സ്
வெளிப்புற முடிவு,പുറത്തെ അവസാനം
எதா,എധ
புற்றுநோய் (பாக்டீரியா நோய்),കാൻസർ (ബാക്ടീരിയ രോഗം)
பதப்படுத்தல்,കാനിംഗ്
வானம்,ആകാശം
நிதி,ധനകാര്യം
மகரந்தச் சேர்க்கை (அத்திப்பழங்கள்),പരാഗണം (അത്തിപ്പഴം)
1. காப்ஸ்யூல் 2. காப்ஸ்யூல் 3. கேப்சூல்,1. കാപ്സ്യൂൾ 2. ക്യാപ്സ്യൂൾ 3. ക്യാപ്സ്യൂൾ
கார்பனேற்றப்பட்டது,കാർബണൈസ്ഡ്
கார்பனான்,കാർബണൻ
கார்பேஸ்,കാർപേസ്
வளையல்,വള
1. வார்ப்பு (இரும்பு) 2. க்ஷிப்தி (பூச்சி),1. കാസ്റ്റിംഗ് (ഇരുമ്പ്) 2. ക്ഷിപ്തി (പ്രാണി)
வினையூக்கம்,കാറ്റബോളിസം
தூண்டுதல்,പ്രേരണ
1. கம்பளிப்பூச்சி 2. கம்பளிப்பூச்சி,1. കാറ്റർപില്ലർ 2. കാറ്റർപില്ലർ
c d. என். அ. சேகரிப்பு,സി ഡി. എൻ. എ. സമാഹാരം
சரகம்,പരിധി
1. செல் 2. செல்,1. സെൽ 2. സെൽ
மத்திய முன் அமைப்பு,സെൻട്രൽ ഫ്രണ്ട് സിസ്റ്റം
1. புள்ளி 2. கவனம்,1. പോയിന്റ് 2. ഫോക്കസ്
மையவிலக்கு,അപകേന്ദ്രീകരണം
மையவிலக்கு,സെൻട്രിഫ്യൂജ്
நட்சத்திர மையம்,നക്ഷത്ര കേന്ദ്രം
எபிஜெனெடிக்,എപ്പിജെനെറ്റിക്
கேந்திரராஜா,കേന്ദ്രരാജ
தறி,തറി
1. தானியம் 2. தொடர்,1. ധാന്യം 2. സീരിയൽ
1. சான்றிதழ் 2. சான்றிதழ்,1. സർട്ടിഫിക്കേഷൻ 2. സർട്ടിഫിക്കേഷൻ
சான்றளிக்கப்பட்ட விதை,സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്
1. வைக்கோல் 2. குட்டி 3. ஷலாக் சஹாபத்ரா,1. വൈക്കോൽ 2. കുട്ടി 3. ശലക് സഹപത്ര
1. நிபாக் 2. கைலாஜா,1. നിഭാഗ് 2. കൈലജ
கைமோகிராபி,കൈമോഗ്രഫി
1. கியாஸ்மா 2. பிஸி,1. കിയാസ്മ 2. തിരക്കിലാണ്
supercooling மணி,supercooling മണിക്കൂർ
உறைபனி சேதம்,മഞ്ഞ് കേടുപാടുകൾ
1. விசிரோடகி 2. சிமேரா,1. വിചിരോതകി 2. ചിമേര
பச்சை கஞ்சி,പച്ച കഞ്ഞി
1. தழை 2. பச்சை,1. ഇലകൾ 2. പച്ച
சயனோசிஸ்,സയനോസിസ്
உயிரியல் விநியோக அறிவியல்,ജൈവ വിതരണ ശാസ്ത്രം
1. குரோமாடிட்ஸ் 2. அரை குரோமோசோம்கள்,1. ക്രോമാറ്റിഡുകൾ 2. പകുതി ക്രോമസോമുകൾ
குரோமடின்,ക്രോമാറ്റിൻ
குரோமடோகிராபி,ക്രോമാറ്റോഗ്രാഫി
நிறமாற்றம்,ക്രോമാറ്റിലേഷൻ
ஏட்ரியல் புள்ளி,ഏട്രിയൽ പോയിന്റ്
நிறமூர்த்தம்,ക്രോമാറ്റോജെനിസിസ്
1. குரோமோபுரோட்டீன் 2. நிறமி புரதம்,1. ക്രോമോപ്രോട്ടീൻ 2. പിഗ്മെന്റ് പ്രോട്ടീൻ
1. குரோமோசோம்கள் 2. குரோமோசோம்கள்,1. ക്രോമസോമുകൾ 2. ക്രോമസോമുകൾ
1. நாள்பட்ட 2. நாள்பட்ட 3. நாள்பட்ட 4. வழக்கற்று,1. വിട്ടുമാറാത്ത 2. വിട്ടുമാറാത്ത 3. വിട്ടുമാറാത്ത 4. കാലഹരണപ്പെട്ട
சிட்ரேஞ்ச்,സിട്രേഞ്ച്
இலையுதிர் திருவிழா,ശരത്കാല ഉത്സവം
வகைப்பாடு,വർഗ്ഗീകരണം
1. களிமண் 2. களிமண்,1. കളിമണ്ണ് 2. കളിമണ്ണ്
1. சுத்தம் செய்தல் 2. ஸ்க்ரப்பிங் 3. சுத்தம் செய்தல் 4. சுத்திகரிப்பு,1. വൃത്തിയാക്കൽ 2. സ്‌ക്രബ്ബിംഗ് 3. വൃത്തിയാക്കൽ 4. ശുദ്ധീകരണം
தொடர்ந்து மகரந்த சேர்க்கை,സ്ഥിരമായ പരാഗണം
சிலுவை பழம்,ക്രൂസിഫറസ് ഫലം
காலநிலை,കാലാവസ്ഥ
காலநிலையியல்,കാലാവസ്ഥാ ശാസ്ത്രം
வெட்டு,കത്രിക
கட்டி (களிமண்),പിണ്ഡം (കളിമണ്ണ്)
குளோன்,ക്ലോൺ
1.மேகங்கள் 2.மேகங்கள்,1.മേഘങ്ങൾ 2.മേഘങ്ങൾ
கொத்து,കൂട്ടം
கொத்து,കുല
1. கரடுமுரடான 2. கரடுமுரடான 3. கச்சா 4. கரடுமுரடான,1. പരുക്കൻ 2. പരുക്കൻ 3. അസംസ്കൃതം 4. പരുക്കൻ
1. கவர் 2. leatherette,1. കവർ 2. ലെതറെറ്റ്
கோயா,കോയ
1. கோஎன்சைம் 2. கோ-என்சைம்,1. കോഎൻസൈം 2. കോ-എൻസൈം
ஒற்றுமை,കെട്ടുറപ്പ്
1. நார்ச்சத்து (சணல் சணல்) 2. தேங்காய் கரடுமுரடானது,1. നാരുകൾ (ചണം ചണം) 2. കോക്കനട്ട് കോഴ്സ്
மூலங்கூர் சோழன்,മുളങ്കൂർ ചോല
,
கொலாய்டு (மண்),കൊളോയിഡ് (മണ്ണ്)
1.நெடுவரிசை 2.கொலுமல்லா,1.നിര 2.കൊലുമെല്ല
1. தண்டனை 2. நெடுவரிசை 3. நெடுவரிசை,1. പെനാൽറ്റി 2. കോളം 3. കോളം
ஒற்றுமை,കൂട്ടായ്മ
வணிக வங்கி,കൊമേഴ്സ്യൽ ബാങ്ക്
1. சரக்கு 2. வணிகப் பொருட்கள்,1. ചരക്ക് 2. ചരക്ക്
சமூக,സമൂഹം
சுருக்கம் (மண்),സങ്കോചം (മണ്ണിന്റെ)
1. இணக்கம் 2. இணக்கம்,1. അനുയോജ്യത 2. അനുയോജ്യത
பொருந்தக்கூடிய தன்மை,അനുയോജ്യത
1. இழப்பீடு 2. இழப்பீடு,1. നഷ്ടപരിഹാരം 2. നഷ്ടപരിഹാരം
போட்டி தொடர்பு,മത്സരപരമായ ഇടപെടൽ
துணை பயிர்,സപ്ലിമെന്റ് വിള
1.கலவை 2. சிக்கலானது,1. സംയുക്തം 2. സങ്കീർണ്ണമായ
தொகுதி,ഘടകഭാഗം
கலவை,രചന
உரம்,കമ്പോസ്റ്റ്
கூட்டு வட்டி,കൂട്ടുപലിശ
கணக்கீடு,കണക്കുകൂട്ടൽ
1. கணினி 2. கணினி,1. കമ്പ്യൂട്ടർ 2. കമ്പ്യൂട്ടർ
1. செறிவு 2. செறிவு,1. ഏകാഗ്രത 2. ഏകാഗ്രത
1. Optimizer 2. Revitalizer,1. ഒപ്റ്റിമൈസർ 2. റിവൈറ്റലൈസർ
கடத்துத்திறன்,ചാലകത
1. கட்டமைப்பு 2. கட்டமைப்பு,1. കോൺഫിഗറേഷൻ 2. കോൺഫിഗറേഷൻ
1. இணக்கம் 2. கட்டமைப்பு 3. இணக்கம்,1. അനുരൂപത 2. കോൺഫിഗറേഷൻ 3. അനുരൂപത
1. ஒருங்கிணைப்பு 2. கலப்பு,1. സംയോജനം 2. ഹൈബ്രിഡൈസേഷൻ
இணைத்தல்,സംയോജനം
1. சேர்க்கை 2. இணைப்பு,1. അഡിറ്റീവ് 2. കണക്റ്റീവ്
பாதுகாப்பு,സംരക്ഷണം
ஒருங்கிணைப்பு,ഏകീകരണം
1. மூலப்பொருள் 2. தேவையான பொருட்கள்,1. ചേരുവ 2. ചേരുവകൾ
நுகர்வோர்,ഉപഭോക്താവ്
நுகர்வு,ഉപഭോഗം
மாசுபடுதல்,മലിനീകരണം
விளிம்பு நடவு,കോണ്ടൂർ നടീൽ
விளிம்பு கோடு,കോണ്ടൂർ ലൈൻ
1. ஒப்பந்த விவசாயம் 2. ஒப்பந்த விவசாயம் 3. ஒப்பந்த விவசாயம்,1. കരാർ കൃഷി 2. കരാർ കൃഷി 3. കരാർ കൃഷി
கட்டுப்படுத்தப்பட்ட வளிமண்டல சேமிப்பு,നിയന്ത്രിത അന്തരീക്ഷ സംഭരണം
கூட்டுறவு வங்கி,സഹകരണ ബാങ്ക്
கூட்டுறவு சங்க உறுப்பினர்,സഹകരണ സംഘം അംഗം
குல்மவன்,ഗുൽമാവാൻ
க்யூப்ஸ்,സമചതുര
1. தல்புஞ்ச் 2. கொரோலா,1. ദൽപുഞ്ച് 2. കൊറോള
1. கோர்டெக்ஸ் 2. கார்டெக்ஸ்,1. കോർട്ടെക്സ് 2. കോർട്ടക്സ്
செலவு,ചെലവ്
கோட்டிலிடன்,കോട്ടിലിഡൺ
கடன் குழு,ക്രെഡിറ്റ് കമ്മിറ്റി
1. கடன் கொடுத்தல் 2. கடன்,1. കടം കൊടുക്കൽ 2. ക്രെഡിറ്റ്
1. கடன் கொடுத்தவர் 2. கடன் கொடுத்தவர்,1. കടം കൊടുക്കുന്നയാൾ 2. കടം കൊടുക്കുന്നയാൾ
1. முகடு 2. உச்சி 3. கோபுரம்,1. ശിഖരം 2. ശീർഷകം 3. ശിഖരം
திரும்பப் பெறுதல்,പിൻവലിക്കൽ
பிரச்சனை,പ്രശ്നം
சோதனை,പരീക്ഷ
முக்கியமான,വിമർശനാത്മകം
பயிர் காப்பீடு,വിള ഇൻഷുറൻസ്
பயிர் கடன்,വിള വായ്പ
1. பயிர் 2. பயிர்,1. വിള 2. വിള
சாகுபடி பகுதி,കൃഷി പ്രദേശം
குறுக்கு இணக்கமற்ற,ക്രോസ് പൊരുത്തമില്ലാത്ത
1. கிரீடம் 2. உச்சம் (தாவரம்),1. കിരീടം 2. പിനാക്കിൾ (സസ്യം)
மென்மையான துகள்கள்,മൃദുവായ കണങ്ങൾ
மேல் ஓடு,പുറംതോട്
1. கிரிப்டோகம் 2. புளோரிஃபார்ம் அல்லாதது,1. ക്രിപ്‌റ്റോഗാം 2. നോൺ-ഫ്ലോറിഫോം
கொடிமுந்திரி (பழம்),അരിവാൾ (പഴം)
பேனா,പേന
சாகுபடி வகை,കൃഷി ഇനം
1. இழுவை 2. விவசாயம் 3. விவசாயம்,1. ട്രാക്ഷൻ 2. കൃഷി 3. കൃഷി
1. விவசாயி 2. உழவர்,1. കർഷകൻ 2. കൃഷിക്കാരൻ
