Tamil,Punjabi
ஸ்பெக்ட்ரம் காணவில்லை,ਗੁੰਮ ਸਪੈਕਟ੍ਰਮ
"முழுமையான, முழுமையான, நிலையான, சரியான","ਪੂਰਨ, ਸੰਪੂਰਨ, ਨਿਰੰਤਰ, ਸੰਪੂਰਨ"
முழுமையான முடுக்கம்,ਪੂਰਨ ਪ੍ਰਵੇਗ
முழுமையான உண்மை,ਪੂਰਨ ਅਸਲੀਅਤ
முழுமையான முகவரி,ਪੂਰਾ ਪਤਾ
புவிசார்ந்த உயரமானி,ਭੂ-ਸੰਬੰਧੀ ਉਚਾਈ ਮੀਟਰ
புவியியல் உயரம்,ਭੂ-ਵਿਗਿਆਨਕ ਉਚਾਈ
முழுமையான ஆம்பியர்,ਪੂਰਨ ਐਂਪੀਅਰ
முழுமையான கொதிநிலை,ਪੂਰਨ ਉਬਾਲ ਬਿੰਦੂ
முழுமையான ஒளிர்வு,ਪੂਰਨ ਪ੍ਰਕਾਸ਼
முழுமையான கொள்ளளவு,ਪੂਰਨ ਸਮਰੱਥਾ
முழுமையான உயரம்,ਪੂਰਨ ਉਚਾਈ
முழுமையான நிறமி,ਪੂਰਨ ਰੰਗ
"முழுமையான கட்டமைப்பு, தெளிவற்ற கட்டமைப்பு","ਪੂਰਨ ਸੰਰਚਨਾ, ਅਸਪਸ਼ਟ ਸੰਰਚਨਾ"
முழுமையான கூலம்,ਪੂਰਨ ਕੂਲੰਬ
முழு இருள்,ਪੂਰਾ ਹਨੇਰਾ
முழுமையான திட்டமிடல்,ਪੂਰਨ ਸਮਾਂ-ਸਾਰਣੀ
முழுமையான அடர்த்தி*,ਸੰਪੂਰਨ ਘਣਤਾ*
முழுமையான வடிகால்,ਪੂਰਨ ਡਰੇਨੇਜ
முழுமையான EMU (மின்காந்த அலகு),ਸੰਪੂਰਨ EMU (ਇਲੈਕਟਰੋਮੈਗਨੈਟਿਕ ਯੂਨਿਟ)
முழுமையான ESU (நிலையான அலகு),ਸੰਪੂਰਨ ESU (ਸਥਿਰ ਇਕਾਈ)
முழுமையான செயல்திறன்,ਪੂਰਨ ਕੁਸ਼ਲਤਾ
முழுமையான எலக்ட்ரோமீட்டர்,ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਮੀਟਰ
முழுமையான அதிர்வெண் முழுமையான அதிர்வெண்,ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ
முழுமையான ஈரப்பதம்,ਪੂਰਨ ਨਮੀ
முழுமையான நிகழ்வு,ਸੰਪੂਰਨ ਘਟਨਾ
முழுமையான ஒளிவிலகல் குறியீடு,ਪੂਰਨ ਪ੍ਰਤੀਕ੍ਰਿਆਤਮਕ ਸੂਚਕਾਂਕ
முழுமையான உறுதியற்ற தன்மை,ਪੂਰਨ ਅਸਥਿਰਤਾ
முழுமையான உறுதியற்ற தன்மை,ਪੂਰਨ ਅਸਥਿਰਤਾ
"முழுமையான தீவிரம், முழுமையான தீவிரம்","ਪੂਰਨ ਤੀਬਰਤਾ, ਸੰਪੂਰਨ ਤੀਬਰਤਾ"
ஆஸ்தீனியாவின் முழுமையான வரம்பு,ਅਸਥਨੀਆ ਦੀ ਪੂਰਨ ਸੀਮਾ
முழுமையான வெளிச்சம் சன்னல்,ਪੂਰਨ ਰੋਸ਼ਨੀ ਸਿਲ
முழுமையான ஒளி வளைவு,ਪੂਰਨ ਰੌਸ਼ਨੀ ਵਕਰ
முழுமையான அளவு,ਪੂਰਨ ਵਿਸ਼ਾਲਤਾ
முழுமையான காற்றழுத்தமானி,ਪੂਰਨ ਬੈਰੋਮੀਟਰ
உச்ச உச்ச,ਪਰਮ ਸਰਵਉੱਚ
முழுமையான தீவிர,ਪੂਰਨ ਅਤਿ
முற்றிலும் குறைந்த,ਸਭ ਤੋਂ ਘੱਟ
முழுமையான வேகம்,ਪੂਰਨ ਗਤੀ
முழுமையான வேகம்,ਪੂਰਨ ਗਤੀ
முழுமையான இசை,ਪੂਰਨ ਸੰਗੀਤ
முழுமையான கவனிப்பு,ਪੂਰਨ ਨਿਰੀਖਣ
முழுமையான ஓம்,ਪੂਰਨ ਓਮ
முழுமையான நோக்குநிலை,ਪੂਰਨ ਸਥਿਤੀ
முழுமையான எலக்ட்ரோநெக்டிவிட்டி,ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਨੈਗੇਟਿਵਿਟੀ
முழுமையான ஈர்ப்பு,ਪੂਰਨ ਗੰਭੀਰਤਾ
முழுமையான அழுத்தம்,ਪੂਰਨ ਦਬਾਅ
முழுமையான சொத்து,ਪੂਰਨ ਸੰਪਤੀ
முழுமையான அளவிடல்,ਪੂਰਨ ਸਕੇਲਰ
வெப்பநிலையின் இறுதி அளவு*,ਤਾਪਮਾਨ ਦਾ ਪੂਰਨ ਪੈਮਾਨਾ*
"absolute synchrony, absolute synchrony","ਸੰਪੂਰਨ ਸਮਕਾਲੀ, ਸੰਪੂਰਨ ਸਮਕਾਲੀ"
முழுமையான மன அழுத்தம்,ਪੂਰਨ ਤਣਾਅ
முழுமையான சமச்சீர்,ਪੂਰਨ ਸਮਰੂਪਤਾ
முழுமையான இயக்க உடல்,ਪੂਰਨ ਗਤੀ ਸਰੀਰ
முழுமையான அலகு அமைப்பு,ਪੂਰਨ ਯੂਨਿਟ ਸਿਸਟਮ
முழுமையான வெப்பநிலை,ਪੂਰਨ ਤਾਪਮਾਨ
முழுமையான நேரம்,ਪੂਰਾ ਸਮਾਂ
முழுமையான அலகுகள்,ਪੂਰਨ ਇਕਾਈਆਂ
துல்லியமான மதிப்பு,ਸਹੀ ਮੁੱਲ
முழு எண் கால்குலேட்டர்,ਪੂਰਨ ਅੰਕ ਕੈਲਕੁਲੇਟਰ
முழுமையான வேகம்,ਪੂਰਨ ਗਤੀ
முழுமையான பாகுத்தன்மை,ਪੂਰਨ ਲੇਸ
முழுமையான எடை,ਪੂਰਨ ਭਾਰ
முழுமையான பூஜ்ஜியம்*,ਪੂਰਨ ਜ਼ੀਰੋ*
பூஜ்ஜியத்தின் முழுமையான வகுப்பான்,ਜ਼ੀਰੋ ਦਾ ਪੂਰਨ ਭਾਜਕ
உறிஞ்சி,ਸੋਖਣਾ
உறிஞ்சுதல் குறியீடு*,ਸ਼ੋਸ਼ਣ ਸੂਚਕਾਂਕ*
உறிஞ்சப்பட்ட ஆற்றல்,ਲੀਨ ਊਰਜਾ
"உறிஞ்சும், உறிஞ்சும்","ਸੋਖਣ ਵਾਲਾ, ਸੋਖਣ ਵਾਲਾ"
உறிஞ்சும் ஊடகம்*,ਸੋਖਣ ਵਾਲਾ ਮਾਧਿਅਮ*
உறிஞ்சும் திறன்,ਸਮਾਈ ਸਮਰੱਥਾ
உறிஞ்சுதல்,ਸਮਾਈ
உறிஞ்சும் அளவி*,ਸ਼ੋਸ਼ਣ ਮੀਟਰ*
உறிஞ்சும் அளவீடு*,ਸੋਖਣ ਗਣਿਤ*
உறிஞ்சுதல்,ਸਮਾਈ
உறிஞ்சுதல் - இசைக்குழு*,ਸਮਾਈ - ਬੈਂਡ*
உறிஞ்சுதல் சுற்று,ਸਮਾਈ ਸਰਕਟ
உறிஞ்சுதல் குணகம்,ਸਮਾਈ ਗੁਣਾਂਕ
உறிஞ்சுதல் நெடுவரிசை,ਸਮਾਈ ਕਾਲਮ
உறிஞ்சுதல் மாறிலி,ਸਮਾਈ ਸਥਿਰ
உறிஞ்சுதல் தொடர்ச்சி,ਸਮਾਈ ਨਿਰੰਤਰਤਾ
உறிஞ்சுதல் மண்டலம்,ਸਮਾਈ ਜ਼ੋਨ
உறிஞ்சுதல் மின்னோட்டம்,ਸਮਾਈ ਮੌਜੂਦਾ
உறிஞ்சுதல் வளைவு*,ਸਮਾਈ ਕਰਵ*
உறிஞ்சுதல் முறிவு,ਸਮਾਈ ਫ੍ਰੈਕਚਰ
உறிஞ்சுதல் மைய,ਸਮਾਈ ਕੋਰ
உறிஞ்சுதல் காரணி,ਸਮਾਈ ਕਾਰਕ
உறிஞ்சுதல் வடிகட்டி,ਸਮਾਈ ਫਿਲਟਰ
உறிஞ்சுதல் ஃபிளேம் ஃபோட்டோமெட்ரி*,ਸੋਖਣ ਫਲੇਮ ਫੋਟੋਮੈਟਰੀ*
உறிஞ்சும் ஹைக்ரோமீட்டர்,ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ
உறிஞ்சுதல் அடுக்கு,ਸਮਾਈ ਘਾਤਕ
உறிஞ்சுதல் விளிம்பு,ਸਮਾਈ ਮਾਮੂਲੀ
உறிஞ்சுதல் வரி,ਸਮਾਈ ਲਾਈਨ
உறிஞ்சுதல் இழப்பு,ਸਮਾਈ ਨੁਕਸਾਨ
உறிஞ்சுதல் பண்பேற்றம்,ਸਮਾਈ ਮੋਡੂਲੇਸ਼ਨ
ஒளி உறிஞ்சுதல்,ਰੋਸ਼ਨੀ ਸਮਾਈ
கதிர்வீச்சு ஆற்றலை உறிஞ்சுதல்,ਰੇਡੀਏਸ਼ਨ ਊਰਜਾ ਦੀ ਸਮਾਈ
உறிஞ்சுதல் உச்சம்,ਸਮਾਈ ਸਿਖਰ
உறிஞ்சுதல் ஒளி அளவீடு,ਸਮਾਈ ਫੋਟੋਮੈਟਰੀ
உறிஞ்சுதல் விகிதம்,ਸਮਾਈ ਅਨੁਪਾਤ
உறிஞ்சுதல் வரம்பு*,ਸਮਾਈ ਸੀਮਾ*
உறிஞ்சும் நிறமாலை ஒளி அளவீடு*,ਸ਼ੋਸ਼ਣ ਸਪੈਕਟ੍ਰਮ ਫੋਟੋਮੈਟਰੀ*
உறிஞ்சுதல் ஸ்பெக்ட்ரம்*,ਸਮਾਈ ਸਪੈਕਟ੍ਰਮ*
"உறிஞ்சும் குழாய், உறிஞ்சும் குழாய்","ਸਮਾਈ ਟਿਊਬ, ਸਮਾਈ ਟਿਊਬ"
உறிஞ்சும் ஹைக்ரோமீட்டர்,ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ
உறிஞ்சக்கூடிய*,ਸੋਖਣ ਵਾਲਾ*
உறிஞ்சும் ஆவியாக்கி,ਜਜ਼ਬ ਕਰਨ ਵਾਲਾ evaporator
உறிஞ்சுதல் சட்டம்*,ਸਮਾਈ ਕਾਨੂੰਨ*
உறிஞ்சுதல் ஊடகம்,ਸਮਾਈ ਮਾਧਿਅਮ
"உறிஞ்சும் திறன், உறிஞ்சுதல்*","ਸੋਖਣ ਦੀ ਸਮਰੱਥਾ, ਸਮਾਈ*"
உறிஞ்சுதல்*,ਸਮਾਈ*
ஸ்டூடியோ அலங்காரம்,ਸਟੂਡੀਓ ਸਜਾਵਟ
பன்மடங்கு விகிதம்,ਗੁਣਾ ਅਨੁਪਾਤ
கைவிடு,ਰੱਦ ਕਰਨਾ
பற்றி,ਬਾਰੇ
முடுக்கி,ਤੇਜ਼ ਕਰੋ
முடுக்கம்-நிறுத்த தூரம்,ਪ੍ਰਵੇਗ-ਸਟਾਪ ਦੂਰੀ
விரைந்தார்,ਜਲਦੀ
விரைவான நேர விளைவு சோதனை,ਤੇਜ਼ ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ
விரைவான ஓட்டம்,ਤੇਜ਼ ਵਹਾਅ
விரைவான வேகம்,ਤੇਜ਼ ਰਫ਼ਤਾਰ
விரைவான உடல்,ਤੇਜ਼ ਸਰੀਰ
முடுக்கி எடை,ਐਕਸਲੇਟਰ ਤੋਲਣ ਵਾਲਾ
முடுக்கி மின்முனை*,ਐਕਸਲੇਟਰ ਇਲੈਕਟ੍ਰੋਡ*
முடுக்கி நேரம்*,ਐਕਸਲੇਟਰ ਸਮਾਂ*
முடுக்கி கட்டம்,ਐਕਸਲੇਟਰ ਪੜਾਅ
முடுக்கி விகிதம்,ਐਕਸਲੇਟਰ ਦਰ
முடுக்கி மின்னழுத்தம்*,ਐਕਸਲੇਟਰ ਵੋਲਟੇਜ*
முடுக்கம்,ਪ੍ਰਵੇਗ
துரிதப்படுத்தப்பட்ட எரிப்பு,ਤੇਜ਼ ਬਲਨ
முடுக்கம் குணகம்,ਪ੍ਰਵੇਗ ਗੁਣਾਂਕ
முடுக்கம் கூறு,ਪ੍ਰਵੇਗ ਭਾਗ
புவியீர்ப்பு காரணமாக முடுக்கம்,ਗੰਭੀਰਤਾ ਦੇ ਕਾਰਨ ਪ੍ਰਵੇਗ
முடுக்கம் காரணி,ਪ੍ਰਵੇਗ ਕਾਰਕ
துரிதப்படுத்தப்பட்ட கட்டணம்,ਪ੍ਰਵੇਗਿਤ ਚਾਰਜ
ஈர்ப்பு முடுக்கம்,ਗੰਭੀਰਤਾ ਦਾ ਪ੍ਰਵੇਗ
முடுக்கம் சாத்தியம்,ਪ੍ਰਵੇਗ ਸੰਭਾਵਨਾ
முடுக்கம் சட்டம்,ਪ੍ਰਵੇਗ ਕਾਨੂੰਨ
முடுக்கம் செயல்முறை,ਪ੍ਰਵੇਗ ਪ੍ਰਕਿਰਿਆ
முடுக்கம் மண்டலம்,ਪ੍ਰਵੇਗ ਜ਼ੋਨ
முடுக்கம் முறை,ਪ੍ਰਵੇਗ ਵਿਧੀ
"முடுக்கம் சகிப்புத்தன்மை, முடுக்கம் சகிப்புத்தன்மை","ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ, ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ"
முடுக்கம் திசையன்,ਪ੍ਰਵੇਗ ਵੈਕਟਰ
முடுக்கம்-மின்னழுத்தம்,ਪ੍ਰਵੇਗ-ਵੋਲਟੇਜ
முடுக்கம் அலை,ਪ੍ਰਵੇਗ ਲਹਿਰ
முடுக்கி,ਐਕਸਲੇਟਰ
"முடுக்கி, முடுக்கி*","ਪ੍ਰਵੇਗ, ਪ੍ਰਵੇਗਕ *"
முடுக்கி சமன்பாடு,ਐਕਸਲੇਟਰ ਸਮੀਕਰਨ
முடுக்கி*,ਐਕਸਲੇਟਰ*
முடுக்கமானி,ਐਕਸਲੇਰੋਮੀਟਰ
முடுக்கமானி பொருத்தம்,ਐਕਸਲੇਰੋਮੀਟਰ ਮੇਲ ਖਾਂਦਾ ਹੈ
முன் அழுத்தம் கொடுப்பவர்,prestresser
சரியான எழுத்துக்கள்,ਵੈਧ ਅੱਖਰ
ஏற்றுக்கொள்ளும் கோணம்,ਸਵੀਕ੍ਰਿਤੀ ਕੋਣ
ஏற்றுக்கொள்ளும் விவரக்குறிப்பு,ਸਵੀਕ੍ਰਿਤੀ ਨਿਰਧਾਰਨ
ஏற்றுக்கொள்ளக்கூடிய சோதனை,ਸਵੀਕਾਰਯੋਗ ਟੈਸਟ
"ஏற்பவர்*, ஏற்பவர்","ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ*, ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ"
ஏற்பி அணு,ਰੀਸੈਪਟਰ ਐਟਮ
ஏற்பி பிணைப்பு,ਰੀਸੈਪਟਰ ਬਾਂਡ
பெறுதல் சுற்று,ਰਿਸੀਵਰ ਸਰਕਟ
ஏற்பி நிலை,ਰੀਸੈਪਟਰ ਪੱਧਰ
நன்கொடையாளர் மூலக்கூறு,ਦਾਨੀ ਅਣੂ
ஏற்பி சொத்து,ਰੀਸੈਪਟਰ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ
ஏற்பி சொத்து நிலை,ਰੀਸੈਪਟਰ ਸੰਪਤੀ ਦਾ ਪੱਧਰ
முடுக்கி குழாய்,ਐਕਸਲੇਟਰ ਹੋਜ਼
"அணுகல், காத்திருப்பு, அணுகல்","ਪਹੁੰਚ, ਉਡੀਕ, ਪਹੁੰਚ"
புஜை அணுகவும்,ਭੁਜ ਤੱਕ ਪਹੁੰਚ ਕਰੋ
அணுகல் அமைப்பு,ਪਹੁੰਚ ਸਿਸਟਮ
அணுகல் நேரம்,ਪਹੁੰਚ ਦਾ ਸਮਾਂ
அணுகல்,ਪਹੁੰਚਯੋਗਤਾ
"கூடுதல், துணை, துணை (v, ), துணைக்கருவிகள்","ਵਾਧੂ, ਸਹਾਇਕ, ਸਹਾਇਕ (v, ), ਸਹਾਇਕ ਉਪਕਰਣ"
கூடுதல் கட்டுப்பாடுகள்,ਵਾਧੂ ਪਾਬੰਦੀਆਂ
தற்செயல்,ਇਤਫ਼ਾਕ
தற்செயலான திருத்தம்,ਅਚਾਨਕ ਸੁਧਾਰ
தற்செயலான உயிர் உருவாக்கம்,ਦੁਰਘਟਨਾ ਦੇ ਬਾਇਓਜੇਨੇਸਿਸ
தற்செயலான திசைதிருப்பல்,ਅਚਾਨਕ ਮੋੜ
பார்வையாளர் பிழை,ਵਿਜ਼ਟਰ ਗਲਤੀ
"திடீர் நிறுத்தம், திடீர் கவ்வி","ਅਚਾਨਕ ਰੁਕਣਾ, ਅਚਾਨਕ ਰੁਕਣਾ"
தற்செயலான பரிமாற்றம்,ਦੁਰਘਟਨਾ ਸੰਚਾਰ
சீரற்ற மாறுபாடு,ਬੇਤਰਤੀਬ ਪਰਿਵਰਤਨ
சரிசெய்தல்,ਵਿਵਸਥਾ
அமைந்துள்ளது,ਸਥਿਤੀ ਵਿੱਚ
திரட்டப்பட்ட பிழை,ਸੰਚਿਤ ਗਲਤੀ
"திரட்சி, குவிப்பு","ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
ஆற்றல் சேமிப்பு,ਊਰਜਾ ਸਟੋਰੇਜ਼
திரட்டி*,ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ*
துல்லியம்,ਸ਼ੁੱਧਤਾ
யதார்த்தம்,ਅਸਲੀਅਤ
உண்மையான கருவி கவனிப்பு,ਅਸਲ ਸਾਧਨ ਨਿਰੀਖਣ
துல்லியமான வரம்பு குறிப்பான்,ਸਟੀਕ ਰੇਂਜ ਮਾਰਕਰ
துல்லியமான ஸ்கேனிங்,ਸ਼ੁੱਧਤਾ ਸਕੈਨਿੰਗ
பயிற்சி,ਅਭਿਆਸ
முடுக்கி செல்*,ਐਕਸਲੇਟਰ ਸੈੱਲ*
நிறமற்ற லென்ஸ்*,ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*
நிறமற்ற*,ਅਕ੍ਰੋਮੈਟਿਕ*
நிறமற்ற பகுப்பாய்வி,ਅਕ੍ਰੋਮੈਟਿਕ ਵਿਸ਼ਲੇਸ਼ਕ
அதிர்வெண் நடுநிலை ஆண்டெனா,ਬਾਰੰਬਾਰਤਾ ਨਿਰਪੱਖ antenna
நிறமற்ற வடிவம்,ਅਕ੍ਰੋਮੈਟਿਕ ਸ਼ਕਲ
நிறமற்ற விளிம்பு,ਅਕ੍ਰੋਮੈਟਿਕ ਫਰਿੰਜ
நிறமற்ற லென்ஸ்*,ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*
நிறமற்ற புள்ளி பாதை,ਅਕ੍ਰੋਮੈਟਿਕ ਬਿੰਦੂ ਮਾਰਗ
நிறமற்ற லென்ஸ்,ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ
வண்ணப் பட்டகம்,ਅਕ੍ਰੋਮੈਟਿਕ ਪ੍ਰਿਜ਼ਮ
வண்ணமயமான தொலைநோக்கி,ਅਕ੍ਰੋਮੈਟਿਕ ਦੂਰਬੀਨ
நிறமற்ற தன்மை*,ਰੰਗੀਨਤਾ*
நிறமாற்றம்*,ਅਕ੍ਰੋਮੈਟਾਈਜ਼ੇਸ਼ਨ*
நிறமற்ற தன்மை*,ਰੰਗੀਨਤਾ*
"மீள், பயனற்ற, பயனற்ற","ਲਚਕੀਲੇ, ਅਪ੍ਰਤੱਖ, ਲਚਕੀਲੇ"
"ஏகோர்ன் ஹோஸ், பாஞ்சு ஹோஸ்","ਐਕੋਰਨ ਹੋਜ਼, ਬੰਜੂ ਹੋਜ਼"
மினியேச்சர் வால்வு,ਛੋਟੇ ਵਾਲਵ
அகோஃபோனி,akophony
ஒலியியல்,ਧੁਨੀ
ஒலி உறிஞ்சுதல்,ਧੁਨੀ ਸਮਾਈ
ஒலியியல் குறைப்பு குணகம்,ਐਕੋਸਟਿਕ ਐਟੀਨਯੂਏਸ਼ਨ ਗੁਣਾਂਕ
ஒலிக் குறைப்பு,ਧੁਨੀ ਧਿਆਨ
ஒலி திருடன் அலாரம்,ਧੁਨੀ ਚੋਰ ਅਲਾਰਮ
ஒலியியல் கொள்ளளவு,ਧੁਨੀ ਸਮਰੱਥਾ
கேட்கும் மையம்,ਸੁਣਵਾਈ ਕੇਂਦਰ
ஒலியியல் விளக்கம்,ਧੁਨੀ ਵਿਆਖਿਆ
ஒலி உறை,ਧੁਨੀ ਕਵਰ
ஒலி பதில்,ਧੁਨੀ ਜਵਾਬ
ஒலியியல் கூறு,ਧੁਨੀ ਭਾਗ
ஒலி கடத்துத்திறன்,ਧੁਨੀ ਚਾਲਕਤਾ
ஒலி தணித்தல்,ਧੁਨੀ ਗਿੱਲਾ
ஒலி சிதறல்,ਧੁਨੀ ਫੈਲਾਅ
ஒலி ஹேக்கர்,ਆਵਾਜ਼ ਹੈਕਰ
ஒலி ஆற்றல்*,ਧੁਨੀ ਊਰਜਾ*
ஒலி ஆற்றல் சமன்பாடு,ਧੁਨੀ ਊਰਜਾ ਸਮੀਕਰਨ
ஒலி சமன்பாடு,ਧੁਨੀ ਸਮੀਕਰਨ
ஒலி மறுசீரமைப்பு,ਧੁਨੀ ਬਹਾਲੀ
கிளாட்னி வடிவங்கள்,cladney ਆਕਾਰ
ஒலி வடிகட்டி,ਧੁਨੀ ਫਿਲਟਰ
ஒலி ஜெனரேட்டர்,ਆਵਾਜ਼ ਜਨਰੇਟਰ
ஒலி தட்டு,ਧੁਨੀ ਗਰੇਟਿੰਗ
ஒலி மின்மறுப்பு*,ਧੁਨੀ ਰੁਕਾਵਟ*
ஒலி மந்தநிலை,ਧੁਨੀ ਜੜਤਾ
ஒலி தீவிரம்,ਧੁਨੀ ਤੀਬਰਤਾ
ஒலி குறுக்கீடு மீட்டர்,ਧੁਨੀ ਦਖਲ ਮੀਟਰ
ஒலி குறுக்கீடு கண்டறிதல்,ਧੁਨੀ ਦਖਲ ਖੋਜੀ
ஒலி லென்ஸ்,ਧੁਨੀ ਲੈਂਸ
ஒலி வரி,ਆਵਾਜ਼ ਲਾਈਨ
ஒலி நிறை,ਧੁਨੀ ਪੁੰਜ
ஒலி பொருள்,ਧੁਨੀ ਸਮੱਗਰੀ
ஒலியியல் என்பது இலவச பாதை,ਧੁਨੀ ਮਤਲਬ ਮੁਕਤ ਮਾਰਗ
ஒலி முறை,ਧੁਨੀ ਮੋਡ
ஒலி சத்தம்,ਧੁਨੀ ਸ਼ੋਰ
ஒலி ஓம்*,ਧੁਨੀ ਓਮ*
"ஒலியியல் குழு, ஒலி பலகை","ਐਕੋਸਟਿਕ ਪੈਨਲ, ਐਕੋਸਟਿਕ ਬੋਰਡ"
ஒலி நிலை மாறிலி,ਧੁਨੀ ਪੜਾਅ ਸਥਿਰ
ஒலி ரிசீவர்,ਧੁਨੀ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ
ஒலி அழுத்தம்,ਧੁਨੀ ਦਬਾਅ
ஒலியின் சமச்சீர் விதி,ਆਵਾਜ਼ ਦਾ ਸਮਰੂਪਤਾ ਨਿਯਮ
ஒலி பரிமாற்றம்,ਧੁਨੀ ਸੰਚਾਰ
ஒலியியல் பண்புகள்,ਧੁਨੀ ਗੁਣ
ஒலி நாற்புறம்,ਧੁਨੀ ਚਤੁਰਭੁਜ
ஒலி கதிர்வீச்சு உறுப்பு,ਧੁਨੀ ਰੇਡੀਏਸ਼ਨ ਤੱਤ
ஒலி கதிர்வீச்சு,ਧੁਨੀ ਰੇਡੀਏਸ਼ਨ
ஒலி எதிர்ப்பு,ਸਾਊਂਡਪਰੂਫ਼
