Kannada,Gujarati
ಸಂಪೂರ್ಣ ಸಂಗೀತ,સંપૂર્ણ સંગીત
ಸಂಪೂರ್ಣ ವೀಕ್ಷಣೆ,સંપૂર્ણ અવલોકન
ಸಂಪೂರ್ಣ ಓಂ,સંપૂર્ણ ઓહ્મ
ಸಂಪೂರ್ಣ ದೃಷ್ಟಿಕೋನ,સંપૂર્ણ અભિગમ
ಸಂಪೂರ್ಣ ಎಲೆಕ್ಟ್ರೋನೆಜಿಟಿವಿಟಿ,સંપૂર્ણ ઇલેક્ટ્રોનેગેટિવિટી
ಸಂಪೂರ್ಣ ಗುರುತ್ವಾಕರ್ಷಣೆ,સંપૂર્ણ ગુરુત્વાકર્ષણ
ಸಂಪೂರ್ಣ ಒತ್ತಡ,સંપૂર્ણ દબાણ
ಸಂಪೂರ್ಣ ಆಸ್ತಿ,સંપૂર્ણ મિલકત
ಸಂಪೂರ್ಣ ಸ್ಕೇಲಾರ್,સંપૂર્ણ સ્કેલર
ತಾಪಮಾನದ ಸಂಪೂರ್ಣ ಪ್ರಮಾಣ*,તાપમાનનું સંપૂર્ણ માપ*
"ಸಂಪೂರ್ಣ ಸಿಂಕ್ರೊನಿ, ಸಂಪೂರ್ಣ ಸಿಂಕ್ರೊನಿ","સંપૂર્ણ સુમેળ, સંપૂર્ણ સુમેળ"
ಸಂಪೂರ್ಣ ಒತ್ತಡ,સંપૂર્ણ તણાવ
ಸಂಪೂರ್ಣ ಸಮ್ಮಿತಿ,સંપૂર્ણ સમપ્રમાણતા
ಸಂಪೂರ್ಣ ಚಲನೆಯ ದೇಹ,સંપૂર્ણ ગતિ શરીર
ಸಂಪೂರ್ಣ ಘಟಕ ವ್ಯವಸ್ಥೆ,સંપૂર્ણ એકમ સિસ્ટમ
ಸಂಪೂರ್ಣ ತಾಪಮಾನ,સંપૂર્ણ તાપમાન
ಸಂಪೂರ್ಣ ಸಮಯ,ચોક્કસ સમય
ಸಂಪೂರ್ಣ ಘಟಕಗಳು,સંપૂર્ણ એકમો
ಸಂಪೂರ್ಣ ಮೌಲ್ಯ,સંપૂર્ણ મૂલ્ય
ಪೂರ್ಣಾಂಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್,પૂર્ણાંક કેલ્ક્યુલેટર
ಸಂಪೂರ್ಣ ವೇಗ,સંપૂર્ણ વેગ
ಸಂಪೂರ್ಣ ಸ್ನಿಗ್ಧತೆ,સંપૂર્ણ સ્નિગ્ધતા
ಸಂಪೂರ್ಣ ತೂಕ,સંપૂર્ણ વજન
ಸಂಪೂರ್ಣ ಶೂನ್ಯ*,સંપૂર્ણ શૂન્ય*
ಶೂನ್ಯದ ಸಂಪೂರ್ಣ ಭಾಜಕ,શૂન્યનો સંપૂર્ણ વિભાજક
ಹೀರಿಕೊಳ್ಳುತ್ತವೆ,શોષી લેવું
ಹೀರಿಕೊಳ್ಳುವ ಸೂಚ್ಯಂಕ*,શોષણ સૂચકાંક*
ಹೀರಿಕೊಳ್ಳಲ್ಪಟ್ಟ ಶಕ್ತಿ,શોષિત ઊર્જા
"ಹೀರಿಕೊಳ್ಳುವ, ಹೀರಿಕೊಳ್ಳುವ","શોષક, શોષક"
ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ*,શોષક માધ્યમ*
ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ,શોષણ ક્ષમતા
ಹೀರಿಕೊಳ್ಳುವಿಕೆ,શોષણ
ಹೀರಿಕೊಳ್ಳುವ ಮಾಪಕ*,શોષણમાપક*
ಅಬ್ಸಾರ್ಪ್ಟಿಯೋಮೆಟ್ರಿ*,શોષણમેટ્રી*
ಹೀರಿಕೊಳ್ಳುವಿಕೆ,શોષણ
ಹೀರಿಕೊಳ್ಳುವಿಕೆ - ಬ್ಯಾಂಡ್*,શોષણ - બેન્ડ*
ಹೀರಿಕೊಳ್ಳುವ ಸರ್ಕ್ಯೂಟ್,શોષણ સર્કિટ
ಹೀರಿಕೊಳ್ಳುವ ಗುಣಾಂಕ,શોષણ ગુણાંક
ಹೀರಿಕೊಳ್ಳುವ ಕಾಲಮ್,શોષણ કૉલમ
ಹೀರುವಿಕೆ ಸ್ಥಿರ,સતત શોષણ
ಹೀರಿಕೊಳ್ಳುವ ನಿರಂತರತೆ,શોષણ સાતત્ય
ಹೀರಿಕೊಳ್ಳುವ ವಲಯ,શોષણ ઝોન
ಹೀರಿಕೊಳ್ಳುವ ಪ್ರಸ್ತುತ,શોષણ વર્તમાન
ಹೀರಿಕೊಳ್ಳುವ ವಕ್ರರೇಖೆ*,શોષણ વક્ર*
ಹೀರಿಕೊಳ್ಳುವ ಮುರಿತ,શોષણ અસ્થિભંગ
ಹೀರಿಕೊಳ್ಳುವ ಕೋರ್,શોષણ કોર
ಹೀರಿಕೊಳ್ಳುವ ಅಂಶ,શોષણ પરિબળ
ಹೀರಿಕೊಳ್ಳುವ ಫಿಲ್ಟರ್,શોષણ ફિલ્ટર
ಹೀರಿಕೊಳ್ಳುವ ಜ್ವಾಲೆಯ ಫೋಟೊಮೆಟ್ರಿ*,શોષણ જ્યોત ફોટોમેટ્રી*
ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್,શોષણ હાઇગ્રોમીટર
ಹೀರಿಕೊಳ್ಳುವ ಘಾತ,શોષણ ઘાતાંક
ಹೀರಿಕೊಳ್ಳುವಿಕೆ ಕನಿಷ್ಠ,શોષણ સીમાંત
ಹೀರಿಕೊಳ್ಳುವ ರೇಖೆ,શોષણ રેખા
ಹೀರಿಕೊಳ್ಳುವ ನಷ್ಟ,શોષણ નુકશાન
ಹೀರಿಕೊಳ್ಳುವ ಮಾಡ್ಯುಲೇಶನ್,શોષણ મોડ્યુલેશન
ಬೆಳಕಿನ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,પ્રકાશ શોષણ
ವಿಕಿರಣ ಶಕ್ತಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,રેડિયેશન ઊર્જાનું શોષણ
ಹೀರಿಕೊಳ್ಳುವ ಗರಿಷ್ಠ,શોષણની ટોચ
ಹೀರಿಕೊಳ್ಳುವ ದ್ಯುತಿಮಾಪನ,શોષણ ફોટોમેટ્રી
ಹೀರಿಕೊಳ್ಳುವ ಅನುಪಾತ,શોષણ ગુણોત્તર
ಹೀರಿಕೊಳ್ಳುವ ಶ್ರೇಣಿ*,શોષણ શ્રેણી*
ಹೀರಿಕೊಳ್ಳುವ ಸ್ಪೆಕ್ಟ್ರಮ್ ಫೋಟೋಮೆಟ್ರಿ*,શોષણ સ્પેક્ટ્રમ ફોટોમેટ્રી*
ಹೀರಿಕೊಳ್ಳುವ ವರ್ಣಪಟಲ*,શોષણ સ્પેક્ટ્રમ*
"ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ, ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ","શોષણ નળી, શોષણ નળી"
ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್,શોષણ હાઇગ્રોમીટર
ಹೀರಿಕೊಳ್ಳುವ*,શોષક*
ಹೀರಿಕೊಳ್ಳುವ ಬಾಷ್ಪೀಕರಣ,શોષક બાષ્પીભવક
ಹೀರಿಕೊಳ್ಳುವ ಕಾನೂನು*,શોષણ કાયદો*
ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ,શોષણ માધ્યમ
"ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ, ಹೀರಿಕೊಳ್ಳುವಿಕೆ*","શોષક ક્ષમતા, શોષણ*"
ಹೀರಿಕೊಳ್ಳುವಿಕೆ*,શોષણ*
ಸ್ಟುಡಿಯೋ ಅಲಂಕಾರ,સ્ટુડિયો સરંજામ
ಬಹುಸಂಖ್ಯೆಯ ಅನುಪಾತ,ગુણાકાર ગુણોત્તર
abvolt,અવગણના
ಸುಮಾರು,વિશે
ವೇಗವನ್ನು,વેગ આપો
ವೇಗವರ್ಧನೆ-ನಿಲುಗಡೆ ಅಂತರ,પ્રવેગક-સ્ટોપ અંતર
ಆತುರಪಟ್ಟರು,ઉતાવળ કરી
ತ್ವರಿತ ಸಮಯದ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ,ઝડપી સમય અસર પરીક્ષણ
ತ್ವರಿತ ಹರಿವು,ઝડપી પ્રવાહ
ತ್ವರಿತ ಗತಿ,ઝડપી ગતિ
ತ್ವರಿತ ದೇಹ,ઝડપી શરીર
ವೇಗವರ್ಧಕ ತೂಕ,પ્રવેગક તોલનાર
ವೇಗವರ್ಧಕ ವಿದ್ಯುದ್ವಾರ*,પ્રવેગક ઇલેક્ટ્રોડ*
ವೇಗವರ್ಧಕ ಸಮಯ*,પ્રવેગક સમય*
ವೇಗವರ್ಧಕ ಹಂತ,પ્રવેગક તબક્કો
ವೇಗವರ್ಧಕ ದರ,પ્રવેગક દર
ವೇಗವರ್ಧಕ ವೋಲ್ಟೇಜ್*,એક્સિલરેટર વોલ્ટેજ*
ವೇಗವರ್ಧನೆ,પ્રવેગ
ವೇಗವರ್ಧಿತ ದಹನ,ત્વરિત કમ્બશન
ವೇಗವರ್ಧಕ ಗುಣಾಂಕ,પ્રવેગક ગુણાંક
ವೇಗವರ್ಧಕ ಘಟಕ,પ્રવેગક ઘટક
ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಂದಾಗಿ ವೇಗವರ್ಧನೆ,ગુરુત્વાકર્ષણને કારણે પ્રવેગક
ವೇಗವರ್ಧಕ ಅಂಶ,પ્રવેગક પરિબળ
ವೇಗವರ್ಧಿತ ಚಾರ್ಜ್,ઝડપી ચાર્જ
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ವೇಗವರ್ಧನೆ,ગુરુત્વાકર્ષણ પ્રવેગક
ವೇಗವರ್ಧಕ ಸಾಮರ್ಥ್ಯ,પ્રવેગક સંભવિત
ವೇಗವರ್ಧಕ ಕಾನೂನು,પ્રવેગક કાયદો
ವೇಗವರ್ಧಕ ಪ್ರಕ್ರಿಯೆ,પ્રવેગક પ્રક્રિયા
ವೇಗವರ್ಧಕ ವಲಯ,પ્રવેગક ક્ષેત્ર
ವೇಗವರ್ಧಕ ವಿಧಾನ,પ્રવેગક પદ્ધતિ
"ವೇಗವರ್ಧಕ ಸಹಿಷ್ಣುತೆ, ವೇಗವರ್ಧನೆ ಸಹಿಷ್ಣುತೆ","પ્રવેગ સહનશીલતા, પ્રવેગ સહનશીલતા"
ವೇಗವರ್ಧಕ ವೆಕ್ಟರ್,પ્રવેગક વેક્ટર
ವೇಗವರ್ಧನೆ-ವೋಲ್ಟೇಜ್,પ્રવેગક-વોલ્ટેજ
ವೇಗವರ್ಧಕ ತರಂಗ,પ્રવેગક તરંગ
ವೇಗವರ್ಧಕ,પ્રવેગક
"ವೇಗಗೊಳಿಸು, ವೇಗವರ್ಧಕ*","પ્રવેગક, પ્રવેગક*"
ವೇಗವರ್ಧಕ ಸಮೀಕರಣ,પ્રવેગક સમીકરણ
ವೇಗವರ್ಧಕ*,એક્સિલરેટર*
ವೇಗವರ್ಧಕ,એક્સેલરોમીટર
ವೇಗವರ್ಧಕ ಹೊಂದಾಣಿಕೆ,એક્સેલરોમીટર મેચિંગ
ಪ್ರಿಸ್ಟ್ರೆಸರ್,prestresser
ಮಾನ್ಯ ಅಕ್ಷರಗಳು,માન્ય અક્ષરો
ಸ್ವೀಕಾರ ಕೋನ,સ્વીકૃતિ કોણ
ಸ್ವೀಕಾರ ವಿವರಣೆ,સ્વીકૃતિ સ્પષ્ટીકરણ
ಸ್ವೀಕಾರಾರ್ಹ ಪರೀಕ್ಷೆ,સ્વીકાર્ય પરીક્ષણ
"ಸ್ವೀಕರಿಸುವವರು*, ಸ್ವೀಕರಿಸುವವರು","સ્વીકારનાર*, સ્વીકારનાર"
ಗ್ರಾಹಕ ಪರಮಾಣು,રીસેપ્ટર અણુ
ಗ್ರಾಹಕ ಬಂಧ,રીસેપ્ટર બોન્ડ
ರಿಸೀವರ್ ಸರ್ಕ್ಯೂಟ್,રીસીવર સર્કિટ
ಗ್ರಾಹಕ ಮಟ್ಟ,રીસેપ્ટર સ્તર
ದಾನಿ ಅಣು,દાતા પરમાણુ
ಗ್ರಾಹಕ ಆಸ್ತಿ,રીસેપ્ટર મિલકત
ಗ್ರಾಹಕ ಆಸ್ತಿ ಮಟ್ಟ,રીસેપ્ટર મિલકત સ્તર
ವೇಗವರ್ಧಕ ಮೆದುಗೊಳವೆ,પ્રવેગક નળી
"ಪ್ರವೇಶ, ಕಾಯುವಿಕೆ, ಪ್ರವೇಶ","પ્રવેશ, રાહ, પ્રવેશ"
ಭುಜ್ ಅನ್ನು ಪ್ರವೇಶಿಸಿ,ભુજ એક્સેસ
ಪ್ರವೇಶ ವ್ಯವಸ್ಥೆ,ઍક્સેસ સિસ્ટમ
ಪ್ರವೇಶ ಸಮಯ,ઍક્સેસ સમય
ಪ್ರವೇಶಿಸುವಿಕೆ,ઉપલ્બધતા
"ಹೆಚ್ಚುವರಿ, ಸಹಾಯಕ, ಪರಿಕರಗಳು (v, ), ಬಿಡಿಭಾಗಗಳು","વધારાના, સહાયક, સહાયક (v, ), એસેસરીઝ"
ಹೆಚ್ಚುವರಿ ನಿರ್ಬಂಧಗಳು,વધારાના પ્રતિબંધો
ಕಾಕತಾಳೀಯ,સંયોગ
ಆಕಸ್ಮಿಕ ತಿದ್ದುಪಡಿ,આકસ્મિક કરેક્શન
ಆಕಸ್ಮಿಕ ಜೈವಿಕ ಉತ್ಪತ್ತಿ,આકસ્મિક બાયોજેનેસિસ
ಆಕಸ್ಮಿಕ ತಿರುವು,આકસ્મિક ડાયવર્ઝન
ಸಂದರ್ಶಕರ ದೋಷ,મુલાકાતી ભૂલ
"ಹಠಾತ್ ನಿಲುಗಡೆ, ಹಠಾತ್ ಕ್ಲ್ಯಾಂಪ್","અચાનક સ્ટોપ, એકાએક સ્ટોપ"
ಆಕಸ್ಮಿಕ ಪ್ರಸರಣ,આકસ્મિક ટ્રાન્સમિશન
ಯಾದೃಚ್ಛಿಕ ವ್ಯತ್ಯಾಸ,રેન્ડમ ભિન્નતા
ಹೊಂದಾಣಿಕೆ,ગોઠવણ
ನೆಲೆಗೊಂಡಿದೆ,સ્થિત
ಸಂಚಿತ ದೋಷ,સંચિત ભૂલ
"ಶೇಖರಣೆ, ಶೇಖರಣೆ","સંચય, સંચય"
ಶಕ್ತಿ ಸಂಗ್ರಹಣೆ,ઊર્જા સંગ્રહ
ಸಂಚಯಕ*,સંચયક*
ನಿಖರತೆ,ચોકસાઈ
ರಿಯಾಲಿಟಿ,વાસ્તવિકતા
ನಿಜವಾದ ಉಪಕರಣ ವೀಕ್ಷಣೆ,વાસ્તવિક સાધન અવલોકન
ನಿಖರ ಶ್ರೇಣಿಯ ಮಾರ್ಕರ್,ચોક્કસ શ્રેણી માર્કર
ನಿಖರವಾದ ಸ್ಕ್ಯಾನಿಂಗ್,ચોકસાઇ સ્કેનીંગ
ಅಭ್ಯಾಸ,પ્રેક્ટિસ
ವೇಗವರ್ಧಕ ಕೋಶ*,એક્સિલરેટર સેલ*
ವರ್ಣರಹಿತ ಮಸೂರ*,વર્ણહીન લેન્સ*
ವರ್ಣರಹಿತ*,વર્ણહીન*
ವರ್ಣರಹಿತ ವಿಶ್ಲೇಷಕ,વર્ણહીન વિશ્લેષક
ಆವರ್ತನ ತಟಸ್ಥ ಆಂಟೆನಾ,આવર્તન તટસ્થ એન્ટેના
ವರ್ಣರಹಿತ ಆಕಾರ,વર્ણહીન આકાર
ವರ್ಣರಹಿತ ಫ್ರಿಂಜ್,વર્ણહીન ફ્રિન્જ
ವರ್ಣರಹಿತ ಮಸೂರ*,વર્ણહીન લેન્સ*
ವರ್ಣರಹಿತ ಬಿಂದು ಮಾರ್ಗ,વર્ણહીન બિંદુ પાથ
ವರ್ಣರಹಿತ ಮಸೂರ,વર્ણહીન લેન્સ
ವರ್ಣರಹಿತ ಪ್ರಿಸ್ಮ್,વર્ણહીન પ્રિઝમ
ವರ್ಣರಹಿತ ದೂರದರ್ಶಕ,વર્ણહીન ટેલિસ્કોપ
ವರ್ಣರಹಿತತೆ*,વર્ણહીનતા*
ವರ್ಣಮಯಗೊಳಿಸುವಿಕೆ*,વર્ણહીનકરણ*
ವರ್ಣರಹಿತತೆ*,વર્ણહીનતા*
"ಸ್ಥಿತಿಸ್ಥಾಪಕ, ವಕ್ರೀಕಾರಕ, ಸ್ಥಿತಿಸ್ಥಾಪಕ","સ્થિતિસ્થાપક, અપ્રતિરોધક, પ્રત્યાવર્તન"
"ಆಕ್ರಾನ್ ಹೋಸ್, ಬಂಜು ಹೋಸ್","એકોર્ન નળી, બંજુ નળી"
ಚಿಕಣಿ ಕವಾಟ,લઘુચિત્ર વાલ્વ
ಅಕೋಫೋನಿ,ઇકોફોની
ಅಕೌಸ್ಟಿಕ್,એકોસ્ટિક
ಅಕೌಸ್ಟಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,એકોસ્ટિક શોષકતા
ಅಕೌಸ್ಟಿಕ್ ಅಟೆನ್ಯೂಯೇಶನ್ ಗುಣಾಂಕ,એકોસ્ટિક એટેન્યુએશન ગુણાંક
ಅಕೌಸ್ಟಿಕ್ ಕ್ಷೀಣತೆ,એકોસ્ટિક એટેન્યુએશન
ಅಕೌಸ್ಟಿಕ್ ಕಳ್ಳ ಎಚ್ಚರಿಕೆ,એકોસ્ટિક ચોર એલાર્મ
ಅಕೌಸ್ಟಿಕ್ ಕೆಪಾಸಿಟನ್ಸ್,એકોસ્ટિક ક્ષમતા
ಶ್ರವಣ ಕೇಂದ್ರ,સુનાવણી કેન્દ્ર
ಅಕೌಸ್ಟಿಕ್ ವಿವರಣೆ,એકોસ્ટિક સમજૂતી
ಅಕೌಸ್ಟಿಕ್ ಕವರ್,એકોસ્ટિક કવર
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,એકોસ્ટિક પ્રતિભાવ
ಅಕೌಸ್ಟಿಕ್ ಘಟಕ,એકોસ્ટિક ઘટક
ಅಕೌಸ್ಟಿಕ್ ವಾಹಕತೆ,એકોસ્ટિક વાહકતા
ಅಕೌಸ್ಟಿಕ್ ಡ್ಯಾಂಪಿಂಗ್,એકોસ્ટિક ભીનાશ
ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ,એકોસ્ટિક વિક્ષેપ
ಧ್ವನಿ ಹ್ಯಾಕರ್,સાઉન્ડ હેકર
ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ*,ધ્વનિ ઊર્જા*
ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ ಸಮೀಕರಣ,એકોસ્ટિક ઊર્જા સમીકરણ
ಅಕೌಸ್ಟಿಕ್ ಸಮೀಕರಣ,એકોસ્ટિક સમીકરણ
