Odiya,Hindi
ବାରମ୍ବାର ଡେଇଁପଡେ |,सहसा जंप
ହାତ *,भुज*
ହଜିଯାଇଥିବା ପ୍ରତିଫଳନ |,लुप्त परावर्तन
ସ୍ପେକ୍ଟ୍ରମ୍ ଅନୁପସ୍ଥିତ |,लुप्त स्पैक्ट्रम
"ସଂପୂର୍ଣ୍ଣ, ସଂପୂର୍ଣ୍ଣ, ସ୍ଥିର, ସିଦ୍ଧ |","निरपेक्ष, परम, अचर, परिशुद्ध"
ସଂପୂର୍ଣ୍ଣ ତ୍ୱରଣ,निरपेक्ष त्वरण
ସଂପୂର୍ଣ୍ଣ ବାସ୍ତବତା |,निरपेक्ष यथार्थता
ସଂପୂର୍ଣ୍ଣ ଠିକଣା,निरपेक्ष पता
ଜିଓ-ଆପେକ୍ଷିକ ଉଚ୍ଚତା |,भूसापेक्ष तुंगतामापी
ଭ ge ଗୋଳିକ ଉଚ୍ଚତା |,भूसापेक्ष तुंगता
ସଂପୂର୍ଣ୍ଣ ଆମ୍ପେର୍ |,निरपेक्ष ऐम्पियर
ସଂପୂର୍ଣ୍ଣ ଫୁଟିବା ବିନ୍ଦୁ |,परम क्वथनांक
ସଂପୂର୍ଣ୍ଣ ଉଜ୍ଜ୍ୱଳତା |,निरपेक्ष तेजमापीय दीप्ति
ସଂପୂର୍ଣ୍ଣ କ୍ଷମତା,निरपेक्ष धारिता
ସଂପୂର୍ଣ୍ଣ ଉଚ୍ଚତା |,निरपेक्ष ऊँचाई
ସଂପୂର୍ଣ୍ଣ ପିଗମେଣ୍ଟ |,निरपेक्ष वर्णाक
"ସଂପୂର୍ଣ୍ଣ ବିନ୍ୟାସ, ଅସ୍ପଷ୍ଟ ବିନ୍ୟାସ |","निरपेक्ष विन्यास, असंदिग्ध विन्यास"
ସଂପୂର୍ଣ୍ଣ କୁଲମ୍ବ |,निरपेक्ष कूलॉम
ସମ୍ପୂର୍ଣ୍ଣ ଅନ୍ଧକାର |,पूर्ण अंधकार
ସଂପୂର୍ଣ୍ଣ କାର୍ଯ୍ୟସୂଚୀ,निरपेक्ष कालनिर्धारण
ସଂପୂର୍ଣ୍ଣ ଘନତା *,निरपेक्ष घनत्व*
ସଂପୂର୍ଣ୍ଣ ଜଳ ନିଷ୍କାସନ |,निरपेक्ष अपवहन
ସଂପୂର୍ଣ୍ଣ EMU | (ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ଏକକ),निरपेक्ष इ.एम.यू. (विद्युत् चुबंकीय मात्रक)
ସଂପୂର୍ଣ୍ଣ ESU | (ଷ୍ଟାଟିକ୍ ୟୁନିଟ୍),निरपेक्ष इ.एस.यू. (स्थिर विद्युत् मात्रक)
ସଂପୂର୍ଣ୍ଣ ଦକ୍ଷତା |,निरपेक्ष दक्षता
ସଂପୂର୍ଣ୍ଣ ଇଲେକ୍ଟ୍ରୋମିଟର |,निरपेक्ष विद्युतमापी
ସଂପୂର୍ଣ୍ଣ ଫ୍ରିକ୍ୱେନ୍ସି ସଂପୂର୍ଣ୍ଣ ଫ୍ରିକ୍ୱେନ୍ସି |,"निरपेक्ष बारंबारता, निरपेक्ष आवृत्ति"
ସଂପୂର୍ଣ୍ଣ ଆର୍ଦ୍ରତା |,निरपेक्ष आर्द्रता
ସଂପୂର୍ଣ୍ଣ ଘଟଣା,निरपेक्ष आपतन
ସଂପୂର୍ଣ୍ଣ ପ୍ରତୀକାତ୍ମକ ସୂଚକାଙ୍କ |,निरपेक्ष अपवर्तनांक
ସଂପୂର୍ଣ୍ଣ ଅସ୍ଥିରତା |,निरपेक्ष अस्‍थायित्व
ସଂପୂର୍ଣ୍ଣ ଅସ୍ଥିରତା |,निरपेक्ष अस्‍थायित्व
"ସଂପୂର୍ଣ୍ଣ ତୀବ୍ରତା, ସଂପୂର୍ଣ୍ଣ ତୀବ୍ରତା |","निरपेक्ष तीव्रता, निरपेक्ष उग्रता"
ଆଥେନିଆର ସଂପୂର୍ଣ୍ଣ ସୀମା |,शैथिल्य की निरपेक्ष सीमा
ସଂପୂର୍ଣ୍ଣ ଆଲୋକୀକରଣ ସିଲ୍ |,निरपेक्ष ज्योतिर्मयता देहली
ସଂପୂର୍ଣ୍ଣ ଆଲୋକ ବକ୍ର,निरपेक्ष ज्योति वक्र
ସଂପୂର୍ଣ୍ଣ ପରିମାଣ,निरपेक्ष कांतिमान
ସଂପୂର୍ଣ୍ଣ ବାରୋମିଟର |,निरपेक्ष दाबांतरमापी
ସର୍ବୋଚ୍ଚ ସର୍ବୋଚ୍ଚ,परम उच्चिष्ठ
ସଂପୂର୍ଣ୍ଣ ଚରମ,निरपेक्ष चरम सीमांक
ସଂପୂର୍ଣ୍ଣ ସର୍ବନିମ୍ନ |,परम निम्निष्ठ
ସଂପୂର୍ଣ୍ଣ ଗତି,निरपेक्ष संवेग
ସଂପୂର୍ଣ୍ଣ ଗତି,निरपेक्ष गति
ସଂପୂର୍ଣ୍ଣ ସଂଗୀତ |,निरपेक्ष संगीत
ସଂପୂର୍ଣ୍ଣ ନିରୀକ୍ଷଣ |,निरपेक्ष प्रेक्षण
ସଂପୂର୍ଣ୍ଣ ଓହମ୍ |,निरपेक्ष ओम
ସଂପୂର୍ଣ୍ଣ ଆଭିମୁଖ୍ୟ,निरपेक्ष दिगविन्यास
ସଂପୂର୍ଣ୍ଣ ଇଲେକ୍ଟ୍ରୋନେଗେଟିଭିଟି |,निरपेक्ष विद्युत्-शीलता
ସଂପୂର୍ଣ୍ଣ ମାଧ୍ୟାକର୍ଷଣ |,निरपेक्ष तारत्व
ସଂପୂର୍ଣ୍ଣ ଚାପ |,निरपेक्ष दाब
ସଂପୂର୍ଣ୍ଣ ସମ୍ପତ୍ତି |,निरपेक्ष गुणधर्म
ସଂପୂର୍ଣ୍ଣ ସ୍କାଲାର୍ |,निरपेक्ष अदिश
ତାପମାତ୍ରାର ଚରମ ମାପ *,ताप का परम मापक्रम*
"ସଂପୂର୍ଣ୍ଣ ସିଙ୍କ୍ରୋନି, ସଂପୂର୍ଣ୍ଣ ସିଙ୍କ୍ରୋନି |","निरपेक्ष युगपत्ता, निरपेक्ष समकालिकता"
ସଂପୂର୍ଣ୍ଣ ଚାପ |,निरपेक्ष प्रतिबल
ସଂପୂର୍ଣ୍ଣ ସମୃଦ୍ଧତା |,निरपेक्ष सममिति
ସଂପୂର୍ଣ୍ଣ ଗତି ଶରୀର |,निरपेक्ष गति-निकाय
ସଂପୂର୍ଣ୍ଣ ୟୁନିଟ୍ ସିଷ୍ଟମ୍ |,निरपेक्ष मात्रक पद्धति
ସଂପୂର୍ଣ୍ଣ ତାପମାତ୍ରା |,परम ताप
ସଂପୂର୍ଣ୍ଣ ସମୟ |,निरपेक्ष काल
ସଂପୂର୍ଣ୍ଣ ଏକକ |,निरपेक्ष मात्रक
ସଂପୂର୍ଣ୍ଣ ମୂଲ୍ୟ,निरपेक्ष मान
ପୂର୍ଣ୍ଣ କାଲକୁଲେଟର,पूर्णाक अभिकलित्र
ସଂପୂର୍ଣ୍ଣ ବେଗ,निरपेक्ष वेग
ସଂପୂର୍ଣ୍ଣ ସାନ୍ଦ୍ରତା |,निरपेक्ष श्यानता
ସଂପୂର୍ଣ୍ଣ ଓଜନ |,निरपेक्ष भार
ସଂପୂର୍ଣ୍ଣ ଶୂନ *,परम शून्य*
ଶୂନ୍ୟର ସଂପୂର୍ଣ୍ଣ ବିଭାଜନକାରୀ |,शून्य का निरपेक्ष भाजक
ଶୋଷଣ,अवशोषण करना
ଅବସାଦ ସୂଚକାଙ୍କ *,अवशोषणांक*
ଶୋଷିତ ଶକ୍ତି,अवशोषित ऊर्जा
"ଶୋଷକ, ଶୋଷକ","अवशोषक, अवशोषी"
ଅବଶୋଷକ ମାଧ୍ୟମ *,अवशोषी माध्यम*
ଅବଶୋଷଣ କ୍ଷମତା |,अवशोषण सामर्थ्य
ଅବସାଦ |,अवशोषणांश
ଶୋଷଣକାରୀ *,अवशोषणमापी*
ଶୋଷଣକାରୀ *,अवशोषणामिति*
ଅବଶୋଷଣ,अवशोषण
ଅବଶୋଷଣ - ବ୍ୟାଣ୍ଡ *,अवशोषण - बैन्ड*
ଅବଶୋଷଣ ସର୍କିଟ |,अवशोषण परिपथ
ଶୋଷଣ ଗୁଣବତ୍ତା,अवशोषण-गुणांक
ଅବଶୋଷଣ ସ୍ତମ୍ଭ,अवशोषण-स्तम्भ
ଅବଶୋଷଣ ସ୍ଥିର |,अवशोषण-स्थिरांक
ଅବଶୋଷଣ କ୍ରମାଗତ |,अवशोषण सांतत्यक
ଅବଶୋଷଣ ଜୋନ୍ |,अवशोषण-परिक्षेत्र
ଅବଶୋଷଣ କରେଣ୍ଟ |,अवशोषण-धारा
ଅବଶୋଷଣ ବକ୍ର *,अवशोषण वक्र*
ଅବଶୋଷଣ ଭଙ୍ଗା |,अवशोषण भंग
ଅବଶୋଷଣ କୋର୍ |,अवशोषण कोर
ଅବଶୋଷଣ କାରକ |,अवशोषण गुणक
ଅବଶୋଷଣ ଫିଲ୍ଟର୍ |,अवशोषण फिल्टर
ଅବଶୋଷଣ ଫ୍ଲେମ୍ ଫୋଟୋମେଟ୍ରି *,अवशोषण ज्वाला प्रकाशमिति*
ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |,अवशोषण आर्द्रतामापी
ଅବଶୋଷଣ ପ୍ରଦର୍ଶକ |,अवशोषण घातांक
ଶୋଷଣ ମାର୍ଜିନ,अवशोषण सीमांत
ଅବଶୋଷଣ ରେଖା |,अवशोषण रेखा
ଅବଶୋଷଣ କ୍ଷତି |,अवशोषणजन्य हानि
ଅବଶୋଷଣ ମଡ୍ୟୁଲେସନ୍ |,अवशोषण माडुलन
ହାଲୁକା ଅବଶୋଷଣ |,प्रकाश अवशोषण
ବିକିରଣ ଶକ୍ତିର ଅବଶୋଷଣ |,विकिरण ऊर्जा का अवशोषण
ଅବଶୋଷଣ ଶିଖର |,अवशोषण शिखर
ଅବଶୋଷଣ ଫୋଟୋମେଟ୍ରି |,अवशोषण प्रकाशमिति
ଅବଶୋଷଣ ଅନୁପାତ |,अवशोषण अनुपात
ଅବଶୋଷଣ ପରିସର *,अवशोषण श्रेणी*
ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ୍ ଫୋଟୋମେଟ୍ରି *,अवशोषण स्पेक्ट्रम प्रकाशमिति*
ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ *,अवशोषण स्पेक्ट्रम*
"ଅବଶୋଷଣ ଟ୍ୟୁବ୍, ଅବଶୋଷଣ ଟ୍ୟୁବ୍ |","अवशोषण नली, अवशोषण नाल"
ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |,अवशोषण तरगमापी
ଶୋଷଣକାରୀ *,अवशोषी*
ଶୋଷକ ବାଷ୍ପୀକରଣକାରୀ |,अवशोषी क्षीणकारी
ଅବଶୋଷଣ ନିୟମ *,अवशोषण नियम*
ଅବଶୋଷଣ ମାଧ୍ୟମ |,अवशोषण माध्यम
"ଅବଶୋଷଣ କ୍ଷମତା, ଅବଶୋଷଣ *","अवशोषण क्षमता, अवशोषकता*"
ଅବସାଦ *,अवशोषकता*
ଷ୍ଟୁଡିଓ ସାଜସଜ୍ଜା |,स्टूडिओ सज्जा
ବହୁଗୁଣ ଅନୁପାତ |,बाहुल्य अनुपात
abvolt,ऐबवोल्ट
ବିଷୟରେ,ऐबवाट
ତ୍ୱରାନ୍ୱିତ କର |,त्वरित करना
ତ୍ୱରଣ-ସ୍ଥଗିତ ଦୂରତା |,त्वरण-विराम दूरी
ଶୀଘ୍ର ଶୀଘ୍ର,त्वरित
ଶୀଘ୍ର ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା |,त्वरित कालप्रभावन परीक्षण
ଶୀଘ୍ର ପ୍ରବାହ,त्वरित प्रवाह
ଦ୍ରୁତ ଗତି,त्वरित गति
ଶୀଘ୍ର ଶରୀର,त्वरित निकाय
ତ୍ୱରଣକାରୀ ଓଜନ,त्वरक तुला
ତ୍ୱରକ ଇଲେକ୍ଟ୍ରୋଡ୍ *,त्वरक इलैक्ट्रोड*
ତ୍ୱରକ ସମୟ *,त्वरक काल*
ତ୍ୱରକ ପର୍ଯ୍ୟାୟ |,त्वरक प्रावस्था
ତ୍ୱରଣକାରୀ ହାର,त्वरक दर
ତ୍ୱରକ ଭୋଲଟେଜ୍ *,त्वरक वोल्टता*
ତ୍ୱରଣ,त्वरण
ତ୍ୱରିତ ଜାଳେଣି |,त्वरणिक अपदहन
ତ୍ୱରଣ ଗୁଣବତ୍ତା,त्वरण गुणांक
ତ୍ୱରଣ ଉପାଦାନ,त्वरण घटक
ମାଧ୍ୟାକର୍ଷଣ ହେତୁ ତ୍ୱରଣ |,गुरूत्वीय त्वरण
ତ୍ୱରଣ କାରକ,त्वरण गुणक
ତ୍ୱରିତ ଚାର୍ଜ |,त्वरणिक प्रतिभरण
ମାଧ୍ୟାକର୍ଷଣର ତ୍ୱରଣ,गुरूत्व त्वरण
ତ୍ୱରଣ ସମ୍ଭାବନା |,त्वरण विभव
ତ୍ୱରଣ ନିୟମ,त्वरण-नियम
ତ୍ୱରଣ ପ୍ରକ୍ରିୟା,त्वरण-प्रक्रम
ତ୍ୱରଣ କ୍ଷେତ୍ର,त्वरण प्रेदश
ତ୍ୱରଣ ପଦ୍ଧତି,त्वरण प्रविधी
"ତ୍ୱରଣ ସହନଶୀଳତା, ତ୍ୱରଣ ସହନଶୀଳତା |","त्वरण सहिष्णुता, त्वरण सहनसीमा"
ତ୍ୱରଣ ଭେକ୍ଟର,त्वरण-सदिश
ତ୍ୱରଣ-ଭୋଲଟେଜ୍,त्वरण-वोल्टता
ତ୍ୱରଣ ତରଙ୍ଗ,त्वरण तरंग
ତ୍ୱରକ,त्वरक
"ତ୍ୱରାନ୍ୱିତ, ତ୍ୱରକ *","त्वरित्र, त्वरक*"
ତ୍ୱରକ ସମୀକରଣ |,त्वरक समीकरण
ତ୍ୱରକ *,त्वरणलेखी*
ଆକ୍ସିଲେରୋମିଟର,त्वरणमापी
ଆକ୍ସିଲେରୋମିଟର ମେଳ |,त्वरणमापीय सुमेलन
ସମ୍ମାନ,प्राक्प्रबलक
ବ valid ଧ ବର୍ଣ୍ଣଗୁଡିକ |,मान्य वर्ण
ଗ୍ରହଣ କୋଣ,स्वीकरण-कोण
ଗ୍ରହଣ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,स्वीकरण-विनिर्देश
ଗ୍ରହଣୀୟ ପରୀକ୍ଷା,स्वीकारी परीक्षण
"ଗ୍ରହଣକାରୀ *, ଗ୍ରହଣକାରୀ","ग्राही*, स्वीकारी"
ରିସେପ୍ଟର ପରମାଣୁ |,ग्राही परमाणु
ରିସେପ୍ଟର ବଣ୍ଡ |,ग्राही आबंध
ରିସିଭର୍ ସର୍କିଟ୍ |,ग्राही परिपथ
ରିସେପ୍ଟର ସ୍ତର,ग्राही स्तर
ଦାତା ଅଣୁ,आदाता अणु
ରିସେପ୍ଟର ସମ୍ପତ୍ତି |,ग्राही गुणधर्म
ରିସେପ୍ଟର ସମ୍ପତ୍ତି ସ୍ତର |,ग्राही गुणधर्म तल
ତ୍ୱରକ ହୋସ୍ |,त्वरक नली
"ପ୍ରବେଶ, ଅପେକ୍ଷା, ପ୍ରବେଶ","अभिगम, प्रतीक्षा, अभिगम्यता"
ଭୁଜ୍ ପ୍ରବେଶ କରନ୍ତୁ |,अभिगम भुज
ଆକ୍ସେସ୍ ସିଷ୍ଟମ୍ |,अभिगम-तंत्र
ପ୍ରବେଶ ସମୟ,अभिगम काल
ଅଭିଗମ୍ୟତା,अभिगम्यता
"ଅତିରିକ୍ତ, ସହାୟକ, ଆନୁଷଙ୍ଗିକ (v,), ଆନୁଷଙ୍ଗିକ |","अतिरिक्त, सहायक, गौण (वि, ), उपसाधन"
ଅତିରିକ୍ତ ପ୍ରତିବନ୍ଧକ |,अतिरिक्त प्रतिबन्ध
ସୁଯୋଗ ସମକକ୍ଷ |,संयोगी संपात
ଆକସ୍ମିକ ସଂଶୋଧନ |,संयोगी संपात-संशोधन
ଆକସ୍ମିକ ବାୟୋଜେନେସିସ୍ |,आकस्मिक द्विजनन
ଆକସ୍ମିକ ବିଭ୍ରାଟ |,आकस्मिक द्विअपवर्तन
ପରିଦର୍ଶକ ତ୍ରୁଟି |,आगन्तुक त्रुटि
"ହଠାତ୍ ବନ୍ଦ, ଆକସ୍ମିକ ବନ୍ଦ |","आकस्मिक रोक, आकस्मिक जकड़"
ଆକସ୍ମିକ ସଂକ୍ରମଣ,आकस्मिक संचारण
ଅନିୟମିତ ଭିନ୍ନତା |,आकस्मिक विचरण
ଆଡଜଷ୍ଟମେଣ୍ଟ୍,समंजन
ସ୍ଥିତ,प्रतिस्थित
ସଂଗୃହିତ ତ୍ରୁଟି |,संचित त्रुटि
"ଜମା, ଜମା","संचय, संचयन"
ଶକ୍ତି ସଂରକ୍ଷଣ,ऊर्जा संचय
ଜମାକାରୀ *,संचायक*
ସଠିକତା,यथार्थता
ବାସ୍ତବତା,यथार्थ
ପ୍ରକୃତ ଯନ୍ତ୍ରର ପର୍ଯ୍ୟବେକ୍ଷଣ |,यथार्थ उपकरण प्रेक्षण
ସଠିକ୍ ପରିସର ମାର୍କର |,यथार्थ परास चिह्नक
ସଠିକତା ସ୍କାନିଂ |,यथार्थ क्रमवीक्षण
ଅଭ୍ୟାସ କର |,अभ्यसन
ତ୍ୱରକ କକ୍ଷ *,त्वरक कोष्ठ*
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *,अवर्णक लेन्स*
ଆକ୍ରୋମାଟିକ୍ *,अवर्णक*
ଆକ୍ରୋମାଟିକ୍ ଆନାଲିଜର୍ |,अवर्णक विश्लेषक
ଫ୍ରିକ୍ୱେନ୍ସି ନିରପେକ୍ଷ ଆଣ୍ଟେନା |,आवृत्ति निरपेक्ष ऐन्टेना
ଆକ୍ରୋମାଟିକ୍ ଆକୃତି |,अवर्णक आकृति
ଆକ୍ରୋମାଟିକ୍ ଫ୍ରିଙ୍ଗ୍ |,अवर्णक फ्रिंज
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *,अवर्णक लेन्स*
ଆକ୍ରୋମାଟିକ୍ ପଏଣ୍ଟ ପଥ |,अवर्णक बिन्दु पथ
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ |,अवर्णक अभिदृश्य लेन्स
ଆକ୍ରୋମାଟିକ୍ ପ୍ରିଜିମ୍ |,अवर्णक प्रिज़्म
ଆକ୍ରୋମାଟିକ୍ ଟେଲିସ୍କୋପ୍ |,अवर्णक दूरदर्शक
ଆକ୍ରୋମାଟିଟି *,अवर्णकता*
ଆକ୍ରୋମାଟାଇଜେସନ୍ *,अवर्णीकरण*
ଆକ୍ରୋମାଟିଟି *,अवर्णकता*
"ଇଲାଷ୍ଟିକ୍, ଅପ୍ରାକୃତିକ, ଚିତ୍ତାକର୍ଷକ |","एक्लास्टिक, अनपवर्तनिक, अवपवर्तनी"
"ଆକୋରନ୍ ହୋସ୍, ବାଞ୍ଜୁ ହୋସ୍ |","एकॉर्न नली, बंजु नली"
କ୍ଷୁଦ୍ର ଭଲଭ୍ |,लघु वाल्व
ଇକୋଫୋନି |,एकूफ़ोनी
ଶବ୍ଦ,ध्वानिक
ଆକାଶବାଣୀ ଅବଶୋଷଣ |,ध्वानिक अवशोषकता
ଆକାଶବାଣୀ ଆଟେଣ୍ଡେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ध्वानिक क्षीणन गुणांक
ଆକାଶବାଣୀ,ध्वानिक क्षीणनांक
ଶବ୍ଦ ଚୋର ଆଲାର୍ମ |,ध्वानिक चोर अलार्म
ଆକାଶବାଣୀ କ୍ଷମତା |,ध्वानिक धारिता
ଶ୍ରବଣ କେନ୍ଦ୍ର,श्रवण-केन्द्र
ଆକାଶବାଣୀ ବ୍ୟାଖ୍ୟା,ध्वानिक स्पष्टकारी
ଶବ୍ଦ କଭର |,ध्वानिक छदपट्ट
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |,ध्वानिक अनुवृत्ति
ଆକାଶବାଣୀ ଉପାଦାନ |,ध्वानिक घटक
ଆକାଶବାଣୀ,ध्वानिक चालकता
ଆକାଶବାଣୀ ଡମ୍ପିଂ |,ध्वानिक अवमंदन
ଆକାଶବାଣୀ ବିଚ୍ଛେଦ |,ध्वानिक परिक्षेपण
ସାଉଣ୍ଡ ହ୍ୟାକର୍ |,ध्वनि हासक
ଶବ୍ଦ ଶକ୍ତି *,ध्वानिक ऊर्जा*
ଶବ୍ଦ ଶକ୍ତି ସମୀକରଣ |,ध्वनिक ऊर्जा समीकरण
ଆକାଶବାଣୀ ସମୀକରଣ |,ध्वानिक समीकरण
ଶବ୍ଦ ପୁନ st ସ୍ଥାପନ |,ध्वानिक पुनर्निवेश
କ୍ଲାଡନି ଆକୃତି |,क्लैडनी आकृतियाँ
ଶବ୍ଦ ଫିଲ୍ଟର୍ |,ध्वानिक फ़िल्टर
ଶବ୍ଦ ଜେନେରେଟର,ध्वनि जनित्र
ଆକାଶବାଣୀ,ध्वानिक ग्रेटिंग
ଶବ୍ଦଗତ ପ୍ରତିରୋଧ *,ध्वानिक प्रतिबाधा*
ଶବ୍ଦଗତ ନିଷ୍କ୍ରିୟତା |,ध्वानिक जड़त्व
ଶବ୍ଦ ତୀବ୍ରତା |,ध्वानिक तीव्रता
ଆକାଶବାଣୀ ବାଧା ମିଟର |,ध्वानिक व्यतिकरणमापी
ଆକାଶବାଣୀ ବାଧା ଚିହ୍ନଟକାରୀ |,ध्वानिक अतिक्रमण संसूचक
ଶବ୍ଦ ଲେନ୍ସ |,ध्वानिक लेन्स
ଧ୍ୱନି ରେଖା |,ध्वनि लाइन
ଆକାଶବାଣୀ,ध्वानिक संहति
ଶବ୍ଦ ପଦାର୍ଥ |,ध्वानिक सामग्री
ଶବ୍ଦର ଅର୍ଥ ହେଉଛି ମୁକ୍ତ ପଥ |,ध्वानिक माध्य मुक्त पथ
ଆକାଶବାଣୀ ମୋଡ୍ |,ध्वानिक विधा
ଶବ୍ଦ ଶବ୍ଦ,ध्वानिक रव
ଆକାଶବାଣୀ ଓମ୍ *,ध्वानिक ओम*
"ଆକାଶବାଣୀ ପ୍ୟାନେଲ୍, ଆକାଶବାଣୀ ବୋର୍ଡ |","ध्वानिक पैनल, ध्वानिक पट्ट"
ଶବ୍ଦ ଚରଣ ସ୍ଥିର |,ध्वानिक प्रावस्था स्थिरांक
ଆକାଶବାଣୀ,ध्वानिक उद्ग्राही
ଶବ୍ଦ ଚାପ,ध्वानिक दाब
ଶବ୍ଦର ସମୃଦ୍ଧ ନିୟମ |,ध्वनि का समरूपता नियम
ଶବ୍ଦ ସଂକ୍ରମଣ,ध्वानिक संचरणांक
ଶବ୍ଦ ଗୁଣ,ध्वानिक गुणधर्म
ଆକାଶବାଣୀ ଚତୁର୍ଭୁଜ |,ध्वानिक चतुर्ध्रुवी
ଆକାଶବାଣୀ ବିକିରଣ ଉପାଦାନ |,ध्वानिक विकिरक अवयव
ଆକାଶବାଣୀ ବିକିରଣ |,ध्वनिक विकिरण
ସାଉଣ୍ଡ ପ୍ରୁଫ୍ |,ध्वनि-विकिरक
ଆକାଶବାଣୀ ରେଡିଓମିଟର |,ध्वानिक-विकिरणमापी
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |,ध्वानिक प्रतिघात
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା ଥିଓରେମ୍ |,ध्वानिक पारस्पर्य प्रमेय
ଶବ୍ଦ ହ୍ରାସ କାରକ |,ध्वानिक अपचयन गुणक
ଆକାଶବାଣୀ ପ୍ରତିଫଳନ କୋଏଫିସିଏଣ୍ଟ୍ |,ध्वानिक परावर्तन गुणांक
ଆକାଶବାଣୀ ପ୍ରତିଫଳନ |,ध्वानिक अपवर्तन
ଆକାଶବାଣୀ ପ୍ରତିରୋଧ |,ध्वानिक प्रतिरोध
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |,ध्वानिक अनुक्रियता
ଆକାଶବାଣୀ ବିଛାଇବା |,ध्वानिक प्रकीर्णन
ଶ୍ରବଣ ବିନ୍ଦୁ |,श्रवण-बिन्दु
ଶବ୍ଦର ଦୃ id ତା |,ध्वानिक दुर्नम्यता
ଶବ୍ଦ ପ୍ରଣାଳୀ |,ध्वानिक तंत्र
