Odiya,Marathi
ସଂପୂର୍ଣ୍ଣ ଘନତା *,परिपूर्ण घनता*
ସଂପୂର୍ଣ୍ଣ ଜଳ ନିଷ୍କାସନ |,पूर्ण निचरा
ସଂପୂର୍ଣ୍ଣ EMU | (ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ଏକକ),संपूर्ण EMU (विद्युत चुंबकीय एकक)
ସଂପୂର୍ଣ୍ଣ ESU | (ଷ୍ଟାଟିକ୍ ୟୁନିଟ୍),संपूर्ण ESU (स्थिर एकक)
ସଂପୂର୍ଣ୍ଣ ଦକ୍ଷତା |,परिपूर्ण कार्यक्षमता
ସଂପୂର୍ଣ୍ଣ ଇଲେକ୍ଟ୍ରୋମିଟର |,परिपूर्ण इलेक्ट्रोमीटर
ସଂପୂର୍ଣ୍ଣ ଫ୍ରିକ୍ୱେନ୍ସି ସଂପୂର୍ଣ୍ଣ ଫ୍ରିକ୍ୱେନ୍ସି |,परिपूर्ण वारंवारता परिपूर्ण वारंवारता
ସଂପୂର୍ଣ୍ଣ ଆର୍ଦ୍ରତା |,परिपूर्ण आर्द्रता
ସଂପୂର୍ଣ୍ଣ ଘଟଣା,परिपूर्ण घटना
ସଂପୂର୍ଣ୍ଣ ପ୍ରତୀକାତ୍ମକ ସୂଚକାଙ୍କ |,परिपूर्ण अपवर्तक निर्देशांक
ସଂପୂର୍ଣ୍ଣ ଅସ୍ଥିରତା |,पूर्ण अस्थिरता
ସଂପୂର୍ଣ୍ଣ ଅସ୍ଥିରତା |,पूर्ण अस्थिरता
"ସଂପୂର୍ଣ୍ଣ ତୀବ୍ରତା, ସଂପୂର୍ଣ୍ଣ ତୀବ୍ରତା |","परिपूर्ण तीव्रता, परिपूर्ण तीव्रता"
ଆଥେନିଆର ସଂପୂର୍ଣ୍ଣ ସୀମା |,अस्थेनियाची परिपूर्ण मर्यादा
ସଂପୂର୍ଣ୍ଣ ଆଲୋକୀକରଣ ସିଲ୍ |,परिपूर्ण प्रदीपन खिडकीच्या चौकटीचा खालचा आडवा
ସଂପୂର୍ଣ୍ଣ ଆଲୋକ ବକ୍ର,परिपूर्ण प्रकाश वक्र
ସଂପୂର୍ଣ୍ଣ ପରିମାଣ,परिपूर्ण परिमाण
ସଂପୂର୍ଣ୍ଣ ବାରୋମିଟର |,परिपूर्ण बॅरोमीटर
ସର୍ବୋଚ୍ଚ ସର୍ବୋଚ୍ଚ,सर्वोच्च सर्वोच्च
ସଂପୂର୍ଣ୍ଣ ଚରମ,पूर्ण टोक
ସଂପୂର୍ଣ୍ଣ ସର୍ବନିମ୍ନ |,परिपूर्ण सर्वात कमी
ସଂପୂର୍ଣ୍ଣ ଗତି,परिपूर्ण गती
ସଂପୂର୍ଣ୍ଣ ଗତି,परिपूर्ण गती
ସଂପୂର୍ଣ୍ଣ ସଂଗୀତ |,परिपूर्ण संगीत
ସଂପୂର୍ଣ୍ଣ ନିରୀକ୍ଷଣ |,परिपूर्ण निरीक्षण
ସଂପୂର୍ଣ୍ଣ ଓହମ୍ |,परिपूर्ण ओम
ସଂପୂର୍ଣ୍ଣ ଆଭିମୁଖ୍ୟ,परिपूर्ण अभिमुखता
ସଂପୂର୍ଣ୍ଣ ଇଲେକ୍ଟ୍ରୋନେଗେଟିଭିଟି |,परिपूर्ण विद्युत ऋणात्मकता
ସଂପୂର୍ଣ୍ଣ ମାଧ୍ୟାକର୍ଷଣ |,परिपूर्ण गुरुत्व
ସଂପୂର୍ଣ୍ଣ ଚାପ |,परिपूर्ण दबाव
ସଂପୂର୍ଣ୍ଣ ସମ୍ପତ୍ତି |,परिपूर्ण मालमत्ता
ସଂପୂର୍ଣ୍ଣ ସ୍କାଲାର୍ |,परिपूर्ण स्केलर
ତାପମାତ୍ରାର ଚରମ ମାପ *,तापमानाचे अंतिम प्रमाण*
"ସଂପୂର୍ଣ୍ଣ ସିଙ୍କ୍ରୋନି, ସଂପୂର୍ଣ୍ଣ ସିଙ୍କ୍ରୋନି |","परिपूर्ण समक्रमण, परिपूर्ण समक्रमण"
ସଂପୂର୍ଣ୍ଣ ଚାପ |,पूर्ण ताण
ସଂପୂର୍ଣ୍ଣ ସମୃଦ୍ଧତା |,परिपूर्ण सममिती
ସଂପୂର୍ଣ୍ଣ ଗତି ଶରୀର |,परिपूर्ण गती शरीर
ସଂପୂର୍ଣ୍ଣ ୟୁନିଟ୍ ସିଷ୍ଟମ୍ |,परिपूर्ण एकक प्रणाली
ସଂପୂର୍ଣ୍ଣ ତାପମାତ୍ରା |,परिपूर्ण तापमान
ସଂପୂର୍ଣ୍ଣ ସମୟ |,परिपूर्ण वेळ
ସଂପୂର୍ଣ୍ଣ ଏକକ |,निरपेक्ष एकके
ସଂପୂର୍ଣ୍ଣ ମୂଲ୍ୟ,परिपूर्ण मूल्य
ପୂର୍ଣ୍ଣ କାଲକୁଲେଟର,पूर्णांक कॅल्क्युलेटर
ସଂପୂର୍ଣ୍ଣ ବେଗ,परिपूर्ण वेग
ସଂପୂର୍ଣ୍ଣ ସାନ୍ଦ୍ରତା |,परिपूर्ण चिकटपणा
ସଂପୂର୍ଣ୍ଣ ଓଜନ |,परिपूर्ण वजन
ସଂପୂର୍ଣ୍ଣ ଶୂନ *,पूर्ण शून्य*
ଶୂନ୍ୟର ସଂପୂର୍ଣ୍ଣ ବିଭାଜନକାରୀ |,शून्याचा पूर्ण विभाजक
ଶୋଷଣ,शोषून घेणे
ଅବସାଦ ସୂଚକାଙ୍କ *,शोषक निर्देशांक*
ଶୋଷିତ ଶକ୍ତି,शोषलेली ऊर्जा
"ଶୋଷକ, ଶୋଷକ","शोषक, शोषक"
ଅବଶୋଷକ ମାଧ୍ୟମ *,शोषक माध्यम*
ଅବଶୋଷଣ କ୍ଷମତା |,शोषण क्षमता
ଅବସାଦ |,शोषण
ଶୋଷଣକାରୀ *,शोषणमापक*
ଶୋଷଣକାରୀ *,शोषणमापन*
ଅବଶୋଷଣ,शोषण
ଅବଶୋଷଣ - ବ୍ୟାଣ୍ଡ *,शोषण - बँड*
ଅବଶୋଷଣ ସର୍କିଟ |,शोषण सर्किट
ଶୋଷଣ ଗୁଣବତ୍ତା,शोषण गुणांक
ଅବଶୋଷଣ ସ୍ତମ୍ଭ,शोषण स्तंभ
ଅବଶୋଷଣ ସ୍ଥିର |,अवशोषण स्थिर
ଅବଶୋଷଣ କ୍ରମାଗତ |,शोषण सातत्य
ଅବଶୋଷଣ ଜୋନ୍ |,शोषण क्षेत्र
ଅବଶୋଷଣ କରେଣ୍ଟ |,शोषण प्रवाह
ଅବଶୋଷଣ ବକ୍ର *,शोषण वक्र*
ଅବଶୋଷଣ ଭଙ୍ଗା |,शोषण फ्रॅक्चर
ଅବଶୋଷଣ କୋର୍ |,शोषण कोर
ଅବଶୋଷଣ କାରକ |,शोषण घटक
ଅବଶୋଷଣ ଫିଲ୍ଟର୍ |,शोषण फिल्टर
ଅବଶୋଷଣ ଫ୍ଲେମ୍ ଫୋଟୋମେଟ୍ରି *,शोषण फ्लेम फोटोमेट्री*
ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |,शोषण हायग्रोमीटर
ଅବଶୋଷଣ ପ୍ରଦର୍ଶକ |,शोषण घातांक
ଶୋଷଣ ମାର୍ଜିନ,शोषण सीमांत
ଅବଶୋଷଣ ରେଖା |,शोषण रेखा
ଅବଶୋଷଣ କ୍ଷତି |,शोषण नुकसान
ଅବଶୋଷଣ ମଡ୍ୟୁଲେସନ୍ |,शोषण मॉड्यूलेशन
ହାଲୁକା ଅବଶୋଷଣ |,प्रकाश शोषण
ବିକିରଣ ଶକ୍ତିର ଅବଶୋଷଣ |,रेडिएशन उर्जेचे शोषण
ଅବଶୋଷଣ ଶିଖର |,शोषण शिखर
ଅବଶୋଷଣ ଫୋଟୋମେଟ୍ରି |,शोषण फोटोमेट्री
ଅବଶୋଷଣ ଅନୁପାତ |,शोषण प्रमाण
ଅବଶୋଷଣ ପରିସର *,शोषण श्रेणी*
ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ୍ ଫୋଟୋମେଟ୍ରି *,शोषण स्पेक्ट्रम फोटोमेट्री*
ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ *,शोषण स्पेक्ट्रम*
"ଅବଶୋଷଣ ଟ୍ୟୁବ୍, ଅବଶୋଷଣ ଟ୍ୟୁବ୍ |","शोषक नळी, शोषक नळी"
ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |,शोषण हायग्रोमीटर
ଶୋଷଣକାରୀ *,शोषक*
ଶୋଷକ ବାଷ୍ପୀକରଣକାରୀ |,शोषक बाष्पीभवक
ଅବଶୋଷଣ ନିୟମ *,शोषण कायदा*
ଅବଶୋଷଣ ମାଧ୍ୟମ |,शोषण माध्यम
"ଅବଶୋଷଣ କ୍ଷମତା, ଅବଶୋଷଣ *","शोषक क्षमता, शोषकता*"
ଅବସାଦ *,शोषण*
ଷ୍ଟୁଡିଓ ସାଜସଜ୍ଜା |,स्टुडिओ सजावट
ବହୁଗୁଣ ଅନୁପାତ |,गुणोत्तर गुणोत्तर
abvolt,उद्धटपणा
ବିଷୟରେ,बद्दल
ତ୍ୱରାନ୍ୱିତ କର |,गती वाढवणे
ତ୍ୱରଣ-ସ୍ଥଗିତ ଦୂରତା |,प्रवेग-थांबा अंतर
ଶୀଘ୍ର ଶୀଘ୍ର,घाई केली
ଶୀଘ୍ର ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା |,द्रुत वेळ प्रभाव चाचणी
ଶୀଘ୍ର ପ୍ରବାହ,जलद प्रवाह
ଦ୍ରୁତ ଗତି,जलद गती
ଶୀଘ୍ର ଶରୀର,द्रुत शरीर
ତ୍ୱରଣକାରୀ ଓଜନ,प्रवेगक तोलणारा
ତ୍ୱରକ ଇଲେକ୍ଟ୍ରୋଡ୍ *,प्रवेगक इलेक्ट्रोड*
ତ୍ୱରକ ସମୟ *,प्रवेगक वेळ*
ତ୍ୱରକ ପର୍ଯ୍ୟାୟ |,प्रवेगक टप्पा
ତ୍ୱରଣକାରୀ ହାର,प्रवेगक दर
ତ୍ୱରକ ଭୋଲଟେଜ୍ *,प्रवेगक व्होल्टेज*
ତ୍ୱରଣ,प्रवेग
ତ୍ୱରିତ ଜାଳେଣି |,प्रवेगक ज्वलन
ତ୍ୱରଣ ଗୁଣବତ୍ତା,प्रवेग गुणांक
ତ୍ୱରଣ ଉପାଦାନ,प्रवेग घटक
ମାଧ୍ୟାକର୍ଷଣ ହେତୁ ତ୍ୱରଣ |,गुरुत्वाकर्षणामुळे प्रवेग
ତ୍ୱରଣ କାରକ,प्रवेग घटक
ତ୍ୱରିତ ଚାର୍ଜ |,प्रवेगक शुल्क
ମାଧ୍ୟାକର୍ଷଣର ତ୍ୱରଣ,गुरुत्वाकर्षणाचा प्रवेग
ତ୍ୱରଣ ସମ୍ଭାବନା |,प्रवेग क्षमता
ତ୍ୱରଣ ନିୟମ,प्रवेग कायदा
ତ୍ୱରଣ ପ୍ରକ୍ରିୟା,प्रवेग प्रक्रिया
ତ୍ୱରଣ କ୍ଷେତ୍ର,प्रवेग क्षेत्र
ତ୍ୱରଣ ପଦ୍ଧତି,प्रवेग पद्धत
"ତ୍ୱରଣ ସହନଶୀଳତା, ତ୍ୱରଣ ସହନଶୀଳତା |","प्रवेग सहिष्णुता, प्रवेग सहिष्णुता"
ତ୍ୱରଣ ଭେକ୍ଟର,प्रवेग वेक्टर
ତ୍ୱରଣ-ଭୋଲଟେଜ୍,प्रवेग-व्होल्टेज
ତ୍ୱରଣ ତରଙ୍ଗ,प्रवेग लहर
ତ୍ୱରକ,प्रवेगक
"ତ୍ୱରାନ୍ୱିତ, ତ୍ୱରକ *","प्रवेग, प्रवेगक*"
ତ୍ୱରକ ସମୀକରଣ |,प्रवेगक समीकरण
ତ୍ୱରକ *,प्रवेगक*
ଆକ୍ସିଲେରୋମିଟର,प्रवेगमापक
ଆକ୍ସିଲେରୋମିଟର ମେଳ |,एक्सीलरोमीटर जुळणी
ସମ୍ମାନ,prestresser
ବ valid ଧ ବର୍ଣ୍ଣଗୁଡିକ |,वैध वर्ण
ଗ୍ରହଣ କୋଣ,स्वीकृती कोन
ଗ୍ରହଣ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,स्वीकृती तपशील
ଗ୍ରହଣୀୟ ପରୀକ୍ଷା,स्वीकार्य चाचणी
"ଗ୍ରହଣକାରୀ *, ଗ୍ରହଣକାରୀ","स्वीकारणारा*, स्वीकारणारा"
ରିସେପ୍ଟର ପରମାଣୁ |,रिसेप्टर अणू
ରିସେପ୍ଟର ବଣ୍ଡ |,रिसेप्टर बाँड
ରିସିଭର୍ ସର୍କିଟ୍ |,रिसीव्हर सर्किट
ରିସେପ୍ଟର ସ୍ତର,रिसेप्टर पातळी
ଦାତା ଅଣୁ,दाता रेणू
ରିସେପ୍ଟର ସମ୍ପତ୍ତି |,रिसेप्टर गुणधर्म
ରିସେପ୍ଟର ସମ୍ପତ୍ତି ସ୍ତର |,रिसेप्टर गुणधर्म पातळी
ତ୍ୱରକ ହୋସ୍ |,प्रवेगक नळी
"ପ୍ରବେଶ, ଅପେକ୍ଷା, ପ୍ରବେଶ","प्रवेश, प्रतीक्षा, प्रवेश"
ଭୁଜ୍ ପ୍ରବେଶ କରନ୍ତୁ |,भुज प्रवेश
ଆକ୍ସେସ୍ ସିଷ୍ଟମ୍ |,प्रवेश प्रणाली
ପ୍ରବେଶ ସମୟ,प्रवेश वेळ
ଅଭିଗମ୍ୟତା,प्रवेशयोग्यता
"ଅତିରିକ୍ତ, ସହାୟକ, ଆନୁଷଙ୍ଗିକ (v,), ଆନୁଷଙ୍ଗିକ |","अतिरिक्त, सहाय्यक, सहायक (v, ), उपकरणे"
ଅତିରିକ୍ତ ପ୍ରତିବନ୍ଧକ |,अतिरिक्त निर्बंध
ସୁଯୋଗ ସମକକ୍ଷ |,संधी योगायोग
ଆକସ୍ମିକ ସଂଶୋଧନ |,अपघाती सुधारणा
ଆକସ୍ମିକ ବାୟୋଜେନେସିସ୍ |,अपघाती बायोजेनेसिस
ଆକସ୍ମିକ ବିଭ୍ରାଟ |,अपघाती वळवणे
ପରିଦର୍ଶକ ତ୍ରୁଟି |,अभ्यागत त्रुटी
"ହଠାତ୍ ବନ୍ଦ, ଆକସ୍ମିକ ବନ୍ଦ |","अचानक थांबणे, अचानक पकडणे"
ଆକସ୍ମିକ ସଂକ୍ରମଣ,अपघाती प्रेषण
ଅନିୟମିତ ଭିନ୍ନତା |,यादृच्छिक भिन्नता
ଆଡଜଷ୍ଟମେଣ୍ଟ୍,समायोजन
ସ୍ଥିତ,स्थानबद्ध
ସଂଗୃହିତ ତ୍ରୁଟି |,संचित त्रुटी
"ଜମା, ଜମା","जमा करणे, जमा करणे"
ଶକ୍ତି ସଂରକ୍ଷଣ,ऊर्जा साठवण
ଜମାକାରୀ *,संचयक*
ସଠିକତା,अचूकता
ବାସ୍ତବତା,वास्तव
ପ୍ରକୃତ ଯନ୍ତ୍ରର ପର୍ଯ୍ୟବେକ୍ଷଣ |,वास्तविक साधन निरीक्षण
ସଠିକ୍ ପରିସର ମାର୍କର |,अचूक श्रेणी मार्कर
ସଠିକତା ସ୍କାନିଂ |,अचूक स्कॅनिंग
ଅଭ୍ୟାସ କର |,सराव
ତ୍ୱରକ କକ୍ଷ *,प्रवेगक सेल*
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *,अक्रोमॅटिक लेन्स*
ଆକ୍ରୋମାଟିକ୍ *,अक्रोमॅटिक*
ଆକ୍ରୋମାଟିକ୍ ଆନାଲିଜର୍ |,अॅक्रोमॅटिक विश्लेषक
ଫ୍ରିକ୍ୱେନ୍ସି ନିରପେକ୍ଷ ଆଣ୍ଟେନା |,वारंवारता तटस्थ अँटेना
ଆକ୍ରୋମାଟିକ୍ ଆକୃତି |,अक्रोमॅटिक आकार
ଆକ୍ରୋମାଟିକ୍ ଫ୍ରିଙ୍ଗ୍ |,अक्रोमॅटिक फ्रिंज
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *,अक्रोमॅटिक लेन्स*
ଆକ୍ରୋମାଟିକ୍ ପଏଣ୍ଟ ପଥ |,अक्रोमॅटिक पॉइंट पथ
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ |,अॅक्रोमॅटिक लेन्स
ଆକ୍ରୋମାଟିକ୍ ପ୍ରିଜିମ୍ |,अॅक्रोमॅटिक प्रिझम
ଆକ୍ରୋମାଟିକ୍ ଟେଲିସ୍କୋପ୍ |,अॅक्रोमॅटिक टेलिस्कोप
ଆକ୍ରୋମାଟିଟି *,रंगद्रव्य*
ଆକ୍ରୋମାଟାଇଜେସନ୍ *,अॅक्रोमॅटायझेशन*
ଆକ୍ରୋମାଟିଟି *,अक्रोमॅटिकता*
"ଇଲାଷ୍ଟିକ୍, ଅପ୍ରାକୃତିକ, ଚିତ୍ତାକର୍ଷକ |","लवचिक, अपवर्तक, अपवर्तक"
"ଆକୋରନ୍ ହୋସ୍, ବାଞ୍ଜୁ ହୋସ୍ |","एकोर्न नळी, बंजू नळी"
କ୍ଷୁଦ୍ର ଭଲଭ୍ |,सूक्ष्म झडप
ଇକୋଫୋନି |,इकोफोनी
ଶବ୍ଦ,ध्वनिक
ଆକାଶବାଣୀ ଅବଶୋଷଣ |,ध्वनिक शोषकता
ଆକାଶବାଣୀ ଆଟେଣ୍ଡେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ध्वनिक क्षीणन गुणांक
ଆକାଶବାଣୀ,ध्वनिक क्षीणन
ଶବ୍ଦ ଚୋର ଆଲାର୍ମ |,ध्वनिक चोर अलार्म
ଆକାଶବାଣୀ କ୍ଷମତା |,ध्वनिक क्षमता
ଶ୍ରବଣ କେନ୍ଦ୍ର,श्रवण केंद्र
ଆକାଶବାଣୀ ବ୍ୟାଖ୍ୟା,ध्वनिक स्पष्टीकरण
ଶବ୍ଦ କଭର |,ध्वनिक आवरण
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |,ध्वनिक प्रतिसाद
ଆକାଶବାଣୀ ଉପାଦାନ |,ध्वनिक घटक
ଆକାଶବାଣୀ,ध्वनिक चालकता
ଆକାଶବାଣୀ ଡମ୍ପିଂ |,ध्वनिक ओलसर
ଆକାଶବାଣୀ ବିଚ୍ଛେଦ |,ध्वनिक फैलाव
ସାଉଣ୍ଡ ହ୍ୟାକର୍ |,ध्वनी हॅकर
ଶବ୍ଦ ଶକ୍ତି *,ध्वनिक ऊर्जा*
ଶବ୍ଦ ଶକ୍ତି ସମୀକରଣ |,ध्वनिक ऊर्जा समीकरण
ଆକାଶବାଣୀ ସମୀକରଣ |,ध्वनिक समीकरण
ଶବ୍ଦ ପୁନ st ସ୍ଥାପନ |,ध्वनिक पुनर्स्थापना
କ୍ଲାଡନି ଆକୃତି |,क्लॅडनी आकार
ଶବ୍ଦ ଫିଲ୍ଟର୍ |,ध्वनिक फिल्टर
ଶବ୍ଦ ଜେନେରେଟର,ध्वनी जनरेटर
ଆକାଶବାଣୀ,ध्वनिक जाळी
ଶବ୍ଦଗତ ପ୍ରତିରୋଧ *,ध्वनिक प्रतिबाधा*
ଶବ୍ଦଗତ ନିଷ୍କ୍ରିୟତା |,ध्वनिक जडत्व
ଶବ୍ଦ ତୀବ୍ରତା |,ध्वनिक तीव्रता
ଆକାଶବାଣୀ ବାଧା ମିଟର |,ध्वनिक हस्तक्षेप मीटर
ଆକାଶବାଣୀ ବାଧା ଚିହ୍ନଟକାରୀ |,ध्वनिक हस्तक्षेप डिटेक्टर
ଶବ୍ଦ ଲେନ୍ସ |,ध्वनिक लेन्स
ଧ୍ୱନି ରେଖା |,ध्वनी ओळ
ଆକାଶବାଣୀ,ध्वनिक वस्तुमान
ଶବ୍ଦ ପଦାର୍ଥ |,ध्वनिक साहित्य
ଶବ୍ଦର ଅର୍ଥ ହେଉଛି ମୁକ୍ତ ପଥ |,ध्वनिक अर्थ मुक्त मार्ग
ଆକାଶବାଣୀ ମୋଡ୍ |,ध्वनिक मोड
ଶବ୍ଦ ଶବ୍ଦ,ध्वनिक आवाज
ଆକାଶବାଣୀ ଓମ୍ *,ध्वनिक ओम*
"ଆକାଶବାଣୀ ପ୍ୟାନେଲ୍, ଆକାଶବାଣୀ ବୋର୍ଡ |","ध्वनिक पॅनेल, ध्वनिक मंडळ"
ଶବ୍ଦ ଚରଣ ସ୍ଥିର |,ध्वनिक टप्पा स्थिर
ଆକାଶବାଣୀ,ध्वनिक प्राप्तकर्ता
ଶବ୍ଦ ଚାପ,ध्वनिक दाब
ଶବ୍ଦର ସମୃଦ୍ଧ ନିୟମ |,ध्वनीचा सममिती नियम
ଶବ୍ଦ ସଂକ୍ରମଣ,ध्वनिक प्रसारण
ଶବ୍ଦ ଗୁଣ,ध्वनिक गुणधर्म
ଆକାଶବାଣୀ ଚତୁର୍ଭୁଜ |,अकौस्टिक क्वाड्रपोल
ଆକାଶବାଣୀ ବିକିରଣ ଉପାଦାନ |,ध्वनिक विकिरण घटक
ଆକାଶବାଣୀ ବିକିରଣ |,ध्वनिक विकिरण
ସାଉଣ୍ଡ ପ୍ରୁଫ୍ |,ध्वनीरोधक
ଆକାଶବାଣୀ ରେଡିଓମିଟର |,ध्वनिक रेडिओमीटर
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |,ध्वनिक प्रतिसाद
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା ଥିଓରେମ୍ |,ध्वनिक परस्पर प्रमेय
ଶବ୍ଦ ହ୍ରାସ କାରକ |,ध्वनिक घट घटक
ଆକାଶବାଣୀ ପ୍ରତିଫଳନ କୋଏଫିସିଏଣ୍ଟ୍ |,ध्वनिक परावर्तन गुणांक
ଆକାଶବାଣୀ ପ୍ରତିଫଳନ |,ध्वनिक अपवर्तन
ଆକାଶବାଣୀ ପ୍ରତିରୋଧ |,ध्वनिक प्रतिकार
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |,ध्वनिक प्रतिसाद
ଆକାଶବାଣୀ ବିଛାଇବା |,ध्वनिक विखुरणे
ଶ୍ରବଣ ବିନ୍ଦୁ |,श्रवण बिंदू
ଶବ୍ଦର ଦୃ id ତା |,ध्वनिक कडकपणा
ଶବ୍ଦ ପ୍ରଣାଳୀ |,ध्वनिक प्रणाली
ଆକାଶବାଣୀ ଥର୍ମୋମିଟର |,ध्वनिक थर्मामीटर
