Telugu,Gujarati
అడ్వాన్స్,આગળ વધવું
అడ్వాన్స్ బుకింగ్,અગ્રિમ બુકિંગ
ముందస్తు కాపీ,અગ્રિમ પ્રત
ముందస్తు పెరుగుదల,અગ્રિમ ઈજા
ముందస్తు చెల్లింపు,અગાઉથી ચુકવણી
ప్రతికూల ప్రవేశం,પ્રતિકૂળ નોંધ
ప్రతికూల వ్యాఖ్యలు,પ્રતિકૂળ નોંધ
ప్రతికూల నివేదిక,પ્રતિકૂળ અહેવાલ
ప్రకటన,જાહેરખબર
సలహా,સલાહ
చెల్లింపు సలహా,ચુકવણી
సలహా సమితి,સલાહકાર સમિતિ
సలహా మండలి,સલાહકાર પરિષદ
న్యాయవాది,હિમાયતી
వ్యవహారాలు,બાબતો
అఫిడవిట్,સોગંદનામું
అనుబంధం,જોડાણ
ధృవీకరణ,સમર્થન
ధృవీకరించేది,ખાતરીપૂર્વક
స్థోమత,પરવડી
పైన పేర్కొన్నది,ઉપરોક્ત
అఫ్రెష్,ફરી
వ్యతిరేకంగా,વિરુદ્ધ
వయస్సు,ઉંમર
వయస్సు ధృవీకరణ పత్రం,વય પ્રમાણપત્ર
ఓటు హక్కు కోసం వయస్సు,મતાધિકાર માટે વય
వయో పరిమితి,વય -મર્યાદા
ఏజెన్సీ,સંસ્થા
ఎజెండా,કાર્યસૂચિ
పదవీ విరమణ వయస్సు,નિવૃત્તિની ઉંમર
పర్యవేక్షణ వయస్సు,નિવૃત્તિની ઉંમર
సమూహనం,એકંદર
బాధపడ్డాడు,નારાજ
ఆందోళన,આંદોલન
AGM,અકસ્માત
ఒప్పందం,સહમત
ఒప్పంద ఫారం,સહમત ફોર્મ
వ్యవసాయం,કૃષિ
అగ్రో-ఇండస్ట్రీ,કૃષિ ઉદ્યોગ
సహాయం,સહાય
అలారం,ભય
అప్రమత్తత,જાગરૂકતા
అలియాస్,ઉર્ફે
ఆరోపణ,આરોપ
విధేయత,વાન
కూటమి,સુમેળ
అనుబంధ సేవలు,સંલગ્ન સેવાઓ
అన్ని కలుపుకొని ఖర్చు,તમામ સમાવિષ્ટ ખર્ચ
ఆల్ ఇండియా సర్వీసెస్,અખરાબ સેવા
కేటాయింపు,ફાળવણી
కేటాయింపు,ફાળવણી
కేటాయింపు లేఖ,ફાળવણીનો પત્ર
కేటాయింపు,ફાળવણી કરનાર
అనుమతించదగినది,માન્ય
అనుమతించదగిన ఖర్చులు,માન્ય -ખર્ચ
అప్పీల్‌ను అనుమతించండి,અપીલ કરવાની મંજૂરી આપવી
భత్యం,છૂટ
అన్ని హక్కులూ ప్రత్యేకించుకోవడమైనది,બધા હકો અમારી પાસે રાખેલા છે
అక్షర క్రమం,વર્ણાનુક્રમ
వాగ్వాదం,બોલો
ప్రత్యామ్నాయ,વૈભવી
ప్రత్యామ్నాయం,વૈકલ્પિક
సమ్మేళనం,સંવાદ
సవరించిన చిత్తుప్రతి,સુધારેલો મુસદ્દો
సవరణ,સુધારો
సౌకర్యం,સુંદરતા
స్నేహపూర్వక,સુખદ
మందుగుండు సామగ్రి,દારૂગોળો
రుణ రుణమాఫీ,દેવું
మొత్తం,રકમ
పెన్షన్ మొత్తం,પેન્શનની રકમ
సారూప్య పోస్ట్,એકસમાન સ્થાન
విశ్లేషణ,વિશ્લેષણ
విశ్లేషణాత్మక అధ్యయనం,વિશ્લેષણાત્મક
పూర్వీకుడు,વડપણ
సహాయక పరిశ్రమ,આનુષંગિક ઉદ્યોગ
శత్రుత్వం,શિષ્ટાચાર
అనుబంధం,જોડાણ
వార్షికోత్సవం,વર્ષગાંઠ
ప్రకటన,જાહેરાત
కోపం,ત્રાસ
వార్షిక ఆర్థిక ప్రకటన,વાર્ષિક નિવેદન
వార్షిక నివేదిక,વાર્ષિક હિસાબ
యాన్యుటీ,વાર્ષિકી
అనామక,અનામી
అనామక ఫిర్యాదు,નામંજૂર ફરિયાદ
జవాబుదారీతనం,જવાબદારપણું
జవాబు పత్రం,ઉત્તરવહી
విరోధి,વિરોધી
పూర్వజన్మలు,પૂર્વવર્તીઓ
Bean హించిన ఖర్చు,અપેક્ષિત ખર્ચ
Ntic హించిన ఆదాయం,અપેક્ષિત આવક
Ntic హించడం,અપેક્ષા
ముందస్తు బెయిల్,અપેક્ષિત જામીન
అవినీతి నిరోధక కొలత,ભ્રષ્ટાચાર માપદંડ
యాంటీ డంపింగ్,પ્રતિષ્ઠાવાન
పురాతన,પ્રાચીન
వర్ణవివక్ష,રંગભુળ
ఉదాసీనత,દુ: ખ
అపెక్స్ బాడీ,ટોચ
క్షమాపణ,માફી
అప్పీల్,અપીલ
స్వరూపం,દેખાવ
సంతృప్తి,સંતાપવું
అప్పీలేట్ ట్రిబ్యునల్,અપીલ પંચ
అపెండిక్స్,પરિશિષ્ટ
ఉపకరణం,ઉપકરણ
వర్తిస్తుంది,લાગુ પડે એવું
దరఖాస్తుదారు,અરજદાર
అప్లికేషన్,નિયમ
దరఖాస్తు ఫారం,અરજી પત્ર
అనువర్తిత,લાગુ કરવું
వర్తించండి,અરજી કરવી
నియామకం,નિમણૂક કરનાર
నియమించే అధికారాన్ని,નિયુક્ત સત્તા
నియామకం,નિમણૂક
నియామక పత్రం,નિમણૂક -પત્ર
నియామకాల కమిటీ క్యాబినెట్,નિમણૂક સમિતિ
వేతనాల విభజన,વેતનનું વિભાજન
అంచనా,મૂલ્યાંકન
మదింపుదారు,મુલવણી કરનાર
ప్రశంసతో,કદર
దిగులు,આશંકા
అప్రెంటిస్,ઉમેદવાર
విధానం,અભિગમ
తగినది,યોગ્ય
తగిన చర్య,યોગ્ય કાર્યવાહી
తగిన తల,યોગ્ય
కేటాయింపు,વિનિયોગ
ఆమోదం,મંજૂરી
సుమారు,આશરે
ఆప్టిట్యూడ్ పరీక్ష,અભિરુચિ કસોટી
ఏకపక్ష,મનસ્વી
మధ్యవర్తిత్వం,મધ્યસ્થી
మధ్యవర్తిత్వ,લવાદી
మధ్యవర్తిత్వ ట్రిబ్యునల్,લવાદી પંચ
మధ్యవర్తి,લવાદી
వాస్తుశిల్పం,સ્થાપત્ય
ఆర్కైవ్స్,દફ્તર
ప్రాంతం,વિસ્તાર
ఏరియా ప్రధాన కార్యాలయం,વિસ્તારનું મુખ્ય મથક
వాదన,દલીલ
తలెత్తండి,ઊગવું
సాయుధ దళాలు,સશસ્ત્ર દળો
అమరిక,વ્યવસ્થા
బకాయి,બાકી
రాక ప్రకటన,બાકી રાખનાર પત્રક
రాక నివేదిక,આગોતડી અહેવાલ
అహంకారం,ઘમંડ
ఆర్సెనల్,શસ્ત્રસાર
వ్యాసం,વસ્તુ
అసోసియేషన్ వ్యాసాలు,મંડળ
వ్యాసాలు,લેખ
ఆరోహణ క్రమం,ચડતો હુકમ
నిర్ధారించడం,ખાતરી કરવી
ఎక్కడ ఉందో,જ્યાં છે ત્યાં છે
కారక,દૃષ્ટિ
ఆస్పర్షన్,આછા
హత్య,હત્યા
దాడి,હુમલો
సమీకరించటం,ભેગા
అసెంబ్లీ,વિધાનસભા
అస్సెంట్,અનુમાન
నొక్కి చెప్పండి,ભારપૂર્વક કહેવું
మదింపుదారుడు,આકારણી કરનાર
అంచనా,આકારણી
అసెస్‌మెంట్ ఇయర్,આકારણી વર્ષ
మదింపుదారు,આકારણીકાર
ఆస్తులు,અસ્ક્યામત
కేటాయించిన,મુખત્ર
అసైన్‌మెంట్,સોંપણી
అసైనర్,મુલકવનાર
సహాయం,સહાય
అసోసియేట్,સાથી
అసోసియేషన్,મંડળ
ఛార్జ్ యొక్క umption హ,હવાલો
హామీ,ખાતરી
అస్యూరెన్స్ కంపెనీ,ખાતરી કંપની
భరోసా,ખાતરી આપવી
డిస్కౌంట్ వద్ద,અપટ
అణు శక్తి,અણુની શક્તિ
పార్ వద్ద,સમકક્ષ
ప్రీమియం వద్ద,ઈમારત
అటాచ్,સંલગ્ન કરવું
జతచేయబడిన కార్యాలయం,જોડાયેલ કચેરી
అటాచ్మెంట్,જોડાણ
అటాచ్మెంట్ ఆర్డర్,જોડાણનો હુકમ
సాధించడం,પ્રાપ્તિ
ప్రయత్నం,પ્રયત્ન
హాజరు,ઉપસ્થિત
హాజరు రిజిస్టర్,ઉપસ્થિત રજિસ્ટર
హాజరు స్లిప్,ઉપસ્થિત કાપલી
శ్రద్ధ,ધ્યાન
ధృవీకరణ,પ્રમાણન
ధృవీకరించబడిన కాపీ,પ્રમાણિત પ્રત
వైఖరి,વલણ
ఆకర్షణీయమైన జీతం,આકર્ષક પગાર
వేలం,હરાજી
వేలంపాట,હરાજી કરવી
వేలం అమ్మకం,હરાજીનું વેચાણ
ప్రేక్షకులు,શ્રોતા
ఆడియో-విజువల్ డిస్ప్లే,દૃષ્ટિકોણ
ఆడియో-విజువల్ పబ్లిసిటీ,વિઝ્યુઅલી પ્રચાર
ఆడిట్,હિસાબ -તપાસણી
ఆడిట్ చేసిన ఖాతాలు,ઓડિટ કરેલ હિસાબ
ఆడిట్ చేసిన బ్యాలెన్స్ షీట్,Ited ડિટ કરેલી સર્ટિલશીટ
ఆడిటింగ్,Itingણ
ఆడిట్ అభ్యంతరం,હિસાબ -તપાસણીનો વાંધો
ఆడిటర్ నివేదిక,Itor ડિટર અહેવાલ
ఆడిటోరియం,સભાગૃહ
ఆడిట్ పేరా,ઓડિટ ફકરા
ఆర్థిక లెక్కల నివేదిక,હિસાબ -તપાસણી અહેવાલ
కాఠిన్యం,કઠોરતા
పొదుపు చర్యలు,કઠોર પગલાં
ప్రామాణికమైన,અધિકૃત
అధీకృత ప్రతినిధి,અધિકૃત પ્રતિનિધિ
అధికారిక,પ્રમાણભૂત
అధికారం,અધિકાર
అధికారం లేఖ,સત્તાધિકારનો પત્ર
అధికారం,અધિકૃત
అధీకృత మూలధనం,અધિકૃત મૂડી
ఆటోమేటిక్,સ્વચાલિત
స్వయంప్రతిపత్తి,સ્વાયત્ત
అటానమస్ బాడీ,સ્વાયત્ત સંસ્થા
స్వయంప్రతిపత్తి,સ્વાયત્તતા
సహాయక,સહાયક
అందుబాటులో ఉంది,ઉપલબ્ધ
సగటు,સરેરાશ
సగటు సెలవు,સરેરાશ રજા
విరక్తి,અણગમો
అవర్ట్,અટકાવવું
నివారించండి,ટાળવું
పన్నును నివారించడం,કર બંધ
వేచి ఉంది,રાહ જોવાયેલું
అవార్డు,પુરસ્કાર
అథారిటీ అవార్డు,પુરસ્કાર સત્તાધિકારી
అవగాహన,જાગરૂકતા
బ్యాక్‌డేటెడ్,પીછેહઠ
నేపథ్య,પૃષ્ઠભૂમિ
బ్యాక్ లాగ్,પાછલી લોગ
బ్యాక్ అవుట్,પાછા બહાર
వెనుక సూచన,પાછલી વાત
బ్యాకప్,પીછેહઠ કરવી
వెనుకబడిన తరగతులు,પછાત વર્ગ
వెనుకబడిన తెగ,પછાત આદિજાતિ
చెడు బేరం,ખરાબ સોદો
చెడు ప్రవర్తన,ખરાબ વર્તન
చెడ్డ పాత్ర,ખરાબ પાત્ર
చెడు వాతావరణ భత్యం,ખરાબ આબોહવા ભથ્થું
చెడు ప్రవర్తన,ખરાબ વર્તન
చెడు రుణం,ખરાબ દેવું
సామాను,સામાન
బెయిల్,જામીન
సంతులనం,સમતોલ
బ్యాలెన్స్ తగ్గింది,સરખામણી નીચે લાવવામાં
బ్యాలెన్స్ ముందుకు తెచ్చింది,સંતુલન આગળ લાવવામાં
సమతుల్య బడ్జెట్,સમતોલ અંદાજપત્ર
బ్యాలెన్స్ షీట్,સરવૈયા
బ్యాలెట్,મતદાન
వోట్లు వేసే డబ్బా,મતપેટી
బ్యాలెట్ పేపర్,મતદાનનો કાગળ
నిషేధం,પ્રતિબંધ
బ్యాంక్,બેંક
బ్యాంకు ఖాతా,બેંક એકાઉન્ટ
బ్యాంక్ బ్యాలెన్స్,બેંક સિલક
బ్యాంకు చార్జీలు,બેંક ખર્ચ
బ్యాంకు హామీ,બેંક ની ખાતરી
బ్యాంకు సెలవు,બેંક રજા
బ్యాంకింగ్ సౌకర్యం,બેંકિંગ સુવિધા
బ్యాంకింగ్ గంటలు,બેંકિંગ કલાકો
బ్యాంకింగ్ లావాదేవీ,બેંકિંગ લેવડદેવડ
బ్యాంక్ రేటు,બેંક દર
బ్యాంకు సయోధ్య,બેંક સમાધાન
దివాళా,નાદાર
బ్యాంక్ భద్రత,બેંક સુરક્ષા
బ్యాంకు వాజ్ఞ్మూలము,બેંક સ્ટેટમેન્ટ
విందు,ભોજન સમારંભ
బార్ కౌన్సిల్,પટ્ટી પરિષદ
బేరం,સોદો
బేరసారాలు,સોદાબાજી
బంజరు భూమి,ઉજ્જડ જમીન
బార్టర్,સાપ્તાહિક
బేస్,પાયો
నిరాధారమైన,તબાને
బేస్మెంట్,આધાર
బేస్ ఇయర్,મુખ્ય વર્ષ
ప్రాథమిక,પાયાની
సాధారణంగా,મૂળભૂત રીતે
ప్రాథమిక మేధస్సు,મૂળ બાતમી
ప్రాథమిక వేతనం,મૂળ પગાર
ప్రాథమిక స్థాయి వేతనం,મૂળ પગાર ધોરણ
ప్రాథమిక శిక్షణ,મૂળભૂત તાલીમ
ఆధారంగా,આધાર
బ్యాచ్,ચોપડી
బ్యాచ్ సంఖ్య,બેચ નંબર
బేరర్ చెక్,વાહક ચેક
ఉదహరించడానికి ముందు,ટાંકવામાં આવે તે પહેલાં
ప్రవర్తన,વર્તન
నమ్మకం,વિશ્વાસ
పార్ క్రింద,નીચે
బెంచ్,હોદ્દો
బెంచ్ మార్క్,બેહદ નિશાની
ప్రయోజనకరమైనది,લાભદાયી
లబ్ధిదారుడు,લાભ મેળવનાર
ప్రయోజనం,લાભ
సందేహం యొక్క ప్రయోజనం,શંકાનો લાભ
బెనెవోలెన్స్,પરોપકારી
బెనెవోలెంట్ ఫండ్,હિતકારી નિધિ
Bequeath,વારસામાં આપવું
బీక్వెస్ట్,વસિયતનામા
మరణించారు,પડદાથી છીનવી લેવું
ఉత్తమ ప్రయత్నాలు,શ્રેષ્ઠ પ્રયત્નો
మంచి,સુધારણા
బయాస్,પક્ષપાત
పక్షపాత అభిప్రాయం,પક્ષપાતી અભિપ્રાય
గ్రంథ పట్టిక,ગ્રંથસૂચિ
ద్వైవార్షిక,દ્વિવાર્ષિક
విభజన,દ્વિભાજિત કરવું
బిగామి,દ્વિપૂજ
ద్వైపాక్షిక,દ્વિપક્ષીય
ద్విభాషా,દ્વિભાષી
ద్విమకరణ,દ્વિકય
బిల్లు,બિલ
మార్పిడికి సంభంధించిన బిల్లు,વિનિમય
బిమోంత్లీ రిపోర్ట్,દ્વિમાસિક અહેવાલ
బైండింగ్,બાંધણી
బయోడేటా,જૈવનું
బైపార్టైట్,દ્વિપક્ષી
ద్వైపాక్షిక ఒప్పందం,દ્વિપક્ષીય કરાર
జనన వార్షికోత్సవం,જન્મજાસતિ
జనన ధృవీకరణ పత్రం,જન્મ પ્રમાણપત્ર
జనన నియంత్రణ,જન્મ -નિયંત્રણ
పుట్టిన తేదీ,જન્મતારીખ
పుట్టిన ప్రదేశం,જન્મસ્થળ
జనన రేటు,જન્મ દર
వారం వారం,દ્વિપક્ષીય
బ్లాక్ ఎకానమీ,કાળા અર્થતંત્ર
బ్లాక్ జాబితా,કાળી યાદી
బ్లాక్ మెయిల్,શરત
చీకటి వ్యాపారం,કાળા બજાર
నింద,દોષારોપણ
ఖాళీ చెక్,ખાલી તપાસ
దుప్పటి ఒప్పందం,ઘોષણા
దుప్పటి క్రమము,અણીદાર હુકમ
పేలుడు,વિનોદ
బ్లెండింగ్,સંમિશ્રણ
బ్లాక్,અવરોધ
దిగ్బంధనం,નાકાબંધી
నిరోధించబడిన మూలధనం,અવરોધિત મૂડી
పెద్ద అక్షరం,અવરોધ
రక్త దానం,રક્તદાન
రక్త సంబంధాలు,રક્ત સંબંધ
బ్లూ కాలర్ ఉద్యోగం,વાદળી રંગની નોકરી
బ్లూప్రింట్,બ્લ્યુપ્રિન્ટ
బుకాయింపు,ખસી
బోర్డు,પાટીયું
బోర్డింగ్ మరియు బస,નિવારણ
బోర్డు డైరెక్టర్లు,નિયામક મંડળ
రెవెన్యూ బోర్డ్,મહેસૂલ બોર્ડ
శరీరం,મંડળ
బాడీగార్డ్,અંગરક્ષક
బోగస్ వోచర్,બોગસ વાઉચર
బోనఫైడ్స్,ખચ્ચર
బాండ్,ખત
బంధిత శ్రమ,મજૂર
ఉపరి లాభ బహుమానము,બોનસ
నమోదు కార్యాలయం,નોંધણી ની ઓફીસ
పుస్తక కీపర్,ચોપડી
బుక్ కీపింగ్,ચોપડે
బుక్‌లెట్,પુસ્તક
రిఫరెన్స్ పుస్తకం,સંદર્ભ
పుస్తకం విలువ,પુસ્તકની કિંમત
బూత్,પહાડી
బూత్ సంగ్రహించడం,બૂથ
సరిహద్దు భత్యం,સરહદ ભથ્થું
సరిహద్దు రేఖ,સરહદ -રેખા
రుణగ్రహీత,Bણ લેનાર
రుణాలు తీసుకునే శక్తి,ઉધાર લેવાની શક્તિ
బాస్,બસ
అడ్డంకి,સંકલ્પશક્તિ
బ్రాకెట్,કૌંસ
సరిహద్దు,હદ
బహిష్కరణ,બહિષ્કાર
మెదడు కాలువ,મગજની ગટર
శాఖ కార్యాలయం,શાખા કચેરી
మించే,ભંગ
ఒప్పందం ఉల్లంఘన,કરારભંગ
విశ్వాసం ఉల్లంఘన,આત્મવિશ્વાસ
ఒప్పంద ఉల్లంఘన,કરારભંગ
క్రమశిక్షణ ఉల్లంఘన,શિસ્તનો ભંગ
చట్ట ఉల్లంఘన,કાયદાનું ઉલ્લંઘન
శాంతి ఉల్లంఘన,શાંતિનો ભંગ
ప్రత్యేక హక్కు ఉల్లంఘన,વિશેષાધિકારનો ભંગ
వాగ్దానం ఉల్లంఘన,વચનભંગ
నియమం ఉల్లంఘన,નિયમનો ભંગ
అవిశ్వాసం,વિશ્વાસભંગ
విచ్ఛిన్నం,તૂટફૂટ
విచ్ఛిన్నం,ભાંગી નાખવું
సేవలో విరామం,કામમાં વિરામ
విడిపోవటం,છુટુ થવું
జాతి,ઉછેર
లంచం,લાંચ
క్లుప్తంగా,ટૂંકું
బ్రీఫింగ్,બ્રીફિંગ
సంక్షిప్త పున ume ప్రారంభం,ટૂંકું ફરી શરૂ
తెలివైన రికార్డు,તેજસ્વી વિક્રમ
నోటీసులోకి తీసుకురండి,ધ્યાનમાં લેવું
ప్రసార,પ્રસારણ
బ్రాడ్‌షీట్,બ્રોડશીટ
బ్రోచర్,બ્રોશર
బ్రోకరేజ్,દલાલ
ముందుకు తెచ్చింది (బి/ఎఫ్),આગળ લાવ્યું (બી/એફ)
బడ్జెట్ కేటాయింపు,બજેટ ફાળવણી
బగెటరీ కంట్రోల్,ભયંકર નિયંત્રણ
బడ్జెట్ అంచనా,બજેટ અંદાજ
బడ్జెట్ నిబంధన,બજેટ જોગવાઈ
కట్టడం,મકાન
చాలా మొత్తం,જથ્થો
బల్క్ కొనుగోలు,હિંસક ખરીદી
బులెటిన్,બુલેટિન
బంపర్ పంట,બમ્પર પાક
ఖాళీల బంచ్,ખાલી જગ્યાઓ
బంగ్లింగ్,બડબડાટ
బ్యూరోక్రసీ,અમલદારશાહી
బ్యూరోక్రాట్,અમલદાર
వ్యాపార తరగతి,વ્યાપારી વર્ગ
వ్యాపార గంటలు (= వ్యాపారం యొక్క గంటలు),વ્યવસાય કલાકો (= વ્યવસાયના કલાકો)
వ్యాపారవేత్త,વેપારી
కొనండి,બેવકૂફ
కొనుగోలుదారు,ખરીદનાર
బై ఎన్నిక (= ఎన్నికల ద్వారా),બાય ચૂંટણી (= ચૂંટણી દ્વારા)
చేతి ద్వారా,હાથ
పోస్ట్ ద్వారా,પદ દ્વારા
క్యాబిన్ సామాను,કેબીનનો સામાન
క్యాబినెట్,મંત્રીમંડળ
కేడర్,કાડર
విపత్తు,આક્રમણ
లెక్కింపు,ગણતરી
క్యాలెండర్ సంవత్సరం,ક calલેન્ડર વર્ષ
ప్రచారం,અભિયાન
క్యాంపస్,વિસ્તાર
క్యాంపస్ ఇంటర్వ్యూ,કેમ્પસમાં મુલાકાત
రద్దు చేయండి,રદ કરવું
రద్దు,રદ કરવું તે
అభ్యర్థి,ઉમેદવાર
అభ్యర్థిత్వం,ઉમેદવારી
కాన్వాసింగ్,-નો -પ્રચાર
సామర్ధ్యం,ક્ષમતા
సామర్థ్యం,સક્ષમ
సామర్థ్యం,શક્તિ
రాజధాని,પાટનગર
మూలధన వ్యయం,મૂડી ખર્ચ
మరణశిక్షను,ફાંસીની સજા
క్యాపిటేషన్ ఫీజు,કરવટે ફી
క్యాప్చర్,પકડવું
సంరక్షణ,કાળજી
కెరీర్,કારકિર્દી
కెరీర్ అభివృద్ధి,કારકિર્દી વિકાસ
కేర్ టేకర్ ప్రభుత్వం,કેરટેકર સરકાર
ముందుకు తీసుకువెళ్లారు (సి/ఎఫ్),આગળ વહન (સી/એફ)
ముందుకు తీసుకెళ్లు,આગળ વધવું
మోసే ఖర్చు,વહન ખર્ચ
తీసుకువెళ్ళండి,હરાવીને લઈ જવું
కార్టేజ్,કારાકાર
కేసు,કેસ
సందర్భ పరిశీలన,કેદ -અભ્યાસ
నగదు,રોકડ
నగదు బ్యాలెన్స్,રોકડ સિલક
నగదు పుస్తకం,રોકડ રકમ
నగదు కార్డు,રોકડ કાર્ડ
నగదు ధృవీకరణ పత్రం,રોકડ પ્રમાણપત્ર
