Bengali,Hindi
সক্রিয়ভাবে,"सक्रियता से, सक्रियतापूर्वक"
কর্মী,"कर्मठ कार्यकता, सक्रियतावादी"
Of শ্বরের আইন,दैव कृत्य
অসদাচরণের আইন,कदाचार
কমিশন ও বাদ দেওয়া আইন,भूल-चूक
আসল,वास्तविक
বাস্তব,वास्तविक आंकडे
অভিযোজন,"अनुकूलन, रूपांतर"
সংযোজন,"योग, जोड़, परिवर्धन"
অতিরিক্ত চার্জ,अतिरिक्‍त प्रभार
অতিরিক্ত তহবিল,अतिरिक्‍त निधि
অতিরিক্ত অনুদান,अतिरिक्‍त अनुदान
অতিরিক্ত তথ্য,"अतिरिक्‍त सूचना, अतिरिक्‍त जानकारी"
অতিরিক্ত বেতন,अतिरिक्‍त वेतन
সংযোজন এবং পরিবর্তন,परिवर्तन-परिवर्धन
ঠিকানা,"पता, अभिभाषण, संबोधन, संबोधित करना, मानपत्र, विचार करना"
ঠিকানা,"पाने वाला, प्रेषिती"
স্বাগত ঠিকানা,अभिनंदन पत्र
পর্যাপ্ত,पर्याप्‍त
মেনে চলুন,"पर दृढ़ रहना, पर जमे रहना"
অ্যাডহক,तदर्थ
অ্যাডহক দাবি,तदर्थ दावा
তদর্থক কমিটি,तदर्थ समिति
অ্যাডহক বৃদ্ধি,तदर्थ वृद्‌धि
অ্যাডহক পেমেন্ট,तदर्थ भुगतान
সংলগ্ন,‍पार्श्‍वस्थ
সংলগ্ন (= সংহত),"लगा होना, सटा होना"
স্থগিতাদেশ,स्थगन
স্থগিতের গতি,"स्थगन प्रस्ताव, काम रोको प्रस्ताव"
রায়,न्यायनिर्णीत करना
বিচারক,न्यायनिर्णय करना
বিচার,न्यायनिर्णयन
বিচারক,न्यायनिर्णायक
সামঞ্জস্য,समायोजन
প্রশাসনিক,"प्रशासन करना, देना, दिलाना, व्यवस्था करना"
শপথ পরিচালনা করুন,शपथ दिलाना
প্রশাসন,प्रशासन
বিচার প্রশাসন,न्याय-प्रशासन
প্রশাসনিক,प्रशासनिक
প্রশাসনিক ক্রিয়া,प्रशासनिक कार्रवाई
প্রশাসনিক মূল্যায়ন,प्रशासनिक मूल्यांकन
প্রশাসনিক অনুমোদন,प्रशासनिक अनुमोदन
প্রশাসনিক কর্তৃপক্ষ,प्रशासनिक प्राधिकारी
প্রশাসনিক নিয়ন্ত্রণ,प्रशासनिक नियंत्रण
প্রশাসনিক সিদ্ধান্ত,प्रशासनिक निर्णय
প্রশাসনিক দপ্তর,प्रशासकीय विभाग
প্রশাসনিক মাথা,प्रशासनिक प्रधान
প্রশাসনিক সদর দফতর,प्रशासनिक मुख्यालय
প্রশাসনিক ব্যবস্থা,प्रशासनिक उपाय
প্রশাসনিক শক্তি,"प्रशासी शक्‍ति, प्रशासनिक शक्ति"
প্রশাসনিক অনুমোদন,प्रशासनिक मंजूरी
প্রশাসনিক কৌশল,"प्रशासन तकनीक, प्रशासनिक प्रविधि"
প্রশাসনিক ট্রাইব্যুনাল,प्रशासनिक अधिकरण
প্রবেশযোগ্যতা,ग्राह्‌यता: स्वीकार्यता
স্বীকৃত ব্যয়,ग्राह्‌य व्यय
স্বীকার করুন,"प्रवेश करने देना, अंदर आने देना, स्वीकार करना, प्रविष्‍ट करना, दाखिल करना, दाखिला देना"
ভর্তি কার্ড,"प्रवेश पत्र, प्रवेश पत्रक"
ভর্তি,"प्रविष्‍ट दाखिल, स्वीकृत"
উপদেশ,भर्त्‍सना करना
গ্রহণ,दत्‍तक
গ্রহণকারী,दत्‍तकगृहीता
গ্রহণ,"अंगीकरण, दत्‍तक-ग्रहण"
প্রাপ্তবয়স্ক,"प्रौढ, वयस्क"
ভেজাল,"अपमिश्रण, मिलावट"
ব্যভিচার,जारकर्म
প্রাপ্তবয়স্ক ভোটাধিকার,वयस्क मताधिकार
বিজ্ঞাপন ভ্যালোরেম ডিউটি,यथामूल्य शुल्क
অগ্রিম,"अग्रिम, पेशगी"
আগাম বুকিং,अग्रिम बुकिंग
অগ্রিম অনুলিপি,अग्रिम प्रति
অগ্রিম বৃদ্ধি,अग्रिम  वृद्‌धि
অগ্রিম প্রদান,"अग्रिम अदायगी, अग्रिम भुगतान"
প্রতিকূল এন্ট্রি,"प्रतिकूल इंदराज, प्रतिकूल प्रविष्‍टि"
বিরূপ মন্তব্য,प्रतिकूल अभ्युक्‍ति
প্রতিকূল প্রতিবেদন,प्रतिकूल रिपोर्ट
বিজ্ঞাপন,विज्ञापन
পরামর্শ,"सलाह, सूचना, संज्ञापन"
অর্থ প্রদানের পরামর্শ,"भुगतान सूचना, भुगतान-संज्ञापन"
উপদেষ্টা কমিটি,सलाहकार समिति
উপদেষ্টা পরিষদ,सलाहकार परिषद्
অ্যাডভোকেট,"अधिवक्‍ता, एडवोकेट, पक्ष-समर्थक"
বিষয়,"कार्य, मामले"
হলফনামা,"शपथपत्र, हलफ़नामा"
অধিভুক্তি,संबंधन
নিশ্চিতকরণ,"अभिपुष्‍टि, प्रतिज्ञान"
ইতিবাচক,सकारात्मक
সামর্থ্য,"समर्थ होना, प्रदान करना, दे सकना"
উপরোক্ত,पूर्वोक्‍त
নতুন করে,नए सिरे से
বিরুদ্ধে,"विरुद्‌ध, के प्रति, के सामने, के सम्मुख, की तुलना में"
বয়স,"आयु, उम्र, युग"
বয়স শংসাপত্র,आयु प्रमाणपत्र
ভোটাধিকার জন্য বয়স,मताधिकार आयु
বয়স সীমা,आयु सीमा
এজেন্সি,"अभिकरण, एजेंसी"
আলোচ্যসূচি,कार्यसूची
অবসর বয়স,सेवानिवृत्‍ति आयु
তদারকির বয়স,अधिवर्षिता आयु
সমষ্টি,"समुच्चय, समूह"
আক্রান্ত,व्यथित
আন্দোলন,आंदोलन
এজিএম,"वार्षिक महासभा, वार्षिक आमसभा"
চুক্তি,"क़रार, अनुबंध, सहमति, रजामंदी"
চুক্তি ফর্ম,"क़रारनामा, अनुबंध पत्र"
কৃষি,कृषि
শস্য উৎপাদন কেন্দ্র,कृषि-उद्‌योग
সাহায্য,"सहायता, मदद"
অ্যালার্ম,"आपद संकेत, खतरे का संकेत, अलार्म"
সতর্কতা,सजगता
ওরফে,"उपनाम, उर्फ़ (क्रि.वि.)"
অভিযোগ,अभिकथन
আনুগত্য,निष्ठा
জোট,मैत्री
মিত্র পরিষেবা,सम्बद्‌ध सेवाएं
সমস্ত অন্তর্ভুক্ত ব্যয়,सर्वसमावेशी लागत
সমস্ত ভারত পরিষেবা,अखिल भारतीय सेवा
বরাদ্দ,नियतन
বরাদ্দ,आबंटन
বরাদ্দ চিঠি,आबंटन-पत्र
বরাদ্দ,आबंटिति
অনুমোদিত,"अनुज्ञेय, अनुमतियोग्य"
অনুমোদিত ব্যয়,"अनुज्ञेय व्यय, अनुमतियोग्य व्यय"
একটি আপিলের অনুমতি দিন,अपील मंजूर करना
ভাতা,"भत्‍ता, छूट"
সমস্ত অধিকার সংরক্ষিত,सर्वाधिकार सुरक्षित
বর্ণমালা অর্ডার,"वर्णक्रम, अकारादिक्रम"
বিক্ষোভ,कहासुनी
বিকল্প,"एकांतर, विकल्पी"
বিকল্প,"विकल्प, वैकल्पिक"
সংমিশ্রণ,समामेलन
সংশোধিত খসড়া,"संशोधित मसौदा, संशोधित प्रारूप"
সংশোধন,संशोधन
সুযোগ,सुख-सुविधा
মায়াময়,"सौहार्दपूर्ण, मैत्रीपूर्ण"
গোলাবারুদ,गोला-बारूद
Debt ণের or ণদান,"ऋण परिशोधन, ऋण मुक्‍ति"
পরিমাণ,"राशि, रक़म, मात्रा"
পেনশন পরিমাণ,पेन्शन राशि
সাদৃশ্য পোস্ট,अनुरूप पद
বিশ্লেষণ,विश्‍लेषण
বিশ্লেষণাত্মক অধ্যয়ন,विश्‍लेषणात्मक अध्ययन
পূর্বপুরুষ,पूर्वज
আনুষঙ্গিক শিল্প,अनुषंगी उद्‌योग
শত্রুতা,बैर
সংযুক্তি,संलग्नक
বার্ষিকী,वर्षगांठ
ঘোষণা,"उद्‌घोषण, ऐलान, आख्यापन"
বিরক্তি,"खिन्‍नता, चिढ, खीज"
বার্ষিক আর্থিক বিবৃতি,वार्षिक वित्‍तीय विवरण
বার্ষিক প্রতিবেদন,वार्षिक रिपोर्ट
বার্ষিকী,वार्षिकी
বেনামে,"अनाम, गुमनाम"
বেনামে অভিযোগ,गुमनाम शिकायत
উত্তরযোগ্যতা,जवाबदेही
উত্তরপত্র,उत्‍तर पत्रक
বিরোধী,विरोधी
পূর্বসূরি,पूर्ववृत्‍त
প্রত্যাশিত ব্যয়,प्रत्याशित व्यय
প্রত্যাশিত আয়,प्रत्याशित आय
অগ্রজ্ঞান,"प्रत्याशा, पूर्वानुमान"
প্রত্যাশিত জামিন,अग्रिम ज़मानत
দুর্নীতি দমন ব্যবস্থা,भ्रष्‍टाचार-निरोधक उपाय
অ্যান্টি-ডাম্পিং,"प्रति-पाटन, पाटन-निरोधी"
প্রাচীন,पुरावस्तु
বর্ণবাদ,रंगभेद
উদাসীনতা,उदासीनता
অ্যাপেক্স বডি,शीर्ष निकाय
ক্ষমা প্রার্থনা,क्षमायाचना
আবেদন,"अपील, अपील करना"
চেহারা,"हाजि़री, उपसंजाति, रूप"
সন্তুষ্টি,तुष्‍टीकरण
আপিল ট্রাইব্যুনাল,अपील अधिकरण
পরিশিষ্ট,परिशिष्‍ट
যন্ত্রপাতি,उपयंत्र
প্রযোজ্য,"अनुप्रयोज्य, लागू"
প্রার্থী,आवेदक
আবেদন,"आवेदन, अर्ज़ी, अनुप्रयोग, लागू होना"
আবেদনপত্র,"आवेदन पत्र, अर्ज़ी"
প্রয়োগ,अनुप्रयुक्‍त
প্রয়োগ করুন,"आवेदन करना, अर्जी देना, लागू करना, लागू होना, अनप्रयुक्‍त होना"
নিয়োগ,नियुक्‍त व्यक्‍ति
কর্তৃপক্ষ নিয়োগ,नियुक्‍ति प्राधिकारी
অ্যাপয়েন্টমেন্ট,नियुक्‍ति
নিয়োগপত্র,नियुक्‍ति पत्र
মন্ত্রিপরিষদের অ্যাপয়েন্টমেন্ট কমিটি,मंत्रीमंडलीय नियुक्‍ति समिति
মজুরির অংশ,मजदूरी प्रभाजन
মূল্যায়ন,"मूल्यनिरूपण, आंकना"
মূল্যায়নকারী,मूल्यांक
প্রশংসা,"सराहना, वृद्‌धि"
আশঙ্কা,"पकड़ा जाना, गिरफ़्तारी, बोध, समझ, आशंका"
শিক্ষানবিশ,शिक्षु
পদ্ধতির,"पहुंच, उपगम, उपमार्ग, दृष्‍टिकोण"
যথাযথ,"उपयुक्‍त, उचित, विनियोजन करना"
যথাযথ ব্যবস্থা,उचित कार्रवाई
উপযুক্ত মাথা,उपयुक्‍त शीर्ष
বরাদ্দ,विनियोजन
অনুমোদন,अनुमोदन
আনুমানিক,"लगभग, सन्‍निकट"
বুদ্ধিমত্তার পরীক্ষা,"अभिक्षमता परीक्षा, रुझान परीक्षण"
ইচ্ছামত,मनमाना
সালিশ,मध्यस्थता करना
সালিশ,"विवाचन, माध्यस्थम्"
আরবিট্রেশন ট্রাইব্যুনাল,माध्यस्थम् अधिकरण
সালিস,"विवाचक, मध्यस्थ"
আর্কিটেকচার,वास्तुकला
সংরক্ষণাগার,अभिलेखागार
অঞ্চল,"क्षेत्र, क्षेत्रफल"
অঞ্চল সদর দফতর,"क्षेत्र मुख्यालय, क्षेत्रीय मुख्यालय"
যুক্তি,"तर्क, बहस"
উত্থিত,"उठना, उद्‌भूत होना, पैदा होना"
সশস্ত্র বাহিনী,"सशस्त्र बल, सशस्त्र सेनाएं"
ব্যবস্থা,"व्यवस्था, विन्यास, प्रबंध"
বকেয়া,बक़ाया
বকেয়া বিবৃতি,बक़ाया विवरण
আগমনের প্রতিবেদন,आगमन रिपोर्ट
অহংকার,"दंभ, अक्खड़पन"
আর্সেনাল,"आयुधागार, शास्त्रागार"
নিবন্ধ,"अनुच्छेद, वस्तु, लेख"
সমিতির নিবন্ধ,संस्था के अंतर्नियम
নিবন্ধ,नियमावली
উর্দ্ধক্রমানুসারে,आरोही क्रम
নিরূপণ করা,अभिनिश्‍चित करना
যেমনটি যেখানে,जैसा है जहाँ है
দিক,"पहलू, पक्ष, दृष्‍टि"
Aspersion,लांछन
হত্যাকাণ্ড,"हत्या, हनन"
হামলা,हमला
একত্রিত করা,"जुटना, एकत्र होना, इकट्ठा होना, जोड़ना, सम्मिलित करना, एकत्र करना"
সমাবেশ,"सभा, जमाव"
সম্মতি,अनुमति
জাহির করা,"दृढ़ता से कहना, जोर देकर कहना"
মূল্যায়নকারী,निर्धारिती
মূল্যায়ন,निर्धारण
মূল্যায়ন বছর,निर्धारण वर्ष
মূল্যায়নকারী,"कर-निर्धारक, असेसर"
সম্পদ,परिसंपत्‍ति
Assignee,समनुदेशिती
অ্যাসাইনমেন্ট,"समनुदेशन, सुपुर्द काम"
নিয়োগকারী,समनुदेशक
সহায়তা,"सहायता, मदद"
সহযোগী,"सह, सहयुक्‍त, सम्मिलित करना, सहयुक्‍त करना"
সংঘ,"संघ, संगम, संबंध, साहचर्य"
চার্জ অনুমান,कार्यभार-ग्रहण
আশ্বাস,"आश्‍वासन, बीमा, हस्तांतरण पत्र"
আশ্বাস সংস্থা,बीमा कंपनी
আশ্বাস,आश्‍वस्त करना
ছাড় এ,बट्टे पर
পারমাণবিক শক্তি,परमाणु शक्‍ति
সমমূল্যে,सममूल्य पर
প্রিমিয়ামে,"बढ़े मूल्य पर, अधिमूल्य पर, प्रीमियम पर"
সংযুক্ত,"साथ लगाना, संलग्न करना, कुर्की करना"
সংযুক্ত অফিস,संलग्न कार्यालय
সংযুক্তি,"संलग्नक, कुर्की"
সংযুক্তি আদেশ,कुर्की आदेश
অর্জন,"लब्धि, प्राप्‍ति"
চেষ্টা,"प्रयत्‍न करना, प्रयत्‍न"
উপস্থিতি,"उपस्थिति, हाजि़री"
উপস্থিতি নিবন্ধ,"उपस्थिति पंजी, हाजि़री रजिस्टर"
উপস্থিতি স্লিপ,उपस्थिति पर्ची
মনোযোগ,"ध्यान, सावधान"
সত্যতা,"अनुप्रमाणन, तसदीक़"
সত্যায়িত অনুলিপি,"अनुप्रमाणित प्रति, साक्ष्यांकित प्रति"
মনোভাব,अभिवृत्‍ति
আকর্ষণীয় বেতন,आकर्षक वेतन
নিলাম,नीलामी
নিলামকারী,नीलामकर्ता
নিলাম বিক্রয়,नीलामी बिक्री
শ্রোতা,"श्रोता, दर्शक, सुनवाई, दर्शन"
অডিও-ভিজ্যুয়াল ডিসপ্লে,दृश्य-श्रव्य प्रदर्श
অডিও-ভিজ্যুয়াল প্রচার,दृश्य-श्रव्य प्रचार
নিরীক্ষা,"लेखापरीक्षा, संपरीक्षा"
নিরীক্ষিত অ্যাকাউন্ট,"परीक्षित लेखा, संपरीक्षित लेखा"
নিরীক্ষিত ব্যালেন্স শীট,समपरीक्षित तुलनपत्र
নিরীক্ষণ,लेखा परीक्षण
নিরীক্ষা আপত্তি,लेखापरीक्षा आपत्‍ति
নিরীক্ষকের প্রতিবেদন,लेखापरीक्षक की रिपोर्ट
অডিটোরিয়াম,प्रेक्षागृह
অডিট অনুচ্ছেদ,लेखापरीक्षा पैरा
অডিট রিপোর্ট,लेखापरीक्षा रिपोर्ट
কঠোরতা,मितोपभोग
কঠোরতা ব্যবস্থা,मितोपभोग उपाय
খাঁটি,प्रामाणिक
অনুমোদিত প্রতিনিধি,प्राधिकृत प्रतिनिधि
কর্তৃত্বমূলক,"प्राधिकृत, प्राधिकारिक"
কর্তৃপক্ষ,"(व्यक्‍ति) प्राधिकारी, प्राधिकार, प्राधिकरण, अधिकारी विद्‌वान"
কর্তৃপক্ষের চিঠি,प्राधिकार पत्र
অনুমোদিত,प्राधिकृत
স্বীকৃত মূলধন,प्राधिकृत पूंजी
স্বয়ংক্রিয়,स्वचालित
স্বায়ত্তশাসিত,स्वायत्‍त
স্বায়ত্তশাসিত শরীর,स्वायत्‍त निकाय
স্বায়ত্তশাসন,स्वायत्‍तता
সহায়ক,सहायक
উপলব্ধ,"प्राप्य, उपलब्ध"
গড়,"औसत, सामान्य"
গড় ছুটি,औसत छुट्टी
বিপর্যয়,विरुचि
এড়ানো,बचा लेना
এড়াতে,"परिहार करना, परिवर्जन करना, से बचना"
কর এড়ানো,कर देने से बचना
অপেক্ষা করছি,प्रतीक्षित
পুরষ্কার,"पंचाट, अधिनिर्णय, पुरस्कार, प्रदान करना"
পুরষ্কার কর্তৃপক্ষ,अधिनिर्णयन प्राधिकारी
সচেতনতা,जागरूकता
ব্যাকডেটেড,पूर्व-दिनांकित
পটভূমি,पृष्‍ठभूमि
জমা কাজ,पिछला बक़ाया
ফিরে,"मुकर जाना, से हटना"
পিছনে রেফারেন্স,पिछला संदर्भ
ব্যাক আপ,पूर्तिकर
পশ্চাদপদ শ্রেণি,पिछड़ा वर्ग
পশ্চাদপদ উপজাতি,पिछड़ी जनजाति
খারাপ দর কষাকষি,"अलाभकर सौदा, घाटे का सौदा"
খারাপ আচরণ,बुरा व्यवहार
খারাপ চরিত্র,"दुश्‍चरित्र, दु:शील"
খারাপ জলবায়ু ভাতা,विषम जलवायु भत्‍ता
খারাপ আচরণ,दुराचरण
খারাপ ঋণ,अशोध्य ऋण
লাগেজ,असबाब
জামিন,ज़मानत
ভারসাম্য,"शेष, बाक़ी, संतुलन"
ভারসাম্য নামা,अधोनीत शेष
ভারসাম্য এগিয়ে আনা,अग्रेनीत शेष
সুষম বাজেট,संतुलित बजट
ব্যালেন্স শীট,तुलन पत्र
ব্যালট,"मतपत्र, मतदान"
ব্যালট বাক্স,मतपेटी
ভোট পত্র,मतपत्र
নিষেধাজ্ঞা,"प्रतिबंध, रोक, पाबंदी"
ব্যাংক,"बैंक, साहूकारी करना"
ব্যাংক হিসাব,बैंक खाता
ব্যাংক ভারসাম্য,बैंक शेष
ব্যাংক চার্জ,बैंक प्रभार
ব্যাংক গ্যারান্টি,"बैंक गारंटी, बैंक प्रत्याभूति"
ব্যাংক ছুটির দিন,बैंक अवकाश
ব্যাংকিং সুবিধা,बैंकिंग सुविधाबैंककारी सुविधा
ব্যাংকিং সময়,बैंकिंग कार्य-समय
ব্যাংকিং লেনদেন,"बैंक कार्य-व्यवहार, बैंक लेन-देन"
ব্যাংক হার,बैंक दर
ব্যাংক পুনর্মিলন,बैंक समाधान
দেউলিয়া,दिवालिया
ব্যাংক সুরক্ষা,"बैंक प्रतिभूति, बैंक ज़मानत"
ব্যাংক দলিল,बैंक विवरण
বনভোজন,"प्रीतिभोज, भोज"
বার কাউন্সিল,"विधिज्ञ परिषद्, बार काउंसिल"
দর কষাকষি,"सौदा, सौदा करना"
দর কষাকষি,"सौदेबाजी, सौदाकारी"
অনুর্বর জমি,बंजर भूमि
বার্টার,वस्तु विनिमय
বেস,आधार
ভিত্তিহীন,"निराधार, बेबुनियाद"
বেসমেন্ট,तहख़ाना
ভিত্তিবছর,आधार वर्ष
বেসিক,"मूल, बुनियादी"
মূলত,मूलतः बुनियादी तौर पर
বেসিক বুদ্ধি,आधारिक आसूचना
মূল বেতন,मूल वेतन
বেতনের প্রাথমিক স্কেল,मूल वेतनमान
মৌলিক প্রশিক্ষণ,बुनियादी प्रशिक्षण
ভিত্তি,आधार
ব্যাচ,"बैच, टोली, खेप, घान"
ব্যাচ নাম্বার,"बैच नंबर, खेप नंबर"
বহনকারী চেক,धारक चैक
উদ্ধৃত করার আগে,पूर्व-कथित
আচরণ,व्यवहार
বিশ্বাস,विश्‍वास
নীচে নীচে,अवमूल्य पर
এজলাস,"न्यायपीठ, बेंच"
মাপকাঠি,"तल चिह्‌न, मानक"
উপকারী,"लाभप्रद, हितकारी"
মৃত ব্যক্তির সম্পত্তির উত্তরাধিকারী,"हितभागी, लाभार्थी"
উপকার,"हितलाभ, हित, लाभ"
দ্বিধার সুবিধা,संदेह लाभ
দানশীলতা,हितकारिता
দানশীল তহবিল,हितकारी निधि
উইল,"वसीयत करना, वसीयत द्‌वारा देना"
উইল,वसीयत
শোক,शोकसंतप्त
সেরা প্রচেষ্টা,भरसक प्रयत्‍न
উন্নততা,"सुमुन्नति, बेहतरी, खुशहाली"
পক্ষপাত,"अभिनति, झुकाव, पूर्वाग्रह"
পক্ষপাতদুষ্ট মতামত,पूर्वाग्रही मत
গ্রন্থপঞ্জি,ग्रंथसूची
দ্বিবার্ষিক,द्‌विवार्षिक
দ্বিখণ্ডিত,दो भागों में बांटना/बंटना
বিগামি,द्‌विविवाह
দ্বিপক্ষীয়,द्‌विपक्षीय
দ্বিভাষিক,द्‌विभाषी
দ্বিখণ্ডিত,"द्‍‌विसदन, द्‌विसदनी"
বিল,"विधेयक, बिल"
বিনিময় বিল,विनिमय पत्र
দ্বিখণ্ডিত প্রতিবেদন,"द्‌विमासिक रिपोर्ट, अर्धमासिक रिपोर्ट"
বাঁধাই,"जिल्दसाजी, बाध्यकारी"
বায়োডাটা,जीवनवृत्‍त
দ্বিপক্ষীয়,"द्‌विदक्षीय, द्‌विदलीय"
দ্বিপক্ষীয় চুক্তি,द्‌विपक्षीय करार
জন্ম বার্ষিকী,जन्म वर्षगाँठ
জন্ম সনদ,जन्म प्रमाणपत्र
জন্ম নিয়ন্ত্রণ,संतति निरोध
জন্ম তারিখ,"जन्म तिथि, जन्म की तारीख"
জন্মের জায়গা,जन्म स्थान
জন্ম হার,जन्मदर
দ্বিপক্ষীয়,"पाक्षिक, अर्ध-साप्ताहिक"
কালো অর্থনীতি,काली अर्थव्यवस्था
কালো তালিকা,"काली सूची, काली सूची में नाम डालना"
ব্ল্যাকমেল,भयादोहन
কালোবাজার,"चोर बाजार, काला बाजार"
দোষ,दोष लगाना
ফাঁকা চেক,कोरा चेक
কম্বল ডিল,व्यापक सौदा
কম্বল আদেশ,व्यापक आदेश
বিস্ফোরণ,धमाका
মিশ্রণ,सम्मिश्रण
ব্লক,"खंड, ब्लॉक"
অবরোধ,"नाकाबंदी, अवरोध"
অবরুদ্ধ মূলধন,अवरूद्‌ध पूंजी
ব্লক লেটার,"बड़ा अक्षर, साफ़ अक्षर"
রক্তদান,रक्‍तदान
রক্ত সম্পর্ক,रक्‍त-संबंधी
নীল কলার কাজ,कायिक कार्य
ব্লুপ্রিন্ট,"ब्लूप्रिंट, खाका"
ব্লাফ,झांसा
বোর্ড,"बोर्ड, मंडल, गत्‍ता"
বোর্ডিং এবং থাকার ব্যবস্থা,भोजन तथा आवास
পরিচালনা পর্ষদ,निदेशक मंडल
রাজস্ব বোর্ড,राजस्व मंडल
দেহ,निकाय
দেহরক্ষী,अंगरक्षक
বোগাস ভাউচার,जाली वाउचर
সদিচ্ছা,"सद्‍भाव, सदाशयता"
বন্ধন,"बंधपत्र, बांड"
চুক্তিভুক্ত শ্রমিক,बंधुआ मज़दूर
বোনাস,बोनस
বুকিং অফিস,"टिकटघर, बुकिंग कार्यालय"
বই-রক্ষক,"बही लेखक, मुनीम"
বই-রক্ষণাবেক্ষণ,"बहीखाता पद्‌धति, बहीखाता-लेखन"
পুস্তিকা,पुस्तिका
রেফারেন্স বই,संदर्भ पुस्तक
বই মান,"खाता मूल्य, अंकित मूल्य"
বুথ,"बूथ, कोष्‍ठ, मतदान कोष्‍ठ"
বুথ ক্যাপচারিং,"बूथ कब्ज़ा करना, बूथ कब्जाना, बूथ लूटना, मतदान कोष्‍ठ पर कब्जा करना"
সীমান্ত ভাতা,सीमा भत्‍ता
বর্ডার লাইন,"सीमारेखा, सीमावर्ती (वि.)"
Or ণগ্রহীতা,उधारकर्ता
Orrow ণ ক্ষমতা,"उधार लेने की शक्‍ति, ऋणादान शक्‍ति"
বস,बॉस
বাধা,गत्यवरोध
বন্ধনী,कोष्‍ठक
সীমানা,सीमा
বয়কট,"बहिष्कार, बॉयकाट"
মেধা পাচার,प्रतिभा पलायन
শাখা কার্যালয়,शाखा कार्यालय
লঙ্ঘন,"भंग, तोड़ना"
চুক্তি লঙ্ঘন,क़रार-भंग
আত্মবিশ্বাস লঙ্ঘন,विश्‍वास भंग
