Telugu,Bengali
వైమానిక శక్తి,বায়বীয় শক্তি
వైమానిక రేడియేషన్ రీస్టెన్స్,বায়বীয় বিকিরণ পুনর্নির্মাণ
వైమానిక ప్రతిచర్య,বায়বীয় বিক্রিয়া
ఏరోడైనమిక్స్,এয়ারোডাইনামিক্স
ఏజెన్సీ,এজেন্সি
వాయువుని కుదించునది,বায়ু সংকোচকারী
ఎయిర్ కండెన్సర్,এয়ার কনডেন্সার
గాలి చల్లబడింది,ঠান্ডা বাতাস
ఎయిర్ కోర్డ్ కాయిల్,বায়ু কর্ড কয়েল
ఎయిర్ కండిషనింగ్,এয়ারকন্ডিশনিং
ఆల్బెడో,আলবেডো
అల్గోరిథం,অ্যালগরিদম
అలియాసింగ్,এলিয়াসিং
సమలేఖనం,সারিবদ্ধ
అమరిక,প্রান্তিককরণ
అన్ని వేవ్ వైమానిక,সমস্ত তরঙ্গ বিমান
కేటాయింపు,বরাদ্দ
అక్షరాలు,বর্ণমালা
ఆల్ఫాన్యూమరిక్,বর্ণমালা
ఆల్ఫాన్యూమరిక్ పాత్ర,আলফানিউমেরিক চরিত্র
ఆల్ఫాన్యూమరిక్ సమాచారం,আলফানিউমেরিক তথ্য
ప్రత్యామ్నాయ కరెంట్ (a.c.),বিকল্প বর্তমান (এ.সি.)
ప్రత్యామ్నాయం,বিকল্প
ఆల్టర్నేటర్,বিকল্প
ఎత్తు,উচ্চতা
పొక్కు ఎత్తు,অপোজির উচ্চতা
మూత యొక్క ఎత్తు,পেরিগির উচ্চতা
Te త్సాహిక రేడియో కమ్యూనికేషన్,অপেশাদার রেডিও যোগাযোগ
వాతావరణం,পরিবেশ
వాతావరణ మైక్రోఫోన్,পরিবেশ মাইক্রোফোন
పరిసర పరిస్థితి,পরিবেষ্টিত অবস্থা
పరిసర లైటింగ్,পরিবেষ্টনকারী আলো
పరిసర శబ్దం,পরিবেষ্টিত শব্দ
పరిసర ఉష్ణోగ్రత,পরিবেষ্টিত তাপমাত্রা
అమెరికన్ స్టాండర్డ్ కోడ్,আমেরিকান স্ট্যান্ডার্ড কোড
Ampere,অ্যাম্পিয়ার
ఆంపియర్ మీటర్,অ্যাম্পের মিটার
విస్తరణ,পরিবর্ধন
యాంప్లిఫికేషన్ కారకం,প্রশস্তকরণ ফ্যাক্টর
యాంప్లిఫైయర్,পরিবর্ধক
యాంప్లిఫైయర్ లాభం,পরিবর্ধক লাভ
యాంప్లిఫైయర్ శబ్దం,পরিবর্ধক শব্দ
పరికరాలను విస్తరించడం,পরিবর্ধক সরঞ্জাম
క్లైస్ట్రాన్ విస్తరించడం,ক্লাইস্ট্রনকে প্রশস্তকরণ
యాంప్లిఫైయింగ్ యూనిట్,পরিবর্ধক ইউনিট
వ్యాప్తి,প্রশস্ততা
వ్యాప్తి వక్రీకరణ,প্রশস্ততা বিকৃতি
వ్యాప్తి విహారయాత్ర,প্রশস্ততা ভ্রমণ
వ్యాప్తి కారకం,প্রশস্ততা ফ্যাক্টর
వ్యాప్తి పరిమితి,প্রশস্ততা সীমাবদ্ধ
వ్యాప్తి మాడ్యులేటెడ్,প্রশস্ততা মোডুলেটেড
యాంప్లిట్యూడ్ మాడ్యులేషన్,প্রশস্ততা মড্যুলেশন
అనలాగ్ (అనలాగ్),অ্যানালগ (অ্যানালগ)
అనలాగ్ సర్క్యూట్,অ্যানালগ সার্কিট
అనలాగ్ కంప్యూటర్,অ্যানালগ কম্পিউটার
ఫ్రీక్వెన్సీ ఛానల్,অ্যানালগ রেডিও ফ্রিকোয়েন্সি চ্যানেল
అనలాగ్ ప్రాతినిధ్యం,অ্যানালগ উপস্থাপনা
అనలాగ్ సిగ్నల్,এনালগ সংকেত
డిజిటల్‌కు అనలాగ్,ডিজিটাল অ্যানালগ
డిజిటల్ కన్వర్టర్‌కు అనలాగ్,ডিজিটাল কনভার্টারে অ্যানালগ
అనలాగ్ వీడియో,অ্যানালগ ভিডিও
సారూప్యత,সাদৃশ্য
సారూప్యత,উপমা
విశ్లేషణ,বিশ্লেষণ
డేటా యొక్క విశ్లేషణ,ডেটা বিশ্লেষণ
విశ్లేషణాత్మక సాంద్రత,বিশ্লেষণাত্মক ঘনত্ব
విశ్లేషించడానికి,বিশ্লেষণ করুন
ఎనలైజర్,বিশ্লেষক
సహాయక పరికరాలు,আনুষঙ্গিক সরঞ্জাম
మరియు గేట్,এবং গেট
కొలిమేషన్ యొక్క కోణం,কলিমেশন কোণ
ధ్రువణ కోణం,মেরুকরণের কোণ
భ్రమణ కోణం,ঘূর্ণনের কোণ
గోరు,অ্যাংস্ট্রোম (Å)
కోణీయ,কৌণিক
కోణీయ త్వరణం,কৌণিক ত্বরণ
కోణీయ సమన్వయాలు,কৌণিক সমন্বয়
కోణీయ విక్షేపం,কৌণিক ডিফ্লেশন
కోణీయ చెదరగొట్టడం,কৌণিক বিচ্ছুরণ
కోణీయ స్థానభ్రంశం,কৌণিক স্থানচ্যুতি
కోణీయ లోపం,কৌণিক ত্রুটি
కోణీయ పౌన .పున్యం,কৌণিক কম্পাংক
కోణీయ మొమెంటం,কৌণিক ভরবেগ
కోణీయ కదలిక,কৌণিক গতি
కోణీయ వేగం,কৌণিক বেগ
యానిమేషన్,অ্যানিমেশন
యానోడ్,আনোড
యానోడ్ బ్యాటరీ,আনোড ব্যাটারি
యానోడ్ లక్షణం,অ্যানোড বৈশিষ্ট্য
యానోడ్ సర్క్యూట్,আনোড সার্কিট
యానోడ్ వెదజల్లడం,অ্যানোড অপচয়
యానోడ్ సామర్థ్యం,আনোড দক্ষতা
యానోడ్ ఇన్పుట్ శక్తి,আনোড ইনপুট শক্তি
యానోడ్ మాడ్యులేషన్,অ্যানোড মড্যুলেশন
యాంటెన్నా,অ্যান্টেনা
యాంటెన్నా బీమ్విడ్త్,অ্যান্টেনা বিমউইথ
యాంటెన్నా బూస్టర్,অ্যান্টেনা বুস্টার
యాంటెన్నా చేంజ్ఓవర్ స్విచ్,অ্যান্টেনা চেঞ্জওভার সুইচ
యాంటెన్నా కాయిల్,অ্যান্টেনা কয়েল
యాంటెన్నా కాన్ఫిగరేషన్,অ্যান্টেনা কনফিগারেশন
యాంటెన్నా కప్లర్,অ্যান্টেনা কাপলার
యాంటెన్నా క్రాస్ ధ్రువ నమూనా,অ্যান্টেনা ক্রস পোলার প্যাটার্ন
యాంటెన్నా కరెంట్,অ্যান্টেনা কারেন্ট
యాంటెన్నా డైరెక్టివిటీ లాభం,অ্যান্টেনা ডাইরেক্টিভিটি লাভ
యాంటెన్నా డ్యూప్లెక్సర్,অ্যান্টেনা ডুপ্লেক্সার
యాంటెన్నా ప్రభావవంతమైన ప్రాంతం,অ্যান্টেনা কার্যকর অঞ্চল
యాంటెన్నా సామర్థ్యం,অ্যান্টেনা দক্ষতা
యాంటెన్నా ఫీడ్,অ্যান্টেনা ফিড
యాంటెన్నా ఫుట్ ప్రింట్,অ্যান্টেনা ফুট প্রিন্ট
యాంటెన్నా లాభం,এন্টেনা
యాంటెన్నా ఎత్తు,অ্যান্টেনার উচ্চতা
యాంటెన్నా ఇంపెడెన్స్,অ্যান্টেনা প্রতিবন্ধকতা
యాంటెన్నా ఇండక్టెన్స్,অ্যান্টেনা ইন্ডাক্ট্যান্স
యాంటెన్నా నమూనా,অ্যান্টেনা প্যাটার্ন
యాంటెన్నా ప్లెక్సర్,অ্যান্টেনা প্লেক্সার
యాంటెన్నా ధ్రువణత,অ্যান্টেনা মেরুকরণ
యాంటెన్నా శక్తి,অ্যান্টেনা শক্তি
యాంటెన్నా శక్తి లాభం,অ্যান্টেনা পাওয়ার লাভ
యాంటెన్నా రేడియేషన్ నిరోధకత,অ্যান্টেনা বিকিরণ প্রতিরোধের
యాంటెన్నా రియాక్టెన్స్,অ্যান্টেনা প্রতিক্রিয়া
యాంటెన్నా రిఫ్లెక్టర్,অ্যান্টেনা প্রতিচ্ছবি
యాంటెన్నా నిరోధకత,অ্যান্টেনা প্রতিরোধের
యాంటెన్నా ప్రతిధ్వని ఫ్రీక్వెన్సీ,অ্যান্টেনা অনুরণিত ফ্রিকোয়েন্সি
యాంటెన్నా స్పేసింగ్,অ্যান্টেনা ব্যবধান
యాంటెన్నా స్విచింగ్ రూమ్,অ্যান্টেনা স্যুইচিং রুম
యాంటెన్నా ట్యూనింగ్ కాయిల్,অ্যান্টেনা টিউনিং কয়েল
యాంటెన్నా ట్యూనింగ్ హట్,অ্যান্টেনা টিউনিং হাট
ఎపర్చరు,অ্যাপারচার
అపోజీ,অপোজি
అపోజీ రాకెట్,অ্যাপোজি রকেট
ఉపకరణం,যন্ত্রপাতি
స్పష్టంగా,আপাত
ఆప్లెట్,অ্যাপলেট
అప్లికేషన్,আবেদন
సుమారు,আনুমানিক
అక్వేస్ ద్రావణం,জলীয় সমাধান
ఆర్క్,আর্ক
వాస్తుశిల్పం,আর্কিটেকচার
సౌండ్ రికార్డింగ్ యొక్క ఆర్కైవల్ బదిలీ,সাউন্ড রেকর্ডিংয়ের সংরক্ষণাগার স্থানান্তর
ఆర్కైవ్స్,সংরক্ষণাগার
అంకగణిత కోడింగ్,গাণিতিক কোডিং
ఆర్మేచర్,আর্মার
ఆర్మేచర్ వైండింగ్,আর্ম্যাচার বাতাস
అమరిక,অ্যারে
అరేస్టర్,অ্যারেস্টার
ఉచ్చారణ,বক্তৃতা
(= కళాఖండము,আর্টিফ্যাক্ট (= আর্টফ্যাক্ট)
ఆరోహణ,আরোহী
కారక నిష్పత్తి,আনুমানিক অনুপাত
సమీకరించేవాడు,এসেম্বলার
వాదన,দাবী
అప్పగింత,অ্যাসাইনমেন্ট
అసైన్‌మెంట్ ఛానల్,অ্যাসাইনমেন্ট চ্যানেল
అసమాన,অসম্পূর্ণ
అసమకాలిక,অ্যাসিঙ্ক্রোনাস
వాతావరణం,বায়ুমণ্ডল
వాతావరణ నష్టం,বায়ুমণ্ডলীয় ক্ষতি
వాతావరణ శబ్దం,বায়ুমণ্ডলীয় শব্দ
వాతావరణ పీడనం,বায়ুমণ্ডলীয় চাপ
వాతావరణ ప్రచారం,বায়ুমণ্ডলীয় প্রচার
వాతావరణ రేడియో-వేవ్,বায়ুমণ্ডলীয় রেডিও-তরঙ্গ
వాతావరణం,বায়ুমণ্ডল
అణువు,পরমাণু
అణు నిర్మాణం,পারমাণবিক গঠন
అటాచ్మెంట్,সংযুক্তি
అటెన్యుయేషన్,মনোযোগ
అటెన్యుయేషన్ నష్టం,মনোযোগ ক্ষতি
ధ్వని తరంగాల యొక్క అటకన,শব্দ তরঙ্গের মনোযোগ
అటెన్యూయేటర్,অ্যাটেনুয়েটর
అటెన్యూయేటర్-ప్యాడ్,অ্যাটেনুয়েটর-প্যাড
విడిబిలిటీ థ్రెషోల్డ్,অডিবিলিটি থ্রেশহোল্ড
వినగల,শ্রুতিমধুর
వినగల ఫ్రీక్వెన్సీ,শ্রুতিমধুর ফ্রিকোয়েন্সি
వినగల స్వరం,শ্রুতিমধুর সুর
వినగల-స్పెక్ట్రం,শ্রুতি-বর্ণালী
ప్రేక్షకులు,শ্রোতা
ఆడియో,শ্রুতি
ఆడియో యాంప్లిఫైయర్,অডিও পরিবর্ধক
ఆడియో ఎనలైజర్,অডিও বিশ্লেষক
ఆడియో ప్రసారం,অডিও সম্প্রচার
ఆడియో కేబుల్,অডিও কেবল
ఆడియో గొలుసు,অডিও চেইন
ఆడియో కోడెక్,অডিও কোডেক
ఆడియో కుదింపు,অডিও সংক্ষেপণ
ఆడియో కంప్రెసర్,অডিও সংক্ষেপক
ఆడియో కన్సోల్,অডিও কনসোল
ఆడియో వక్రీకరణ,অডিও বিকৃতি
ఆడియో డైనమిక్ పరిధి,অডিও গতিশীল পরিসীমা
ఆడియో ఫైల్ ఫార్మాట్,অডিও ফাইল ফর্ম্যাট
ఆడియో ఫ్రేమ్ ఫార్మాట్,অডিও ফ্রেম ফর্ম্যাট
ఆడియో ఫ్రీక్వెన్సీ యాంప్లిఫైయర్,অডিও ফ্রিকোয়েন্সি পরিবর্ধক
ఆడియో ఫ్రీక్వెన్సీ జనరేటర్,অডিও ফ্রিকোয়েন্সি জেনারেটর
ఆడియో ఫ్రీక్వెన్సీ పరిధి,অডিও ফ্রিকোয়েন্সি ব্যাপ্তি
ఆడియో ఫ్రీక్వెన్సీ ప్రతిస్పందన,অডিও ফ্রিকোয়েন্সি প্রতিক্রিয়া
ఆడియో పరిమితి,অডিও সীমাবদ্ধ
ఆడియో లైన్,অডিও লাইন
ఆడియో మిక్సర్,অডিও মিক্সার
ఆడియో మాడ్యులేషన్,অডিও মড্যুলেশন
ఆడియో ఓసిలేటర్,অডিও দোলক
ఆడియో అవుట్పుట్,অডিও আউটপুট
ఆడియో శక్తి,অডিও শক্তি
ఆడియో నాణ్యత,অডিও মানের
ఆడియో సిగ్నల్,অডিও সংকেত
ఆడియో సిగ్నల్ ప్రాసెసింగ్,অডিও সিগন্যাল প্রসেসিং
ఆడియో స్పెక్ట్రం,অডিও বর্ণালী
ఆడియో నిల్వ,অডিও স্টোরেজ
ఆడియో సబ్ క్యారియర్,অডিও সাব-ক্যারিয়ার
ఆడియో ట్రాన్స్ఫార్మర్,অডিও ট্রান্সফর্মার
ఆడియో ట్రాన్స్మిటర్,অডিও ট্রান্সমিটার
శ్రవణ/వీడియో కుదింపు,অডিও/ভিডিও সংক্ষেপণ
ఆడియో-ఫ్రీక్వెన్సీ ఓసిలేటర్,অডিও-ফ্রিকোয়েন্সি দোলক
ఆడియో-ఫ్రీక్వెన్సీ సిగ్నల్,অডিও-ফ্রিকোয়েন্সি সিগন্যাল
ఆడియోమెట్రీ,অডিওমেট্রি
ఆడియో-విజువల్ ఎయిడ్,অডিও-ভিজ্যুয়াল সহায়তা
శ్రవణ అవగాహన,শ্রুতি উপলব্ধি
ప్రామాణీకరణ,প্রমাণীকরণ
అధీకృత క్యారియర్ ఫ్రీక్వెన్సీ,অনুমোদিত ক্যারিয়ার ফ্রিকোয়েন্সি
ఆటో క్యాడ్,অটো ক্যাড
ఆటో డయాగ్నస్టిక్స్,অটো ডায়াগনস্টিকস
ఆటోమేటిక్,স্বয়ংক্রিয়
స్వయంచాలక నియంత్రణ,স্বয়ংক্রিয় নিয়ন্ত্রণ
ఆటోమేటిక్ డిటెక్షన్,স্বয়ংক্রিয় সনাক্তকরণ
స్వయంచాలక పరికరాలు,স্বয়ংক্রিয় সরঞ্জাম
ఆటోమేటిక్ ఫ్రీక్వెన్సీ కంట్రోల్,স্বয়ংক্রিয় ফ্রিকোয়েন্সি নিয়ন্ত্রণ
ఆటోమేటిక్ లిమిటర్,স্বয়ংক্রিয় সীমাবদ্ধ
ఆటోమేటిక్ మెషిన్,স্বয়ংক্রিয় মেশিন
ఆటోమేటిక్ ఫేసే నియంత్రణ,স্বয়ংক্রিয় ফ্যাসি নিয়ন্ত্রণ
ఆటోమేటిక్ పిక్చర్ ట్రాన్స్మిషన్,স্বয়ংক্রিয় চিত্র সংক্রমণ
ఆటోమేటిక్ ప్లేబ్యాక్,স্বয়ংক্রিয় প্লেব্যাক
ఆటోమేటిక్ పవర్ కంట్రోల్,স্বয়ংক্রিয় শক্তি নিয়ন্ত্রণ
ఆటోమేటిక్ ప్రోగ్రామింగ్,স্বয়ংক্রিয় প্রোগ্রামিং
ఆటోమేటిక్ రికార్డింగ్,স্বয়ংক্রিয় রেকর্ডিং
ఆటోమేటిక్ రీసెట్,স্বয়ংক্রিয় রিসেট
ఆటోమేటిక్ షట్టర్,স্বয়ংক্রিয় শাটার
ఆటోమేటిక్ సిస్టమ్,স্বয়ংক্রিয় সিস্টেম
ఆటోమేటిక్ టెలిఫోన్,স্বয়ংক্রিয় টেলিফোন
స్వయంచాలక ఉష్ణోగ్రత నియంత్రణ,স্বয়ংক্রিয় তাপমাত্রা নিয়ন্ত্রণ
ఆటోమేటిక్ వోల్టేజ్ రెగ్యులేటర్,স্বয়ংক্রিয় ভোল্টেজ নিয়ন্ত্রক
ఆటోమేటిక్ వాల్యూమ్ కంప్రెసర్,স্বয়ংক্রিয় ভলিউম সংক্ষেপক
ఆటోమేటిక్ వాల్యూమ్ కంట్రోల్,স্বয়ংক্রিয় ভলিউম নিয়ন্ত্রণ
ఆటోమేటిక్ వాల్యూమ్ ఎక్స్‌పాండర్,স্বয়ংক্রিয় ভলিউম এক্সপেন্ডার
ఆటోమేషన్,অটোমেশন
ఆటోమేషన్ నియంత్రణ,অটোমেশন নিয়ন্ত্রণ
ఆటోమేషన్ ఫ్రీక్వెన్సీ కంట్రోలర్,অটোমেশন ফ্রিকোয়েন্সি নিয়ামক
సహాయక,সহায়ক
సహాయక ఆడియో బస్సు,সহায়ক অডিও বাস
అందుబాటులో ఉన్న శక్తి,উপলব্ধ শক্তি
హిమపాతం విచ్ఛిన్నం,তুষারপাত ভাঙ্গন
సగటు జీవితం,গড় আয়ু
సగటు పీడనం,গড় চাপ
సగటు వేగం,গড় গতি
స్పిన్ యొక్క అక్షం,স্পিনের অক্ষ
అజిముత్,আজিমুথ
అజిముత్ కోణం,আজিমুথ কোণ
అజిముత్ లోపం,আজিমুথ ত্রুটি
బ్యాక్ లైట్,পিছনে আলো
బ్యాక్ ప్రొజెక్షన్,পিছনে অভিক্ষেপ
వెనుక వోల్టేజ్ (= రివర్స్ వోల్టేజ్),ব্যাক ভোল্টেজ (= বিপরীত ভোল্টেজ)
బ్యాక్‌ఫైర్ (ఆర్క్ బ్యాక్),ব্যাকফায়ার (আর্ক ব্যাক)
నేపథ్య కాంతి,পটভূমি আলো
వెనుకవైపు శబ్ధం,পিছনের শব্দ
నేపథ్య ప్రొజెక్షన్,পটভূমি প্রক্ষেপণ
బ్యాకప్,ব্যাকআপ
అడ్డుపడే,বাফেল
బేకింగ్,বেকিং
సమతుల్య ఆడియో,সুষম অডিও
సమతుల్య ఆడియో లైన్,ভারসাম্যহীন অডিও লাইন
సమతుల్య ప్రసార రేఖ,সুষম সংক্রমণ লাইন
బ్యాలెన్సింగ్,ভারসাম্য
బ్యాలస్ట్,ব্যালাস্ট
బ్యాలస్ట్ కారకం,ব্যালাস্ট ফ্যাক্টর
బలున్,বালুন
బ్యాండ్,ব্যান্ড
బ్యాండ్ పాస్ ఫిల్టర్,ব্যান্ড পাস ফিল্টার
బ్యాండ్ సెలెక్టర్,ব্যান্ড নির্বাচক
బ్యాండ్ విభజన,ব্যান্ড বিভাজন
బ్యాండ్ స్టాప్ ఫిల్టర్,ব্যান্ড স্টপ ফিল্টার
బ్యాండ్ స్విచ్,ব্যান্ড সুইচ
బ్యాండ్ ట్యూనింగ్,ব্যান্ড টিউনিং
బ్యాండ్‌విడ్త్,ব্যান্ডউইথ
బార్,বার
బార్ కోడ్,বার কোড
బార్ డేటా,বার ডেটা
బేర్ బ్యాండ్,বেয়ার ব্যান্ড
బేర్ లాంప్,বেয়ার ল্যাম্প
బార్న్ డోర్,শস্যাগার দরজা
బేస్ బ్యాండ్,বেস ব্যান্ড
బేస్ బ్యాండ్ సిగ్నల్,বেস ব্যান্ড সিগন্যাল
బేస్ బ్యాండ్ వ్యవస్థ,বেস ব্যান্ড সিস্টেম
బేస్ బ్రౌజర్,বেস ব্রাউজার
బేస్ కలెక్టర్ జంక్షన్,বেস কালেক্টর জংশন
బేస్ ఇన్సులేటర్,বেস ইনসুলেটর
బాస్,বাস
బాస్ పరిహారం,বাস ক্ষতিপূরণ
బాస్ లౌడ్‌స్పీకర్ (వూఫర్),বাস লাউডস্পিকার (ওফার)
బ్యాచ్ స్కానింగ్,ব্যাচ স্ক্যানিং
బ్యాటరీ ఛార్జింగ్,ব্যাটারি চার্জ হইতেছে
బీమ్,মরীচি
బీట్,বীট
బీట్ ఫ్రీక్వెన్సీ ఓసిలేటర్,বীট ফ্রিকোয়েন্সি দোলক
బెల్,বেল
బయాస్,পক্ষপাত
బయాస్ సర్క్యూట్,বায়াস সার্কিট
బయాస్ ఫ్రీక్వెన్సీ,বায়াস ফ্রিকোয়েন্সি
బయాస్ వోల్టేజ్,অত্যাধিক ভোল্টেজ
ఫార్వర్డ్ దిశలో పక్షపాతం,সামনের দিকে পক্ষপাতদুষ্ট
ద్వి-దిశాత్మక మైక్రోఫోన్,দ্বি-দিকনির্দেশক মাইক্রোফোন
బిల్‌బోర్డ్,বিলবোর্ড
బిల్‌బోర్డ్ అప్లికేషన్,বিলবোর্ড অ্যাপ্লিকেশন
ద్వి-మెటాలిక్ మూలకం,দ্বি-ধাতব উপাদান
బైనరీ,বাইনারি
బైనరీ కోడెడ్ దశాంశం,বাইনারি কোডেড দশমিক
బైనరీ అంకెలు,বাইনারি অঙ্ক (বিট)
బైనరీ సంఖ్య,বাইনারি সংখ্যা
బైనరల్ హియరింగ్,বাইনোরাল শুনানি
బైనాక్యులర్,বাইনোকুলার
బయోమెట్రిక్,বায়োমেট্রিক
బైపోలార్ ట్రాన్సిస్టర్,বাইপোলার ট্রানজিস্টর
బిట్ కేటాయింపు,বিট বরাদ্দ
బిట్ రేటు,বিট রেট
బ్లాక్ & వైట్ టీవీ,কালো এবং সাদা টিভি
ఖాళీ,ফাঁকা
ఖాళీ విరామం,ফাঁকা ব্যবধান
బ్లాంకింగ్ స్థాయి,ব্ল্যাঙ্কিং স্তর
బ్లీడర్ రెసిస్టెన్స్,ব্লিডার প্রতিরোধের
బ్లింపెడ్ కెమెరా,ব্লিমড ক্যামেরা
బ్లైండింగ్ గ్లేర్,অন্ধ ঝলক
బ్లింక్,পলক
బ్లింకింగ్,জ্বলজ্বল
బ్లాక్ కోడ్,ব্লক কোড
బ్లాక్ రేఖాచిత్రం,ব্লক ডায়াগ্রাম
