Gujarati,Tamil
કૃષિ જૈવવિવિધતા,விவசாய பல்லுயிர்
કૃષિ કાર્બનિક ખામીઓ,விவசாய கரிம குறைபாடுகள்
કૃષિ જીવવિજ્ઞાન,விவசாய உயிரியல்
કૃષિ-આબોહવાની વિવિધતા,விவசாய காலநிலை பன்முகத்தன்மை
એગ્રોક્લાઇમેટિક ઝોનની રચના,வேளாண் காலநிலை மண்டலத்தை உருவாக்குதல்
કૃષિ વનીકરણ,வளர்ப்பு
કૃષિ વિજ્ઞાન,வேளாண்மை
કૃષિવિજ્ઞાન,வேளாண்மை
કૃષિ પશુપાલન,விவசாய மேய்ச்சல்
પાક પ્રક્રિયા,பயிர் செயலாக்கம்
ઘાસ વિજ્ઞાન,புல் அறிவியல்
પાકનો પ્રકાર,பயிர் வகை
એપિફાઇટ,எபிஃபைட்
aikiochi માટી,aikiochi மண்
રંગ અંધત્વ,வண்ண குருட்டுத்தன்மை
આલ્ફીસોલ,அல்பிசோல்
શેવાળ,பாசி
શેવાળ રોગ,பாசி நோய்
આલ્કલી પાણી,காரம் நீர்
આલ્કલાઇન,காரமானது
વૈકલ્પિક,மாற்று
એલેલો રસાયણશાસ્ત્ર,அலெலோ வேதியியல்
એલીલ,அலீல்
એલોપથી,அலெலோபதி
વેથી પાક,வேத்தி பயிர்
પૂર્ણતા,நிறைவு
ગર્ભાધાન,கருத்தரித்தல்
1. સાપેક્ષતા 2. એલોમેટ્રી,1. சார்பியல் 2. அலோமெட்ரி
મલ્ટીપ્લોઇડી,பலவகை
1. પેરાઝીગોસિટી,1. Parazygosity
1. વૈકલ્પિક વર્ષ કાર્ય 2. વૈકલ્પિક કાર્ય,1. மாற்று ஆண்டு செயல்பாடு 2. மாற்று செயல்பாடு
વૈકલ્પિક જમીનનો ઉપયોગ,மாற்று நில பயன்பாடு
પર્યાવરણ,சூழல்
સુધારક,சீர்திருத்தவாதி
મિટોસિસ,மைடோசிஸ்
આમીન,அமீனன்
એમોનિયન,அம்மோனியன்
એમ્નિફરસ,அம்னிஃபெரஸ்
1. બિનઅસરકારક સ્વરૂપ 2. અરૂપી,1. பயனற்ற வடிவம் 2. அரூபி
ઉભયજીવી મિશ્રણ,நீர்வீழ்ச்சி கலவை
એમ્ફોટેરિક,ஆம்போடெரிக்
સંગ્રહ,கையிருப்பு
1. એનારોબિક 2. એનારોબિક સજીવો,1. காற்றில்லா 2. காற்றில்லா உயிரினங்கள்
હેપ્લોઇડ,ஹாப்ளாய்டு
કોણીય વાવેતર,கோண நடவு
પશુપાલન,கால்நடை வளர்ப்பு
પ્રાણીના મળમૂત્ર,விலங்கு மலம்
જીવંત ઊર્જા,வாழ்க்கை ஆற்றல்
વિસંગત,முரண்பாடான
એક વર્ષ જૂનો છોડ,ஒரு வருடம் பழமையான ஆலை
વાર્ષિક,ஆண்டு
1. પરમાનંદ 2. ઉજાસ,1. பரவசம் 2. பிரகாசம்
એન્થ્રેક્સ,ஆந்த்ராக்ஸ்
એન્થ્રોપોજેનિક પરિબળો,மானுடவியல் காரணிகள்
અસ્તિત્વ,உயிர்வாழ்தல்
1. એન્ટિબાયોટિક 2. એન્ટિબાયોટિક,1. ஆன்டிபயாடிக் 2. நுண்ணுயிர்க்கொல்லி
પ્રતિકૂળ,விரட்டும்
એન્ટીઑકિસડન્ટ,ஆக்ஸிஜனேற்ற
એન્ટિટોક્સિન,ஆன்டிடாக்சின்
રિંગ આંગળી,மோதிர விரல்
1. એફિડ 2. મહુ 3. ચેપા,1. அசுவினி 2. மஹு 3. செபா
ટોચની કળી,மேல் மொட்டு
ટોચની અસરકારકતા,உச்ச செயல்திறன்
મધમાખી ઉછેર,தேனீ வளர்ப்பு
અજાતીયતા,ஓரினச்சேர்க்கை
એપોપ્ટોસિસ,அப்போப்டொசிஸ்
પરિશિષ્ટ,பிற்சேர்க்கைகள்
ભૂખ લગાડનાર,பசியை உண்டாக்கும்
લાગુ,விண்ணப்பித்தார்
જળચર નીંદણ,நீர்வாழ் களை
1. વૃક્ષ 2. વૃક્ષ નિવાસી,1. மரம் 2. மரத்தில் வசிப்பவர்
શાખાઓ,கிளைகள்
પ્રોટોબોટનિકલ રેકોર્ડ્સ,புரோட்டோபோட்டானிக்கல் பதிவுகள்
ઝોન નંબર,மண்டல எண்
1. વિસ્તાર 2. વિસ્તાર,1. பகுதி 2. பகுதி
શુષ્ક ઇકોસિસ્ટમ,உலர் சுற்றுச்சூழல்
કોટિલેડોન,கோட்டிலிடன்
સૌરભ,சௌரப்
સુગંધિત છોડ,நறுமண ஆலை
સુગંધિત ચોખા,வாசனை அரிசி
ઇક્ષુ પુષ્પન,இக்ஷு புஷ்பன்
એસેપ્ટિક,அசெப்டிக்
1. એસેપ્ટિક 2. એસેપ્ટિક,1. அசெப்டிக் 2. அசெப்டிக்
અજાતીય પ્રજનન,பாலின இனப்பெருக்கம்
કદ,அளவு
સંપત્તિ,சொத்து
1. એસિમિલેશન 2. એસિમિલેશન,1. ஒருங்கிணைப்பு 2. ஒருங்கிணைப்பு
1. એસોસિએશન 2. એસોસિએશન,1. சங்கம் 2. சங்கம்
1. કૉલમ 2. અસ્પષ્ટતા,1. நெடுவரிசை 2. துவர்ப்பு
હેટરોઝાયગોસિટી,பன்முகத்தன்மை
1. પૂર્વજ 2. એટાવિઝમ,1. முன்னோர் 2. அடவிசம்
કણ,துகள்
1. પુષ્ટિ 2. ક્ષતિ,1. உறுதிப்படுத்தல் 2. குறைபாடு
સ્વ જોડી,சுய இணைத்தல்
ઓટોલિસિસ,தன்னியக்கம்
1. સ્વયંસ્ફુરિત ઓક્સિડેશન 2. સ્વયંસ્ફુરિત ઓક્સિડેશન,1. தன்னிச்சையான ஆக்சிஜனேற்றம் 2. தன்னிச்சையான ஆக்சிஜனேற்றம்
સ્વ મલ્ટિપ્લેક્સ્ડ,சுய மல்டிபிளக்ஸ்
ઓક્સિન,ஆக்சின்
1. હચમચી 2. દેડકો,1. குலுக்கல் 2. தேரை
દંડ વાયરસ,தண்டனை வைரஸ்
1. બેસિલસ 2. બેસિલસ,1. பேசிலஸ் 2. பேசிலஸ்
1. બેક્ટેરિયા 2. બેક્ટેરિયા,1. பாக்டீரியா 2. பாக்டீரியா
બેક્ટેરિયલ ઝેર,பாக்டீரியா நச்சு
બગાસ,கரும்பு சக்கை
સરવૈયા,இருப்பு தாள்
સંતુલિત ખાતરનો ઉપયોગ,சீரான உர பயன்பாடு
બાર ગ્રાફ,சட்ட வரைபடம்
છાલ,பட்டை
1. બેરોમીટર 2. બેરોમીટર,1. காற்றழுத்தமானி 2. காற்றழுத்தமானி
1. બઝર 2. જડ 3. ઉજ્જડ,1. buzzer 2. inert 3. barren
1. આધાર 2. આધાર 3. કપંગ,1. அடிப்படை 2. அடிப்படை 3. குபாங்
1. તાલા 2. બેસિન,1. தாலா 2. பேசின்
તલાબીસરી,தலபிசாரி
1. બેસિસ્ટર્નમ 2. રુટ ધારક,1. பாசிஸ்டர்னம் 2. ரூட் ஹோல்டர்
ગલ્ફ ચોમાસું,வளைகுடா பருவமழை
ફળનો છોડ,பழ செடி
પથારી,படுக்கை
બેડ પ્લાન્ટ,படுக்கை ஆலை
પથારી,படுக்கை
બીટ દાળ,பீற்று வெல்லப்பாகு
બેલો,பெல்லோஸ்
1. પટ્ટી 2. ભૂપ્રદેશ,1. கீற்று 2. நிலப்பரப்பு
નફો-ખર્ચ વિશ્લેષણ,இலாப-செலவு பகுப்பாய்வு
મહત્વાકાંક્ષી (સેમ્પલિંગ),ஆர்வலர் (மாதிரி)
દ્વિવાર્ષિક છોડ,இரு ஆண்டு தாவரங்கள்
દ્વિપદી,இருவகை
બાયોફેક્ટર,உயிர் காரணி
જૈવિક આબોહવા,உயிரியல் காலநிலை
જૈવ ઊર્જા,உயிர் ஆற்றல்
પ્રાણીસૃષ્ટિ ઇકોલોજી,விலங்கு சூழலியல்
1. બાયો-પ્રોસેસર 2. બાયો-રિએક્ટર,1. உயிர் செயலி 2. உயிர் உலை
બાયોસ્ફિયર,உயிர்க்கோளம்
જૈવિક,உயிரியல்
પ્રાણીસૃષ્ટિ,விலங்கினங்கள்
ડિવિલિંગી,திவிலிங்கி
ધવલન,தவலன்
1. પ્રધવાસન (રોગ) 2. ગસ્ટ રોગ,1. பிரத்வாசன் (நோய்) 2. குடல் நோய்
મિશ્રણ,கலத்தல்
1. અંગમારી (રોગ) 2. બ્લાઈટ (રોગ),1. அங்கமாரி (நோய்) 2. ப்ளைட் (நோய்)
1. ફોલ્લો 2. ફોલ્લો 3. ફાટી નીકળવો 4. ફોલ્લો,1. கொப்புளம் 2. கொப்புளம் 3. வெடிப்பு 4. கொப்புளம்
વાદળી ક્રાંતિ,நீல புரட்சி
પ્લાનર હીટિંગ ચેમ્બર,பிளானர் வெப்பமூட்டும் அறை
પ્લાનર હીટિંગ ટેકનોલોજી,பிளானர் வெப்பமாக்கல் தொழில்நுட்பம்
થૂલું,தவிடு
શાખાઓ,கிளைகள்
1. ટ્વિગ 2. સબબ્રાન્ચ,1. கிளை 2. துணைக் கிளை
જાતિ,இனம்
પ્રજનન,இனப்பெருக்கம்
પ્રારંભિક અંકુરણ સારવાર,ஆரம்ப முளைப்பு சிகிச்சை
1. બચ્ચા 2. ઇંડા 3. ગર્ભ,1. குட்டி 2. முட்டை 3. கரு
ઉભરતા,துளிர்க்கிறது
બજેટ,பட்ஜெட்
1.એમ્ફોટેરિક 2. બફર,1.ஆம்போடெரிக் 2. தாங்கல்
શક્કરિયા,இனிப்பு உருளைக்கிழங்கு
બંટ (રોગ),பன்ட் (நோய்)
1. આડપેદાશ 2. આડપેદાશ,1. துணை தயாரிப்பு 2. துணை தயாரிப்பு
c ભેજ સ્પષ્ટીકરણ વળાંક,c ஈரப்பதம் விவரக்குறிப்பு வளைவு
તેલ કેક,எண்ணெய் கேக்
1. ચૂનો 2. કેલ્શિયમ,1. சுண்ணாம்பு 2. கால்சியம்
કેલ્સિયન,கால்சியன்
ફોસ્ફેટ દૂર કરવું,பாஸ்பேட் நீக்கம்
1. કિનાટા 2. કેલાટા,1. கினாட்டா 2. கலாட்டா
1.કેલસ 2. કિરણ,1.காலஸ் 2. கதிர்
1. સેપલ્સ 2. કેલિક્સ,1. செப்பல்ஸ் 2. கேலிக்ஸ்
બહારનો છેડો,வெளிப்புற முடிவு
એધા,எதா
કર્કશ (બેક્ટેરિયલ રોગ),புற்றுநோய் (பாக்டீரியா நோய்)
કેનિંગ,பதப்படுத்தல்
આકાશ,வானம்
ફાઇનાન્સ,நிதி
પરાગનયન (અંજીરનું),மகரந்தச் சேர்க்கை (அத்திப்பழங்கள்)
1. કેપ્સ્યુલ 2. કેપ્સ્યુલ 3. કેપ્સ્યુલ,1. காப்ஸ்யூல் 2. காப்ஸ்யூல் 3. கேப்சூல்
કાર્બનયુક્ત,கார்பனேற்றப்பட்டது
કાર્બનન,கார்பனான்
કારાપેસ,கார்பேஸ்
બંગડી,வளையல்
1. કાસ્ટિંગ (લોખંડ) 2. ક્ષિપ્તિ (જંતુ),1. வார்ப்பு (இரும்பு) 2. க்ஷிப்தி (பூச்சி)
અપચય,வினையூக்கம்
પ્રેરિત,தூண்டுதல்
1. કેટરપિલર 2. કેટરપિલર,1. கம்பளிப்பூச்சி 2. கம்பளிப்பூச்சி
c ડી. એન. a સંગ્રહ,c d. என். அ. சேகரிப்பு
શ્રેણી,சரகம்
1. સેલ 2. સેલ,1. செல் 2. செல்
કેન્દ્રીય ફ્રન્ટ સિસ્ટમ,மத்திய முன் அமைப்பு
1. બિંદુ 2. ફોકસ,1. புள்ளி 2. கவனம்
સેન્ટ્રીફ્યુગેશન,மையவிலக்கு
સેન્ટ્રીફ્યુજ,மையவிலக்கு
સ્ટાર સેન્ટર,நட்சத்திர மையம்
એપિજેનેટિક,எபிஜெனெடிக்
કેન્દ્રજા,கேந்திரராஜா
લૂમ,தறி
1. અનાજ 2. સીરીયલ,1. தானியம் 2. தொடர்
1. પ્રમાણપત્ર 2. પ્રમાણપત્ર,1. சான்றிதழ் 2. சான்றிதழ்
પ્રમાણિત બીજ,சான்றளிக்கப்பட்ட விதை
1. સ્ટ્રો 2. કુટ્ટી 3. શલક સહપાત્ર,1. வைக்கோல் 2. குட்டி 3. ஷலாக் சஹாபத்ரா
1. નિભાગ 2. કૈલાજા,1. நிபாக் 2. கைலாஜா
કીમોગ્રાફી,கைமோகிராபி
1. કિયાઝમા 2. વ્યસ્ત,1. கியாஸ்மா 2. பிஸி
સુપરકૂલિંગ કલાકો,supercooling மணி
હિમ નુકસાન,உறைபனி சேதம்
1. વિચિરોતકી 2. ચિમેરા,1. விசிரோடகி 2. சிமேரா
લીલો પોર્રીજ,பச்சை கஞ்சி
1. પર્ણસમૂહ 2. લીલો,1. தழை 2. பச்சை
સાયનોસિસ,சயனோசிஸ்
જૈવિક વિતરણ વિજ્ઞાન,உயிரியல் விநியோக அறிவியல்
1. ક્રોમેટિડ 2. અર્ધ રંગસૂત્રો,1. குரோமாடிட்ஸ் 2. அரை குரோமோசோம்கள்
ક્રોમેટિન,குரோமடின்
ક્રોમેટોગ્રાફી,குரோமடோகிராபி
ક્રોમેટિનલેશન,நிறமாற்றம்
ધમની બિંદુ,ஏட்ரியல் புள்ளி
ક્રોમેટોજેનેસિસ,நிறமூர்த்தம்
1. ક્રોમોપ્રોટીન 2. પિગમેન્ટપ્રોટીન,1. குரோமோபுரோட்டீன் 2. நிறமி புரதம்
1. રંગસૂત્રો 2. રંગસૂત્રો,1. குரோமோசோம்கள் 2. குரோமோசோம்கள்
1. ક્રોનિક 2. ક્રોનિક 3. ક્રોનિક 4. અપ્રચલિત,1. நாள்பட்ட 2. நாள்பட்ட 3. நாள்பட்ட 4. வழக்கற்று
સાઇટ્રેન્જ,சிட்ரேஞ்ச்
પાનખર તહેવાર,இலையுதிர் திருவிழா
વર્ગીકરણ,வகைப்பாடு
1. માટી 2. માટી,1. களிமண் 2. களிமண்
1. સફાઈ 2. સ્ક્રબિંગ 3. સફાઈ 4. શુદ્ધિકરણ,1. சுத்தம் செய்தல் 2. ஸ்க்ரப்பிங் 3. சுத்தம் செய்தல் 4. சுத்திகரிப்பு
સતત પરાગનયન,தொடர்ந்து மகரந்த சேர்க்கை
ક્રુસિફેરસ ફળ,சிலுவை பழம்
વાતાવરણ,காலநிலை
આબોહવાશાસ્ત્ર,காலநிலையியல்
કાતર,வெட்டு
ગઠ્ઠો (માટી),கட்டி (களிமண்)
ક્લોન,குளோன்
1.વાદળો 2.વાદળો,1.மேகங்கள் 2.மேகங்கள்
ઝુંડ,கொத்து
ટોળું,கொத்து
1. બરછટ 2. ખરબચડી 3. કાચી 4. ખરબચડી,1. கரடுமுரடான 2. கரடுமுரடான 3. கச்சா 4. கரடுமுரடான
1. કવર 2. ચામડું,1. கவர் 2. leatherette
કોયા,கோயா
1. કોએનઝાઇમ 2. કો-એન્ઝાઇમ,1. கோஎன்சைம் 2. கோ-என்சைம்
સંયોગ,ஒற்றுமை
1. ફાઇબર (જ્યુટ જ્યુટ) 2. નારિયેળ બરછટ,1. நார்ச்சத்து (சணல் சணல்) 2. தேங்காய் கரடுமுரடானது
મુલંકુર ચોલા,மூலங்கூர் சோழன்
,
કોલોઇડ (માટી),கொலாய்டு (மண்)
1.કૉલમ 2.કોલ્યુમેલા,1.நெடுவரிசை 2.கொலுமல்லா
1. દંડ 2. કૉલમ 3. કૉલમ,1. தண்டனை 2. நெடுவரிசை 3. நெடுவரிசை
કોમ્યુનિયન,ஒற்றுமை
કોમર્શિયલ બેંક,வணிக வங்கி
1. કોમોડિટી 2. મર્ચેન્ડાઇઝ,1. சரக்கு 2. வணிகப் பொருட்கள்
સમુદાય,சமூக
કોમ્પેક્શન (માટીનું),சுருக்கம் (மண்)
1. સુસંગતતા 2. સુસંગતતા,1. இணக்கம் 2. இணக்கம்
સુસંગતતા,பொருந்தக்கூடிய தன்மை
1. વળતર 2. વળતર,1. இழப்பீடு 2. இழப்பீடு
સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા,போட்டி தொடர்பு
પૂરક પાક,துணை பயிர்
1.સંયુક્ત 2.જટિલ,1.கலவை 2. சிக்கலானது
ઘટક,தொகுதி
રચના,கலவை
ખાતર,உரம்
સંયોજન વ્યાજ,கூட்டு வட்டி
ગણતરી,கணக்கீடு
1. કોમ્પ્યુટર 2. કોમ્પ્યુટર,1. கணினி 2. கணினி
1. એકાગ્રતા 2. એકાગ્રતા,1. செறிவு 2. செறிவு
1. ઑપ્ટિમાઇઝર 2. રિવાઇટલાઇઝર,1. Optimizer 2. Revitalizer
વાહકતા,கடத்துத்திறன்
1. રૂપરેખાંકન 2. રૂપરેખા,1. கட்டமைப்பு 2. கட்டமைப்பு
1. અનુરૂપતા 2. રૂપરેખાંકન 3. અનુરૂપતા,1. இணக்கம் 2. கட்டமைப்பு 3. இணக்கம்
1. એકીકરણ 2. હાઇબ્રિડાઇઝેશન,1. ஒருங்கிணைப்பு 2. கலப்பு
જોડાણ,இணைத்தல்
1. એડિટિવ 2. કનેક્ટિવ,1. சேர்க்கை 2. இணைப்பு
રક્ષણ,பாதுகாப்பு
એકીકરણ,ஒருங்கிணைப்பு
1. ઘટક 2. ઘટકો,1. மூலப்பொருள் 2. தேவையான பொருட்கள்
ઉપભોક્તા,நுகர்வோர்
વપરાશ,நுகர்வு
દૂષણ,மாசுபடுதல்
સમોચ્ચ વાવેતર,விளிம்பு நடவு
સમોચ્ચ રેખા,விளிம்பு கோடு
1. કોન્ટ્રાક્ટ ફાર્મિંગ 2. કોન્ટ્રાક્ટ ફાર્મિંગ 3. કોન્ટ્રાક્ટ ફાર્મિંગ,1. ஒப்பந்த விவசாயம் 2. ஒப்பந்த விவசாயம் 3. ஒப்பந்த விவசாயம்
નિયંત્રિત વાતાવરણીય સંગ્રહ,கட்டுப்படுத்தப்பட்ட வளிமண்டல சேமிப்பு
સહકારી બેંક,கூட்டுறவு வங்கி
સહકારી મંડળીના સભ્ય,கூட்டுறவு சங்க உறுப்பினர்
ગુલમાવન,குல்மவன்
ક્યુબ્ડ,க்யூப்ஸ்
1. દાલપુંજ 2. કોરોલા,1. தல்புஞ்ச் 2. கொரோலா
1. કોર્ટેક્સ 2. કોર્ટેક્સ,1. கோர்டெக்ஸ் 2. கார்டெக்ஸ்
ખર્ચ,செலவு
કોટિલેડોન,கோட்டிலிடன்
ક્રેડિટ કમિટી,கடன் குழு
1. ધિરાણ 2. ક્રેડિટ,1. கடன் கொடுத்தல் 2. கடன்
1. શાહુકાર 2. લેણદાર,1. கடன் கொடுத்தவர் 2. கடன் கொடுத்தவர்
1. ક્રેસ્ટ 2. શિરોબિંદુ 3. સ્પાયર,1. முகடு 2. உச்சி 3. கோபுரம்
પાછું ખેંચવું,திரும்பப் பெறுதல்
સમસ્યા,பிரச்சனை
પરીક્ષણ,சோதனை
જટિલ,முக்கியமான
પાક વીમો,பயிர் காப்பீடு
પાક લોન,பயிர் கடன்
1. પાક 2. પાક,1. பயிர் 2. பயிர்
ખેતી વિસ્તાર,சாகுபடி பகுதி
ક્રોસ અસંગત,குறுக்கு இணக்கமற்ற
1. તાજ 2. શિખર (છોડ),1. கிரீடம் 2. உச்சம் (தாவரம்)
નરમ કણો,மென்மையான துகள்கள்
પોપડો,மேல் ஓடு
1. ક્રિપ્ટોગમ 2. નોન-ફ્લોરીફોર્મ,1. கிரிப்டோகம் 2. புளோரிஃபார்ம் அல்லாதது
કાપણી (ફળ),கொடிமுந்திரி (பழம்)
પેન,பேனா
કલ્ટીવાર વિવિધ,சாகுபடி வகை
1. ટ્રેક્શન 2. ખેતી 3. ખેતી,1. இழுவை 2. விவசாயம் 3. விவசாயம்
1. ખેડૂત 2. ખેડૂત,1. விவசாயி 2. உழவர்
1. ખેતી 2. ખેતી 3. ઉછેર,1. சாகுபடி 2. சாகுபடி 3. வளர்ப்பு
1.સંસાધન 2.તૈયારી,1.வளம் 2.தயாரிப்பு
1.કુંતલન 2.કુંચોન,1.குந்தலன் 2.குஞ்சன்
મુદ્રા,தோரணை
1. બાહ્ય ત્વચા 2. ક્યુટિકલ,1. மேல்தோல் 2. க்யூட்டிகல்
1. પેન 2. કટિંગ 3. કટીંગ 4. કટીંગ 5. કટીંગ,1. பேனா 2. வெட்டுதல் 3. வெட்டுதல் 4. வெட்டுதல் 5. வெட்டுதல்
1. કૃમિ કોર્પસ 2. ફોલ્લો 3. ફોલ્લો 4. વિકૃત ગઠ્ઠો 5. નિયોપ્લાઝમ,1. புழு கார்பஸ் 2. நீர்க்கட்டி 3. நீர்க்கட்டி 4. சிதைந்த கட்டி 5. நியோபிளாசம்
સાયટોક્રોમ,சைட்டோக்ரோம்
કોષ જોડાણ,செல் இணைப்பு
સેલ પ્રજનન,செல் இனப்பெருக்கம்
સેલ જીનેટિક્સ,செல் மரபியல்
સાયટોપ્લાઝમિક વિભાજન,சைட்டோபிளாஸ்மிக் பிரிவு
સેલ બાયોલોજી,உயிரணு உயிரியல்
સેલ લિસિસ,செல் சிதைவு
1. સાયટોમેર 2. કોષ વિભાજન,1. சைட்டோமியர் 2. செல் பிரிவு
સાયટોપ્લાઝમ,சைட்டோபிளாசம்
1. ડેરી 2. ડેરી,1. பால்பண்ணை 2. பால்பண்ணை
ડેરી ઉદ્યોગ,பால் தொழில்
1. ડેમ 2. સંવર્ધક,1. அணை 2. வளர்ப்பவர்
ડે એબ્સોલ્યુટ પ્લાન્ટ,நாள் முழுமையான தாவரம்
ફૂલો પછીનો દિવસ,பூக்கும் மறுநாள்
સંપૂર્ણ ફૂલો પછીનો દિવસ,முழு பூக்கும் மறுநாள்
બિનકાર્યક્ષમતા,திறமையின்மை
decalcification,சுண்ணாம்பு நீக்கம்
1. ડિસ્લોજ 2. ડિસ્લોજ,1. அப்புறப்படுத்து 2. அப்புறப்படுத்து
સડો,சிதைவு
પાનખર,இலையுதிர்
1. દશાંશ 2. દશાંશ,1. தசமம் 2. தசம
હીનતા,தாழ்வு மனப்பான்மை
અનુરાન (માટી),அனுரன் (மண்)
વિપુષ્પન,விபுஷ்பன்
બિલિંગ,பில்லிங்
વનનાબૂદી,காடழிப்பு
અપમાન,அவமானம்
અધોગતિ,சீரழிவு
ભાગ દિવસ,பகுதி நாள்
1. જથ્થો 2. ભાગ,1. அளவு 2. பகுதி
અવક્ષય,விலகல்
કુશ્કી દૂર કરવી,உமி அகற்றுதல்
કુશ્કી દૂર કરવી,உமி அகற்றுதல்
નિર્જલીકરણ,நீரிழப்பு
નિર્જળ,நீரற்ற
માંગ,கோரிக்கை
1. વિકૃતિકરણ 2. ગુણાકાર,1. டினாட்டரேஷன் 2. பெருக்கல்
નિંદા,கண்டனம்
1. થાપણ (માટી) 2. થાપણ (અર્થશાસ્ત્ર),1. வைப்பு (மண்) 2. வைப்பு (பொருளாதாரம்)
જમા,வைப்பு
1. અવમૂલ્યન 2. અવમૂલ્યન,1. தேய்மானம் 2. தேய்மானம்
ડિસેલિનેશન,உப்புநீக்கம்
