Hindi,Bengali
"योग करना,जोड़ना",যোগফল
"योग,जोड़,संकलन (सं.),योगात्मक (वि.)","যোগফল, যোগ, সমষ্টি (সম্পাদনা), যোজক (v.)"
"संयोजी स्वर,अतिरिक्त टोन (स्वर)","সংযোজক স্বর, অতিরিক্ত স্বর (স্বর)"
"योज्य,योगात्मक",সংযোজনকারী
आसंजन,আনুগত্য
आसंजी ऊर्जा,আঠালো শক্তি
ऐडियाबैट,adiabat
रुद्धोष्म,adiabatic
उष्मा-अपार्य,তাপ নিরোধক
संलग्न,সংযুক্তি
समायोज्य,সামঞ্জস্যযোগ্য
प्रवेश्यता,অনুপ্রবেশ
अधिशोषण,শোষণ
अग्रगत,এগিয়ে
प्रगामी,প্রগতিশীল
"आकाशी,वायव (वि.),एरियल (सं.)","আকাশী, ভাইভা (v.), বায়বীয় (ed.)"
ऐन्टेना धारा,অ্যান্টেনা প্রবাহ
आकाशी सर्वेक्षण,বায়বীয় জরিপ
वायव वेग,বায়ু বেগ
वायुगतिक गुणांक,এরোডাইনামিক সহগ
वायुगतिक,এরোডাইনামিক
वायुगतिकी,বায়ুগতিবিদ্যা
वैमानिक,বৈমানিক
वैमानिकी,বৈমানিক
वायुस्पंद,বায়ু নাড়ি
"वातमंडल,गैसमंडल","বায়ুমণ্ডল, গ্যাসোস্ফিয়ার"
अफोकसी तंत्र,ফোকাস সিস্টেম
पश्च ज्वलन,পিছনে ইগনিশন
पश्च दीप्ति,পিছনের আলো
उत्तरघात,আঘাত
"वय,आयु,उम्र  ,युग (सं.) ,कालप्रभावित करना (क्रि.), काल, कालप्रभावित होना","বয়স, বয়স, বয়স, যুগ (সম্পাদনা), সময়কে প্রভাবিত করতে (ভার।), সময়, সময়ের দ্বারা প্রভাবিত হওয়া"
कालप्रभावित,সময় প্রভাবিত
"कालप्रभावन ,जरण","বার্ধক্য, বার্ধক্য"
कालप्रभावन,সময়ের প্রভাব
कालप्रभावन परीक्षण,সময় প্রভাব পরীক্ষা
गुरुत्वहीन,মাধ্যাকর্ষণহীন
संधान,পুনর্মিলন
"वायुवाहित रेडार,हवाई रेडार","বায়ুবাহিত রাডার, বায়বীয় রাডার"
"वायुवर्ती लक्ष्य,हवाई लक्ष्य","বায়বীয় লক্ষ্য, বায়বীয় লক্ষ্য"
"वायुश्वासी,वायुश्वसित्र",বায়ু শ্বাসযন্ত্র
वातानुकूलन,এয়ার কন্ডিশনিং
वायुक्रोडी ट्रांसफार्मर,এয়ারক্রু ট্রান্সফরমার
वायुयान,বিমান
संरेखण,প্রান্তিককরণ
सरेखण त्रुटि,প্রান্তিককরণ ত্রুটি
सजीव परिपथ,লাইভ সার্কিট
संपूर्ण कांच नलिका,সম্পূর্ণ কাচের টিউব
संपूर्ण धातुनलिका,পুরো ধাতব টিউব
नियत करना,ঠিক করতে
"मिश्रातु (सं.),मिश्रात्वन (क्रि.)","মিসরাতু (সম্পাদনা), মিশ্রাতভান (ক্রি.)"
मिश्रात्वन,mishratvan
सर्वव्यापी माध्यम,সর্বব্যাপী মাধ্যম
सर्वतरंग ऐन्टेना,ওমনি অ্যান্টেনা
पंचांग,পঞ্জিকা
ऐल्फा,আলফা
ऐल्फा-सक्रियता,আলফা-ক্রিয়াকলাপ
अक्षरांकीय,আলফানিউমেরিক
ऐल्फा किरण,আলফা রশ্মি
परिवर्तन,পরিবর্তন
"एकांतर ,प्रत्यावर्ती","বিকল্প, বিকল্প"
प्रत्यावर्तित्र,বিকল্প
तुंगतालेखी,altimeter
तुंगतामापी,altimeter
तुंगतामापिकी,অলটাইমেট্রি
"तुंगता,उंचाई,उन्नतांश,शीर्षलम्ब","উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা"
अंकगणित तर्क एकक (ए एल यू),অ্যারিথমেটিক রিজনিং ইউনিট (ALU)
एमागेट नियम,amaget নিয়ম
परिवेश,পরিবেশ
एमाइक्रोन,অ্যামিক্রন
ऐमीटर,অ্যামিটার
ऐम्पियर,অ্যাম্পিয়ার
ऐम्पियर-नियम,অ্যাম্পিয়ার-ল
उभयावेशी आयन,উভচর আয়ন
प्रवर्धन,পরিবর্ধন
प्रवर्धक,পরিবর্ধক
"कोणांक,आयाम","কোণ, মাত্রা"
ए. एम. यू. (परमाणु संहति मात्रक),ক এম.উ. (পারমাণবিক ভর একক)
अनुरूप,উপযুক্ত
सादृश्य,সাদৃশ্য
विश्लेषक,বিশ্লেষক
विश्लेषण,বিশ্লেষণ
विश्लेषीय,বিশ্লেষণাত্মক
अन-अबिन्दुक,অ-বিন্দু
अन-अबिंदुकता,অস্বাভাবিক
तथा द्वार,এবং দরজা
अप्रतिध्वनिक,অ শাব্দিক
विषम प्रत्यास्थता,অস্বাভাবিক স্থিতিস্থাপকতা
निर्द्रव,নির্জল
कोण,কোণ
ऐंग्स्ट्रम मात्रक,অ্যাংস্ট্রম ইউনিট
कोणीय,কৌণিক
कोणमापी वर्नियर,প্রটেক্টর ভার্নিয়ার
अप्रसंवादी,বিতর্কিত
अप्रसवादिता,অসম্মান
अशैथिल्य चुंबकन,অ্যাক্রোম্যাটিক চুম্বকীয়করণ
अशिथिलित,শিথিল
ऋणायन,anion
असमविम,অপ্রতিসম
विषमदैशिक,আইসোট্রপিক
विषमदैशिकता,আইসোট্রপিজম
विलोपन,মুছে ফেলা
आख्यापित्र,বর্ণনাকারী
ऐनोड,অ্যানোড
ऐनोडीकरण,anodization
अंसगत,অসামঞ্জস্যপূর্ণ
प्रकाशयंत्रहीन तंत्र,অপটিক্যাল সিস্টেম
ऐन्टेना,অ্যান্টেনা
ऐन्टिबेरियॉन,antiberion
बंधन विरोधी गुणधर्म,বিরোধী বন্ধন সম্পত্তি
प्रति-आबंधन,পাল্টা বন্ড
प्रतिलोह विद्युत,বিপরীত শক্তি
प्रतिलोहचुंबकीय,ডায়ম্যাগনেটিক
प्रतिलोहचुबकीय पदार्थ,ডায়ম্যাগনেটিক উপাদান
प्रतिकूहाकारक,প্রদাহ বিরোধী
प्रतिगुरुत्व,বিরোধী মাধ্যাকর্ষণ
प्रतिलेम्डा कण,antilamda কণা
ऐल्टीलेप्टॉन,এলিলেপ্টন
प्रतिचुंबकीय,ডায়ম্যাগনেটিক
ऐन्टिद्रव्य,প্রতিপদার্থ
मिसाइल विरोधी,ক্ষেপণাস্ত্র বিরোধী
ऐन्टिन्यूट्रॉन,অ্যান্টিনিউট্রন
प्रस्पंद,স্পন্দনশীল
प्रतिन्यूक्लिऑन,অ্যান্টিনিউক্লিয়ন
प्रतिकण,প্রতিকণা
प्रतिप्रोटॉन,অ্যান্টিপ্রোটন
परावर्तनरोधी,প্রতিফলক
प्रतिसममित,প্রতিসম
अनावर्ती,অ পুনরাবৃত্ত
अनावर्तिता,anachronism
छिद्रित क्रमवीक्षण डिस्क,ছিদ্রযুক্ত স্ক্যানিং ডিস্ক
द्वारक,দ্বারক
"शीर्ष,शिखर,अग्रक","শীর্ষ, শীর্ষ, সামনে"
"सूर्योच्च,रवि उच्च,अपसौर","সূর্য উচ্চ, সূর্য উচ্চ, অপ্সর"
अविपथी लेस,উদাসীন লেইস
अविपथी,অ করুণ
अविपथिता,অ-অক্ষমতা
अति अवर्णी,খুব অ্যাক্রোমেটিক
"भूमि-उच्च,अपभू","land-high, apogee"
"अध्रुवी,परिध्रुवी","nonpolar, circumpolar"
परिध्रुविता,parapolarity
उपकरण,যন্ত্র
"आभासी,दृष्ट","ভার্চুয়াল, ভিজ্যুয়াল"
दृष्ट सूर्य,দৃশ্যমান সূর্য
दृष्ट समय,চাক্ষুষ সময়
"उदभावी,प्रकटन",উদ্ভূত চেহারা
अनुप्रयुक्ति,আবেদন
अनुप्रयोज्यता,প্রযোজ্যতা
अनुप्रयुक्त,প্রয়োগ করা
सुप्रेक्ष्य,পর্যবেক্ষণযোগ্য
उपगमन,পন্থা
"सन्निकट,लगभग","কাছাকাছি, প্রায়"
सन्निकटन,অনুমান
वाष्प दाब,বাষ্পের চাপ
स्वेच्छ,স্বেচ্ছায়
"आर्क भट्टी,चाप भट्टी","চাপ চুল্লি, চাপ চুল্লি"
आर्किमीडीज़ का नियम,আর্কিমিডিসের আইন
स्थापत्य ध्वानिकी,স্থাপত্য শাব্দবিদ্যা
आर्क लैंप,চাপ বাতি
आर्क-स्पेक्ट्रम,আর্ক-স্পেকট্রাম
"क्षेत्र,क्षेत्रफल","এলাকা, এলাকা"
"क्षेत्रफलीय,क्षेत्रीय","আঞ্চলিক, আঞ্চলিক"
"बाहु,भुजा,शाखिका","হাত, বাহু, শাখা"
आमेचर,অপেশাদার
"व्यूह ,सरणी","অ্যারে, অ্যারে"
प्रग्राही,রিসিভার
उच्चारण स्पष्टता,উচ্চারণ স্বচ্ছতা
कृत्रिम,সিন্থেটিক
कृत्रिम तत्वांतरण,কৃত্রিম রূপান্তর
आरोही,আরোহী
तारारोहण,আরোহণ
आरोहांक,আরোহণ
अगोली,আগলি
अगोलीकरण,সমষ্টি
समुच्चय,এর সেট
"समुच्चय करना,समुच्चयन","সমাবেশ, সমাবেশ"
"समुच्चय ,समुच्चयन ,कोडांतरण","একত্রিত করা, একত্রিত করা, একত্রিত করা"
परिशुद्धता आकलन,নির্ভুল অনুমান
निर्दिष्ट (क्वांटम संख्याओं का) निर्दिष्टीकरण,নির্দিষ্ট (কোয়ান্টাম সংখ্যার) স্পেসিফিকেশন
"संबंद्ध ,सहचारी,संगुणित","সম্পর্কিত, সহযোগী, সংঘবদ্ধ"
स्वरावृत्ति,স্বরধ্বনি
स्वचलित बहुकंपित्र,স্বয়ংক্রিয় মাল্টিভাইব্রেটর
अस्थैतिक,অ্যাস্থেনিক
"अबिन्दुकता,एस्टिग्मेटिज्म","পরিহার, দৃষ্টিভঙ্গি"
अंतरिक्ष यात्रा इलेक्ट्रॉनिकी,মহাকাশ ভ্রমণ ইলেকট্রনিক্স
खगोलमिति,জ্যোতির্পদার্থবিদ্যা
अंतरिक्षयात्री,মহাকাশচারী
खगोलज्ञ,জ্যোতির্বিজ্ঞানী
खगोलीय,স্বর্গীয়
खगोलिकी,জ্যোতির্বিদ্যা
खगोल भौतिकी,জ্যোতির্পদার্থবিদ্যা
असममित,অপ্রতিসম
अनंतस्पर्शी,অ্যাসিম্পোটিক
उपगामी,উত্তেজক
अतुल्यकालिक,অ্যাসিঙ্ক্রোনাস
"वायुमंडल,परिमंडल","বায়ুমণ্ডল, বায়ুমণ্ডল"
वायुमंडलीय,বায়ুমণ্ডলীয়
वायु-विद्युत क्षोभ,বায়ু অশান্তি
परमाणु,পারমাণবিক
परमाण्वीय,পারমাণবিক
परमाणुकता,পারমাণবিকতা
परमाणु संहति,পারমাণবিক ভর
परमाणु क्रमांक,পারমাণবিক সংখ্যা
"परमाणु-रिऐक्टर,परमाणु पाइल","পারমাণবিক চুল্লি, পারমাণবিক গাদা"
परमाण्विक,পারমাণবিক
कणन,কণা
कणित्र,কণা
"क्षीणन ,क्षीणता",ক্ষয়
"क्षीणकारी,क्षीणक","attenuating, attenuating"
आकर्षण,কবজ
आकर्षण बल,আকর্ষণ শক্তি
श्रव्यता,শ্রবণযোগ্যতা
श्रव्य आवृत्ति-प्रवर्धक,অডিও ফ্রিকোয়েন্সি পরিবর্ধক
श्रव्य,শ্রবণযোগ্য
श्रव्यजनित्र,অডিও জেনারেটর
श्रव्यता आलेख,শ্রবণযোগ্যতা গ্রাফ
श्रवण विज्ञान,শ্রবণ বিজ্ঞান
श्रव्यतामापी,অডিওমিটার
श्रव्य आवृत्ति-दोलक,শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর
ध्वनि सिग्नल,শব্দ সংকেত
दृश्य-श्रव्य,অডিও-ভিজ্যুয়াল
"ऑडिटोरियम,सभाभवन","অডিটোরিয়াম, অডিটোরিয়াম"
ओज़ए प्रभाव,ওজেড ইফেক্ট
संवर्धन,পদোন্নতি
संवर्धक,বর্ধক
ध्रुवीय ज्योति,মেরু শিখা
दक्षिण ध्रुवीय ज्योति,দক্ষিণ মেরু শিখা
उत्तर ध्रुवीय ज्योति,উত্তর মেরু শিখা
स्वचालित सचेतक,স্বয়ংক্রিয় সতর্কতা
स्वतः समांतरित्र,স্বয়ংক্রিয় সমান্তরালকারী
"आत्मचालित,स्वचालित,स्वतः","স্বয়ংক্রিয়, স্বয়ংক্রিয়, স্বয়ংক্রিয়"
"स्वचालन,स्वचालित यंत्र","অটোমেশন, অটোমেশন"
"सहायक,सहकारी,अतिरिक्त","সহকারী, সমবায়, অতিরিক্ত"
"अवधाव,ऐवेलांश","অবদাভা, তুষারপাত"
"औसत,माध्य","মানে, মানে"
परिवर्जन,পরিবার
अक्षीय,অক্ষীয়
अक्ष,অক্ষ
दिगंश,আজিমুথ
दिगंशीय,আজিমুথ
पश्च,পেছনে
"पृष्ठभूमि,पृष्ठभूमिक","পটভূমি, পটভূমি"
"पिच्छद,पश्चगमन","পশ্চাৎপদ, পশ্চাৎপদ"
प्रतिवर्तन,পরিবর্তন
पश्चडोल वोल्टता स्पंदक,ব্যাক ভোল্টেজ পালসার
पश्च-पश्च-संबंधन,সম্পর্ক পরবর্তী
पूर्तिकर,প্রতিদান
विरोधी वोल्टता,বিরোধী ভোল্টেজ
पश्चवर्ती प्रकीर्णन,পোস্টেরিয়র স্ক্যাটারিং
अंतराली तरंग,অন্তর্বর্তী তরঙ্গ
कुचालक,অন্তরক
पैराशूट सहित कूद पड़ना,প্যারাশুট জাম্প
तपन,গরম করার
"तुला,तराजू ,बाकी ,संतुलित करना,संतुलित होना,संतुलन ,शेष","ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য"
संतोलक,ব্যালেন্সার
संतुलन,ভারসাম্য
गोलात चुबक,গ্লাবুল
"प्राक्षेपिक,प्राक्षेपिकीय","ব্যালিস্টিক, ব্যালিস্টিক"
"प्रक्षेप धारामापी,प्रक्षेप गैल्वनोमीटर","প্রজেকশন গ্যালভানোমিটার, প্রজেকশন গ্যালভানোমিটার"
प्रक्षेपास्त्र,মিসাইল
"प्राक्षेपिकी,अस्त्र विज्ञान","ব্যালিস্টিক, অস্ত্র"
प्रक्षेप,অভিক্ষেপ
मुक्त प्रक्षेप पथ,বিনামূল্যে পথচলা
"बैलून,गुब्बारा","বেলুন, বেলুন"
बामर-असातत्य,balmer discontinuity
"पट्ट,पट्टी,बैंड .दल","ব্যান্ড, ব্যান্ড, ব্যান্ড"
धमाका,বিস্ফোরণ
"व्यूह,पुंज ,किनारा,बैंक,तट","অ্যারে, মরীচি, তীরে, ব্যাংক, উপকূল"
"स्तंभ,शलाका,सिल,सिल्ली,दंड,छड़,पट्टी ,8.भित्ति,9.रेखिका ,10.धार, 1रोधिका,1,बार ,1,रेखा,	1,परीक्षण रेखा","কলাম, বার, কোব, ব্লক, বার, রড, বার, 8. প্রাচীর, 9. লাইন, 10. প্রান্ত, 1 ব্লক, 1, বার, 1, লাইন, 1, পরীক্ষা লাইন"
बारडीन सिद्धांत,বারদিন নীতি
बार्कहाउज़एन प्रभाव,বারখাউসেন প্রভাব
बार्लो चक्र,বারলো চক্র
दंड चुबंक,বার চুম্বক
बार्न,শস্যাগার
वायुदाब-आलेख,বায়ু চাপ গ্রাফ
"वायुदाबलेखी,बैरोग्राफ","barograph, barograph"
वायुदाबमापी,ব্যারোমিটার
वायुदाबमिति,বায়ুমণ্ডলীয় চাপ
"कर्षमंडल,बैरोमंडल","cosmos, baromosphere"
दंड लोलक,পেন্ডুলাম
"रोध,रोधिका ,नाभिकीय रोधिका","বাধা, পারমাণবিক, পারমাণবিক বাধা"
रोधिका स्तर,বাধা স্তর
बरिऑन,বেরিয়ন
गुरुमंडल,গুরুমন্ডল
आधार बैंड,বেস ব্যান্ড
"आधारीय,मूल ,क्षारीय","মৌলিক, মৌলিক, ক্ষারীয়"
आधारक,ভিত্তি
"गणन,दल रचना","গণনা, দল গঠন"
"कुंड,कुंडिका,ऊष्मक,तापन-पात्र,बाथ","কুন্ড, কুন্ড, হিটার, গরম করার পাত্র, স্নান"
बैटरी,ব্যাটারি
"व्यूह खंड,कक्ष,खाड़ई","অ্যারে সেগমেন্ট, চেম্বার, উপসাগর"
प्रदर्श,প্রদর্শনী
कीबन,কিবন
"मणिका,बीड","মানিকা, বিড"
"दंड,बीम, किरण पुंज, तुर","মরীচি, মরীচি, মরীচি, ট্রাম্প"
"दिक्मान,दिक्कोण","ডিকম্যান, ডিকন"
"डोल ,विस्पंद","dole, vispand"
बैकेरल प्रभाव,বেকারেল প্রভাব
"बेलजार,घंटाकार ढकना",বেল জার
धौंकनी,বেল
घंटाकार,বেল ঘড়ি
"वेदिका,बेंच","বেদিকা, বেঞ্চ"
"मोड,	बंक (सं.),मोड़ना (क्रि.)","মোড, বাঙ্ক (সম্পাদনা), বাঁক (v.)"
बंकन,ব্যাংকান
"मुड़आ,बंकित","bent, bent"
बर्नूली-समीकरण,বার্নোলি-সমীকরণ
बेसल-फलन,বেসাল-ফাংশন
श्रेष्ठतम आसंजन,সেরা আনুগত্য
बीटा (भ्),বিটা (খ)
बीटाट्रॉन,betatron
बेथे निदर्श,মডেল
बिवाट्रॉन,বিভাট্রন
B-H वक्र,বিএইচ বক্ররেখা
द्विकोणीय,দ্বিভুজাকার
"अभिनति,बायस","পক্ষপাত, পক্ষপাত"
द्वि-अक्षीय,দ্বি-অক্ষীয়
बाइक्रोमेट सेल,বিক্রোমেট কোষ
अभयावतल,অভিবতাল
द्विशंकु ऐन्टेना,ডবল অ্যান্টেনা
उभयोत्तल,দ্বিকনভেক্স
"द्वि-क्रिस्टल,द्विक क्रिस्टल","দ্বি-স্ফটিক, দ্বৈত-স্ফটিক"
द्विदिशी माइक्रोफोन,দ্বিমুখী মাইক্রোফোন
द्वि-उपादानीय निदर्श,দ্বিপদী মডেল
द्विसूत्री,ডিপ্লয়েড
द्विपार्श्विक,দ্বিপাক্ষিক
द्विरैखिक,দ্বিরেখার
द्वि-अणुक,বাইমোলিকুলার
"द्वि-चर,द्वि-आधारी,द्वयी","দ্বি-পরিবর্তনশীল, দ্বি-বেস, দ্বৈত"
"द्वि-आधारी कोड,द्वि-आधारी कूट","বাইনারি কোড, বাইনারি কোড"
युग्मतारा,খেলা তারকা
द्वि-आधारी पद्धति,বাইনারি পদ্ধতি
"द्विकर्णी ,द्विपथी",দ্বিপার্শ্ব
बंधन,বন্ধন
"द्विनेत्री,बाइनाक्युलर","বাইনোকুলার, বাইনোকুলার"
द्विनोड,বাইনারি
द्विपद बंटन,দ্বিপদ ডিস্ট্রিবিউশন
"द्विकेन्द्रीय,द्विकेन्द्रकी ,द्विन्यूक्लीय","দ্বিকেন্দ্রিক, দ্বিকেন্দ্রিক, দ্বিমুখী"
जैव-गतिकी,বায়োডাইনামিকস
जैव इलेक्ट्रानिकी,জৈব ইলেকট্রনিক্স
जीव-भौतिकीविज्ञ,জীবপদার্থবিদ
जीव-भौतिकी,জীবপদার্থবিদ্যা
जैविक उपग्रह,জৈবিক উপগ্রহ
"चलचित्रदर्शी,बायोस्कोप","সিনেমাটোগ্রাফার, বায়োস্কোপ"
बायो-सावर्ट नियम,বায়ো-সাভার্ট নিয়ম
द्विप्रावस्थिक धारा,biphasic বর্তমান
द्विध्रुवीय,ডাইপোল
"द्विकप्रिज्म,बाइप्रिज्म","biprism, biprism"
"द्विस्फटिक,बाइक्वार्ट्ज","biquartz, biquartz"
द्विस्थितिक अभिलक्षण,biphasic চরিত্র
द्विस्थितिक बहुकंपित्र,দুই-পর্যায়ের মাল্টিভাইব্রেটর
"द्वयंक* (द्विआधारी अंक) ,बरमी ,अणी,टूक","দ্বোয়াঙ্ক* (বাইনারী সংখ্যা), বার্মিজ, আনি, টুক"
"काला,कृष्ण","কালো, কৃষ্ণ"
कृष्णिका,কালো শরীর
अदृश्य प्रकाश,অদৃশ্য আলো
"तिमिरायन,रेडियो तिमिरायन",timirayan রেডিও timirayan
लोपन स्पंद,ইজেকশন পালস
अंतक बायस,পক্ষপাত শেষ
कृष्ण विकिरण,কালো বিকিরণ
"असंपूर्त,रिक्त","অসম্পূর্ণ, ফাঁকা"
समाच्छादन,আবরণ
लोपन,বাতিল
"स्फोटन ,वात्या,झोंका","বিস্ফোরণ, বিস্ফোরণ, দমকা"
"साविका,ब्लीडर ,सावी","savika, bleeder, savi"
"प्रच्छन्न ,अंध","ছদ্মবেশী, অন্ধ"
ब्लॉख प्रमेय,ব্লোচের উপপাদ্য
"अवरोध,अवरोधन,अवरोधी","ব্লক, ব্লক, ব্লক"
"आघात,ब्लो ,धमन","ঘা, ঘা, ঘা"
ब्लू प्रिंट,নীল প্রিন্ট
अस्पष्टता-वृत्त,অস্পষ্টতা বৃত্ত
अस्पष्ट,অস্পষ্ট
"गोलक,गोला,लटकन","বল, গোলক, দুল"
"पिंड, वस्तु","শরীর, বস্তু"
कायिक धारिता,শারীরিক ক্ষমতা
अंत:केन्द्रित,কেন্দ্রীভূত
"पिंड-विकर्ण,अन्त:-विकर्ण","দেহ-তির্যক, শেষ-তির্যক"
"बोगी,अज्ञात संसूचन (रडार)","বগি, অজানা সনাক্তকরণ (রাডার)"
बोर प्रभाव,বোর প্রভাব
बोर मैग्नेटॉन,বোর ম্যাগনেটন
"क्वथित्र,बॉयलर","বয়লার, বয়লার"
"क्वथन,उबालना","ফুটন্ত, ফুটন্ত"
बोल्ट्समान समीकरण,বোল্টসম্যান সমীকরণ
बमबार इलेक्ट्रॉन,বোমারু ইলেকট্রন
"अभिघातक ऊर्जा,बमकारी ऊर्जा","আঘাতমূলক শক্তি, বোমা শক্তি"
बंधक,বন্ধক
"आबंधक,आबंधी,आबन्धन","bonded, bonded, bonded"
अभिवर्धक,বর্ধক
बोरॉन,বোরন
बोस-कण,বোস-কণা
बोसॉन,বোসন
"झंप,उच्छलन","লাফ, লাফ"
परिबद्ध,আবদ্ধ
"परिसीमा,सीमा (सं.),सीमांत (वि.)","সীমা, সীমা (সম্পাদনা), প্রান্তিক (v.)"
बद्ध,আবদ্ধ
"धनु,गज़",ধনু গজ
नौकाग्र तरंग,পালতোলা তরঙ্গ
बॉयल ताप,বয়লার গরম করা
बॉयल-नियम,বয়েলের আইন
बॉयल ताप,বয়লার গরম করা
ब्रेकेट-श्रेणी,বন্ধনী-শ্রেণী
बॅग नियम,ব্যাগ নিয়ম
गुंफित तार,জড়িত তার
ब्रेक कक्षा,ব্রেক ক্লাস
ब्रामा संपीडक,ব্রামা কম্প্রেসার
शाखन,শাখা
"ब्रेवे लैटिस,ब्रेवे जालक","সাহসী জালি, সাহসী জালি"
"पीतल से झालना,पीतल का टाँका लगाना",ব্রাস ব্রেজিং
विच्छेद,বিচ্ছেদ
विच्छेद संपर्कक,সংযোগকারী বিরতি
"भंजन डायोड,जेनर डायोड","ফ্র্যাকচার ডায়োড, জেনার ডায়োড"
विभंजन,ফ্র্যাকচার
"प्रजनक रिऐक्टर,ब्रीडर परमाणु भट्टी,प्रजनक भट्टी","ব্রিডার রিঅ্যাক্টর, ব্রিডার নিউক্লিয়ার ফার্নেস, ব্রিডার ফার্নেস"
प्रजनन,প্রজনন
"अवमंदक विकिरण,ब्रैस्ट्रालुंग","retardant বিকিরণ, brastralung"
ब्रूस्टर-कोण,brewster-কোণ
ब्रूस्टर फ्रिज़,ব্রুস্টার ফ্রিজ
सेतु,সেতু
सेतु-बंधन,সেতু বন্ধন
"दीप्त,द्युतिमान,चमकीला","উজ্জ্বল, উজ্জ্বল, ঝলমলে"
प्रदीपक,আলোক
प्रभास,তেজ
"द्युति,प्रभा","দ্যুতি, প্রভা"
ब्रिलुवां क्षेत्र,ব্রিলুওয়ান এলাকা
ब्रिटिश मानक कैंडल,ব্রিটিশ স্ট্যান্ডার্ড মোমবাতি
भंगुर,ভঙ্গুর
भंगुरता,ভঙ্গুরতা
प्रसारण,সম্প্রচার
विस्तृत,বিশদ
पार्वाभिमुखी,বিপরীতমুখী
ब्रोग्ली सूत्र,ব্রগলি সূত্র
खंडित,খণ্ডিত
ब्राउनी गति,ব্রাউনি গতি
"कूची,बुरुश,कूर्च,  ,गुल्म","কুচি, বুরুশ, কুর্চ, গুলম"
"बुबुद् ,बुलबुला (सं.)	,बुदबुदाना (क्रि.)","বুদবুদ, বুদবুদ (সম্পাদনা), গর্জন (v.)"
बुदबुदाहट,উদ্দীপনা
प्रतिकारी,পাল্টা ব্যবস্থা
आकुंचन,সংকোচন
"उभय प्रतिरोधी,बफ़र","amp-প্রতিরোধ, বাফার"
भवन-ध्वानिकी,ধ্বনিবিদ্যা
वर्धन,বর্ধন
बल्ब,বাল্ব
उभरना,আবির্ভূত
