Assamese,Tamil
অভিযোজন ক্ষমতা,தழுவல்
কাষ্টমাইজেচন,தனிப்பயனாக்கம்
১.আঠাযুক্ততা ২.আঠাযুক্ততা,1. ஒட்டுதல் 2. ஒட்டுதல்
তৈলাক্ত,செபாசியஸ்
সমন্বয় সমীকৰণ,சரிசெய்தல் சமன்பாடு
এডোব মাটি,அடோப் மண்
ব্যভিচাৰী,கலப்படம்
এক্ট&#39;পিক,எக்டோபிக்
Isidiospore Isidium বিজাণু,இசிடியோஸ்போர் இசிடியம் ஸ்போர்
বায়ুগতিশীল প্ৰক্ৰিয়া,ஏரோடைனமிக் செயல்முறை
ventral,வென்ட்ரல்
বায়ুমণ্ডলীয় কৰা,காற்றோட்டம் செய்ய
১.বায়ু ২.আকাশী,1. காற்று 2. ஆகாஷி
১.এৰ’মিটাৰ ২.এৰ’মিটাৰ ৩.এৰ’মিটাৰ,1. ஏரோமீட்டர் 2. ஏரோமீட்டர் 3. ஏரோமீட்டர்
এৰ&#39;ছল,ஏரோசல்
১/ পুষ্পশোভিত ২) গ্ৰীষ্মকালীন নিদ্ৰা,1. மஞ்சரி 2. கோடை உறக்கம்
ৰোগৰ বিজ্ঞান,நோய் அறிவியல்
বনানীকৰণ,காடு வளர்ப்பு
১.আন্দোলন ২.অস্থিৰতা,1. கிளர்ச்சி 2. கொந்தளிப்பு
আগমাৰ্ক,அக்மார்க்
১/ ভূমি সম্পৰ্কীয় ২/ কৃষি,1. நிலம் தொடர்பான 2. விவசாயம்
কৃষি ক্লিনিক,விவசாய மருத்துவமனை
১/ কৃষি শ্ৰম ২) কৃষি শ্ৰম,1. விவசாயத் தொழிலாளர்கள் 2. விவசாயத் தொழிலாளர்கள்
কৃষি বিপণন,விவசாய சந்தைப்படுத்தல்
কৃষি প্ৰযুক্তি,விவசாய தொழில்நுட்பம்
1. কৃষি 2. কৃষি 3. কৃষি বিজ্ঞান,1. விவசாயம் 2. விவசாயம் 3. விவசாய அறிவியல்
কৃষি বনজ,விவசாய காடுகள்
কৃষি জৈৱ বৈচিত্ৰ্য,விவசாய பல்லுயிர்
কৃষি জৈৱিক দোষ,விவசாய கரிம குறைபாடுகள்
কৃষি জীৱবিজ্ঞান,விவசாய உயிரியல்
কৃষি-জলবায়ু বৈচিত্ৰ্য,விவசாய காலநிலை பன்முகத்தன்மை
কৃষি জলবায়ু মণ্ডল সৃষ্টি,வேளாண் காலநிலை மண்டலத்தை உருவாக்குதல்
কৃষি বনানীকৰণ,வளர்ப்பு
কৃষি বিজ্ঞান,வேளாண்மை
কৃষিভিত্তিক,வேளாண்மை
কৃষি পশুপালন,விவசாய மேய்ச்சல்
শস্য প্ৰক্ৰিয়াকৰণ,பயிர் செயலாக்கம்
ঘাঁহ বিজ্ঞান,புல் அறிவியல்
শস্যৰ প্ৰকাৰ,பயிர் வகை
এপিফাইট,எபிஃபைட்
আইকিওচি মাটি,aikiochi மண்
ৰঙৰ অন্ধতা,வண்ண குருட்டுத்தன்மை
আলফিছল,அல்பிசோல்
শেলাই,பாசி
শেলাইৰ ৰোগ,பாசி நோய்
ক্ষাৰকীয় পানী,காரம் நீர்
ক্ষাৰকীয়,காரமானது
বিকল্প,மாற்று
allelo ৰসায়ন বিজ্ঞান,அலெலோ வேதியியல்
এলিল,அலீல்
এলেল&#39;পেথী,அலெலோபதி
ভেঠী শস্য,வேத்தி பயிர்
consummation,நிறைவு
নিষেচন কৰা,கருத்தரித்தல்
১.আপেক্ষিকতা ২.এলোমেট্ৰি,1. சார்பியல் 2. அலோமெட்ரி
multiploidy,பலவகை
১/ পেৰাজাইগোচিটি,1. Parazygosity
1. বিকল্প বছৰৰ ফলন 2. বিকল্প ফলন,1. மாற்று ஆண்டு செயல்பாடு 2. மாற்று செயல்பாடு
বিকল্প ভূমি ব্যৱহাৰ,மாற்று நில பயன்பாடு
পৰিৱেশ,சூழல்
সংস্কাৰক,சீர்திருத்தவாதி
মাইট’ছিছ,மைடோசிஸ்
আমিনন,அமீனன்
এমোনিয়ন,அம்மோனியன்
amniferous,அம்னிஃபெரஸ்
১.অকাৰ্যকৰী ৰূপ ২.অৰূপী,1. பயனற்ற வடிவம் 2. அரூபி
উভচৰ মিশ্ৰণ,நீர்வீழ்ச்சி கலவை
এম্ফোটেৰিক,ஆம்போடெரிக்
ষ্টকপাইলিং,கையிருப்பு
১/ এনাৰোবিক ২.এনাৰোবিক জীৱ,1. காற்றில்லா 2. காற்றில்லா உயிரினங்கள்
হেপ্লয়ড,ஹாப்ளாய்டு
কৌণিক ৰোপণ,கோண நடவு
পশুপালন,கால்நடை வளர்ப்பு
পশুৰ মল-মূত্ৰ,விலங்கு மலம்
জীৱন্ত শক্তি,வாழ்க்கை ஆற்றல்
অস্বাভাৱিক,முரண்பாடான
এবছৰীয়া উদ্ভিদ,ஒரு வருடம் பழமையான ஆலை
বছেৰেকীয়া,ஆண்டு
1. আনন্দ 2. উজ্জ্বলতা,1. பரவசம் 2. பிரகாசம்
এন্থ্ৰেক্স,ஆந்த்ராக்ஸ்
মানৱজনিত কাৰকসমূহ,மானுடவியல் காரணிகள்
জীয়াই থকা,உயிர்வாழ்தல்
১/ এন্টিবায়টিক ২। এন্টিবায়টিক,1. ஆன்டிபயாடிக் 2. நுண்ணுயிர்க்கொல்லி
repulsive,விரட்டும்
এন্টিঅক্সিডেন্ট,ஆக்ஸிஜனேற்ற
এন্টিটক্সিন,ஆன்டிடாக்சின்
ৰিং ফিংগাৰ,மோதிர விரல்
১.এফিড ২.মহু ৩.চেপা,1. அசுவினி 2. மஹு 3. செபா
শীৰ্ষ কলি,மேல் மொட்டு
শীৰ্ষ ফলপ্ৰসূতা,உச்ச செயல்திறன்
মৌমাখি ৰখা,தேனீ வளர்ப்பு
অযৌনতা,ஓரினச்சேர்க்கை
এপ&#39;প্টোছিছ,அப்போப்டொசிஸ்
appendages,பிற்சேர்க்கைகள்
appetizer,பசியை உண்டாக்கும்
প্ৰয়োগ কৰা হৈছে,விண்ணப்பித்தார்
জলজ অপতৃণ,நீர்வாழ் களை
১.গছ ২.গছৰ বাসিন্দা,1. மரம் 2. மரத்தில் வசிப்பவர்
শাখা-প্ৰশাখা,கிளைகள்
প্ৰ&#39;ট&#39;বোটানিকেল ৰেকৰ্ড,புரோட்டோபோட்டானிக்கல் பதிவுகள்
জ&#39;ন নম্বৰ,மண்டல எண்
১.ক্ষেত্ৰফল ২.ক্ষেত্ৰফল,1. பகுதி 2. பகுதி
শুকান পৰিৱেশ তন্ত্ৰ,உலர் சுற்றுச்சூழல்
কুটিলডন,கோட்டிலிடன்
সৌৰভ,சௌரப்
সুগন্ধিযুক্ত উদ্ভিদ,நறுமண ஆலை
সুগন্ধি চাউল,வாசனை அரிசி
ইক্ষু পুষ্পন,இக்ஷு புஷ்பன்
বীজাণুমুক্ত,அசெப்டிக்
১.এচেপ্টিক ২.এচেপ্টিক,1. அசெப்டிக் 2. அசெப்டிக்
অযৌন প্ৰজনন,பாலின இனப்பெருக்கம்
আকাৰ,அளவு
সম্পত্তি,சொத்து
১/ আত্মসাৎ ২. আত্মসাৎ,1. ஒருங்கிணைப்பு 2. ஒருங்கிணைப்பு
১.সংঘ ২.সংঘ,1. சங்கம் 2. சங்கம்
1. স্তম্ভ 2. astringency,1. நெடுவரிசை 2. துவர்ப்பு
হেটেৰ&#39;জাইগোচিটি,பன்முகத்தன்மை
১.পূৰ্বপুৰুষ ২.আটাভিজম,1. முன்னோர் 2. அடவிசம்
কণা,துகள்
1. অনিশ্চয়তা 2. বিকলতা,1. உறுதிப்படுத்தல் 2. குறைபாடு
self pairing,சுய இணைத்தல்
অটোলাইছিছ,தன்னியக்கம்
1. স্বতঃস্ফূৰ্ত অক্সিডেচন 2. স্বতঃস্ফূৰ্ত অক্সিডেচন,1. தன்னிச்சையான ஆக்சிஜனேற்றம் 2. தன்னிச்சையான ஆக்சிஜனேற்றம்
self multiplexed,சுய மல்டிபிளக்ஸ்
অক্সিন,ஆக்சின்
১/ জোকাৰি যোৱা ২. টোড,1. குலுக்கல் 2. தேரை
পেনাল ভাইৰাছ,தண்டனை வைரஸ்
১.বেচিলাছ ২.বেচিলাছ,1. பேசிலஸ் 2. பேசிலஸ்
১/ বেক্টেৰিয়া ২) বেক্টেৰিয়া,1. பாக்டீரியா 2. பாக்டீரியா
বেক্টেৰিয়াৰ বিষাক্ত পদাৰ্থ,பாக்டீரியா நச்சு
বাগাছ,கரும்பு சக்கை
বেলেন্স শ্বীট,இருப்பு தாள்
সুষম সাৰৰ ব্যৱহাৰ,சீரான உர பயன்பாடு
বাৰ গ্ৰাফ,சட்ட வரைபடம்
বাকলি,பட்டை
১.বেৰ’মিটাৰ ২.বেৰ’মিটাৰ,1. காற்றழுத்தமானி 2. காற்றழுத்தமானி
১. বাজাৰ ২. নিষ্ক্ৰিয় ৩. বন্যাৰ্ত,1. buzzer 2. inert 3. barren
1. ভিত্তি 2. ভিত্তি 3. কুপাং,1. அடிப்படை 2. அடிப்படை 3. குபாங்
১.তালা ২.বেচিন,1. தாலா 2. பேசின்
তালাবিছাৰী,தலபிசாரி
১.বেচিষ্টেৰনাম ২.মূল ধাৰণকাৰী,1. பாசிஸ்டர்னம் 2. ரூட் ஹோல்டர்
উপসাগৰীয় বাৰিষা,வளைகுடா பருவமழை
ফলৰ উদ্ভিদ,பழ செடி
বিছনা,படுக்கை
বিচনা উদ্ভিদ,படுக்கை ஆலை
বিচনা চাদৰ,படுக்கை
বুটমাহৰ গুড়,பீற்று வெல்லப்பாகு
bellows,பெல்லோஸ்
১.ষ্ট্ৰিপ ২.ভূখণ্ড,1. கீற்று 2. நிலப்பரப்பு
লাভ-খৰচ বিশ্লেষণ,இலாப-செலவு பகுப்பாய்வு
আকাংক্ষিত (Sampling),ஆர்வலர் (மாதிரி)
দ্বিবাৰ্ষিক উদ্ভিদ,இரு ஆண்டு தாவரங்கள்
দ্বিপদ,இருவகை
বায়&#39;ফেক্টৰ,உயிர் காரணி
জৈৱিক জলবায়ু,உயிரியல் காலநிலை
জৈৱ শক্তি,உயிர் ஆற்றல்
প্ৰাণীৰ পৰিস্থিতিতন্ত্ৰ,விலங்கு சூழலியல்
১/ বায়’-প্ৰচেছৰ ২.বায়’-ৰিয়ক্টৰ,1. உயிர் செயலி 2. உயிர் உலை
জৈৱমণ্ডল,உயிர்க்கோளம்
জৈৱিক,உயிரியல்
প্ৰাণীজগত,விலங்கினங்கள்
ডিভিলিংগি,திவிலிங்கி
ধাৱলান,தவலன்
১/প্ৰধ্বাসন (ৰোগ) ২) গাষ্ট ৰোগ,1. பிரத்வாசன் (நோய்) 2. குடல் நோய்
মিশ্ৰণ,கலத்தல்
১.আংমাৰী (ৰোগ) ২.ব্লাইট (ৰোগ) ২.,1. அங்கமாரி (நோய்) 2. ப்ளைட் (நோய்)
১/ ফোহা ২. ফোহা ৩. বিস্ফোৰণ ৪. ফোহা,1. கொப்புளம் 2. கொப்புளம் 3. வெடிப்பு 4. கொப்புளம்
নীলা বিপ্লৱ,நீல புரட்சி
প্লেনাৰ হিটিং চেম্বাৰ,பிளானர் வெப்பமூட்டும் அறை
সমতল উত্তাপন প্ৰযুক্তি,பிளானர் வெப்பமாக்கல் தொழில்நுட்பம்
ব্ৰাণ,தவிடு
শাখা-প্ৰশাখা,கிளைகள்
১.ডাল ২.উপশাখা,1. கிளை 2. துணைக் கிளை
বংশবৃদ্ধি,இனம்
প্ৰজনন,இனப்பெருக்கம்
আগতীয়াকৈ অংকুৰণৰ চিকিৎসা,ஆரம்ப முளைப்பு சிகிச்சை
১. পোৱালি ২. কণী ৩. ভ্ৰূণ,1. குட்டி 2. முட்டை 3. கரு
budding,துளிர்க்கிறது
বাজেট,பட்ஜெட்
১.এম্ফোটেৰিক ২.বাফাৰ,1.ஆம்போடெரிக் 2. தாங்கல்
মিঠা আলু,இனிப்பு உருளைக்கிழங்கு
বান্ট (ৰোগ),பன்ட் (நோய்)
1. উপ-উৎপাদন 2. উপ-উৎপাদন,1. துணை தயாரிப்பு 2. துணை தயாரிப்பு
c আৰ্দ্ৰতা নিৰ্দিষ্টকৰণ বক্ৰ,c ஈரப்பதம் விவரக்குறிப்பு வளைவு
তেলৰ কেক,எண்ணெய் கேக்
১.চূণ ২.কেলচিয়াম,1. சுண்ணாம்பு 2. கால்சியம்
calcion,கால்சியன்
ফছফেট আঁতৰোৱা,பாஸ்பேட் நீக்கம்
১.কিনাটা ২.কালাটা,1. கினாட்டா 2. கலாட்டா
১.কেলাছ ২.ৰশ্মি,1.காலஸ் 2. கதிர்
1. ফুলৰ গুটি 2. calyx,1. செப்பல்ஸ் 2. கேலிக்ஸ்
বাহ্যিক শেষ,வெளிப்புற முடிவு
এধা,எதா
কেন্সাৰ (বেক্টেৰিয়াৰ ৰোগ),புற்றுநோய் (பாக்டீரியா நோய்)
কেনিং,பதப்படுத்தல்
আকাশ,வானம்
বিত্ত,நிதி
পৰগাছা (ডুমুৰৰ),மகரந்தச் சேர்க்கை (அத்திப்பழங்கள்)
১.কেপচুল ২.কেপচুল ৩.কেপচুল,1. காப்ஸ்யூல் 2. காப்ஸ்யூல் 3. கேப்சூல்
কাৰ্বনাইজড,கார்பனேற்றப்பட்டது
কাৰ্বনেন,கார்பனான்
carapace,கார்பேஸ்
এপাত হাতৰ অলংকাৰ,வளையல்
1. ঢালাই (লোহা) 2. ক্ষীপতি (পোক),1. வார்ப்பு (இரும்பு) 2. க்ஷிப்தி (பூச்சி)
কেটাবলিজম,வினையூக்கம்
প্ৰৰোচনা,தூண்டுதல்
1. পোক 2. পোক,1. கம்பளிப்பூச்சி 2. கம்பளிப்பூச்சி
গ ঘ. এন. ক. সংগ্ৰহ,c d. என். அ. சேகரிப்பு
পৰিসৰ,சரகம்
১.কোষ ২.কোষ,1. செல் 2. செல்
কেন্দ্ৰীয় ফ্ৰন্ট ব্যৱস্থা,மத்திய முன் அமைப்பு
1. বিন্দু 2. ফোকাচ,1. புள்ளி 2. கவனம்
কেন্দ্ৰচালিতকৰণ,மையவிலக்கு
কেন্দ্ৰচালিত কৰক,மையவிலக்கு
তাৰকা কেন্দ্ৰ,நட்சத்திர மையம்
এপিজেনেটিক,எபிஜெனெடிக்
কেন্দ্ৰজা,கேந்திரராஜா
loom,தறி
১/ শস্যৰ বীজ ২. ছিৰিয়েল,1. தானியம் 2. தொடர்
১.প্ৰমাণীকৰণ ২.প্ৰমাণীকৰণ,1. சான்றிதழ் 2. சான்றிதழ்
প্ৰমাণিত বীজ,சான்றளிக்கப்பட்ட விதை
১) খেৰ ২.কুট্টি ৩.শালক সহপাত্ৰ,1. வைக்கோல் 2. குட்டி 3. ஷலாக் சஹாபத்ரா
১.নিভাগ ২.কৈলাজা,1. நிபாக் 2. கைலாஜா
চাইম&#39;গ্ৰাফী,கைமோகிராபி
১.কিয়াজমা ২.ব্যস্ত,1. கியாஸ்மா 2. பிஸி
ছুপাৰকুলিং ঘন্টা,supercooling மணி
হিম ক্ষতি,உறைபனி சேதம்
১/ ভিচিৰোটাকি ২.চিমেৰা,1. விசிரோடகி 2. சிமேரா
সেউজীয়া দাইল,பச்சை கஞ்சி
১.পাতল ২.সেউজীয়া,1. தழை 2. பச்சை
চাইন&#39;ছিছ,சயனோசிஸ்
জৈৱিক বিতৰণ বিজ্ঞান,உயிரியல் விநியோக அறிவியல்
১) ক্ৰ’মেটিড ২) আধা ক্ৰম’জম,1. குரோமாடிட்ஸ் 2. அரை குரோமோசோம்கள்
ক্ৰ&#39;মেটিন,குரோமடின்
ক্ৰ&#39;মাট&#39;গ্ৰাফী,குரோமடோகிராபி
ক্ৰ&#39;মেটিনেচন,நிறமாற்றம்
অলিন্দৰ বিন্দু,ஏட்ரியல் புள்ளி
ক্ৰ&#39;মেট&#39;জেনেছিছ,நிறமூர்த்தம்
১/ ক্ৰম’প্ৰটিন ২.ৰঞ্জক প্ৰটিন,1. குரோமோபுரோட்டீன் 2. நிறமி புரதம்
১.ক্ৰম’জম ২.ক্ৰম’জম,1. குரோமோசோம்கள் 2. குரோமோசோம்கள்
1. দীৰ্ঘদিনীয়া 2. দীৰ্ঘদিনীয়া 3. দীৰ্ঘদিনীয়া 4. অচল,1. நாள்பட்ட 2. நாள்பட்ட 3. நாள்பட்ட 4. வழக்கற்று
ট্যাগ এর সাথে ছবি &#39;citrange&#39;:,சிட்ரேஞ்ச்
পতন উৎসৱ,இலையுதிர் திருவிழா
শ্ৰেণীবিভাজন,வகைப்பாடு
১.মাটি ২.মাটি,1. களிமண் 2. களிமண்
১/ পৰিষ্কাৰ কৰা ২.স্ক্ৰাব কৰা ৩. পৰিষ্কাৰ কৰা ৪.বিশুদ্ধকৰণ,1. சுத்தம் செய்தல் 2. ஸ்க்ரப்பிங் 3. சுத்தம் செய்தல் 4. சுத்திகரிப்பு
স্থায়ী পৰগাছা,தொடர்ந்து மகரந்த சேர்க்கை
ক্ৰুচিফেৰাছ ফল,சிலுவை பழம்
জলবায়ু,காலநிலை
জলবায়ুবিজ্ঞান,காலநிலையியல்
shear,வெட்டு
গোট (মাটি),கட்டி (களிமண்)
ক্ল&#39;ন,குளோன்
১.ডাৱৰ ২.ডাৱৰ,1.மேகங்கள் 2.மேகங்கள்
ক্লাম্প,கொத்து
মুঠি,கொத்து
১.মোটা ২.ৰুক্ষ ৩.কেঁচা ৪.ৰুক্ষ,1. கரடுமுரடான 2. கரடுமுரடான 3. கச்சா 4. கரடுமுரடான
১.আৱৰণ ২.চামৰাৰ টুকুৰা,1. கவர் 2. leatherette
কয়া,கோயா
১/ কো-এনজাইম ২.কো-এনজাইম,1. கோஎன்சைம் 2. கோ-என்சைம்
সংহতি,ஒற்றுமை
১/ আঁহ (পাট পাট) ২) নাৰিকল মোটা,1. நார்ச்சத்து (சணல் சணல்) 2. தேங்காய் கரடுமுரடானது
মুলংকুৰ চোলা,மூலங்கூர் சோழன்
,
কলয়ড (মাটি),கொலாய்டு (மண்)
১.স্তম্ভ ২.কলমেলা,1.நெடுவரிசை 2.கொலுமல்லா
১/ শাস্তি ২.স্তম্ভ ৩.স্তম্ভ,1. தண்டனை 2. நெடுவரிசை 3. நெடுவரிசை
কমিউনিয়ন,ஒற்றுமை
বাণিজ্যিক বেংক,வணிக வங்கி
১/ পণ্য ২/ ব্যৱসায়িক সামগ্ৰী,1. சரக்கு 2. வணிகப் பொருட்கள்
সমুদায়,சமூக
সংকোচন (মাটিৰ),சுருக்கம் (மண்)
1. সামঞ্জস্যতা 2. সামঞ্জস্যতা,1. இணக்கம் 2. இணக்கம்
সামঞ্জস্যতা,பொருந்தக்கூடிய தன்மை
১/ ক্ষতিপূৰণ ২/ ক্ষতিপূৰণ,1. இழப்பீடு 2. இழப்பீடு
প্ৰতিযোগিতামূলক পাৰস্পৰিক ক্ৰিয়া,போட்டி தொடர்பு
শস্যৰ পৰিপূৰক,துணை பயிர்
১.সংমিশ্ৰিত ২.জটিল,1.கலவை 2. சிக்கலானது
সমষ্টিবাসী,தொகுதி
সুৰ-ৰচনা,கலவை
পচন সাৰ,உரம்
যৌগিক আগ্ৰহ,கூட்டு வட்டி
গণনা,கணக்கீடு
1. কম্পিউটাৰ 2. কম্পিউটাৰ,1. கணினி 2. கணினி
১/ ঘনত্ব ২. ঘনত্ব,1. செறிவு 2. செறிவு
১.অপ্টিমাইজাৰ ২.ৰিভাইটালাইজাৰ,1. Optimizer 2. Revitalizer
পৰিবাহীতা,கடத்துத்திறன்
1. বিন্যাস 2. বিন্যাস,1. கட்டமைப்பு 2. கட்டமைப்பு
1. অনুকূলতা 2. সংৰূপ 3. অনুকূলতা,1. இணக்கம் 2. கட்டமைப்பு 3. இணக்கம்
১.সংহতি ২.সংকৰকৰণ,1. ஒருங்கிணைப்பு 2. கலப்பு
সংযোজন,இணைத்தல்
1. যোগকৰণ 2. সংযোগী,1. சேர்க்கை 2. இணைப்பு
সুৰক্ষা,பாதுகாப்பு
একত্ৰীকৰণ,ஒருங்கிணைப்பு
১.উপাদান ২.উপাদান,1. மூலப்பொருள் 2. தேவையான பொருட்கள்
গ্ৰাহক,நுகர்வோர்
সেৱন,நுகர்வு
দূষণ কৰা,மாசுபடுதல்
কনট্যুৰ ৰোপণ,விளிம்பு நடவு
কনট্যুৰ ৰেখা,விளிம்பு கோடு
১/ ঠিকাদাৰী খেতি ২.ঠিকাদাৰী খেতি ৩.চুক্তিবদ্ধ কৃষি,1. ஒப்பந்த விவசாயம் 2. ஒப்பந்த விவசாயம் 3. ஒப்பந்த விவசாயம்
নিয়ন্ত্ৰিত বায়ুমণ্ডলীয় সংৰক্ষণ,கட்டுப்படுத்தப்பட்ட வளிமண்டல சேமிப்பு
সমবায় বেংক,கூட்டுறவு வங்கி
সমবায় সমিতিৰ সদস্য,கூட்டுறவு சங்க உறுப்பினர்
গুলমাৱন,குல்மவன்
ঘনকীয়,க்யூப்ஸ்
১.দলপুঞ্জ ২.কৰোলা,1. தல்புஞ்ச் 2. கொரோலா
১.কৰ্টেক্স ২.কৰ্টেক্স,1. கோர்டெக்ஸ் 2. கார்டெக்ஸ்
খৰচ,செலவு
কুটিলডন,கோட்டிலிடன்
ক্ৰেডিট কমিটি,கடன் குழு
১/ ঋণ দিয়া ২.ক্ৰেডিট,1. கடன் கொடுத்தல் 2. கடன்
১/ ঋণদাতা ২.পাওনাদাৰ,1. கடன் கொடுத்தவர் 2. கடன் கொடுத்தவர்
1. শিখৰ 2. শিখৰ 3. শিখৰ,1. முகடு 2. உச்சி 3. கோபுரம்
প্ৰত্যাহাৰ,திரும்பப் பெறுதல்
বিপদ,பிரச்சனை
পৰীক্ষা,சோதனை
জটিল অৱস্থা,முக்கியமான
শস্যৰ বীমা,பயிர் காப்பீடு
শস্যৰ ঋণ,பயிர் கடன்
১.শস্য ২.শস্য,1. பயிர் 2. பயிர்
খেতি কৰা অঞ্চল,சாகுபடி பகுதி
ক্ৰছ অসঙ্গতিপূৰ্ণ,குறுக்கு இணக்கமற்ற
1. মুকুট 2. শিখৰ (উদ্ভিদ),1. கிரீடம் 2. உச்சம் (தாவரம்)
কোমল কণা,மென்மையான துகள்கள்
খোলা,மேல் ஓடு
1. ক্ৰিপ্টোগাম 2. নন-ফ্ল&#39;ৰিফৰ্ম,1. கிரிப்டோகம் 2. புளோரிஃபார்ம் அல்லாதது
ছাঁটনি (ফল),கொடிமுந்திரி (பழம்)
কলম,பேனா
জাত জাত,சாகுபடி வகை
১.ট্ৰেকচন ২.কৃষি ৩.খেতি কৰা,1. இழுவை 2. விவசாயம் 3. விவசாயம்
১/ কৃষক ২/ খেতিয়ক,1. விவசாயி 2. உழவர்
১.খেতি ২.খেতি ৩.পালন,1. சாகுபடி 2. சாகுபடி 3. வளர்ப்பு
১.সম্পদ ২.প্ৰস্তুতি,1.வளம் 2.தயாரிப்பு
১.কুন্তলন ২.কুঞ্চন,1.குந்தலன் 2.குஞ்சன்
মুদ্ৰা,தோரணை
১.এপিডাৰ্মিছ ২.কিউটিকল,1. மேல்தோல் 2. க்யூட்டிகல்
1. কলম 2. কাটি 3. কাটি 4. কাটি 5. কাটিব,1. பேனா 2. வெட்டுதல் 3. வெட்டுதல் 4. வெட்டுதல் 5. வெட்டுதல்
১.কৃমিৰ কৰ্পাছ ২.চিষ্ট ৩.চিষ্ট ৪.বিকৃত গোট ৫.নিওপ্লাজম,1. புழு கார்பஸ் 2. நீர்க்கட்டி 3. நீர்க்கட்டி 4. சிதைந்த கட்டி 5. நியோபிளாசம்
চাইট&#39;ক্ৰ&#39;ম,சைட்டோக்ரோம்
কোষ সংযোজন,செல் இணைப்பு
কোষৰ প্ৰজনন,செல் இனப்பெருக்கம்
কোষৰ জিনীয় বিজ্ঞান,செல் மரபியல்
চাইট’প্লাজমিক বিভাজন,சைட்டோபிளாஸ்மிக் பிரிவு
কোষ জীৱবিজ্ঞান,உயிரணு உயிரியல்
কোষৰ লাইছিছ,செல் சிதைவு
১) চাইট’মিৰ ২) কোষৰ বিভাজন,1. சைட்டோமியர் 2. செல் பிரிவு
চাইট’প্লাজম,சைட்டோபிளாசம்
১/ দুগ্ধজাত সামগ্ৰী ২.দুগ্ধজাত সামগ্ৰী,1. பால்பண்ணை 2. பால்பண்ணை
দুগ্ধ উদ্যোগ,பால் தொழில்
১.বান্ধ ২.প্ৰজননকাৰী,1. அணை 2. வளர்ப்பவர்
দিন নিৰপেক্ষ উদ্ভিদ,நாள் முழுமையான தாவரம்
ফুল ফুলাৰ পিছদিনা,பூக்கும் மறுநாள்
সম্পূৰ্ণ ফুল ফুলাৰ পিছত দিন,முழு பூக்கும் மறுநாள்
অদক্ষতা,திறமையின்மை
ডিকেলচিফিকেশন,சுண்ணாம்பு நீக்கம்
1. dislodge 2. dislodge কৰা,1. அப்புறப்படுத்து 2. அப்புறப்படுத்து
পচি যোৱা,சிதைவு
পৰ্ণপাতী,இலையுதிர்
১.দশমিক ২.দশমিক,1. தசமம் 2. தசம
