Tamil,Malayalam
"1. நினைவாற்றல், 2. அசெம்பிளிங், 3. ஒன்று சேர்க்க","1. ഓർമ്മപ്പെടുത്തൽ, 2. കൂട്ടിച്ചേർക്കൽ, 3. കൂട്ടിച്ചേർക്കാൻ"
"1. அசெம்பிளர், 2. நினைவூட்டல்","1. അസംബ്ലർ, 2. ഓർമ്മപ്പെടുത്തൽ"
"1. அசெம்பிளிங், 2. நினைவு","1. അസംബ്ലിംഗ്, 2. അനുസ്മരണം"
"1. மனப்பாடம் மொழி, 2. ஒருங்கிணைக்கும் மொழி","1. ഓർമ്മപ്പെടുത്തൽ ഭാഷ, 2. അസംബ്ലിംഗ് ഭാഷ"
உறுதியை,ദൃഢനിശ്ചയം
"1. குறிப்பிட்ட வேலை, 2. ஒதுக்கீடு","1. നിർദ്ദിഷ്ട ജോലി, 2. വിഹിതം"
தோழமை,കൂട്ടുകെട്ട്
துணை முகவரி,അനുബന്ധ വിലാസം
"1. துணை நினைவகம், 2. துணை நினைவகம்","1. അനുബന്ധ മെമ്മറി, 2. അനുബന്ധ മെമ്മറി"
நட்சத்திரம் (* அடையாளம்),നക്ഷത്രചിഹ്നം (* ചിഹ്നം)
சமச்சீரற்ற,അസമമായ
"1. ஒத்திசைவற்ற , 2. ஒத்திசைவற்ற","1. അസമന്വിത, 2. അസമന്വിത"
ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL),അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL)
ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM),അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM)
ஒத்திசைவற்ற பரிமாற்றம்,അസമന്വിത കൈമാറ്റം
ஒத்திசைவற்ற பரிமாற்ற முறை (ATM),അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം)
"1. அணு, 2. பரமன்","1. ആറ്റം, 2. പരമൻ"
இணைக்கப்பட்ட ஆவணம்,അറ്റാച്ചുചെയ്ത പ്രമാണം
"1. இணைக்கப்பட்ட கோப்பு/ஏவுகணை, 2. இணைக்கப்பட்டுள்ள கோப்பு","1. അറ്റാച്ചുചെയ്ത ഫയൽ/മിസിൽ, 2. അറ്റാച്ചുചെയ്ത ഫയൽ"
"1. அடைப்பு, 2. இணைந்த","1. എൻക്ലോഷർ, 2. അഫിലിയേറ്റഡ്"
"1. பண்புகள், 2. சிறப்பு","1. പ്രോപ്പർട്ടികൾ, 2. സ്പെഷ്യാലിറ്റി"
கேட்கக்கூடிய,കേൾക്കാവുന്ന
"1. தணிக்கை நிரலாக்கம், 2. தணிக்கை நிரலாக்கம்","1. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്, 2. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്"
கணக்கு சரிபார்ப்பு,അക്കൗണ്ട് സ്ഥിരീകരണം
பதவி உயர்வு,പ്രമോഷൻ
சான்றிதழ் நெறிமுறை,സർട്ടിഫിക്കേഷൻ പ്രോട്ടോക്കോൾ
எழுதும் முறை,എഴുത്ത് രീതി
"1. அதிகாரம், 2. அதிகாரம், 3. தீர்ப்பாயம்","1. അധികാരം, 2. അധികാരം, 3. ട്രിബ്യൂണൽ"
தானியங்கு சுருக்கம்,യാന്ത്രിക സംഗ്രഹം
"1. ஆட்டோ பூட்டிங், 2. சுய துவக்கம்","1. ഓട്ടോ ബൂട്ടിംഗ്, 2. സ്വയം ബൂട്ട്"
ஆட்டோகேட் (ஒரு கணினி மொழி),ഓട്ടോകാഡ് (ഒരു കമ്പ്യൂട്ടർ ഭാഷ)
தானாக உள்நுழைவு,യാന്ത്രിക ലോഗ്-ഓൺ
தானியங்கி,ഓട്ടോമാറ്റ
தானியங்கு கோட்பாடு,ഓട്ടോമാറ്റ സിദ്ധാന്തം
தானியங்கி கணக்கீடு,ഓട്ടോമാറ്റിക് കണക്കുകൂട്ടൽ
தானியங்கி தரவு செயலாக்கம்,ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്
தானியங்கி பிழை திருத்தம்,യാന്ത്രിക പിശക് തിരുത്തൽ
தானியங்கு செயல்பாடு,യാന്ത്രിക പ്രവർത്തനം
"1. தானியங்கி அட்டவணைப்படுத்தல், 2. தானியங்கி பட்டியல்","1. ഓട്ടോമാറ്റിക് ഇൻഡക്‌സിംഗ്, 2. യാന്ത്രിക ലിസ്റ്റിംഗ്"
தானியங்கு சேகரிப்பு அழைப்பு,യാന്ത്രിക ശേഖരണ കോൾ
"1. தானியங்கி நிரலாக்கம், 2. தானியங்கி நிரலாக்க","1. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്, 2. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്"
"1. தானியங்கி மீட்பு திட்டம், 2. தானியங்கி மீட்பு திட்டம்","1. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം, 2. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം"
தானியங்கி வழக்கம்,യാന്ത്രിക ദിനചര്യ
தானியங்கி கணினி மீட்பு,ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ
"1. தானியங்கி பணம் செலுத்தும் இயந்திரங்கள் (ATM), 2. வங்கி ஏ.டி.எம்","1. ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീനുകൾ (എടിഎം), 2. സ്വയം പിൻവലിക്കാൻ ബാങ്ക് എ.ടി.എം"
தானியங்கி,ഓട്ടോമേഷൻ
"1. ஆட்டோபிளே , 2. ஆட்டோ நடை","1. ഓട്ടോപ്ലേ, 2. ഓട്ടോ നടത്തം"
குரல் கொடுத்தல்,വോക്കലൈസേഷൻ
உதவியாளர்,അസിസ്റ്റന്റ്
துணை நினைவகம்,സഹായ മെമ്മറി
துணை சேமிப்பு,സഹായ സംഭരണം
கிடைக்கும் பட்டியல்,ലഭ്യമായ പട്ടിക
கிடைக்கும் நேரம்,ലഭ്യമായ സമയം
சராசரி,ശരാശരി
AWK (ஒரு கணினி கட்டளை),AWK (ഒരു കമ്പ്യൂട്ടർ കമാൻഡ്)
பிறகு,ശേഷം
பின் செயலி,പോസ്റ്റ് പ്രോസസർ
பின்புற செயல்பாடு நீக்கம்,പിൻഭാഗത്തെ പ്രവർത്തനം ഇല്ലാതാക്കൽ
பின்னணி செயலாக்கம்,പശ്ചാത്തല പ്രോസസ്സിംഗ്
துணை கடைகள்,അനുബന്ധ സ്റ്റോറുകൾ
மீண்டும் ஒட்டுதல்,ബാക്ക് പാച്ചിംഗ്
"1. மேற்கு, 2. பின்வெளி","1. പടിഞ്ഞാറ്, 2. ബാക്ക്സ്പേസ്"
பின்வாங்குதல்,ബാക്ക്ട്രാക്കിംഗ്
"1. காப்புப்பிரதி , 2. கொடுக்கப்படுவதுடன்","1. ബാക്കപ്പ്, 2. തിരിച്ചടവ്"
"1. நிரப்பு நினைவகம், 2. காப்பு நினைவகம்","1. കോംപ്ലിമെന്ററി മെമ്മറി, 2. ബാക്കപ്പ് മെമ്മറി"
மீண்டும் பிழை திருத்தம்,പിന്നിലെ പിശക് തിരുത്തൽ
(வருமானம்-செலவு) இருப்புநிலை,(വരുമാനം-ചെലവ്) ബാലൻസ് ഷീറ്റ്
கட்டு,ബാൻഡേജ്
"1. பேண்ட் அகலம், 2. அலைவரிசை/திறன்","1. ബാൻഡ് വീതി, 2. ബാൻഡ്‌വിഡ്ത്ത്/കപ്പാസിറ്റി"
வங்கியாளர் வழிமுறை,ബാങ്കറുടെ അൽഗോരിതം
"1. பார் குறியீடு, 2. பார் குறியீடு","1. ബാർ കോഡ്, 2. ബാർ കോഡ്"
பட்டை குறி படிப்பான் வருடி,ബാർകോഡ് സ്കാനർ
சட்ட வரைபடம்,ബാർ ഗ്രാഫ്
அடிப்படை முகவரி,അടിസ്ഥാന വിലാസം
அடிப்படை இசைக்குழு,അടിസ്ഥാന ബാൻഡ്
ஆதார் எண்,ആധാർ നമ്പർ
அடிப்படை அட்டவணை,അടിസ്ഥാന പട്ടിക
அடிப்படை (ஒரு கணினி மொழி),അടിസ്ഥാന (ഒരു കമ്പ്യൂട്ടർ ഭാഷ)
"1. அடிப்படை கட்டுப்பாடு, 2. அடிப்படை கட்டுப்பாடு","1. അടിസ്ഥാന നിയന്ത്രണം, 2. അടിസ്ഥാന നിയന്ത്രണം"
"1. அசல் முதலீடு, 2. அடிப்படை முதலீடு","1. യഥാർത്ഥ നിക്ഷേപം, 2. അടിസ്ഥാന നിക്ഷേപം"
அடிப்படை அறிவுறுத்தல்,അടിസ്ഥാന നിർദ്ദേശം
அடிப்படை பிரச்சினை,അടിസ്ഥാന പ്രശ്നം
அடிப்படை நிலை,അടിസ്ഥാന ഘട്ടം
"1. தொகுதி, 2. குழு, 3. பேரழிவு","1. ബാച്ച്, 2. ഗ്രൂപ്പ്, 3. ദുരന്തം"
"1. தொகுதி கோப்பு, 2. தொகுதி கோப்பு","1. ബാച്ച് ഫയൽ, 2. ബാച്ച് ഫയൽ"
தொகுதி நிலை,ബാച്ച് നില
"1. தொகுதி செயலாக்கம், 2. குழு செயலாக்கம்","1. ബാച്ച് പ്രോസസ്സിംഗ്, 2. ഗ്രൂപ്പ് പ്രോസസ്സിംഗ്"
"1. தொகுதி அமைப்பு, 2. கவண் அமைப்பு","1. ബാച്ച് സിസ്റ്റം, 2. കവണ സംവിധാനം"
பாட்,ബൗഡ്
பாட் விகிதம்,ബാഡ് നിരക്ക്
கற்றை கற்றை,ബീം ബീം
"1. வழிகாட்டுதல்கள், 2. தொகுதி குறி","1. മാർഗ്ഗനിർദ്ദേശങ്ങൾ, 2. ബാച്ച് മാർക്ക്"
இருதரப்பு தொடர்பு,ദ്വിദിശ ആശയവിനിമയം
நேரடி இணைப்பு,നേരിട്ടുള്ള ലിങ്ക്
பைனரி குறியீடு,ബൈനറി കോഡ്
பைனரி இலக்கங்கள்,ബൈനറി അക്കങ്ങൾ
பைனரி இன்வெஸ்ட்மென்ட் அவுட்புட் சிஸ்டம் (பயாஸ்),ബൈനറി ഇൻവെസ്റ്റ്‌മെന്റ് ഔട്ട്‌പുട്ട് സിസ്റ്റം (BIOS)
பைனரி எண்,ബൈനറി നമ്പർ
பைனரி ஆபரேட்டர்,ബൈനറി ഓപ്പറേറ്റർ
பைனரி உறவு,ബൈനറി ബന്ധം
பைனரி தேடல்,ബൈനറി തിരയൽ
பைனரி ஆய்வு மரம் (BST),ബൈനറി എക്സ്പ്ലോറേഷൻ ട്രീ (BST)
"1. பைனரி பரிமாற்ற மரம், 2. பைனரி பரிமாற்றம்","1. ബൈനറി ട്രാൻസ്ഫർ ട്രീ, 2. ബൈനറി കൈമാറ്റം"
பைனரி மரம்,ബൈനറി മരം
"1. இருமுனை நினைவகம், 2. இருமுனை நினைவகம்","1. ബൈപോളാർ മെമ്മറി, 2. ബൈപോളാർ മെമ്മറി"
"1. பிறப்பு மற்றும் இறப்பு மாதிரி, 2. பிறப்பு இறப்பு மாதிரி","1. ജനന-മരണ മാതൃക, 2. ജനന മരണ മാതൃക"
பிறப்பு இறப்பு செயல்முறை,ജനന മരണ പ്രക്രിയ
"1. டூக், 2. பிட்","1. ഡ്യൂക്ക്, 2. ബിറ്റ്"
சிறிய தவறு,ചെറിയ തെറ്റ്
பிட் வரைபடம்,ബിറ്റ് മാപ്പ്
"1. பிட், 2. வரைபடம், 3. பிக்சல் (BMP)","1. ബിറ്റ്, 2. ഭൂപടം, 3. പിക്സൽ (BMP)"
"1. பிட் மேட்ரிக்ஸ், 2. பிட் டேபிள்","1. ബിറ്റ് മാട്രിക്സ്, 2. ബിറ്റ് ടേബിൾ"
பிட் முறை,ബിറ്റ് പാറ്റേൺ
பிட் நிலை,ബിറ്റ് സ്ഥാനം
"1. பிட் வீதம், 2. பிட் விகிதம்","1. ബിറ്റ് റേറ്റ്, 2. ബിറ്റ് നിരക്ക്"
கண்மூடி சோதனை,കണ്ണടച്ച് പരിശോധന
மின்னும்,മിന്നിത്തിളങ്ങുക
தொகுதி,തടയുക
"1. பிளாக் கேச், 2. பிளாக் கேச் / துண் நினைவகம்","1. ബ്ലോക്ക് കാഷെ, 2. ബ്ലോക്ക് കാഷെ / ചങ്ക് മെമ്മറി"
தடுப்பு ஆய்வு,ബ്ലോക്ക് അന്വേഷണം
தொகுதி நகல்,വോളിയം കോപ്പി
தொகுதி வரைபடம்,ബ്ലോക്ക് ഡയഗ്രം
"1. தடுக்கப்பட்ட நெட்வொர்க், 2. தடுக்கப்பட்ட நெட்வொர்க்","1. ബ്ലോക്ക്ഡ് നെറ്റ്‌വർക്ക്, 2. ബ്ലോക്ക്ഡ് നെറ്റ്‌വർക്ക്"
பலகை,ബോർഡ്
பக்க நினைவகம்,പേജ് മെമ്മറി
பூலியன் இயற்கணிதம்,ബൂളിയൻ ബീജഗണിതം
பூலியன் உறவு,ബൂളിയൻ ബന്ധം
துவக்க பகிர்வு,ബൂട്ട് പാർട്ടീഷൻ
பூட் ஸ்ட்ராப்பிங்,ബൂട്ട് സ്ട്രാപ്പിംഗ്
1.பூட்ஸ்ட்ராப் ஏற்றி,1.ബൂട്ട്സ്ട്രാപ്പ് ലോഡർ
"1.பாலம், 2.பாலம்","1.പാലം, 2.പാലം"
பிராட்பேண்ட் நெட்வொர்க்,ബ്രോഡ്ബാൻഡ് നെറ്റ്വർക്ക്
ஒளிபரப்பு,പ്രക്ഷേപണം
ஒலிபரப்பு வானொலி,പ്രക്ഷേപണം റേഡിയോ
(நிகர) மாறுபாடு,(നെറ്റ്) വ്യത്യാസം
(net) vicar,(നെറ്റ്) വികാരി
பி-ட்ரூ,ബി-ട്രൂ
