Kannada,Odiya
"1. ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್, 2. ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್","1. ଆକାଇକ୍ଲିକ୍ ଗ୍ରାଫ୍, 2 acyclic ଗ୍ରାଫ୍ |"
ಅದಾ ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ,ଅଦା କମ୍ପ୍ୟୁଟର ଭାଷା |
"1. ಆಪ್ಟಿಮೈಜರ್, 2. ಆಪ್ಟಿಮೈಜರ್","1. ଅପ୍ଟିମାଇଜର୍, 2 ଅପ୍ଟିମାଇଜର୍"
ಒಟ್ಟು),to sum)
ಮೊತ್ತದ ಕಡತ,ରାଶି ଫାଇଲ୍ |
"1. ಸೇರ್ಪಡೆ ಕಾರ್ಯಾಚರಣೆ, 2. ಮೊತ್ತದ ಕಾರ್ಯಾಚರಣೆ","1. ଯୋଗ କାର୍ଯ୍ୟ, 2 ରାଶି କାର୍ଯ୍ୟ"
ಸೇರಿಸುವವನು,ଆଡର୍
ಗೊತ್ತು,ଜାଣନ୍ତୁ |
ವಿಳಾಸ ಬಸ್,ଠିକଣା ବସ୍
ವಿಳಾಸ ಫೈಲ್,ଠିକଣା ଫାଇଲ୍ |
ವಿಳಾಸ ಸ್ವರೂಪ,ଠିକଣା ଫର୍ମାଟ୍
ವಿಳಾಸ ಜನರೇಟರ್,ଠିକଣା ଜେନେରେଟର
ವಿಳಾಸ ಸಾಲು,ଠିକଣା ରେଖା
ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್,ଠିକଣା ମ୍ୟାପିଂ
ವಿಳಾಸ ಸೂಚಕ,ଠିକଣା ସୂଚକ
ವಿಳಾಸ ರಿಜಿಸ್ಟರ್,ଠିକଣା ରେଜିଷ୍ଟର
ವಿಳಾಸ ಸ್ಥಗಿತ,ଠିକଣା ଭାଙ୍ଗିବା
ವಿಳಾಸ ಅನುವಾದ,ଠିକଣା ଅନୁବାଦ
"1. ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಮರಣೆ, 2. ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಮರಣೆ","1. ଠିକଣା ଯୋଗ୍ୟ ସ୍ମୃତି, ୨। ଠିକଣା ସ୍ମୃତି"
ಉದ್ದೇಶಿಸಿ,ଠିକଣା
"1. ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡ, 2. ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡ","1. ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ, 2 ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ |"
ಬಾಂಧವ್ಯ,ସଂଲଗ୍ନ
"1. ನಿರ್ವಹಣೆ, 2. ನಿಯಂತ್ರಣ","1. ପରିଚାଳନା, 2 ନିୟନ୍ତ୍ରଣ"
"1. ಮ್ಯಾನೇಜರ್, 2. ನಿಯಂತ್ರಕ","1. ପରିଚାଳକ, 2 ନିୟନ୍ତ୍ରକ"
ಅಡೋಬ್ ಅಕ್ರೋಬ್ಯಾಟ್,ଆଡୋବ ଆକ୍ରୋବାଟ୍ |
ಅಡೋಬ್ ಫೋಟೋಶಾಪ್,ଆଡୋବ ଫଟୋସପ୍ |
ABAP (ಸುಧಾರಿತ ವ್ಯಾಪಾರ ಪ್ರೋಗ್ರಾಮಿಂಗ್),ABAP (ଉନ୍ନତ ବ୍ୟବସାୟ ପ୍ରୋଗ୍ରାମିଂ)
"1. ಸುಧಾರಿತ ಡೇಟಾ, 2. ಸುಧಾರಿತ ಡೇಟಾ","1. ଉନ୍ନତ ତଥ୍ୟ, ୨। ଉନ୍ନତ ତଥ୍ୟ"
ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ,ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |
ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ (AT),ଉନ୍ନତ ଜ୍ଞାନକ Technology ଶଳ (AT)
ಕ್ರಮ,କାର୍ଯ୍ୟ
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,ଏକୀକରଣ
ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ,ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |
ಅಲ್ಡಸ್ ಪೇಜ್-ಮೇಕ್,aldus page-make
ಎಚ್ಚರಿಕೆ ಪೆಟ್ಟಿಗೆ,ଆଲର୍ଟ ବାକ୍ସ
ಅಲ್ಗೋಲ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),algol (କମ୍ପ୍ୟୁଟର ଭାଷା)
"1. ಅಲ್ಗಾರಿದಮ್, 2. ಅಲ್ಗಾರಿದಮ್","1. ଆଲଗୋରିଦମ, ୨ ଆଲଗୋରିଦମ |"
"1. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ, 2. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ","1. ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ, ୨। ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |"
ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ,ଆଲଗୋରିଦମ ଦକ୍ଷତା |
"1. ಎಲಿಯಾಸ್, 2. ಅಡ್ಡಹೆಸರು, 3. ಅಕಾ","1. ଏଲିୟସ୍, ୨ ଡାକନାମ, 3 ଆକା"
ಜೋಡಣೆ,ଶ୍ରେଣୀବଦ୍ଧତା |
"1. ಹಂಚಿಕೆ, 2. ಹಂಚಿಕೆ","1. ବଣ୍ଟନ, ୨ ଆବଣ୍ଟନ"
"1. ವರ್ಣಮಾಲೆಯ, 2. ವರ್ಣಮಾಲೆಯ ಪ್ರಕಾರ","1. ବର୍ଣ୍ଣାନୁକ୍ରମିକ, ୨ ବର୍ଣ୍ଣାନୁକ୍ରମିକ କ୍ରମ |"
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್,ବର୍ଣ୍ଣମାଳା
"1. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್ ,2. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್","1. ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍, 2 ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |"
ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ (1 ನೇ ಹಂತದ ಪರೀಕ್ಷೆ),ଆଲଫା-ପରୀକ୍ଷା (ପ୍ରଥମ ସ୍ତର ପରୀକ୍ଷା)
"1. ಆಲ್ಫಾ ಆವೃತ್ತಿ, 2. ಆಲ್ಫಾ ರೂಪ","1. ଆଲଫା ସଂସ୍କରଣ, ୨ ଆଲଫା ଫର୍ମ |"
ಆಲ್ಟ್ ಕೀ,alt କି
ಅಲ್ಟಾವಿಸ್ತಾ,altavista
ಬಹುತ್ವ,ବହୁଗୁଣ
ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ,ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ
ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟಾಂಡೀಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI),ଆମେରିକୀୟ ନ୍ୟାସନାଲ ଷ୍ଟାଣ୍ଡିସ୍ ଇନଷ୍ଟିଚ୍ୟୁଟ୍ (ANSI)
ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕಟ್ (ascii),ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କଟ୍ (ascii)
"1. ಸಾದೃಶ್ಯ, 2. ಅನಲಾಗ್","1. ଅନୁରୂପ, 2 analog"
"1. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್, 2. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್","1. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର, 2. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |"
"1. ಅನಲಾಗ್ ಸಾಧನ, 2. ಅನಲಾಗ್ ಸಾಧನ","1. ଆନାଗଲ୍ ଡିଭାଇସ୍, 2 analog ଉପକରଣ"
"1. ಅನಲಾಗ್ ಮೋಡೆಮ್, 2. ಅನಲಾಗ್ ಮೋಡೆಮ್","1. ଆନାଗଲ୍ ମୋଡେମ୍, ୨ ଆନାଗଲ୍ ମୋଡେମ୍ |"
ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್,ଡିଜିଟାଲ୍ କନଭର୍ଟର ସହିତ ଅନୁରୂପ |
ಅಂತ್ಯ (ಡಿಜಿಟಲ್/ಪ್ಲೇನ್ ಲಾಜಿಕ್ &#39;ಮತ್ತು&#39; ಬಳಸಲಾಗಿದೆ),ଶେଷ (ଡିଜିଟାଲ୍ / ବିମାନ ତର୍କ &#39;ଏବଂ&#39; ବ୍ୟବହୃତ)
ಅಂತಿಮ ಸರ್ಕ್ಯೂಟ್,ଶେଷ ସର୍କିଟ |
ಕೊನೆಯ ಗೇಟ್ ಮತ್ತು ಗೇಟ್,ଶେଷ ଫାଟକ ଏବଂ ଫାଟକ |
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ),ଶେଷ ନୁହେଁ ଅପରେସନ୍ (ବହିଷ୍କାର)
"1. ಅನಿಮೇಷನ್, 2. ಕಂಪನ","1. ଆନିମେସନ୍, 2. କମ୍ପନ |"
ಸೂಚನೆ,ଧ୍ୟାନ ଦିଅନ୍ତୁ
ಅಸಂಗತತೆ,ଅସଙ୍ଗତି |
ಹಿಂದಿನ,ପୂର୍ବ
ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್,ଆଶାକର୍ମୀ ପେଜିଂ |
ಪ್ರತಿ-ಸಮ್ಮಿತೀಯ,କାଉଣ୍ଟର-ସିମେଟ୍ରିକ୍ |
ಆಂಟಿವೈರಲ್ ಪ್ರೋಗ್ರಾಂ,ଆଣ୍ଟିଭାଇରାଲ୍ ପ୍ରୋଗ୍ରାମ୍ |
"1. ಆಪ್ಲೆಟ್, 2. ಅಪ್ಲಿಕೇಶನ್","1. ଆପଲେଟ୍, 2 ପ୍ରୟୋଗ"
ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್,ପ୍ରୟୋଗ ବିକାଶକାରୀ |
ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ
"1. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್, 2. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)","1. ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍, 2 ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API)"
ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್,ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍
ಅಪ್ಲಿಕೇಶನ್ ಭಾಷೆ,ପ୍ରୟୋଗ ଭାଷା
ಅಂದಾಜು ತತ್ವ,ଆନୁମାନିକ ନୀତି
ರಚನೆ,ଗଠନ
ಕ್ಷೇತ್ರ ವರ್ಗಾವಣೆ,କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର
"1. ನಿಯತಾಂಕ, ಸ್ವತಂತ್ರ ವೇರಿಯಬಲ್, 2. ಕೋನ","1. ପାରାମିଟର, ସ୍ independent ାଧୀନ ଭେରିଏବଲ୍, 2. କୋଣ"
"1. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ, 2. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ","1. ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ, ୨। ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |"
ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ,ଗାଣିତିକ ଯାଞ୍ଚ |
ಅಂಕಗಣಿತದ ಸ್ಥಿರ,ଗାଣିତିକ ସ୍ଥିର |
ಅಂಕಗಣಿತದ ಡೇಟಾ,ଗାଣିତିକ ତଥ୍ୟ
ಅಂಕಗಣಿತದ ಸೂಚನೆ,ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ
ಗಣಿತ ಮತ್ತು ತಾರ್ಕಿಕ ಘಟಕ (ALU),ଗାଣିତିକ ଏବଂ ଲଜିକାଲ୍ ୟୁନିଟ୍ (ALU)
ARPA ನೆಟ್ (RPNet),ARPA ନେଟ (RPNet)
ಶ್ರೇಣಿ,ଆରେ
"1. ರಚನೆಯ ಸಂಗ್ರಹ, 2. ರಚನೆಯ ವೇಗ, 3. ರಚನೆಯ ಮೆಮೊರಿ","1. ଆରେ କ୍ୟାଚ୍, 2 ଆରେ ଗତି, 3 ଆରେ ମେମୋରୀ"
ಅರೇ ಕಂಪ್ಯೂಟರ್,ଆରେ କମ୍ପ୍ୟୁଟର |
ರಚನೆಯ ಅಂಶ,ଆରେ ଉପାଦାନ |
ರಚನೆಯ ಹೆಸರು,ଆରେ ନାମ
ರಚನೆಯ ಪ್ರೊಸೆಸರ್,ଆରେ ସଞ୍ଚାଳକ
ಬಾಣದ ಕೀಲಿ,ତୀର କି
ಒಪ್ಪಂದ,ଚୁକ୍ତି
ಜಂಕ್ಷನ್ ಪಾಯಿಂಟ್,ଜଙ୍କସନ୍ ପଏଣ୍ଟ |
ಕೃತಕ ಸಂಕೋಚನ,କୃତ୍ରିମ ସଙ୍କୋଚନ |
ಕೃತಕ ನಿಯಂತ್ರಣ,କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |
ಕೃತಕ ಅರ್ಥದಲ್ಲಿ,କୃତ୍ରିମ ଅର୍ଥ |
ಆರೋಹಣ,ଆରୋହଣ
ಆರೋಹಣ ರೀತಿಯ,ଆରୋହଣ କ୍ରମ
ascii ವರ್ಣಮಾಲೆ,ascii ବର୍ଣ୍ଣମାଳା |
ascii ನಿಯಂತ್ರಣ ಚಿಹ್ನೆ,ascii ନିୟନ୍ତ୍ରଣ ପ୍ରତୀକ |
ascii ಫೈಲ್,ascii ଫାଇଲ୍ |
ascii ಫಾಂಟ್,ascii ଫଣ୍ଟ
ASCII ವರ್ಗಾವಣೆ,ASCII ସ୍ଥାନାନ୍ତର |
ಆಕಾರ ಅನುಪಾತ,ଆନୁମାନିକ ଅନୁପାତ
"1. ಆಸ್ಪಿ, 2. ASPI","1. ଆସ୍ପି, ୨ ASPI"
ಎ ಎಸ್ ಆರ್ ಕಲಾದ್,ଏକ S R କାଲାଡ୍ |
"1. ಸ್ಮರಣೆ, 2. ಜೋಡಣೆ, 3. ಜೋಡಿಸಲು","1. ସ୍ମରଣ, ୨ ଏକତ୍ରିତ, 3 ଏକତ୍ର ହେବା"
"1. ಅಸೆಂಬ್ಲರ್, 2. ಜ್ಞಾಪನೆ","1. ଏକତ୍ରକାରୀ, 2 ସ୍ମରଣୀୟ"
"1. ಜೋಡಿಸುವುದು, 2. ಸ್ಮರಣೆ","1. ଏକତ୍ର ହେବା, 2 ସ୍ମରଣ"
"1. ಕಂಠಪಾಠ ಭಾಷೆ, 2. ಭಾಷೆ ಜೋಡಣೆ","1. ସ୍ମୃତି ଭାଷା, ୨। ଭାଷା ଏକତ୍ର କରିବା |"
ನಿರ್ಣಯ,ନିଷ୍ଠା
"1. ನಿಗದಿತ ಕೆಲಸ, 2. ಹಂಚಿಕೆ","1. ନିର୍ଦ୍ଦିଷ୍ଟ କାର୍ଯ୍ୟ, 2 ଆବଣ୍ଟନ"
ಒಡನಾಟ,ସାଥୀତା
ಸಹಾಯಕ ವಿಳಾಸ,ସହଯୋଗୀ ଠିକଣା
"1. ಸಹಾಯಕ ಸ್ಮರಣೆ, 2. ಸಹಾಯಕ ಸ್ಮರಣೆ","1. ଆସୋସିଏଟିଭ୍ ମେମୋରୀ, 2 ସହଯୋଗୀ ସ୍ମୃତି"
ನಕ್ಷತ್ರ ಚಿಹ್ನೆ (* ಚಿಹ್ನೆ),ନକ୍ଷତ୍ର (* ଚିହ୍ନ)
ಅಸಮ್ಮಿತ,ଅସୀମିତ |
"1. ಅಸಮಕಾಲಿಕ, 2. ಅಸಮಕಾಲಿಕ","1. ଅସନ୍ତୁଳିତ, 2 ଅସନ୍ତୁଳିତ |"
ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL),ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL)
ಅಸಿಂಕ್ರೊನಸ್ ಟೈಮ್ ಡಿವಿಷನ್ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM),ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM)
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ,ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM),ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍)
"1. ಪರಮಾಣು, 2. ಪರಮನ್","1. ପରମାଣୁ, ୨ ପରମାନ"
ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್,ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |
"1. ಲಗತ್ತಿಸಲಾದ ಫೈಲ್/ಮಿಸಿಲ್, 2. ಲಗತ್ತಿಸಲಾದ ಕಡತ","1. ସଂଲଗ୍ନ ଫାଇଲ୍ / ମିସାଇଲ୍, 2 ସଂଲଗ୍ନ ଫାଇଲ୍ |"
"1. ಆವರಣ, 2. ಸಂಯೋಜಿತ","1. ଆବଦ୍ଧ, 2 ଅନୁବନ୍ଧିତ"
"1. ಗುಣಲಕ್ಷಣಗಳು, 2. ವಿಶೇಷತೆ","1. ଗୁଣ, 2 ବିଶେଷତା"
ಶ್ರವ್ಯ,ଶ୍ରବଣଯୋଗ୍ୟ |
"1. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್","1. ଅଡିଟ୍ ପ୍ରୋଗ୍ରାମିଂ, 2 ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |"
ಖಾತೆ ಪರಿಶೀಲನೆ,ଖାତା ଯାଞ୍ଚ |
ಪ್ರಚಾರ,ପଦୋନ୍ନତି
ಪ್ರಮಾಣೀಕರಣ ಪ್ರೋಟೋಕಾಲ್,ପ୍ରମାଣପତ୍ର ପ୍ରୋଟୋକଲ୍ |
ಲೇಖಕರ ವಿಧಾನ,ଲେଖକ ପଦ୍ଧତି
"1. ಪ್ರಾಧಿಕಾರ, 2. ಅಧಿಕಾರ, 3. ನ್ಯಾಯಮಂಡಳಿ","1. ପ୍ରାଧିକରଣ, ୨ ପ୍ରାଧିକରଣ, 3 ଟ୍ରିବ୍ୟୁନାଲ"
ಸ್ವಯಂ ಅಮೂರ್ತ,ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |
"1. ಸ್ವಯಂ ಬೂಟಿಂಗ್, 2. ಸ್ವಯಂ ಬೂಟ್","1. ଅଟୋ ବୁଟିଙ୍ଗ୍, 2 ସେଲ୍ ବୁଟ୍"
ಆಟೋಕ್ಯಾಡ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),ଅଟୋକ୍ୟାଡ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା)
ಸ್ವಯಂ ಲಾಗ್-ಆನ್,ଅଟୋ ଲଗ୍ ଅନ୍ |
ಸ್ವಯಂಚಾಲಿತ,ଅଟୋମେଟା |
ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ,ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |
ಸ್ವಯಂಚಾಲಿತ ಲೆಕ್ಕಾಚಾರ,ସ୍ୱୟଂଚାଳିତ ଗଣନା
ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ,ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |
