Bengali,Malayalam
ব্লাডওয়াইট,ബ്ലഡ് വൈറ്റ്
ব্লাডি মেরি,ബ്ലഡി മേരി
নীল,നീല
আভিজাত্য,നീല രക്തം
নীল বই,നീല പുസ്തകം
নীল পটি,നീല നാട
নীল পটি,നീല നാട
ব্লুজ (=রয়্যাল হর্স গার্ড),ബ്ലൂസ് (=രാജകീയ കുതിര കാവൽക്കാർ)
নীল শার্ট,നീല ഷർട്ട്
ব্লু ওয়াটার স্কুল,ബ്ലൂ വാട്ടർ സ്കൂൾ
নিয়ন্ত্রণ বোর্ড,ബോർഡ് ഓഫ് കൺട്രോൾ
শরীরবর্ম,ശരീര കവചം
বোয়ার,ബോയർ
লুঠ,കൊള്ള
বরো,ബറോ
বুলিউটেরিয়ন,ബൗളൂട്ടേറിയൻ
বোরবন,ബർബോൺ
বক্সার বিদ্রোহ,ബോക്സർ കലാപം
বন্ধনী,ബ്രേസ്
ব্রাসার্ড,ബ്രസാർഡ്
ব্রাসার্ড,ബ്രസാർഡ്
রুটি উপনিবেশ,ബ്രെഡ് കോളനികൾ
ব্রেস্ট প্লেট,ബ്രെസ്റ്റ് പ്ലേറ്റ്
স্তনের কাজ,മുലപ്പാൽ ജോലി
ব্রেটওয়াল্ডা,ബ്രെറ്റ്വാൾഡ
ব্রিগ্যান্ড,ബ്രിഗാൻഡ്
ব্রিগ্যান্ডেজ,ബ്രിഗൻഡേജ്
ব্রিটিশ কমনওয়েলথ অফ নেশনস,ബ്രിട്ടീഷ് കോമൺവെൽത്ത് ഓഫ് നേഷൻസ്
ব্রাউন শার্ট (=নাৎসি),ബ്രൗൺ ഷർട്ടുകൾ (=നാസികൾ)
ব্রাসেলস চুক্তি (চুক্তি) সংস্থা (=পশ্চিম ইউরোপীয় ইউনিয়ন),ബ്രസ്സൽസ് ഉടമ്പടി (പാക്ട്) ഓർഗനൈസേഷൻ (=വെസ്റ്റേൺ യൂറോപ്യൻ യൂണിയൻ)
বাফ,ബഫ്
বাফ,ബഫ്
বাফ-কোট,ബഫ്-കോട്ട്
বাফস,ബഫുകൾ
বুলে (= পরিষদ),ബ്യൂൾ (=കൗൺസിൽ)
বার্গেজ,ബർഗേജ്
বার্গেস,ബർഗെസ്
বাইজেন্টাইন,ബൈസന്റൈൻ
বাইজেন্টাইন গির্জা,ബൈസന്റൈൻ പള്ളി
বাইজেন্টাইন সাম্রাজ্য,ബൈസന്റൈൻ സാമ്രാജ്യം
বাইজেন্টাইন যুগ,ബൈസന്റൈൻ യുഗം
বাইজেন্টাইন ইতিহাসবিদ,ബൈസന്റൈൻ ചരിത്രകാരന്മാർ
ক্যাবল,കാബൽ
সিজারিজম,സീസറിസം
খলিফা,ഖലീഫ
ক্যালিগ্রাফার,കാലിഗ്രാഫർ
ক্যালিগ্রাফিস্ট,കാലിഗ്രാഫിസ്റ്റ്
ক্যালিগ্রাফি,കാലിഗ്രാഫി
ক্যালট্রপ,കാൽട്രോപ്പ്
বন্ধুত্ব,സൗഹൃദം
ক্যামারিলা,കാമറില്ല
ক্যামারিলা,കാമറില്ല
ক্যামেলাউকাম,കാമലോകം
ছদ্মবেশ,മറവി
প্রচারণা,പ്രചാരണം
শিবিরের অনুসারী,ക്യാമ്പ് ഫോളോവർ
ক্যাম্পো সান্টো,കാമ്പോ സാന്റോ
ক্যাম্পাস মার্টিয়াস,കാമ്പസ് മാർഷ്യസ്
ক্যানেফোরা,കനേഫോറ
ক্যাঙ্গু,കാൻഗു
কামান,പീരങ്കി
কামানের খাদ্যরুপে পরিগণিত মানুষ,പീരങ്കി കാലിത്തീറ്റ
ক্যানন,കാനൻ
ক্যানন আইন,കാനൻ നിയമം
ক্যানোপাস ডিক্রি,കനോപ്പസ് ഉത്തരവ്
ক্যান্টিং অস্ত্র,ആയുധങ്ങൾ ചലിപ്പിക്കുന്നു
বন্দী,ബന്ദിയാക്കി
বন্দী,ക്യാപ്റ്റർ
মৌলিক,കർദ്ദിനാൾ
কার্ল,കാൾ
ক্যারোলিংজিয়ান রাজবংশ,കരോലിംഗിയൻ രാജവംശം
কার্থুসিয়ান সম্প্রদায়,കാർത്തൂഷ്യൻ വിഭാഗം
কার্টোসা,കാർട്ടോസ
কাস্টেলীয়,കാസ്റ്റേലിയൻ
কাস্টেলীয়,കാസ്റ്റേലിയൻ
বর্ণপ্রথা,ജാതി വ്യവസ്ഥ
দুর্গ,കോട്ട
দুর্গ,കോട്ട
দুর্গ শহর,കാസിൽ പട്ടണം
কাস্ত্রা,കാസ്ട്ര
কাস্ত্রা,കാസ്ട്ര
ক্যাথেড্রা,കത്തീഡ്ര
ক্যাথিড্রাল,കത്തീഡ്രൽ
ক্যাটো স্ট্রিট ষড়যন্ত্র,കാറ്റോ സ്ട്രീറ്റ് ഗൂഢാലോചന
কাউডিলো,കൌഡില്ലോ
অশ্বারোহী,കവലിയർ
অশ্বারোহী,കവലിയർ
অশ্বারোহী সংসদ,കവലിയർ പാർലമെന്റ്
আদুল্লামের গুহা,അദുല്ലം ഗുഹ
গুহাচিত্র,ഗുഹ പെയിന്റിംഗ്
গুহাচিত্র,ഗുഹ പെയിന്റിംഗ്
সেন্টুমভির,സെന്റുംവിർ
সেঞ্চুরিয়ান,ശതാധിപൻ
সেঞ্চুরি,നൂറ്റാണ്ട്
চেইন আর্মার (= চেইন মেইল),ചെയിൻ കവചം (=ചെയിൻ മെയിൽ)
চ্যানট্রি,ചാന്ത്രി
চ্যানট্রি,ചാന്ത്രി
চ্যাপ বই,ചാപ് ബുക്ക്
চ্যাপলিন,ചാപ്ലിൻ
অধ্যায়,അധ്യായം
দুর্ঘটনার অধ্যায়,അപകടങ്ങളുടെ അധ്യായം
চার্জ,ചാർജ് ചെയ്യുക
চার্জ ডি অ্যাফেয়ার্স,ഭാരവാഹികൾ
চার্জ বিভাজন,ചാർജ് വിഭജനം
চার্জার,ചാർജർ
রথ,രഥം
সারথি,സാരഥി
সারথি,സാരഥി
সারথি,സാരഥി
দাতব্য রান্নাঘর,ചാരിറ്റി അടുക്കള
সনদ,ചാർട്ടർ
চার্টিস্ট আন্দোলন (=চার্টিজম),ചാർട്ടിസ്റ്റ് പ്രസ്ഥാനം (=ചാർട്ടിസം)
চার্টোফাইলাসিয়াম,ചാർട്ടോഫൈലാസിയം
Chateau,ചാറ്റോ
চেক পোস্ট,ചെക്ക് പോസ്റ്റ്
রাসায়নিক যুদ্ধ,രാസയുദ്ധം
চেস্টার,ചെസ്റ്റർ
প্রধান,മുഖ്യൻ
প্রধান,തലവൻ
প্রধান,തലവൻ
প্রধান,തലവൻ
শিফন,ഷിഫോൺ
বীরত্ব,ധീരത
নির্বাচিত মানুষ,തിരഞ്ഞെടുത്ത ആളുകൾ
ক্রিসমোগ্রাফিয়ন,ക്രിസ്മോഗ്രാഫിയോൺ
খ্রিস্টধর্ম,ക്രൈസ്തവലോകം
খ্রিস্টীয় যুগ,ക്രിസ്ത്യൻ യുഗം
খ্রিস্টান সমাজতন্ত্র,ക്രിസ്ത്യൻ സോഷ്യലിസം
ক্রনিকল,ക്രോണിക്കിൾ
ক্রনিকলার,ക്രോണിക്ലർ
Chryse Chersonese,ക്രൈസ് ചെർസോണീസ്
সিমেলিয়াম,സിമിലിയം
সিনকুয়েসেন্টো স্টাইল,സിൻക്വെസെന്റോ സ്റ്റൈൽ
পরিক্রমা,പ്രദക്ഷിണം
সিস্টারসিয়ান সন্ন্যাসী,സിസ്റ്റെർസിയൻ സന്യാസി
সিটাডেল,കോട്ട
উদ্ধৃতি,അവലംബം
উদ্ধৃতি,അവലംബം
আইন অমান্য,നിയമലംഘനം
গৃহযুদ্ধ,ആഭ്യന്തരയുദ്ധം
সিভিস রোমানাস,സിവിസ് റൊമാനസ്
শাস্ত্রীয় বয়স,ക്ലാസിക്കൽ പ്രായം
ক্লেফ্ট (=ক্লেফ্ট),ക്ലെഫ്റ്റ് (=ക്ലെഫ്റ്റ്)
কেরানিবাদ,പൗരോഹിത്യം
ক্লারাচ,ക്ലറച്ച്
ক্লুনিয়াক আন্দোলন,ക്ലൂനിയാക് പ്രസ്ഥാനം
কোট বর্ম,കോട്ട് കവചം
অস্ত্রের কোট,കോട്ട് ഓഫ് ആംസ്
অস্ত্রের কোট,കോട്ട് ഓഫ് ആംസ്
অস্ত্রের কোট,കോട്ട് ഓഫ് ആംസ്
ডাকের কোট,കോട്ട് ഓഫ് മെയിൽ
সমদল,കോഹോർട്ട്
কমিটিয়া,കോമിറ്റിയ
Comitia Centuriata,കോമിറ്റിയ സെഞ്ചൂറിയാറ്റ
কমিটিয়া কুরিয়াটা,കോമിറ്റിയ ക്യൂറിയാറ്റ
Comitia Tributa,കോമിറ്റിയ ട്രിബ്യൂട്ട
স্মারক খিলান,സ്മാരക കമാനം
স্মারক মুদ্রা,സ്മാരക നാണയം
স্মারক সীলমোহর,സ്മരണിക മുദ്ര
সাধারণ ক্ষেত্র,പൊതുവായ ഫീൽഡ്
কমুনার্ড,കമ്മ്യൂണർഡ്
কনকর্ড্যাট,കോൺകോർഡാറ്റ്
কনকর্ড্যাট,കോൺകോർഡാറ്റ്
কনডোটিয়ের,കൊണ്ടോട്ടിയർ
নিশ্চিতকরণ Cartarum,സ്ഥിരീകരണം Cartarum
দ্বন্দ্ব,സംഘർഷം
ধর্মসভা,സഭ
বিজয়ী রাষ্ট্র,കീഴടക്കുന്ന സംസ്ഥാനം
বিজয়ী,ജേതാവ്
বিজয়ী,വിജയി
কনসিলিয়াম,കോൺസിലിയം
কনসিস্টরি,കോൺസ്റ്ററി
ষড়যন্ত্র,ഗൂഢാലോചന
ষড়যন্ত্র,ഗൂഢാലോചന
কনস্যুলেট,കോൺസുലേറ്റ്
কনসুলেশন বই,കൺസൾട്ടേഷൻ പുസ്തകം
মহাদেশীয় ব্যবস্থা,കോണ്ടിനെന്റൽ സിസ്റ്റം
কনভেনশন সংসদ,കൺവെൻഷൻ പാർലമെന്റ്
কপারহেডস (=শান্তি গণতন্ত্রী),കോപ്പർഹെഡുകൾ (=സമാധാന ജനാധിപത്യവാദികൾ)
কপিহোল্ড,കോപ്പിഹോൾഡ്
কর্ডনিং,കോർഡനിംഗ്
করোনা,കൊറോണ
রাজ্যাভিষেক,കിരീടധാരണം
রাজ্যাভিষেক পাথর,കിരീടധാരണ കല്ല്
কর্পাস,കോർപ്പസ്
কর্সেয়ার,കോർസെയർ
কর্সেয়ার,കോർസെയർ
কাঁচুলি (= কর্সেলেট),കോർസെറ്റ് (=കോർസെലെറ്റ്)
কর্টেস,കോർട്ടെസ്
কোটার (=কোটিয়ার),കോട്ടർ (=കോട്ടിയർ)
কোটার (=কোটিয়ার),കോട്ടർ (=കോട്ടിയർ)
কাউন্ট প্যালাটিনেট,പാലറ്റിനേറ്റ് എണ്ണുക
দেশের বাড়ি,നാടൻ വീട്
কাউন্টি,കൗണ്ടി
কাউন্টি বরো,കൗണ്ടി ബറോ
কাউন্টি আদালত,കൗണ്ടി കോടതികൾ
কাউন্টি প্যালাটাইন,കൗണ്ടി പാലറ്റൈൻ
আদালত,കോടതി
আদালত,കോടതി
আদালতের সার্কুলার,കോടതി സർക്കുലർ
আদালতের শিষ্টাচার,കോടതി മര്യാദകൾ
দরবারী,കോർട്ടിയർ
ক্যাসেশন আদালত,കാസേഷൻ കോടതി
কোর্ট অফ ডিরেক্টরস (EIC),കോർട്ട് ഓഫ് ഡയറക്ടർമാർ (EIC)
মালিকদের আদালত,ഉടമസ്ഥരുടെ കോടതി
দরবারের কবি,കോടതി കവി
চুক্তিবদ্ধ ক্যামেরোনিয়ান,ഉടമ്പടി കാമറോണിയക്കാർ
মুকুট,കിരീടം
মুকুট,കിരീടം
মুকুট,കിരീടം
মুকুট জমি,കിരീട ഭൂമി
মুকুট জমি,കിരീട ഭൂമി
ক্রাউন প্রিন্স,കിരീടാവകാശി
ক্রুসেড,കുരിശുയുദ്ധം
ক্রুসেডার,കുരിശുയുദ്ധക്കാരൻ
ক্রিপ্টোগ্রাম,ക്രിപ്റ്റോഗ്രാം
কুইরাস,ക്യൂറാസ്
কুইরাসিয়ার,ക്യൂറാസിയർ
কাল্ট দেবতা,ആരാധനാ ദേവത
কুরিয়া,കൂരിയ
কুরিয়া,കൂരിയ
জারবাদ,സാറിസം
অন্ধকার মহাদেশ,ഇരുണ്ട ഭൂഖണ്ഡം
বিচারের দিন,വിധി ദിവസം
বিচারের দিন,വിധി ദിവസം
যাজক,ഡീൻ
দশক,ദശാബ്ദം
ডেনারিয়াস,ഡെനാറിയസ്
ক্ষমতাচ্যুত রাজা,സ്ഥാനഭ്രഷ്ടനായ രാജാവ്
নষ্ট করা,നശിപ്പിക്കുക
বিলুপ্তি,നാശം
ডিথ্রোন,സിംഹാസനസ്ഥനാക്കുക
ডায়ডেম,ഡയഡം
ডায়ডেম,ഡയഡം
ডায়ডেম,ഡയഡം
ডায়াসিয়া,ഡയസിയ
ডিকাস্টেরিয়াম,ഡികാസ്റ്റീരിയം
ডিলুভিয়ালিস্ট,ഡിലുവിയലിസ്റ്റ്
ডায়োসিস,രൂപത
ডায়োসিস,രൂപത
নির্দেশিকা (=নির্দেশনা),ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
নির্দেশিকা (=নির্দেশনা),ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
দিরহাম,ദിർഹം
অবিশ্বাসী,വിശ്വസ്തതയില്ലാത്ത
অবিশ্বাসী,വിശ്വസ്തതയില്ലാത്ത
ভুলের মতবাদ,വീഴ്ചയുടെ സിദ്ധാന്തം
দলিল,പ്രമാണം
দালিলিক প্রমাণ,ഡോക്യുമെന്ററി തെളിവുകൾ
গম্বুজের বই,ഡോംസ്‌ഡേ ബുക്ക്
কনস্টানটাইনের দান,കോൺസ്റ്റന്റൈന്റെ സംഭാവന
নিয়তি,വിധി
ডাওগার রানী,സ്ത്രീധന രാജ്ഞി
ড্রাগন,ഡ്രാഗൺ
ড্রোমেডারিয়ান,ഡ്രോമെഡേറിയൻ
ড্রোমেডারি,ഡ്രോമെഡറി
ড্রমন্ড,ഡ്രോമണ്ട്
দ্বৈত,ഇരട്ട
দ্বৈত জোট,ഇരട്ട സഖ്യം
ডুয়েল এন্টেন্টে,ഡ്യുവൽ എന്റന്റ്
দ্বৈত ব্যবস্থা (= দ্বৈত সরকার),ഡ്യുവൽ സിസ്റ്റം (=ഇരട്ട സർക്കാർ)
ডিউক,ഡ്യൂക്ക്
ডুমা,ഡുമ
বামন অবতার,വാമനാവതാരം
রাজবংশ,രാജവംശം
রাজবংশ,രാജവംശം
ঈগল,കഴുകൻ
বুড়ো মানুষ,മൂപ്പൻ
আর্ল,ഏൾ
প্রাচীনত্ব,എർൾഡം
প্রারম্ভিক গুপ্ত,ആദ്യകാല ഗുപ്തർ
প্রারম্ভিক (ঐতিহাসিক) সাইট,ആദ്യകാല (ചരിത്രപരമായ) സൈറ്റുകൾ
