English,Kannada
adjacent angles,ಪಕ್ಕದ ಕೋನ
adjacent vertex,ಪಕ್ಕದ ಶೃಂಗ
adjoin,ಸಂಯೋಜಿಸಲು
adjoining,ಲಗತ್ತಿಸಲಾದ ಸುತ್ತುವರಿದ
adjoint determinant,ಸಾಮಾನ್ಯ ನಿರ್ಣಾಯಕ
adjoint differential equation,ಲಗತ್ತಿಸಲಾದ ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
adjoint equation,ಲಗತ್ತಿಸಲಾದ ಸಮೀಕರಣ
adjoint matrix,ಏಕರೂಪದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
adjoint of matrix,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಒಗ್ಗಟ್ಟು
adjugate matrix,ಏಕರೂಪದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
admissible decision function,ಸ್ವೀಕಾರಾರ್ಹ ನಿರ್ಧಾರ ಕಾರ್ಯ
admissible hypothesis,ಸ್ವೀಕಾರಾರ್ಹ ಊಹೆ
aerodynamic force,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಶಕ್ತಿ
aerodynamics,ವಾಯುಬಲವಿಜ್ಞಾನ
affine geometry,ಏಕರೂಪದ ಜ್ಯಾಮಿತಿ
affine mapping,ಏಕರೂಪದ ಮ್ಯಾಪಿಂಗ್
affine transformation,ಏಕರೂಪದ ರೂಪಾಂತರ
aggregating variables,ಒಟ್ಟು ವೇರಿಯಬಲ್
algebra,"ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ"
algebraically closed,"ಬೀಜದ ಮುಚ್ಚಿದ, ಬೀಜದ"
algebraic equation,ಬೀಜಗಣಿತದ ಸಮೀಕರಣ
algebraic expression,ಬೀಜಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ
algebraic form,ಬೀಜಗಣಿತದ ಏಕರೂಪತೆ
algebraic function,ಬೀಜಗಣಿತದ ಕಾರ್ಯ
algebraic geometry,ಬೀಜಗಣಿತದ ರೇಖಾಗಣಿತ
algebraic multiplicity,ಬೀಜಗಣಿತದ ಬಹುತ್ವ
algebraic system,ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ
all-integer problem,ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ
allocation problem,ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ವ್ಯಾಟ್ ಪ್ರಶ್ನೆ
alphabetical notation,ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ
alphabetic character,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ
alternate angle,ಪರ್ಯಾಯ ಕೋನಗಳು
alternating form,ಪರ್ಯಾಯ ಏಕರೂಪದ ಪರ್ಯಾಯ ರೂಪ
alternating group,ಪರ್ಯಾಯ ಗುಂಪು
alternating matrix,ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
alternating series,ಪರ್ಯಾಯ ಸರಣಿ
alternative hypothesis,ಪರ್ಯಾಯ ಕಲ್ಪನೆ
alternative optima,ಪರ್ಯಾಯ ಆಪ್ಟಿಮಮ್
alternative outcome,ಪರ್ಯಾಯ ಫಲಿತಾಂಶ
analog-to-digital converter,ಅನಲಾಗ್-ಅಂಕಿಯ ಪರಿವರ್ತಕ
analogue computer,ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
analysis,ವಿಶ್ಲೇಷಣೆ
analysis of covariance,ಸಹವರ್ತಿ ವಿಶ್ಲೇಷಣೆ
analysis of enumeration data,ಎಣಿಕೆ-ಡೇಟಾ ವಿಶ್ಲೇಷಣೆ
analysis of variance,ವ್ಯತ್ಯಾಸ ವಿಶ್ಲೇಷಣೆ
analytic geometry,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
analytic function,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ
angle,ಕೋನ
angle of contact,ಸ್ಪರ್ಶ ಕೋನ
angle of deflection,ವಿಚಲನ ಕೋನ
angle of depression,ಖಿನ್ನತೆಯ ಕೋನ
angle of deviation,ವಿಚಲನ ಕೋನ
angle of diffraction,ವಿವರ್ತನೆಯ ಕೋನ
angle of elevation,ಎತ್ತರದ ಕೋನ
angle of incidence,ಘಟನೆಯ ಕೋನ
angle of projection,ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ
angle of reflection,ಪ್ರತಿಬಿಂಬದ ಕೋನ
angle of refraction,ವಕ್ರೀಭವನದ ಕೋನ
angle of rotation,ತಿರುಗುವ ಕೋನ
angle of total reflection,ಪ್ರತಿಫಲನದ ಸಂಪೂರ್ಣ ಕೋನ
angular acceleration,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
angular motion,ಕೋನೀಯ ವೇಗ
angular speed,ಕೋನೀಯ ವೇಗ
angular velocity,ಕೋನೀಯ ವೇಗ
annulus,ಉಂಗುರದ ಬೆರಳು
answer,ಉತ್ತರ
anti – derivative,ಕೌಂಟರ್ ಉತ್ಪನ್ನ
antisymmetric function,ಸಮಮಾಪನ ಕಾರ್ಯ
applicable,"ಆವರಿಸಬಹುದಾದ, ಅನ್ವಯಿಸುವ, ಅನ್ವಯಿಸುವ"
application,ಅರ್ಜಿ ಅರ್ಜಿ
applied dynamic programming,ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
applied geometry,ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ
applied mathematics,ಅನ್ವಯಿಕ ಗಣಿತ
applied statistics,ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು
approximately,"ಸರಿಸುಮಾರು, ಸರಿಸುಮಾರು"
approximately continuous function,ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ
approximate method,"ಮ್ಯಾಕ್ರೋ ವಿಧಾನ, ಅಂದಾಜು ವಿಧಾನ"
approximate solution,ಅಂದಾಜು ಪರಿಹಾರ
approximation problem,ಅಂದಾಜು ಸಮಸ್ಯೆ
approximation property,ಅಂದಾಜು ಆಸ್ತಿ
aptitude test battery,ಯೋಗ್ಯತಾ ಪರೀಕ್ಷೆ
Argand diagram,ಆರ್ಗಾನ್ ರೇಖಾಚಿತ್ರ
arbitrarily chosen,ಸ್ವಯಂಪ್ರೇರಿತ
arbitrary,"ಯಾದೃಚ್ಛಿಕ, ಯಾದೃಚ್ಛಿಕ"
arbitrary constant,ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ
arbitrary element,ಉಚಿತ ಅಂಶ
arbitrary point,ಅನಿಯಂತ್ರಿತ ಬಿಂದು
Archemedean law,ಆರ್ಕಿಮಿಡೀಸ್ ಕಾನೂನು
Archimedes principle,ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು
arc length,"ಚಾಪ-ಉದ್ದ, ಚಾಪ-ಉದ್ದ"
arc of circle,ವೃತ್ತದ ಚಾಪ
arc sine distribution,ವಿಲೋಮ ಸೈನ್ ವಿತರಣೆ
arc sine transformation,ವಿಲೋಮ ಸೈನ್ ಪರಿವರ್ತನೆ
area,"ಪ್ರದೇಶ, ಪ್ರದೇಶ"
areal texture,ಪ್ರಾದೇಶಿಕ ಸಂರಚನೆ
argument of complex number,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಕೋನ
arithmetic mean,ಅಂಕಗಣಿತದ ಸರಾಸರಿ
arithmetic operation,ಡಿಜಿಟಲ್ ಕಾರ್ಯಾಚರಣೆ
arithmetic unit,ಡಿಜಿಟಲ್ ಘಟಕ
arrangement,"ಸಂರಚನೆ, ವ್ಯವಸ್ಥೆ"
array,"ವ್ಯೂಹ, ವ್ಯೂಹ"
artificial satellite,ಕೃತಕ ಉಪಗ್ರಹ
artificial variable,ಕೃತಕ ವೇರಿಯಬಲ್
ascend,ಏರಲು
ascending,ಆರೋಹಣ
ascending order of magnitude,ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ
ascending series,ಆರೋಹಣ ದರ್ಜೆ
assembler language,ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ
assignment problem,ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ನಿಯೋಜನೆ ಪ್ರಶ್ನೆ
associative law,ಸಹಾಯಕ ನಿಯಮ
associative law of operators,ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ನಿಯಮ
associative operation,ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ
associativity,ಒಡನಾಟ
assumed mean,ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ
assumed probability distribution,ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ
assumption,"ಕಲ್ಪಿಸಿಕೊಂಡ, ಒಪ್ಪಿಕೊಂಡ"
astrology,ಜ್ಯೋತಿಷ್ಯ
astronautical engineer,ಗಗನಯಾತ್ರಿ ಎಂಜಿನಿಯರ್ ಬಾಹ್ಯಾಕಾಶ ಎಂಜಿನಿಯರ್
astronomer,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ*
astronomical clock,ಖಗೋಳ ಗಡಿಯಾರ
astronomy,ಖಗೋಳಶಾಸ್ತ್ರ
asymmetrical curve,ಅಸಮಪಾರ್ಶ್ವದ ಕರ್ವ್
asymmetry,ಅಸಿಮ್ಮೆಟ್ರಿ
asymptote,ಲಕ್ಷಣರಹಿತ
asymptotic,ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ
asymptotically efficient estimator,ಪ್ರಗತಿಪರ ಅಂದಾಜುಗಾರ
asymptotically unbiased estimator,ಹಿಮ್ಮುಖ ಪಕ್ಷಪಾತದ ಅಂದಾಜುಗಾರ
asymptotic behavior,ಹಿಮ್ಮುಖ ನಡವಳಿಕೆ
asymptotic distribution function,ಆಕ್ರಮಣಕಾರಿ ವಿತರಣಾ ಕಾರ್ಯ
asymptotic expansion,ಮೇಲ್ಮುಖವಾಗಿ ಹರಡಿತು
atmospheric pressure,ವಾತಾವರಣದ ಒತ್ತಡ
at random,ಯಾದೃಚ್ಛಿಕವಾಗಿ
attribute,ಆಸ್ತಿ*
attributes sampling procedure,ಗುಣಲಕ್ಷಣ-ಮಾದರಿ-ಯಾಂತ್ರಿಕತೆ
augmented matrix,ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
autocorrelation coefficient,ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ
autocorrelation function,ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ
autocovariance,ಸಹವರ್ತಿತ್ವ
automatic computer,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್
autoregression,ಸ್ವಯಂ ಹಿನ್ನಡೆ
auxiliary equation,ಸಹಾಯಕ ಸಮೀಕರಣ
average sample number curve (A.S.N. Curve),ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (MPC ಕರ್ವ್)
axiom,"ಮೂಲತತ್ವ, ಮೂಲತತ್ವ"
axiomatic approach,ಮೂಲತತ್ವ ವಿಧಾನ
axiom of probability,ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ
axis,ಅಕ್ಷರೇಖೆ
axis of abscissa,ಭುಜಾಕ್ಷ
axis of earth,ಭೂಮಿಯ ಅಕ್ಷ
axis of revolution,ತಿರುಗುವ ಅಕ್ಷ
axis of rotation,ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ
axis of spin,ಸ್ಪಿನ್ ಅಕ್ಷ
back-substitution,ಪೋಸ್ಟ್ ಬದಲಿ
backward difference,ನಂತರ
backward-interpolation formula,ಹಿಂದಿನ ಅಳವಡಿಕೆ ಸೂತ್ರ
balance,"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ"
balanced design,ಸಮತೋಲಿತ ವಿನ್ಯಾಸ
balance sheet,ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
ballistic missile,ಕ್ಷಿಪಣಿ
ballistics,"ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ"
bar,"ಕಾಲಮ್, ಬಾರ್, ಕಾಬ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಲೈನ್, ಲೈನ್, ಟೆಸ್ಟ್ ಲೈನ್, ಎಡ್ಜ್"
base,"ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್"
base angle,ಮೂಲ ಕೋನ
base of logarithm,"ಲಾಗರಿಥಮ್ನ ಆಧಾರ, ಲಾಗರಿಥಮ್ನ ಆಧಾರ"
basic,"ಮೂಲಭೂತ, ಮೂಲಭೂತ"
basic feasible solution,ಮೂಲ ಸುಸಂಬದ್ಧ ಪರಿಹಾರ
basic solution,ಮೂಲ ಪರಿಹಾರ
basic variable,ಮೂಲ ವೇರಿಯಬಲ್
basis,ಬೇಸ್
basis element,ಮೂಲ ಅಂಶ
basis matrix,ಮೂಲ ಮ್ಯಾಟ್ರಿಕ್ಸ್
basis of a vector space,ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ
basis of subspace,ಉಪಜನಸಂಖ್ಯೆಯ ಆಧಾರ
Bayesian estimate,ನಿರ್ಲಜ್ಜ
Bayes' law,ಬೆಜ್-ನಿಯಮ
Bayes' theorem,ಬೆಜ್-ಪ್ರಮೇಯ
Bernoulli distribution,ಬರ್ನೌಲಿ-ವಿತರಣೆ
Bernoulli number,ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆಗಳು
Bernoulli probability function,ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
Bernoulli's equation,ಬರ್ನೌಲ್ಲಿ-ಸಮೀಕರಣ
Berry function,ಬೆರ್ರಿ ಕಾರ್ಯ
best fit,ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವಿಕೆ
best - fit line,ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವ ರೇಖೆ
best solution,ಉತ್ತಮ ಪರಿಹಾರ
best strategies,ಅತ್ಯುತ್ತಮ ಸಲಹೆಗಳು
beta distribution,ಬೀಟಾ ವಿತರಣೆ
bias,"ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ"
biased estimate,ಪಕ್ಷಪಾತದ ಮೌಲ್ಯಮಾಪನ
biharmonic equation,ದ್ವಿಪದ ಸಮೀಕರಣ
bijection,ಒಂದೇ ಕವರ್
bijective map,ಒಂದೇ ಕವರ್ ನಕ್ಷೆ
bijective mapping,ಏಕ ಕವರ್ ಮ್ಯಾಪಿಂಗ್
bilinear form,ಚತುರ್ಭುಜ ಚತುರ್ಭುಜ
bilinear function,ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ
bilinear Hermitian form,ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ಏಕರೂಪತೆ
binary,"ದ್ವಿ-ವೇರಿಯಬಲ್, ಬೈನರಿ, ಡ್ಯುಯಲ್"
binary code,"ಬೈನರಿ ಕೋಡ್, ಬೈನರಿ ಕೋಡ್"
binary coded decimal,"ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ, ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ"
binary coding,ಬೈನರಿ ಎನ್ಕೋಡಿಂಗ್
binary computer,ಬೈನರಿ ಕಂಪ್ಯೂಟರ್
binary digit,ಬೈನರಿ ಸಂಖ್ಯೆಗಳು
binary operation,ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ
binary system,ಬೈನರಿ ವಿಧಾನ
binary variable,ಬೈನರಿ ವೇರಿಯಬಲ್
binomial coefficient,ದ್ವಿಪದ ಗುಣಾಂಕ
binomial distribution,ದ್ವಿಪದ ವಿತರಣೆ
binomial equation,ದ್ವಿಪದ ಸಮೀಕರಣ
binomial expansion,ದ್ವಿಪದ ವ್ಯತ್ಯಾಸ
binomial expression,ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ
binomial random variable,ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
binomial theorem,ದ್ವಿಪದ ಪ್ರಮೇಯ
bisection,"ಅರ್ಧ, ಕವಲೊಡೆಯುವಿಕೆ"
bisection method,"ಬೈಸೆಕ್ಟ್ ವಿಧಾನ, ಸೆಮಿಡಿವಿಷನ್ ವಿಧಾನ"
bisector,ಅರ್ಧ ದ್ವಿಭಾಜಕ
biserial,"ದ್ವಿಪದ, ದ್ವಿಪದ"
bit,"ದ್ವಯಾಂಕ್ (ದ್ವಿಮಾನ ಸಂಖ್ಯೆ), ಅನಿ, ಬರ್ಮೀಸ್, ತುಕ್"
bivariate binomial distribution,ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ ದ್ವಿಪದ
bivariate correlation coefficient,ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
bivariate distribution,ದ್ವಿಗುಣ ವಿತರಣೆ
bivariate normal distribution,ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ-ವಿತರಣೆ
bivector,ಬೈವೆಕ್ಟರ್
Boltzmann equation,ಬೋಲ್ಟ್‌ಮನ್ ಸಮೀಕರಣ
Boolean algebra,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ*
Bose - Einstein statistics,ಬೋಸ್-ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು
boundary condition,ಮಿತಿ ನಿರ್ಬಂಧಗಳು
boundary layer,ಗಡಿ ಮಟ್ಟ
boundary line,ಗಡಿ ರೇಖೆ
boundary value,ಮಿತಿ ಮೌಲ್ಯ
boundary value problem,ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ
bounded function,ಪರಿಮಿತಿ ಕಾರ್ಯ ಸೀಮಿತ ಹಣ್ಣು
bounded matrix,"ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಬೌಂಡೆಡ್ ಟೇಬಲ್"
bounded region,ಗಡಿ ಪ್ರದೇಶ ಗಡಿ ಪ್ರದೇಶ
bounded set,ಬೌಂಡೆಡ್ ಸೆಟ್ ಬೌಂಡೆಡ್ ಸೆಟ್
Brownian motion,ಬ್ರೌನಿ ಚಲನೆ
calculate,ಲೆಕ್ಕಾಚಾರ ಮಾಡಲು
calculating,ಲೆಕ್ಕಾಚಾರ
calculating machine,"ಕ್ಯಾಲ್ಕುಲೇಟರ್, ಕ್ಯಾಲ್ಕುಲೇಟರ್"
calculation,ಲೆಕ್ಕಾಚಾರ*
calculational procedure,ಕಂಪ್ಯೂಟೇಶನಲ್ ಕ್ರಿಯೆಯ ವಿಧಾನ
calculator,"ಕ್ಯಾಲ್ಕುಲೇಟರ್, ಕ್ಯಾಲ್ಕುಲೇಟರ್"
calculus,"ಕಲನಶಾಸ್ತ್ರ, ಕಲನಶಾಸ್ತ್ರ"
calculus of variation,ವ್ಯತ್ಯಾಸ ಕಲನಶಾಸ್ತ್ರ
calorie,ಕ್ಯಾಲೋರಿಗಳು
cancellation law,ನಿಯಮವನ್ನು ರದ್ದುಗೊಳಿಸಿ
canonical equation,ಅಂಗೀಕೃತ ಸಮೀಕರಣ
canonical form,ಅಂಗೀಕೃತ ರೂಪ
canonical matrix,"ಕ್ಯಾನೋನಿಕಲ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಕೆ ಕ್ಯಾನೋನಿಕಲ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್"
Cantor set,ಕ್ಯಾಂಟರ್ ಸೆಟ್
Cantor's ternary set,ಕ್ಯಾಂಟರ್ ತ್ರಿಕೋನ ಸೆಟ್
capacitated transportation problem,ನಿರ್ಬಂಧಿತ ಸಾರಿಗೆ ಸಮಸ್ಯೆ
capacity,ಸಾಮರ್ಥ್ಯ
capillary force,ಕ್ಯಾಪಿಲ್ಲರಿ ಬಲ
cardinal number,"ಎಣಿಕೆ ಸಂಖ್ಯೆ, ಕಾರ್ಡಿನಲ್ ಸಂಖ್ಯೆ"
Cartesian axes,ಕಾರ್ಟೇಶಿಯನ್ ಅಕ್ಷ
Cartesian coordinates,ಕಾರ್ಟೇಶಿಯನ್ ನಿರ್ದೇಶಾಂಕಗಳು
Cartesian product,ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ
Cartesian product of sets,ಸೆಟ್‌ಗಳ ಕಾರ್ಟೇಶಿಯನ್ ಗುಣಾಕಾರ
case study,"ಕೇಸ್ ಸ್ಟಡಿ, ಕೇಸ್ ಸ್ಟಡಿ"
catastrophic fluctuation,ದುರಂತ ಭಾಷಣ
Catenary,ಕ್ಯಾಟನರಿ
Cauchy distribution,ಕೌಚಿ ವಿತರಣೆ
Cauchy formula,ಕೌಶಿಯ ಸೂತ್ರ
Cauchy Goursat theorem,ಕೌಶಿ-ಗುರ್ಸಾ-ಪ್ರಮೇಯ
Cauchy Riemann conditions,ಕೌಶಿ-ರೀಮನ್-ಬಾನ್
Cauchy sequence,ಕೌಚಿ ಅನುಕ್ರಮ
Cauchy integral,ಕೌಶಿ ಅವಿಭಾಜ್ಯ
Cauchy principal value,ಕೌಶಿ ಮುಖ್ಯ-ಮೌಲ್ಯ
Cauchy residue theorem,ಕೌಚಿ ಶೇಷ ಪ್ರಮೇಯ
Cayley Hamilton theorem,ಕ್ಯಾಲೆ-ಹ್ಯಾಮಿಲ್ಟನ್-ಪ್ರಮೇಯ
celestial body,ಆಕಾಶಕಾಯ
celestial measurement,ಖಗೋಳ ಮಾಪನ
celestial mechanics,ಆಕಾಶ ಯಂತ್ರಶಾಸ್ತ್ರ
celestial object,ಆಕಾಶಕಾಯ
cell frequency,ಜೀವಕೋಶದ ಆವರ್ತನ
census,"ಜನಗಣತಿ, ಜನಗಣತಿ"
centile,ಶೇಕಡಾವಾರು
centimeter,ಸೆಂಟಿಮೀಟರ್
centimeter gram second system,ಸೆಂಟಿಮೀಟರ್-ಗ್ರಾಂ-ಎರಡನೆಯ ವಿಧಾನ
central,"ಕೇಂದ್ರ, ಕೇಂದ್ರೀಕೃತ"
central axis,ಕೇಂದ್ರ ಅಕ್ಷ
central difference,ಕೇಂದ್ರ ಅಂತರ
central difference formula,ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ ಸೂತ್ರ
central difference table,ಕೇಂದ್ರ ಭೇದಾತ್ಮಕ ಕೋಷ್ಟಕ
central limit theorem,ಕೇಂದ್ರ ಮಿತಿ ಪ್ರಮೇಯ
central moment,ಕೇಂದ್ರ ಕ್ಷಣ
central processing unit (C.P.U),ಕೇಂದ್ರ ಸಂಪನ್ಮೂಲ ಘಟಕ
central tendency,ಕೇಂದ್ರ ಪ್ರವೃತ್ತಿ
centre,ಕೇಂದ್ರ*
centre of gravity,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಕೇಂದ್ರ
centre of group,ಗುಂಪು ಕೇಂದ್ರ
centre of mass,ಸಮೂಹ ಕೇಂದ್ರ
centre of symmetry,ಸಮ್ಮಿತಿಯ ಕೇಂದ್ರ
centrifugal force,ಕೇಂದ್ರಾಪಗಾಮಿ ಬಲದ
centripetal force,ಕೇಂದ್ರಾಭಿಮುಖ ಬಲ
centroid,ಕೇಂದ್ರಾಭಿಮುಖ ಮೆರಿಡಿಯನ್
certainty,ಖಚಿತತೆ
c.g.s. system,cgs ವಿಧಾನ
c.g.s. unit,cgs ಘಟಕ
chain rule of differentiation,ವಿಭಿನ್ನತೆಯ ಸರಪಳಿ ನಿಯಮ
chance causes,ಅಕಸ್ಮಾತ್ತಾಗಿ
chance moves,ಯಾದೃಚ್ಛಿಕ ಚಲನೆ
change of axes,ಅಕ್ಷದ ಶಿಫ್ಟ್
change of basis,ಬೇಸ್ ಬದಲಾವಣೆ ಪೇಯಾಧರ್-ಬದಲಾವಣೆ
change of order,ಕ್ರಮಪಲ್ಲಟನೆ
characteristic coefficient,ವಿಶಿಷ್ಟ ಗುಣಾಂಕ
determinant,ವಿಶಿಷ್ಟ ನಿರ್ಧಾರಕ
