Kannada,Odiya
ಬ್ಯಾಂಡ್ ಬ್ರೇಕರ್ ಫಿಲ್ಟರ್,ବ୍ୟାଣ୍ଡ ବ୍ରେକର୍ ଫିଲ୍ଟର୍ |
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର
ಬ್ಯಾಂಡ್ ಹೋಗಲಾಡಿಸುವ ಫಿಲ್ಟರ್,ବ୍ୟାଣ୍ଡ ରିମୁଭର୍ ଫିଲ୍ଟର୍ |
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ಡಿಫ್ಲೆಕ್ಷನ್ ಮಲ್ಟಿಪ್ಲೈಯರ್,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଡିଫ୍ଲେକ୍ସନ୍ ମଲ୍ଟିପ୍ଲାଏର୍ |
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ದೂರ ಗುಣಕ,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଦୂରତା ଗୁଣକର୍ତ୍ତା |
"ಬೀಮ್ ಕೆಪಾಸಿಟರ್, ಬ್ಯಾಂಕ್ ಕೆಪಾಸಿಟರ್","ବିମ୍ କ୍ୟାପେସିଟର, ବ୍ୟାଙ୍କ କ୍ୟାପେସିଟର |"
"ಬಾರ್ಕರ್ ಕೋಡ್, ಬಾರ್ಕರ್ ಕೋಡ್","ବାର୍କର୍ କୋଡ୍, ବାର୍କର୍ କୋଡ୍ |"
barravaugen ಮಾನದಂಡ,ବାରଭାଉଗେନ୍ ମାନଦଣ୍ଡ |
ನ್ಯಾಯವಾದಿ,ବ୍ୟାରେଟର୍
ತಡೆಗೋಡೆ,ପ୍ରତିବନ୍ଧକ |
ನಿರೋಧಕ ಕೆಪಾಸಿಟರ್,ଇନସୁଲେଟିଂ କ୍ୟାପେସିଟର୍ |
ತಡೆ ಶಕ್ತಿ,ପ୍ରତିବନ୍ଧକ ଶକ୍ତି |
ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್,ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |
ಬಾರ್ಟ್ಲೆಟ್ ಕಿಟಕಿ,ବାର୍ଟଲେଟ୍ ୱିଣ୍ଡୋ |
"ಬೇಸ್, ಬೇಸ್","ଆଧାର, ଆଧାର"
ಬೇಸ್ ಬ್ಯಾಂಡ್,ବେସ୍ ବ୍ୟାଣ୍ଡ |
ಬೇಸ್ ಬ್ಯಾಂಡ್ ಪ್ರಸರಣ,ବେସ୍ ବ୍ୟାଣ୍ଡ ଟ୍ରାନ୍ସମିସନ୍ |
ಮೂಲ ಶುಲ್ಕ,ଆଧାର ଚାର୍ଜ |
ಮೂಲ ಪ್ರಸ್ತುತ,ମୂଳ କରେଣ୍ଟ୍ |
ಮೂಲ ಪ್ರಸ್ತುತ ಮೂಲ,ମୂଳ ସାମ୍ପ୍ରତିକ ଉତ୍ସ |
ಬೇಸ್ ಕತ್ತರಿಸುವುದು,ମୂଳ କାଟିବା |
ಆಧಾರ್ ಮದನ್,ଆଧାର ମଦନ
ಬೇಸ್ ಎಮಿಟರ್ ಫೀಡ್,ବେସ୍ ଏମିଟର ଫିଡ୍ |
ಬೇಸ್ ಎಮಿಟರ್ ಜಂಕ್ಷನ್,ବେସ୍ ଏମିଟର ଜଙ୍କସନ |
ಬೇಸ್ ಇಂಜೆಕ್ಷನ್,ମୂଳ ଇଞ୍ଜେକ୍ସନ୍ |
ನೆಲದ ರೇಖೆ,ଭୂମି ରେଖା
ಮೂಲ ಪ್ರತಿರೋಧ,ମୂଳ ପ୍ରତିରୋଧ |
ಮೂಲ ಮೂಲ,ମୂଳ ଉତ୍ସ |
ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ,ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |
ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ,ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |
ಬೇಸ್ ದಪ್ಪ,ମୂଳ ଘନତା |
ಮೂಲ ಪ್ರವೇಶ,ଆଧାର ପ୍ରବେଶ
"ಬೇಸ್ ವಿಡ್ತ್ ಮಾಡ್ಯುಲೇಶನ್, ಬೇಸ್ ಎಕ್ಸ್ಪಾನ್ಶನ್ ಮಾಡ್ಯುಲೇಶನ್","ବେସ୍ ଓସାର ମଡ୍ୟୁଲେସନ୍, ବେସ୍ ବିସ୍ତାର ମଡ୍ୟୁଲେସନ୍ |"
ಮೂಲ ಸಂಗ್ರಾಹಕ ಒಪ್ಪಂದ,ଆଧାର ସଂଗ୍ରହକାରୀ ଚୁକ୍ତି |
ವಾಸನೆ,ଗନ୍ଧ
ಬಾಸ್ ಆವರ್ತನ,ବାସ୍ ଫ୍ରିକ୍ୱେନ୍ସି |
ಬ್ಯಾಟರಿ,ବ୍ୟାଟେରୀ
ಬಾಡ್,baud
ಬೌಡ್ ದರ,ବାଉଡ୍ ହାର
ಬಾಡ್ ದರ ಜನರೇಟರ್,ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |
ಬೋಡೋ ಕೋಡ್,ବୋଡୋ କୋଡ୍ |
"ಸಂಕೇತ, ದಾರಿದೀಪ","ସଙ୍କେତ, ବିକନ୍ |"
"ಮಾಣಿಕ, ಬೀಡು","ମାଣିକା, ବିଡ୍ |"
ಉನ್ಮಾದ ಕೆಪಾಸಿಟರ್,ମାଣିକ କ୍ୟାପେସିଟର୍ |
ಮಣಿಕರ್ತಾಪಿ ಪ್ರತಿರೋಧಕ,ମାଣିକାର୍ଟାପି ପ୍ରତିରୋଧକ |
"ಬೀಮ್ ಆಂಟೆನಾ, ಬೀಮ್ ಆಂಟೆನಾ","ବିମ୍ ଆଣ୍ଟେନା, ବିମ୍ ଆଣ୍ଟେନା |"
ಕಿರಣ ಶೋಧಕ,ବିମ୍ ଡିଟେକ୍ଟର୍ |
ಕಿರಣದ ವಿದ್ಯುತ್ ಮೆದುಗೊಳವೆ,ବିମ୍ ପାୱାର୍ ହୋସ୍ |
ಕಿರಣದ ಸ್ವಿಚಿಂಗ್ ನಳಿಕೆಗಳು,ବିମ୍ ସୁଇଚ୍ ନୋଜଲ୍ |
ಕಿರಣದ ವಿಸ್ತರಣೆ,ବିମ୍ ବିସ୍ତାର
ಬೀಟ್ ಆವರ್ತನ,ଫ୍ରିକ୍ୱେନ୍ସି
ಬೀಟ್-ಫ್ರೀಕ್ವೆನ್ಸಿ ಆಂದೋಲಕ,ବିଟ୍-ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |
ನಾಡಿ ಆಂದೋಲಕ,ନାଡ ଓସିଲେଟର |
ಗಂಟೆ,ବେଲ୍ |
ಬಾಗುವ ನಷ್ಟ,ନମ୍ର କ୍ଷତି |
ಬೆಸೆಲ್ ಫಿಲ್ಟರ್,ବେସେଲ୍ ଫିଲ୍ଟର୍ |
ಬೀಟಾ,ବିଟା |
b-h ಕರ್ವ್,b-h ବକ୍ର
"ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ","ପକ୍ଷପାତ, ପକ୍ଷପାତ |"
ಪಕ್ಷಪಾತ ಪ್ರಸ್ತುತ,ପକ୍ଷପାତ କରେଣ୍ଟ |
ಪಕ್ಷಪಾತ ಪ್ರತಿರೋಧ,ପକ୍ଷପାତ ପ୍ରତିରୋଧ |
ಡಬಲ್ ಆಂಟೆನಾ,ଡବଲ୍ ଆଣ୍ଟେନା |
ದ್ವಿಮುಖ ಲೋಡ್ ಪ್ರಸ್ತುತ,ଦ୍ୱି-ଦିଗୀୟ ଲୋଡ୍ କରେଣ୍ଟ୍ |
ದ್ವಿಮುಖ ಆಂಟೆನಾ,ଦ୍ୱି-ଦିଗୀୟ ଆଣ୍ଟେନା |
ದ್ವಿಮುಖ ಬೆಳಕಿನ ಹೊರಸೂಸುವ ಡಯೋಡ್,ଦ୍ୱି-ଦିଗୀୟ ଆଲୋକ ନିର୍ଗତ ଡାୟୋଡ୍ |
ದ್ವಿಮುಖ ಥೈರಿಸ್ಟರ್,ଦ୍ୱି-ଦିଗୀୟ ଥିରିଷ୍ଟର |
ದ್ವಿ FET ತಂತ್ರಜ್ಞಾನ,bi FET ଟେକ୍ନୋଲୋଜି |
ಬೈ ಪಾಯಿಂಟ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,ବି ପଏଣ୍ଟ ଟ୍ରାନ୍ସଫର୍ମର |
ಡಬಲ್ ಸಮ್ಮಿಳನ,ଡବଲ୍ ଫ୍ୟୁଜନ୍ |
ದ್ವಿಪಕ್ಷೀಯ ಸರ್ಕ್ಯೂಟ್,ଦ୍ୱିପାକ୍ଷିକ ସର୍କିଟ |
ಅವಳಿ,ବାଇନାରୀ
ಬೈನರಿ ಮೊತ್ತ,ବାଇନାରୀ ରାଶି
ಬೈನರಿ ಸರ್ಕ್ಯೂಟ್,ବାଇନାରୀ ସର୍କିଟ |
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ ସିଷ୍ଟମ୍ |
ಬೈನರಿ ದ್ವಿಧ್ರುವಿ ಕೆಪಾಸಿಟರ್,ବାଇନାରୀ ଡିପୋଲ୍ କ୍ୟାପେସିଟର୍ |
ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್,ବାଇନାରୀ କାଲକୁଲେଟର
ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್,ବାଇନାରୀ କାଲକୁଲେଟର
ಬೈನರಿ ಡಿಕೋಡರ್,ବାଇନାରୀ ଡିକୋଡର୍ |
ಬೈನರಿ ಏಣಿ,ବାଇନାରୀ ସିଡ଼ି |
ಬೈನರಿ ಪಾಥೋಮೀಟರ್,ବାଇନାରୀ ପାଥୋମିଟର |
ದ್ವಿಮಾನ ಸ್ಥಿತಿ,ବାଇନାରୀ ଅବସ୍ଥା |
ಬೈನರಿ-ದಶಮಾಂಶ ಡಿಕೋಡರ್,ବାଇନାରୀ-ଦଶମିକ ଡିକୋଡର୍ |
ಬೈನರಿ ಲೋಡ್,ବାଇନାରୀ ଲୋଡ୍ |
ಬೈನರಿ ಪದಗಳು,ବାଇନାରୀ ଶବ୍ଦ |
ಬೈಪೋಲಾರ್,ଦ୍ୱିପାକ୍ଷିକ
ಬೈಪೋಲಾರ್ ಕೆಪಾಸಿಟರ್,ଦ୍ୱିପାକ୍ଷିକ କ୍ୟାପେସିଟର୍ |
ಬೈಪೋಲಾರ್ ಸಾಧನ,ଦ୍ୱିପାକ୍ଷିକ ଉପକରଣ |
ಬೈಪೋಲಾರ್ ಮೂಲ,ଦ୍ୱିପାକ୍ଷିକ ଉତ୍ସ |
ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନଜିଷ୍ଟର |
ಬೈಪೋಲಾರ್ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,ଦ୍ୱିପାକ୍ଷିକ ଜଙ୍କସନ୍ ଟ୍ରାନଜିଷ୍ଟର |
ಕ್ವಾಡ್ರಾಟಿಕ್ ಫಿಲ್ಟರ್,ଚତୁର୍ଭୁଜ ଫିଲ୍ଟର୍ |
ಎರಡು ಸ್ಥಾನ,ଡବଲ୍ ପୋଜିସନ୍ |
ಎರಡು ಹಂತದ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,ଦୁଇ ପର୍ଯ୍ୟାୟ ମଲ୍ଟିଭାଇବ୍ରେଟର |
ದ್ವಿಮುಖ ರಿಲೇ,ଦ୍ୱି-ଦିଗୀୟ ରିଲେ |
ದ್ವಿಮುಖ ಸ್ಥಿತಿ,ଦୁଇ ପର୍ଯ୍ୟାୟ ଅବସ୍ଥା |
ಎರಡು-ಸ್ಥಾನದ ಪ್ರಚೋದಕ,ଦୁଇ-ଅବସ୍ଥାନ ଟ୍ରିଗର |
ಬಿಟ್ ದೋಷ,ବିଟ୍ ତ୍ରୁଟି |
ಬಿಟ್ ದೋಷ ದರ,ବିଟ୍ ତ୍ରୁଟି ହାର
ಬಿಟ್ ದೋಷ,ବିଟ୍ ତ୍ରୁଟି |
ಬಿಟ್ಕಲ್ ದೋಷ,ବିଟ୍କାଲ୍ ତ୍ରୁଟି |
ಕುರುಡು ಪೆಟ್ಟಿಗೆ,ଅନ୍ଧ ବାକ୍ସ
ಮಂದಗೊಳಿಸಿದ ನಾಡಿ,ଘନୀଭୂତ ନାଡ |
ಸ್ರವಿಸುವವನು,ସଚିବ
ಸ್ರವಿಸುವ ಪ್ರತಿಬಂಧಕ,ଗୁପ୍ତ ପ୍ରତିବନ୍ଧକ |
ಕುರುಡುತನ,ଅନ୍ଧତା
ವಿಭಾಗದ ರೇಖಾಚಿತ್ರ,ବିଭାଗ ଚିତ୍ର
