Gujarati,Odiya
સંપૂર્ણ ઝડપ,ସଂପୂର୍ଣ୍ଣ ଗତି
સંપૂર્ણ સંગીત,ସଂପୂର୍ଣ୍ଣ ସଂଗୀତ |
સંપૂર્ણ અવલોકન,ସଂପୂର୍ଣ୍ଣ ନିରୀକ୍ଷଣ |
સંપૂર્ણ ઓહ્મ,ସଂପୂର୍ଣ୍ଣ ଓହମ୍ |
સંપૂર્ણ અભિગમ,ସଂପୂର୍ଣ୍ଣ ଆଭିମୁଖ୍ୟ
સંપૂર્ણ ઇલેક્ટ્રોનેગેટિવિટી,ସଂପୂର୍ଣ୍ଣ ଇଲେକ୍ଟ୍ରୋନେଗେଟିଭିଟି |
સંપૂર્ણ ગુરુત્વાકર્ષણ,ସଂପୂର୍ଣ୍ଣ ମାଧ୍ୟାକର୍ଷଣ |
સંપૂર્ણ દબાણ,ସଂପୂର୍ଣ୍ଣ ଚାପ |
સંપૂર્ણ મિલકત,ସଂପୂର୍ଣ୍ଣ ସମ୍ପତ୍ତି |
સંપૂર્ણ સ્કેલર,ସଂପୂର୍ଣ୍ଣ ସ୍କାଲାର୍ |
તાપમાનનું સંપૂર્ણ માપ*,ତାପମାତ୍ରାର ଚରମ ମାପ *
"સંપૂર્ણ સુમેળ, સંપૂર્ણ સુમેળ","ସଂପୂର୍ଣ୍ଣ ସିଙ୍କ୍ରୋନି, ସଂପୂର୍ଣ୍ଣ ସିଙ୍କ୍ରୋନି |"
સંપૂર્ણ તણાવ,ସଂପୂର୍ଣ୍ଣ ଚାପ |
સંપૂર્ણ સમપ્રમાણતા,ସଂପୂର୍ଣ୍ଣ ସମୃଦ୍ଧତା |
સંપૂર્ણ ગતિ શરીર,ସଂପୂର୍ଣ୍ଣ ଗତି ଶରୀର |
સંપૂર્ણ એકમ સિસ્ટમ,ସଂପୂର୍ଣ୍ଣ ୟୁନିଟ୍ ସିଷ୍ଟମ୍ |
સંપૂર્ણ તાપમાન,ସଂପୂର୍ଣ୍ଣ ତାପମାତ୍ରା |
ચોક્કસ સમય,ସଂପୂର୍ଣ୍ଣ ସମୟ |
સંપૂર્ણ એકમો,ସଂପୂର୍ଣ୍ଣ ଏକକ |
સંપૂર્ણ મૂલ્ય,ସଂପୂର୍ଣ୍ଣ ମୂଲ୍ୟ
પૂર્ણાંક કેલ્ક્યુલેટર,ପୂର୍ଣ୍ଣ କାଲକୁଲେଟର
સંપૂર્ણ વેગ,ସଂପୂର୍ଣ୍ଣ ବେଗ
સંપૂર્ણ સ્નિગ્ધતા,ସଂପୂର୍ଣ୍ଣ ସାନ୍ଦ୍ରତା |
સંપૂર્ણ વજન,ସଂପୂର୍ଣ୍ଣ ଓଜନ |
સંપૂર્ણ શૂન્ય*,ସଂପୂର୍ଣ୍ଣ ଶୂନ *
શૂન્યનો સંપૂર્ણ વિભાજક,ଶୂନ୍ୟର ସଂପୂର୍ଣ୍ଣ ବିଭାଜନକାରୀ |
શોષી લેવું,ଶୋଷଣ
શોષણ સૂચકાંક*,ଅବସାଦ ସୂଚକାଙ୍କ *
શોષિત ઊર્જા,ଶୋଷିତ ଶକ୍ତି
"શોષક, શોષક","ଶୋଷକ, ଶୋଷକ"
શોષક માધ્યમ*,ଅବଶୋଷକ ମାଧ୍ୟମ *
શોષણ ક્ષમતા,ଅବଶୋଷଣ କ୍ଷମତା |
શોષણ,ଅବସାଦ |
શોષણમાપક*,ଶୋଷଣକାରୀ *
શોષણમેટ્રી*,ଶୋଷଣକାରୀ *
શોષણ,ଅବଶୋଷଣ
શોષણ - બેન્ડ*,ଅବଶୋଷଣ - ବ୍ୟାଣ୍ଡ *
શોષણ સર્કિટ,ଅବଶୋଷଣ ସର୍କିଟ |
શોષણ ગુણાંક,ଶୋଷଣ ଗୁଣବତ୍ତା
શોષણ કૉલમ,ଅବଶୋଷଣ ସ୍ତମ୍ଭ
સતત શોષણ,ଅବଶୋଷଣ ସ୍ଥିର |
શોષણ સાતત્ય,ଅବଶୋଷଣ କ୍ରମାଗତ |
શોષણ ઝોન,ଅବଶୋଷଣ ଜୋନ୍ |
શોષણ વર્તમાન,ଅବଶୋଷଣ କରେଣ୍ଟ |
શોષણ વક્ર*,ଅବଶୋଷଣ ବକ୍ର *
શોષણ અસ્થિભંગ,ଅବଶୋଷଣ ଭଙ୍ଗା |
શોષણ કોર,ଅବଶୋଷଣ କୋର୍ |
શોષણ પરિબળ,ଅବଶୋଷଣ କାରକ |
શોષણ ફિલ્ટર,ଅବଶୋଷଣ ଫିଲ୍ଟର୍ |
શોષણ જ્યોત ફોટોમેટ્રી*,ଅବଶୋଷଣ ଫ୍ଲେମ୍ ଫୋଟୋମେଟ୍ରି *
શોષણ હાઇગ્રોમીટર,ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |
શોષણ ઘાતાંક,ଅବଶୋଷଣ ପ୍ରଦର୍ଶକ |
શોષણ સીમાંત,ଶୋଷଣ ମାର୍ଜିନ
શોષણ રેખા,ଅବଶୋଷଣ ରେଖା |
શોષણ નુકશાન,ଅବଶୋଷଣ କ୍ଷତି |
શોષણ મોડ્યુલેશન,ଅବଶୋଷଣ ମଡ୍ୟୁଲେସନ୍ |
પ્રકાશ શોષણ,ହାଲୁକା ଅବଶୋଷଣ |
રેડિયેશન ઊર્જાનું શોષણ,ବିକିରଣ ଶକ୍ତିର ଅବଶୋଷଣ |
શોષણની ટોચ,ଅବଶୋଷଣ ଶିଖର |
શોષણ ફોટોમેટ્રી,ଅବଶୋଷଣ ଫୋଟୋମେଟ୍ରି |
શોષણ ગુણોત્તર,ଅବଶୋଷଣ ଅନୁପାତ |
શોષણ શ્રેણી*,ଅବଶୋଷଣ ପରିସର *
શોષણ સ્પેક્ટ્રમ ફોટોમેટ્રી*,ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ୍ ଫୋଟୋମେଟ୍ରି *
શોષણ સ્પેક્ટ્રમ*,ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ *
"શોષણ નળી, શોષણ નળી","ଅବଶୋଷଣ ଟ୍ୟୁବ୍, ଅବଶୋଷଣ ଟ୍ୟୁବ୍ |"
શોષણ હાઇગ્રોમીટર,ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |
શોષક*,ଶୋଷଣକାରୀ *
શોષક બાષ્પીભવક,ଶୋଷକ ବାଷ୍ପୀକରଣକାରୀ |
શોષણ કાયદો*,ଅବଶୋଷଣ ନିୟମ *
શોષણ માધ્યમ,ଅବଶୋଷଣ ମାଧ୍ୟମ |
"શોષક ક્ષમતા, શોષણ*","ଅବଶୋଷଣ କ୍ଷମତା, ଅବଶୋଷଣ *"
શોષણ*,ଅବସାଦ *
સ્ટુડિયો સરંજામ,ଷ୍ଟୁଡିଓ ସାଜସଜ୍ଜା |
ગુણાકાર ગુણોત્તર,ବହୁଗୁଣ ଅନୁପାତ |
અવગણના,abvolt
વિશે,ବିଷୟରେ
વેગ આપો,ତ୍ୱରାନ୍ୱିତ କର |
પ્રવેગક-સ્ટોપ અંતર,ତ୍ୱରଣ-ସ୍ଥଗିତ ଦୂରତା |
ઉતાવળ કરી,ଶୀଘ୍ର ଶୀଘ୍ର
ઝડપી સમય અસર પરીક્ષણ,ଶୀଘ୍ର ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା |
ઝડપી પ્રવાહ,ଶୀଘ୍ର ପ୍ରବାହ
ઝડપી ગતિ,ଦ୍ରୁତ ଗତି
ઝડપી શરીર,ଶୀଘ୍ର ଶରୀର
પ્રવેગક તોલનાર,ତ୍ୱରଣକାରୀ ଓଜନ
પ્રવેગક ઇલેક્ટ્રોડ*,ତ୍ୱରକ ଇଲେକ୍ଟ୍ରୋଡ୍ *
પ્રવેગક સમય*,ତ୍ୱରକ ସମୟ *
પ્રવેગક તબક્કો,ତ୍ୱରକ ପର୍ଯ୍ୟାୟ |
પ્રવેગક દર,ତ୍ୱରଣକାରୀ ହାର
એક્સિલરેટર વોલ્ટેજ*,ତ୍ୱରକ ଭୋଲଟେଜ୍ *
પ્રવેગ,ତ୍ୱରଣ
ત્વરિત કમ્બશન,ତ୍ୱରିତ ଜାଳେଣି |
પ્રવેગક ગુણાંક,ତ୍ୱରଣ ଗୁଣବତ୍ତା
પ્રવેગક ઘટક,ତ୍ୱରଣ ଉପାଦାନ
ગુરુત્વાકર્ષણને કારણે પ્રવેગક,ମାଧ୍ୟାକର୍ଷଣ ହେତୁ ତ୍ୱରଣ |
પ્રવેગક પરિબળ,ତ୍ୱରଣ କାରକ
ઝડપી ચાર્જ,ତ୍ୱରିତ ଚାର୍ଜ |
ગુરુત્વાકર્ષણ પ્રવેગક,ମାଧ୍ୟାକର୍ଷଣର ତ୍ୱରଣ
પ્રવેગક સંભવિત,ତ୍ୱରଣ ସମ୍ଭାବନା |
પ્રવેગક કાયદો,ତ୍ୱରଣ ନିୟମ
પ્રવેગક પ્રક્રિયા,ତ୍ୱରଣ ପ୍ରକ୍ରିୟା
પ્રવેગક ક્ષેત્ર,ତ୍ୱରଣ କ୍ଷେତ୍ର
પ્રવેગક પદ્ધતિ,ତ୍ୱରଣ ପଦ୍ଧତି
"પ્રવેગ સહનશીલતા, પ્રવેગ સહનશીલતા","ତ୍ୱରଣ ସହନଶୀଳତା, ତ୍ୱରଣ ସହନଶୀଳତା |"
પ્રવેગક વેક્ટર,ତ୍ୱରଣ ଭେକ୍ଟର
પ્રવેગક-વોલ્ટેજ,ତ୍ୱରଣ-ଭୋଲଟେଜ୍
પ્રવેગક તરંગ,ତ୍ୱରଣ ତରଙ୍ଗ
પ્રવેગક,ତ୍ୱରକ
"પ્રવેગક, પ્રવેગક*","ତ୍ୱରାନ୍ୱିତ, ତ୍ୱରକ *"
પ્રવેગક સમીકરણ,ତ୍ୱରକ ସମୀକରଣ |
એક્સિલરેટર*,ତ୍ୱରକ *
એક્સેલરોમીટર,ଆକ୍ସିଲେରୋମିଟର
એક્સેલરોમીટર મેચિંગ,ଆକ୍ସିଲେରୋମିଟର ମେଳ |
prestresser,ସମ୍ମାନ
માન્ય અક્ષરો,ବ valid ଧ ବର୍ଣ୍ଣଗୁଡିକ |
સ્વીકૃતિ કોણ,ଗ୍ରହଣ କୋଣ
સ્વીકૃતિ સ્પષ્ટીકરણ,ଗ୍ରହଣ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
સ્વીકાર્ય પરીક્ષણ,ଗ୍ରହଣୀୟ ପରୀକ୍ଷା
"સ્વીકારનાર*, સ્વીકારનાર","ଗ୍ରହଣକାରୀ *, ଗ୍ରହଣକାରୀ"
રીસેપ્ટર અણુ,ରିସେପ୍ଟର ପରମାଣୁ |
રીસેપ્ટર બોન્ડ,ରିସେପ୍ଟର ବଣ୍ଡ |
રીસીવર સર્કિટ,ରିସିଭର୍ ସର୍କିଟ୍ |
રીસેપ્ટર સ્તર,ରିସେପ୍ଟର ସ୍ତର
દાતા પરમાણુ,ଦାତା ଅଣୁ
રીસેપ્ટર મિલકત,ରିସେପ୍ଟର ସମ୍ପତ୍ତି |
રીસેપ્ટર મિલકત સ્તર,ରିସେପ୍ଟର ସମ୍ପତ୍ତି ସ୍ତର |
પ્રવેગક નળી,ତ୍ୱରକ ହୋସ୍ |
"પ્રવેશ, રાહ, પ્રવેશ","ପ୍ରବେଶ, ଅପେକ୍ଷା, ପ୍ରବେଶ"
ભુજ એક્સેસ,ଭୁଜ୍ ପ୍ରବେଶ କରନ୍ତୁ |
ઍક્સેસ સિસ્ટમ,ଆକ୍ସେସ୍ ସିଷ୍ଟମ୍ |
ઍક્સેસ સમય,ପ୍ରବେଶ ସମୟ
ઉપલ્બધતા,ଅଭିଗମ୍ୟତା
"વધારાના, સહાયક, સહાયક (v, ), એસેસરીઝ","ଅତିରିକ୍ତ, ସହାୟକ, ଆନୁଷଙ୍ଗିକ (v, ), ଆନୁଷଙ୍ଗିକ |"
વધારાના પ્રતિબંધો,ଅତିରିକ୍ତ ପ୍ରତିବନ୍ଧକ |
સંયોગ,ସୁଯୋଗ ସମକକ୍ଷ |
આકસ્મિક કરેક્શન,ଆକସ୍ମିକ ସଂଶୋଧନ |
આકસ્મિક બાયોજેનેસિસ,ଆକସ୍ମିକ ବାୟୋଜେନେସିସ୍ |
આકસ્મિક ડાયવર્ઝન,ଆକସ୍ମିକ ବିଭ୍ରାଟ |
મુલાકાતી ભૂલ,ପରିଦର୍ଶକ ତ୍ରୁଟି |
"અચાનક સ્ટોપ, એકાએક સ્ટોપ","ହଠାତ୍ ବନ୍ଦ, ଆକସ୍ମିକ ବନ୍ଦ |"
આકસ્મિક ટ્રાન્સમિશન,ଆକସ୍ମିକ ସଂକ୍ରମଣ
રેન્ડમ ભિન્નતા,ଅନିୟମିତ ଭିନ୍ନତା |
ગોઠવણ,ଆଡଜଷ୍ଟମେଣ୍ଟ୍
સ્થિત,ସ୍ଥିତ
સંચિત ભૂલ,ସଂଗୃହିତ ତ୍ରୁଟି |
"સંચય, સંચય","ଜମା, ଜମା"
ઊર્જા સંગ્રહ,ଶକ୍ତି ସଂରକ୍ଷଣ
સંચયક*,ଜମାକାରୀ *
ચોકસાઈ,ସଠିକତା
વાસ્તવિકતા,ବାସ୍ତବତା
વાસ્તવિક સાધન અવલોકન,ପ୍ରକୃତ ଯନ୍ତ୍ରର ପର୍ଯ୍ୟବେକ୍ଷଣ |
ચોક્કસ શ્રેણી માર્કર,ସଠିକ୍ ପରିସର ମାର୍କର |
ચોકસાઇ સ્કેનીંગ,ସଠିକତା ସ୍କାନିଂ |
પ્રેક્ટિસ,ଅଭ୍ୟାସ କର |
એક્સિલરેટર સેલ*,ତ୍ୱରକ କକ୍ଷ *
વર્ણહીન લેન્સ*,ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *
વર્ણહીન*,ଆକ୍ରୋମାଟିକ୍ *
વર્ણહીન વિશ્લેષક,ଆକ୍ରୋମାଟିକ୍ ଆନାଲିଜର୍ |
આવર્તન તટસ્થ એન્ટેના,ଫ୍ରିକ୍ୱେନ୍ସି ନିରପେକ୍ଷ ଆଣ୍ଟେନା |
વર્ણહીન આકાર,ଆକ୍ରୋମାଟିକ୍ ଆକୃତି |
વર્ણહીન ફ્રિન્જ,ଆକ୍ରୋମାଟିକ୍ ଫ୍ରିଙ୍ଗ୍ |
વર્ણહીન લેન્સ*,ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *
વર્ણહીન બિંદુ પાથ,ଆକ୍ରୋମାଟିକ୍ ପଏଣ୍ଟ ପଥ |
વર્ણહીન લેન્સ,ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ |
વર્ણહીન પ્રિઝમ,ଆକ୍ରୋମାଟିକ୍ ପ୍ରିଜିମ୍ |
વર્ણહીન ટેલિસ્કોપ,ଆକ୍ରୋମାଟିକ୍ ଟେଲିସ୍କୋପ୍ |
વર્ણહીનતા*,ଆକ୍ରୋମାଟିଟି *
વર્ણહીનકરણ*,ଆକ୍ରୋମାଟାଇଜେସନ୍ *
વર્ણહીનતા*,ଆକ୍ରୋମାଟିଟି *
"સ્થિતિસ્થાપક, અપ્રતિરોધક, પ્રત્યાવર્તન","ଇଲାଷ୍ଟିକ୍, ଅପ୍ରାକୃତିକ, ଚିତ୍ତାକର୍ଷକ |"
"એકોર્ન નળી, બંજુ નળી","ଆକୋରନ୍ ହୋସ୍, ବାଞ୍ଜୁ ହୋସ୍ |"
લઘુચિત્ર વાલ્વ,କ୍ଷୁଦ୍ର ଭଲଭ୍ |
ઇકોફોની,ଇକୋଫୋନି |
એકોસ્ટિક,ଶବ୍ଦ
એકોસ્ટિક શોષકતા,ଆକାଶବାଣୀ ଅବଶୋଷଣ |
એકોસ્ટિક એટેન્યુએશન ગુણાંક,ଆକାଶବାଣୀ ଆଟେଣ୍ଡେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
એકોસ્ટિક એટેન્યુએશન,ଆକାଶବାଣୀ
એકોસ્ટિક ચોર એલાર્મ,ଶବ୍ଦ ଚୋର ଆଲାର୍ମ |
એકોસ્ટિક ક્ષમતા,ଆକାଶବାଣୀ କ୍ଷମତା |
સુનાવણી કેન્દ્ર,ଶ୍ରବଣ କେନ୍ଦ୍ର
એકોસ્ટિક સમજૂતી,ଆକାଶବାଣୀ ବ୍ୟାଖ୍ୟା
એકોસ્ટિક કવર,ଶବ୍ଦ କଭର |
એકોસ્ટિક પ્રતિભાવ,ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |
એકોસ્ટિક ઘટક,ଆକାଶବାଣୀ ଉପାଦାନ |
એકોસ્ટિક વાહકતા,ଆକାଶବାଣୀ
એકોસ્ટિક ભીનાશ,ଆକାଶବାଣୀ ଡମ୍ପିଂ |
એકોસ્ટિક વિક્ષેપ,ଆକାଶବାଣୀ ବିଚ୍ଛେଦ |
સાઉન્ડ હેકર,ସାଉଣ୍ଡ ହ୍ୟାକର୍ |
ધ્વનિ ઊર્જા*,ଶବ୍ଦ ଶକ୍ତି *
એકોસ્ટિક ઊર્જા સમીકરણ,ଶବ୍ଦ ଶକ୍ତି ସମୀକରଣ |
એકોસ્ટિક સમીકરણ,ଆକାଶବାଣୀ ସମୀକରଣ |
એકોસ્ટિક પુનઃસ્થાપન,ଶବ୍ଦ ପୁନ st ସ୍ଥାପନ |
ક્લેડની આકાર,କ୍ଲାଡନି ଆକୃତି |
એકોસ્ટિક ફિલ્ટર,ଶବ୍ଦ ଫିଲ୍ଟର୍ |
અવાજ જનરેટર,ଶବ୍ଦ ଜେନେରେଟର
એકોસ્ટિક જાળી,ଆକାଶବାଣୀ
એકોસ્ટિક અવબાધ*,ଶବ୍ଦଗତ ପ୍ରତିରୋଧ *
એકોસ્ટિક જડતા,ଶବ୍ଦଗତ ନିଷ୍କ୍ରିୟତା |
એકોસ્ટિક તીવ્રતા,ଶବ୍ଦ ତୀବ୍ରତା |
એકોસ્ટિક હસ્તક્ષેપ મીટર,ଆକାଶବାଣୀ ବାଧା ମିଟର |
એકોસ્ટિક હસ્તક્ષેપ ડિટેક્ટર,ଆକାଶବାଣୀ ବାଧା ଚିହ୍ନଟକାରୀ |
એકોસ્ટિક લેન્સ,ଶବ୍ଦ ଲେନ୍ସ |
ધ્વનિ રેખા,ଧ୍ୱନି ରେଖା |
એકોસ્ટિક માસ,ଆକାଶବାଣୀ
એકોસ્ટિક સામગ્રી,ଶବ୍ଦ ପଦାର୍ଥ |
એકોસ્ટિક અર્થ મુક્ત માર્ગ,ଶବ୍ଦର ଅର୍ଥ ହେଉଛି ମୁକ୍ତ ପଥ |
એકોસ્ટિક મોડ,ଆକାଶବାଣୀ ମୋଡ୍ |
એકોસ્ટિક અવાજ,ଶବ୍ଦ ଶବ୍ଦ
એકોસ્ટિક ઓહ્મ*,ଆକାଶବାଣୀ ଓମ୍ *
"એકોસ્ટિક પેનલ, એકોસ્ટિક બોર્ડ","ଆକାଶବାଣୀ ପ୍ୟାନେଲ୍, ଆକାଶବାଣୀ ବୋର୍ଡ |"
એકોસ્ટિક તબક્કો સ્થિર,ଶବ୍ଦ ଚରଣ ସ୍ଥିର |
એકોસ્ટિક રીસીવર,ଆକାଶବାଣୀ
