Marathi,English
शांतता,Appeasement
अपील न्यायाधिकरण,Appellate tribunal
परिशिष्ट,Appendix
उपकरण,Appliance
लागू,Applicable
अर्जदार,Applicant
अर्ज,Application
अर्ज,Application form
लागू,Applied
अर्ज करा,Apply
नेमणूक,Appointee
अधिकाराची नेमणूक,Appointing authority
नियुक्ती,Appointment
नियुक्ती पत्र,Appointment letter
मंत्रिमंडळाची नेमणूक समिती,Appointments Committee of the Cabinet
वेतनाचे विभाजन,Apportionment of wages
मूल्यमापन,Appraisal
मूल्यांकनकर्ता,Appraiser
कौतुक,Appreciation
भीती,Apprehension
शिकाऊ उमेदवार,Apprentice
संपर्क साधा,Approach
योग्य,Appropriate
योग्य कृती,Appropriate action
योग्य डोके,Appropriate head
विनियोग,Appropriation
मान्यता,Approval
अंदाजे,Approximate
योग्यता चाचणी,Aptitude test
अनियंत्रित,Arbitrary
लवाद,Arbitrate
लवाद,Arbitration
लवाद न्यायाधिकरण,Arbitration tribunal
लवाद,Arbitrator
आर्किटेक्चर,Architecture
संग्रहण,Archives
क्षेत्र,Area
क्षेत्र मुख्यालय,Area headquarter
युक्तिवाद,Argument
उद्भवू,Arise
सशस्त्र सेना,Armed forces
व्यवस्था,Arrangement
थकबाकी,Arrear
थकबाकी विधान,Arrear statement
आगमन अहवाल,Arrival report
गर्विष्ठपणा,Arrogance
शस्त्रागार,Arsenal
लेख,Article
संघटनेचा लेख,Articles of association
लेख,Articles
चढत्या ऑर्डर,Ascending order
निश्चित करा,Ascertain
कोठे आहे,As is where is
पैलू,Aspect
भ्रष्टाचार,Aspersion
हत्या,Assassination
हल्ला,Assault
एकत्र करा,Assemble
असेंब्ली,Assembly
मान्यता,Assent
ठामपणे,Assert
निर्धारक,Assessee
मूल्यांकन,Assessment
मूल्यांकन वर्ष,Assessment year
मूल्यांकनकर्ता,Assessor
मालमत्ता,Assets
असिशात,Assignee
असाइनमेंट,Assignment
असाइनर,Assignor
सहाय्य,Assistance
सहयोगी,Associate
असोसिएशन,Association
शुल्काची धारणा,Assumption of charge
आश्वासन,Assurance
आश्वासन कंपनी,Assurance company
आश्वासन,Assure
सूट वर,At discount
अणु शक्ती,Atomic power
समम वर,At par
प्रीमियमवर,At premium
संलग्न करा,Attach
संलग्न कार्यालय,Attached office
संलग्नक,Attachment
संलग्नक ऑर्डर,Attachment order
प्राप्ती,Attainment
प्रयत्न,Attempt
उपस्थिती,Attendance
उपस्थिती नोंदणी,Attendance register
उपस्थिती स्लिप,Attendance slip
लक्ष,Attention
प्रमाणीकरण,Attestation
प्रमाणित प्रत,Attested copy
वृत्ती,Attitude
आकर्षक पगार,Attractive salary
लिलाव,Auction
लिलाव,Auctioneer
लिलाव विक्री,Auction sale
प्रेक्षक,Audience
ऑडिओ-व्हिज्युअल प्रदर्शन,Audio-visual display
ऑडिओ-व्हिज्युअल प्रसिद्धी,Audio-visual publicity
ऑडिट,Audit
ऑडिट खाती,Audited accounts
ऑडिट बॅलन्स शीट,Audited balance sheet
ऑडिटिंग,Auditing
ऑडिट आक्षेप,Audit objection
ऑडिटरचा अहवाल,Auditor's report
सभागृह,Auditorium
ऑडिट परिच्छेद,Audit paragraph
ऑडिट अहवाल,Audit report
कठोरता,Austerity
कठोरपणाचे उपाय,Austerity measures
अस्सल,Authentic
अधिकृत प्रतिनिधी,Authorised representative
अधिकृत,Authoritative
अधिकार,Authority
प्राधिकरण पत्र,Authority letter
अधिकृत,Authorized
अधिकृत भांडवल,Authorized capital
स्वयंचलित,Automatic
स्वायत्त,Autonomous
स्वायत्त शरीर,Autonomous body
स्वायत्तता,Autonomy
सहाय्यक,Auxiliary
उपलब्ध,Available
सरासरी,Average
सरासरी रजा,Average leave
प्रतिकार,Aversion
टाळतो,Avert
टाळा,Avoid
कर टाळणे,Avoidance of tax
प्रतीक्षा केली,Awaited
पुरस्कार,Award
पुरस्कार प्राधिकरण,Awarding authority
जागरूकता,Awareness
बॅकडेटेड,Backdated
पार्श्वभूमी,Background
परत लॉग,Back log
मागे होणे,Back out
परत संदर्भ,Back reference
बॅक अप,Back up
मागास वर्ग,Backward classes
मागास जमाती,Backward tribe
वाईट सौदा,Bad bargain
वाईट वागणं,Bad behaviour
वाईट वर्ण,Bad character
वाईट हवामान भत्ता,Bad climate allowance
वाईट आचरण,Bad conduct
वाईट कर्ज,Bad debt
सामान,Baggage
जामीन,Bail
शिल्लक,Balance
शिल्लक खाली आणले,Balance brought down
शिल्लक पुढे आणले,Balance brought forward
संतुलित बजेट,Balanced budget
शिल्लक पत्रक,Balance sheet
मतपत्रिका,Ballot
मतपेटी,Ballot box
मतपत्रिका,Ballot paper
बंदी,Ban
बँक,Bank
बँक खाते,Bank account
बँक बॅलन्स,Bank balance
बँक शुल्क,Bank charges
बँक हमी,Bank guarantee
बँक सुट्टी,Bank holiday
बँकिंग सुविधा,Banking facility
बँकिंग तास,Banking hours
बँकिंग व्यवहार,Banking transaction
बँक दर,Bank rate
बँक सलोखा,Bank reconciliation
दिवाळखोर,Bankrupt
बँक सुरक्षा,Bank security
बँक स्टेटमेंट,Bank statement
मेजवानी,Banquet
बार कौन्सिल,Bar council
सौदा,Bargain
बार्गेनिंग,Bargaining
नापीक जमीन,Barren land
बार्टर,Barter
पाया,Base
निराधार,Baseless
तळघर,Basement
बेस वर्ष,Base year
मूलभूत,Basic
मूलभूतपणे,Basically
मूलभूत बुद्धिमत्ता,Basic intelligence
मूलभूत वेतन,Basic pay
मूलभूत वेतन,Basic scale of pay
मूलभूत प्रशिक्षण,Basic training
आधार,Basis
बॅच,Batch
बिल्ला क्रमांक,Batch number
वाहक तपासणी,Bearer cheque
उद्धृत करण्यापूर्वी,Before cited
वर्तन,Behaviour
विश्वास,Belief
समम खाली,Below par
खंडपीठ,Bench
बेंचमार्क,Benchmark
फायदेशीर,Beneficial
लाभार्थी,Beneficiary
फायदा,Benefit
संशयाचा फायदा,Benefit of doubt
परोपकार,Benevolence
बेनिव्हॉलेंट फंड,Benevolent fund
निर्विकार,Bequeath
वकील,Bequest
शोक,Bereaved
सर्वोत्तम प्रयत्न,Best endeavours
बेटरमेंट,Betterment
पूर्वाग्रह,Bias
पक्षपाती मत,Biased opinion
ग्रंथसूची,Bibliography
द्विवार्षिक,Biennial
द्विपक्षीय,Bifurcate
बिगॅमी,Bigamy
द्विपक्षीय,Bilateral
द्विभाषिक,Bilingual
द्विभाषिक,Bicameral
बिल,Bill
विनिमयाची पावती,Bill of exchange
द्विपक्षीय अहवाल,Bimonthly report
बंधनकारक,Binding
बायोडाटा,Biodata
द्विपक्षीय,Bipartite
द्विपक्षीय करार,Bipartite agreement
वर्धापन दिन,Birth anniversary
जन्म प्रमाणपत्र,Birth certificate
जन्म नियंत्रण,Birth control
जन्मदिनांक,Birth date
जन्म ठिकाण,Birth place
जन्म दर,Birth rate
द्विपक्षीय,Biweekly
काळा अर्थव्यवस्था,Black economy
काळा यादी,Black list
ब्लॅकमेल,Blackmail
काळा बाजार,Black market
दोष,Blame
रिक्त तपासणी,Blank cheque
ब्लँकेट डील,Blanket deal
ब्लँकेट ऑर्डर,Blanket order
ब्लास्ट,Blast
मिश्रण,Blending
ब्लॉक,Block
नाकेबंदी,Blockade
अवरोधित भांडवल,Blocked capital
ब्लॉक लेटर,Block letter
रक्तदान,Blood donation
रक्त संबंध,Blood relations
ब्लू कॉलर जॉब,Blue collar job
ब्लूप्रिंट,Blueprint
ब्लफ,Bluff
बोर्ड,Board
बोर्डिंग आणि लॉजिंग,Boarding and lodging
संचालक मंडळ,Board of directors
महसूल मंडळ,Board of revenue
शरीर,Body
अंगरक्षक,Bodyguard
बोगस व्हाउचर,Bogus voucher
बोनाफाइड्स,Bonafides
बाँड,Bond
बंधनकारक कामगार,Bonded labour
बोनस,Bonus
बुकिंग कार्यालय,Booking office
बुक-कीपर,Book-keeper
पुस्तक ठेवणे,Book-keeping
पुस्तिका,Booklet
संदर्भ पुस्तक,Book of reference
पुस्तक मूल्य,Book value
बूथ,Booth
बूथ कॅप्चरिंग,Booth capturing
सीमा भत्ता,Border allowance
सीमारेषा,Border line
कर्जदार,Borrower
कर्ज घेण्याची शक्ती,Borrowing power
बॉस,Boss
अडथळा,Bottleneck
कंस,Bracket
सीमा,Boundary
बहिष्कार,Boycott
बुध्दीमानांची गळती,Brain drain
शाखा कार्यालय,Branch office
उल्लंघन,Breach
कराराचा भंग,Breach of agreement
आत्मविश्वासाचा भंग,Breach of confidence
करारभंग,Breach of contract
शिस्तीचा भंग,Breach of discipline
कायद्याचा भंग,Breach of law
शांततेचा भंग,Breach of peace
विशेषाधिकार उल्लंघन,Breach of privilege
वचन उल्लंघन,Breach of promise
नियम उल्लंघन,Breach of rule
विश्वास उल्लंघन,Breach of trust
ब्रेक,Breakage
यंत्रातील बिघाड,Break down
सेवेत ब्रेक,Break in service
ब्रेक-अप,Break-up
प्रजनन,Breed
लाच,Bribe
संक्षिप्त,Brief
संक्षिप्त,Briefing
संक्षिप्त सारांश,Brief resume
चमकदार रेकॉर्ड,Brilliant record
लक्षात घ्या,Bring into notice
प्रसारण,Broadcast
ब्रॉडशीट,Broadsheet
माहितीपत्रक,Brochure
दलाली,Brokerage
पुढे आणले (बी/एफ),Brought forward (b/f)
अर्थसंकल्प वाटप,Budget allocation
बगेटरी कंट्रोल,Bugetary control
अर्थसंकल्प अंदाज,Budget estimate
अर्थसंकल्प तरतूद,Budget provision
इमारत,Building
बल्क,Bulk
मोठ्या प्रमाणात खरेदी,Bulk purchase
बुलेटिन,Bulletin
बम्पर पीक,Bumper crop
रिक्त जागा,Bunching of vacancies
बंगळ,Bungling
नोकरशाही,Bureaucracy
नोकरशाही,Bureaucrat
व्यवसाय वर्ग,Business class
व्यवसाय तास (= व्यवसायाचे तास),Business hours (= hours of business)
व्यापारी,Businessman
परत खरेदी,Buy-back
खरेदीदार,Buyer
बाय निवडणूक (= निवडणुकीद्वारे),Bye election (=by election)
हाताने तयार केलेल्या,By hand
पोस्टाने,By post
केबिन बॅगेज,Cabin baggage
कपाट,Cabinet
केडर,Cadre
आपत्ती,Calamity
गणना,Calculation
कॅलेंडर वर्ष,Calendar year
मोहीम,Campaign
कॅम्पस,Campus
कॅम्पस मुलाखत,Campus interview
रद्द करा,Cancel
रद्द,Cancellation
उमेदवार,Candidate
उमेदवारी,Candidature
कॅनव्हासिंग,Canvassing
क्षमता,Capability
सक्षम,Capable
क्षमता,Capacity
भांडवल,Capital
भांडवली खर्च,Capital expenditure
फाशीची शिक्षा,Capital punishment
कॅपिटेशन फी,Capitation fee
कॅप्चर,Capture
काळजी,Care
करिअर,Career
करिअर विकास,Career development
काळजीवाहू सरकार,Caretaker government
पुढे नेले (सी/एफ),Carried forward (c/f)
पुढे जा,Carry forward
वाहून नेणारा खर्च,Carrying cost
वर जा,Carry over
कार्टेज,Cartage
केस,Case
केस स्टडी,Case study
रोख,Cash
रोख शिल्लक,Cash balance
रोख पुस्तक,Cash book
रोख कार्ड,Cash card
रोख प्रमाणपत्र,Cash certificate
रोख काउंटर,Cash counter
नगदी पिक,Cash crop
रोख सूट,Cash discount
कॅश डाउन,Cash down
हातात रोख,Cash in hand
रोख मेमो,Cash memo
रोख देय,Cash payment
जात,Caste
जातीचे प्रमाणपत्र,Caste certificate
कास्टिंग मत,Casting vote
प्रासंगिक,Casual
प्रासंगिक कामगार,Casual labour
प्रासंगिक रजा,Casual leave
कॅज्युअल्टी,Casualty
प्रासंगिक रिक्त जागा,Casual vacancy
कॅटलॉग,Catalogue
वर्गीकरण,Categorical
वर्ग,Category
केटरिंग सेवा,Catering service
सावधगिरी,Caution
सावधगिरीचे पैसे,Caution money
आग बंद करा,Cease fire
"कमाल मर्यादा (""किंमत"" म्हणून)","Ceiling (as of ""price"")"
उत्सव,Celebration
सेल फोन,Cell phone
सेन्सॉर,Censor
सेन्सॉर,Censure
सेन्सॉर मोशन,Censure motion
जनगणना,Census
मध्यवर्ती उपकर,Central cess
केंद्रीय नागरी सेवा नियम,Central civil service  rules
केंद्रीय उत्पादन शुल्क,Central excise
केंद्र सरकार,Central government
केंद्रीकरण,Centralization
केंद्रीकृत सेवा,Centralized service
मध्यवर्ती अनुदानीत योजना,Centrally funded scheme
मध्यवर्ती प्रायोजित योजना,Centrally sponsored scheme
मध्यवर्ती कार्यालय,Central office
मध्यवर्ती महसूल,Central revenues
केंद्रीय विक्री कर,Central sales tax
मध्य,Centre
शतक,Century
अन्नधान्य,Cereal
फेरेलिस्ट,Cerealist
औपचारिक परेड,Ceremonial parade
सोहळा,Ceremony
प्रमाणपत्र,Certificate
फिटनेसचे प्रमाणपत्र,Certificate of fitness
पोस्टिंगचे प्रमाणपत्र,Certificate of posting
सेवेचे प्रमाणपत्र,Certificate of service
प्रमाणपत्र,Certification
प्रमाणित प्रत,Certified copy
प्रमाणित करा,Certify
सेस,Cess
विराम,Cessation
साखळी,Chain
अध्यक्ष/अध्यक्ष,Chairman/chairperson
चालान,Challan
आव्हान,Challenge
खोली,Chamber
चेंबर ऑफ कॉमर्स,Chamber of commerce
बदला,Change
अनागोंदी,Chaos
धडा,Chapter
चारित्र्य हत्या,Character assassination
वर्ण प्रमाणपत्र,Character certificate
शुल्क,Charge
मालमत्तेवर शुल्क आकार,Charge over property
शुल्क पत्रक,Charge sheet
धर्मादाय,Charitable
धर्मादाय संस्था,Charity
चार्ट,Chart
सनद,Charter
Chasis संख्या,Chasis number
फसवणूक,Cheating
तपासा,Check
यादी तपासा,Check list
पोस्ट तपासा,Check post
केमिस्ट,Chemist
धनादेश,Cheque
LET तपासा,Cheque let
प्रमुख,Chief
मुले शिक्षण भत्ता,Children education allowance
मुलाचे शोषण,Child exploitation
बाल मजूर,Child labour
बाल कल्याण,Child welfare
जुनाट,Chronic
कालक्रमानुसार ऑर्डर (= कालक्रमानुसार),Chronological order(=chronological sequence)
मंडळ,Circle
सर्किट हाऊस,Circuit house
परिपत्रक (= परिपत्रक पत्र),Circular (=circular letter)
अभिसरण,Circulation
परिस्थिती,Circumstance
परिस्थितीजन्य पुरावा,Circumstantial evidence
उद्धरण,Citation
नागरिकत्व,Citizenship
शहर भरपाई भत्ता,City compensatory allowance
नागरी सुविधा,Civic amenities
दिवाणी,Civil
नागरी संहिता,Civil code
नागरी सुरक्षा,Civil defence
दिवाणी यादी,Civil list
नागरी विवाह,Civil marriage
नागरी प्रक्रिया कोड,Civil procedure code
नागरी सेवा,Civil service
दिवाणी खटला,Civil suit
नागरी पुरवठा,Civil supplies
नागरी युद्ध,Civil war
हक्क,Claim
दावेकर्ता,Claimant
हक्क फॉर्म,Claim form
परताव्यासाठी हक्क,Claim for refund
स्पष्टीकरण,Clarification
वर्ग,Class
वर्गीकृत जाहिरात,Classified advertisement
वर्गीकृत कागदपत्रे,Classified documents
वर्गीकृत माहिती,Classified information
वर्गीकरण,Classify
वर्गाच्या दिशेने,Classwise
कलम,Clause
क्लीयरन्स,Clearance
स्पष्ट रिक्तता,Clear vacancy
कारकुनी,Clerical
कारकुनी संवर्ग,Clerical cadre
कारकुनी त्रुटी,Clerical error
कारकुनी कर्मचारी,Clerical staff
कारकुनी काम,Clerical work
ग्राहक,Client
क्लोक रूम,Cloak room
वर्ष बंद,Close of the year
अंतिम शिल्लक,Closing balance
बंद होण्याची तारीख,Closing date
बंद,Closure
सुगावा,Clue
को ('सह-अध्यक्ष' प्रमाणे),Co (as in 'co-chairman')
सह-आरोपी,Co-accused
कोचिंग,Coaching
युती सरकार,Coalition government
कोड,Code
कोड क्रमांक,Code number
आचारसंहिता,Code of conduct
कोड शब्द,Code word
कोडिंग,Coding
जबरदस्ती,Coercion
सह-अस्तित्व,Co-existence
संज्ञानात्मक,Cognizable
संज्ञानात्मक गुन्हा,Cognizable offence
संज्ञान,Cognizance
योगायोग,Coincidence
सहयोग,Collaboration
संपार्श्विक सुरक्षा,Collateral security
सहकारी,Colleague
सामूहिक,Collective
सामूहिक जबाबदारी,Collective responsibility
जिल्हाधिकारी,Collectorate
सहकार्य,Collusion
कॉलनी,Colony
रंग अंधत्व,Colour blindness
स्तंभ,Column
कॉम्बिंग ऑपरेशन,Combing operation
आज्ञा,Command
स्मारक,Commemoration
कौतुकास्पद,Commendable
अनुरुप,Commensurate
भाष्य,Commentary
टिप्पण्या,Comments
वाणिज्य,Commerce
व्यावसायिक ब्रेक,Commercial break
कमिशन,Commission
कमिशनिंग,Commissioning
वचनबद्ध,Commit
वचनबद्धता,Commitment
वस्तू,Commodity
सामान्य,Common
जातीय,Communal
जातीय सामंजस्य,Communal harmony
संप्रेषण,Communicate
संप्रेषण,Communication
संप्रेषण अंतर,Communication gap
संवाद,Communique
समुदाय,Community
समुदाय केंद्र,Community centre
समुदाय विकास प्रकल्प,Community development project
समुदाय सेवा,Community service
प्रवास,Commutation
रजेची रजा,Commuted leave
कमिशन मूल्य,Commuted value
तुलना,Comparison
करुणा,Compassion
दयाळू मैदान,Compassionate ground
दयाळू रजा,Compassionate leave
सुसंगत,Compatible
सक्ती करा,Compel
संकलन,Compendium
भरपाई,Compensation
भरपाई भत्ता,Compensatory allowance
भरपाईची रजा,Compensatory leave
क्षमता,Competence
सक्षम,Competent
सक्षम प्राधिकरण,Competent authority
स्पर्धा,Competition
स्पर्धात्मक परीक्षा,Competitive examination
संकलन,Compilation
तक्रार,Complaint
तक्रार पुस्तक,Complaint book
पूरक,Complement
पूरक,Complementary
पूर्ण,Complete
पूर्ण प्रमाणपत्र,Completion certificate
अनुपालन,Compliance
क्लिष्ट,Complicated
प्रशंसा,Compliment
मानार्थ प्रत,Complimentary copy
त्याचे पालन करा,Comply with
संमिश्र संस्कृती,Composite culture
रचना,Composition
सर्वसमावेशक,Comprehensive
व्यापक विमा,Comprehensive insurance
तडजोड,Compromise
अनिवार्य,Compulsory
अनिवार्य सेवानिवृत्ती,Compulsory retirement
संगणक,Computer
संगणक केंद्र,Computer centre
संगणक अनुकूल,Computer friendly
संगणकीकरण,Computerization
संगणक भाषा,Computer language
संगणक साक्षरता,Computer literacy
संकल्पना,Concept
चिंता,Concern
सवलत,Concession
सवलत दर,Concessional rate
सवलत प्रमाणपत्र,Concession certificate
सामंजस्य,Conciliation
समालोचन टीका,Concluding remarks
निष्कर्ष,Conclusion
निर्णायक,Conclusive
सहमत,Concur
एकमत,Concurrence
निषेध,Condemn
परिस्थिती,Condition
सशर्त,Conditional
सशर्त स्वीकृती,Conditional acceptance
कराराच्या अटी,Conditions of contract
सेवेच्या अटी,Conditions of service
शोक,Condolence
कंडेन,Condone
आचरण,Conduct
नियम आयोजित करा,Conduct rules
परिषद,Conference
विचारविनिमय कक्ष,Conference room
कॉन्फरन्सिंग सुविधा,Conferencing facility
प्रदान करा,Confer
गोपनीय,Confidential
बंदी,Confinement
पुष्टी,Confirm
पुष्टीकरण,Confirmation
सेवेची पुष्टीकरण,Confirmation of service
पुष्टीकरण ऑर्डर,Confirmation order
जप्ती,Confiscation
संघर्ष,Conflict
विरोधाभासी दृश्ये,Conflicting views
अनुरूपता,Conformity
अभिनंदन,Congratulation
कनेक्शन,Connection
एकत्रिकरण,Connivance
विवेक,Conscience
एकमत,Consensus
संमती,Consent
परिणाम,Consequence
परिणामी,Consequent
संवर्धन,Conservation
विचार झोन,Consideration zone
माल,Consignee
माल,Consignment
माल नोट,Consignment note
सातत्य,Consistent
एकत्रित निधी,Consolidated fund
एकत्रित वेतन,Consolidated pay
एकत्रित विधान,Consolidated statement
एकत्रीकरण,Consolidation
स्पष्ट,Conspicuous
षडयंत्र,Conspiracy
स्थिर,Constant
मतदारसंघ,Constituency
घटक,Constituent
घटना,Constitution
मर्यादा,Constraint
बांधकाम,Construction
सल्लागार,Consultant
सल्लामसलत,Consultation
सल्लामसलत समिती,Consultative committee
उपभोग्य आयटम,Consumable item
वापर,Consume
ग्राहकांचा माल,Consumer's goods
ग्राहक मंच/परिषद,Consumer forum/council
ग्राहक अभिमुखता,Consumer orientation
वापर,Consumption
संपर्क,Contact
संपर्क कार्यक्रम,Contact programme
संसर्गजन्य रोग,Contagious disease
समाविष्ट करा,Contain
चिंतन,Contemplate
समकालीन,Contemporary
न्यायालयाचा अवमान,Contempt of court
वाद,Contention
सामग्री,Contents
स्पर्धा,Contest
संदर्भ,Context
आकस्मिकता,Contingencies
आकस्मिकता,Contingency
आकस्मिक भत्ता,Contingency allowance
आकस्मिक निधी,Contingency fund
