Bengali,Assamese
ভিজিটর ত্রুটি,দৰ্শকৰ ভুল
সমন্বয়,সমন্বয়
পুঞ্জীভূত,সঞ্চিত কৰা হৈছে
"accumulation, accumulation","সঞ্চয়, সঞ্চয়"
সঞ্চয়কারী,এক্যুলেটৰ
সঠিকতা,শুদ্ধতা
বাস্তবতা,বাস্তৱতা
অ্যাক্রোমেটিক লেন্স,ৰঙীন লেন্স
অ্যাক্রোমেটিক,achromatic
বর্ণহীনতা,achromaticity
শাব্দিক,একাউষ্টিক
শব্দরোধী,শব্দ নিবাৰণ
শাব্দিক ফোনন,একাউষ্টিক ফ&#39;নন
শব্দ ইউনিট,শব্দ একক
শাব্দিক,একাউষ্টিক
শব্দ জেনারেটর,শব্দ উৎপাদক
কর্ম এবং প্রতিক্রিয়া,ক্ৰিয়া আৰু প্ৰতিক্ৰিয়া
সক্রিয়করণ,সক্ৰিয়কৰণ
অ্যাক্টিভেশন শক্তি,সক্ৰিয়কৰণ শক্তি
"সক্রিয়কারী, সক্রিয়কারী","সক্ৰিয়কৰ্তা, সক্ৰিয়কৰ্তা"
সক্রিয়,সক্ৰিয়
সক্রিয়তা,সক্ৰিয়তা
প্রকৃত চাপ,প্ৰকৃত মানসিক চাপ
ফিসফিস,ফুচফুচাই কোৱা
যোগফল,সামৰণিত
"যোগফল, যোগ, সমষ্টি (সম্পাদনা), যোজক (v.)","যোগ, যোগ, সমষ্টি (ed.), যোগ (v.)"
"সংযোজক স্বর, অতিরিক্ত স্বর (স্বর)","সংযোগী সুৰ, অতিৰিক্ত সুৰ (স্বৰ)"
সংযোজনকারী,যোগকৰণ
আনুগত্য,আঠাযুক্ততা
আঠালো শক্তি,আঠাযুক্ত শক্তি
adiabat,আদিয়াবাট
adiabatic,adiabatic
তাপ নিরোধক,তাপ নিৰোধক
সংযুক্তি,সংলগ্ন কৰা হৈছে
সামঞ্জস্যযোগ্য,নিয়ন্ত্ৰণযোগ্য
অনুপ্রবেশ,ভেদ
শোষণ,শোষণ
এগিয়ে,আগলৈ
প্রগতিশীল,প্ৰগতিশীল
"আকাশী, ভাইভা (v.), বায়বীয় (ed.)","আকাশী, বায়ু (v.), আকাশী (ed.)"
অ্যান্টেনা প্রবাহ,এন্টেনা ষ্ট্ৰিম
বায়বীয় জরিপ,আকাশী জৰীপ
বায়ু বেগ,বায়ুৰ বেগ
এরোডাইনামিক সহগ,বায়ুগতিশীল সহগ
এরোডাইনামিক,বায়ুগতিবিদ্যা
বায়ুগতিবিদ্যা,বায়ুগতিবিদ্যা
বৈমানিক,এৰোনটিকেল
বৈমানিক,এৰোনটিক্স
বায়ু নাড়ি,বায়ুৰ স্পন্দন
"বায়ুমণ্ডল, গ্যাসোস্ফিয়ার","বায়ুমণ্ডল, গেছ&#39;স্ফিয়াৰ"
ফোকাস সিস্টেম,ফোকাচ চিষ্টেম
পিছনে ইগনিশন,বেক ইগনিচন
পিছনের আলো,বেক লাইট
আঘাত,জোকাৰণি
"বয়স, বয়স, বয়স, যুগ (সম্পাদনা), সময়কে প্রভাবিত করতে (ভার।), সময়, সময়ের দ্বারা প্রভাবিত হওয়া","বয়স, বয়স, বয়স, যুগ (ed.), সময়ক প্ৰভাৱিত কৰা (ver.), সময়, সময়ৰ দ্বাৰা প্ৰভাৱিত হোৱা"
সময় প্রভাবিত,সময় প্ৰভাৱিত
"বার্ধক্য, বার্ধক্য","বয়স বৃদ্ধি, বয়স বৃদ্ধি"
সময়ের প্রভাব,সময়ৰ প্ৰভাৱ
সময় প্রভাব পরীক্ষা,সময় প্ৰভাৱ পৰীক্ষা
মাধ্যাকর্ষণহীন,মাধ্যাকৰ্ষণহীন
পুনর্মিলন,মিলন
"বায়ুবাহিত রাডার, বায়বীয় রাডার","বায়ুমণ্ডলীয় ৰাডাৰ, আকাশী ৰাডাৰ"
"বায়বীয় লক্ষ্য, বায়বীয় লক্ষ্য","আকাশী লক্ষ্য, আকাশী লক্ষ্য"
বায়ু শ্বাসযন্ত্র,বায়ু শ্বাসযন্ত্ৰ
এয়ার কন্ডিশনিং,এয়াৰ কণ্ডিচনাৰ
এয়ারক্রু ট্রান্সফরমার,এয়াৰক্ৰু ট্ৰেন্সফৰ্মাৰ
বিমান,বিমান
প্রান্তিককরণ,প্ৰান্তিককৰণ
প্রান্তিককরণ ত্রুটি,প্ৰান্তিককৰণৰ ভুল
লাইভ সার্কিট,লাইভ চাৰ্কিট
সম্পূর্ণ কাচের টিউব,সম্পূৰ্ণ কাঁচৰ নলী
পুরো ধাতব টিউব,গোটেই ধাতুৰ নলী
ঠিক করতে,ঠিক কৰা
"মিসরাতু (সম্পাদনা), মিশ্রাতভান (ক্রি.)","মিশ্ৰতু (সম্পা.), মিশ্ৰত্বন (ক্ৰ.)"
mishratvan,মিশ্ৰত্ৱন
সর্বব্যাপী মাধ্যম,সৰ্বব্যাপী মাধ্যম
ওমনি অ্যান্টেনা,omni এন্টেনা
পঞ্জিকা,আলমানাক
আলফা,আলফা
আলফা-ক্রিয়াকলাপ,আলফা-কাৰ্য্যকলাপ
আলফানিউমেরিক,আলফানিউমেৰিক
আলফা রশ্মি,আলফা ৰশ্মি
পরিবর্তন,সলা
"বিকল্প, বিকল্প","বিকল্প, বিকল্প"
বিকল্প,অলটাৰেটৰ
altimeter,উচ্চতামাপক
altimeter,উচ্চতামাপক
অলটাইমেট্রি,উচ্চতা মাপকাঠী
"উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা","উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা"
অ্যারিথমেটিক রিজনিং ইউনিট (ALU),গাণিতিক যুক্তি একক (ALU)
amaget নিয়ম,amaget নিয়ম
পরিবেশ,পৰিৱেশ
অ্যামিক্রন,amicron
অ্যামিটার,এমিটাৰ
অ্যাম্পিয়ার,এম্পিয়াৰ
অ্যাম্পিয়ার-ল,এম্পিয়াৰ-আইন
উভচর আয়ন,উভচৰ আয়ন
পরিবর্ধন,এম্প্লিফিকেশন
পরিবর্ধক,এম্প্লিফায়াৰ
"কোণ, মাত্রা","কোণ, মাত্ৰা"
ক এম.উ. (পারমাণবিক ভর একক),ক. এম ইউ. (পাৰমাণৱিক ভৰ একক)
উপযুক্ত,উপযুক্ত
সাদৃশ্য,উপমা
বিশ্লেষক,বিশ্লেষক
বিশ্লেষণ,বিশ্লেষণ
বিশ্লেষণাত্মক,বিশ্লেষণাত্মক
অ-বিন্দু,নন-পইন্ট
অস্বাভাবিক,অস্বাভাৱিক
এবং দরজা,আৰু দুৱাৰ
অ শাব্দিক,অ-ধ্বনিযুক্ত
অস্বাভাবিক স্থিতিস্থাপকতা,বিষম স্থিতিস্থাপকতা
নির্জল,জলহীন
কোণ,কোণ
অ্যাংস্ট্রম ইউনিট,angstrom একক
কৌণিক,কৌণিক
প্রটেক্টর ভার্নিয়ার,প্ৰট্ৰেক্টৰ vernier
বিতর্কিত,বিতৰ্কহীন
অসম্মান,অসন্মানজনক
অ্যাক্রোম্যাটিক চুম্বকীয়করণ,ৰঙীন চুম্বকীয়কৰণ
শিথিল,শিথিলতা
anion,এনিয়ন
অপ্রতিসম,অসমতাপূৰ্ণ
আইসোট্রপিক,সমতলীয়
আইসোট্রপিজম,সমচক্ৰীয়তা
মুছে ফেলা,মচি পেলোৱা
বর্ণনাকারী,ষড়যন্ত্ৰকাৰী
অ্যানোড,এনোড
anodization,এনোডাইজেচন
অসামঞ্জস্যপূর্ণ,অসামঞ্জস্যপূৰ্ণ
অপটিক্যাল সিস্টেম,অপটিকেল চিষ্টেম
অ্যান্টেনা,এন্টেনা
antiberion,এন্টিবেৰিয়ান
বিরোধী বন্ধন সম্পত্তি,এন্টি-বণ্ডিং বৈশিষ্ট্য
পাল্টা বন্ড,কাউণ্টাৰ বণ্ড
বিপরীত শক্তি,ৰিভাৰ্ছ পাৱাৰ
ডায়ম্যাগনেটিক,ডাইমেগনেটিক
ডায়ম্যাগনেটিক উপাদান,ডাইমেগনেটিক পদাৰ্থ
প্রদাহ বিরোধী,এন্টি-ইনফ্লেমেটৰী
বিরোধী মাধ্যাকর্ষণ,এন্টিগ্ৰেভিটি
antilamda কণা,এন্টিলামডা কণা
এলিলেপ্টন,এলিলেপ্টন
ডায়ম্যাগনেটিক,ডাইমেগনেটিক
প্রতিপদার্থ,এন্টিমেটাৰ
ক্ষেপণাস্ত্র বিরোধী,এন্টি মিছাইল
অ্যান্টিনিউট্রন,এন্টিনিউট্ৰন
স্পন্দনশীল,স্পন্দনশীল
অ্যান্টিনিউক্লিয়ন,এন্টিনিউক্লিয়ন
প্রতিকণা,এন্টিপাৰটিকেল
অ্যান্টিপ্রোটন,এন্টিপ্ৰ&#39;টন
প্রতিফলক,এন্টিৰিফ্লেক্টিভ
প্রতিসম,এন্টিসিমেট্ৰিক
অ পুনরাবৃত্ত,non recurring
anachronism,এনাক্ৰ&#39;নিজম
ছিদ্রযুক্ত স্ক্যানিং ডিস্ক,ছিদ্ৰযুক্ত স্কেনিং ডিস্ক
দ্বারক,দ্বাৰক
"শীর্ষ, শীর্ষ, সামনে","ওপৰ, ওপৰ, সন্মুখ"
"সূর্য উচ্চ, সূর্য উচ্চ, অপ্সর","সূৰ্য্য উচ্চ, উচ্চ সূৰ্য্য"
উদাসীন লেইস,উদাসীন জৰী
অ করুণ,অকৰুণ
অ-অক্ষমতা,অ-অক্ষমতা
খুব অ্যাক্রোমেটিক,অতি ৰংহীন
"land-high, apogee","ভূমি-উচ্চ, apogee"
"nonpolar, circumpolar","অমেৰু, বৃত্তাকাৰ"
parapolarity,পেৰাপোলাৰিটি
যন্ত্র,সঁজুলি
"ভার্চুয়াল, ভিজ্যুয়াল","ভাৰ্চুৱেল, দৃশ্যমান"
দৃশ্যমান সূর্য,দৃশ্যমান সূৰ্য্য
চাক্ষুষ সময়,দৃশ্যমান সময়
উদ্ভূত চেহারা,উদীয়মান ৰূপ
আবেদন,দৰ্খাস্ত
প্রযোজ্যতা,প্ৰযোজ্যতা
প্রয়োগ করা,প্ৰয়োগ কৰা হৈছে
পর্যবেক্ষণযোগ্য,পৰ্যবেক্ষণযোগ্য
পন্থা,পদ্ধতি
"কাছাকাছি, প্রায়","ওচৰত, প্ৰায়"
অনুমান,আনুমানিককৰণ
বাষ্পের চাপ,বাষ্পৰ চাপ
স্বেচ্ছায়,স্বেচ্ছামূলক
"চাপ চুল্লি, চাপ চুল্লি","চাপ চুলা, চাপ চুলা"
আর্কিমিডিসের আইন,আৰ্কিমিডিছৰ নিয়ম
স্থাপত্য শাব্দবিদ্যা,স্থাপত্যৰ ধ্বনিবিজ্ঞান
চাপ বাতি,চাপ লেম্প
আর্ক-স্পেকট্রাম,চাপ-বৰ্ণালী
"এলাকা, এলাকা","এলেকা, এলেকা"
"আঞ্চলিক, আঞ্চলিক","আঞ্চলিক, আঞ্চলিক"
"হাত, বাহু, শাখা","বাহু, বাহু, শাখা"
অপেশাদার,অপেশাদার
"অ্যারে, অ্যারে","এৰে, এৰে"
রিসিভার,ৰিচিভাৰ
উচ্চারণ স্বচ্ছতা,উচ্চাৰণৰ স্পষ্টতা
সিন্থেটিক,কৃত্ৰিম
কৃত্রিম রূপান্তর,কৃত্ৰিম ৰূপান্তৰ
আরোহী,আৰোহী
আরোহণ,আৰোহণ
আরোহণ,বগাই যোৱা
আগলি,আগোলি
সমষ্টি,একত্ৰীকৰণ
এর সেট,set of
"সমাবেশ, সমাবেশ","একত্ৰিত কৰা, একত্ৰিত কৰা"
"একত্রিত করা, একত্রিত করা, একত্রিত করা","একত্ৰিত কৰা, একত্ৰিত কৰা, একত্ৰিত কৰা"
নির্ভুল অনুমান,নিখুঁত অনুমান
নির্দিষ্ট (কোয়ান্টাম সংখ্যার) স্পেসিফিকেশন,নিৰ্দিষ্ট (কোৱাণ্টাম সংখ্যাৰ) ধাৰ্য্যকৰণসমূহ
"সম্পর্কিত, সহযোগী, সংঘবদ্ধ","সম্পৰ্কীয়, সংযুক্ত, সংযুক্ত"
স্বরধ্বনি,স্বৰধ্বনি
স্বয়ংক্রিয় মাল্টিভাইব্রেটর,স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ
অ্যাস্থেনিক,এষ্টেনিক
"পরিহার, দৃষ্টিভঙ্গি","বিৰতি, দৃষ্টিশক্তি"
মহাকাশ ভ্রমণ ইলেকট্রনিক্স,মহাকাশ ভ্ৰমণ ইলেক্ট্ৰনিকছ
জ্যোতির্পদার্থবিদ্যা,জ্যোতিৰ্পদাৰ্থ বিজ্ঞান
মহাকাশচারী,মহাকাশচাৰী
জ্যোতির্বিজ্ঞানী,জ্যোতিৰ্বিজ্ঞানী
স্বর্গীয়,আকাশী
জ্যোতির্বিদ্যা,জ্যোতিৰ্বিজ্ঞান
জ্যোতির্পদার্থবিদ্যা,জ্যোতিৰ্পদাৰ্থ বিজ্ঞান
অপ্রতিসম,অসমতাপূৰ্ণ
অ্যাসিম্পোটিক,এছিম্পটটিক
উত্তেজক,গুৰুতৰ কৰি তোলা
অ্যাসিঙ্ক্রোনাস,এচিনক্ৰ&#39;নাছ
"বায়ুমণ্ডল, বায়ুমণ্ডল","বায়ুমণ্ডল, বায়ুমণ্ডল"
বায়ুমণ্ডলীয়,বায়ুমণ্ডলীয়
বায়ু অশান্তি,বতাহৰ অস্থিৰতা
পারমাণবিক,পাৰমাণৱিক
পারমাণবিক,পাৰমাণৱিক
পারমাণবিকতা,পাৰমাণৱিকতা
পারমাণবিক ভর,পাৰমাণৱিক ভৰ
পারমাণবিক সংখ্যা,পাৰমাণৱিক সংখ্যা
"পারমাণবিক চুল্লি, পারমাণবিক গাদা","নিউক্লিয়াৰ ৰিয়েক্টৰ, নিউক্লিয়াৰ পাইল"
পারমাণবিক,পাৰমাণৱিক
কণা,কণা
কণা,কণা
ক্ষয়,"attenuation, ক্ষীণকৰণ"
"attenuating, attenuating","attenuating, ক্ষীণ কৰা"
কবজ,আকৰ্ষণ
আকর্ষণ শক্তি,আকৰ্ষণৰ বল
শ্রবণযোগ্যতা,শ্ৰৱণ ক্ষমতা
অডিও ফ্রিকোয়েন্সি পরিবর্ধক,অডিঅ&#39; ফ্ৰিকুৱেন্সি এম্প্লিফায়াৰ
শ্রবণযোগ্য,শ্ৰৱণযোগ্য
অডিও জেনারেটর,অডিঅ&#39; জেনেৰেটৰ
শ্রবণযোগ্যতা গ্রাফ,শ্ৰৱণ ক্ষমতা গ্ৰাফ
শ্রবণ বিজ্ঞান,শ্ৰৱণ বিজ্ঞান
অডিওমিটার,অডিঅ&#39;মিটাৰ
শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর,শ্ৰৱণযোগ্য কম্পাঙ্ক দোলক
শব্দ সংকেত,শব্দ সংকেত
অডিও-ভিজ্যুয়াল,দৃশ্য-শ্ৰাব্য
"অডিটোরিয়াম, অডিটোরিয়াম","অডিটৰিয়াম, অডিটৰিয়াম"
ওজেড ইফেক্ট,OZ প্ৰভাৱ
পদোন্নতি,প্ৰচাৰ
বর্ধক,এনহান্সাৰ
মেরু শিখা,মেৰু শিখা
দক্ষিণ মেরু শিখা,দক্ষিণ মেৰু শিখা
উত্তর মেরু শিখা,উত্তৰ মেৰু শিখা
স্বয়ংক্রিয় সতর্কতা,স্বয়ংক্ৰিয় সতৰ্কবাণী
স্বয়ংক্রিয় সমান্তরালকারী,অটো সমান্তৰালকাৰী
"স্বয়ংক্রিয়, স্বয়ংক্রিয়, স্বয়ংক্রিয়","স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়"
"অটোমেশন, অটোমেশন","স্বয়ংক্ৰিয়কৰণ, স্বয়ংক্ৰিয়কৰণ"
"সহকারী, সমবায়, অতিরিক্ত","সহায়ক, সমবায়, অতিৰিক্ত"
"অবদাভা, তুষারপাত","অৱদাভা, হিমস্খলন"
"মানে, মানে","mean, mean"
পরিবার,পৰিৱৰণ
অক্ষীয়,অক্ষীয়
অক্ষ,অক্ষ
আজিমুথ,এজিমুথ
আজিমুথ,এজিমুথ
পেছনে,পিছলৈ
"পটভূমি, পটভূমি","পটভূমি, পটভূমি"
"পশ্চাৎপদ, পশ্চাৎপদ","পিছপৰা, পিছপৰা"
পরিবর্তন,ঘুৰা
ব্যাক ভোল্টেজ পালসার,বেক ভল্টেজ পালছাৰ
সম্পর্ক পরবর্তী,সম্পৰ্কৰ পিছৰ
প্রতিদান,ৰিইম্বৰ্চেমেণ্ট
বিরোধী ভোল্টেজ,এন্টি ভল্টেজ
পোস্টেরিয়র স্ক্যাটারিং,পশ্চাৎ বিক্ষিপ্ততা
অন্তর্বর্তী তরঙ্গ,অন্তৰ্স্থলীৰ তৰংগ
অন্তরক,ইনচুলেটৰ
প্যারাশুট জাম্প,পেৰাচুট জাম্প
গরম করার,উত্তাপন কৰা
"ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য","ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য"
ব্যালেন্সার,বেলেন্সাৰ
ভারসাম্য,ভাৰসাম্যতা বজাই ৰখা
গ্লাবুল,গ্ল&#39;বুল
"ব্যালিস্টিক, ব্যালিস্টিক","বেলিষ্টিক, বেলিষ্টিক"
"প্রজেকশন গ্যালভানোমিটার, প্রজেকশন গ্যালভানোমিটার","প্ৰজেকচন গেলভেন’মিটাৰ, প্ৰজেকচন গেলভেন’মিটাৰ"
মিসাইল,মিছাইল
"ব্যালিস্টিক, অস্ত্র","বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ"
অভিক্ষেপ,প্ৰক্ষেপণ
বিনামূল্যে পথচলা,মুক্ত ট্ৰেজেক্টৰী
"বেলুন, বেলুন","বেলুন, বেলুন"
balmer discontinuity,বালমাৰ বিচ্ছিন্নতা
"ব্যান্ড, ব্যান্ড, ব্যান্ড","বেণ্ড, বেণ্ড, বেণ্ড"
বিস্ফোরণ,ফুটা
"অ্যারে, মরীচি, তীরে, ব্যাংক, উপকূল","array, beam, তীৰ, পাৰ, উপকূল"
"কলাম, বার, কোব, ব্লক, বার, রড, বার, 8. প্রাচীর, 9. লাইন, 10. প্রান্ত, 1 ব্লক, 1, বার, 1, লাইন, 1, পরীক্ষা লাইন","স্তম্ভ, বাৰ, কব, ব্লক, বাৰ, ৰড, বাৰ, ৮.বেৰ, ৯. ৰেখা, ১০. প্ৰান্ত, ১ ব্লক, ১, বাৰ, ১, ৰেখা, ১, পৰীক্ষা ৰেখা"
বারদিন নীতি,bardeen নীতি
বারখাউসেন প্রভাব,barkhausen প্ৰভাৱ
বারলো চক্র,barlow চক্ৰ
বার চুম্বক,বাৰ চুম্বক
শস্যাগার,ভঁৰাল
বায়ু চাপ গ্রাফ,বায়ুৰ চাপৰ গ্ৰাফ
"barograph, barograph","বেৰ&#39;গ্ৰাফ, বেৰ&#39;গ্ৰাফ"
ব্যারোমিটার,বেৰ&#39;মিটাৰ
বায়ুমণ্ডলীয় চাপ,বায়ুমণ্ডলীয় চাপ
"cosmos, baromosphere","ব্ৰহ্মাণ্ড, বেৰ&#39;স্ফিয়াৰ"
পেন্ডুলাম,পেণ্ডুলাম
"বাধা, পারমাণবিক, পারমাণবিক বাধা","বাধা, পাৰমাণৱিক বাধা, পাৰমাণৱিক বাধা"
বাধা স্তর,বাধাৰ স্তৰ
বেরিয়ন,barion
গুরুমন্ডল,গুৰুমণ্ডল
বেস ব্যান্ড,বেচ বেণ্ড
"মৌলিক, মৌলিক, ক্ষারীয়","মৌলিক, মৌলিক, ক্ষাৰকীয়"
ভিত্তি,ভেঁটি
"গণনা, দল গঠন","গণনা, দল গঠন"
"কুন্ড, কুন্ড, হিটার, গরম করার পাত্র, স্নান","cistern, cistern, হিটাৰ, গৰম কৰা পাত্ৰ, গা ধোৱা"
ব্যাটারি,বেটাৰি
"অ্যারে সেগমেন্ট, চেম্বার, উপসাগর","এৰে খণ্ড, কক্ষ, উপসাগৰ"
প্রদর্শনী,প্ৰদৰ্শন
কিবন,কিবান
"মানিকা, বিড","মণিকা, বিড"
"মরীচি, মরীচি, মরীচি, ট্রাম্প","ৰশ্মি, ৰশ্মি, ৰশ্মি, ট্রাম্প"
"ডিকম্যান, ডিকন","ডিকমন, ডিকন"
"dole, vispand","ডোলে, ভিস্পেণ্ড"
বেকারেল প্রভাব,becquerel প্ৰভাৱ
বেল জার,ঘণ্টা জাৰ
বেল,bellows
বেল ঘড়ি,ঘণ্টা ঘড়ী
"বেদিকা, বেঞ্চ","বেদিকা, বেঞ্চ"
"মোড, বাঙ্ক (সম্পাদনা), বাঁক (v.)","মোড, বাংক (সম্পা.), বেণ্ড (v.)"
ব্যাংকান,বাংকন
"bent, bent","bent, বেঁকা"
বার্নোলি-সমীকরণ,বাৰ্নৌলি-সমীকৰণ
বেসাল-ফাংশন,ভিত্তি-ফলন
সেরা আনুগত্য,শ্ৰেষ্ঠ আঠাযুক্ততা
বিটা (খ),বিটা (খ)
betatron,betatron
মডেল,bethe মডেল
বিভাট্রন,বিভাট্ৰন
বিএইচ বক্ররেখা,BH বক্ৰ
দ্বিভুজাকার,দ্বিকোণীয়া
"পক্ষপাত, পক্ষপাত","bias, পক্ষপাতিত্ব"
দ্বি-অক্ষীয়,দ্বি-অক্ষীয়
বিক্রোমেট কোষ,বাইক্ৰ&#39;মেট কোষ
অভিবতাল,অভ্যাৱতল
ডবল অ্যান্টেনা,ডাবল এন্টেনা
দ্বিকনভেক্স,দ্বি উত্তল
"দ্বি-স্ফটিক, দ্বৈত-স্ফটিক","দ্বি-স্ফটিক, দ্বৈত-স্ফটিক"
দ্বিমুখী মাইক্রোফোন,দ্বিমুখী মাইক্ৰ&#39;ফোন
দ্বিপদী মডেল,দ্বিপদ আৰ্হি
ডিপ্লয়েড,ডাইঅ&#39;ইচিয়াছ
দ্বিপাক্ষিক,দ্বিপাক্ষিক
দ্বিরেখার,দ্বিৰেখা
বাইমোলিকুলার,দ্বি আণৱিক
"দ্বি-পরিবর্তনশীল, দ্বি-বেস, দ্বৈত","দ্বি-চলক, দ্বি-ভিত্তিক, দ্বৈত"
"বাইনারি কোড, বাইনারি কোড","বাইনাৰী ক&#39;ড, বাইনাৰী ক&#39;ড"
খেলা তারকা,গেম ষ্টাৰ
বাইনারি পদ্ধতি,বাইনাৰী পদ্ধতি
দ্বিপার্শ্ব,biparietal
বন্ধন,বান্ধোন
"বাইনোকুলার, বাইনোকুলার","বাইনোকুলাৰ, বাইনোকুলাৰ"
বাইনারি,বাইনাৰী
দ্বিপদ ডিস্ট্রিবিউশন,দ্বিপদ বিতৰণ
"দ্বিকেন্দ্রিক, দ্বিকেন্দ্রিক, দ্বিমুখী","দ্বিকেন্দ্ৰীয়, দ্বিকেন্দ্ৰীয়, দ্বি-নিউক্লিয়েট"
বায়োডাইনামিকস,জৈৱগতিবিদ্যা
জৈব ইলেকট্রনিক্স,বায়&#39; ইলেক্ট্ৰনিক্স
জীবপদার্থবিদ,জৈৱপদাৰ্থবিজ্ঞানী
জীবপদার্থবিদ্যা,জৈৱপদাৰ্থ বিজ্ঞান
জৈবিক উপগ্রহ,জৈৱিক উপগ্ৰহ
"সিনেমাটোগ্রাফার, বায়োস্কোপ","চিনেমাটোগ্ৰাফাৰ, বায়স্কোপ"
বায়ো-সাভার্ট নিয়ম,বায়&#39;-ছাভাৰ্ট নিয়ম
biphasic বর্তমান,দ্বিফেজিক কাৰেণ্ট
ডাইপোল,ডাইপোল
"biprism, biprism","বাইপ্ৰিজম, বাইপ্ৰিজম"
"biquartz, biquartz","বাইকোৱাৰ্টছ, বাইকোৱাৰ্ট"
biphasic চরিত্র,দ্বিপৰ্যায়ৰ আখৰ
দুই-পর্যায়ের মাল্টিভাইব্রেটর,দুটা পৰ্যায়ৰ মাল্টিভাইব্ৰেটৰ
"দ্বোয়াঙ্ক* (বাইনারী সংখ্যা), বার্মিজ, আনি, টুক","ড্ৱায়াংক* (বাইনাৰী সংখ্যা), বাৰ্মিজ, অনি, টুক"
"কালো, কৃষ্ণ","ক&#39;লা, কৃষ্ণ"
কালো শরীর,ক&#39;লা শৰীৰ
অদৃশ্য আলো,অদৃশ্য পোহৰ
timirayan রেডিও timirayan,timirayan ৰেডিঅ&#39; timirayan
ইজেকশন পালস,ইজেকচন পালছ
পক্ষপাত শেষ,end bias
কালো বিকিরণ,ক&#39;লা বিকিৰণ
"অসম্পূর্ণ, ফাঁকা","অসম্পূৰ্ণ, খালী"
আবরণ,আৱৰণ
বাতিল,বাতিল কৰা
"বিস্ফোরণ, বিস্ফোরণ, দমকা","বিস্ফোৰণ, বিস্ফোৰণ, ধুমুহা"
"savika, bleeder, savi","সবিকা, ব্লিডাৰ, সবি"
"ছদ্মবেশী, অন্ধ","ছদ্মবেশত, অন্ধ"
ব্লোচের উপপাদ্য,ব্লকৰ উপপাদ্য
"ব্লক, ব্লক, ব্লক","ব্লক, ব্লক, ব্লক"
"ঘা, ঘা, ঘা","blow, blow, আঘাত কৰা"
নীল প্রিন্ট,নীলা প্ৰিন্ট
অস্পষ্টতা বৃত্ত,অস্পষ্টতা বৃত্ত
অস্পষ্ট,তৰংগ
"বল, গোলক, দুল","বল, গোলক, লকেট"
"শরীর, বস্তু","শৰীৰ, বস্তু"
