Tamil,Odiya
ஆட்டோலிசிஸ்,ଅଟଲିସିସ୍ |
ஆட்டோஆக்ஸிஜனேற்றம்,AroutDation
ஆட்டோபோலிப்ளோயிட்,ଅଟୋପୋଲାପ୍ଲୋଡ୍ |
ஆக்சின்கள்,Auxins
Awn (முறுக்கு),Awn (ବ୍ରଷ୍ଟଲ୍)
பாதம் கொட்டை,ବାଦାମ |
கற்றாழை,ଆଲୋ
அமராந்தஸ்,ଅମରାନ୍ତିନ |
அம்மி,ଆମି
அஞ்சன் புல்,ଅଜାନର ଘାସ |
அந்தூரியம்,ଆଠର୍ିୟମ୍ |
"அன்லா, இந்திய நெல்லிக்காய்","ଆଲୋଲା, ଭାରତୀୟ ଗୋଲାକାର |"
ஆப்பிள்,ଆପଲ୍
பாதாமி,ଆପ୍ରିକେଟ୍ |
ஆர்பியன் மல்லிகை,ଆର୍ବିଆନ୍ ଜସ୍ମିନ୍ |
அரேகா நட்டு,Areca but
அர்ஜுன்,ଅର୍ଜନୁନ୍
Asfoetida,ଆସଫୋଏଡା
சாம்பல் பூசணிக்காய்,ପାଉଁଶ ଗୁଣ୍ଡ |
அசோகா மரம்,ଅଶୋକା ଗଛ |
ஆஷ்த்மா களை (யூபோர்பியா),ଅଶମ୍ମା ତୃଣକ (ଇଫୋରିୟା)
அஸ்பாரகஸ்,ଅସରପା
வெண்ணெய்,ଆଭୋକାଡୋ |
அல்பால்ஃபா (லூசர்ன்),ଆଲଫାଲଫା (ଲୁସେର୍ନ)
எறும்புகள்,ପିମ୍ପୁଡ଼ି
அஃபிட்ஸ்,ଆପିଡସ୍ |
இராணுவ புழு,ସେନା ପୋକ
விவசாய பொருளாதார நிபுணர்,କୃଷି ଅର୍ଥନୀତିଜ୍ଞ
வேளாண் நீட்டிப்பு,କୃଷି ବିସ୍ତାରବାଦୀ |
விவசாய விஞ்ஞானி,କୃଷି ବ scientist ଜ୍ଞାନିକ |
விவசாய பொறியாளர்,କୃଷି ଅଞ୍ଜିନକାରୀ |
வேளாண் நிபுணர்,Agrobiooglist
வேளாண் விஞ்ஞானி,ସହଯୋଗୀ
வேளாண் இயற்பியல்,Agropsicsicst
விலங்கு வளர்ப்பாளர்,ପଶୁ ପ୍ରଜନକ |
பேசிலஸ் வைரஸ்,ବାକିଲସ୍ ଭାଇରସ୍ |
பேசிலஸ்,ବାଣ୍ଡିଲସ୍ |
பாக்டீரியா,ଜୀବାଣୁ
பாக்டீரியோடாக்சின்,ବିରାଇଓଟୋକ୍ସିନ୍ |
கரும்பு சக்கை,ବାଗାସେସ୍ |
இருப்புநிலை,ତୂଳନା ପତ୍ର
சீரான கருத்தரித்தல்,ସନ୍ତୁଳିତ ଫର୍ଟିଲାଇଜେସନ୍ |
பார் வரைபடம்,ବାର୍ ଚିତ୍ର |
பட்டை,ଭୁକିବା |
காற்றழுத்தமானி,ବାରୋମିଟର |
தரிசு,ବନ୍ଧ୍ୟା
அடித்தளம்,ଆଧାର
பேசின்,ବାସନ
பாசிபெட்டல்,ପରଫିପାଲ୍ |
பாஸ்கிஸ்டெர்னம்,ଆଧାର ତୁଲମ୍ |
விரிகுடா பருவமழை,ବାଇ ମ so ସୁମୀ |
தாங்கும் ஆலை,ଉଦ୍ଭିଦ ବହନ
படுக்கை,ଶଯ୍ୟା
படுக்கை,ଶଯ୍ୟା
படுக்கை,ଶଯ୍ୟା
பீட் மோலாஸ்கள்,ବିଟ୍ ଗୁଣ୍ଡ |
பெல்லோஸ்,ଘଣ୍ଟି
பெல்ட்,ବେଲ୍ଟ
நன்மை-செலவு பகுப்பாய்வு,ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
சார்புடைய (மாதிரி),ପକ୍ଷପାତ (ନମୁନା)
இருபது ஆண்டு,ବିଏନୋନିଆଲ୍
இரும,Binomial
உயிரி கையேடு,ବାୟୋଲାଇଜେଣ୍ଟ |
பயோக்ளைமேட்,ବାୟୋସେଡିକ୍ |
பயோஎனெர்ஜி,ବାୟୋହୀ
பயோனமிக்ஸ்,ବାୟୋନୋମିକ୍ସ |
உயிரியக்கவியல்,ବାୟୋରାକ୍ଟର
உயிர்க்கோளம்,ବାୟୋସଫିର୍
உயிரியல்,ବାୟୋଟିକ୍ |
உயிரியல் வகை,ବାୟୋଟାଇପ୍ |
இருபால்,ବିସେକ୍ସୁଆଲ୍
பிளான்சிங்,ଖାଲି
குண்டு வெடிப்பு,ବିସ୍ଫୋରଣ
கலவை,ମିଶ୍ରଣ
ப்ளைட்,ଶୁକ୍ର
கொப்புளம்,ଫୁଲା
நீல புரட்சி,ବ୍ଲୁ ବିପ୍ଳବ
கீழே வெப்ப அறை,ତଳ ଉତ୍ତାପ ଚାମ୍ବର |
கீழே வெப்ப நுட்பம்,ତଳ ଉତ୍ତାପ ଟେକ୍ନିକ୍ |
பிரான்,ଶାଖା
கிளைகள்,ଶାଖା
கிளை,ଶାଖା
இனம்,ପ୍ରଜାତି
இனப்பெருக்க,ପ୍ରଜନନ
கரைந்து,ଉଜ୍ଜ୍ୱଳ
அடைகாக்கும்,Etod
வளரும்,ବଡିଙ୍ଗ
பட்ஜெட்,ବଜେଟ୍
இடையக,ବଫର୍
விளக்கை,ବଲ୍ବ
பன்ட்,ବଣ୍ଟନ
துணை தயாரிப்பு,ଉତ୍ପାଦ ଦ୍ୱାରା
பாபுல் அகாசியா,ବାବୁଲ ଆକାସିଆ |
குழந்தை சோளம்,ଶିଶୁ ମକା |
பேல்,ବାଥ୍
பெயில்,ବିଲ୍
பால்சம்,ବାଲସାମ
மூங்கில்,ବାଉଁଶ
வாழை,କଦଳୀ
ஆலமரம்,ବାନିଆନ୍ ଗଛ |
பார்லி,ବାର୍ଲି
பார்ன்யார்ட் மில்லட்,ବରଗାର୍ଡ ମିଲେଟ୍ |
துளசி,ବେସନ
பாஸ்டர்ட் சிடார்,ବଷ୍ଟାର୍ଡ ​​ଏରସ
பாஸ்டர்ட் மைரோபாலன்,ବଷ୍ଟାର୍ଡ ​​ମିରୋବଲାନ୍ |
ப au ஹினியா,ବାହୁଏସିଆ
பே பெர்ரி,ଦୁ very ଖଦ
பீன்,ବିନ୍
பீட்,ବିଲାତି
பெல்லடோனா,ବେଲାଣ୍ଡୋନା
பெர்,ହେ
பெர்சீம்,Berseim
பெட்டல்,Beelt
பிலிம்பி,ବିଲିମ୍ବି
பாகற்காய்,ତିକ୍ତ ଗୁଣ୍ଡ |
கருப்பு கிராம்,କଳା ଗ୍ରାମ
கருப்பு நைட்ஷேட்,କଳା ନାଇଟ୍ଶେଡ୍ |
Bougainvillea,ବଗିନିଭିଆ |
பாட்டில் தூரிகை,ବୋତଲ ବ୍ରଶ |
சுரைக்காய்,ବୋତଲ ଗୋବଲଙ୍କ |
பெட்டி மரம்,ବାକ୍ସ ଗଛ
ரொட்டி பழம்,ରୁଟି ଫଳ
பிரைடல் க்ரீப்பர்,Bridal creper
பிரிஞ்சல்,ବ୍ରିନଜାଲ୍ |
பிராட் பீன்,ବ୍ରଡ୍ ବିନ୍ |
ப்ரோக்கோலி,ବ୍ରୋକୋଲି
பிரஸ்ஸலின் முளை,ବ୍ରସେଲର ସ୍ପ୍ରୁଟ୍ |
பக்வீட்,ବାଲକ୍ୟୁଟ
பியூட்டியா,ବଟି
பாண்டிகூட்,ବ୍ୟାଣ୍ଡିକୋଟ୍ |
தாங்க,ଭାଲୁ
வண்டு,ପୋକ
கொப்புளம் வண்டு,ବ୍ଲିଷ୍ଟର ବିଟଲ୍ |
நீல காளை,ନୀଳ ଷଣ୍। |
போல் புழு,ବୋଲ୍ ପୋକ
பட்டாம்பூச்சி,ପ୍ରଜାପତି
பாக்டீரியாலஜிஸ்ட்,ଜୀବାଣୁ ବିଶେଷଜ୍ଞ |
உயிர் வேதியியலாளர்,ବାୟୋକେମିଷ୍ଟ |
உயிரியலாளர்,ଜୀବବିଜ୍ଞାନୀ |
பயோடெக்னாலஜிஸ்ட்,ବାୟୋଟଚନୋଲୋଜିଷ୍ଟ
தாவரவியலாளர்,ଉଦ୍ଭିଦଦାତା
சி ஈரப்பதம் சிறப்பியல்பு வளைவு,C ଆର୍ଦ୍ରତା ଚରିତ୍ରିକ ବକ୍ର |
கேக்,ପିଠା
கணக்கீட்டு,ସହଭାଗୀ
கணக்கீடு,କାଲସିଫିକେସନ୍ |
பாஸ்பேட் கணக்கீடு,ଫସଫେଟର କାଲକେଣ୍ଟ |
காலோசிட்டி,ଚତୁରତା
கால்சஸ்,କୁଲସ୍
கலிக்ஸ்,କାଲିକ୍ସ
கலிக்ஸ்-எண்ட்,କାଲିକ୍ସ-ଏଣ୍ଡ |
காம்பியம்,କାମ୍ବିୟମ୍
புற்றுநோய்,କାକର
கேனிங்,କ୍ୟାନିଂ
விதானம்,ଛାତ
மூலதனம்,ପୁଞ୍ଜି
கேப்ரிஃபிகேஷன்,କାଗଶ
காப்ஸ்யூல்,Capsule
கார்பனேற்றப்பட்ட,କାର୍ବନ୍ରେଟେଡ୍ |
கார்பனாக்கல்,କାର୍ବୋନିଅନାଇଜେସନ୍ |
கார்பல்,କାର୍ପେଲ
கார்பஸ்,କାର୍ପସ୍ |
வார்ப்பு,କାଷ୍ଟିଂ
வினையூக்கம்,କାଟାବୋଲିଜିମ୍ |
வினையூக்கம்,କାଟାଲିସିସ୍ |
கம்பளிப்பூச்சி,କୀଟପତଙ୍ଗ
சி-டி.என்.ஏ நூலகம்,C- DNA ଲାଇବ୍ରେରୀ |
உச்சவரம்பு,ଛାତ
செல்,କକ୍ଷ
மத்திய தலைவர் அமைப்பு,କେନ୍ଦ୍ରୀୟ ନେତା ବ୍ୟବସ୍ଥା |
மையமாக,ସେଣ୍ଟ୍ରିକ୍ |
மையவிலக்கு,ଶତକଡ଼ା
மையவிலக்கு,ସେଣ୍ଟ୍ରିଫେଜ୍ |
சென்ட்ரியோல்,ସେଣ୍ଟ୍ରିଓନ୍ |
சென்ட்ரோஜெனிக்,ସେଣ୍ଟ୍ରୋଜେନିକ୍ |
சென்ட்ரெஸ்ஜெனஸ்,ସେଣ୍ଟ୍ରୋଜେନସ୍ |
செர்கஸ்,କୀପତି
தானியங்கள்,ଶସ୍ୟ
சான்றிதழ்,ପ୍ରମାଣପତ୍ର
சான்றளிக்கப்பட்ட விதை,ସାର୍ଟିଫାଏଡ୍ ବିହନ |
சஃப்,ଚାଉଳ
சலாசா,ଚେଲାଜା |
வேதியியல்,କେମୋଟ୍ରୋପିମ୍ |
சியாஸ்மா,ଚିୟମା
குளிர்ச்சியான நேரம்,ଥଣ୍ଡା ଘଣ୍ଟା |
குளிர்ச்சியான காயம்,ଚିଲିଂ ଆଘାତ |
சிமேரா,ଚିମେରା |
குளோராந்தி,ଚୋରାନେଣ୍ଟି |
குளோரோபில்,କ୍ଲୋରୋଫିଲେଲ୍ |
குளோரோசிஸ்,ଚୋରୋରୋସାଇସ୍
குளோரோலஜி,ଚୋରୋରୋଲୋଜି |
குரோமாடிட்,କ୍ରୋମାମାସିଡ୍ |
குரோமாடின்,ଚ୍ରୋମାଟିନ୍ |
குரோமடோகிராபி,ଚ୍ରୋମାଟୋଗ୍ରାଫି
குரோமாடோலிசிஸ்,ଚୋରମାଟୋଲିଆସିସ୍
குரோமோசென்ட்ரே,କ୍ରୋମେଣ୍ଟ୍ରେ |
குரோமோஜெனெஸிஸ்,ଚେରମୋଲେନ୍ସେସ୍
குரோமோபுரோட்டீன்,କ୍ରୋମ୍ରୋପ୍ରୋଇଟେନ୍ |
குரோமோசோம்,କ୍ରୋମୋଜୋମ୍
நாள்பட்ட,କ୍ରନିକ୍
சிட்ரேஞ்ச்,କୃଷି
கிளாடோட்,କ୍ଲାନ୍ତ
வகைப்பாடு,ବର୍ଗୀକରଣ
களிமண்,ମାଟି
சுத்தம்,ସଫା କରିବା
கிளீஸ்டோகாமி,କ୍ଲିସିଷ୍ଟଗାମି |
க்ளைமாக்டெரிக் பழம்,ଜଳମୟ ଫଳ |
காலநிலை,ଜଳବାୟୁ
காலநிலைவியல்,କମ୍ପନୋଲୋଜି
கிளிப்பர்,କ୍ଲିପର୍
துணி,କ୍ଲାନ୍ତ
குளோன்,କ୍ଲୋନ
மேகம்,ମେଘ
கொத்து,Ump ୁଲା |
கொத்து,କ୍ଲଷ୍ଟର
கரடுமுரடான,କଠିନ
கோட்டை (விதை),କୋଟ୍ (ବିହନ)
COCOON,ନଡିଆ
கோஎன்சைம்,ସହଯୋଗୀ
ஒத்திசைவு,ଘନିଷ୍ଠ
Coir,କୋର
கோல்ரோஹிசா,କୁଲେରରିଜା
காலர்,କଲର
கூழ் (மண்),କୋଲଏଡ୍ (ମାଟି)
கொலுமெல்லா,କୋନିଲେଲା
நெடுவரிசை,ସ୍ତମ୍ଭ
துவக்கவாதம்,ପ୍ରଶଂସା
வணிக வங்கி,ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ
பொருள்,ଦ୍ରବ୍ୟ
சமூக,ସମ୍ପ୍ରଦାୟ
சுருக்கம் (மண்ணின்),ସଙ୍କୋଚନ (ମାଟିର)
பொருந்தக்கூடிய தன்மை,ସୁସଙ୍ଗତତା
பொருந்தக்கூடிய தன்மை,ସୁସଙ୍ଗତତା
இழப்பீடு,କ୍ଷତିପୂରଣ
போட்டி தொடர்பு,ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |
நிரப்பு பயிர்,ସମ୍ପୃକ୍ତ ଫସଲ
சிக்கலான,ଜଟିଳ
கூறு,ଉପାଦାନ
கலவை,ରଚନା
உரம்,କମ୍ପୋଷ୍ଟ
கூட்டு வட்டி,ଯ ound ଗିକ ଆଗ୍ରହ |
கணக்கீடு,ଗଣନା
கணினி,କମ୍ପ୍ୟୁଟର
செறிவு,ଏକାଗ୍ରତା
கண்டிஷனர்,କଣ୍ଡିସନର
நடத்தை,ଆଚରଣ
உள்ளமைவு,ବିନ୍ୟାସ
ஏற்ப,ଅନୁକୂଳ
குழப்பம்,ଦ୍ୱନ୍ଦ୍ୱ
இணைவு,ମିଳିତତା
இணைப்பு,ସଂଯୋଗ
பாதுகாப்பு,ସଂରକ୍ଷଣ
ஒருங்கிணைப்பு,ସଂସ୍ଥାଗୁଡ଼ିକ
தொகுதிகள்,ନିରନ୍ତର
நுகர்வோர்,ଗ୍ରାହକ
நுகர்வு,ବ୍ୟବହାର
மாசுபாடு,ପ୍ରଦୂଷଣ
விளிம்பு நடவு,ବିଷୟବସ୍ତୁ ବୃକ୍ଷ
விளிம்பு,ବିଷୟବସ୍ତୁ
ஒப்பந்த விவசாயம்,ଚୁକ୍ତିନାମା ଚାଷ
கட்டுப்படுத்தப்பட்ட சேமிப்பு,ନିୟନ୍ତ୍ରିତ ଷ୍ଟୋରେଜ୍ |
கூட்டுறவு வங்கி,ସହ-ଅପରେଟିଭ୍ ବ୍ୟାଙ୍କ |
கூட்டுறவு,ସହଯୋଗ
காப்பிஸ்,ସହଯୋଗୀ
கோர்ம்,କରମ୍
கொரோலா,କରୋଲଲା
கோர்டெக்ஸ்,କର୍ଟେକ୍ସ
செலவு,ମୂଲ୍ୟ
கோட்டிலிடன் (விதை),କୋଟିଲିଡନ୍ (ବିହନ)
கடன் சங்கம்,କ୍ରେଡିଟ୍ ସମାଜ |
கடன்,କ୍ରେଡିଟ୍
கடன் வழங்குபவர்,କ୍ରେସର୍ମର
முகடு,କ୍ରେଷ୍ଟଷ୍ଟ
நொறுக்குதல்,ଚୂର୍ଣ୍ଣ କରନ୍ତୁ |
நெருக்கடி,ସଙ୍କଟ
அளவுகோல்,ମାନଦଣ୍ଡ
விமர்சன,ଗୁରୁତର
பயிர் காப்பீடு,କ୍ରପ୍ ବୀମା |
பயிர் கடன்,ଫସଲ loan ଣ
பயிர்,ଫସଲ
பயிர் பகுதி,କ୍ରପ୍ ଏରିଆ |
குறுக்கு இணக்கமானது,କ୍ରସ୍-ଅସଙ୍ଗତ |
கிரீடம் (ஆலை),ମୁକୁଟ (ଉଦ୍ଭିଦ)
நொறுக்கு,ଖଣ୍ଡ
மேல் ஓடு,ଭୂତଳ
கிரிப்டோகாம்,କ୍ରିପ୍ଟୋଗାମ୍ |
குல் (பழங்கள்),CULE (ଫଳ)
அடிம்,କୁଲମ୍
சாகுபடி,ଚାଷ ଜ
சாகுபடி,ଚାଷ
பயிரிடுபவர்,ପତ୍ରିକା
கலாச்சாரம்,ସଂସ୍କୃତି
குணப்படுத்துதல்,କ୍ୟୁସିଂ
கர்லிங்,କୁଞ୍ଚଳ
நாணய,ମୁଦ୍ରା |
வெட்டு,କୁମଲେ
கட்டிங்,କାଟିବା
நீர்க்கட்டி,Cyst
சைட்டோக்ரோம்,ସାଇଟୋଚ୍ରୋମ୍ |
சைட்டோகாமி,ସାଇଟୋଗାମି |
சைட்டோஜெனெஸிஸ்,ସାଇଟୋଜେନେସୀ |
சைட்டோஜெனெடிக்ஸ்,ସାଇଟୋଜେନେଟିକ୍ସ
சைட்டோகினேசிஸ்,ସାଇଟୋୋକାଇନ୍ସିସ୍
சைட்டாலஜி,ସାଇଟୋଲୋଜି
சைட்டோலிசிஸ்,CYTOYLISISISTS
சைட்டோமியர்,ସାଇଟୋମେରେ
சைட்டோபிளாசம்,ସାଇଟୋପ୍ଲାଜମ୍
முட்டைக்கோஸ்,ବନ୍ଧାକୋବି
கற்றாழை,କାକଟସ୍ |
காலெண்டுலா,କ୍ୟାଲେଣ୍ଡୋୁଲା |
கேனரி புல் (ஃபாலரிஸ்),କାନାରି ଘାସ (ଫାର୍ଲିସ୍)
கன்னா,କାନନା |
கபாரிஸ்,କ୍ୟାପିଟିସ୍
கேப்சிகம்,Capsicum
காரம்போலா,କାରାମୋବୋଲା |
கராபா,କାରାସା |
ஏலக்காய்,କାର୍ଡାମୋମ |
கார்னேஷன்,କାର୍ନେସନ୍ |
கேரட்,ଗାଜର
முந்திரிப்பருப்பு,କାଜୁ ବାଦାମ |
காசியா,କ୍ୟାସିୟା
