Assamese,Hindi
"ভিত্তি, ভিত্তি","आधार, बेस"
বেচ বেণ্ড,आधार बैंड
বেচ বেণ্ড ট্ৰেন্সমিছন,आधार बैंड संचरण
ভিত্তি চাৰ্জ,आधार आवेश
বেচ কাৰেণ্ট,आधार धारा
ভিত্তি বিদ্যুৎ প্ৰবাহৰ উৎস,आधार धारा स्रोत
বেচ শ্বিয়াৰিং,आधार कर्तन
আধাৰ মদন,आधार मादन
বেচ এমিটাৰ ফিড,आधार उत्सर्जक संभरण
বেচ এমিটাৰ জংচন,आधार उत्सर्जक संधि
বেচ ইনজেকচন,आधार अंतःक्षेपण
গ্ৰাউণ্ড লাইন,आधार रेखा
ভিত্তি ৰেজিষ্টেন্স,आधार प्रतिरोध
ভিত্তি উৎস,आधार स्रोत
ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা,आधार विस्तारण प्रतिरोध
ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা,आधार विस्तारण प्रतिरोध
ভিত্তিৰ বেধ,आधार मोटाई
ভিত্তি অভিগম,आधार अभिगमन
"ভিত্তি প্ৰস্থ মডুলেচন, ভিত্তি সম্প্ৰসাৰণ মডুলেচন","आधार चौड़ाई मॉडुलन, आधार विस्तार मॉडुलन"
ভিত্তি সংগ্ৰাহক চুক্তি,आधार संग्राहक संधि
গোন্ধ,बास
বেছ ফ্ৰিকুৱেন্সি,बास आवृत्ति
বেটাৰি,बैटरी
baud,बॉड
বড হাৰ,बॉड रेट
বড হাৰ জেনেৰেটৰ,बॉड दर जनित्र
বডো ক&#39;ড,बोदो कोड
"সংকেত, বিকন","संकेत देना, बीकन"
"মণিকা, বিড","मणिका, बीड"
মেনিক কেপাচিটৰ,मणिक संधारित्र
মণিকাৰতাপি ৰেজিষ্টৰ,मणिकातापी प्रतिरोधक
"ৰশ্মি এন্টেনা, ৰশ্মি এন্টেনা","किरणपुंज ऐन्टेना, बीम ऐन्टेना"
ৰশ্মি ডিটেক্টৰ,किरणपुंज खोजी
ৰশ্মি শক্তিৰ নলী,किरणपुंज शक्ति नली
ৰশ্মি চুইচিং নজেল,किरणपुंज स्विचन नलिका
ৰশ্মি প্ৰসাৰণ,किरणपुंज विस्तार
বিট ফ্ৰিকুৱেন্সি,विस्पंद आवृत्ति
বিট-ফ্ৰিকুৱেন্সি অচিলেটৰ,विस्पन्द-आवृत्ति दोलक
পালছ দোলক,विस्पंद दोलक
বেল,बेल
বেণ্ডিং লছ,बंकन हानि
বেচেল ফিল্টাৰ,बेसेल फिल्टर
বিটা,बीटा
খ-হ বক্ৰ,बी-एच वक्र
"bias, পক্ষপাতিত্ব","अभिनति, बायस"
বায়াছ কাৰেণ্ট,बायस धारा
বায়াছ ৰেজিষ্টেন্স,बायस-प्रतिरोधक
ডাবল এন্টেনা,द्विशंकु ऐन्टेना
দ্বিমুখী লোড কাৰেণ্ট,द्विदिशी लोड धारा
দ্বিমুখী এন্টেনা,द्विदैशिक ऐन्टेना
দ্বিমুখী পোহৰ নিৰ্গত কৰা ডাইঅ&#39;ড,द्विदैशिक प्रकाश उत्सर्जक डायोड
দ্বিমুখী থাইৰিষ্টৰ,द्विदिक् थाइरिस्टर
bi FET প্ৰযুক্তি,द्वि FET तकनीक
বাই পইণ্ট ট্ৰেন্সফৰ্মাৰ,द्विसूत्री ट्रांसफार्मर
ডাবল ফিউজন,द्विसूत्री आआवलन
দ্বিপাক্ষিক বৰ্তনী,द्विपार्श्विक परिपथ
বাইনাৰী,द्विआधारी
বাইনাৰী যোগফল,द्विआधारी योग
বাইনাৰী বৰ্তনী,द्विआधारी परिपथ
বাইনাৰী ক&#39;ড কৰা দশমিক,द्वि-आधारी कोडित दशमलव
বাইনাৰী ক&#39;ড কৰা দশমিক ব্যৱস্থা,द्वि-आधारी कोडित दशमलव प्रणाली
বাইনাৰী ডাইপোল কেপাচিটৰ,द्विआधारी द्विपरिवर्तक संधारित्र
বাইনাৰী কেলকুলেটৰ,द्विआधारी गणक
বাইনাৰী কেলকুলেটৰ,द्विआधारी गणित्र
বাইনাৰী ডিকোডাৰ,द्विआधारी कूट वाचक
বাইনাৰী জখলা,द्विआधारी सीढ़ी
বাইনাৰী পেথ&#39;মিটাৰ,द्विआधारी पथमापी
বাইনাৰী অৱস্থা,द्विआधारी अवस्था
বাইনাৰী-দশমিক ডিকোডাৰ,द्विआधारी-दशमिक विकोडक
বাইনাৰী লোড,द्विआधारी भार
বাইনাৰী শব্দ,द्विआधारी शब्द
বাইপোলাৰ,द्विध्रुवी
বাইপোলাৰ কেপাচিটৰ,द्विध्रुवी संधारित्र
বাইপোলাৰ ডিভাইচ,द्विध्रुवी युक्ति
বাইপোলাৰ উৎস,द्विध्रुवी स्रोत
বাইপোলাৰ ট্ৰেঞ্জিষ্টৰ,द्विध्रुवी ट्राजिस्टर
বাইপোলাৰ জংচন ট্ৰেঞ্জিষ্টৰ,द्विध्रुवी संधि ट्रांजिस्टर
দ্বিঘাত ফিল্টাৰ,द्विघाती फिल्टर
ডাবল পজিচন,द्विस्थितिक
দুটা পৰ্যায়ৰ মাল্টিভাইব্ৰেটৰ,द्विस्थितिक बहुकंपित्र
দ্বিমুখী ৰিলে,द्विस्थितिक रिले
দুটা পৰ্যায়ৰ অৱস্থা,द्विस्थितिक अवस्था
দুটা অৱস্থানৰ ট্ৰিগাৰ,द्विस्थितिक ट्रिगर
বিট ভুল,बिट त्रुटि
বিট ভুলৰ হাৰ,बिट त्रुटि दर
বিট ভুল,बिट त्रुटि
bitkal ত্ৰুটি,बिटकाल त्रुटि
অন্ধ বাকচ,अंध पेटी
ঘনীভূত স্পন্দন,समाच्छादी स्पंद
নিঃসৰণকাৰী,स्रावक
নিঃসৰণ প্ৰতিৰোধক,स्रावी प्रतिरोधक
অন্ধতা,अंधगति
ছেগমেণ্ট ডায়াগ্ৰাম,खंड आरेख
ব্লক কৰা ইম্পিডেন্স,अवरूद्ध प्रतिबाधा
ফ্ৰেগমেণ্ট ট্ৰেন্সফাৰ,खंडक स्थानांतरण
ইন্টাৰচেপ্ট,अवरोधन
ৰেজিষ্টৰ কেপাচিটৰ,अवरोधी संधारित्र
ৰেজিষ্টৰ কেপাচিটৰ,अवरोधी संधारित्र
ব্লক কৰা দোলক,अवरोधी दोलक
ৰেজিষ্টৰ দোলক,अवरोधी दोलक
ৰেজিষ্টৰ ভল্টেজ,अवरोधी वोल्टता
ব্ল&#39;ৱাৰ,ब्लोवर
বোড ডায়াগ্ৰাম,बोडे आरेख
voltzmann সম্পৰ্ক,वोल्ट्जमान संबंध
voltzmann ধ্ৰুৱক,वोल्ट्जमान स्थिंराक
বান্ধোন,बंध
বান্ধি ৰখা ষ্ট্ৰেইন গেজ,आबद्ध विकृति प्रमापी
স্ব-সহায়ক এম্প্লিফায়াৰ,स्वोत्थानी प्रवर्धक
বুলিয়ান বীজগণিত,बूलीय बीजगणित
বুলিয়ান সমীকৰণ,बूलीय समीकरण
বুট ষ্ট্ৰেপন,"बूट स्ट्रैपन, स्वोत्थान"
বুথৰ এলগৰিদম,बूथ्स आल्गोरिदम
বুটষ্ট্ৰেপ প্ৰিজম বৰ্তনী,बूटस्ट्रैप प्रसर्प परिपथ
bosscutts শাসন কৰে,बॉसकर्ट्स नियम
বসু-চৌধাৰী হকেনহাম (BCH) কোড,बोस-चौधरी होकिनहाम (बी.सी.एच) कोड
"জপিয়াই, জপিয়াই","झंप, उछाल"
বান্ধ খাই থকা ইলেক্ট্ৰন,परिबद्ध इलेक्ट्रॉन
bragg প্ৰতিফলক,ब्रैग परावर्तक
আন্তঃসংলগ্ন তাঁৰ,गुंफित तार
শাখা,शाखा
শাখা-প্ৰশাখা,शाखन
পৰীক্ষা বৰ্ড,प्रयोग पट्ट
ব্ৰেক জ&#39;ন,भंजन क्षेत्र
ভল্টেজ ভাঙি যোৱা,भंजन वोल्टता
ব্ৰেকডাউন ডাইঅ&#39;ড,भंजन डायोड
ভাঙন স্থিৰকৰণ,भंजन संनिर्धारण
ভল্টেজ ভাঙি যোৱা,भंजन वोल्टता
সেঁতু,सेतु
ব্ৰীজ ৰেক্টিফায়াৰ,सेतु दिष्टकारी
বহল বেণ্ড,विस्तृत बैंड
সম্প্ৰচাৰ বেণ্ড,प्रसारण बैंड
নক্ষত্ৰীয় এৰে,निरक्षीय व्यूह
সম্প্ৰচাৰ,प्रसारण
সম্প্ৰচাৰ এন্টেনা,प्रसारण ऐन्टेना
সম্প্ৰচাৰ গ্ৰাহক,प्रसारण ग्राही
কম্পাঙ্ক সম্প্ৰচাৰ গ্ৰাহক,आवृत्ति प्रसारण अभिग्राही
সম্প্ৰচাৰ ট্ৰেন্সমিটাৰ,प्रसारण प्रेषित्र
বুষ্টাৰ এন্টেনা,बूस्टर ऐन्टेना
বাছ এন্টেনা,बूस ऐन्टेना
ব্ৰাছ বিসৰ্জন,ब्रश विसर्जन
bubbling AND গেট,बुदबूदु AND गेट
বুডবুডু বা গেট,बुदबूदु OR गेट
বুদবুদযুক্ত স্মৃতিশক্তি,बुदबूदु स्मृति
ক্ষতিপূৰণমূলক ভল্টেজ,प्रतिकारी वोल्टता
বাফাৰ,बफर
বাফাৰ এম্প্লিফায়াৰ,बफर प्रवर्धक
বাফাৰ বৰ্তনী,बफर परिपथ
বাফাৰ অপাৰেটৰ,बफर परिचालक
বাফাৰ ৰেজিষ্টাৰ,बफर पंजी
বাল্ব,बल्व
জনসংখ্যাৰ প্ৰভাৱ,समष्टि प्रभाव
মেক্ৰ&#39; অৰ্ধপৰিবাহী যন্ত্ৰ,समष्टि अर्धचालक युक्ति
মুঠি,गुच्छक
ডুব যোৱা বিনিময়,निमज्जित विनिमय
ডুব যোৱা স্তৰ,निमज्जित परत
ডুব যোৱা সংস্পৰ্শ,निमज्जित संपर्क
ব্লাষ্ট এম্প্লিফায়াৰ,प्रस्फोट प्रवर्धक
ব্লাষ্ট কভাৰ,प्रस्फोटी समाच्छादी
ব্লাষ্ট ফায়াৰিং,प्रस्फोट फायरन
বিস্ফোৰণ দুৱাৰ এম্প্লিফায়াৰ,प्रस्फोटी द्वार प्रवर्धक
বাৰ্ষ্ট মোড,प्रस्फोटी विधा
বিস্ফোৰণ বিভাজক,प्रस्फोटी पृथक्कारक
বিস্ফোৰণ সংকেত,प्रस्फोटी संकेत
বাৰ্ষ্ট ভুল সংশোধক ক&#39;ড,प्रस्फोट त्रुटि संशोधक कोड
বাছ,बस
বাছ বাৰ,बस बार
বাছ সংস্থা,बस संगठन
বাছৰ মানদণ্ড,बस मानक
মাত্ৰ ক্ষণিক,बस क्षणिक
ফিল্টাৰৰ মূল্যৰ মাখন,बटर वर्थ फिल्टर
bnc তাঁৰ,बीएनसी तार
বিএনচি জইণ্টাৰ,बीएनसी जोड़क
বাই-ৱে,"उपपथ, उपमार्ग"
বাইপাছ কেপাচিটৰ,उपमार्गी संधारित्र
বাইট,बाइट
ভি বেণ্ড,V बैंड
C বেণ্ড এন্টেনা,C बैंड ऐन्टेना
তাঁৰ,तार
তাঁৰৰ ৰুটিং,तार मार्ग निर्धारण
টেলিগ্ৰাফ টেলিভিছন,तार टेलिविजन
কেশ্ব মেমৰি,कैश स्मृति
ছিছিম ফ্ৰিকুৱেন্সি ষ্টেণ্ডাৰ্ড,सिसिमय आवृत्ति मानक
কেলকুলেটৰ,परिकलित्र
মানাংকন,अंशशोधन
কল ঠিকনা,कॉल ऐड्रेस
কলপিট দোলক,कॉलपिट दोलित्र
কেম কৰ্ডাৰ,कैम कोर्डर
কেমেৰা,कैमरा
কেমেৰাৰ নলী,कैमरा नली
কেণ্ডেলা,केंडेला
মমবাতিৰ শক্তি,कैंडल शक्ति
কেন্টিলিভাৰ ষ্ট্ৰেইন গেজ,कैन्टीलिवर विकृति प्रमापी
ধৰি ৰখা,धारिता
ৰক্তচাপ ট্ৰেন্সডুচাৰ,धारिता रक्तचाप ट्रान्सड्यूसर
ধাৰণকাৰী বিতৰক,धारिता वितरक
চুক্তি ধাৰণ কৰা,संधि धारिता
ধাৰণক্ষমতা গেজ,धारिता मापी
ধৰি ৰখা সংগ্ৰাহক,धारिता उद्ग्राही
ধাৰণক্ষমতা বিক্ৰিয়াশীলতা,धारिता प्रतिघात
"কেপাচিটিভ এনাৰ্জি কনভাৰ্টাৰ, ট্ৰেন্সডুচাৰ","संधारी ऊर्जा परिवर्तित्र, ट्रासड्यूसर"
কেপাচিটৰ,संधारित्र
কেপাচিটৰ বেংক,संधारित्र बैंक
কেপাচিটৰ ফিল্টাৰ,संधारित्र फिल्टर
কেপাচিটৰ ইনপুট ফিল্টাৰ,संधारित्र निवेश फिल्टर
উইঞ্চ মটৰ,चर्खी मोटर
পুলি চাৰ্ভো বডি,चर्खी सर्वो निकाय
চৰখী,चर्खी
বন্দী কৰা,प्रग्रहण
capture clause,प्रग्रहण परिच्छेद
কেপচাৰ ইফেক্ট,प्रग्रहण प्रभाव
বাহক শব্দ অনুপাত,वाहक रव अनुपात
গাড়ী ৰেডিঅ&#39;,कार रेडियो
কাৰ্বন ৰেজিষ্টৰ,कार्बन प्रतिरोधक
কাৰ্ড ৰিডাৰ,कार्ड वाचक
কাৰ্ডিঅ&#39;ইড ডায়েগ্ৰাম,कार्डिऑड आरेख
গাড়ী,कैरेज
carriage return,कैरेज वापसी
বাহক,वाहक
বাহক যোগাযোগ,वाहक संचार
বাহক ঘনত্ব,वाहक संकेंद्रण
বাহক কম্পাঙ্ক,वाहक आवृत्ति
বাহক প্ৰজনন,वाहक जनन
বাহক স্তৰ,वाहक स्तर
বাহক জীৱন,वाहक आयुकाल
বাহক গতিশীলতা,वाहक गतिशीलता
বাহক গুণন,वाहक गुणन
বাহক শব্দৰ মাত্ৰা,वाहक रव स्तर
বাহক পৰিসৰ,वाहक परास
বাহক পুনৰুদ্ধাৰ বৰ্তনী,वाहक पुनर्प्राप्ति परिपथ
বাহক পুনৰ সন্নিৱিষ্ট কৰা,वाहक पुनर्निवेशन
পৰিবাহী বিকিৰণ,वाहकीय प्रकीर्णन
বাহক দমন,वाहक संदमन
বাহক পিঞ্জৰা,वाहक पिंजरन
বাহক বেগ,वाहक वेग
হেণ্ড বিট,हस्तगत बिट
ধাৰণ কৰা পতাকা,हस्तगत ध्वज
"দখলৰ পঞ্জীয়ন, দখলৰ পঞ্জী","हस्तगत रजिस्टर, हस्तगत पंजी"
পৰ্টেবল জেনেৰেটৰ,सुवाह्य जनित्र
carson&#39;s আইন,कार्सन-नियम
কাৰ্টিজ ফিউজ,कार्ट्रिज फ्यूज
কাৰ্টিজ টেপ,कार्ट्रिज टेप
কেৰী ফষ্টাৰ ব্ৰীজ,कैरी फोस्टर सेतु
ষ্টেপ এম্প্লিফায়াৰ,सोपानी प्रवर्धक
গ্ৰেডেচন,सोपानन
কেছকেড এম্প্লিফায়াৰ,कैसकेड प्रवर्धक
"কেস্কোড এম্প্লিফায়াৰ, ষ্টেপ এম্প্লিফায়াৰ","कैसकोड प्रवर्धक, सोपानी प्रवर्धक"
কেছেট,कैसेट
প্ৰৰোচনা,उत्प्रेरण
বন্দী কোটাৰ,प्रग्राही कोटर
কেথ&#39;ড,कैथोड
কেথ&#39;ড ট্ৰেইলিং,कैथोड अनुगामी
কেথ&#39;ড ট্ৰেইলিং এম্প্লিফায়াৰ,कैथोड अनुगामी प्रवर्धक
কেথ&#39;ড লুমিনেন্স,कैथोड संदीप्ति
কেথ&#39;ড পদাৰ্থ,कैथोड सामग्री
কেথ’ড ৰশ্মিৰ অচিলোস্কোপ,कैथोड किरण दोलनदर्शी
কেথ&#39;ড ৰশ্মিৰ নলী,कैथोड किरण नलिका
কেথ&#39;ড কণা নিক্ষেপ,कैथोड कण क्षेपण
কেথ&#39;ড লুমিনেন্স,कैथोड संदीप्ति
কুয়াৰ ফিল্টাৰ,कौयर फिल्टर
kaver ফিল্টাৰ,कावेर फिल्टर
কোটৰ,कोटर
এণ্ট্ৰেল ৰেডিয়চন,कोटरीय विकिरण
কটাৰ অনুনাদক,कोटर अनुनादी
ফেট চাৰ্জ কাপল্ড ডিভাইচ (CCD),फेट आवेश युग्मित युक्ति(सी सी डी)
cd ৰম,सी.डी.रोम
cd ৰম ড্ৰাইভ,सी. डी. रोम ड्राइव
কোষ (বেটাৰী),सेल (बैटरी)
কেন্দ্ৰীয় সম্পদ উপাদান,केंद्रीय संसाधन तत्व
কেন্দ্ৰীয় সম্পদ একক,केंद्रीय संसाधन इकाई
কেন্দ্ৰীয় প্ৰচেছৰ,केंद्रीय संसाधित्र
গড় স্কেল,मध्यमान
মধ্যম কম্পাঙ্ক,मध्य आवृत्ति
মাজৰ এক্সজেষ্ট ট্ৰেন্সফৰ্মাৰ,मध्य निष्कासी ट्रांसफॉर्मर
"চিৰামিক, মাটি","सिरेमिक, मृत्तिका"
চিৰামিক ভৰোৱা,सिरेमिक पूरक
চিৰামিক ফিল্টাৰ,सिरेमिक फिल्टर
চিৰামিক সামগ্ৰী,सिरेमिक पदार्थ
চিৰামিক অনুনাদক,सिरेमिक अनुनादी
চিৰামিক শব্দ গ্ৰাহক,सिरेमिक ध्वनि उद्ग्राही
cerenkov কেলকুলেটৰ,सेरेन्कोव गणित्र
সৰমত,सरमेट
চলকোজেনাইড,कैल्कोजेनाइड
কেলকোপাইৰাইট,कैल्कोपाइराइट
"চেনেল, চেনেল","चैनल, वाहिका"
চেনেল বেণ্ড সম্প্ৰসাৰণ,चैनल बैंड विस्तार
চেনেল ক&#39;ডাৰ,चैनल कोडित्र
চেনেল কম্পাঙ্ক,चैनल आवृत्ति
চেনেলৰ চৰিত্ৰ,चैनल वरित्र
চেনেল পৃথকীকৰণ,चैनल पृथक्करण
চেনেল তত্ত্ব,चैनल सिद्धांत
আখৰ উৎপাদক,वर्ण जनित्र
চৰিত্ৰ চিনাক্তকৰণ,संप्रतीक पहचान
বৈশিষ্ট্যপূৰ্ণ ইম্পিডেন্স,अभिलाक्षणिक प्रतिबाधा
চাৰ্জ কেৰিয়াৰ,आवेश वाहक
চাৰ্জ নিয়ন্ত্ৰণ প্ৰাচল,आवेश नियंत्रक प्राचल
চাৰ্জ সংযুক্ত ডিভাইচ,आवेश युग्मित युक्ति
চাৰ্জ কাপল্ড ৰেণ্ডম এক্সেছ মেমৰি,आवेश युग्मित यादृच्छिक अभिगम स्मृति
আধান ঘনত্ব,आवेश घनत्व
চাৰ্জ ইনজেকচন ডিভাইচ,आवेश अंतःक्षेपण युक्ति
চাৰ্জ লছ,आवेश हानि
চাৰ্জ পাম্পিং,आवेश पंपन
চাৰ্জ চেন্সিং এম্প্লিফায়াৰ,आवेश संवेदी प्रवर्धक
চাৰ্জ সংৰক্ষণ,आवेश संचयन
আধানযুক্ত কণা,आवेशित कण
ভাবুকতা,आवेशक
ফ্ৰেম,ढाँचा
ৰবিশ্বেভ ফিল্টাৰ,रोबिशेव फिल्टर
মুঠ পৰীক্ষা কৰক,जाँच योग
কম্পাঙ্ক পৰীক্ষা কৰক,जाँच आवृत्ति
ৰাসায়নিক বন্ধন,रासायनिक आबंध
ৰাসায়নিক বাষ্প নিক্ষেপ,रासायनिक वाष्प निक्षेपण
শিশুৰ তলাৰ সুবিধা,चाइल्ड लॉक सुविधा
শিশুৰ আইন,चाइल्ड का नियम
চিপ,चिप
চিপ সক্ৰিয়কৰণ,चिप सक्रियन
choke,चोक
intermittent,अन्तरायिक
