Punjabi,Gujarati
ਐਲਪਾਈਨ ਦੀ ਸਥਿਤੀ,આધ્યાત્મિક આબોહવાની સ્થિતિ
ਅਲਪਾਈਨ ਮੈਡੋ,ઘાસચારો
ਅਲਪਾਈਨ ਜ਼ੋਨ,આલ્પાઈન ઝોન
ਅਲਸਟੋਨੀਆ,અલ્ટોનીયા
ਅਲਟਰਨੇਰੀਆ,અનાદર
ਵਿਕਲਪਿਕ,વૈભવી
ਪੀੜ੍ਹੀ ਦੀ ਤਬਦੀਲੀ,એકાંત
ਉਚਾਈ ਬਿਮਾਰੀ,Altણ માંદગી
ਉਚਾਈ,Altંચાઈ
ਐਲਵੋਲਰ ਡੈਕਟ,મૂર્ત નળી
ਅਲਾਈਨ,પહાડી
ਅਲਜ਼ਾਈਮਰ ਰੋਗ,અલ્ઝાઇમર રોગ
ਅਮੈਕਰਾਈਨ ਸੈੱਲ,આદિક કોષ
ਅਮਰੰਥੈਸੇ,અમરાન્થેસી
ਅਮੈਸ਼ਨਥਸ,અમરાન્થસ
ਅੰਬੀਨਟ ਓਮੋਟਿਕ ਗਾੜ੍ਹਾਪਣ,આસપાસના ઓસ્મોટિક એકાગ્રતા
ਅਮੈਸਟੋਮਾ,મંગળિયા
ਐਮੀਡ,કાર્યરત થવું
ਅਮੀਨੋ ਐਸਿਡ,એમિનો એસિડ
ਅਮੀਨੋ ਐਸਿਡ ਸਵੀਕਾਰਟਰ,એમિનો એસિડ સ્વીકારનાર
ਅਮੀਨੋਸਾੱਲ ਟੀ ਆਰ ਐਨ ਏ ਸਿੰਥੇਟੇਸ,એમિનોસિલ ટી આર.એન.એ.
ਅਮੀਨੋਕੁਲੇਸ਼ਨ,જાદુગરી
ਅਮਿਤੋਸਿਸ,ક્ષુત્વ
ਅਮੋਨੀਆ,તરંગ
ਅਨੁਮੋਧ,ચંદ્ર
ਅਮੋਨੋਟੇਲਿਜ਼ਮ,દ્વેષીકરણ
ਅਮਨੀਓਸੈਂਟੀਸਿਸ,મૈવસેન્ટિસીસ
ਅਮਨੀਓਸੈਂਟੀਸਿਸ ਤਕਨੀਕ,મણકાલોની તકનીક
ਅਮਨੀਓਸਾਈਟ,Amnoocyte
ਅਮਨੀਅਨ,મૈથુન
ਅਮਨੀਓਟਿਕ ਤਰਲ,મણિ -પ્રવાહી
ਐਮਨੀਓਟਿਕ ਝਿੱਲੀ,મખરોધ
ਅਮਨੀਓਟਿਕਯੂ,મખસુડ
ਅਮੋਬਾ,અમીર
ਅਮੀਓਬੋਸਾਈਟ,એમોએબોસાઇટ
ਅਮੀਬੋਇਡ,અમીર
ਅਮੀਬੋਇਡ ਲਿੰਫੋਸਾਈਟ,એમોએબોઇડ લિમ્ફોસાઇટ
ਅਮੀਬੋਇਡ ਅੰਦੋਲਨ,એમીબોઇડ આંદોલન
ਅਮੋਰੈਫਸ,આકારહીન
ਦੀ ਰਕਮ,રકમ
ਅਮੀਫੇਟਾਮਾਈਨ,મેફેટેમાઇન
ਅਮਫੀਬੀਆ,ઉન્માદ
ਐਫੀਬੀਅਨ,ઉન્માદ
ਐਫੀਬੀਅਨ,ઉન્માદ
Amphioxus,Amન
Amphioxus Lannolotus,Amણપત્ર
ਐਮਫੀਪਾਥਿਕ,ઉભય
ਐਮਫੀਪਾਥਿਕ ਲਿਪਿਡ,ઉભયપથિક લિપિડ
ਅਮਫੀਸਾਰਕਾ,Amતરતી કળા
ਐਂਪੀਸਿਲਿਨ,જાદુઈ
Ampulla,Amાંકી
ਐਮਪੁੱਲੇਰੀ ਗਲੈਂਡ,Amકલી ગ્રંથિ
ਅਮੀਗਡਲ,મસ્તક
ਅਮੀਗਡੇਲ,એમીગડેલ
ਅਮੀਗਡਲਿਨ,એમીગડાલિન
ਐਮੀਲੇਸ,સ્ફોટક
ਅਮੋਲੋਪਲਾਸਸਟ,મેલીલોપ્લાસ્ટ
ਅਨਬਾਨਾ,અનોડો
ਅਨਬਾਸ,અનોડો
ਐਨਾਬੋਲਿਕ ਮਾਰਗਾਂ,એનાબોલિક માર્ગ
ਐਨਾਬੋਲਿਜ਼ਮ,અનોખા
ਅਨਾਕਾਰਿਆਸੀ,અનોખા
ਅਨੀਮੀਆ,રખડુ
ਅਨੀਰੋਬ,એનોરોબ
ਅਨੈਰੋਬਿਕ ਬਾਲਣ,એંટરોબિક બળતણ
ਅਨੈਰੋਬਿਕ ਸਾਹ,એંકોરોબિક શ્વસન
ਅਨੈਰੋਬਿਕ ਸਲੈਗ ਡਿਜਸਟਰ,એનારોબિક કાદવ પાચક
ਅਨੀਰੋਬਿਕ,એંટરો
ਅਨਾਮਾ,અનોદ
ਗੁਦਾ,ગુદા
ਗੁਦਾ,ગુદા
ਗੁਦਾ ਅਪਰਚਰ,ગુદા છિદ્ર
ਗੁਦਾ ਕਰਬੇਲੀ,ગુદા સર્કી
ਗੁਦਾ ਲੂਪ,ગુદા લૂપ
ਗੁਦਾ ਸ਼ੈਲੀ,ગુદા શૈલી
ਸਮਾਨ,સમાન
ਸਮਾਨ,સમાન
ਸਮਾਨਤਾ,સાદ્રશ્ય
ਸਮਾਨਤਾ,સાદ્રશ્ય
ਵਿਸ਼ਲੇਸ਼ਣ,વિશ્લેષણ
ਐਨਾਫਸੇਸ,એફેઝ
ਐਨੀਟੋਮਿਕ ਬੈਰੀਅਰ,એનાટોમિક અવરોધ
ਐਨਾਟੋਮਿਕਲ ਪਹਿਲੂ,શરીરરચનાવિષયક પાસા
ਐਨੀਟੋਮਿਸਟ,શરીરરચનાવિજ્istાની
ਸਰੀਰ ਵਿਗਿਆਨ,શરીરરચના
ਪੂਰਵਜ ਵੰਸ਼ਜ ਕ੍ਰਮ,પૂર્વજ વંશજ અનુક્રમ
ਜੱਦੀ ਵੰਸ਼ਜ,પૂર્વજોનો વંશ
ਪੂਰਵਜ ਕ੍ਰਮ,પૂર્વજો
ਐਸੀਕੇਲੋਸਟੋਮਾ,આદ
ਐਂਡਰੋਸੀਅਮ,જનનુભારી
ਐਂਡਰੋਜਨ,થાંભલા
ਅਨੀਮੀਆ,રખડુ
ਅਨੀਮੋਨ,ક anંગું
ਅਨੀਉਟਲੋਇਡ,Anડતું
ਅਨੀਯੁਰਾਕੀਡੀ,Anન
ਐਨਜਾਈਨਾ,કંઠમાળ
ਐਂਜੀਗਰਾਮ,ઝેરગ્રામ
ਐਂਜੀਓਗ੍ਰਾਫ,ઝ પણરો
ਐਂਜੀਓਗ੍ਰਾਫੀ,ઝળહળાકાર
ਐਂਜੀਓਪਲਾਸਟੀ,રંગની કળા
ਐਂਜੀਓਸਪਰਸਮ,કણક
ਐਂਜੀਓਟੈਨਸਿਨ,રંગગતિ
ਐਂਜੀਓਟੈਨਸਿਨੋਜਨ,રંગગતિ
ਐਂਗਲਰ ਮੱਛੀ,કોઠાર માછલી
ਅੰਗੀਨਾ,ઓગળવી
Anguiss,અંગૂઠા
ਜਾਨਵਰ,પશુ
ਜਾਨਵਰ,પશુ
ਜਾਨਵਰ ਗੋਬਰ,પ્રાણીનું છાણ
ਪਸ਼ੂ ਪਾਲਣ,પશુપાલન
ਜਾਨਵਰ ਕੈਰੀਓਟਾਈਪਿੰਗ,પશુ કેરીયોટાઇપિંગ
ਪਸ਼ੂ ਰਾਜ,પ્રાણીસૃષ્ટિ
ਜਾਨਵਰਾਂ ਦੇ ਟਿਸ਼ੂ,પશુ પેશી
ਯੰਤਰੀਆ,પોલાણ
Anion,ઠગ
ਐਨਿਸੋਟ੍ਰੋਪਿਕ ਬੈਂਡ,એશિશ
ਐਂਲਿੰਗਿੰਗ,Ingંચે ચપટી
ਅੰਨੇਲਿਡ,નેલિડ
ਅਨਲਿਲਡਾ,Annણપુટી
ਸਾਲਾਨਾ ਰਿੰਗ,વાર્ષિક
ਅੰਨਟੇਡ,ઉશ્કેરાયેલું
ਸਾਲ,વાંકું
ਅਸਧਾਰਨ ਕਿਸਮ,વિસંગત પ્રકાર
ਐਨਾਓਫੇਲਜ਼,પર્વતમાળા
ਕੀੜੀ ਹੈਟਰ,કીડી
ਵਿਰੋਧੀ,વિરોધી
ਅੰਟਾਰਕਟਿਕ,એન્ટાર્કટિક
ਐਂਟੀਨਾ,એન્ટેના
ਐਂਟੀਨਾ ਕੰਪਲੈਕਸ,એન્ટેના સંકુલ
ਐਨਟੇਨਲ ਗਲੈਂਡ,દ્વેષી ગ્રંથિ
ਪਿਛਲੇ (ਵੈਂਟ੍ਰਲ) ਸਲੇਟੀ ਸਿੰਗ,અગ્રવર્તી (વેન્ટ્રલ) ગ્રે હોર્ન
ਐਂਟੀਰੀਫਾਈਫਾਈਸਿਸ,અગ્રવર્તી હાયપોફિસીસ
ਐਂਟੀਰੀਅਰ ਇੰਟਰਵੈਂਟ੍ਰਿਕੂਲਰ ਸੂਲਕਸ,અગ્રવર્તી ઇન્ટરન્ટિક્યુલર સલ્કસ
ਐਂਥਰ,ગૂંથ મારવો
ਐਂਥਰ ਸਭਿਆਚਾਰ,એન્થર સંસ્કૃતિ
ਐਂਡਰਾਈਡਿਅਮ,માદક દ્રવ્યો
ਐਂਡਰੋਜ਼ੋਇਡ,એન્થેરોઝોઇડ
ਐਂਥਸੋਰੋਸ,એન્થોસેરોસ
ਐਂਥੋਸਰੋਟੋਫਡਾਡਾ,એન્થોસેરોટોપ્સિડા
ਐਂਥ੍ਰੈਕਸ,એક જાતની નશરીય
ਐਂਥ੍ਰੋਪੋਜਾਈਜਡ ਅਲੋਪ,માનવશાસ્ત્ર
ਮਾਨਵ-ਵਿਗਿਆਨ,માનવશાસ્ત્ર
ਐਂਟੀਬੈਕਟੀਰੀਅਲ,એન્ટિબેક્ટેરનું
ਐਂਟੀਬਾਇਓਟਿਕ ਪੈਨਸਿਲਿਨ,એન્ટિબાયોટિક પેનિસિલિન
ਐਂਟੀਬਾਇਓਟਿਕ ਰੋਧਕ,એન્ટિબાયોટિક પ્રતિરોધક
ਐਂਟੀਬਾਇਓਟਿਕ (ਜ਼),એન્ટિબાયોટિક (ઓ)
ਐਂਟੀਬਾਡੀ,એન્ટિબોડી
ਐਂਟੀਬਾਡੀ ਜੋੜਾ,એન્ટિબોડી દંપતી
ਐਂਟੀਬਾਡੀ ਵਿਚੋਲੀ ਛੋਟ,એન્ટિબોડી મધ્યસ્થી
ਐਂਟੀਕੋਆਗੂਲੈਂਟ,એન્ટીકોએગ્યુલેંટ
ਐਂਟੀਕੋਡਨ ਲੂਪ,એન્ટિકોડન લૂપ
ਰੋਗਾਣੂਨਾਸ਼ਕ,એન્ટીડિપ્રેસ
ਐਂਟੀਡੀਯੂਯੂਰੀ ਹਾਰਮੋਨ (ਏਡੀਐਚ),એન્ટિડ્યુરેટિક હોર્મોન (એડીએચ)
ਐਂਟੀਗਨ ਜੀਨ,જનીન
ਐਂਟੀਗਨ-ਐਂਟੀਬਾਡੀ ਕੰਪਲੈਕਸ,એન્ટિજેન-એન્ટિબોડી સંકુલ
ਐਂਟੀਗੈਨਿਕ ਨਿਰਣਾਇਕ,એન્ટિજેનિક નિર્ધારક
ਐਂਟੀਨੂਪਸ਼ਨਲ ਫੈਕਟਰ,અસાધારણ પરિબળ
ਐਂਟੀਆਕਸੀਡੈਂਟ,વિરોધી
ਐਂਟੀਪੰਡੀਲ ਨਿ le ਕਲੀਅਸ,એન્ટિપોડલ ન્યુક્લિયસ
ਤਣਾਅ ਵਿਰੋਧੀ ਆਰ ਐਨ ਏ,સમૃદ્ધ આર.એન.એ.
