Kannada,Marathi
"ಸಂಪೂರ್ಣ, ಸಂಪೂರ್ಣ, ನಿರಂತರ, ಪರಿಪೂರ್ಣ","निरपेक्ष, निरपेक्ष, स्थिर, परिपूर्ण"
ಸಂಪೂರ್ಣ ವೇಗವರ್ಧನೆ,परिपूर्ण प्रवेग
ಸಂಪೂರ್ಣ ವಾಸ್ತವ,परिपूर्ण वास्तव
ಸಂಪೂರ್ಣ ವಿಳಾಸ,परिपूर्ण पत्ता
ಜಿಯೋರೆಲೇಟಿವ್ ಅಲ್ಟಿಮೀಟರ್,भौगोलिक उच्चांक
ಭೂವೈಜ್ಞಾನಿಕ ಎತ್ತರ,भौगोलिक उंची
ಸಂಪೂರ್ಣ ಆಂಪಿಯರ್,परिपूर्ण अँपिअर
ಸಂಪೂರ್ಣ ಕುದಿಯುವ ಬಿಂದು,परिपूर्ण उकळत्या बिंदू
ಸಂಪೂರ್ಣ ಪ್ರಕಾಶಮಾನತೆ,परिपूर्ण प्रकाश
ಸಂಪೂರ್ಣ ಸಾಮರ್ಥ್ಯ,परिपूर्ण क्षमता
ಸಂಪೂರ್ಣ ಎತ್ತರ,परिपूर्ण उंची
ಸಂಪೂರ್ಣ ವರ್ಣದ್ರವ್ಯ,परिपूर्ण रंगद्रव्य
"ಸಂಪೂರ್ಣ ಸಂರಚನೆ, ನಿಸ್ಸಂದಿಗ್ಧವಾದ ಸಂರಚನೆ","परिपूर्ण कॉन्फिगरेशन, अस्पष्ट कॉन्फिगरेशन"
ಸಂಪೂರ್ಣ ಕೂಲಂಬ್,परिपूर्ण कूलॉम्ब
ಸಂಪೂರ್ಣ ಕತ್ತಲೆ,पूर्ण अंधार
ಸಂಪೂರ್ಣ ವೇಳಾಪಟ್ಟಿ,परिपूर्ण वेळापत्रक
ಸಂಪೂರ್ಣ ಸಾಂದ್ರತೆ*,परिपूर्ण घनता*
ಸಂಪೂರ್ಣ ಒಳಚರಂಡಿ,पूर्ण निचरा
ಸಂಪೂರ್ಣ EMU (ವಿದ್ಯುತ್ಕಾಂತೀಯ ಘಟಕ),संपूर्ण EMU (विद्युत चुंबकीय एकक)
ಸಂಪೂರ್ಣ ESU (ಸ್ಥಾಯಿ ವಿದ್ಯುತ್ ಘಟಕ),संपूर्ण ESU (स्थिर एकक)
ಸಂಪೂರ್ಣ ದಕ್ಷತೆ,परिपूर्ण कार्यक्षमता
ಸಂಪೂರ್ಣ ಎಲೆಕ್ಟ್ರೋಮೀಟರ್,परिपूर्ण इलेक्ट्रोमीटर
ಸಂಪೂರ್ಣ ಆವರ್ತನ ಸಂಪೂರ್ಣ ಆವರ್ತನ,परिपूर्ण वारंवारता परिपूर्ण वारंवारता
ಸಂಪೂರ್ಣ ಆರ್ದ್ರತೆ,परिपूर्ण आर्द्रता
ಸಂಪೂರ್ಣ ಘಟನೆ,परिपूर्ण घटना
ಸಂಪೂರ್ಣ ವಕ್ರೀಕಾರಕ ಸೂಚ್ಯಂಕ,परिपूर्ण अपवर्तक निर्देशांक
ಸಂಪೂರ್ಣ ಅಸ್ಥಿರತೆ,पूर्ण अस्थिरता
ಸಂಪೂರ್ಣ ಅಸ್ಥಿರತೆ,पूर्ण अस्थिरता
"ಸಂಪೂರ್ಣ ತೀವ್ರತೆ, ಸಂಪೂರ್ಣ ತೀವ್ರತೆ","परिपूर्ण तीव्रता, परिपूर्ण तीव्रता"
ಅಸ್ತೇನಿಯಾದ ಸಂಪೂರ್ಣ ಮಿತಿ,अस्थेनियाची परिपूर्ण मर्यादा
ಸಂಪೂರ್ಣ ಪ್ರಕಾಶದ ಸಿಲ್,परिपूर्ण प्रदीपन खिडकीच्या चौकटीचा खालचा आडवा
ಸಂಪೂರ್ಣ ಬೆಳಕಿನ ಕರ್ವ್,परिपूर्ण प्रकाश वक्र
ಸಂಪೂರ್ಣ ಪ್ರಮಾಣ,परिपूर्ण परिमाण
ಸಂಪೂರ್ಣ ಮಾಪಕ,परिपूर्ण बॅरोमीटर
ಸರ್ವೋಚ್ಚ ಸರ್ವೋಚ್ಚ,सर्वोच्च सर्वोच्च
ಸಂಪೂರ್ಣ ವಿಪರೀತ,पूर्ण टोक
ಸಂಪೂರ್ಣ ಕಡಿಮೆ,परिपूर्ण सर्वात कमी
ಸಂಪೂರ್ಣ ಆವೇಗ,परिपूर्ण गती
ಸಂಪೂರ್ಣ ವೇಗ,परिपूर्ण गती
ಸಂಪೂರ್ಣ ಸಂಗೀತ,परिपूर्ण संगीत
ಸಂಪೂರ್ಣ ವೀಕ್ಷಣೆ,परिपूर्ण निरीक्षण
ಸಂಪೂರ್ಣ ಓಂ,परिपूर्ण ओम
ಸಂಪೂರ್ಣ ದೃಷ್ಟಿಕೋನ,परिपूर्ण अभिमुखता
ಸಂಪೂರ್ಣ ಎಲೆಕ್ಟ್ರೋನೆಜಿಟಿವಿಟಿ,परिपूर्ण विद्युत ऋणात्मकता
ಸಂಪೂರ್ಣ ಗುರುತ್ವಾಕರ್ಷಣೆ,परिपूर्ण गुरुत्व
ಸಂಪೂರ್ಣ ಒತ್ತಡ,परिपूर्ण दबाव
ಸಂಪೂರ್ಣ ಆಸ್ತಿ,परिपूर्ण मालमत्ता
ಸಂಪೂರ್ಣ ಸ್ಕೇಲಾರ್,परिपूर्ण स्केलर
ತಾಪಮಾನದ ಸಂಪೂರ್ಣ ಪ್ರಮಾಣ*,तापमानाचे अंतिम प्रमाण*
"ಸಂಪೂರ್ಣ ಸಿಂಕ್ರೊನಿ, ಸಂಪೂರ್ಣ ಸಿಂಕ್ರೊನಿ","परिपूर्ण समक्रमण, परिपूर्ण समक्रमण"
ಸಂಪೂರ್ಣ ಒತ್ತಡ,पूर्ण ताण
ಸಂಪೂರ್ಣ ಸಮ್ಮಿತಿ,परिपूर्ण सममिती
ಸಂಪೂರ್ಣ ಚಲನೆಯ ದೇಹ,परिपूर्ण गती शरीर
ಸಂಪೂರ್ಣ ಘಟಕ ವ್ಯವಸ್ಥೆ,परिपूर्ण एकक प्रणाली
ಸಂಪೂರ್ಣ ತಾಪಮಾನ,परिपूर्ण तापमान
ಸಂಪೂರ್ಣ ಸಮಯ,परिपूर्ण वेळ
ಸಂಪೂರ್ಣ ಘಟಕಗಳು,निरपेक्ष एकके
ಸಂಪೂರ್ಣ ಮೌಲ್ಯ,परिपूर्ण मूल्य
ಪೂರ್ಣಾಂಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್,पूर्णांक कॅल्क्युलेटर
ಸಂಪೂರ್ಣ ವೇಗ,परिपूर्ण वेग
ಸಂಪೂರ್ಣ ಸ್ನಿಗ್ಧತೆ,परिपूर्ण चिकटपणा
ಸಂಪೂರ್ಣ ತೂಕ,परिपूर्ण वजन
ಸಂಪೂರ್ಣ ಶೂನ್ಯ*,पूर्ण शून्य*
ಶೂನ್ಯದ ಸಂಪೂರ್ಣ ಭಾಜಕ,शून्याचा पूर्ण विभाजक
ಹೀರಿಕೊಳ್ಳುತ್ತವೆ,शोषून घेणे
ಹೀರಿಕೊಳ್ಳುವ ಸೂಚ್ಯಂಕ*,शोषक निर्देशांक*
ಹೀರಿಕೊಳ್ಳಲ್ಪಟ್ಟ ಶಕ್ತಿ,शोषलेली ऊर्जा
"ಹೀರಿಕೊಳ್ಳುವ, ಹೀರಿಕೊಳ್ಳುವ","शोषक, शोषक"
ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ*,शोषक माध्यम*
ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ,शोषण क्षमता
ಹೀರಿಕೊಳ್ಳುವಿಕೆ,शोषण
ಹೀರಿಕೊಳ್ಳುವ ಮಾಪಕ*,शोषणमापक*
ಅಬ್ಸಾರ್ಪ್ಟಿಯೋಮೆಟ್ರಿ*,शोषणमापन*
ಹೀರಿಕೊಳ್ಳುವಿಕೆ,शोषण
ಹೀರಿಕೊಳ್ಳುವಿಕೆ - ಬ್ಯಾಂಡ್*,शोषण - बँड*
ಹೀರಿಕೊಳ್ಳುವ ಸರ್ಕ್ಯೂಟ್,शोषण सर्किट
ಹೀರಿಕೊಳ್ಳುವ ಗುಣಾಂಕ,शोषण गुणांक
ಹೀರಿಕೊಳ್ಳುವ ಕಾಲಮ್,शोषण स्तंभ
ಹೀರುವಿಕೆ ಸ್ಥಿರ,अवशोषण स्थिर
ಹೀರಿಕೊಳ್ಳುವ ನಿರಂತರತೆ,शोषण सातत्य
ಹೀರಿಕೊಳ್ಳುವ ವಲಯ,शोषण क्षेत्र
ಹೀರಿಕೊಳ್ಳುವ ಪ್ರಸ್ತುತ,शोषण प्रवाह
ಹೀರಿಕೊಳ್ಳುವ ವಕ್ರರೇಖೆ*,शोषण वक्र*
ಹೀರಿಕೊಳ್ಳುವ ಮುರಿತ,शोषण फ्रॅक्चर
ಹೀರಿಕೊಳ್ಳುವ ಕೋರ್,शोषण कोर
ಹೀರಿಕೊಳ್ಳುವ ಅಂಶ,शोषण घटक
ಹೀರಿಕೊಳ್ಳುವ ಫಿಲ್ಟರ್,शोषण फिल्टर
ಹೀರಿಕೊಳ್ಳುವ ಜ್ವಾಲೆಯ ಫೋಟೊಮೆಟ್ರಿ*,शोषण फ्लेम फोटोमेट्री*
ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್,शोषण हायग्रोमीटर
ಹೀರಿಕೊಳ್ಳುವ ಘಾತ,शोषण घातांक
ಹೀರಿಕೊಳ್ಳುವಿಕೆ ಕನಿಷ್ಠ,शोषण सीमांत
ಹೀರಿಕೊಳ್ಳುವ ರೇಖೆ,शोषण रेखा
ಹೀರಿಕೊಳ್ಳುವ ನಷ್ಟ,शोषण नुकसान
ಹೀರಿಕೊಳ್ಳುವ ಮಾಡ್ಯುಲೇಶನ್,शोषण मॉड्यूलेशन
ಬೆಳಕಿನ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,प्रकाश शोषण
ವಿಕಿರಣ ಶಕ್ತಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,रेडिएशन उर्जेचे शोषण
ಹೀರಿಕೊಳ್ಳುವ ಗರಿಷ್ಠ,शोषण शिखर
ಹೀರಿಕೊಳ್ಳುವ ದ್ಯುತಿಮಾಪನ,शोषण फोटोमेट्री
ಹೀರಿಕೊಳ್ಳುವ ಅನುಪಾತ,शोषण प्रमाण
ಹೀರಿಕೊಳ್ಳುವ ಶ್ರೇಣಿ*,शोषण श्रेणी*
ಹೀರಿಕೊಳ್ಳುವ ಸ್ಪೆಕ್ಟ್ರಮ್ ಫೋಟೋಮೆಟ್ರಿ*,शोषण स्पेक्ट्रम फोटोमेट्री*
ಹೀರಿಕೊಳ್ಳುವ ವರ್ಣಪಟಲ*,शोषण स्पेक्ट्रम*
"ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ, ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ","शोषक नळी, शोषक नळी"
ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್,शोषण हायग्रोमीटर
ಹೀರಿಕೊಳ್ಳುವ*,शोषक*
ಹೀರಿಕೊಳ್ಳುವ ಬಾಷ್ಪೀಕರಣ,शोषक बाष्पीभवक
ಹೀರಿಕೊಳ್ಳುವ ಕಾನೂನು*,शोषण कायदा*
ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ,शोषण माध्यम
"ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ, ಹೀರಿಕೊಳ್ಳುವಿಕೆ*","शोषक क्षमता, शोषकता*"
ಹೀರಿಕೊಳ್ಳುವಿಕೆ*,शोषण*
ಸ್ಟುಡಿಯೋ ಅಲಂಕಾರ,स्टुडिओ सजावट
ಬಹುಸಂಖ್ಯೆಯ ಅನುಪಾತ,गुणोत्तर गुणोत्तर
abvolt,उद्धटपणा
ಸುಮಾರು,बद्दल
ವೇಗವನ್ನು,गती वाढवणे
ವೇಗವರ್ಧನೆ-ನಿಲುಗಡೆ ಅಂತರ,प्रवेग-थांबा अंतर
ಆತುರಪಟ್ಟರು,घाई केली
ತ್ವರಿತ ಸಮಯದ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ,द्रुत वेळ प्रभाव चाचणी
ತ್ವರಿತ ಹರಿವು,जलद प्रवाह
ತ್ವರಿತ ಗತಿ,जलद गती
ತ್ವರಿತ ದೇಹ,द्रुत शरीर
ವೇಗವರ್ಧಕ ತೂಕ,प्रवेगक तोलणारा
ವೇಗವರ್ಧಕ ವಿದ್ಯುದ್ವಾರ*,प्रवेगक इलेक्ट्रोड*
ವೇಗವರ್ಧಕ ಸಮಯ*,प्रवेगक वेळ*
ವೇಗವರ್ಧಕ ಹಂತ,प्रवेगक टप्पा
ವೇಗವರ್ಧಕ ದರ,प्रवेगक दर
ವೇಗವರ್ಧಕ ವೋಲ್ಟೇಜ್*,प्रवेगक व्होल्टेज*
ವೇಗವರ್ಧನೆ,प्रवेग
ವೇಗವರ್ಧಿತ ದಹನ,प्रवेगक ज्वलन
ವೇಗವರ್ಧಕ ಗುಣಾಂಕ,प्रवेग गुणांक
ವೇಗವರ್ಧಕ ಘಟಕ,प्रवेग घटक
ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಂದಾಗಿ ವೇಗವರ್ಧನೆ,गुरुत्वाकर्षणामुळे प्रवेग
ವೇಗವರ್ಧಕ ಅಂಶ,प्रवेग घटक
ವೇಗವರ್ಧಿತ ಚಾರ್ಜ್,प्रवेगक शुल्क
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ವೇಗವರ್ಧನೆ,गुरुत्वाकर्षणाचा प्रवेग
ವೇಗವರ್ಧಕ ಸಾಮರ್ಥ್ಯ,प्रवेग क्षमता
ವೇಗವರ್ಧಕ ಕಾನೂನು,प्रवेग कायदा
ವೇಗವರ್ಧಕ ಪ್ರಕ್ರಿಯೆ,प्रवेग प्रक्रिया
ವೇಗವರ್ಧಕ ವಲಯ,प्रवेग क्षेत्र
ವೇಗವರ್ಧಕ ವಿಧಾನ,प्रवेग पद्धत
"ವೇಗವರ್ಧಕ ಸಹಿಷ್ಣುತೆ, ವೇಗವರ್ಧನೆ ಸಹಿಷ್ಣುತೆ","प्रवेग सहिष्णुता, प्रवेग सहिष्णुता"
ವೇಗವರ್ಧಕ ವೆಕ್ಟರ್,प्रवेग वेक्टर
ವೇಗವರ್ಧನೆ-ವೋಲ್ಟೇಜ್,प्रवेग-व्होल्टेज
ವೇಗವರ್ಧಕ ತರಂಗ,प्रवेग लहर
ವೇಗವರ್ಧಕ,प्रवेगक
"ವೇಗಗೊಳಿಸು, ವೇಗವರ್ಧಕ*","प्रवेग, प्रवेगक*"
ವೇಗವರ್ಧಕ ಸಮೀಕರಣ,प्रवेगक समीकरण
ವೇಗವರ್ಧಕ*,प्रवेगक*
ವೇಗವರ್ಧಕ,प्रवेगमापक
ವೇಗವರ್ಧಕ ಹೊಂದಾಣಿಕೆ,एक्सीलरोमीटर जुळणी
ಪ್ರಿಸ್ಟ್ರೆಸರ್,prestresser
ಮಾನ್ಯ ಅಕ್ಷರಗಳು,वैध वर्ण
ಸ್ವೀಕಾರ ಕೋನ,स्वीकृती कोन
ಸ್ವೀಕಾರ ವಿವರಣೆ,स्वीकृती तपशील
ಸ್ವೀಕಾರಾರ್ಹ ಪರೀಕ್ಷೆ,स्वीकार्य चाचणी
"ಸ್ವೀಕರಿಸುವವರು*, ಸ್ವೀಕರಿಸುವವರು","स्वीकारणारा*, स्वीकारणारा"
ಗ್ರಾಹಕ ಪರಮಾಣು,रिसेप्टर अणू
ಗ್ರಾಹಕ ಬಂಧ,रिसेप्टर बाँड
ರಿಸೀವರ್ ಸರ್ಕ್ಯೂಟ್,रिसीव्हर सर्किट
ಗ್ರಾಹಕ ಮಟ್ಟ,रिसेप्टर पातळी
ದಾನಿ ಅಣು,दाता रेणू
ಗ್ರಾಹಕ ಆಸ್ತಿ,रिसेप्टर गुणधर्म
ಗ್ರಾಹಕ ಆಸ್ತಿ ಮಟ್ಟ,रिसेप्टर गुणधर्म पातळी
ವೇಗವರ್ಧಕ ಮೆದುಗೊಳವೆ,प्रवेगक नळी
"ಪ್ರವೇಶ, ಕಾಯುವಿಕೆ, ಪ್ರವೇಶ","प्रवेश, प्रतीक्षा, प्रवेश"
ಭುಜ್ ಅನ್ನು ಪ್ರವೇಶಿಸಿ,भुज प्रवेश
ಪ್ರವೇಶ ವ್ಯವಸ್ಥೆ,प्रवेश प्रणाली
ಪ್ರವೇಶ ಸಮಯ,प्रवेश वेळ
ಪ್ರವೇಶಿಸುವಿಕೆ,प्रवेशयोग्यता
"ಹೆಚ್ಚುವರಿ, ಸಹಾಯಕ, ಪರಿಕರಗಳು (v, ), ಬಿಡಿಭಾಗಗಳು","अतिरिक्त, सहाय्यक, सहायक (v, ), उपकरणे"
ಹೆಚ್ಚುವರಿ ನಿರ್ಬಂಧಗಳು,अतिरिक्त निर्बंध
ಕಾಕತಾಳೀಯ,संधी योगायोग
ಆಕಸ್ಮಿಕ ತಿದ್ದುಪಡಿ,अपघाती सुधारणा
ಆಕಸ್ಮಿಕ ಜೈವಿಕ ಉತ್ಪತ್ತಿ,अपघाती बायोजेनेसिस
ಆಕಸ್ಮಿಕ ತಿರುವು,अपघाती वळवणे
ಸಂದರ್ಶಕರ ದೋಷ,अभ्यागत त्रुटी
"ಹಠಾತ್ ನಿಲುಗಡೆ, ಹಠಾತ್ ಕ್ಲ್ಯಾಂಪ್","अचानक थांबणे, अचानक पकडणे"
ಆಕಸ್ಮಿಕ ಪ್ರಸರಣ,अपघाती प्रेषण
ಯಾದೃಚ್ಛಿಕ ವ್ಯತ್ಯಾಸ,यादृच्छिक भिन्नता
ಹೊಂದಾಣಿಕೆ,समायोजन
ನೆಲೆಗೊಂಡಿದೆ,स्थानबद्ध
ಸಂಚಿತ ದೋಷ,संचित त्रुटी
"ಶೇಖರಣೆ, ಶೇಖರಣೆ","जमा करणे, जमा करणे"
ಶಕ್ತಿ ಸಂಗ್ರಹಣೆ,ऊर्जा साठवण
ಸಂಚಯಕ*,संचयक*
ನಿಖರತೆ,अचूकता
ರಿಯಾಲಿಟಿ,वास्तव
ನಿಜವಾದ ಉಪಕರಣ ವೀಕ್ಷಣೆ,वास्तविक साधन निरीक्षण
ನಿಖರ ಶ್ರೇಣಿಯ ಮಾರ್ಕರ್,अचूक श्रेणी मार्कर
ನಿಖರವಾದ ಸ್ಕ್ಯಾನಿಂಗ್,अचूक स्कॅनिंग
ಅಭ್ಯಾಸ,सराव
ವೇಗವರ್ಧಕ ಕೋಶ*,प्रवेगक सेल*
ವರ್ಣರಹಿತ ಮಸೂರ*,अक्रोमॅटिक लेन्स*
ವರ್ಣರಹಿತ*,अक्रोमॅटिक*
ವರ್ಣರಹಿತ ವಿಶ್ಲೇಷಕ,अॅक्रोमॅटिक विश्लेषक
ಆವರ್ತನ ತಟಸ್ಥ ಆಂಟೆನಾ,वारंवारता तटस्थ अँटेना
ವರ್ಣರಹಿತ ಆಕಾರ,अक्रोमॅटिक आकार
ವರ್ಣರಹಿತ ಫ್ರಿಂಜ್,अक्रोमॅटिक फ्रिंज
ವರ್ಣರಹಿತ ಮಸೂರ*,अक्रोमॅटिक लेन्स*
ವರ್ಣರಹಿತ ಬಿಂದು ಮಾರ್ಗ,अक्रोमॅटिक पॉइंट पथ
ವರ್ಣರಹಿತ ಮಸೂರ,अॅक्रोमॅटिक लेन्स
ವರ್ಣರಹಿತ ಪ್ರಿಸ್ಮ್,अॅक्रोमॅटिक प्रिझम
ವರ್ಣರಹಿತ ದೂರದರ್ಶಕ,अॅक्रोमॅटिक टेलिस्कोप
ವರ್ಣರಹಿತತೆ*,रंगद्रव्य*
ವರ್ಣಮಯಗೊಳಿಸುವಿಕೆ*,अॅक्रोमॅटायझेशन*
ವರ್ಣರಹಿತತೆ*,अक्रोमॅटिकता*
"ಸ್ಥಿತಿಸ್ಥಾಪಕ, ವಕ್ರೀಕಾರಕ, ಸ್ಥಿತಿಸ್ಥಾಪಕ","लवचिक, अपवर्तक, अपवर्तक"
"ಆಕ್ರಾನ್ ಹೋಸ್, ಬಂಜು ಹೋಸ್","एकोर्न नळी, बंजू नळी"
ಚಿಕಣಿ ಕವಾಟ,सूक्ष्म झडप
ಅಕೋಫೋನಿ,इकोफोनी
ಅಕೌಸ್ಟಿಕ್,ध्वनिक
ಅಕೌಸ್ಟಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,ध्वनिक शोषकता
ಅಕೌಸ್ಟಿಕ್ ಅಟೆನ್ಯೂಯೇಶನ್ ಗುಣಾಂಕ,ध्वनिक क्षीणन गुणांक
ಅಕೌಸ್ಟಿಕ್ ಕ್ಷೀಣತೆ,ध्वनिक क्षीणन
ಅಕೌಸ್ಟಿಕ್ ಕಳ್ಳ ಎಚ್ಚರಿಕೆ,ध्वनिक चोर अलार्म
ಅಕೌಸ್ಟಿಕ್ ಕೆಪಾಸಿಟನ್ಸ್,ध्वनिक क्षमता
ಶ್ರವಣ ಕೇಂದ್ರ,श्रवण केंद्र
ಅಕೌಸ್ಟಿಕ್ ವಿವರಣೆ,ध्वनिक स्पष्टीकरण
ಅಕೌಸ್ಟಿಕ್ ಕವರ್,ध्वनिक आवरण
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,ध्वनिक प्रतिसाद
ಅಕೌಸ್ಟಿಕ್ ಘಟಕ,ध्वनिक घटक
ಅಕೌಸ್ಟಿಕ್ ವಾಹಕತೆ,ध्वनिक चालकता
ಅಕೌಸ್ಟಿಕ್ ಡ್ಯಾಂಪಿಂಗ್,ध्वनिक ओलसर
ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ,ध्वनिक फैलाव
ಧ್ವನಿ ಹ್ಯಾಕರ್,ध्वनी हॅकर
ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ*,ध्वनिक ऊर्जा*
ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ ಸಮೀಕರಣ,ध्वनिक ऊर्जा समीकरण
ಅಕೌಸ್ಟಿಕ್ ಸಮೀಕರಣ,ध्वनिक समीकरण
ಅಕೌಸ್ಟಿಕ್ ಮರುಸ್ಥಾಪನೆ,ध्वनिक पुनर्स्थापना
ಕ್ಲಾಡ್ನಿ ಆಕಾರಗಳು,क्लॅडनी आकार
ಅಕೌಸ್ಟಿಕ್ ಫಿಲ್ಟರ್,ध्वनिक फिल्टर
ಧ್ವನಿ ಜನರೇಟರ್,ध्वनी जनरेटर
ಅಕೌಸ್ಟಿಕ್ ಗ್ರ್ಯಾಟಿಂಗ್,ध्वनिक जाळी
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿರೋಧ*,ध्वनिक प्रतिबाधा*
ಅಕೌಸ್ಟಿಕ್ ಜಡತ್ವ,ध्वनिक जडत्व
ಅಕೌಸ್ಟಿಕ್ ತೀವ್ರತೆ,ध्वनिक तीव्रता
ಅಕೌಸ್ಟಿಕ್ ಹಸ್ತಕ್ಷೇಪ ಮೀಟರ್,ध्वनिक हस्तक्षेप मीटर
ಅಕೌಸ್ಟಿಕ್ ಹಸ್ತಕ್ಷೇಪ ಪತ್ತೆಕಾರಕ,ध्वनिक हस्तक्षेप डिटेक्टर
ಅಕೌಸ್ಟಿಕ್ ಲೆನ್ಸ್,ध्वनिक लेन्स
ಧ್ವನಿ ಸಾಲು,ध्वनी ओळ
ಅಕೌಸ್ಟಿಕ್ ದ್ರವ್ಯರಾಶಿ,ध्वनिक वस्तुमान
ಅಕೌಸ್ಟಿಕ್ ವಸ್ತು,ध्वनिक साहित्य
ಅಕೌಸ್ಟಿಕ್ ಎಂದರೆ ಮುಕ್ತ ಮಾರ್ಗ,ध्वनिक अर्थ मुक्त मार्ग
ಅಕೌಸ್ಟಿಕ್ ಮೋಡ್,ध्वनिक मोड
ಅಕೌಸ್ಟಿಕ್ ಶಬ್ದ,ध्वनिक आवाज
