Tamil,Kannada
அகரவரிசை,ವರ್ಣಮಾಲೆಯ
எண்ணெழுத்து,ವರ್ಣಮಾಲೆಯ
எண்ணெழுத்து எழுத்து,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪಾತ್ರ
எண்ணெழுத்து தகவல்,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಮಾಹಿತಿ
மாற்று மின்னோட்டம் (ஏ.சி.),ಪರ್ಯಾಯ ಪ್ರವಾಹ (ಎ.ಸಿ.)
மாற்று,ಪರ್ಯಾಯ
மின்மாற்றி,ಆವರ್ತಕ
உயரம்,ಎತ್ತರ
அப்போஜியின் உயரம்,ಅಪೊಗೀ ಎತ್ತರ
பெரிஜியின் உயரம்,ಪೆರಿಜಿಯ ಎತ್ತರ
அமெச்சூர் வானொலி தொடர்பு,ಹವ್ಯಾಸಿ ರೇಡಿಯೋ ಸಂವಹನ
சூழ்நிலை,ಒಳಭಾಗ
சுற்றுப்புற மைக்ரோஃபோன்,ವಾತಾವರಣ ಮೈಕ್ರೊಫೋನ್
சுற்றுப்புற நிலை,ಸುತ್ತುವರಿದ ಸ್ಥಿತಿ
சுற்றுப்புற விளக்குகள்,ಸುತ್ತುವರಿದ ಬೆಳಕು
சுற்றுப்புற சத்தம்,ಸುತ್ತುವರಿದ ಶಬ್ದ
சுற்றுப்புற வெப்பநிலை,ಹೊರಗಿನ ತಾಪಮಾನ
அமெரிக்கன் ஸ்டாண்டர்ட் கோட்,ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್
ஆம்பியர்,ಒಂದು ಬಗೆಯ ಕಂತು
ஆம்பியர் மீட்டர்,ಕಪಾಟಿ ಮೀಟರ್
பெருக்கம்,ವರ್ಧನೆ
பெருக்க காரணி,ವರ್ಧನೆ ಅಂಶ
பெருக்கி,ಉಲ್ಬಣಕ
பெருக்கி ஆதாயம்,ಆಂಪ್ಲಿಫಯರ್ ಗಳಿಕೆ
பெருக்கி சத்தம்,ವರ್ಧಕ ಶಬ್ದ
உபகரணங்கள் பெருக்குதல்,ಉಪಕರಣಗಳನ್ನು ವರ್ಧಿಸುವುದು
கிளிஸ்ட்ரான் பெருக்குதல்,ಕ್ಲೈಸ್ಟ್ರಾನ್ ಅನ್ನು ವರ್ಧಿಸುವುದು
பெருக்குதல் அலகு,ವರ್ಧಿಸುವ ಘಟಕ
வீச்சு,ವೈಶಾಲ್ಯ
வீச்சு விலகல்,ವೈಶಾಲ್ಯ ಅಸ್ಪಷ್ಟತೆ
வீச்சு உல்லாசப் பயணம்,ವೈಶಾಲ್ಯ ವಿಹಾರ
வீச்சு காரணி,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಫ್ಯಾಕ್ಟರ್
அலைவீச்சு வரம்பு,ವೈಶಾಲ್ಯ
வீச்சு பண்பேற்றப்பட்டது,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್
வீச்சு பண்பேற்றம்,ವೈಶಾಲ್ಯ
ஒப்புமை (அனலாக்),ಅನಲಾಗ್ (
அனலாக் சுற்று,ಸರ್ಕ್ಯೂಟ್
அனலாக் கணினி,ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್
அனலாக் ரேடியோ அதிர்வெண் சேனல்,ಅನಲಾಗ್ ರೇಡಿಯೋ ಆವರ್ತನ ಚಾನಲ್
அனலாக் பிரதிநிதித்துவம்,ಸಾದೃಶ್ಯ ನಿರೂಪಣೆ
அனலாக் சிக்னல்,ಅನಾಲಾಗ್ ಸಂಕೇತ
டிஜிட்டலுக்கு அனலாக்,ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್
டிஜிட்டல் மாற்றிக்கு அனலாக்,ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್
அனலாக் வீடியோ,ಅನಾನುಕೂಲ ವಿಡಿಯೋ
ஒப்பீட்டு,ಹೋಲುವ
ஒப்புமை,ಸಾದೃಶ್ಯ
பகுப்பாய்வு,ವಿಶ್ಲೇಷಣೆ
தரவின் பகுப்பாய்வு,ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ
பகுப்பாய்வு அடர்த்தி,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಸಾಂದ್ರತೆ
பகுப்பாய்வு செய்யுங்கள்,ವಿಶ್ಲೇಷಿಸು
பகுப்பாய்வி,ವಿಶ್ಲೇಷಕ
துணை உபகரணங்கள்,ಪೂರಕ ಉಪಕರಣಗಳು
மற்றும் வாயில்,ಮತ್ತು ಗೇಟ್
மோதலின் கோணம்,ಘರ್ಷಣೆಯ ಕೋನ
துருவமுனைப்பு கோணம்,ಧ್ರುವೀಕರಣದ ಕೋನ
சுழற்சியின் கோணம்,ತಿರುಗುವಿಕೆಯ ಕೋನ
ஆங்ஸ்ட்ரோம் (Å),ಆಂಗ್‌ಸ್ಟ್ರಾಮ್ (Å)
கோண,ಕೋನೀಯ
கோண முடுக்கம்,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
கோண ஒருங்கிணைப்புகள்,ಕೋನೀಯ ಸಮನ್ವಯ
கோண அழிவு,ಕೋನೀಯ ವಿಚಲನ
கோண சிதறல்,ಕೋನೀಯ ಪ್ರಸರಣ
கோண இடப்பெயர்ச்சி,ಕೋನೀಯ ಸ್ಥಳಾಂತರ
கோண பிழை,ಕೋನೀಯ ದೋಷ
கோண அதிர்வெண்,ಕೋನೀಯ ಆವರ್ತನ
கோண உந்தம்,ಕೋನೀಯ ಆವೇಗ
கோண இயக்கம்,ಕೋನೀಯ ಚಲನೆ
கோண வேகம்,ಕೋನೀಯ ವೇಗ
இயங்குபடம்,ಅನೆ
நேர்மறை,ಆವರಣ
நேர்மறை பேட்டரி,ಆನೋಡ್ ಬ್ಯಾಟರಿ
நேர்மறை பண்பு,ಆನೋಡ್ ವಿಶಿಷ್ಟ ಲಕ್ಷಣಗಳು
நேர்மறை சுற்று,ಆಂಡ್ಹ್ಯೋಡ್ ವೃತ್ತ
அனோட் சிதறல்,ಆನೋಡ್ ಹರಡುವಿಕೆ
அனோட் செயல்திறன்,ಆನೋಡ್ ದಕ್ಷತೆ
அனோட் உள்ளீட்டு சக்தி,ಆನೋಡ್ ಇನ್ಪುಟ್ ಶಕ್ತಿ
அனோட் மாடுலேஷன்,ಆನೋಡ್ ಮಾಡ್ಯುಲೇಷನ್
ஆண்டெனா,ಆನಂತಾ
ஆண்டெனா பீம் அகலம்,ಆಂಟೆನಾ ಬೀಮ್‌ವಿಡ್ತ್
ஆண்டெனா பூஸ்டர்,ಆಂಟೆನಾ ಬೂಸ್ಟರ್
ஆண்டெனா மாற்ற சுவிட்ச்,ಆಂಟೆನಾ ಚೇಂಜ್ಓವರ್ ಸ್ವಿಚ್
ஆண்டெனா சுருள்,ಆಂಟೆನಾ ಕಾಯಿಲ್
ஆண்டெனா உள்ளமைவு,ಆಂಟೆನಾ ಸಂರಚನೆ
ஆண்டெனா கப்ளர்,ಆಂಟೆನಾ ಸಹಕ
ஆண்டெனா குறுக்கு துருவ முறை,ಆಂಟೆನಾ ಕ್ರಾಸ್ ಪೋಲಾರ್ ಪ್ಯಾಟರ್ನ್
ஆண்டெனா நடப்பு,ಪ್ರವಾಹ
ஆண்டெனா டைரக்டிவிட்டி ஆதாயம்,ಆಂಟೆನಾ ನಿರ್ದೇಶನ ಲಾಭ
ஆண்டெனா டூப்ளெக்சர்,ಆಂಟೆನಾ ಡ್ಯುಪ್ಲೆಕ್ಸರ್
ஆண்டெனா பயனுள்ள பகுதி,ಆಂಟೆನಾ ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ
ஆண்டெனா செயல்திறன்,ಆಂಟೆನಾ ದಕ್ಷತೆ
ஆண்டெனா ஊட்டம்,ಆಂಟೆನಾ ಫೀಡ್
ஆண்டெனா கால் அச்சு,ಆಂಟೆನಾ ಕಾಲು ಮುದ್ರಣ
ஆண்டெனா ஆதாயம்,ಆಂಟೆನಾ ಗಳಿಕೆ
ஆண்டெனா உயரம்,ಆಂಟೆನಾ ಎತ್ತರ
ஆண்டெனா மின்மறுப்பு,ಪ್ರತಿರೋಧ
ஆண்டெனா தூண்டல்,ಆಂಟೆನಾ ಪ್ರಚೋದನೆ
ஆண்டெனா முறை,ಆಂಟೆನಾ ಮಾದರಿ
ஆண்டெனா பிளெக்ஸர்,ಪತಂಗ
ஆண்டெனா துருவமுனைப்பு,ಆಂಟೆನಾ ಧ್ರುವೀಕರಣ
ஆண்டெனா சக்தி,ಆಂಟೆನಾ ಶಕ್ತಿ
ஆண்டெனா சக்தி ஆதாயம்,ಆಂಟೆನಾ ವಿದ್ಯುತ್ ಲಾಭ
ஆண்டெனா கதிர்வீச்சு எதிர்ப்பு,ಆಂಟೆನಾ ವಿಕಿರಣ ಪ್ರತಿರೋಧ
ஆண்டெனா எதிர்வினை,ಆಂಟೆನಾ ಪ್ರತಿಕ್ರಿಯೆ
ஆண்டெனா பிரதிபலிப்பாளர்,ಆಂಟೆನಾ ಪ್ರತಿಫಲನ
ஆண்டெனா எதிர்ப்பு,ಆಂಟೆನಾ ಪ್ರತಿರೋಧ
ஆண்டெனா அதிர்வு அதிர்வெண்,ಆಂಟೆನಾ ಪ್ರತಿಧ್ವನಿಸುವ ಆವರ್ತನ
ஆண்டெனா இடைவெளி,ಆಂತರಿಕ ಅಂತರ
ஆண்டெனா மாறுதல் அறை,ಆಂಟೆನಾ ಸ್ವಿಚಿಂಗ್ ರೂಮ್
ஆண்டெனா டியூனிங் சுருள்,ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಕಾಯಿಲ್
ஆண்டெனா ட்யூனிங் ஹட்,ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಹಟ್
துவாரம்,ದ್ಯುತಿರಂಧ್ರ
Apogee,ಮಂಜುಗಡ್ಡೆಯ
அபோஜி ராக்கெட்,ಕಟಾ ರಾಕೆಟ್
கருவி,ಉಪಕರಣ
தோன்றும்,ಸ್ಪಷ್ಟ
Applet,ರಭಸ
விண்ணப்பம்,ಅನ್ವಯಿಸು
தோராயமான,ಅಂದಾಜು
நீர்வாழ் தீர்வு,ಅಕ್ವೌಸ್ ಪರಿಹಾರ
வில்,ಚಾಪ
கட்டிடக்கலை,ವಾಸ್ತುಶಿಲ್ಪಿ
ஒலி பதிவின் காப்பக பரிமாற்றம்,ಧ್ವನಿ ರೆಕಾರ್ಡಿಂಗ್ ಆರ್ಕೈವಲ್ ವರ್ಗಾವಣೆ
காப்பகங்கள்,ಆರ್ಕೈವ್ಸ್
எண்கணித குறியீட்டு முறை,ಅಂಕಗಣಿತದ ಕೋಡಿಂಗ್
ஆர்மேச்சர்,ಶಸ್ತ್ರಾಸ್ತ್ರ
ஆர்மேச்சர் முறுக்கு,ಆರ್ಮೇಚರ್ ವಿಂಡಿಂಗ್
வரிசை,ರಂಗ
கைது செய்பவர்,ಬಂಧಕ
வெளிப்பாடு,ಉಚ್ಚ್ಯ
கலைப்பொருள் (= கலைப்பொருள்),ಕಲಾಕೃತಿ (= ಕಲಾಕೃತಿ)
ஏறுதல்,ಏರಿಕೆ
விகிதம்,ಶೋಧ ಅನುಪಾತ
அசெம்பிளர்,ಷೋಬರೆ
கூற்று,ಪ್ರತಿಪಾದಿಸುವುದು
ஒதுக்கீடு,ನಿಯೋಜನೆ
ஒதுக்கீட்டு சேனல்,ನಿಯೋಜನೆ ಚಾನೆಲ್
சமச்சீரற்ற,ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ
ஒத்திசைவற்ற,ಅಸಮಕಾಲಿಕ
வளிமண்டலம்,ವಾತಾವರಣ
வளிமண்டல இழப்பு,ವಾತಾವರಣದ ನಷ್ಟ
வளிமண்டல சத்தம்,ವಾತಾವರಣದ ಶಬ್ದ
வளிமண்டல அழுத்தம்,ವಾತಾವರಣದ ಒತ್ತಡ
வளிமண்டல பரவல்,ವಾತಾವರಣದ ಪ್ರಸರಣ
வளிமண்டல வானொலி-அலை,ವಾತಾವರಣದ ರೇಡಿಯೋ ತರಂಗ
வளிமண்டலங்கள்,ವಾತಾವರಣದ
அணு,ಪರಮಾಣು
அணு அமைப்பு,ಪರಮಾಣು ರಚನೆ
இணைப்பு,ಬಾಂಧಾಣ
விழிப்புணர்வு,ಗಮನ
விழிப்புணர்வு இழப்பு,ಅಟೆನ್ಯೂಯೇಷನ್ ​​ನಷ್ಟ
ஒலி அலைகளின் விழிப்புணர்வு,ಧ್ವನಿ ತರಂಗಗಳ ಅಟೆನ್ಯೂಯೇಷನ್
அட்டென்யூட்டர்,ಕೈಗೆಟುಕುವವನು
அட்டென்யூட்டர்-பேட்,ಅಟೆಂಡು-ಪ್ಯಾಡ್
கேட்கக்கூடிய வாசல்,ಶ್ರದ್ಧೆಯ ಮಿತಿ
கேட்கக்கூடியது,ಶ್ರವ್ಯ
கேட்கக்கூடிய அதிர்வெண்,ಶ್ರವ್ಯ ಆವರ್ತನ
கேட்கக்கூடிய தொனி,ಶ್ರವ್ಯ ಸ್ವರ
கேட்கக்கூடிய-ஸ்பெக்ட்ரம்,ಸ್ವಸಾಧ್ಯ
பார்வையாளர்கள்,ಪ್ರೇಕ್ಷಕರು
ஆடியோ,ಆವಿಷ್ಕಾರ
ஆடியோ பெருக்கி,ಆಡಿಯೊ ಆಂಪ್ಲಿಫೈಯರ್
ஆடியோ பகுப்பாய்வி,ಆಡಿಯೊ ವಿಶ್ಲೇಷಕ
ஆடியோ ஒளிபரப்பு,ಆಡಿಯೊ ಪ್ರಸಾರ
ஆடியோ கேபிள்,ಆಡಿಯೊ ಕೇಬಲ್
ஆடியோ சங்கிலி,ಆಡಿಯೊ ಸರಪಳಿ
ஆடியோ கோடெக்,ಆಡಿಯೊ ಕೋಡೆಕ್
ஆடியோ சுருக்கம்,ಆಡಿಯೊ ಸಂಕೋಚನ
ஆடியோ அமுக்கி,ಆಡಿಯೊ ಸಂಕೋಚಕ
ஆடியோ கன்சோல்,ಆಡಿಯೊ ಕನ್ಸೋಲ್
ஆடியோ விலகல்,ಆಡಿಯೊ ಅಸ್ಪಷ್ಟತೆ
ஆடியோ டைனமிக் வரம்பு,ಆಡಿಯೊ ಡೈನಾಮಿಕ್ ಶ್ರೇಣಿ
ஆடியோ கோப்பு வடிவம்,ಆಡಿಯೊ ಫೈಲ್ ಸ್ವರೂಪ
ஆடியோ பிரேம் வடிவம்,ಆಡಿಯೊ ಫ್ರೇಮ್ ಸ್ವರೂಪ
ஆடியோ அதிர்வெண் பெருக்கி,ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್
ஆடியோ அதிர்வெண் ஜெனரேட்டர்,ಆಡಿಯೊ ಆವರ್ತನ ಜನರೇಟರ್
ஆடியோ அதிர்வெண் வரம்பு,ಆಡಿಯೊ ಆವರ್ತನ ಶ್ರೇಣಿ
ஆடியோ அதிர்வெண் பதில்,ಆಡಿಯೊ ಆವರ್ತನ ಪ್ರತಿಕ್ರಿಯೆ
ஆடியோ லிமிட்டர்,ಆವಿಷ್ಕಾರದ ಮಿತಿ
ஆடியோ வரி,ಆಡಿಯೊ ಮಾರ್ಗ
ஆடியோ மிக்சர்,ಆಡಿಯೊ ಮಿಕ್ಸರ್
ஆடியோ பண்பேற்றம்,ಆಡಿಯೊ ಮಾಡ್ಯುಲೇಷನ್
ஆடியோ ஆஸிலேட்டர்,ಆವಿಭರಣ
ஆடியோ வெளியீடு,ಆಡಿಯೊ ಉತ್ಪಾದನೆ
ஆடியோ சக்தி,ಆಡಿಯೊ ಶಕ್ತಿ
ஆடியோ தரம்,ಆಡಿಯೊ ಗುಣಮಟ್ಟ
ஆடியோ சிக்னல்,ಆಡಿಯೊ ಸಂಕೇತ
ஆடியோ சிக்னல் செயலாக்கம்,ಆಡಿಯೊ ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ
ஆடியோ ஸ்பெக்ட்ரம்,ಆಡಿಯೊ ವರ್ಣಪಟಲ
ஆடியோ சேமிப்பு,ಆಡಿಯೊ ಸಂಗ್ರಹಣೆ
ஆடியோ துணை கேரியர்,ಆಡಿಯೊ ಉಪನಾಮ
ஆடியோ மின்மாற்றி,ಆಡಿಯೊ ಪರಿವರ್ತಕ
ஆடியோ டிரான்ஸ்மிட்டர்,ಆಡಿಯೊ ಟ್ರಾನ್ಸ್ಮಿಟರ್
ஆடியோ/வீடியோ சுருக்க,ಆಡಿಯೋ/ವಿಡಿಯೋ ಸಂಕೋಚನ
ஆடியோ-அதிர்வெண் ஆஸிலேட்டர்,ಆಡಿಯೊ ಆವರ್ತನ ಆಂದೋಲಕ
ஆடியோ-அதிர்வெண் சமிக்ஞை,ಆವರ್ತನ ಆವರ್ತನ ಸಂಕೇತ
ஆடியோமெட்ரி,ಆಲಿಕಲ್ಲು ಮಾಪನ
ஆடியோ காட்சி உதவி,ಆಡಿಯೋ ದೃಶ್ಯ ಸಹಾಯ
செவிவழி கருத்து,ಶ್ರವಣೇಂದ್ರಿಯ ಗ್ರಹಿಕೆ
அங்கீகார,ದೃentೀಕರಣ
அங்கீகரிக்கப்பட்ட கேரியர் அதிர்வெண்,ಅಧಿಕೃತ ವಾಹಕ ಆವರ್ತನ
ஆட்டோ கேட்,ಆಟೋ ಸಿಎಡಿ
ஆட்டோ கண்டறிதல்,ಸ್ವಯಂ ರೋಗನಿರ್ಣಯ
தானியங்கி,ಸ್ವಯಂಚಾಲಿತ
தானியங்கி கட்டுப்பாடு,ಸ್ವಯಂಚಾಲಿತ ನಿಯಂತ್ರಣ
தானியங்கி கண்டறிதல்,ಸ್ವಯಂಚಾಲಿತ ಪತ್ತೆ
தானியங்கி உபகரணங்கள்,ಸ್ವಯಂಚಾಲಿತ ಉಪಕರಣಗಳು
தானியங்கி அதிர்வெண் கட்டுப்பாடு,ಸ್ವಯಂಚಾಲಿತ ಆವರ್ತನ ನಿಯಂತ್ರಣ
