Odiya,Bengali
"1. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ, 2. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |","1. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম, 2. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম"
ଅଟୋ ରୁଟିନ୍ |,স্বয়ংক্রিয় রুটিন
ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର,স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার
"1. ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍), ୨ | ଆତ୍ମ ପ୍ରତ୍ୟାହାର ପାଇଁ ବ୍ୟାଙ୍କ ଏଟିଏମ୍ |","1. অটোমেটিক টেলার মেশিন (ATM), 2. নিজে তোলার জন্য ব্যাঙ্ক এটিএম"
ସ୍ୱୟଂଚାଳିତ,অটোমেশন
"1. ଅଟୋପ୍ଲେ, 2 ଅଟୋ ଚାଲିବା |","1. অটোপ্লে, 2. স্বয়ংক্রিয় হাঁটা"
କଣ୍ଠଦାନ,কণ্ঠস্বর
ସହକାରୀ,সহকারী
ସହାୟକ ସ୍ମୃତି,অক্জিলিয়ারী মেমরি
ସହାୟକ ଷ୍ଟୋରେଜ୍,অক্জিলিয়ারী স্টোরেজ
ଉପଲବ୍ଧ ତାଲିକା |,প্রাপ্তিসাধ্য তালিকা
ଉପଲବ୍ଧ ସମୟ |,উপলব্ধ সময়
ହାରାହାରି,গড়
AWK (ଏକ କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ),AWK (একটি কম্পিউটার কমান্ড)
ପରେ,পরে
ପୋଷ୍ଟ ପ୍ରୋସେସର୍ |,পোস্ট প্রসেসর
ପରବର୍ତ୍ତୀ କାର୍ଯ୍ୟ ବିଲୋପ |,পোস্টেরিয়র ফাংশন মুছে ফেলা
ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |,পটভূমি প্রক্রিয়াকরণ
ଆନୁଷଙ୍ଗିକ ଷ୍ଟୋରଗୁଡିକ |,আনুষঙ্গিক দোকান
ପଛ ପ୍ୟାଚିଂ |,ব্যাক প্যাচিং
"1. ପଶ୍ଚିମ, ୨ ବ୍ୟାକସ୍ପେସ୍ |","1. পশ্চিম, 2. ব্যাকস্পেস"
ବ୍ୟାକଟ୍ରାକ୍,ব্যাকট্র্যাকিং
"1. ବ୍ୟାକ୍ ଅପ୍, 2 ପରିଶୋଧ","1. ব্যাক আপ, 2. প্রতিদান"
"1. ସଂପୃକ୍ତ ସ୍ମୃତି, ୨। ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |","1. পরিপূরক স্মৃতি, 2. ব্যাক আপ মেমরি"
ପଛ ତ୍ରୁଟି ସଂଶୋଧନ |,পিছনে ত্রুটি সংশোধন
(ଆୟ-ବ୍ୟୟ) ବାଲାନ୍ସ ସିଟ୍ |,(আয়-ব্যয়) ব্যালেন্স শীট
ବ୍ୟାଣ୍ଡେଜ୍ |,ব্যান্ডেজ
"1. ବ୍ୟାଣ୍ଡ ଓସାର, 2 ବ୍ୟାଣ୍ଡୱିଡଥ୍ / ସାମର୍ଥ୍ୟ |","1. ব্যান্ড প্রস্থ, 2. ব্যান্ডউইথ/ক্ষমতা"
ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |,ব্যাংকারের অ্যালগরিদম
"1. ବାର୍ କୋଡ୍, 2 ବାର୍ କୋଡ୍","1. বার কোড, 2. বার কোড"
ବାରକୋଡ୍ ସ୍କାନର୍ |,বারকোড স্ক্যানার
ବାର୍ ଗ୍ରାଫ୍ |,বার গ্রাফ
ମୂଳ ଠିକଣା,ভিত্তি ঠিকানা
ବେସ୍ ବ୍ୟାଣ୍ଡ |,বেস ব্যান্ড
ଆଧାର ସଂଖ୍ୟା,আধার নম্বর
ଆଧାର ଟେବୁଲ୍ |,ভিত্তি টেবিল
ବେସିକ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା),বেসিক (একটি কম্পিউটার ভাষা)
"1. ମ Basic ଳିକ ନିୟନ୍ତ୍ରଣ, ୨। ଆଧାର ନିୟନ୍ତ୍ରଣ |","1. মৌলিক নিয়ন্ত্রণ, 2. ভিত্তি নিয়ন্ত্রণ"
"1. ମୂଳ ବିନିଯୋଗ, ୨। ମୂଳ ବିନିଯୋଗ |","1. মূল বিনিয়োগ, 2. ভিত্তি বিনিয়োগ"
ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ,মৌলিক নির্দেশ
ମୂଳ ସମସ୍ୟା |,ভিত্তি সমস্যা
ମ basic ଳିକ ପର୍ଯ୍ୟାୟ |,মৌলিক পর্যায়
"1. ବ୍ୟାଚ୍, ୨ ଗୋଷ୍ଠୀ, 3 ବିପର୍ଯ୍ୟୟ |","1. ব্যাচ, 2। গ্রুপ, 3। বিপর্যয়"
"1. ବ୍ୟାଚ୍ ଫାଇଲ୍, 2 ବ୍ୟାଚ୍ ଫାଇଲ୍ |","1. ব্যাচ ফাইল, 2. ব্যাচ ফাইল"
ବ୍ୟାଚ୍ ସ୍ଥିତି,ব্যাচ অবস্থা
"1. ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ, 2 ଗୋଷ୍ଠୀ ପ୍ରକ୍ରିୟାକରଣ |","1. ব্যাচ প্রসেসিং, 2. গ্রুপ প্রক্রিয়াকরণ"
