Kannada,Odiya
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,ଆକାଶବାଣୀ ମତାମତ |
ಕೊಳೆತ ಫಿಲ್ಟರ್,ଆକାଶବାଣୀ ଫିଲ୍ଟର |
ಕೊಳೆತ ಪ್ರತಿರೋಧ,ଆକାଶବାଣୀ ପ୍ରତିରୋଧକ |
ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ ಸ್ಥಿರ,ଆକାଶବାଣୀ ପ୍ରଚାର ସ୍ଥିର |
ಅಕೌಟಿಕಲ್ ಪ್ರತಿರೋಧ,ଆକାଶବାଣୀ ପ୍ରତିରୋଧ |
ಅಕೌಸ್ಟಿಕ್ ವಿಂಗಡಣೆಯ,ଆକାଶ ଭାବରେ ଇନସୁଲେଡ୍ |
ಸ್ರವಿಸುವ,ଆକାଶବାଣୀ |
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು,ଅଧିଗ୍ରହଣ
ಸಂಕ್ಷಿಪ್ತ ರೂಪ,ଆକ୍ରୋନିମ୍ |
ಕಾರ್ಯ ಪ್ರದೇಶ,କ୍ରିୟା କ୍ଷେତ୍ର
ಸಕ್ರಿಯ ತಂತು,ସକ୍ରିୟ ଚିଲାମେଣ୍ଟ |
ಸಕ್ರಿಯ,ସକ୍ରିୟ
ಸಕ್ರಿಯ ಪ್ರದೇಶ,ସକ୍ରିୟ କ୍ଷେତ୍ର
ಸಕ್ರಿಯ ಕಿಟಕಿ,ସକ୍ରିୟ ୱିଣ୍ଡୋ |
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,ଅନୁକେତ
ಅಡಾಪ್ಟರ್ (ಅಡಾಪ್ಟರ್),ଆଡାପ୍ଟର (ଆଡାପ୍ଟର)
ಅಡಾಪ್ಟಿವ್ ಡಿಫರೆನ್ಷಿಯಲ್ ಪಲ್ಸ್ ಕೋಡ್ ಮಾಡ್ಯುಲೇಷನ್,ଆଡାପ୍ଟିଭ୍ ଡିଫେରିଏଲ୍ ପଲ୍ସ କୋଡ୍ ମୋଡୁଲେସନ୍ |
ವಿಳಾಸ ಪುಸ್ತಕ,ଠିକଣା ବହି
ವಿಳಾಸ ಬಸ್,ଠିକଣା ବସ୍
ವಿಳಾಸ ಪರಿಹಾರ,ଠିକଣା ରେଜୋଲୁସନ
ಪಕ್ಕದ ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ,ସଂଲଗ୍ନ ଚ୍ୟାନେଲର ହସ୍ତକ୍ଷେପ |
ಪಕ್ಕದ ಚಾನಲ್ ಆಯ್ಕೆ,ସଂଲଗ୍ନ ଚ୍ୟାନେଲ ଚୟନ
ಪಕ್ಕದ ಆವರ್ತನ,ସଂଲଗ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି |
ಪಕ್ಕದ ಆವರ್ತನ ಚಾನಲ್,ସଂଲଗ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |
ಪಕ್ಕದ ಚಿತ್ರ ವಾಹಕ,ସଂଲଗ୍ନ ଚିତ୍ର ବାହକ |
ಪಕ್ಕದ ಧ್ವನಿ ವಾಹಕ,ସଂଲଗ୍ନ ସାଉଣ୍ଡ ବାହକ |
ಪಕ್ಕದ ನಿಲ್ದಾಣ,ସଂଲଗ୍ନ ଷ୍ଟେସନ |
ಹೊಂದಿಸಲಾಗುವ,ନିୟନ୍ତ୍ରିତ
ಹೊಂದಾಣಿಕೆ ಕಂಡೆನ್ಸರ್,ନିୟନ୍ତ୍ରିତ କଣ୍ଡେନ୍ସର୍ |
ಒತ್ತಡವನ್ನು ಹೊಂದಿಸುವುದು,ଚାପକୁ ସଜାଡିବା |
ವ್ರೆಂಚ್ ಹೊಂದಿಸಲಾಗುತ್ತಿದೆ,ରେଞ୍ଚ ଆଡଜଷ୍ଟ କରିବା |
ಹೊಂದಾಣಿಕೆ,ଆଡଜଷ୍ଟମେଣ୍ଟ୍
ನಿರ್ವಾಹಕ,ପ୍ରଶାସକ
ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ,ଉନ୍ନତ ଟେକ୍ନୋଲୋଜି |
ವೈಮಾನಿಕ,ବାୟୁ
ವೈಮಾನಿಕ ರಚನೆ,ଏରିଲ୍ ଆରେ |
ವೈಮಾನಿಕ ಬೂಸ್ಟರ್,ଏରିଲ୍ ବୁଷ୍ଟର୍ |
ವೈಮಾನಿಕ ಪ್ರವಾಹ,ଏରିଲ୍ କରେଣ୍ଟ୍ |
ವೈಮಾನಿಕ ಅರ್ಥಿಂಗ್ ಸ್ವಿಚ್,ଏରିଲ୍ ମାଟିଙ୍ଗ୍ ସୁଇଚ୍ |
ವೈಮಾನಿಕ ದಕ್ಷತೆ,ଏରିଲ୍ ଦକ୍ଷତା |
ವೈಮಾನಿಕ ಪ್ರತಿರೋಧ,ଏରିଲ୍ ଇନପେଟେନ୍ସ |
ವೈಮಾನಿಕ ಪ್ರಚೋದನೆ,ଏରିଲ୍ ଇଣ୍ଡିକାନ୍ସ |
ವೈಮಾನಿಕ ಅವಾಹಕ,ଏରିଆଲ୍ ଇନସୁଲେଟର |
ವೈಮಾನಿಕ ಲೋಡಿಂಗ್ ಕಾಯಿಲ್,ଏରିଆଲ୍ ଲୋଡିଂ କୋଇଲ୍ |
ವೈಮಾನಿಕ ography ಾಯಾಗ್ರಹಣ,ଏରିଲ୍ ଫଟୋଗ୍ରାଫି |
ವೈಮಾನಿಕ ಶಕ್ತಿ,ଏରିଲ୍ ଶକ୍ତି |
ವೈಮಾನಿಕ ವಿಕಿರಣ ಮರುಪರಿಶೀಲನೆ,ଏରିଆଲ୍ ବିକିରଣର ଲାଭ |
ವೈಮಾನಿಕ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ,ଏରିୟାଲ୍ ପ୍ରତିକ୍ରିୟା |
ಧಾರ್ಮಿಕತೆ,ଏରୋଡାଇନାମିକ୍ସ
ವಾಗ್ದಾನ,ସଂସ୍ଥା
ವಾಯು ಸಂಕೋಚಕ,ବାୟୁ କମ୍ପ୍ରେସାକ୍ର
ವಾಯುಮಂಡಲ,ବାୟୁ କଣ୍ଡନସର୍ |
ಗಾಳಿ ತಣ್ಣಗಾಯಿತು,ବାୟୁ ଥଣ୍ଡା
ಏರ್ ಕೋರ್ಡ್ ಕಾಯಿಲ್,ବାୟୁ କୋଡ୍ କୋଇଲ୍ |
ಹವಾನಿಯಂತ್ರಣ,Accometication
ಪಂಥದ,ଆଲବେଡୋ |
ಅಲ್ಗಾರಿದಮ್,ଆଲଗୋରିଦମ
ಅಲಿಯಾಸೆ,ଛଦ୍ମନାମ
ಜೋಡಣೆ,ମିଶ୍ରଣ
ಜೋಡಣೆ,ପରିଚାଳିତ
ಎಲ್ಲಾ ತರಂಗ ವೈಮಾನಿಕ,ସମସ୍ତ ତରଙ୍ଗ ବାୟୁ |
ಮನವಸಿಕೆ,ଆବଣ୍ଟନ
ವರ್ಣಮಾಲೆಯ,ବର୍ଣ୍ଣାନୁକ୍ରମିକ
ವರ್ಣಮಾಲೆಯ,ବର୍ଣ୍ଣମାଳା
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪಾತ್ರ,ବର୍ଣ୍ଣମାଳା ଚରିତ୍ର |
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಮಾಹಿತಿ,ବର୍ଣ୍ଣମାଳା ସୂଚନା
ಪರ್ಯಾಯ ಪ್ರವಾಹ (ಎ.ಸಿ.),ବିକଳ୍ପ ସାମ୍ପ୍ରତିକ (AC.)
ಪರ್ಯಾಯ,ବିକଳ୍ପ
ಆವರ್ತಕ,Atternator
ಎತ್ತರ,ଉଚ୍ଚତା
ಅಪೊಗೀ ಎತ್ತರ,ଆପୋଜି ର ଉଚ୍ଚତା |
ಪೆರಿಜಿಯ ಎತ್ತರ,PERIGEE ର ଉଚ୍ଚତା |
ಹವ್ಯಾಸಿ ರೇಡಿಯೋ ಸಂವಹನ,ଆମୋଦିତ ରେଡିଓ ଯୋଗାଯୋଗ |
ಒಳಭಾಗ,ଅଭିଳାଷୀ |
ವಾತಾವರಣ ಮೈಕ್ರೊಫೋನ್,ଆମ୍ବିଏନ୍ସ ମାଇକ୍ରୋଫୋନ୍ |
ಸುತ್ತುವರಿದ ಸ್ಥಿತಿ,ପରିବେଶ ସର୍ତ୍ତ
ಸುತ್ತುವರಿದ ಬೆಳಕು,ପରିବେଶ ଆଲୋକ |
ಸುತ್ತುವರಿದ ಶಬ್ದ,ଆମ୍ବିକ୍ ଶବ୍ଦ
ಹೊರಗಿನ ತಾಪಮಾನ,ପରିବେଶ ତାପମାତ୍ରା |
ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್,ଆମେରିକୀୟ ମାନକ କୋଡ୍ |
ಒಂದು ಬಗೆಯ ಕಂತು,ଆମ୍ପେର୍
ಕಪಾಟಿ ಮೀಟರ್,ଆମ୍ପେର୍ ମିଟର |
ವರ್ಧನೆ,ବୃଦ୍ଧି
ವರ್ಧನೆ ಅಂಶ,Amplfication ଫ୍ୟାକ୍ଟର୍ |
ಉಲ್ಬಣಕ,ଏମ୍ପ୍ଲିଫାୟର୍
ಆಂಪ್ಲಿಫಯರ್ ಗಳಿಕೆ,ଏମ୍ପ୍ଲିଫାୟର୍ ଲାଭ |
ವರ್ಧಕ ಶಬ್ದ,ଏମ୍ପ୍ଲିଫାୟର୍ ଶବ୍ଦ |
ಉಪಕರಣಗಳನ್ನು ವರ್ಧಿಸುವುದು,ଯନ୍ତ୍ରପାତି ଯନ୍ତ୍ରପାତି |
ಕ್ಲೈಸ್ಟ್ರಾನ್ ಅನ್ನು ವರ್ಧಿಸುವುದು,କାଲିଷ୍ଟ୍ରନ୍
ವರ್ಧಿಸುವ ಘಟಕ,Amplifying ୟୁନିଟ୍ |
ವೈಶಾಲ್ಯ,ପ୍ରଶସ୍ତତା
ವೈಶಾಲ್ಯ ಅಸ್ಪಷ್ಟತೆ,ପ୍ରସଙ୍ଗଯୁକ୍ତ ବିକୃତି |
ವೈಶಾಲ್ಯ ವಿಹಾರ,ପ୍ରୟୋଗ ହୋଇଥିବା ଭ୍ରମଣ |
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಫ್ಯಾಕ್ಟರ್,ପ୍ରଶସ୍ତତା ଫ୍ୟାକ୍ଟର୍ |
ವೈಶಾಲ್ಯ,ପ୍ରଶସ୍ତତା ସୀମା
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್,ପ୍ରୟୋଗ ମୋଡ୍ୟୁଲେଟ୍ |
ವೈಶಾಲ್ಯ,ପ୍ରଶସ୍ତତା ମୋଡ୍ୟୁଲେସନ୍ |
ಅನಲಾಗ್ (,ଆନାଗଲ୍ (ଆନାଗଲ୍)
ಸರ್ಕ್ಯೂಟ್,ଆନାଗଲ୍ ସର୍କିଟ୍ |
ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
ಅನಲಾಗ್ ರೇಡಿಯೋ ಆವರ್ತನ ಚಾನಲ್,ଆନାଗଲ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |
ಸಾದೃಶ್ಯ ನಿರೂಪಣೆ,ଆନାଗଲ୍ ଉପସ୍ଥାପନା |
ಅನಾಲಾಗ್ ಸಂಕೇತ,ଆନାଗଲ୍ ସିଗନାଲ୍ |
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್,ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್,ଡିଜିଟାଲ୍ କନଭର୍ଟର ପାଇଁ ଆନାଗଲ୍ |
ಅನಾನುಕೂಲ ವಿಡಿಯೋ,ଆନାଗଲ୍ ଭିଡିଓ |
ಹೋಲುವ,ଅନୁରୂପ
ಸಾದೃಶ್ಯ,ଆନାଲୋଜି
ವಿಶ್ಲೇಷಣೆ,ବିଶ୍ଳେଷଣ |
ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ,ତଥ୍ୟର ବିଶ୍ଳେଷଣ |
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಸಾಂದ್ರತೆ,ଆନାଲିଟିକାଲ୍ ଘନତା |
ವಿಶ್ಲೇಷಿಸು,ବିଶ୍ଳେଷଣ କର |
ವಿಶ್ಲೇಷಕ,ଆନିପ୍ରିଣ୍ଟେଜର |
ಪೂರಕ ಉಪಕರಣಗಳು,ଅର୍କିଲିଡିଆ ଉପକରଣ |
ಮತ್ತು ಗೇಟ್,ଏବଂ ଫାଟକ
ಘರ್ಷಣೆಯ ಕೋನ,କଲିମିର କୋଣ |
ಧ್ರುವೀಕರಣದ ಕೋನ,ପୋଲାରାଇଜେସନ୍ କୋଣ |
ತಿರುಗುವಿಕೆಯ ಕೋನ,ଘୂର୍ଣ୍ଣନର କୋଣ |
ಆಂಗ್‌ಸ್ಟ್ರಾಮ್ (Å),Agtstom (å)
ಕೋನೀಯ,କୋଣାର୍କ
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,କୋଣାର୍କ ତ୍ୱରାନ୍ୱିତ |
ಕೋನೀಯ ಸಮನ್ವಯ,କୋଣାର୍କ ସମବେଦନା |
ಕೋನೀಯ ವಿಚಲನ,କୋଣାର୍କ ବିବେକ |
ಕೋನೀಯ ಪ್ರಸರಣ,କୋଣାର୍କ ବିପରୀତ |
ಕೋನೀಯ ಸ್ಥಳಾಂತರ,କୋଣାର୍କ ବିସ୍ଥାପନ |
ಕೋನೀಯ ದೋಷ,କୋଣାର୍କ ତ୍ରୁଟି |
ಕೋನೀಯ ಆವರ್ತನ,କୋଣାର୍କ ଫ୍ରିକ୍ୱେନ୍ସି |
ಕೋನೀಯ ಆವೇಗ,କୋଣାର୍କ ଗତି |
ಕೋನೀಯ ಚಲನೆ,କୋଣାର୍କ ଗତି
ಕೋನೀಯ ವೇಗ,କୋଣାର୍କ ବେଗ |
ಅನೆ,ଆନିମେସନ୍
ಆವರಣ,Anode
ಆನೋಡ್ ಬ್ಯಾಟರಿ,Anodod ବ୍ୟାଟେରୀ |
ಆನೋಡ್ ವಿಶಿಷ್ಟ ಲಕ್ಷಣಗಳು,Andod ବ istic ଶିଷ୍ଟ୍ୟ |
ಆಂಡ್ಹ್ಯೋಡ್ ವೃತ್ತ,ଆନୋଡ ସର୍କିଟ୍ |
ಆನೋಡ್ ಹರಡುವಿಕೆ,ଆନୁଷ୍ଠାନିକ ଡିସପିଏସନ
ಆನೋಡ್ ದಕ್ಷತೆ,ଆନୁଷ୍ଠାନିକ ଦକ୍ଷତା |
ಆನೋಡ್ ಇನ್ಪುಟ್ ಶಕ್ತಿ,ଆନୁଷ୍ଠାନିକ ଇନପୁଟ୍ ଶକ୍ତି |
ಆನೋಡ್ ಮಾಡ್ಯುಲೇಷನ್,ଆନୁଷ୍ଠାନିକ ମୋଡୁଲେସନ୍ |
ಆನಂತಾ,ଆଣ୍ଟେନା |
ಆಂಟೆನಾ ಬೀಮ್‌ವಿಡ್ತ್,ଆଣ୍ଟେନା ବିମ୍ୱିଡଥ୍ |
ಆಂಟೆನಾ ಬೂಸ್ಟರ್,ଆଣ୍ଟେନା ବୁଷ୍ଟର୍ |
ಆಂಟೆನಾ ಚೇಂಜ್ಓವರ್ ಸ್ವಿಚ್,ଆଣ୍ଟେନା ପରିବର୍ତ୍ତନକାରୀ ସୁଇଚ୍ |
ಆಂಟೆನಾ ಕಾಯಿಲ್,ଆଣ୍ଟେନା କୋଇଲ୍ |
ಆಂಟೆನಾ ಸಂರಚನೆ,ଆଣ୍ଟେନା ବିନ୍ୟାସ
ಆಂಟೆನಾ ಸಹಕ,ଆଣ୍ଟେନା କପଟର୍ |
ಆಂಟೆನಾ ಕ್ರಾಸ್ ಪೋಲಾರ್ ಪ್ಯಾಟರ್ನ್,ଆଣ୍ଟେନା କ୍ରସ୍ ପୋଲାର୍ ପ୍ୟାଟର୍ |
ಪ್ರವಾಹ,ଆଣ୍ଟେନା କରେଣ୍ଟ୍ |
ಆಂಟೆನಾ ನಿರ್ದೇಶನ ಲಾಭ,ଆଣ୍ଟେନା ପ୍ରତ୍ୟକ୍ଷ ପ୍ରତ୍ୟକ୍ଷ ଲାଭ |
ಆಂಟೆನಾ ಡ್ಯುಪ್ಲೆಕ್ಸರ್,ଆଣ୍ଟେନା ଡୁପ୍ଲେକ୍ସର |
ಆಂಟೆನಾ ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ,ଆଣ୍ଟେନା ପ୍ରଭାବଶାଳୀ କ୍ଷେତ୍ର |
ಆಂಟೆನಾ ದಕ್ಷತೆ,ଆଣ୍ଟେନା ଦକ୍ଷତା |
ಆಂಟೆನಾ ಫೀಡ್,ଆଣ୍ଟେନା ଫିଡ୍ |
ಆಂಟೆನಾ ಕಾಲು ಮುದ್ರಣ,ଆଣ୍ଟେନା ପାଦ ପ୍ରିଣ୍ଟ୍ |
ಆಂಟೆನಾ ಗಳಿಕೆ,ଆଣ୍ଟେନା ଲାଭ
ಆಂಟೆನಾ ಎತ್ತರ,ଆଣ୍ଟେନା ଉଚ୍ଚତା |
ಪ್ರತಿರೋಧ,ଆଣ୍ଟେନା ପ୍ରତିରକ୍ଷା |
ಆಂಟೆನಾ ಪ್ರಚೋದನೆ,ଆଣ୍ଟେନା ଇଣ୍ଡିକାନ୍ସ |
ಆಂಟೆನಾ ಮಾದರಿ,ଆଣ୍ଟେନା ପାଟର୍ନ |
ಪತಂಗ,ଆଣ୍ଟେନା ପ୍ଲେକ୍ସର୍ |
ಆಂಟೆನಾ ಧ್ರುವೀಕರಣ,ଆଣ୍ଟେନା ପୋଲାରାଇଜେସନ୍ |
ಆಂಟೆನಾ ಶಕ್ತಿ,ଆଣ୍ଟେନା ଶକ୍ତି |
ಆಂಟೆನಾ ವಿದ್ಯುತ್ ಲಾಭ,ଆଣ୍ଟେନା ପାୱାର ଲାଭ |
ಆಂಟೆನಾ ವಿಕಿರಣ ಪ್ರತಿರೋಧ,ଆଣ୍ଟିନା ବିକିରଣ ପ୍ରତିରୋଧ |
ಆಂಟೆನಾ ಪ್ರತಿಕ್ರಿಯೆ,ଆଣ୍ଟେନା ପ୍ରତିକ୍ରିୟା |
ಆಂಟೆನಾ ಪ್ರತಿಫಲನ,ଆଣ୍ଟେନା ରିଫଲେକ୍ଟର |
ಆಂಟೆನಾ ಪ್ರತಿರೋಧ,ଆଣ୍ଟେନା ପ୍ରତିରୋଧ
ಆಂಟೆನಾ ಪ್ರತಿಧ್ವನಿಸುವ ಆವರ್ತನ,ଆଣ୍ଟେନା ପର୍ଯ୍ୟଟକଗଣ ବିସ୍ତାରିତ ଫ୍ରିକ୍ୱେନ୍ସି |
ಆಂತರಿಕ ಅಂತರ,ଆଣ୍ଟେନା ବ୍ୟବଧାନ |
ಆಂಟೆನಾ ಸ್ವಿಚಿಂಗ್ ರೂಮ್,ଆଣ୍ଟେନା ସୁଇଚ୍ ରୁମ୍ |
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಕಾಯಿಲ್,ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ କୋଇଲ୍ |
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಹಟ್,ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ ହାଟ |
ದ್ಯುತಿರಂಧ್ರ,ଆପେଚର
ಮಂಜುಗಡ್ಡೆಯ,ଆପୋଲେଜ୍
ಕಟಾ ರಾಕೆಟ್,ଆପୋଲେ ରକେଟ୍ |
ಉಪಕರಣ,ଉପକରଣ
ಸ್ಪಷ್ಟ,ସ୍ପଷ୍ଟ
ರಭಸ,ଆପଲେଟ୍
ಅನ್ವಯಿಸು,ପ୍ରୟୋଗ
ಅಂದಾಜು,ଆନୁମାନିକ
ಅಕ್ವೌಸ್ ಪರಿಹಾರ,ଜଳପ୍ରବାହକାରୀ ସମାଧାନ |
ಚಾಪ,ଆର୍କ
ವಾಸ್ತುಶಿಲ್ಪಿ,ସ୍ଥାପତ୍ୟ
ಧ್ವನಿ ರೆಕಾರ್ಡಿಂಗ್ ಆರ್ಕೈವಲ್ ವರ್ಗಾವಣೆ,ଶବ୍ଦ ରେକର୍ଡିଂର ଅଭିଲେଖାଗାର ସ୍ଥାନାନ୍ତର |
ಆರ್ಕೈವ್ಸ್,ଅଭିଲେଖାଗାର
ಅಂಕಗಣಿತದ ಕೋಡಿಂಗ್,ଗାଣିତିକ କୋଡିଂ |
ಶಸ್ತ್ರಾಸ್ತ್ರ,ଅର୍ଗର
ಆರ್ಮೇಚರ್ ವಿಂಡಿಂಗ್,ଅରତା ପବନ
ರಂಗ,ଆରେ
ಬಂಧಕ,ଆରେଷ୍ଟ୍ରର୍
ಉಚ್ಚ್ಯ,ଆର୍ଟଲେସନ୍
ಕಲಾಕೃತಿ (= ಕಲಾಕೃತಿ),କଳାକୃତି (= କଳାକୃତି)
ಏರಿಕೆ,ଆରୋହଣ
ಶೋಧ ಅನುಪಾತ,ଆନୁମାନିକ ଅନୁପାତ
ಷೋಬರೆ,ଏକତ୍ରିତ |
ಪ್ರತಿಪಾದಿಸುವುದು,ଧାରଣା
ನಿಯೋಜನೆ,ଆସାଇନମେଣ୍ଟ
ನಿಯೋಜನೆ ಚಾನೆಲ್,ଆସାଇନମେଣ୍ଟ ଚ୍ୟାନେଲ୍ |
ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ,ଅସମାନଗତ
ಅಸಮಕಾಲಿಕ,ଅସନ୍ତୁଳିତ
ವಾತಾವರಣ,ବାୟୁମଣ୍ଡଳ
ವಾತಾವರಣದ ನಷ್ಟ,ବାୟୁମଣ୍ଡଳୀୟ କ୍ଷତି |
ವಾತಾವರಣದ ಶಬ್ದ,ବାୟୁମଣ୍ଡଳୀୟ ଶବ୍ଦ |
ವಾತಾವರಣದ ಒತ್ತಡ,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
ವಾತಾವರಣದ ಪ್ರಸರಣ,ବାୟୁମଣ୍ଡଳୀୟ ପ୍ରସାର |
ವಾತಾವರಣದ ರೇಡಿಯೋ ತರಂಗ,ବାୟୁମଣ୍ଡଳୀୟ ରେଡିଓ-ତରଙ୍ଗ |
ವಾತಾವರಣದ,ବାୟୁମଣ୍ଡଳ
ಪರಮಾಣು,ପରମାଣୁ
