Punjabi,English
ਬਾਰਡੋਲੀ ਸੱਤਿਆਗ੍ਰਹਿ,Bardoli satyagraha
ਬਾਰਨ ਬਰਨਰ,Barn Burners
ਬੈਰਨ,Baron
ਬੈਰੋਨੇਜ,Baronage
ਬੈਰੋਨਸ ਮੇਜਰਸ,Barones majores
ਬੈਰੋਨਸ ਨਾਬਾਲਗ,Barones minores
ਬੈਰੋਨੇਸ,Baroness
ਬੈਰੋਨੇਟ,Baronet
ਬੈਰੋਨੇਟੇਜ,Baronetage
ਬੈਰੋਨੇਟੇਜ,Baronetage
ਬੈਰੋਨੇਟਸੀ,Baronetcy
ਬੈਰੋਨੀ,Barony
ਬੈਰਾਕੂਨ,Barracoon
ਬੈਰਾਕੂਨ,Barracoon
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),Barricade (=barricado)
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),Barricade (=barricado)
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),Barricade (=barricado)
ਬੇਸ ਕੈਂਪ,Base camp
ਬੇਸਿਲਿਕਾ,Basilica
ਬੇਸਿਲਿਕਾ,Basilica
ਬਸਤੀਲਾ,Bastila
ਬੈਸਟਿਲ,Bastille
ਬੈਸਟਿਲ,Bastille
ਬੈਟਰੀ,Battery
ਲੜਾਈ,Battle
ਬੈਟਲੇ-ਐਰੇ,Batlle-array
ਲੜਾਈ ਦਾ ਰੋਣਾ,Battle cry
ਲੜਾਈ ਦੀਨ,Battle din
ਲੜਾਈ ਦਾ ਮੈਦਾਨ,Battle field
ਲੜਾਈ ਦਾ ਭਜਨ,Battle hymn
ਸਪਰਸ ਦੀ ਲੜਾਈ,Battle of the Spurs
ਸਟੈਂਡਰਡ ਦੀ ਲੜਾਈ,Battle of the Standard
ਬੈਟਲਸ਼ਿਪ,Battleship
ਬੈਟਲਸ਼ਿਪ-ਤਾਕਤ,Battleship-strength
Bayeux tapestry,Bayeux tapestry
ਬੀਕਨ,Beacon
ਬੀਕਨ ਟਾਵਰ,Beacon tower
ਬੀਵਰ,Beaver
ਬੀਵਰ,Beaver
ਸਮੁੰਦਰ ਦੇ ਭਿਖਾਰੀ,Beggars of the sea
ਬੇਲੀਕੋਜ਼,Bellicose
ਬੇਲੀਕੋਸ,Bellicose
ਬੇਲੀਕੋਜ਼,Bellicose
ਬੇਲੀਕੋਸਿਟੀ,Bellicosity
ਬੇਲੋਨਾ,Bellona
ਲਾਭ,Benefice
ਪਾਦਰੀਆਂ ਦਾ ਲਾਭ,Benefit of clergy
ਬੇਨੇਲਕਸ,Benelux
ਬਰਲਿਨ ਫ਼ਰਮਾਨ,Berlin Decree
ਬੇਸਰਕਰ,Berserker
ਬੇਸੰਤ (=ਬੇਜ਼ੰਤ),Besant (=bezant)
ਬੈਥਲ,Bethel
ਬਾਈਬਲੀਓਲੇਟਰ,Bibliolater
ਬਿਬਲਿਓਲਾਟਰੀ,Bibliolatry
ਵੱਡੀ ਬਰਥਾ,Big Bertha
ਬਿਗੌਟ,Bigot
ਬਿਲੀਟਿੰਗ,Billeting
ਅਟੈਂਡਰ ਦਾ ਬਿੱਲ,Bill of Attainder
ਅਧਿਕਾਰਾਂ ਦਾ ਬਿੱਲ,Bill of Rights
ਜੀਵਨੀਕਾਰ,Biographer
ਜਨਮ ਕਹਾਣੀਆਂ,Birth stories
ਬਿਵੁਆਕ,Bivouac
ਬਿਵੁਆਕ,Bivouac
ਬਿਵੁਆਕ,Bivouac
ਬਿਜੋਨੀਆ,Bizonia
ਕਾਲਾ ਪੰਛੀ,Black birding
ਕਾਲਾ ਝੰਡਾ,Black flag
ਕਾਲਾ ਮੋਰੀ,Black Hole
ਕਾਲਾ ਮੋਰੀ,Black Hole
ਕਾਲੀ ਲੱਤ (= ਖੁਰਕ),Black leg (=scab)
ਕਾਲੀ ਕਮੀਜ਼,Black Shirt
ਬਲੇਜ਼ਨ,Blazon
ਬਲੇਜ਼ਨ,Blazon
ਧਮਾਕੇਦਾਰ,Blazonry
ਧਮਾਕੇਦਾਰ,Blazonry
ਬਲਿਟਜ਼ਕਰੀਗ,Blitzkrieg
ਖੂਨ ਰਹਿਤ ਇਨਕਲਾਬ (= ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ),Bloodless Revolution (=Glorious Revolution)
ਬਲੱਡਵਾਈਟ,Bloodwite
ਖੂਨੀ ਮੈਰੀ,Bloody Mary
ਨੀਲਾ,Blue
ਨੀਲਾ ਖੂਨ,Blue blood
ਨੀਲੀ ਕਿਤਾਬ,Blue book
ਨੀਲਾ ਰਿਬਨ,Blue ribbon
ਨੀਲਾ ਰਿਬਨ,Blue ribbon
ਬਲੂਜ਼ (=ਰਾਇਲ ਹਾਰਸ ਗਾਰਡ),Blues (=Royal Horse Guards)
ਨੀਲੀ ਕਮੀਜ਼,Blue Shirt
ਬਲੂ ਵਾਟਰ ਸਕੂਲ,Blue Water School
ਕੰਟਰੋਲ ਬੋਰਡ,Board of Control
ਸਰੀਰ ਦੇ ਬਸਤ੍ਰ,Body armour
ਬੋਅਰ,Boer
ਲੁੱਟ,Booty
ਬੋਰੋ,Borough
ਬੁਲੇਉਟੇਰੀਅਨ,Bouleuterion
ਬੋਰਬਨ,Bourbon
ਮੁੱਕੇਬਾਜ਼ ਬਗਾਵਤ,Boxer rebellion
ਬ੍ਰੇਸ,Brace
ਬ੍ਰਾਸਾਰਡ,Brassard
ਬ੍ਰਾਸਾਰਡ,Brassard
ਰੋਟੀ ਦੀਆਂ ਬਸਤੀਆਂ,Bread colonies
ਛਾਤੀ ਪਲੇਟ,Breast Plate
ਛਾਤੀ ਦਾ ਕੰਮ,Breast work
ਬਰੇਟਵਾਲਡਾ,Bretwalda
ਬ੍ਰਿਗੈਂਡ,Brigand
ਬ੍ਰਿਗੇਂਡੇਜ,Brigandage
ਬ੍ਰਿਟਿਸ਼ ਕਾਮਨਵੈਲਥ ਆਫ ਨੇਸ਼ਨਜ਼,British Commonwealth of Nations
ਭੂਰੇ ਰੰਗ ਦੀਆਂ ਕਮੀਜ਼ਾਂ (=ਨਾਜ਼ੀਆਂ),Brown Shirts (=The Nazis)
ਬ੍ਰਸੇਲਜ਼ ਸੰਧੀ (ਪੈਕਟ) ਸੰਗਠਨ (= ਪੱਛਮੀ ਯੂਰਪੀਅਨ ਯੂਨੀਅਨ),Brussels Treaty (Pact) organisation (=Western Europeon union)
ਮੱਝ,Buff
ਮੱਝ,Buff
ਮੱਝ-ਕੋਟ,Buff-coat
ਮੱਝਾਂ,Buffs
ਬੁਲੇ (=ਕੌਂਸਲ),Bule (=council)
ਬਰਗੇਜ,Burgage
ਬਰਗੇਸ,Burgess
ਬਿਜ਼ੰਤੀਨੀ,Byzantine
ਬਿਜ਼ੰਤੀਨੀ ਚਰਚ,Byzantine church
ਬਿਜ਼ੰਤੀਨੀ ਸਾਮਰਾਜ,Byzantine Empire
ਬਿਜ਼ੰਤੀਨੀ ਯੁੱਗ,Byzantine Era
ਬਿਜ਼ੰਤੀਨੀ ਇਤਿਹਾਸਕਾਰ,Byzantine historians
ਕਾਬਲ,Cabal
ਕੈਸਰਵਾਦ,Caesarism
ਖਲੀਫਾ,Caliph
ਕੈਲੀਗ੍ਰਾਫਰ,Calligrapher
ਕੈਲੀਗ੍ਰਾਫਿਸਟ,Calligraphist
ਕੈਲੀਗ੍ਰਾਫੀ,Calligraphy
ਕੈਲਟ੍ਰੋਪ,Caltrop
ਦੋਸਤੀ,Camaraderie
ਕੈਮਰਿਲਾ,Camarilla
ਕੈਮਰਿਲਾ,Camarilla
ਕੈਮਲੌਕਮ,Camelaucum
ਕੈਮੋਫਲੇਜ,Camouflage
ਮੁਹਿੰਮ,Campaign
ਕੈਂਪ ਫਾਲੋਅਰ,Camp follower
ਕੈਂਪੋ ਸੈਂਟੋ,Campo santo
ਕੈਂਪਸ ਮਾਰਟੀਅਸ,Campus martius
ਕੈਨੇਫੋਰਾ,Canephora
ਕੈਂਗੂ,Cangue
ਕੈਨੋਨੇਡ,Cannonade
ਤੋਪ ਚਾਰਾ,Cannon fodder
ਕੈਨਨ,Canon
ਕੈਨਨ ਕਾਨੂੰਨ,Canon law
ਕੈਨੋਪਸ ਫ਼ਰਮਾਨ,Canopus decree
ਕੈਂਟਿੰਗ ਹਥਿਆਰ,Canting arms
ਬੰਦੀ,Captive
ਕੈਪਟਰ,Captor
ਕਾਰਡੀਨਲ,Cardinal
ਕਾਰਲ,Carl
ਕੈਰੋਲਿੰਗੀਅਨ ਰਾਜਵੰਸ਼,Carolingian dynasty
ਕਾਰਥੁਸੀਅਨ ਸੰਪਰਦਾ,Carthusian sect
ਕਾਰਟੋਸਾ,Cartosa
ਕੈਸਟਲੀਅਨ,Castelian
ਕੈਸਟਲੀਅਨ,Castelian
ਜਾਤ ਪ੍ਰਣਾਲੀ,Caste system
ਕਿਲ੍ਹਾ,Castle
ਕਿਲ੍ਹਾ,Castle
ਕੈਸਲ ਸ਼ਹਿਰ,Castle town
ਕਾਸਟਰਾ,Castra
ਕਾਸਟਰਾ,Castra
ਕੈਥੇਡਰਾ,Cathedra
ਗਿਰਜਾਘਰ,Cathedral
ਕੈਟੋ ਸਟ੍ਰੀਟ ਸਾਜ਼ਿਸ਼,Cato Street conspiracy
ਕਾਉਡੀਲੋ,Caudillo
ਕੈਵਲੀਅਰ,Cavalier
ਕੈਵਲੀਅਰ,Cavalier
ਕੈਵਲੀਅਰ ਸੰਸਦ,Cavalier Parliament
ਅਦੁੱਲਮ ਦੀ ਗੁਫਾ,Cave of Adullam
ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ,Cave painting
ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ,Cave painting
ਸੇਂਟਮਵੀਰ,Centumvir
ਸੈਂਚੁਰੀਅਨ,Centurion
ਸਦੀ,Century
ਚੇਨ ਆਰਮਰ (= ਚੇਨ ਮੇਲ),Chain armour (=chain mail)
ਛੰਤਰੀ,Chantry
ਛੰਤਰੀ,Chantry
ਚੈਪ ਕਿਤਾਬ,Chap book
ਪਾਦਰੀ,Chaplain
ਅਧਿਆਇ,Chapter
ਹਾਦਸਿਆਂ ਦਾ ਅਧਿਆਇ,Chapter of accidents
ਚਾਰਜ,Charge
ਚਾਰਜ ਡੀ,Charge d'affaires
ਚਾਰਜ ਵਿਭਾਜਨ,Charge parting
ਚਾਰਜਰ,Charger
ਰੱਥ,Chariot
ਰੱਥ,Charioteer
ਰੱਥ,Charioteer
ਰੱਥ,Charioteer
ਚੈਰਿਟੀ ਰਸੋਈ,Charity kitchen
ਚਾਰਟਰ,Charter
ਚਾਰਟਿਸਟ ਅੰਦੋਲਨ (=ਚਾਰਟਿਜ਼ਮ),Chartist Movement (=Chartism)
ਚਾਰਟੋਫਾਈਲੇਸ਼ੀਅਮ,Chartophylacium
Chateau,Chateau
ਚੈੱਕ ਪੋਸਟ,Check post
ਰਸਾਇਣਕ ਯੁੱਧ,Chemical Warfare
ਚੈਸਟਰ,Chester
ਮੁੱਖ,Chief
ਸਰਦਾਰ,Chieftain
ਸਰਦਾਰ,Chieftain
ਸਰਦਾਰ,Chieftain
ਸ਼ਿਫੋਨ,Chiffon
ਸ਼ਿਸ਼ਟਾਚਾਰ,Chivalry
ਚੁਣੇ ਹੋਏ ਲੋਕ,Chosen People
ਕ੍ਰਿਸਮੋਗ੍ਰਾਫੀ,Chrismographion
ਈਸਾਈ-ਜਗਤ,Christendom
ਈਸਾਈ ਯੁੱਗ,Christian era
ਈਸਾਈ ਸਮਾਜਵਾਦ,Christian Socialism
ਇਤਹਾਸ,Chronicle
ਇਤਿਹਾਸਕਾਰ,Chronicler
Chryse Chersonese,Chryse Chersonese
ਸਿਮਲੀਅਮ,Cimelium
Cinquecento ਸ਼ੈਲੀ,Cinquecento Style
ਸਰਕਮਨੇਵੀਗੇਸ਼ਨ,Circumnavigation
ਸਿਸਟਰਸੀਅਨ ਭਿਕਸ਼ੂ,Cistercian monk
ਕਿਲਾ,Citadel
ਹਵਾਲਾ,Citation
ਹਵਾਲਾ,Citation
ਸਿਵਲ ਅਣਆਗਿਆਕਾਰੀ,Civil disobedience
ਸਿਵਲ ਯੁੱਧ,Civil war
ਸਿਵਿਸ ਰੋਮਨਸ,Civis Romanus
ਕਲਾਸੀਕਲ ਉਮਰ,Classical age
ਕਲੀਫ਼ਟ (=ਕਲੇਫ਼ਟ),Clepht (=klepht)
ਕਲਰਕਵਾਦ,Clericalism
ਕਲਰਚ,Cleruch
ਕਲੀਨਿਕ ਅੰਦੋਲਨ,Cluniac movement
ਕੋਟ ਸ਼ਸਤ੍ਰ,Coat armour
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,Coat of arms
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,Coat of arms
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,Coat of arms
ਡਾਕ ਦਾ ਕੋਟ,Coat of mail
ਸਮੂਹ,Cohort
ਕੋਮੀਟੀਆ,Comitia
Comitia Centuriata,Comitia Centuriata
Comitia Curiata,Comitia Curiata
ਕੋਮੀਟੀਆ ਟ੍ਰਿਬੂਟਾ,Comitia Tributa
ਯਾਦਗਾਰੀ arch,Commemorative arch
ਯਾਦਗਾਰੀ ਸਿੱਕਾ,Commemorative coin
ਯਾਦਗਾਰੀ ਮੋਹਰ,Commemorative seal
ਆਮ ਖੇਤਰ,Common field
Communard,Communard
ਕਨਕੋਰਡੈਟ,Concordat
ਕਨਕੋਰਡੈਟ,Concordat
ਕੰਡੋਟੀਏਰ,Condottiere
ਪੁਸ਼ਟੀਕਰਣ ਕਾਰਟਾਰਮ,Confirmation Cartarum
ਟਕਰਾਅ,Conflict
ਮੰਡਲੀ,Congregation
ਜਿੱਤਣ ਵਾਲਾ ਰਾਜ,Conquering state
ਜੇਤੂ,Conqueror
ਵਿਜੇਤਾ,Conquistador
ਕੌਸਿਲਿਅਮ,Consilium
ਕੰਸਿਸਟਰੀ,Consistory
ਸਾਜ਼ਿਸ਼,Conspiracy
ਸਾਜ਼ਿਸ਼,Conspiracy
ਕੌਂਸਲੇਟ,Consulate
ਸਲਾਹ-ਮਸ਼ਵਰੇ ਦੀ ਕਿਤਾਬ,Consulation book
ਮਹਾਂਦੀਪੀ ਪ੍ਰਣਾਲੀ,Continental system
ਕਨਵੈਨਸ਼ਨ ਸੰਸਦ,Convention Parliament
ਕਾਪਰਹੈੱਡਸ (=ਪੀਸ ਡੈਮੋਕਰੇਟਸ),Copperheads (=peace democrats)
ਕਾਪੀਹੋਲਡ,Copyhold
ਘੇਰਾਬੰਦੀ,Cordoning
ਕਰੋਨਾ,Corona
ਤਾਜਪੋਸ਼ੀ,Coronation
ਤਾਜਪੋਸ਼ੀ ਪੱਥਰ,Coronation stone
ਕਾਰਪਸ,Corpus
Corsair,Corsair
Corsair,Corsair
ਕੋਰਸੇਟ (=ਕੋਰਸਲੇਟ),Corset (=corselet)
ਕੋਰਟੇਸ,Cortes
ਕੋਟਰ (=ਕੋਟੀਅਰ),Cottar (=cottier)
ਕੋਟਰ (=ਕੋਟੀਅਰ),Cottar (=cottier)
ਪੈਲੇਟਿਨੇਟ ਦੀ ਗਿਣਤੀ ਕਰੋ,Count Palatinate
ਦੇਸ਼ ਦਾ ਘਰ,Country house
ਕਾਉਂਟੀ,County
ਕਾਉਂਟੀ ਬੋਰੋ,County borough
ਕਾਉਂਟੀ ਅਦਾਲਤਾਂ,County courts
ਕਾਉਂਟੀ ਪੈਲਾਟਾਈਨ,County palatine
ਅਦਾਲਤ,Court
ਅਦਾਲਤ,Court
ਅਦਾਲਤੀ ਸਰਕੂਲਰ,Court circular
ਅਦਾਲਤੀ ਸ਼ਿਸ਼ਟਾਚਾਰ,Court etiquette
ਦਰਬਾਰੀ,Courtier
ਕੇਸੇਸ਼ਨ ਦੀ ਅਦਾਲਤ,Court of cassation
ਕੋਰਟ ਆਫ਼ ਡਾਇਰੈਕਟਰਜ਼ (EIC),Court of Directors (E. I. C.)
ਮਾਲਕਾਂ ਦੀ ਅਦਾਲਤ,Court of Proprietors
ਦਰਬਾਰੀ ਕਵੀ,Court poet
ਨੇਮਬੱਧ ਕੈਮਰੋਨੀਅਨ,Covenanted Cameronians
ਤਾਜ,Crown
ਤਾਜ,Crown
ਤਾਜ,Crown
ਤਾਜ ਜ਼ਮੀਨ,Crown land
ਤਾਜ ਜ਼ਮੀਨ,Crown land
ਕ੍ਰਾਊਨ ਪ੍ਰਿੰਸ,Crown Prince
ਕਰੂਸੇਡ,Crusade
ਕਰੂਸੇਡਰ,Crusader
ਕ੍ਰਿਪਟੋਗ੍ਰਾਮ,Cryptogram
ਕੁਇਰਾਸ,Cuirass
ਕੁਇਰਾਸੀਅਰ,Cuirassier
ਪੰਥ ਦੇਵਤਾ,Cult deity
ਕਰਿਆ,Curia
ਕਰਿਆ,Curia
ਜ਼ਾਰਵਾਦ,Czarism
ਹਨੇਰਾ ਮਹਾਂਦੀਪ,Dark continent
ਨਿਰਣੇ ਦਾ ਦਿਨ,Day of judgement
ਨਿਰਣੇ ਦਾ ਦਿਨ,Day of judgement
ਡੀਨ,Dean
ਦਹਾਕਾ,Decade
ਡੇਨਾਰੀਅਸ,Denarius
ਬਰਖਾਸਤ ਬਾਦਸ਼ਾਹ,Deposed monarch
ਉਜਾੜ,Despoil
ਬਰਬਾਦੀ,Despoilation
Dethrone,Dethrone
ਡਾਇਡੇਮ,Diadem
ਡਾਇਡੇਮ,Diadem
ਡਾਇਡੇਮ,Diadem
ਡਾਇਸੀਆ,Diasia
ਡਿਕੈਸਟਰੀਅਮ,Dicasterium
ਦਿਲੁਵੀਆਵਾਦੀ,Diluvialist
ਡਾਇਓਸਿਸ,Diocese
ਡਾਇਓਸਿਸ,Diocese
ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ),Directoire (=Directry)
ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ),Directoire (=Directry)
ਦਿਰਹਾਮ,Dirham
ਬੇਵਫ਼ਾ,Disloyal
ਬੇਵਫ਼ਾ,Disloyal
ਭੁੱਲ ਦਾ ਸਿਧਾਂਤ,Doctrine of lapse
ਦਸਤਾਵੇਜ਼,Document
ਦਸਤਾਵੇਜ਼ੀ ਸਬੂਤ,Documentary evidence
ਡੋਮੇਸਡੇ ਬੁੱਕ,Domesday Book
Constantine ਦਾ ਦਾਨ,Donation of Constantine
ਕਿਆਮਤ,Doom
ਦਾਜ ਦੀ ਰਾਣੀ,Dowager queen
ਡਰੈਗਨ,Dragoon
ਡਰੋਮੇਡੇਰੀਅਨ,Dromedarian
ਡਰੋਮੇਡਰੀ,Dromedary
ਡਰੋਮੰਡ,Dromond
ਦੋਹਰਾ,Dual
