Hindi,Gujarati
सक्रिय वर्जन,સક્રિય સંસ્કરણ
अचक्रीय,એસાયક્લિક
"1. अचक्रीय आलेख ,2. अचक्रीय ग्राफ","1. એસાયક્લિક ગ્રાફ, 2. એસાયક્લિક ગ્રાફ"
एडा कंप्यूटर भाषा,અદા કોમ્પ્યુટર ભાષા
"1. अनुकूलक ,2. अनुकूलित्र","1. ઑપ્ટિમાઇઝર, 2. ઑપ્ટિમાઇઝર"
योग (करना),સરવાળે)
योग संचिका,સરવાળો ફાઇલ
"1. जोड़ संक्रिया ,2. योग संक्रिया","1. એડિશન ઓપરેશન, 2. સરવાળો કામગીરી"
योजक,ઉમેરનાર
पता,જાણો
पता बस,સરનામું બસ
पता संचिका,સરનામું ફાઇલ
पता आरूप,સરનામું ફોર્મેટ
पता जनक,સરનામું જનરેટર
पता पंक्ति,એડ્રેસ લાઇન
पता प्रतिचित्रण,સરનામું મેપિંગ
पता संकेतक,સરનામું સૂચક
पता पंजी,સરનામું રજીસ્ટર
पता विघटन,સરનામું ભંગાણ
पता अनुवाद,સરનામા અનુવાદ
"1. पतायुक्त स्मृति ,2. पतायुक्त मेमोरी","1. એડ્રેસેબલ મેમરી, 2. એડ્રેસેબલ મેમરી"
पताभिगमन,સંબોધન
"1. पर्याप्तता निकष ,2. पर्याप्तता कसौटी","1. પર્યાપ્તતા માપદંડ, 2. પર્યાપ્તતા માપદંડ"
संलग्न,જોડાણ
"1. प्रबंधन ,2. नियंत्रण","1. મેનેજમેન્ટ, 2. નિયંત્રણ"
"1. प्रबंधक ,2. नियंत्रक","1. મેનેજર, 2. નિયંત્રક"
ऐडोब एक्रोबेट,એડોબ એક્રોબેટ
ऐडोब फोटोशोप,એડોબ ફોટોશોપ
ए बी ए पी (उन्नत व्यवसाय प्रोग्रामन),ABAP (એડવાન્સ્ડ બિઝનેસ પ્રોગ્રામિંગ)
"1. उन्नत आंकड़ा ,2. उन्नत डाटा","1. અદ્યતન ડેટા, 2. અદ્યતન ડેટા"
उन्नत सूचना तंत्र,અદ્યતન માહિતી સિસ્ટમ
उन्नत प्रौद्योगिकी (ए टी),એડવાન્સ ટેકનોલોજી (AT)
कर्मक,ક્રિયા
समुच्चयन,એકત્રીકરણ
विमानवाहित कंप्यूटर तंत्र,એરબોર્ન કમ્પ્યુટર સિસ્ટમ
एल्डस पेज-मेक,aldus પૃષ્ઠ બનાવવું
सचेत पेटी,ચેતવણી બોક્સ
ऐल्गॉल (कंप्यूटर भाषा),અલ્ગોલ (કોમ્પ્યુટર ભાષા)
"1.  एल्गोरिथ्म ,2. कलन विधि","1. અલ્ગોરિધમ, 2. અલ્ગોરિધમ"
"1.  एल्गोरिथ्म विश्लेषण ,2. कलन विधि विश्लेषण","1. અલ્ગોરિધમ વિશ્લેષણ, 2. અલ્ગોરિધમ વિશ્લેષણ"
एल्गोरिथ्म दक्षता,અલ્ગોરિધમ કાર્યક્ષમતા
"1. एलिआस ,2. उपनाम ,3. उर्फ","1. ઈલિયાસ, 2. ઉપનામ, 3. ઉર્ફે"
संरेखण,ગોઠવણી
"1. आवंटन ,2. नियतन","1. ફાળવણી, 2. ફાળવણી"
"1.अक्षरात्मक ,2. वर्णानुक्रम","1. આલ્ફાબેટીક, 2. મૂળાક્ષરોનો ક્રમ"
अक्षरांकीय,આલ્ફાન્યૂમેરિક
"1.अक्षरांकीय कुंजीपटल ,2. अक्षराकीय की-बोर्ड","1. આલ્ફાન્યૂમેરિક કીબોર્ડ, 2. આલ્ફાન્યૂમેરિક કીબોર્ડ"
अल्फा-परीक्षण (प्रथम स्तरीय परीक्षण),આલ્ફા-પરીક્ષણ (પ્રથમ સ્તર પરીક્ષણ)
"1. अल्फा वर्जन ,2. अल्फा रूप","1. આલ્ફા સંસ્કરણ, 2. આલ્ફા ફોર્મ"
आल्ट कुंजी,alt કી
आल्टाविस्टा,અલ્ટાવિસ્ટા
अनेकार्थकता,બહુવિધતા
संदिग्ध व्याकरण,અસ્પષ્ટ વ્યાકરણ
अमेरिकन नेशनल स्टेंडीस इंस्टीट्यूट (ए.एन.एस.आई.),અમેરિકન નેશનલ સ્ટેન્ડીઝ ઇન્સ્ટિટ્યુટ (ANSI)
अमेरिकी मानक कट (आस्की),અમેરિકન સ્ટાન્ડર્ડ કટ (ascii)
"1. अनुरुप ,2. एनालॉग","1. અનુરૂપ, 2. એનાલોગ"
"1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर","1. એનાલોગ કોમ્પ્યુટર, 2. એનાલોગ કોમ્પ્યુટર"
"1. अनुरुप युक्ति ,2. एनालॉग डिवाइस","1. એનાલોગ ઉપકરણ, 2. એનાલોગ ઉપકરણ"
"1. एनालॉग मोडेम ,2. अनुरुप मोडेम","1. એનાલોગ મોડેમ, 2. એનાલોગ મોડેમ"
अनुरुप से अंकीय रुपांतरक,ડિજિટલ કન્વર્ટર માટે એનાલોગ
एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त),અંત (ડિજિટલ/પ્લેન લોજિક &#39;અને&#39; વપરાયેલ)
एंड परिपथ,અંતિમ સર્કિટ
एंड गेट और द्वार,અંતિમ દરવાજો અને દરવાજો
एंड नॉट संक्रिया (अपवर्जन),એન્ડ નોટ ઓપરેશન (બાકાત)
"1. एनीमेशन, 2.  सजीवन","1. એનિમેશન, 2. કંપન"
टिप्पण,નૉૅધ
असंगता,અસંગતતા
पूर्ववर्ती,અગાઉના
प्रत्याशामूलक पृष्ठन,આગોતરી પેજીંગ
प्रति-सममित,પ્રતિ-સપ્રમાણ
विषाणुरोधी क्रमादेश,એન્ટિવાયરલ પ્રોગ્રામ
"1. एपलेट ,2. अनुप्रयोगिका","1. ઉપલેટ, 2. અરજી"
अनुप्रयोग विकासक,એપ્લિકેશન ડેવલપર
अनुप्रयोग प्रोग्रामन,એપ્લિકેશન પ્રોગ્રામિંગ
"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)","1. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ, 2. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)"
अनुप्रयोग सॉफ्टवेयर,એપ્લિકેશન સોફ્ટવેર
अनुप्रयोगी भाषा,એપ્લિકેશન ભાષા
सन्निकटण सिद्धांत,અંદાજ સિદ્ધાંત
संरचना,માળખું
क्षेत्र अंतरण,ક્ષેત્ર ટ્રાન્સફર
"1. प्राचर,स्वतंत्रचर, 2. कोणांक","1. પરિમાણ, સ્વતંત્ર ચલ, 2. કોણ"
"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई","1. અંકગણિત અને તર્ક એકમ, 2. અંકગણિત અને તર્ક એકમ"
अंकगणितीय जांच,અંકગણિત તપાસ
अंकगणितीय अचर,અંકગણિત સતત
अंकगणितीय आंकडा,અંકગણિત માહિતી
अंकगणितीय अनुदेश,અંકગણિત સૂચના
गणितीय एवं तार्किक इकाई (ए. एल. यू.),ગાણિતિક અને તાર્કિક એકમ (ALU)
ए आर पी ए नेट (आरपानेट),ARPA નેટ (RPNet)
सरणी,એરે
"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति","1. એરે કેશ, 2. એરે ઝડપ, 3. એરે મેમરી"
सरणी कंप्यूटर,એરે કમ્પ્યુટર
सरणी अवयव,એરે તત્વ
सरणी नाम,એરે નામ
सरणी प्रकर्मक,એરે પ્રોસેસર
एरो कुंजी,તીર કી
संधि,સંધિ
संधि बिन्दु,જંકશન પોઈન્ટ
कृत्रिम संहनन,કૃત્રિમ કોમ્પેક્શન
कृत्रिम नियंत्रण,કૃત્રિમ નિયંત્રણ
कृत्रिम बोध,કૃત્રિમ સંવેદના
आरोहक,માઉન્ટ
आरोही छंटाई,ચડતા સૉર્ટ
आस्की वर्णक्रम,ascii મૂળાક્ષરો
आस्की नियंत्रण संप्रतीक,ascii નિયંત્રણ પ્રતીક
आस्की संचिका,ascii ફાઇલ
आस्की फॉन्ट,ascii ફોન્ટ
आस्की अंतरण,ASCII ટ્રાન્સફર
अभिमुखता अनुपात,પાસા ગુણોત્તર
"1. ऐस्पी ,2. ए एस पी आई","1. એસ્પી, 2. ASPI"
ए एस आर कालद,એ એસ આર કલાડ
"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना","1. સ્મરણ, 2. એસેમ્બલિંગ, 3. એસેમ્બલ કરવા માટે"
"1. कोडांतरक ,2. स्मरांतरक","1. એસેમ્બલર, 2. રીમાઇન્ડર"
"1. कोडांतरण ,2. स्मरांतरण","1. એસેમ્બલિંગ, 2. યાદ"
"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा","1. યાદગાર ભાષા, 2. એસેમ્બલીંગ ભાષા"
निश्चयन,નિશ્ચય
"1. निर्दिष्ट कार्य ,2. नियतन","1. ઉલ્લેખિત કાર્ય, 2. ફાળવણી"
साहचर्य,સોબત
साहचर्य पता,સહયોગી સરનામું
"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी","1. સહયોગી મેમરી, 2. સહયોગી મેમરી"
तारक (*का चिन्ह),ફૂદડી (* ચિહ્ન)
असम्मित,અસમપ્રમાણ
"1. अतुल्यकालिक ,2. अतुल्यकाली","1. અસુમેળ, 2. અસુમેળ"
अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल),અસુમેળ ડિજિટલ સબ્સ્ક્રાઇબર લાઇન (ADSL)
अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम),અસિંક્રોનસ ટાઈમ ડિવિઝન મલ્ટિપ્લેક્સિંગ (ATDM)
अतुल्यकालिक अंतरण,અસુમેળ ટ્રાન્સફર
अतुल्यकालिक अंतरण विधा (ए टी एम),અસિંક્રોનસ ટ્રાન્સફર મોડ (ATM)
"1. एटम ,2. परमाण","1. અણુ, 2. પરમાન"
संलग्न प्रलेख,જોડાયેલ દસ્તાવેજ
"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल","1. જોડાયેલ ફાઇલ/મિસિલ, 2. જોડેલી ફાઈલ"
"1. संलग्नक ,2. संबंद्ध","1. બિડાણ, 2. સંલગ્ન"
"1. गुण ,2. विशेषता","1. ગુણધર્મો, 2. વિશેષતા"
श्रव्य,સાંભળી શકાય તેવું
"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन","1. ઓડિટ પ્રોગ્રામિંગ, 2. ઓડિટ પ્રોગ્રામિંગ"
लेखा सत्यापन,એકાઉન્ટ વેરિફિકેશન
संवर्धन,પ્રમોશન
प्रमाणन प्रोटोकॉल,પ્રમાણપત્ર પ્રોટોકોલ
संलेखन पद्धति,લેખન પદ્ધતિ
"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण","1. સત્તા, 2. સત્તા, 3. ટ્રિબ્યુનલ"
स्वत: सार,સ્વતઃ અમૂર્ત
"1. स्वतः बूटिंग ,2. स्व बूटन","1. ઓટો બુટીંગ, 2. સ્વ બુટ"
ऑटोकैड (एक कंप्यूटर भाषा),ઓટોકેડ (કોમ્પ્યુટર ભાષા)
स्वत: लॉग-ऑन,ઓટો લોગ-ઓન
ऑटोमेटा,ઓટોમેટા
आटोमेटा सिद्धांत,ઓટોમેટા સિદ્ધાંત
स्वत: अभिकलन,આપોઆપ ગણતરી
स्वत: आंकड़ा प्रक्रमण,સ્વચાલિત ડેટા પ્રોસેસિંગ
स्वत: त्रुटि संशोधन,આપોઆપ ભૂલ સુધારણા
स्वत: फलन,સ્વતઃ કાર્ય
"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण","1. સ્વચાલિત અનુક્રમણિકા, 2. આપોઆપ યાદી"
स्वत: संग्रह आह्वान,સ્વતઃ-સંગ્રહ કૉલ
"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन","1. ઓટોમેટિક પ્રોગ્રામિંગ, 2. આપોઆપ પ્રોગ્રામિંગ"
"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम","1. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ, 2. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ"
स्वत: नेमका,આપોઆપ નિયમિત
स्वत: सिस्टम पुन: प्राप्ति,આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ
"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)","1. ઓટોમેટિક ટેલર મશીન (ATM), 2. સ્વ ઉપાડ માટે બેંક એ.ટી.એમ"
स्वचालन,ઓટોમેશન
"1. आटोप्ले ,2. स्वत: चलन","1. ઑટોપ્લે, 2. ઓટો વોક"
स्वरक्षण,અવાજ
सहायक,મદદનીશ
सहायक स्मृति,સહાયક મેમરી
सहायक भंडारण,સહાયક સંગ્રહ
उपलब्ध लिस्ट,ઉપલબ્ધ યાદી
उपलब्ध समय,ઉપલબ્ધ સમય
औसत,સરેરાશ
ए डब्ल्यू के (एक कंप्यूटर समादेश),AWK (કોમ્પ્યુટર આદેશ)
पश्चांत,પછી
पश्चांत प्रक्रमक,પોસ્ટ પ્રોસેસર
पश्च फलन विलोपन,પશ્ચાદવર્તી કાર્ય કાઢી નાખવું
पृष्ठभूमि प्रक्रमण,પૃષ્ઠભૂમિ પ્રક્રિયા
सहायक भंडार,આનુષંગિક સ્ટોર્સ
पश्च पैचीकरण,બેક પેચીંગ
"1. पश्चीयन ,2. बैकस्पेस","1. પશ્ચિમ, 2. બેકસ્પેસ"
पश्चपथन,બેકટ્રેકિંગ
"1. बैक-अप ,2. पूर्तिकर","1. બેક-અપ, 2. વળતર"
"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी","1. પૂરક મેમરી, 2. બેકઅપ મેમરી"
पश्च त्रुटि सुधार,પાછળની ભૂલ સુધારણા
(आय-व्यय) तुलन पत्र,(આવક-ખર્ચ) બેલેન્સ શીટ
पट्टी,પાટો
"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता","1. બેન્ડ પહોળાઈ, 2. બેન્ડવિડ્થ/ક્ષમતા"
बैंकर एल्गोरिथ्म,બેંકરનું અલ્ગોરિધમ
"1.बार कूट ,2. बार कोड","1. બાર કોડ, 2. બાર કોડ"
बार कोड स्कैनर,બારકોડ સ્કેનર
बार ग्राफ,બાર ગ્રાફ
आधार पता,આધાર સરનામું
आधार बैंड,આધાર બેન્ડ
आधार संख्या,આધાર નંબર
आधार सारणी,આધાર ટેબલ
बेसिक (एक कंप्यूटर भाषा),મૂળભૂત (કોમ્પ્યુટર ભાષા)
"1. मूल नियंत्रण ,2. आधार नियंत्रण","1. મૂળભૂત નિયંત્રણ, 2. આધાર નિયંત્રણ"
"1. मूल निवेश ,2. आधारी निवेश","1. મૂળ રોકાણ, 2. આધાર રોકાણ"
आधारभूत अनुदेश,મૂળભૂત સૂચના
आधारी निर्गम,આધાર મુદ્દો
मूल चरण,મૂળભૂત તબક્કો
"1. बैच ,2. समूह ,3. प्रचय","1. બેચ, 2. જૂથ, 3. આપત્તિ"
"1. बैच फाइल ,2. बैच संचिका","1. બેચ ફાઇલ, 2. બેચ ફાઇલ"
बैच स्थिति,બેચ સ્થિતિ
"1. बैच प्रक्रमण ,2. समूह प्रक्रमण","1. બેચ પ્રોસેસિંગ, 2. જૂથ પ્રક્રિયા"
"1. बैच तंत्र ,2. प्रचय तंत्र","1. બેચ સિસ્ટમ, 2. કૅટપલ્ટ સિસ્ટમ"
बॉड,બાઉડ
बॉड दर,બાઉડ દર
किरण पुंज,બીમ બીમ
"1. निर्देशमानक ,2. बैचमार्क","1. માર્ગદર્શિકા, 2. બેચ માર્ક"
द्विदिश संचार,દ્વિદિશ સંચાર
विदिश कड़ी,સીધી લિંક
द्विआधारी कूट,દ્વિસંગી કોડ
द्विआधारी अंक,દ્વિસંગી અંકો
द्विआधारी निवेश निर्गम तंत्र (बायोस),બાઈનરી ઈન્વેસ્ટમેન્ટ આઉટપુટ સિસ્ટમ (BIOS)
द्विआधारी संख्या,દ્વિસંગી સંખ્યા
द्विआधारी संकारक,બાઈનરી ઓપરેટર
द्विआधारी संबंध,દ્વિસંગી સંબંધ
द्विआधारी खोज,દ્વિસંગી શોધ
द्विआधारी अन्वेषण तरु (बी एस टी),બાઈનરી એક્સપ્લોરેશન ટ્રી (BST)
"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण","1. બાઈનરી ટ્રાન્સફર ટ્રી, 2. બાઈનરી ટ્રાન્સફર"
द्विआधारी तरु,દ્વિસંગી વૃક્ષ
"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी","1. બાયપોલર મેમરી, 2. બાયપોલર મેમરી"
"1. जन्म मरण मॉडल ,2. जन्म मरण निदर्श","1. જન્મ અને મૃત્યુ મોડલ, 2. જન્મ મૃત્યુ મોડેલ"
जन्म मरण प्रक्रम,જન્મ મૃત્યુ પ્રક્રિયા
"1. द्वयंक ,2. बिट","1. ડ્યુક, 2. બીટ"
बिट दोष,થોડી ખામી
बिट प्रतिचित्र,બીટ નકશો
"1. बिट ,2. प्रतिचित्र ,3. पिक्सेल (बी एम पी)","1. બીટ, 2. નકશો, 3. પિક્સેલ (BMP)"
"1. बिट आव्यूह ,2. बिट सारणी","1. બિટ મેટ્રિક્સ, 2. બીટ ટેબલ"
बिट प्रतिरूप,બીટ પેટર્ન
बिट स्थिति,બીટ સ્થિતિ
"1. बिट रेट ,2. बिट दर","1. બીટ રેટ, 2. બીટ દર"
अंध पेटी परीक्षण,આંખ પર પટ્ટી પરીક્ષણ
टिमटिमाना,ઝબૂકવું
ब्लॉक,બ્લોક
"1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति","1. બ્લોક કેશ, 2. બ્લોક કેશ/ચંક મેમરી"
खंडक जांच,બ્લોક ચકાસણી
खंड प्रतिलिपि,વોલ્યુમ નકલ
खंडक आरेख,રેખાક્રુતિ
"1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम","1. અવરોધિત નેટવર્ક, 2. અવરોધિત નેટવર્ક"
बोर्ड,પાટીયું
पृष्ठ स्मृति,પૃષ્ઠ મેમરી
बूलीय बीजगणित,બુલિયન બીજગણિત
बूलीय संबंध,બુલિયન સંબંધ
बूट विभाजन,બુટ પાર્ટીશન
बूट स्ट्रैपिंग,બુટ strapping
1.बूटस्ट्रैप भारक 2. स्वोत्थानी,1.બૂટસ્ટ્રેપ લોડર
"1.ब्रिज, 2. सेतु","1.બ્રિજ, 2.બ્રિજ"
ब्राडबैंड नेटवर्क,બ્રોડબેન્ડ નેટવર્ક
प्रसारण,પ્રસારણ
प्रसारण रेडियो,પ્રસારણ રેડિયો
(नेट) विचरण,(ચોખ્ખી) ભિન્નતા
(नेट) विचरक,(ચોખ્ખી) વિકાર
बी-तरु,બી-ટ્રુ
"1.बुदबुद स्मृति, 2.बबल मेमोरी","1.બબલ મેમરી, 2.બબલ મેમરી"
बुदबुद छंटाी,બબલ સૉર્ટ
"1.बाल्टी, 2.बकेट","1.ડોલ, 2.ડોલ"
"1.बंधुता तंत्र, 2.बडी तंत्र","1.બંધુત્વ વ્યવસ્થા, 2.મોટી વ્યવસ્થા"
बजट प्रभावी नियंत्रण,અસરકારક બજેટ નિયંત્રણ
बफर,બફર
दोष,ખામી
बस,પૂરતૂ
"1.अष्ट वयंक,2. बािट (आठ बिट)","1. અષ્ટ વ્યંક, 2. બીટ (આઠ બિટ્સ)"
बािट कोड,બાઈટ કોડ
सी (कंप्यूटर भाषा),સી (કોમ્પ્યુટર ભાષા)
"1.सी प्लस प्लस,2.C++(कंप्यूटर भाषा)","1.C પ્લસ પ્લસ, 2.C++ (કોમ્પ્યુટર ભાષા)"
"1.कैश,2. द्रुतिका,3.द्रुत","1.રોકડ, 2. ઝડપી"
"1.कैश बफर, 2.द्रुतस्मृति बफर","1.કેશ બફર, 2.મેમરી બફર"
"1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति","1.કેશ મેમરી, 2.કેશ મેમરી, 3.ફાસ્ટ મેમરી"
परिकलन,ગણતરી
"1.कैलकुलेटर, 2.परिकलक","1.કેલ્ક્યુલેટર, 2.કેલ્ક્યુલેટર"
"1.कैलकुलेटर चिप,2. परिकलक चिप","1.કેલ્ક્યુલેટર ચિપ, 2. કેલ્ક્યુલેટર ચિપ"
आह्वान,આહવાન કરો
नाम आह्वान,નામ કૉલ
संदर्भ आह्वान,સંદર્ભ કૉલ
मान आह्वान,સન્માન કૉલ
चर आह्वान,ચલ કોલ
आहवान गेट,આમંત્રણ દ્વાર
"1.निरस्त करना, 2.रद्द करना","1. રદ કરો, 2. રદ કરો"
निरसन बटन,રદબાતલ બટન
"1.विहित,2. कैनॉनिकल","1. નિર્ધારિત, 2. કેનોનિકલ"
विहित रूप,પ્રમાણભૂત સ્વરૂપ
क्षमता,ક્ષમતા
क्षमता सूची,ક્ષમતા યાદી
"1.क्षमता,2. धारिता","1. ક્ષમતા, 2. હોલ્ડિંગ"
कैप्स लॉक कुंजी,કેપ્સ લોક કી
"1.कार्ड,2. पत्रक","1.કાર્ડ, 2. શીટ"
कार्ड पाठक,કાર્ડ રીડર
प्रमुखता,પ્રાધાન્ય
वाहक,વાહક
वाहक बैंड,વાહક બેન્ડ
वाहक भार,વાહક લોડ
वाहक संकेत,વાહક સંકેત
वाहक तरंग,વાહક તરંગ
हासिल,હાંસલ કર્યું
हासिल अंक,સ્કોર હાંસલ કર્યો
हासिल ध्वज,ધ્વજ હાંસલ કર્યો
"1.काट्रिज डिस्क, 2.काट्रिज चक्रिका","1.કાર્ટિજ ડિસ્ક, 2.કાર્ટ્રિજ ડિસ્ક"
"1.कास्केड, 2.सोपानी","1. કાસ્કેડ, 2. કાસ્કેડ"
केस,કેસ
कैथोड-रे-टयूब (सी आर टी),કેથોડ-રે-ટ્યુબ (CRT)
कैथोड किरण नलिका (सी. आर. टी.) कैथोड-रे-टयूब,કેથોડ રે ટ્યુબ (સીઆરટી) કેથોડ રે ટ્યુબ
सी डी रॉम डिस्क ड्रािव,સીડી રોમ ડિસ્ક ડ્રાઇવ
सेल,કોષ
सेल एनीमेशन,સેલ એનિમેશન
सेल्युलर फोन,સેલ્યુલર ફોન
"1.केंद्रीय स्मृति,2. केंद्रीय मेमोरी","1. સેન્ટ્રલ મેમરી, 2. કેન્દ્રીય મેમરી"
केद्रीय प्रक्रमण एकक (सी पी यू),સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU)
केंद्रीकृत तंत्र,કેન્દ્રીયકૃત સિસ્ટમ
प्रमाणीकृत टेप,પ્રમાણિત ટેપ
श्रृंखला,સાંકળ
"1.श्रृंखला आंकड़ा, 2.श्रृंखला सामग्री","1. શ્રેણી ડેટા, 2. શ્રેણી સામગ્રી"
श्रृंखला कड़ी,સાંકળ કડી
श्रृंखलन,સાંકળ
"1.प्रणाल, 2.चैनल","1.ચેનલ, 2.ચેનલ"
"1.प्रणाल व्यस्त टोन, 2.चैनल व्यस्त टोन","1.ચેનલ વ્યસ્ત ટોન, 2.ચેનલ વ્યસ્ત ટોન"
"1.प्रणाल क्षमता, 2.चैनल क्षमता","1.ચેનલ ક્ષમતા, 2.ચેનલ ક્ષમતા"
"1.प्रणाल नियंत्रक, 2.चैनल नियंत्रक","1.ચેનલ કંટ્રોલર, 2.ચેનલ કંટ્રોલર"
"1.प्रणाल त्रुटि, 2.चैनल त्रुटि","1. ચેનલ ભૂલ, 2.ચેનલ ભૂલ"
"1.चैनल कार्यक्रम, 2.चैनल प्रोग्राम","1.ચેનલ પ્રોગ્રામ, 2.ચેનલ પ્રોગ્રામ"
"1.प्रणाल विश्वसनीयता, 2.चैनल विश्वसनीयता","1.ચેનલ વિશ્વસનીયતા, 2.ચેનલ વિશ્વસનીયતા"
"1.प्रणाल समुच्चय, 2.चैनल समुच्चय","1.ચેનલ સેટ, 2.ચેનલ સેટ"
संप्रतीक,પ્રતીક
"1.संप्रतीक कूट,2. संप्रतीक कोड","1.કેરેક્ટર કોડ, 2. અક્ષર કોડ"
संप्रतीक कुंजी,અક્ષર કી
संप्रतीक पाठक,પાત્ર વાચક
"1.संप्रतीक सािज, 2.संप्रतीक आमाप","1. પ્રતીકનું કદ, 2. પ્રતીકનું કદ"
संचित्र,ચિત્રાત્મક
