Malayalam,Tamil
കോടതി സർക്കുലർ,நீதிமன்ற சுற்றறிக்கை
കോടതി മര്യാദകൾ,நீதிமன்ற ஆசாரம்
കോർട്ടിയർ,நீதிமன்ற அதிகாரி
കാസേഷൻ കോടതി,கேசேஷன் நீதிமன்றம்
കോർട്ട് ഓഫ് ഡയറക്ടർമാർ (EIC),இயக்குநர்கள் நீதிமன்றம் (EIC)
ഉടമസ്ഥരുടെ കോടതി,உரிமையாளர்களின் நீதிமன்றம்
കോടതി കവി,நீதிமன்ற கவிஞர்
ഉടമ്പടി കാമറോണിയക്കാർ,உடன்படிக்கை செய்யப்பட்ட கேமரோனியர்கள்
കിരീടം,கிரீடம்
കിരീടം,கிரீடம்
കിരീടം,கிரீடம்
കിരീട ഭൂമി,கிரீடம் நிலம்
കിരീട ഭൂമി,கிரீடம் நிலம்
കിരീടാവകാശി,பட்டத்து இளவரசர்
കുരിശുയുദ്ധം,சிலுவைப் போர்
കുരിശുയുദ്ധക്കാരൻ,சிலுவைப்போர்
ക്രിപ്റ്റോഗ്രാം,கிரிப்டோகிராம்
ക്യൂറാസ്,குயிராஸ்
ക്യൂറാസിയർ,கியூராசியர்
ആരാധനാ ദേവത,வழிபாட்டு தெய்வம்
കൂരിയ,கியூரியா
കൂരിയ,கியூரியா
സാറിസം,ஜாரிசம்
ഇരുണ്ട ഭൂഖണ്ഡം,இருண்ட கண்டம்
വിധി ദിവസം,தீர்ப்பு நாள்
വിധി ദിവസം,தீர்ப்பு நாள்
ഡീൻ,டீன்
ദശാബ്ദം,தசாப்தம்
ഡെനാറിയസ്,டெனாரியஸ்
സ്ഥാനഭ്രഷ്ടനായ രാജാവ്,பதவி நீக்கம் செய்யப்பட்ட மன்னர்
നശിപ്പിക്കുക,கெடுக்கும்
നാശം,கெடுதல்
സിംഹാസനസ്ഥനാക്കുക,அரியணை
ഡയഡം,டயடம்
ഡയഡം,டயடம்
ഡയഡം,டயடம்
ഡയസിയ,தியாசியா
ഡികാസ്റ്റീരിയം,டிகாஸ்டீரியம்
ഡിലുവിയലിസ്റ്റ്,டிலுவியலிஸ்ட்
രൂപത,மறைமாவட்டம்
രൂപത,மறைமாவட்டம்
ഡയറക്‌ടയർ (=ഡയറക്‌ടറി),டைரக்டயர் (=டைரக்டரி)
ഡയറക്‌ടയർ (=ഡയറക്‌ടറി),டைரக்டயர் (=டைரக்டரி)
ദിർഹം,திர்ஹம்
വിശ്വസ്തതയില്ലാത്ത,விசுவாசமற்ற
വിശ്വസ്തതയില്ലാത്ത,விசுவாசமற்ற
വീഴ്ചയുടെ സിദ്ധാന്തം,தோல்வியின் கோட்பாடு
പ്രമാണം,ஆவணம்
ഡോക്യുമെന്ററി തെളിവുകൾ,ஆவண ஆதாரம்
ഡോംസ്‌ഡേ ബുക്ക്,டோம்ஸ்டே புத்தகம்
കോൺസ്റ്റന്റൈന്റെ സംഭാവന,கான்ஸ்டன்டைன் நன்கொடை
വിധി,பேரழிவு
സ്ത്രീധന രാജ്ഞി,வரதட்சணை ராணி
