Marathi,Gujarati
परिपूर्ण वास्तव,સંપૂર્ણ વાસ્તવિકતા
परिपूर्ण पत्ता,સંપૂર્ણ સરનામું
भौगोलिक उच्चांक,જિયો-રિલેટિવ અલ્ટીમીટર
भौगोलिक उंची,ભૌગોલિક ઊંચાઈ
परिपूर्ण अँपिअर,સંપૂર્ણ એમ્પીયર
परिपूर्ण उकळत्या बिंदू,સંપૂર્ણ ઉત્કલન બિંદુ
परिपूर्ण प्रकाश,સંપૂર્ણ તેજ
परिपूर्ण क्षमता,સંપૂર્ણ ક્ષમતા
परिपूर्ण उंची,ચોક્કસ ઊંચાઈ
परिपूर्ण रंगद्रव्य,સંપૂર્ણ રંગદ્રવ્ય
"परिपूर्ण कॉन्फिगरेशन, अस्पष्ट कॉन्फिगरेशन","સંપૂર્ણ રૂપરેખાંકન, અસ્પષ્ટ રૂપરેખાંકન"
परिपूर्ण कूलॉम्ब,સંપૂર્ણ કૂલમ્બ
पूर्ण अंधार,સંપૂર્ણ અંધકાર
परिपूर्ण वेळापत्रक,સંપૂર્ણ સમયપત્રક
परिपूर्ण घनता*,સંપૂર્ણ ઘનતા*
पूर्ण निचरा,સંપૂર્ણ ડ્રેનેજ
संपूर्ण EMU (विद्युत चुंबकीय एकक),સંપૂર્ણ EMU (ઇલેક્ટ્રોમેગ્નેટિક એકમ)
संपूर्ण ESU (स्थिर एकक),સંપૂર્ણ ESU (સ્થિર એકમ)
परिपूर्ण कार्यक्षमता,સંપૂર્ણ કાર્યક્ષમતા
परिपूर्ण इलेक्ट्रोमीटर,સંપૂર્ણ ઇલેક્ટ્રોમીટર
परिपूर्ण वारंवारता परिपूर्ण वारंवारता,સંપૂર્ણ આવર્તન સંપૂર્ણ આવર્તન
परिपूर्ण आर्द्रता,સંપૂર્ણ ભેજ
परिपूर्ण घटना,સંપૂર્ણ ઘટના
परिपूर्ण अपवर्तक निर्देशांक,સંપૂર્ણ રીફ્રેક્ટિવ ઇન્ડેક્સ
पूर्ण अस्थिरता,સંપૂર્ણ અસ્થિરતા
पूर्ण अस्थिरता,સંપૂર્ણ અસ્થિરતા
"परिपूर्ण तीव्रता, परिपूर्ण तीव्रता","સંપૂર્ણ તીવ્રતા, સંપૂર્ણ તીવ્રતા"
अस्थेनियाची परिपूर्ण मर्यादा,અસ્થેનિયાની સંપૂર્ણ મર્યાદા
परिपूर्ण प्रदीपन खिडकीच्या चौकटीचा खालचा आडवा,સંપૂર્ણ રોશની
परिपूर्ण प्रकाश वक्र,સંપૂર્ણ પ્રકાશ વળાંક
परिपूर्ण परिमाण,સંપૂર્ણ તીવ્રતા
परिपूर्ण बॅरोमीटर,સંપૂર્ણ બેરોમીટર
सर्वोच्च सर्वोच्च,સર્વોચ્ચ સર્વોચ્ચ
पूर्ण टोक,સંપૂર્ણ મર્યાદા
परिपूर्ण सर्वात कमी,એકદમ નીચું
परिपूर्ण गती,સંપૂર્ણ વેગ
परिपूर्ण गती,સંપૂર્ણ ઝડપ
परिपूर्ण संगीत,સંપૂર્ણ સંગીત
परिपूर्ण निरीक्षण,સંપૂર્ણ અવલોકન
परिपूर्ण ओम,સંપૂર્ણ ઓહ્મ
परिपूर्ण अभिमुखता,સંપૂર્ણ અભિગમ
परिपूर्ण विद्युत ऋणात्मकता,સંપૂર્ણ ઇલેક્ટ્રોનેગેટિવિટી
परिपूर्ण गुरुत्व,સંપૂર્ણ ગુરુત્વાકર્ષણ
परिपूर्ण दबाव,સંપૂર્ણ દબાણ
परिपूर्ण मालमत्ता,સંપૂર્ણ મિલકત
परिपूर्ण स्केलर,સંપૂર્ણ સ્કેલર
तापमानाचे अंतिम प्रमाण*,તાપમાનનું સંપૂર્ણ માપ*
"परिपूर्ण समक्रमण, परिपूर्ण समक्रमण","સંપૂર્ણ સુમેળ, સંપૂર્ણ સુમેળ"
पूर्ण ताण,સંપૂર્ણ તણાવ
परिपूर्ण सममिती,સંપૂર્ણ સમપ્રમાણતા
परिपूर्ण गती शरीर,સંપૂર્ણ ગતિ શરીર
परिपूर्ण एकक प्रणाली,સંપૂર્ણ એકમ સિસ્ટમ
परिपूर्ण तापमान,સંપૂર્ણ તાપમાન
परिपूर्ण वेळ,ચોક્કસ સમય
निरपेक्ष एकके,સંપૂર્ણ એકમો
परिपूर्ण मूल्य,સંપૂર્ણ મૂલ્ય
पूर्णांक कॅल्क्युलेटर,પૂર્ણાંક કેલ્ક્યુલેટર
परिपूर्ण वेग,સંપૂર્ણ વેગ
परिपूर्ण चिकटपणा,સંપૂર્ણ સ્નિગ્ધતા
परिपूर्ण वजन,સંપૂર્ણ વજન
पूर्ण शून्य*,સંપૂર્ણ શૂન્ય*
शून्याचा पूर्ण विभाजक,શૂન્યનો સંપૂર્ણ વિભાજક
शोषून घेणे,શોષી લેવું
शोषक निर्देशांक*,શોષણ સૂચકાંક*
शोषलेली ऊर्जा,શોષિત ઊર્જા
"शोषक, शोषक","શોષક, શોષક"
शोषक माध्यम*,શોષક માધ્યમ*
शोषण क्षमता,શોષણ ક્ષમતા
शोषण,શોષણ
शोषणमापक*,શોષણમાપક*
शोषणमापन*,શોષણમેટ્રી*
शोषण,શોષણ
शोषण - बँड*,શોષણ - બેન્ડ*
शोषण सर्किट,શોષણ સર્કિટ
शोषण गुणांक,શોષણ ગુણાંક
शोषण स्तंभ,શોષણ કૉલમ
अवशोषण स्थिर,સતત શોષણ
शोषण सातत्य,શોષણ સાતત્ય
शोषण क्षेत्र,શોષણ ઝોન
शोषण प्रवाह,શોષણ વર્તમાન
शोषण वक्र*,શોષણ વક્ર*
शोषण फ्रॅक्चर,શોષણ અસ્થિભંગ
शोषण कोर,શોષણ કોર
शोषण घटक,શોષણ પરિબળ
शोषण फिल्टर,શોષણ ફિલ્ટર
शोषण फ्लेम फोटोमेट्री*,શોષણ જ્યોત ફોટોમેટ્રી*
शोषण हायग्रोमीटर,શોષણ હાઇગ્રોમીટર
शोषण घातांक,શોષણ ઘાતાંક
शोषण सीमांत,શોષણ સીમાંત
शोषण रेखा,શોષણ રેખા
शोषण नुकसान,શોષણ નુકશાન
शोषण मॉड्यूलेशन,શોષણ મોડ્યુલેશન
प्रकाश शोषण,પ્રકાશ શોષણ
रेडिएशन उर्जेचे शोषण,રેડિયેશન ઊર્જાનું શોષણ
शोषण शिखर,શોષણની ટોચ
शोषण फोटोमेट्री,શોષણ ફોટોમેટ્રી
शोषण प्रमाण,શોષણ ગુણોત્તર
शोषण श्रेणी*,શોષણ શ્રેણી*
शोषण स्पेक्ट्रम फोटोमेट्री*,શોષણ સ્પેક્ટ્રમ ફોટોમેટ્રી*
शोषण स्पेक्ट्रम*,શોષણ સ્પેક્ટ્રમ*
"शोषक नळी, शोषक नळी","શોષણ નળી, શોષણ નળી"
शोषण हायग्रोमीटर,શોષણ હાઇગ્રોમીટર
शोषक*,શોષક*
शोषक बाष्पीभवक,શોષક બાષ્પીભવક
शोषण कायदा*,શોષણ કાયદો*
शोषण माध्यम,શોષણ માધ્યમ
"शोषक क्षमता, शोषकता*","શોષક ક્ષમતા, શોષણ*"
शोषण*,શોષણ*
स्टुडिओ सजावट,સ્ટુડિયો સરંજામ
गुणोत्तर गुणोत्तर,ગુણાકાર ગુણોત્તર
उद्धटपणा,અવગણના
बद्दल,વિશે
गती वाढवणे,વેગ આપો
प्रवेग-थांबा अंतर,પ્રવેગક-સ્ટોપ અંતર
घाई केली,ઉતાવળ કરી
द्रुत वेळ प्रभाव चाचणी,ઝડપી સમય અસર પરીક્ષણ
जलद प्रवाह,ઝડપી પ્રવાહ
जलद गती,ઝડપી ગતિ
द्रुत शरीर,ઝડપી શરીર
प्रवेगक तोलणारा,પ્રવેગક તોલનાર
प्रवेगक इलेक्ट्रोड*,પ્રવેગક ઇલેક્ટ્રોડ*
प्रवेगक वेळ*,પ્રવેગક સમય*
प्रवेगक टप्पा,પ્રવેગક તબક્કો
प्रवेगक दर,પ્રવેગક દર
प्रवेगक व्होल्टेज*,એક્સિલરેટર વોલ્ટેજ*
प्रवेग,પ્રવેગ
प्रवेगक ज्वलन,ત્વરિત કમ્બશન
प्रवेग गुणांक,પ્રવેગક ગુણાંક
प्रवेग घटक,પ્રવેગક ઘટક
गुरुत्वाकर्षणामुळे प्रवेग,ગુરુત્વાકર્ષણને કારણે પ્રવેગક
प्रवेग घटक,પ્રવેગક પરિબળ
प्रवेगक शुल्क,ઝડપી ચાર્જ
गुरुत्वाकर्षणाचा प्रवेग,ગુરુત્વાકર્ષણ પ્રવેગક
प्रवेग क्षमता,પ્રવેગક સંભવિત
प्रवेग कायदा,પ્રવેગક કાયદો
प्रवेग प्रक्रिया,પ્રવેગક પ્રક્રિયા
प्रवेग क्षेत्र,પ્રવેગક ક્ષેત્ર
प्रवेग पद्धत,પ્રવેગક પદ્ધતિ
"प्रवेग सहिष्णुता, प्रवेग सहिष्णुता","પ્રવેગ સહનશીલતા, પ્રવેગ સહનશીલતા"
प्रवेग वेक्टर,પ્રવેગક વેક્ટર
प्रवेग-व्होल्टेज,પ્રવેગક-વોલ્ટેજ
प्रवेग लहर,પ્રવેગક તરંગ
प्रवेगक,પ્રવેગક
"प्रवेग, प्रवेगक*","પ્રવેગક, પ્રવેગક*"
प्रवेगक समीकरण,પ્રવેગક સમીકરણ
प्रवेगक*,એક્સિલરેટર*
प्रवेगमापक,એક્સેલરોમીટર
एक्सीलरोमीटर जुळणी,એક્સેલરોમીટર મેચિંગ
prestresser,prestresser
वैध वर्ण,માન્ય અક્ષરો
स्वीकृती कोन,સ્વીકૃતિ કોણ
स्वीकृती तपशील,સ્વીકૃતિ સ્પષ્ટીકરણ
स्वीकार्य चाचणी,સ્વીકાર્ય પરીક્ષણ
"स्वीकारणारा*, स्वीकारणारा","સ્વીકારનાર*, સ્વીકારનાર"
रिसेप्टर अणू,રીસેપ્ટર અણુ
रिसेप्टर बाँड,રીસેપ્ટર બોન્ડ
रिसीव्हर सर्किट,રીસીવર સર્કિટ
रिसेप्टर पातळी,રીસેપ્ટર સ્તર
दाता रेणू,દાતા પરમાણુ
रिसेप्टर गुणधर्म,રીસેપ્ટર મિલકત
रिसेप्टर गुणधर्म पातळी,રીસેપ્ટર મિલકત સ્તર
प्रवेगक नळी,પ્રવેગક નળી
"प्रवेश, प्रतीक्षा, प्रवेश","પ્રવેશ, રાહ, પ્રવેશ"
भुज प्रवेश,ભુજ એક્સેસ
प्रवेश प्रणाली,ઍક્સેસ સિસ્ટમ
प्रवेश वेळ,ઍક્સેસ સમય
प्रवेशयोग्यता,ઉપલ્બધતા
"अतिरिक्त, सहाय्यक, सहायक (v, ), उपकरणे","વધારાના, સહાયક, સહાયક (v, ), એસેસરીઝ"
अतिरिक्त निर्बंध,વધારાના પ્રતિબંધો
संधी योगायोग,સંયોગ
अपघाती सुधारणा,આકસ્મિક કરેક્શન
अपघाती बायोजेनेसिस,આકસ્મિક બાયોજેનેસિસ
अपघाती वळवणे,આકસ્મિક ડાયવર્ઝન
अभ्यागत त्रुटी,મુલાકાતી ભૂલ
"अचानक थांबणे, अचानक पकडणे","અચાનક સ્ટોપ, એકાએક સ્ટોપ"
अपघाती प्रेषण,આકસ્મિક ટ્રાન્સમિશન
यादृच्छिक भिन्नता,રેન્ડમ ભિન્નતા
समायोजन,ગોઠવણ
स्थानबद्ध,સ્થિત
संचित त्रुटी,સંચિત ભૂલ
"जमा करणे, जमा करणे","સંચય, સંચય"
ऊर्जा साठवण,ઊર્જા સંગ્રહ
संचयक*,સંચયક*
अचूकता,ચોકસાઈ
वास्तव,વાસ્તવિકતા
वास्तविक साधन निरीक्षण,વાસ્તવિક સાધન અવલોકન
अचूक श्रेणी मार्कर,ચોક્કસ શ્રેણી માર્કર
अचूक स्कॅनिंग,ચોકસાઇ સ્કેનીંગ
सराव,પ્રેક્ટિસ
प्रवेगक सेल*,એક્સિલરેટર સેલ*
अक्रोमॅटिक लेन्स*,વર્ણહીન લેન્સ*
अक्रोमॅटिक*,વર્ણહીન*
अॅक्रोमॅटिक विश्लेषक,વર્ણહીન વિશ્લેષક
वारंवारता तटस्थ अँटेना,આવર્તન તટસ્થ એન્ટેના
अक्रोमॅटिक आकार,વર્ણહીન આકાર
अक्रोमॅटिक फ्रिंज,વર્ણહીન ફ્રિન્જ
अक्रोमॅटिक लेन्स*,વર્ણહીન લેન્સ*
अक्रोमॅटिक पॉइंट पथ,વર્ણહીન બિંદુ પાથ
अॅक्रोमॅटिक लेन्स,વર્ણહીન લેન્સ
अॅक्रोमॅटिक प्रिझम,વર્ણહીન પ્રિઝમ
अॅक्रोमॅटिक टेलिस्कोप,વર્ણહીન ટેલિસ્કોપ
रंगद्रव्य*,વર્ણહીનતા*
अॅक्रोमॅटायझेशन*,વર્ણહીનકરણ*
अक्रोमॅटिकता*,વર્ણહીનતા*
"लवचिक, अपवर्तक, अपवर्तक","સ્થિતિસ્થાપક, અપ્રતિરોધક, પ્રત્યાવર્તન"
"एकोर्न नळी, बंजू नळी","એકોર્ન નળી, બંજુ નળી"
सूक्ष्म झडप,લઘુચિત્ર વાલ્વ
इकोफोनी,ઇકોફોની
ध्वनिक,એકોસ્ટિક
ध्वनिक शोषकता,એકોસ્ટિક શોષકતા
ध्वनिक क्षीणन गुणांक,એકોસ્ટિક એટેન્યુએશન ગુણાંક
ध्वनिक क्षीणन,એકોસ્ટિક એટેન્યુએશન
ध्वनिक चोर अलार्म,એકોસ્ટિક ચોર એલાર્મ
ध्वनिक क्षमता,એકોસ્ટિક ક્ષમતા
श्रवण केंद्र,સુનાવણી કેન્દ્ર
ध्वनिक स्पष्टीकरण,એકોસ્ટિક સમજૂતી
ध्वनिक आवरण,એકોસ્ટિક કવર
ध्वनिक प्रतिसाद,એકોસ્ટિક પ્રતિભાવ
ध्वनिक घटक,એકોસ્ટિક ઘટક
ध्वनिक चालकता,એકોસ્ટિક વાહકતા
ध्वनिक ओलसर,એકોસ્ટિક ભીનાશ
ध्वनिक फैलाव,એકોસ્ટિક વિક્ષેપ
ध्वनी हॅकर,સાઉન્ડ હેકર
ध्वनिक ऊर्जा*,ધ્વનિ ઊર્જા*
ध्वनिक ऊर्जा समीकरण,એકોસ્ટિક ઊર્જા સમીકરણ
ध्वनिक समीकरण,એકોસ્ટિક સમીકરણ
ध्वनिक पुनर्स्थापना,એકોસ્ટિક પુનઃસ્થાપન
क्लॅडनी आकार,ક્લેડની આકાર
ध्वनिक फिल्टर,એકોસ્ટિક ફિલ્ટર
ध्वनी जनरेटर,અવાજ જનરેટર
ध्वनिक जाळी,એકોસ્ટિક જાળી
ध्वनिक प्रतिबाधा*,એકોસ્ટિક અવબાધ*
ध्वनिक जडत्व,એકોસ્ટિક જડતા
ध्वनिक तीव्रता,એકોસ્ટિક તીવ્રતા
ध्वनिक हस्तक्षेप मीटर,એકોસ્ટિક હસ્તક્ષેપ મીટર
ध्वनिक हस्तक्षेप डिटेक्टर,એકોસ્ટિક હસ્તક્ષેપ ડિટેક્ટર
ध्वनिक लेन्स,એકોસ્ટિક લેન્સ
ध्वनी ओळ,ધ્વનિ રેખા
ध्वनिक वस्तुमान,એકોસ્ટિક માસ
ध्वनिक साहित्य,એકોસ્ટિક સામગ્રી
ध्वनिक अर्थ मुक्त मार्ग,એકોસ્ટિક અર્થ મુક્ત માર્ગ
ध्वनिक मोड,એકોસ્ટિક મોડ
ध्वनिक आवाज,એકોસ્ટિક અવાજ
ध्वनिक ओम*,એકોસ્ટિક ઓહ્મ*
"ध्वनिक पॅनेल, ध्वनिक मंडळ","એકોસ્ટિક પેનલ, એકોસ્ટિક બોર્ડ"
ध्वनिक टप्पा स्थिर,એકોસ્ટિક તબક્કો સ્થિર
ध्वनिक प्राप्तकर्ता,એકોસ્ટિક રીસીવર
ध्वनिक दाब,એકોસ્ટિક દબાણ
ध्वनीचा सममिती नियम,ધ્વનિનો સપ્રમાણતાનો નિયમ
ध्वनिक प्रसारण,એકોસ્ટિક ટ્રાન્સમિશન
ध्वनिक गुणधर्म,એકોસ્ટિક ગુણધર્મો
अकौस्टिक क्वाड्रपोल,એકોસ્ટિક ક્વાડ્રુપોલ
ध्वनिक विकिरण घटक,એકોસ્ટિક રેડિયેશન તત્વ
ध्वनिक विकिरण,એકોસ્ટિક રેડિયેશન
ध्वनीरोधक,સાઉન્ડપ્રૂફ
ध्वनिक रेडिओमीटर,એકોસ્ટિક રેડિયોમીટર
ध्वनिक प्रतिसाद,એકોસ્ટિક પ્રતિભાવ
ध्वनिक परस्पर प्रमेय,એકોસ્ટિક પારસ્પરિકતા પ્રમેય
ध्वनिक घट घटक,એકોસ્ટિક ઘટાડો પરિબળ
ध्वनिक परावर्तन गुणांक,એકોસ્ટિક પરાવર્તન ગુણાંક
ध्वनिक अपवर्तन,એકોસ્ટિક રીફ્રેક્શન
ध्वनिक प्रतिकार,એકોસ્ટિક પ્રતિકાર
ध्वनिक प्रतिसाद,એકોસ્ટિક પ્રતિભાવ
ध्वनिक विखुरणे,એકોસ્ટિક સ્કેટરિંગ
श्रवण बिंदू,સુનાવણી બિંદુ
ध्वनिक कडकपणा,એકોસ્ટિક કઠોરતા
ध्वनिक प्रणाली,એકોસ્ટિક સિસ્ટમ
ध्वनिक थर्मामीटर,એકોસ્ટિક થર્મોમીટર
ध्वनिक वेग,એકોસ્ટિક વેગ
ध्वनी लहर,ધ્વનિ તરંગ
ध्वनिक,એકોસ્ટિક
ध्वनी शोषण गुणांक,ધ્વનિ શોષણ ગુણાંક
ध्वनी शोषण घटक,ધ્વનિ શોષણ ઘટક
ध्वनिक सर्किट,એકોસ્ટિક સર્કિટ
ध्वनिक प्रतिसाद,એકોસ્ટિક પ્રતિભાવ
ध्वनिक विलंब रेखा,એકોસ્ટિક વિલંબ રેખા
ध्वनिक विकृती,એકોસ્ટિક વિકૃતિ
ध्वनिक ध्वनीशास्त्र,એકોસ્ટિક એકોસ્ટિક્સ
ध्वनिक फिल्टर,એકોસ્ટિક ફિલ્ટર
ध्वनिक प्रतिबाधा*,એકોસ્ટિક અવબાધ*
फोनोग्राफ,ફોનોગ્રાફ
ध्वनिक ओम*,એકોસ્ટિક ઓહ્મ*
ध्वनिक स्थिरांक,એકોસ્ટિક સતત
ध्वनिक फोनन,એકોસ્ટિક ફોનોન
ध्वनिक प्रसारण स्थिर,એકોસ્ટિક ટ્રાન્સમિશન સતત
ध्वनी रूपांतरण गुणांक,ધ્વનિ રૂપાંતર ગુણાંક
ध्वनिक प्रतिकार,એકોસ્ટિક પ્રતિકાર
ध्वनिक कडकपणा,એકોસ્ટિક કઠોરતા
ध्वनी युनिट,ધ્વનિ એકમ
ध्वनीरोधक,સાઉન્ડપ્રૂફ
अकौस्टिक साइड लाइन,એકોસ્ટિક સાઇડ લાઇન
"ध्वनीशास्त्र, ध्वनीशास्त्र","ધ્વનિશાસ્ત્ર, ધ્વનિશાસ્ત્ર"
ध्वनी मीटर,સાઉન્ડ મીટર
ध्वनी दाब,ધ્વનિ દબાણ
संपादन रडार,સંપાદન રડાર
प्रकाशसंश्लेषक विकिरण,પ્રકાશસંશ્લેષણ રેડિયેશન
ऍक्टिनियम उत्सर्जन,એક્ટિનિયમ ઉત્સર્જન
ऍक्टिनो-युरेनियम,એક્ટિનો-યુરેનિયમ
ऍक्टिनो-युरेनियम मालिका,એક્ટિનો-યુરેનિયમ શ્રેણી
रेडिओइलेक्ट्रिक,રેડિયોઇલેક્ટ્રિક
"ऍक्टिनोमीटर, फोटोमायक्रोमीटर","એક્ટિનોમીટર, ફોટોમિક્રોમીટર"
"कृती, कृती","ક્રિયા, ખત"
क्रिया आणि प्रतिक्रिया,ક્રિયા અને પ્રતિક્રિયા
क्रिया स्थिर,ક્રિયા સતત
प्रभाव क्षेत्र,પ્રભાવ ક્ષેત્ર
"सक्रिय, सक्रिय","સક્રિય, સક્રિય"
सक्रिय प्रसार,સક્રિય પ્રસરણ
"सक्रिय फायबर, सक्रिय फायबर","સક્રિય ફાઇબર, સક્રિય ફાઇબર"
सक्रियकरण प्रभाव,સક્રિયકરણ અસર
सक्रियकरण प्रभाव,સક્રિયકરણ અસર
सक्रियकरण विश्लेषण,સક્રિયકરણ વિશ્લેષણ
क्रियाकलाप केंद्र,પ્રવૃત્તિ કેન્દ્ર
सक्रियकरण परीक्षक,સક્રિયકરણ પરીક્ષક
सक्रियता ऊर्जा,સક્રિયકરણ ઊર્જા
सक्रियकरण एन्ट्रॉपी,સક્રિયકરણ એન્ટ્રોપી
सक्रियकरण ओव्हरव्होल्टेज,સક્રિયકરણ ઓવરવોલ્ટેજ
सक्रियता दर,સક્રિયકરણ દર
"सक्रिय करणारा, सक्रिय करणारा","એક્ટિવેટર, એક્ટિવેટર"
सक्रिय करणारा अणू,એક્ટિવેટર અણુ
प्रवेगक,પ્રવેગક
सक्रिय शोषण,સક્રિય શોષણ
सक्रिय हवाई,સક્રિય હવાઈ
रेडिएशन धोक्याचे क्षेत्र,રેડિયેશન ડેન્જર ઝોન
सक्रिय डिव्हाइस,સક્રિય ઉપકરણ
सक्रिय लक्ष्यीकरण,સક્રિય લક્ષ્યીકરણ
सक्रिय हायड्रोजन*,સક્રિય હાઇડ્રોજન*
सक्रिय जाळी,સક્રિય મેશ
सक्रिय ओळ सक्रिय ओळ,સક્રિય રેખા સક્રિય રેખા
सक्रिय लूप,સક્રિય લૂપ
सक्रिय कोड*,સક્રિય કોડ*
सक्रिय घटक,સક્રિય ઘટકો
सक्रिय रेणू,સક્રિય પરમાણુ
सक्रिय जाळी,સક્રિય મેશ
सक्रिय पुनर्शोषण,સક્રિય પુનઃશોષણ
सक्रिय क्षेत्र,સક્રિય વિસ્તાર
सक्रिय नियमन,સક્રિય નિયમન
सक्रिय उपग्रह,સક્રિય ઉપગ્રહ
सक्रिय विखंडन सौर ज्योत,સક્રિય વિખંડન સૌર જ્યોત
सक्रिय सूक्ष्म पोषक,સક્રિય સૂક્ષ્મ પોષકતત્ત્વો
सक्रिय ट्रॅकिंग सिस्टम,સક્રિય ટ્રેકિંગ સિસ્ટમ
सक्रिय ट्रान्सड्यूसर,સક્રિય ટ્રાન્સડ્યુસર
सक्रिय सेवन,સક્રિય સેવન
क्रियाकलाप गुणांक*,પ્રવૃત્તિ ગુણાંક*
क्रियाकलाप निर्देशांक,પ્રવૃત્તિ સૂચકાંક
क्रियाकलाप प्रमाण,પ્રવૃત્તિ ગુણોત્તર
क्रियाकलाप वेक्टर,પ્રવૃત્તિ વેક્ટર
वास्तविक मॉनिटर,વાસ્તવિક મોનિટર
वास्तविक ताण,વાસ્તવિક તણાવ
ट्रिगर करण्यासाठी,ટ્રિગર કરવા માટે
प्रवर्तक,પ્રવર્તક
प्रवर्तक,પ્રવર્તક
acuityometer,એક્યુટીમીટર
ऐकण्याची तीक्ष्णता,સુનાવણીની તીવ્રતા
फोटो तीक्ष्णता मूल्य,ફોટો ઉગ્રતા મૂલ્ય
तीव्र कोन,તીવ્ર કોણ
कुजबुजणे,બબડાટ
तीव्र त्रिकोण,તીવ્ર ત્રિકોણ
अॅसायक्लिक,એસાયક્લિક
ऑप्टिमायझेशन अनुप्रयोग,ઓપ્ટિમાઇઝેશન એપ્લિકેશન
अनुकूल स्थिती,ઑપ્ટિમાઇઝ રાજ્ય
अनुकूली नियंत्रण प्रणाली,અનુકૂલનશીલ નિયંત્રણ સિસ્ટમ
अडॅपटोमीटर,એડેપ્ટોમીટર
अॅडकॉक अँटेना,એડકોક એન્ટેના
बेरीज करणे,સારાંશ માટે
संकलन वेळ,સંકલન સમય
संकलन-वजाबाकी वेळ,સંકલન-બાદબાકી સમય
जोडणारा,ઉમેરનાર
"बेरीज, बेरीज, बेरीज (सं.), बेरीज (v.)","સરવાળો, સરવાળો, સરવાળો (સં.), ઉમેરણ (વિ.)"
जोड स्थिर,વધારાનો સતત
प्रवेग-सम नियम,પ્રવેગક-સરવાળા નિયમ
अंतर बेरीज नियम,અંતર-સરવાળા નિયમ
वेग-सम नियम,વેગ-સરવાળા નિયમ
वेक्टरची बेरीज,વેક્ટરનો સરવાળો
संग्रह प्रतिक्रिया,સંગ્રહ પ્રતિક્રિયા
अतिरिक्त मजला,વધારાનો માળ
"संयोजी स्वर, अतिरिक्त स्वर (स्वर)","સંયોજક સ્વર, વધારાનો સ્વર (સ્વર)"
"additive, additive","ઉમેરણ, ઉમેરણ"
मिश्रित प्रणाली,એડિટિવ સિસ્ટમ
संमिश्र वर्ण,સંયુક્ત અક્ષરો
एकूण वर्ण प्रक्रिया,એકંદર અક્ષર પ્રક્રિયા
पूरक पूरक रंग,ઉમેરણ પૂરક રંગ
additive स्थिरांक,ઉમેરણ સતત
additive कर्षण,એડિટિવ ટ્રેક્શન
अतिरिक्त प्रभाव,ઉમેરણ અસર
अतिरिक्त घटक,ઉમેરણ પરિબળ
additive फंक्शन,ઉમેરણ કાર્ય
मिश्रित मिश्रण,ઉમેરણ મિશ્રણ
additive रूट,ઉમેરણ મૂળ
जोड प्रक्रिया,ઉમેરણ પ્રક્રિયા
जोडणी,ઉમેરણ
