Marathi,Tamil
पर्यायी कोन,மாற்று கோணங்கள்
"पर्यायी एकसंध पर्यायी फॉर्म,",மாற்று ஒரே மாதிரியான மாற்று வடிவம்
पर्यायी गट,மாற்று குழு
पर्यायी मॅट्रिक्स,மாற்று அணி
पर्यायी मालिका,மாற்று தொடர்
वैकल्पिक गृहीतक,மாற்று கருதுகோள்
पर्यायी इष्टतम,மாற்று உகந்தது
पर्यायी परिणाम,மாற்று முடிவு
अॅनालॉग-अंकी कनवर्टर,அனலாக்-இலக்க மாற்றி
"अॅनालॉग संगणक,",அனலாக் கணினி
विश्लेषण,பகுப்பாய்வு
सहप्रसरण विश्लेषण,இணைநிலை பகுப்பாய்வு
गणन-डेटा विश्लेषण,கணக்கெடுப்பு-தரவு பகுப்பாய்வு
भिन्नता विश्लेषण,மாறுபாடு பகுப்பாய்வு
विश्लेषणात्मक भूमिती,பகுப்பாய்வு வடிவியல்
विश्लेषणात्मक कार्य,பகுப்பாய்வு செயல்பாடு
कोन,கோணம்
स्पर्शिका कोन,தொடுகோடு கோணம்
विक्षेपण कोन,விலகல் கோணம்
उदासीनता कोन,மனச்சோர்வு கோணம்
विचलन कोन,விலகல் கோணம்
विवर्तन कोन,விலகல் கோணம்
उंची कोन,உயர கோணம்
घटनेचा कोन,நிகழ்வு கோணம்
प्रक्षेपण कोन,திட்ட கோணம்
प्रतिबिंब कोन,பிரதிபலிப்பு கோணம்
अपवर्तन कोन,ஒளிவிலகல் கோணம்
रोटेशन कोन,சுழற்சி கோணம்
परावर्तनाचा परिपूर्ण कोन,பிரதிபலிப்பு முழுமையான கோணம்
कोनीय प्रवेग,கோண முடுக்கம்
कोनीय गती,கோண வேகம்
कोनीय गती,கோண வேகம்
कोनीय गती,கோண வேகம்
अनामिका,மோதிர விரல்
उत्तर द्या,பதில்
काउंटर व्युत्पन्न,எதிர் வழித்தோன்றல்
आयसोमेट्रिक फंक्शन,ஐசோமெட்ரிக் செயல்பாடு
"कव्हर करण्यायोग्य, लागू, लागू","மறைக்கக்கூடிய, பொருந்தக்கூடிய, பொருந்தக்கூடிய"
"अर्ज अर्ज,",விண்ணப்ப விண்ணப்பம்
लागू डायनॅमिक प्रोग्रामिंग,பயன்பாட்டு டைனமிக் நிரலாக்கம்
लागू भूमिती,பயன்படுத்தப்படும் வடிவியல்
लागू गणित,பயன்பாட்டு கணிதம்
लागू आकडेवारी,பயன்பாட்டு புள்ளிவிவரங்கள்
"अंदाजे, अंदाजे","தோராயமாக, தோராயமாக"
अंदाजे सतत कार्य,தோராயமாக தொடர்ச்சியான செயல்பாடு
"मॅक्रो पद्धत, अंदाजे पद्धत","மேக்ரோ முறை, தோராய முறை"
अंदाजे उपाय,தோராயமான தீர்வு
अंदाजे समस्या,தோராயமான பிரச்சனை
अंदाजे मालमत्ता,தோராயமான சொத்து
योग्यता चाचणी,திறன் சோதனை
आर्गॉन आकृती,ஆர்கான் வரைபடம்
ऐच्छिक,தன்னார்வ
"यादृच्छिक, यादृच्छिक","சீரற்ற, சீரற்ற"
अनियंत्रित स्थिरांक,தன்னிச்சையான மாறிலி
मुक्त घटक,இலவச உறுப்பு
अनियंत्रित बिंदू,தன்னிச்சையான புள்ளி
आर्किमिडीजचा कायदा,ஆர்க்கிமிடின் சட்டம்
आर्किमिडीजचा कायदा,ஆர்க்கிமிடிஸ் சட்டம்
"चाप-लांबी, चाप-लांबी","வில்-நீளம், வில்-நீளம்"
वर्तुळ चाप,வட்ட வில்
व्यस्त साइन वितरण,தலைகீழ் சைன் விநியோகம்
व्यस्त साइन रूपांतरण,தலைகீழ் சைன் மாற்றம்
"क्षेत्र, क्षेत्र","பகுதி, பகுதி"
प्रादेशिक कॉन्फिगरेशन,பிராந்திய கட்டமைப்பு
जटिल संख्येचा कोन,ஒரு கலப்பு எண்ணின் கோணம்
अंकगणित सरासरी,எண்கணித சராசரி
डिजिटल ऑपरेशन,டிஜிட்டல் செயல்பாடு
डिजिटल युनिट,டிஜிட்டல் அலகு
"कॉन्फिगरेशन, व्यवस्था","கட்டமைப்பு, ஏற்பாடு"
"अॅरे, अॅरे","வரிசை, வரிசை"
कृत्रिम उपग्रह,செயற்கை செயற்கைக்கோள்
कृत्रिम व्हेरिएबल,செயற்கை மாறி
चढणे,ஏறுவதற்கு
चढत्या,ஏறுமுகம்
परिमाणाचा चढता क्रम,அளவின் ஏறுவரிசை
चढत्या श्रेणी,ஏறும் தரம்
असेंबलर भाषा,அசெம்பிளர் மொழி
"असाइनमेंट समस्या असाइनमेंट प्रश्न,",ஒதுக்கீட்டுச் சிக்கல் ஒதுக்கீட்டுக் கேள்வி
सहयोगी नियम,துணை விதி
ऑपरेटर्सचा सहयोगी नियम,ஆபரேட்டர்களின் துணை விதி
सहयोगी ऑपरेशन,துணை செயல்பாடு
सहवास,தோழமை
सरासरी गृहीत धरले,சராசரியாக கருதப்படுகிறது
गृहीत संभाव्यता वितरण,நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது
"कल्पना केली, स्वीकारली,","கற்பனை செய்து, ஒப்புக்கொண்ட"
ज्योतिष,ஜோதிடம்
"अंतराळ अभियंता अंतराळ अभियंता,",விண்வெளி பொறியாளர் விண்வெளி பொறியாளர்
खगोलशास्त्रज्ञ*,வானியலாளர்*
खगोलशास्त्रीय घड्याळ,வானியல் கடிகாரம்
खगोलशास्त्र,வானியல்
असममित वक्र,சமச்சீரற்ற வளைவு
विषमता,சமச்சீரற்ற தன்மை
लक्षणे नसलेला,அறிகுறியற்ற
त्रासदायक,மோசமாக்கும்
प्रगतीशील अंदाजक,முற்போக்கான மதிப்பீட்டாளர்
प्रतिगामी पक्षपाती अनुमानक,பிற்போக்கு சார்பு மதிப்பீட்டாளர்
प्रतिगामी आचरण,பிற்போக்கு நடத்தை
आक्रमक वितरण कार्य,தீவிர விநியோக செயல்பாடு
वर पसरलेला,மேல்நோக்கி பரவியது
वातावरणाचा दाब,வளிமண்டல அழுத்தம்
"यादृच्छिकपणे,",தற்செயலாக
मालमत्ता*,சொத்து*
विशेषता-नमुना-यंत्रणा,பண்பு-மாதிரி-பொறிமுறை
संवर्धित मॅट्रिक्स,ஆக்மென்ட் மேட்ரிக்ஸ்
स्वयंसंबंध गुणांक,தன்னியக்க தொடர்பு குணகம்
स्वयंसंबंध कार्य,தன்னியக்க தொடர்பு செயல்பாடு
सहप्रसरण,இணை மாறுபாடு
स्वयंचलित संगणक,தானியங்கி கணினி
ऑटोरिग्रेशन,தன்னியக்க பின்னடைவு
सहाय्यक समीकरण,துணை சமன்பாடு
सरासरी नमुना क्रमांक वक्र (MPC वक्र),சராசரி மாதிரி எண் வளைவு (MPC வளைவு)
"स्वयंसिद्ध, स्वयंसिद्ध","கோட்பாடு, கோட்பாடு"
स्वयंसिद्ध दृष्टीकोन,கோட்பாடு அணுகுமுறை
संभाव्यता स्वयंसिद्ध,நிகழ்தகவு கோட்பாடு
अक्ष,அச்சு
भुजक्षा,புஜக்ஷா
पृथ्वीचा अक्ष,பூமி அச்சு
रोटेशन अक्ष,சுழற்சி அச்சு
रोटेशन अक्ष,சுழற்சி அச்சு
फिरकी अक्ष,சுழல் அச்சு
पोस्ट बदली,பிந்தைய மாற்று
नंतर,பின்னர்
बॅक इन्सर्टेशन फॉर्म्युला,பின் செருகும் சூத்திரம்
"शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक","சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை"
संतुलित डिझाइन,சீரான வடிவமைப்பு
ताळेबंद,இருப்பு தாள்
क्षेपणास्त्र,ஏவுகணை
"बॅलिस्टिक्स, शस्त्रे","பந்துவீச்சு, ஆயுதம்"
"स्तंभ, बार, कोब, बार, बार, बार, बार, बार, बार, रेषा, रेषा, चाचणी रेषा, किनार","நெடுவரிசை, பட்டை, கோப், பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, வரி, வரி, சோதனை வரி, விளிம்பு"
"बेस, बेस, बेस, बेस, बेस","அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை"
बेस कोन,அடிப்படை கோணம்
"लॉगरिथमचा आधार, लॉगरिथमचा आधार","மடக்கையின் அடிப்படை, மடக்கையின் அடிப்படை"
"मूलभूत, मूलभूत,","அடிப்படை, அடிப்படை"
बेस सुसंगत उपाय,அடிப்படை ஒத்திசைவான தீர்வு
बेस सोल्यूशन,அடிப்படை தீர்வு
बेस व्हेरिएबल,அடிப்படை மாறி
पाया,அடித்தளம்
मूळ घटक,அடிப்படை உறுப்பு
बेस मॅट्रिक्स,அடிப்படை அணி
वेक्टर स्पेसचा पाया,திசையன் இடத்தின் அடிப்படை
उपलोकसंख्या आधार,துணை மக்கள்தொகை அடிப்படையில்
बेईमान,நேர்மையற்ற
bez-नियम,bez-விதி
bez-प्रमेय,bez-theorem
bernoulli-वितरण,பெர்னோலி-விநியோகம்
बर्नौली क्रमांक,பெர்னோலி எண்கள்
बर्नौली संभाव्यता कार्य,பெர்னோலி நிகழ்தகவு செயல்பாடு
बर्नौली-समीकरण,பெர்னோலி-சமன்பாடு
बोरासारखे बी असलेले लहान फळ कार्य,பெர்ரி செயல்பாடு
सर्वोत्तम आसंजन,சிறந்த ஒட்டுதல்
सर्वोत्तम आसंजन ओळ,சிறந்த ஒட்டுதல் வரி
सर्वोत्तम उपाय,சிறந்த தீர்வு
सर्वोत्तम टिपा,சிறந்த குறிப்புகள்
बीटा वितरण,பீட்டா விநியோகம்
"पक्षपात, पक्षपात","சார்பு, சார்பு"
पक्षपाती मूल्यांकन,பாரபட்சமான மதிப்பீடு
द्विपद समीकरण,ஈருறுப்புச் சமன்பாடு
एकल कव्हर,ஒற்றை கவர்
सिंगल कव्हर नकाशा,ஒற்றை அட்டை வரைபடம்
सिंगल कव्हर मॅपिंग,ஒற்றை அட்டை மேப்பிங்
चतुर्भुज चौकोन,இருபடி இருபடி
द्विरेखीय कार्य,இருமுனை செயல்பாடு
द्विरेखीय हर्मिटियन एकजिनसीपणा,பைலினியர் ஹெர்மிடியன் ஒருமைப்பாடு
"द्वि-चर, बायनरी, दुहेरी","இருமாறு, இருமை, இரட்டை"
"बायनरी कोड, बायनरी कोड","பைனரி குறியீடு, பைனரி குறியீடு"
"बायनरी कोडेड दशांश, बायनरी कोडेड दशांश","பைனரி குறியிடப்பட்ட தசம, பைனரி குறியிடப்பட்ட தசம"
बायनरी एन्कोडिंग,பைனரி குறியாக்கம்
बायनरी संगणक,பைனரி கணினி
बायनरी अंक,பைனரி எண்கள்
बायनरी ऑपरेशन,பைனரி செயல்பாடு
बायनरी पद्धत,பைனரி முறை
बायनरी व्हेरिएबल,பைனரி மாறி
द्विपदी गुणांक,ஈருறுப்புக் குணகம்
द्विपदी वितरण,இருவகைப் பரவல்
द्विपद समीकरण,ஈருறுப்புச் சமன்பாடு
द्विपद भिन्नता,இருவகை மாறுபாடு
द्विपदी अभिव्यक्ती,இருமொழி வெளிப்பாடு
द्विपदी यादृच्छिक चल,ஈருறுப்பு சீரற்ற மாறி
द्विपद प्रमेय,ஈருறுப்பு தேற்றம்
"अर्धा, दुभाजक","பாதி, பிளவு"
"दुभाजक पद्धत, अर्धविभाग पद्धत","இரு பிரிவு முறை, அரைப்பிரிவு முறை"
अर्धा दुभाजक,அரை இருசமவெட்டி
"द्विपदी, द्विपदी",இருவகை
"द्वयंक (बायनरी अंक), अनी, बर्मीज, तुक","ட்வயங்க் (பைனரி எண்), அனி, பர்மிஸ், துக்"
द्विपदी द्विपद वितरण द्विपदी,ஈருறுப்பு இருவகைப் பரவல் இருவகை
द्विवैरिएट सहसंबंध गुणांक,இருவகை தொடர்பு குணகம்
द्विवैरिएट वितरण,இருவகை விநியோகம்
द्विवैरिएट सामान्य-वितरण,இருவகை இயல்பான-விநியோகம்
bivector,பைவெக்டர்
बोल्टमन समीकरण,போல்ட்மேன் சமன்பாடு
बुलियन बीजगणित*,பூலியன் இயற்கணிதம்*
बोस-आईन्स्टाईन सांख्यिकी,போஸ்-ஐன்ஸ்டீன் புள்ளிவிவரங்கள்
मर्यादा निर्बंध,வரம்பு கட்டுப்பாடுகள்
सीमा पातळी,எல்லை நிலை
सीमारेषा,எல்லைக் கோடு
मर्यादा मूल्य,வரம்பு மதிப்பு
सीमा मूल्य समस्या,எல்லை மதிப்பு பிரச்சனை
"बाउंड फंक्शन बाउंडेड फळ,",எல்லைக்குட்பட்ட செயல்பாடு எல்லைக்குட்பட்ட பழம்
"बाउंडेड मॅट्रिक्स, बाउंडेड मॅट्रिक्स, बाउंडेड टेबल,","எல்லைக்குட்பட்ட அணி, எல்லைக்குட்பட்ட அணி எல்லைக்குட்பட்ட அட்டவணை"
"सीमाबद्ध प्रदेश सीमाबद्ध प्रदेश,",எல்லைக்குட்பட்ட பிரதேசம் எல்லைக்குட்பட்ட பிரதேசம்
"बाऊंड सेट बाउंडेड सेट,",எல்லைக்குட்பட்ட தொகுப்பு எல்லைக்குட்பட்ட தொகுப்பு
ब्राउनी मोशन,பிரவுனி இயக்கம்
मोजणे,கணக்கெடுக்க
गणना,கணக்கீடு
"कॅल्क्युलेटर, कॅल्क्युलेटर","கால்குலேட்டர், கால்குலேட்டர்"
गणना*,கணக்கீடு*
संगणकीय क्रिया पद्धत,கணக்கீட்டு நடவடிக்கை முறை
"कॅल्क्युलेटर, कॅल्क्युलेटर","கால்குலேட்டர், கால்குலேட்டர்"
"कॅल्क्युलस, कॅल्क्युलस","கால்குலஸ், கால்குலஸ்"
भिन्नता कॅल्क्युलस,மாறுபாடு கணக்கீடு
कॅलरीज,கலோரிகள்
नियम रद्द करा,ரத்து விதி
प्रामाणिक समीकरण,நியமன சமன்பாடு
प्रामाणिक फॉर्म,நியமன வடிவம்
"कॅनॉनिकल मॅट्रिक्स, के कॅनॉनिकल मॅट्रिक्स","கேனானிகல் மேட்ரிக்ஸ், கே கேனானிகல் மேட்ரிக்ஸ்"
cantor सेट,கேண்டர் தொகுப்பு
cantor त्रिकोणी संच,கேண்டார் முக்கோண தொகுப்பு
वाहतुकीची अडचण,கட்டுப்படுத்தப்பட்ட போக்குவரத்து பிரச்சனை
क्षमता,திறன்
केशिका शक्ती,தந்துகி விசை
"संख्या संख्या, मुख्य संख्या","எண்ணிக்கை எண், கார்டினல் எண்"
कार्टेशियन अक्ष,கார்ட்டீசியன் அச்சு
कार्टेशियन समन्वय,கார்ட்டீசியன் ஆயத்தொகுப்புகள்
कार्टेशियन उत्पादन,கார்ட்டீசியன் தயாரிப்பு
संचांचे कार्टेशियन गुणाकार,தொகுப்புகளின் கார்ட்டீசியன் பெருக்கல்
"केस स्टडी, केस स्टडी","வழக்கு ஆய்வு, வழக்கு ஆய்வு"
आपत्तीजनक भाषण,பேரழிவு பேச்சு
कॅटिनरी,பூனைக்குரிய
कॉची वितरण,காச்சி விநியோகம்
कौशीचें सूत्र,கௌசியின் சூத்திரம்
कौशी-गुरसा-प्रमेय,கௌசி-குர்சா-தேற்றம்
कौशी-रिमन-बॅन,கௌஷி-ரீமான்-பான்
कॉची क्रम,கௌச்சி வரிசை
कौशी अभिन्न,கௌஷி ஒருங்கிணைந்த
कौशी मुख्य-मूल्य,கௌசி முக்கிய மதிப்பு
कॉची शेष प्रमेय,கௌச்சி எஞ்சிய தேற்றம்
कॅले-हॅमिल्टन-प्रमेय,கால்-ஹாமில்டன்-தேற்றம்
आकाशीय शरीर,வானுலக
खगोलशास्त्रीय मोजमाप,வானியல் அளவீடு
खगोलीय यांत्रिकी,வான இயக்கவியல்
आकाशीय शरीर,வானுலக
सेल वारंवारता,செல் அலைவரிசை
"जनगणना, जनगणना","மக்கள் தொகை கணக்கெடுப்பு, மக்கள் தொகை கணக்கெடுப்பு"
टक्केवारी,சதவீதம்
सेंटीमीटर,சென்டிமீட்டர்
सेंटीमीटर-ग्राम-सेकंद पद्धत,சென்டிமீட்டர்-கிராம்-இரண்டாம் முறை
"मध्यवर्ती, केंद्रीत","மைய, மையமான"
मध्य अक्ष,மைய அச்சு
मध्यवर्ती अंतर,மத்திய இடைவெளி
केंद्रीय फरक सूत्र,மைய வேறுபாடு சூத்திரம்
केंद्रीय भिन्नता सारणी,மைய வேறுபாடு அட்டவணை
केंद्रीय मर्यादा प्रमेय,மத்திய வரம்பு தேற்றம்
मध्यवर्ती क्षण,மைய தருணம்
केंद्रीय संसाधन युनिट,மத்திய வள அலகு
केंद्रीय अंतःप्रेरणा,மைய உள்ளுணர்வு
केंद्र*,மையம்*
गुरुत्व मध्यभागी,ஈர்ப்பு மையம்
गट केंद्र,குழு மையம்
वस्तुमान केंद्र,வெகுஜன மையம்
सममितीचे केंद्र,சமச்சீர் மையம்
केंद्रापसारक शक्ती,மையவிலக்கு விசை
केंद्राभिमुख शक्ती,மையவிலக்கு விசை
"मध्यवर्ती मेरिडियन,",மையநோக்கு நடுக்கோடு
निश्चितता,உறுதி
cgs पद्धत,cgs முறை
cgs युनिट,cgs அலகு
भिन्नतेचा साखळी नियम,வேறுபாட்டின் சங்கிலி விதி
दैवयोगाने,ஒருவேளை
यादृच्छिक हालचाल,சீரற்ற நகர்வு
अक्ष शिफ्ट,அச்சு மாற்றம்
"आधार बदल Payadhar-बदल,",அடிப்படை மாற்றம் பயதார்-மாற்றம்
क्रमपरिवर्तन,வரிசைமாற்றம்
वैशिष्ट्यपूर्ण गुणांक,பண்பு குணகம்
वैशिष्ट्यपूर्ण निर्धारक,பண்பு நிர்ணயம்
वैशिष्ट्यपूर्ण समीकरण,சிறப்பியல்பு சமன்பாடு
"वैशिष्ट्यपूर्ण कार्य, वैशिष्ट्यपूर्ण कार्य","பண்பு செயல்பாடு, பண்பு செயல்பாடு"
लॉगरिदमची पूर्णांक,மடக்கையின் முழு எண்
"वैशिष्ट्यपूर्ण बहुपदी,",பண்பு பல்லுறுப்புக்கோவை
वैशिष्ट्यपूर्ण मूल्य,பண்பு மதிப்பு
वैशिष्ट्यपूर्ण वेक्टर,பண்பு திசையன்
वर्ण समुदाय,பாத்திர சமூகம்
"तक्ते, तक्ते,","விளக்கப்படங்கள், விளக்கப்படங்கள்"
ची-स्क्वेअर वितरण,சி-சதுர விநியோகம்
ची-स्क्वेअर सूत्र,சி-சதுர சூத்திரம்
ची-स्क्वेअर चाचणी,சி-சதுர சோதனை
जीवा*,நாண்*
जीवा विभाजित करण्याची पद्धत,நாண் பிரிக்கும் முறை
लिखित संदेश,எழுதப்பட்ட செய்தி
"शून्य, सायफर","பூஜ்யம், மறைக்குறியீடு"
मंडळ*,வட்டம்*
अभिसरण मंडळ,ஒன்றிணைப்பு வட்டம்
सर्किट मॅट्रिक्स,சுற்று அணி
"गोलाकार, गोलाकार,","வட்ட, வட்ட"
वर्तुळाकार लक्षणे,வட்ட அறிகுறிகள்
गोलाकार कंड्युलिन,வட்ட குழாய்
गोलाकार हालचाल,வட்ட இயக்கம்
परिघ,சுற்று மையம்
सेवानिवृत्त*,ஓய்வு பெற்ற*
प्रदक्षिणा करणे,"சுற்றி வர, சுற்றி வர"
भूतकाळ,கடந்த
घेरलेले,சுற்றத்தார்
प्रख्यात कॉर्पोरेट,புகழ்பெற்ற கார்ப்பரேட்
क्लासिक डायनॅमिक्स,உன்னதமான இயக்கவியல்
क्लासिक ऑप्टिमायझेशन,உன்னதமான தேர்வுமுறை
दीर्घकालीन आर्थिक समस्या,நாள்பட்ட நிதி பிரச்சனை
शास्त्रीय सांख्यिकीय यांत्रिकी,கிளாசிக்கல் புள்ளியியல் இயக்கவியல்
त्रुटींचे वर्गीकरण,பிழைகளின் வகைப்பாடு
वर्ग मध्यांतर,வகுப்பு இடைவெளி
वर्ग मध्यांतर युनिट,வகுப்பு இடைவெளி அலகு
वर्ग मर्यादा,வகுப்பு வரம்பு
घड्याळाच्या दिशेने,கடிகாரகடிகாரச்சுற்று
बंद,மூடப்பட்டது
"बंद, बंद","மூடப்பட்டது, மூடப்பட்டது"
बंद थर कव्हर,மூடிய அடுக்கு கவர்
बंद घन,மூடிய கன சதுரம்
"बंद वक्र, बंद वक्र","மூடிய வளைவு, மூடிய வளைவு"
बंद प्रांत,மூடப்பட்ட மாகாணம்
बंद आकार,மூடிய வடிவம்
बंद अंतराल,மூடிய இடைவெளி
"बंद प्रदेश, बंद प्रदेश","மூடப்பட்ட பகுதி, மூடப்பட்ட பகுதி"
बंद संच,மூடிய தொகுப்பு
"बंद पान, बंद पान","மூடிய பக்கம், மூடிய பக்கம்"
नीलमन,விரோதி
pronator,முன்மொழிபவர்
बहिर्वक्र बिंदू,குவிந்த புள்ளி
बंदिस्त-स्वीकृत,சிறைப்பட்ட-ஏற்றுக்கொள்ளப்பட்ட
बंदिस्त संच,சிறைப்பிடிக்கப்பட்ட தொகுப்பு
क्लस्टर पॉइंट,கொத்து புள்ளி
क्लस्टर सॅम्पलिंग,கொத்து மாதிரி
क्लस्टर एकूण,கொத்து மொத்த
समाक्षीय वर्तुळ,கோஆக்சியல் வட்டம்
समाक्षीय पॅराबोला,கோஆக்சியல் பரவளையம்
समाक्षीय विमान,கோஆக்சியல் விமானம்
समाक्षीय त्रिकोण,கோஆக்சியல் முக்கோணம்
कोब-डग्लस फंक्शन,கோப்-டக்ளஸ் செயல்பாடு
"एन्कोडिंग, कोडिंग, नोटेशन","குறியாக்கம், குறியீட்டு முறை, குறியீடு"
साहित्य नोटेशन,பொருள் குறியீடு
सह-प्रांत,இணை மாகாணம்
गुणांक मॅट्रिक्स,குணகம் அணி
सहसंबंध गुणांक,தொடர்பு குணகம்
निर्धार गुणांक,தீர்மான குணகம்
लवचिकता गुणांक,நெகிழ்ச்சி குணகம்
प्रसार गुणांक,பரவல் குணகம்
घर्षण गुणांक,உராய்வு குணகம்
अनुदैर्ध्य विस्ताराचे गुणांक,நீளமான விரிவாக்கத்தின் குணகம்
प्रतिगमन गुणांक,பின்னடைவு குணகம்
पृष्ठभाग तणावाचे गुणांक,மேற்பரப்பு பதற்றத்தின் குணகம்
भिन्नता गुणांक,மாறுபாட்டின் குணகம்
"सह-घटक, सह-घटक, सह-घटक","இணை காரணி, இணை காரணி, இணை காரணி"
नाणेफेक,நாணயத்தை சுண்டி எறி
नमुना संकलन,மாதிரி சேகரிப்பு
समरेख,கோலினியர்
संरेखन,சீரமைப்பு
"स्तंभ, स्तंभ","நிரல், நிரல்"
स्तंभलेखन,நெடுவரிசை
स्तंभ,நெடுவரிசை
स्तंभीय मॅट्रिक्स,நெடுவரிசை அணி
स्तंभ मॅट्रिक्स,நிரல் அணி
स्तंभ क्रम,நெடுவரிசை ஒழுங்கு
स्तंभ श्रेणीबद्ध मॅट्रिक्स,நெடுவரிசை படிநிலை அணி
स्तंभ वेक्टर,நெடுவரிசை திசையன்
स्तंभानुसार,பத்தி வாரியாக
संयुक्त समीकरण,கூட்டு சமன்பாடு
"सामान्य कोन, सामान्य कोन","பொதுவான கோணம், பொதுவான கோணம்"
