Malayalam,Bengali
അവസാനം (ഡിജിറ്റൽ/പ്ലെയിൻ ലോജിക് &#39;ഉം&#39; ഉപയോഗിച്ചു),শেষ (ডিজিটাল/প্লেন লজিক &#39;এবং&#39; ব্যবহৃত)
അവസാന സർക്യൂട്ട്,শেষ সার্কিট
അവസാന ഗേറ്റും ഗേറ്റും,শেষ গেট এবং গেট
എൻഡ് അല്ല ഓപ്പറേഷൻ (ഒഴിവാക്കൽ),শেষ নয় অপারেশন (বর্জন)
"1. ആനിമേഷൻ, 2. വൈബ്രേഷൻ","1. অ্যানিমেশন, 2. কম্পন"
കുറിപ്പ്,বিঃদ্রঃ
പൊരുത്തക്കേട്,অসঙ্গতি
മുമ്പത്തെ,আগে
മുൻകൂർ പേജിംഗ്,প্রত্যাশিত পেজিং
എതിർ-സമമിതി,কাউন্টার-সিমেট্রিক
ആൻറിവൈറൽ പ്രോഗ്രാം,অ্যান্টিভাইরাল প্রোগ্রাম
"1. ആപ്ലെറ്റ്, 2. അപേക്ഷ","1. অ্যাপলেট, 2। আবেদন"
ആപ്ലിക്കേഷൻ ഡെവലപ്പർ,অ্যাপ্লিকেশন ডেভেলপার
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,অ্যাপ্লিকেশন প্রোগ্রামিং
"1. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ്, 2. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API)","1. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস, 2. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API)"
ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,অ্যাপ্লিকেশন সফ্টওয়্যার
ആപ്ലിക്കേഷൻ ഭാഷ,অ্যাপ্লিকেশন ভাষা
ഏകദേശ തത്വം,আনুমানিক নীতি
ഘടന,গঠন
ഫീൽഡ് കൈമാറ്റം,ক্ষেত্র স্থানান্তর
"1. പരാമീറ്റർ, സ്വതന്ത്ര വേരിയബിൾ, 2. ആംഗിൾ","1. প্যারামিটার, স্বাধীন পরিবর্তনশীল, 2. কোণ"
"1. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്, 2. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്","1. পাটিগণিত এবং যুক্তি ইউনিট, 2. পাটিগণিত এবং যুক্তি ইউনিট"
ഗണിത പരിശോധന,পাটিগণিত পরীক্ষা
ഗണിത സ്ഥിരാങ്കം,গাণিতিক ধ্রুবক
ഗണിത ഡാറ്റ,গাণিতিক তথ্য
ഗണിത നിർദ്ദേശം,গাণিতিক নির্দেশ
മാത്തമാറ്റിക്കൽ ആൻഡ് ലോജിക്കൽ യൂണിറ്റ് (ALU),গাণিতিক ও লজিক্যাল ইউনিট (ALU)
ARPA നെറ്റ് (RPNet),ARPA নেট (RPNet)
അറേ,অ্যারে
"1. അറേ കാഷെ, 2. അറേ വേഗത, 3. അറേ മെമ്മറി","1. অ্যারে ক্যাশে, 2. অ্যারের গতি, 3. অ্যারে মেমরি"
അറേ കമ്പ്യൂട്ടർ,অ্যারে কম্পিউটার
അറേ ഘടകം,অ্যারে উপাদান
അറേ പേര്,অ্যারের নাম
അറേ പ്രോസസർ,অ্যারে প্রসেসর
അമ്പടയാള കീ,তীর কী
ഉടമ്പടി,সন্ধি
ജംഗ്ഷൻ പോയിന്റ്,সংযোগ বিন্দু
കൃത്രിമ കോംപാക്ഷൻ,কৃত্রিম কম্প্যাকশন
കൃത്രിമ നിയന്ത്രണം,কৃত্রিম নিয়ন্ত্রণ
കൃത്രിമബോധം,কৃত্রিম অনুভূতি
മൗണ്ട്,মাউন্ট
ആരോഹണ തരം,আরোহী সাজানোর
ascii അക്ഷരമാല,ascii বর্ণমালা
ascii നിയന്ത്രണ ചിഹ്നം,ascii নিয়ন্ত্রণ প্রতীক
ascii ഫയൽ,ascii ফাইল
ascii ഫോണ്ട്,ascii ফন্ট
ASCII കൈമാറ്റം,ASCII স্থানান্তর
വീക്ഷണാനുപാതം,আনুমানিক অনুপাত
"1. ആസ്പി, 2. എ.എസ്.പി.ഐ","1. Aspy, 2. এএসপিআই"
എ എസ് ആർ കാലാട്,এ এস আর কালাদ
"1. ഓർമ്മപ്പെടുത്തൽ, 2. കൂട്ടിച്ചേർക്കൽ, 3. കൂട്ടിച്ചേർക്കാൻ","1. স্মরণ, 2. সমাবেশ, 3. জড় করা"
"1. അസംബ്ലർ, 2. ഓർമ്മപ്പെടുത്തൽ","1. অ্যাসেম্বলার, 2. অনুস্মারক"
"1. അസംബ്ലിംഗ് , 2. അനുസ്മരണം","1. সমাবেশ, 2. স্মরণ"
"1. ഓർമ്മപ്പെടുത്തൽ ഭാഷ, 2. അസംബ്ലിംഗ് ഭാഷ","1. মুখস্থ ভাষা, 2. একত্রিত ভাষা"
ദൃഢനിശ്ചയം,সংকল্প
"1. നിർദ്ദിഷ്ട ജോലി, 2. വിഹിതം","1. নির্দিষ্ট কাজ, 2. বরাদ্দ"
കൂട്ടുകെട്ട്,সাহচর্য
അനുബന്ധ വിലാസം,সহযোগী ঠিকানা
"1. അനുബന്ധ മെമ്മറി, 2. അനുബന്ധ മെമ്മറി","1. সহযোগী স্মৃতি, 2. সহযোগী স্মৃতি"
നക്ഷത്രചിഹ്നം (* ചിഹ്നം),তারকাচিহ্ন (* চিহ্ন)
അസമമായ,অপ্রতিসম
"1. അസമന്വിത , 2. അസമന്വിത","1. অ্যাসিঙ্ক্রোনাস, 2. অ্যাসিঙ্ক্রোনাস"
അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL),অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL)
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM),অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM)
അസമന്വിത കൈമാറ്റം,অ্যাসিঙ্ক্রোনাস স্থানান্তর
അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം),অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম)
"1. ആറ്റം, 2. പരമൻ","1. পরমাণু, 2. পরমণ"
അറ്റാച്ചുചെയ്ത പ്രമാണം,সংযুক্ত নথি
"1. അറ്റാച്ചുചെയ്ത ഫയൽ/മിസിൽ, 2. അറ്റാച്ചുചെയ്ത ഫയൽ","1. সংযুক্ত ফাইল/মিসিল, 2. সংযুক্ত ফাইল"
"1. എൻക്ലോഷർ, 2. അഫിലിയേറ്റഡ്","1. ঘের, 2. সম্বন্ধযুক্ত"
"1. പ്രോപ്പർട്ടികൾ, 2. സ്പെഷ്യാലിറ്റി","1. বৈশিষ্ট্য, 2. বিশেষত্ব"
കേൾക്കാവുന്ന,শ্রবণযোগ্য
"1. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്, 2. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്","1. অডিট প্রোগ্রামিং, 2. অডিট প্রোগ্রামিং"
അക്കൗണ്ട് സ്ഥിരീകരണം,অ্যাকাউন্ট পরীক্ষা
പ്രമോഷൻ,পদোন্নতি
സർട്ടിഫിക്കേഷൻ പ്രോട്ടോക്കോൾ,সার্টিফিকেশন প্রোটোকল
എഴുത്ത് രീതി,রচনা পদ্ধতি
"1. അധികാരം, 2. അധികാരം, 3. ട്രിബ്യൂണൽ","1. কর্তৃপক্ষ, 2. কর্তৃপক্ষ, 3. ট্রাইব্যুনাল"
യാന്ത്രിക സംഗ്രഹം,স্বয়ংক্রিয় বিমূর্ত
"1. ഓട്ടോ ബൂട്ടിംഗ്, 2. സ്വയം ബൂട്ട്","1. অটো বুটিং, 2. স্ব বুট"
ഓട്ടോകാഡ് (ഒരു കമ്പ്യൂട്ടർ ഭാഷ),অটোক্যাড (একটি কম্পিউটার ভাষা)
യാന്ത്രിക ലോഗ്-ഓൺ,স্বয়ংক্রিয় লগ-অন
ഓട്ടോമാറ്റ,স্বয়ংক্রিয়
ഓട്ടോമാറ്റ സിദ്ധാന്തം,স্বয়ংক্রিয় তত্ত্ব
ഓട്ടോമാറ്റിക് കണക്കുകൂട്ടൽ,স্বয়ংক্রিয় গণনা
ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്,স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ
യാന്ത്രിക പിശക് തിരുത്തൽ,স্বয়ংক্রিয় ত্রুটি সংশোধন
യാന്ത്രിക പ്രവർത്തനം,স্বয়ংক্রিয় ফাংশন
"1. ഓട്ടോമാറ്റിക് ഇൻഡക്‌സിംഗ്, 2. യാന്ത്രിക ലിസ്റ്റിംഗ്","1. স্বয়ংক্রিয় সূচীকরণ, 2. স্বয়ংক্রিয় তালিকা"
യാന്ത്രിക ശേഖരണ കോൾ,স্বয়ংক্রিয় সংগ্রহ কল
"1. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്, 2. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്","1. স্বয়ংক্রিয় প্রোগ্রামিং, 2. স্বয়ংক্রিয় প্রোগ্রামিং"
"1. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം, 2. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം","1. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম, 2. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম"
യാന്ത്രിക ദിനചര്യ,স্বয়ংক্রিয় রুটিন
ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ,স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার
"1. ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീനുകൾ (എടിഎം), 2. സ്വയം പിൻവലിക്കാൻ ബാങ്ക് എ.ടി.എം","1. অটোমেটিক টেলার মেশিন (ATM), 2. নিজে তোলার জন্য ব্যাঙ্ক এটিএম"
ഓട്ടോമേഷൻ,অটোমেশন
"1. ഓട്ടോപ്ലേ , 2. ഓട്ടോ നടത്തം","1. অটোপ্লে, 2. স্বয়ংক্রিয় হাঁটা"
വോക്കലൈസേഷൻ,কণ্ঠস্বর
അസിസ്റ്റന്റ്,সহকারী
സഹായ മെമ്മറി,অক্জিলিয়ারী মেমরি
സഹായ സംഭരണം,অক্জিলিয়ারী স্টোরেজ
ലഭ്യമായ പട്ടിക,প্রাপ্তিসাধ্য তালিকা
ലഭ്യമായ സമയം,উপলব্ধ সময়
ശരാശരി,গড়
AWK (ഒരു കമ്പ്യൂട്ടർ കമാൻഡ്),AWK (একটি কম্পিউটার কমান্ড)
ശേഷം,পরে
പോസ്റ്റ് പ്രോസസർ,পোস্ট প্রসেসর
പിൻഭാഗത്തെ പ്രവർത്തനം ഇല്ലാതാക്കൽ,পোস্টেরিয়র ফাংশন মুছে ফেলা
പശ്ചാത്തല പ്രോസസ്സിംഗ്,পটভূমি প্রক্রিয়াকরণ
അനുബന്ധ സ്റ്റോറുകൾ,আনুষঙ্গিক দোকান
ബാക്ക് പാച്ചിംഗ്,ব্যাক প্যাচিং
"1. പടിഞ്ഞാറ്, 2. ബാക്ക്സ്പേസ്","1. পশ্চিম, 2. ব্যাকস্পেস"
ബാക്ക്ട്രാക്കിംഗ്,ব্যাকট্র্যাকিং
"1. ബാക്കപ്പ് , 2. തിരിച്ചടവ്","1. ব্যাক আপ, 2. প্রতিদান"
"1. കോംപ്ലിമെന്ററി മെമ്മറി, 2. ബാക്കപ്പ് മെമ്മറി","1. পরিপূরক স্মৃতি, 2. ব্যাক আপ মেমরি"
പിന്നിലെ പിശക് തിരുത്തൽ,পিছনে ত্রুটি সংশোধন
(വരുമാനം-ചെലവ്) ബാലൻസ് ഷീറ്റ്,(আয়-ব্যয়) ব্যালেন্স শীট
ബാൻഡേജ്,ব্যান্ডেজ
"1. ബാൻഡ് വീതി, 2. ബാൻഡ്‌വിഡ്ത്ത്/കപ്പാസിറ്റി","1. ব্যান্ড প্রস্থ, 2. ব্যান্ডউইথ/ক্ষমতা"
ബാങ്കറുടെ അൽഗോരിതം,ব্যাংকারের অ্যালগরিদম
"1. ബാർ കോഡ്, 2. ബാർ കോഡ്","1. বার কোড, 2. বার কোড"
ബാർകോഡ് സ്കാനർ,বারকোড স্ক্যানার
ബാർ ഗ്രാഫ്,বার গ্রাফ
അടിസ്ഥാന വിലാസം,ভিত্তি ঠিকানা
അടിസ്ഥാന ബാൻഡ്,বেস ব্যান্ড
ആധാർ നമ്പർ,আধার নম্বর
അടിസ്ഥാന പട്ടിക,ভিত্তি টেবিল
അടിസ്ഥാന (ഒരു കമ്പ്യൂട്ടർ ഭാഷ),বেসিক (একটি কম্পিউটার ভাষা)
"1. അടിസ്ഥാന നിയന്ത്രണം , 2. അടിസ്ഥാന നിയന്ത്രണം","1. মৌলিক নিয়ন্ত্রণ, 2. ভিত্তি নিয়ন্ত্রণ"
"1. യഥാർത്ഥ നിക്ഷേപം, 2. അടിസ്ഥാന നിക്ഷേപം","1. মূল বিনিয়োগ, 2. ভিত্তি বিনিয়োগ"
അടിസ്ഥാന നിർദ്ദേശം,মৌলিক নির্দেশ
അടിസ്ഥാന പ്രശ്നം,ভিত্তি সমস্যা
അടിസ്ഥാന ഘട്ടം,মৌলিক পর্যায়
"1. ബാച്ച്, 2. ഗ്രൂപ്പ്, 3. ദുരന്തം","1. ব্যাচ, 2। গ্রুপ, 3। বিপর্যয়"
"1. ബാച്ച് ഫയൽ, 2. ബാച്ച് ഫയൽ","1. ব্যাচ ফাইল, 2. ব্যাচ ফাইল"
ബാച്ച് നില,ব্যাচ অবস্থা
"1. ബാച്ച് പ്രോസസ്സിംഗ്, 2. ഗ്രൂപ്പ് പ്രോസസ്സിംഗ്","1. ব্যাচ প্রসেসিং, 2. গ্রুপ প্রক্রিয়াকরণ"
"1. ബാച്ച് സിസ്റ്റം, 2. കവണ സംവിധാനം","1. ব্যাচ সিস্টেম, 2. ক্যাটাপল্ট সিস্টেম"
ബൗഡ്,বউড
ബാഡ് നിരക്ക്,বড হার
ബീം ബീം,মরীচি মরীচি
"1. മാർഗ്ഗനിർദ്ദേശങ്ങൾ , 2. ബാച്ച് മാർക്ക്","1. নির্দেশিকা, 2. ব্যাচ চিহ্ন"
ദ്വിദിശ ആശയവിനിമയം,দ্বিমুখী যোগাযোগ
നേരിട്ടുള്ള ലിങ്ക്,সরাসরি লিঙ্ক
ബൈനറി കോഡ്,বাইনারি কোড
ബൈനറി അക്കങ്ങൾ,বাইনারি সংখ্যা
ബൈനറി ഇൻവെസ്റ്റ്‌മെന്റ് ഔട്ട്‌പുട്ട് സിസ്റ്റം (BIOS),বাইনারি ইনভেস্টমেন্ট আউটপুট সিস্টেম (BIOS)
ബൈനറി നമ്പർ,বাইনারি সংখ্যা
ബൈനറി ഓപ്പറേറ്റർ,বাইনারি অপারেটর
ബൈനറി ബന്ധം,বাইনারি সম্পর্ক
ബൈനറി തിരയൽ,বাইনারি অনুসন্ধান
ബൈനറി എക്സ്പ്ലോറേഷൻ ട്രീ (BST),বাইনারি এক্সপ্লোরেশন ট্রি (বিএসটি)
"1. ബൈനറി ട്രാൻസ്ഫർ ട്രീ, 2. ബൈനറി കൈമാറ്റം","1. বাইনারি ট্রান্সফার ট্রি, 2. বাইনারি স্থানান্তর"
ബൈനറി മരം,বাইনারি গাছ
"1. ബൈപോളാർ മെമ്മറി, 2. ബൈപോളാർ മെമ്മറി","1. বাইপোলার মেমরি, 2. বাইপোলার মেমরি"
"1. ജനന-മരണ മാതൃക, 2. ജനന മരണ മാതൃക","1. জন্ম ও মৃত্যু মডেল, 2. জন্ম মৃত্যু মডেল"
ജനന മരണ പ്രക്രിയ,জন্ম মৃত্যু প্রক্রিয়া
"1. ഡ്യൂക്ക്, 2. ബിറ്റ്","1. ডুয়েক, 2। বিট"
ചെറിയ തെറ്റ്,বিট দোষ
ബിറ്റ് മാപ്പ്,বিট মানচিত্র
"1. ബിറ്റ്, 2. ഭൂപടം, 3. പിക്സൽ (BMP)","1. বিট, 2। মানচিত্র, 3. পিক্সেল (BMP)"
"1. ബിറ്റ് മാട്രിക്സ്, 2. ബിറ്റ് ടേബിൾ","1. বিট ম্যাট্রিক্স, 2. বিট টেবিল"
ബിറ്റ് പാറ്റേൺ,বিট প্যাটার্ন
ബിറ്റ് സ്ഥാനം,বিট অবস্থান
"1. ബിറ്റ് റേറ്റ്, 2. ബിറ്റ് നിരക്ക്","1. বিট রেট, 2. বিট হার"
കണ്ണടച്ച് പരിശോധന,চোখ বেঁধে পরীক্ষা
മിന്നിത്തിളങ്ങുക,শিমার
തടയുക,ব্লক
"1. ബ്ലോക്ക് കാഷെ, 2. ബ്ലോക്ക് കാഷെ / ചങ്ക് മെമ്മറി","1. ব্লক ক্যাশে, 2. ব্লক ক্যাশে / খণ্ড মেমরি"
ബ്ലോക്ക് അന്വേഷണം,ব্লক প্রোব
വോളിയം കോപ്പി,ভলিউম কপি
ബ്ലോക്ക് ഡയഗ്രം,ব্লক ডায়াগ্রাম
"1. ബ്ലോക്ക്ഡ് നെറ്റ്‌വർക്ക്, 2. ബ്ലോക്ക്ഡ് നെറ്റ്‌വർക്ക്","1. ব্লক করা নেটওয়ার্ক, 2. ব্লক করা নেটওয়ার্ক"
ബോർഡ്,বোর্ড
പേജ് മെമ്മറി,পৃষ্ঠা মেমরি
ബൂളിയൻ ബീജഗണിതം,বুলিয়ান বীজগণিত
ബൂളിയൻ ബന്ധം,বুলিয়ান সম্পর্ক
ബൂട്ട് പാർട്ടീഷൻ,বুট পার্টিশন
