Malayalam,Hindi
എയർ കോർഡ് കോയിൽ,वायु क्रोडित कुंडली
എയർ കണ്ടീഷനിംഗ്,वातानुकूलन
ആൽബിഡോ,ऐल्बीडो
അൽഗോരിതം,"कलन विधि, एल्गोरिथ्म"
അപരനാത്മകം,एलियासिंग
വിന്യസിക്കുന്നു,संरेखण
വിന്യാപകമായ,संरेखण
എല്ലാ തരംഗ ഏരിയലും,सर्व तरंग एरियल
പങ്കുവയ്ക്കല്,नियतन
അക്ഷരകമായ,"वर्णक्रमीय, वर्णक्रमिक"
ആൽഫാന്യൂമെറിക്,अक्षरांकीय
ആൽഫാന്യൂമെറിക് പ്രതീകം,अक्षरांकीय संप्रतीक
ആൽഫാന്യൂമെറിക് വിവരങ്ങൾ,अक्षरांकीय सूचना
ഇതര കറന്റ് (A.C.),प्रत्यावतब धारा (ए सी)
ഒന്നിടവിട്ടമ്മ,प्रत्यावर्तन
പകര്പ്പ്,"प्रत्यावर्तक, प्रत्यावर्तित्र"
ഉയരം,"तुंगता, उन्नतांश, शीर्षलंब"
അപ്പോഗിയുടെ ഉയരം,अपभू-तुंगता
പെരിജിയുടെ ഉയരം,उपभू-तुंगता
അമേച്വർ റേഡിയോ ആശയവിനിമയം,अव्यावसायिक रेडियो संचार
അന്തരീതം,परिवेश
അന്തരീക്ഷ മൈക്രോഫോൺ,परिवेश माइक्रोफोन
അന്തരീക്ഷ അവസ്ഥ,परिवेशी दशा
ആംബിയന്റ് ലൈറ്റിംഗ്,परिवेश प्रकाश व्यवस्था
ആംബിയന്റ് ശബ്ദം,परिवेशी रव
ആംബിയന്റ് താപനില,"परिवेशी ताप, परिवेश ताप"
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ്,अमरीकी मानक कोड
Ampere,ऐम्पियर
ആമ്പിയർ മീറ്റർ,ऐम्पियर मापी
ആംപ്ലിഫിക്കേഷൻ,प्रवर्धन
ആംപ്ലിഫിക്കേഷൻ ഫാക്ടർ,प्रवर्धन गुणक
ആംപ്ലിഫയർ,प्रवर्धक
ആംപ്ലിഫയർ നേട്ടം,प्रवर्धक लब्धि
ആംപ്ലിഫയർ ശബ്ദം,प्रवर्धक रव
ഉപകരണങ്ങൾ ആംപ്ലിഫൈയിംഗ് ചെയ്യുന്നു,प्रवर्धन उपस्कर
Klystron ആംപ്ലിഫൈയിംഗ്,प्रवर्धन क्लाइस्ट्रॉन
ആംപ്ലിഫൈയിംഗ് യൂണിറ്റിംഗ്,प्रवर्धन एकक
വ്യാശമുള്ള,"आयाम, कोणांक"
വ്യാപ്തി വികസനം,आयाम विरूपण
ആംപ്ലിഡ്യൂഡ് ആസക്തി,आयाम प्रसार
വ്യാപ്തി ഘടകം,आयाम गुणक
ആംപ്ലിറ്റ്യൂഡ് ലിമിറ്റർ,आयाम सीमक
ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റ് ചെയ്തു,आयाम मॉडुलित
ആംപ്ലിറ്റ്ഇൻഡ് മോഡുലേഷൻ,आयाम मॉडुलन
അനലോഗ് (അനലോഗ്),"अनुरूप, एनालॉग"
അനലോഗ് സർക്യൂട്ട്,अनुरूप परिपथ
അനലോഗ് കമ്പ്യൂട്ടർ,अनुरूप कंप्यूटर
അനലോഗ് റേഡിയോ ഫ്രീക്വൻസി ചാനൽ,अनुरूप रेडियो आवृत्ति चैनल
അനലോഗ് പ്രാതിനിധ്യം,अनुरूप निरूपण
അനലോഗ് സിഗ്നൽ,"अनुरूप संकेत, अनुरूप सिगनल"
ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്,अनुरूप से अंकीय
ഡിജിറ്റൽ കൺവെർട്ടറിലേക്കുള്ള അനലോഗ്,अनुरूप-अंकीय परिवर्तक
അനലോഗ് വീഡിയോ,अनुरूप वीडियो
അനസ്),"अनुरूप, स–श"
അനലോഗി,अनुरूपता
വിശകലനം,विष्लेषण
ഡാറ്റയുടെ വിശകലനം,आंकड़ा विष्लेषण
അനലിറ്റിക്കൽ സാന്ദ്രത,विष्लेषी घनत्व
വിശകലനം ചെയ്യുക,विष्लेषण करना
വിശകലന,विष्लेषक
അനുബന്ധ ഉപകരണങ്ങൾ,सहायक उपस्कर
ഗേറ്റിലും,"ऐन्ड गेट, तथा द्वार, AND गेट"
കൂട്ടിയിടിയുടെ കോണിൽ,समांतरण कोण
ധ്രുവീകരണത്തിന്റെ കോണിൽ,धुवण कोण
ഭ്രമണത്തിന്റെ ആംഗിൾ,घूर्णन कोण
Angstrom (å),ऐंग्स्ट्रम(Å)
കോകാരുമായ,"कोणीय, d¨f.kd"
കോണീയ ത്വരണം,d¨.kh; त्वरण
കോണീയരായ കോ-ഓർഡിനേറ്റുകൾ,कोणीय निर्देशांक
കോണീയ വ്യതിചലനം,कोणीय विक्षेपण
കോണീയ ചിതറിപ്പോയത്,कोणीय परिक्षेपण
കോണീയ സ്ഥാനചലനം,कोणीय विस्थापन
കോണീയ പിശക്,कोणीय त्रुटि
കോണീയ ആവൃത്തി,कोणीय आवृत्ति
കോണീയ ആക്കം,कोणीय संवेग
കോണീയ ചലനം,कोणीय गति
കോണീയ പ്രവേഗം,कोणीय वेग
ജീവസഞ്ചാരണം,"ऐनीमेशन, सजीवन"
ആനോഡ്,ऐनोड
അനോഡ് ബാറ്ററി,ऐनोड बैटरी
ആനോഡ് സ്വഭാവം,ऐनोड अभिलक्षण
അനോഡ് സർക്യൂട്ട്,ऐनोड परिपथ
ആനോഡ് ഡിസ്പിപ്പ്,ऐनोड क्षय
ആനോഡ് കാര്യക്ഷമത,ऐनोड दक्षता
ആനോഡ് ഇൻപുട്ട് പവർ,ऐनोड निवेश षक्ति
ആനോഡ് പരിഷ്കരണം,ऐनोड मॉडुलन
ഏരിയെല്,ऐन्टेना
ആന്റിന ബീഫ്റ്റ്വിഡ്ത്ത്,ऐन्टेना किरणपुंज चौड़ाई
ആന്റിന ബൂസ്റ്റർ,ऐन्टेना वर्धक
ആന്റിന ട്രാനെറ്റ് സ്വിച്ച്,ऐन्टेना परिवर्तन स्विच
ആന്റിന കോയിൽ,ऐन्टेना कुंडली
ആന്റിന കോൺഫിഗറേഷൻ,"ऐन्टेना विन्यास, ऐन्टेना संरूपण"
ആന്റിന കപ്ലർ,ऐन्टेना युग्मक
ആന്റിന ക്രോസ് പോളാർ പാറ്റേൺ,ऐन्टेना अनुप्रस्थ धुवीय प्रतिरूप
ആന്റിന കറന്റ്,ऐन्टेना धारा
ആന്റിന ഡയറക്റ്റബേഷൻ നേട്ടം,ऐन्टेना दैशिकता लब्धि
ആന്റിന ഡ്യുപ്ലെർസർ,ऐन्टेना द्वैध संकेतक
ആന്റിന ഫലപ്രദമായ പ്രദേശം,ऐन्टेना प्रभावी क्षेत्र
ആന്റിന കാര്യക്ഷമത,ऐन्टेना दक्षता
ആന്റിന ഫീഡ്,ऐन्टेना प्रभरण
ആന്റിന ഫൂട്ട് പ്രിന്റ്,ऐन्टेना व्याप्ति
ആന്റിന നേട്ടം,ऐन्टेना लब्धि
ആന്റിന ഉയരം,ऐन्टेना ऊंचाई
ആന്റിന ഇംപെഡൻസ്,ऐन्टेना प्रतिबाधा
ആന്റിന ഇൻഡക്റ്റൻസ്,ऐन्टेना प्रेरकत्व
ആന്റിന പാറ്റേൺ,ऐन्टेना प्रतिरूप
ആന്റിന പ്ലെക്സർ,"ऐन्टेना द्विसंकेतक, ऐन्टेना द्वियुग्मक"
ആന്റിന പോളൈസേഷൻ,ऐन्टेना धुवण
ആന്റിന പവർ,ऐन्टेना षक्ति
ആന്റിന പവർ ലാഭം,ऐन्टेना षक्ति लब्धि
ആന്റിന റേഡിയേഷൻ പ്രതിരോധം,ऐन्टेना विकिरण प्रतिरोध
ആന്റിന റിനോപ്പൻസ്,ऐन्टेना प्रतिघात
ആന്റിന റിഫ്ലക്ടർ,ऐन्टेना परावर्तक
ആന്റിന റെസിസ്റ്റൻസ്,ऐन्टेना प्रतिरोध
ആന്റിന പുന ons ണ്ടന്റ് ആവൃത്തി,ऐन्टेना अनुनादी आवृत्ति
ആന്റിന സ്പെയ്സിംഗ്,ऐन्टेना अंतरालन
ആന്റിന സ്വിച്ചിംഗ് റൂം,ऐन्टेना स्विचन कक्ष
ആന്റിന ട്യൂണിംഗ് കോയിൽ,ऐन्टेना समस्वरक कुंडली
ആന്റിന ട്യൂണിംഗ് ഹട്ട്,ऐन्टेना समस्वरक कुटीर
അപ്പേണ്ടർ,द्वारक
അപ്പോജി,"भूमि उच्च, अपभू"
അപ്പോജി റോക്കറ്റ്,अपभू राकेट
ഉപകരണങ്ങള്,उपकरण
കാണാവുന്ന,आभासी
ആപ്ലെറ്റ്,ऐपलेट (जावा में प्रोग्राम)
അപേക്ഷ,"अनुप्रयोग, आवेदन"
ഏകദേശമായ,"आसन्न, लगभग, सन्निकट"
ജല പരിഹാരം,जलीय घोल
കമാനം,"चाप, आर्क"
വാസ്തുവിദ,"संरचना, स्थापत्यकला, वास्तुकला"
ശബ്ദ റെക്കോർഡിംഗിന്റെ ആർക്കൈവൽ കൈമാറ്റം,पुरालेखीय ध्वनि-अभिलेखन अंतरण
ഗന്ഥരക്ഷാലയം,अभिलेखागार; पुरालेख
അരിത്മെറ്റിക് കോഡിംഗ്,अंकगणितीय कोडन
യക്ഷി,आर्मेचर
അർമേച്ചർ വിൻഡിംഗ്,"आर्मेचर कुंडलन, आर्मेचर कुंडली"
ശേണി,"व्यूह, सरणी"
അറസ്റ്റർ,"प्रग्राही, निरोधक"
കൃതില്,सुस्पष्ट उच्चारण
ആർട്ടിഫക്റ്റ് (= ആർട്ടിഫാക്റ്റ്),शिल्पतथ्य; छविदोष
ആരോഹണം,आरोहण
വീക്ഷണാനുപാതം,अभिमुखता अनुपात
അസംബ്ലി,समायोजक
ഉറപ്പിച്ചുപറയല്,निष्चयन
ചുമതല,"समनुदेशन, नियत कार्य"
അസൈൻമെന്റ് ചാനൽ,नियतन चैनल
അസമമായ,असममित
അസിൻക്രണസ്,अतुल्यकालिक
അന്തരീക്ഷം,वायुमंडल
അന്തരീക്ഷ നഷ്ടം,वायुमंडलीय हानि
അന്തരീക്ഷ ശബ്ദം,वायुमंडलीय रव
അന്തരീക്ഷമർദ്ദം,वायुमंडलीय दाब
അന്തരീക്ഷ പ്രചരണം,वायुमंडलीय संचरण
അന്തരീക്ഷ റേഡിയോ-വേവ്,वायुमंडलीय रेडियो तरंग
അന്തരീക്ഷ,वायु-वैद्युत् क्षोभ
പരമാണു,परमाणु
ആറ്റോമിക ഘടന,परमाणु संरचना
ബന്ധം,संलग्नक
അറ്റൻവറൻസ്,क्षीणन
അറ്റൻവേേഷൻ നഷ്ടം,क्षीणन हानि
ശബ്ദ തരംഗങ്ങളുടെ അറ്റൻവേഷൻ,ध्वनि तरंग क्षीणन
അറ്റൻവേറ്റർ,क्षीणकारी
അറ്റൻവേറ്റർ പാഡ്,क्षीणकारी पैड
സവിശേഷത പരിധി,श्रव्यता देहली
ശ്രമത്തിനും,श्रव्य
കേൾക്കാവുന്ന ആവൃത്തി,श्रव्य आवृत्ति
കേൾക്കാവുന്ന ടോൺ,श्रव्य स्वरक
കേൾക്കാവുന്ന-സ്പെക്ട്രം,श्रव्य स्पेक्ट्रम
സദസര്,"श्रोतागण, दर्शकगण, श्रोता समुदाय"
ഓഡിയോ,"श्रव्य, ऑडियो"
ഓഡിയോ ആംപ്ലിഫയർ,श्रव्य प्रवर्धक
ഓഡിയോ അനലൈസർ,श्रव्य विष्लेषक
ഓഡിയോ ബ്രോഡ്കാസ്റ്റിംഗ്,श्रव्य प्रसारण
ഓഡിയോ കേബിൾ,"श्रव्य केबल, ऑडियो केबल"
ഓഡിയോ ചെയിൻ,श्रव्य  शृंखला
ഓഡിയോ കോഡെക്,"श्रव्य कोडेक, श्रव्य कोडक-विकोडक"
ഓഡിയോ കംപ്രഷൻ,श्रव्य संपीडन
ഓഡിയോ കംപ്രസ്സർ,श्रव्य संपीडक
ഓഡിയോ കൺസോൾ,श्रव्य कंसोल
ഓഡിയോ വക്രീകരണം,श्रव्य विरूपण
ഓഡിയോ ഡൈനാമിക് ശ്രേണി,"श्रव्य गतिक सीमा, श्रव्य गतिक परास"
ഓഡിയോ ഫയൽ ഫോർമാറ്റ്,श्रव्य संचिका आरूप
ഓഡിയോ ഫ്രെയിം ഫോർമാറ്റ്,श्रव्य फ्रेम आरूप
ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ,श्रव्य आवृत्ति प्रवर्धक
ഓഡിയോ ഫ്രീക്വൻസി ജനറേറ്റർ,श्रव्य आवृत्ति जनित्र
ഓഡിയോ ഫ്രീക്വൻസി ശ്രേണി,श्रव्य आवृत्ति परास
ഓഡിയോ ഫ്രീക്വൻസി പ്രതികരണം,श्रव्य आवृत्ति अनुक्रिया
ഓഡിയോ പരിധി,श्रव्य सीमक
ഓഡിയോ ലൈൻ,श्रव्य लाइन
ഓഡിയോ മിക്സർ,श्रव्य मिश्रक
ഓഡിയോ മോഡുലേഷൻ,श्रव्य मॉडुलन
ഓഡിയോ ഓസ്സിലേറ്റർ,"श्रव्य दोलक, श्रव्य दोलित्र"
ഓഡിയോ output ട്ട്പുട്ട്,श्रव्य निर्गत
ഓഡിയോ പവർ,श्रव्य षक्ति
ഓഡിയോ നിലവാരം,श्रव्य गुणवत्ता
ഓഡിയോ സിഗ്നൽ,"श्रव्य संकेत, ध्वनि संकेत, ध्वनि सिगनल"
ഓഡിയോ സിഗ്നൽ പ്രോസസ്സിംഗ്,श्रव्य संकेत प्रक्रमण
ഓഡിയോ സ്പെക്ട്രം,"श्रव्य स्पेक्ट्रम, ध्वनि स्पेक्ट्रम"
ഓഡിയോ സ്റ്റോറേജ്,श्रव्य भंडारण
ഓഡിയോ ഉപ-കാരിയർ,श्रव्य (आवृत्ति) उपवाहक
ഓഡിയോ ട്രാൻസ്ഫോർമർ,श्रव्य रूपांतरक
ഓഡിയോ ട്രാൻസ്മിറ്റർ,श्रव्य प्रेषित्र
ഓഡിയോ / വീഡിയോ കംപ്രഷൻ,–श्य/श्रव्य संपीडन
ഓഡിയോ-ഫ്രീക്വൻസി ഓസ്സിലേറ്റർ,श्रव्य आवृत्ति दोलक
ഓഡിയോ-ഫ്രീക്വൻസി സിഗ്നൽ,"श्रव्य आवृत्ति संकेत, श्रव्य आवृत्ति सिगनल"
ഓഡിയോമെട്രി,श्रव्यमिति
ഓഡിയോ-വിഷ്വൽ സഹായം,–ष्य-श्रव्य साधन
ഓഡിറ്ററി ധാരണ,श्रवण बोध
പ്രാമാണീകരണം,"अधिप्रमाणन, प्रमाणीकरण"
അംഗീകൃത കാരിയർ ആവൃത്തി,"प्राधिकृत वाहक आवृति, अधिकृत वाहक आवृत्ति"
ഓട്ടോ കാഡ്,"ऑटो कैड, ऑटो CAD"
യാന്ത്രിക ഡയഗ്നോസ്റ്റിക്സ്,स्वतः नैदानिकी
ഓട്ടോമാറ്റിക്,"स्वचल, स्वचालित, स्वतः, स्व"
യാന്ത്രിക നിയന്ത്രണം,स्वतः नियंत्रण
യാന്ത്രിക കണ്ടെത്തൽ,स्वतः संसूचन
യാന്ത്രിക ഉപകരണങ്ങൾ,स्वचालित उपस्कर
യാന്ത്രിക ആവൃത്തി നിയന്ത്രണം,स्वतःआवृत्ति नियंत्रण
യാന്ത്രിക പരിധി,स्वचालित सीमक
യാന്ത്രിക യന്ത്രം,स्वचालित मशीन
യാന്ത്രിക ഫാസ നിയന്ത്രണം,स्वतः कला नियंत्रण
യാന്ത്രിക ചിത്രം ട്രാൻസ്മിഷൻ,स्वतः चित्र प्रेषण
യാന്ത്രിക പ്ലേബാക്ക്,"स्व प्रतिश्रवण, स्व प्रति–श्यण"
യാന്ത്രിക വൈദ്യുതി നിയന്ത്രണം,स्वतः षक्ति नियंत्रण
യാന്ത്രിക പ്രോഗ്രാമിംഗ്,"स्वतःप्रोग्रामन, स्वतः क्रमादेशन"
യാന്ത്രിക റെക്കോർഡിംഗ്,स्वतः अभिलेखन
യാന്ത്രിക പുന .സജ്ജമാക്കുക,स्वतः पुनः स्थापन
യാന്ത്രിക ഷട്ടർ,स्वचालित कपाट
യാന്ത്രിക സംവിധാനം,स्वचल तंत्र
യാന്ത്രിക ടെലിഫോൺ,स्वचालित टेलीफोन
യാന്ത്രിക താപനില നിയന്ത്രണം,स्वतः ताप-नियंत्रण
ഓട്ടോമാറ്റിക് വോൾട്ടേജ് റെഗുലേറ്റർ,स्वतः वोल्टता नियामक
യാന്ത്രിക വോളിയം കംപ്രസർ,स्वतः प्रबलता संपीडक
യാന്ത്രിക വോളിയം നിയന്ത്രണം,स्वतः प्रबलता नियंत्रक
യാന്ത്രിക വോളിയം എക്സ്പാൻഡർ,स्वतः प्रबलता विस्तारक
യന്തവല്ക്കരണം,स्वचालन
യന്തമോടിക്കൽ,"स्वचालन नियंत्रण, स्वतः नियंत्रण, स्वनियंत्रण"
ഓട്ടോമേഷൻ ഫ്രീക്റ്റി കണ്ട്രോളർ,स्वतः आवृत्ति नियंत्रक
ഉക്സിലറി,सहायक
സഹായ ഓഡിയോ ബസ്,सहायक श्रव्य बस
ലഭ്യമായ ശക്തി,उपलब्ध षक्ति
ഹിമപാത തകർച്ച,"ऐवेलांशी भंग, अवधाव भंग"
ശരാശരി ജീവിതം,"औसत आयु, औसत जीवन"
ശരാശരി മർദ്ദം,औसत दाब
ശരാശരി വേഗത,औसत चाल
സ്പിൻ ആക്സിസ്,प्रचक्रण-अक्ष
അസിമുത്ത്,दिगंश
അസിമുത്ത് ആംഗിൾ,दिगंश कोण
അസിമുത്ത് പിശക്,दिगंश त्रुटि
ബാക്ക് ലൈറ്റ്,"पृष्ठ प्रकाश, पश्च प्रकाश"
ബാക്ക് പ്രൊജക്ഷൻ,पश्च प्रक्षेपण
ബാക്ക് വോൾട്ടേജ് (= റിവേഴ്സ് വോൾട്ടേജ്),विरोधी वोल्टता
ബാക്ക്ഫയർ (ആർക്ക് ബാക്ക്),विपरीत आर्क
പശ്ചാത്തല വെളിച്ചം,पृष्ठभूमि प्रकाश
പശ്ചാത്തലം ശബ്ദം,पृष्ठभूमि रव
പശ്ചാത്തലം പ്രൊജക്ഷൻ,पृष्ठभूमि प्रक्षेपण
ബാക്കപ്പ്,"बैक-अप, पूर्तिकर, प्रतिपोषक"
അന്ധാളിപ്പക്കുക,"गतिरोधक, व्यारोध, बाधिका"
ബേക്കിംഗ്,भर्जन
സമതുലിതമായ ഓഡിയോ,संतुलित श्रव्य
സമതുലിതമായ ഓഡിയോ ലൈൻ,संतुलित श्रव्य लाइन
സമതുലിതമായ ട്രാൻസ്മിഷൻ ലൈൻ,संतुलित संचरण लाइन
സന്തുഗതം,संतुलन
ബാല്ലാസ്റ്റ്,स्थिरक
ബാലസ്റ്റ് ഫാക്ടർ,स्थिरण कारक
Sulun,बलून
കൂട്ടം,"बैंड, पट्टी"
ബാൻഡ് പാസ് ഫിൽട്ടർ,"बैंड पारक फिल्टर, बैंड पारक निस्यंदक"
ബാൻഡ് സെലക്ടർ,बैंड वरक
ബാൻഡ് വിഭജനം,बैंड विपाटन
ബാൻഡ് നിർത്തുക ഫിൽട്ടർ,"बैंड वर्जक फिल्टर, बैंड वर्जक निस्यंदक"
ബാൻഡ് സ്വിച്ച്,बैंड स्विच
ബാൻഡ് ട്യൂറിംഗ്,"पट्टी समस्वरण, बैंड ट्यूनिंग"
ബാൻഡ്വിഡ്ത്ത്,"बैंड विस्तार, बैंडविड्थ, बैंड चौड़ाई"
ബാർ,"बार, दंड"
ബാർ കോഡ്,बार कोड
ബാർബെ ഡാറ്റ,"बार डाटा, बार आंकड़ा"
നഗ്നമായ ബാൻഡ്,खुली पट्टी
നഗ്നമായ വിളക്ക്,अनावृत लैम्प
കളപ്പുര വാതിൽ,बार्न द्वार
അടിസ്ഥാന ബാൻഡ്,आधार बैंड
