Marathi,Bengali
अल्कधर्मी,ক্ষারীয়
पर्यायी,বিকল্প
allelo रसायनशास्त्र,অ্যালেলো রসায়ন
एलील,অ্যালিল
ऍलेलोपॅथी,অ্যালিলোপ্যাথি
वेठी पीक,ভেথি ফসল
पूर्णता,পরিপূর্ণতা
गर्भाधान,নিষিক্তকরণ
1. सापेक्षता 2. अॅलोमेट्री,1. আপেক্ষিকতা 2. অ্যালোমেট্রি
मल्टिप्लॉइडी,multiploidy
1. पॅराझिगोसिटी,1. প্যারাজিগোসিটি
1. पर्यायी वर्ष कार्य 2. पर्यायी कार्य,1. বিকল্প বছরের ফাংশন 2. বিকল্প ফাংশন
पर्यायी जमिनीचा वापर,বিকল্প ভূমি ব্যবহার
वातावरण,পরিবেশ
सुधारक,সংস্কারক
मायटोसिस,মাইটোসিস
आमीनान,আমীনান
अमोनियन,ammonion
amniferous,amniferous
1. अप्रभावी रूप 2. अरुपी,1. অকার্যকর রূপ 2. অরূপী
उभयचर मिश्रण,উভচর মিশ্রণ
एम्फोटेरिक,amphoteric
साठा करणे,মজুদ
1. ऍनेरोबिक 2. ऍनेरोबिक जीव,1. অ্যানেরোবিক 2. অ্যানেরোবিক জীব
हॅप्लॉइड,হ্যাপ্লয়েড
टोकदार लागवड,কৌণিক রোপণ
पशुसंवर्धन,পশুপালন
प्राण्यांचे मलमूत्र,প্রাণীর মলমূত্র
जिवंत ऊर्जा,জীবন্ত শক্তি
विसंगत,অস্বাভাবিক
एक वर्ष जुनी वनस्पती,এক বছর বয়সী উদ্ভিদ
वार्षिक,বার্ষিক
1. परमानंद 2. तेज,1. পরমানন্দ 2. উচ্ছ্বাস
ऍन्थ्रॅक्स,অ্যানথ্রাক্স
मानववंशजन्य घटक,নৃতাত্ত্বিক কারণ
जगणे,বেঁচে থাকা
1. प्रतिजैविक 2. प्रतिजैविक,1. অ্যান্টিবায়োটিক 2. অ্যান্টিবায়োটিক
तिरस्करणीय,বিকর্ষণকারী
अँटिऑक्सिडंट,অ্যান্টিঅক্সিডেন্ট
अँटीटॉक्सिन,অ্যান্টিটক্সিন
अनामिका,অনামিকা আঙুল
1. ऍफिड 2. महू 3. चेपा,1. এফিড 2. মাহু 3. চেপা
शीर्ष अंकुर,শীর্ষ কুঁড়ি
शिखर प्रभावीता,সর্বোচ্চ কার্যকারিতা
मधमाशी पालन,মৌমাছি পালন
लैंगिकता,অযৌনতা
apoptosis,apoptosis
परिशिष्ट,পরিশিষ্ট
भूक वाढवणारे,ক্ষুধার্ত
लागू,প্রয়োগ করা
जलीय तण,জলজ আগাছা
1. झाड 2. वृक्षवासी,1. গাছ 2. গাছের বাসিন্দা
शाखा,শাখা
प्रोटोबोटॅनिकल रेकॉर्ड,প্রোটোবোটানিকাল রেকর্ড
झोन क्रमांक,জোন নম্বর
1. क्षेत्रफळ 2. क्षेत्रफळ,1. এলাকা 2. এলাকা
कोरडे इकोसिस्टम,শুষ্ক বাস্তুতন্ত্র
cotyledon,cotyledon
सौरभ,সৌরভ
सुगंधी वनस्पती,সুগন্ধি উদ্ভিদ
सुवासिक तांदूळ,সুগন্ধি চাল
इक्षु पुष्पन,ইক্ষু পুষ্পন
ऍसेप्टिक,অ্যাসেপটিক
1. ऍसेप्टिक 2. ऍसेप्टिक,1. অ্যাসেপটিক 2. অ্যাসেপটিক
अलैंगिक पुनरुत्पादन,অস্ত্রোপচার
आकार,আকার
मालमत्ता,সম্পদ
1. आत्मसात करणे 2. आत्मसात करणे,1. আত্তীকরণ 2. আত্তীকরণ
1. संघटना 2. संघटना,1. সমিতি 2. সমিতি
1. स्तंभ 2. तुरटपणा,1. কলাম 2. কৃপণতা
heterozygosity,হেটেরোজাইগোসিটি
1. पूर्वज 2. Atavism,1. পূর্বপুরুষ 2. অ্যাটাভিজম
कण,কণা
1. पुष्टीकरण 2. कमजोरी,1. অনিশ্চয়তা 2. দুর্বলতা
स्वत: ची जोडणी,স্ব জোড়া
ऑटोलिसिस,অটোলাইসিস
1. उत्स्फूर्त ऑक्सीकरण 2. उत्स्फूर्त ऑक्सीकरण,1. স্বতঃস্ফূর্ত জারণ 2. স্বতঃস্ফূর্ত জারণ
स्वत: मल्टिप्लेक्स,স্বয়ং মাল্টিপ্লেক্সড
ऑक्सिन,অক্সিন
1. हादरले 2. टॉड,1. কাঁপানো 2. টোড
दंडात्मक व्हायरस,পেনাল ভাইরাস
1. बॅसिलस 2. बॅसिलस,1. ব্যাসিলাস 2. ব্যাসিলাস
1. जीवाणू 2. जीवाणू,1. ব্যাকটেরিয়া 2. ব্যাকটেরিয়া
जिवाणू विष,ব্যাকটেরিয়াল টক্সিন
बॅगासे,ব্যাগাস
ताळेबंद,ব্যালেন্স শীট
संतुलित खतांचा वापर,সুষম সার ব্যবহার
बार आलेख,বার গ্রাফ
झाडाची साल,বাকল
1. बॅरोमीटर 2. बॅरोमीटर,1. ব্যারোমিটার 2. ব্যারোমিটার
1. बजर 2. जड 3. वांझ,1. গুঞ্জন 2. অদৃশ্য 3. অনুর্বর
1. बेस 2. बेस 3. कपंग,1. বেস 2. বেস 3. কাপং
1. तळा 2. खोरे,1. টালা 2. বেসিন
तलाबिसरी,তালাবিসারি
1. बेसिस्टर्नम 2. रूट धारक,1. বেসিস্টেরনাম 2. রুট ধারক
गल्फ मान्सून,উপসাগরীয় বর্ষা
फळ वनस्पती,ফলের উদ্ভিদ
पलंग,বিছানা
बेड प्लांट,বিছানা উদ্ভিদ
बेडिंग,বিছানাপত্র
बीट मोलॅसेस,বীট গুড়
घुंगरू,বেল
1. पट्टी 2. भूप्रदेश,1. স্ট্রিপ 2. ভূখণ্ড
नफा-खर्च विश्लेषण,লাভ-খরচ বিশ্লেষণ
इच्छुक (नमुना),উচ্চাকাঙ্ক্ষী (স্যাম্পলিং)
द्विवार्षिक वनस्पती,দ্বিবার্ষিক গাছপালা
द्विपद,দ্বিপদ
बायोफॅक्टर,বায়োফ্যাক্টর
जैविक हवामान,জৈবিক জলবায়ু
जैव ऊर्जा,জৈব শক্তি
प्राणी पर्यावरणशास्त्र,প্রাণীজগতের বাস্তুসংস্থান
1. बायो-प्रोसेसर 2. बायो-रिअॅक्टर,1. বায়ো-প্রসেসর 2. বায়ো-চুল্লি
बायोस्फीअर,জীবজগৎ
जैविक,জৈবিক
प्राणी,প্রাণীজগত
दिविलिंगी,ডিভিলিঙ্গি
धवलन,ধওলান
1. प्रध्‍वसन (रोग) 2. गुस्‍त रोग,1. প্রধবাসন (রোগ) 2. দমকা রোগ
मिश्रण,মিশ্রন
1. अंगमारी (रोग) 2. अनिष्ट (रोग),1. আংমারী (রোগ) 2. ব্লাইট (রোগ)
1. फोड 2. फोड 3. उद्रेक 4. फोड,1. ফোস্কা 2. ফোস্কা 3. বিস্ফোরণ 4. ফোস্কা
निळी क्रांती,নীল বিপ্লব
प्लॅनर हीटिंग चेंबर,প্ল্যানার হিটিং চেম্বার
प्लॅनर हीटिंग तंत्रज्ञान,প্ল্যানার হিটিং প্রযুক্তি
कोंडा,তুষ
शाखा,শাখা
1. डहाळी 2. उपशाखा,1. ডালপালা 2. উপশাখা
जाती,বংশবৃদ্ধি
पुनरुत्पादन,প্রজনন
लवकर उगवण उपचार,প্রাথমিক অঙ্কুর চিকিত্সা
1. शावक 2. अंडी 3. गर्भ,1. বাচ্চা 2. ডিম 3. ভ্রূণ
होतकरू,উদীয়মান
बजेट,বাজেট
1.अॅम्फोटेरिक 2. बफर,1.অ্যাম্ফোটেরিক 2. বাফার
रताळे,মিষ্টি আলু
बंट (रोग),বান্ট (রোগ)
1. उप-उत्पादन 2. उप-उत्पादन,1. উপজাত 2. উপজাত
c ओलावा तपशील वक्र,c আর্দ্রতা স্পেসিফিকেশন বক্ররেখা
तेल केक,তেল পিষ্টক
1. चुना 2. कॅल्शियम,1. চুন 2. ক্যালসিয়াম
कॅल्शिअन,ক্যালসিয়ন
फॉस्फेट काढणे,ফসফেট অপসারণ
1. किनटा 2. कॅलाटा,1. কিনাটা 2. কালটা
1.कॉलस 2. किरण,1.ক্যালাস 2. রশ্মি
1. सेपल्स 2. कॅलिक्स,1. সেপালস 2. ক্যালিক্স
बाह्य टोक,বহির্মুখী শেষ
इधा,এধা
कॅन्कर (जीवाणूजन्य रोग),ক্যানকার (ব্যাকটেরিয়াজনিত রোগ)
कॅनिंग,ক্যানিং
आकाश,আকাশ
वित्त,অর্থায়ন
परागकण (अंजीराचे),পরাগায়ন (ডুমুরের)
1. कॅप्सूल 2. कॅप्सूल 3. कॅप्सूल,1. ক্যাপসুল 2. ক্যাপসুল 3. ক্যাপসুল
कार्बनयुक्त,কার্বনাইজড
कार्बनन,কার্বনান
कॅरॅपेस,ক্যারাপেস
ब्रेसलेट,ব্রেসলেট
1. कास्टिंग (लोह) 2. क्षिती (कीटक),1. ঢালাই (লোহা) 2. ক্ষিপ্তি (পোকা)
अपचय,catabolism
प्रलोभन,প্ররোচনা
1. सुरवंट 2. सुरवंट,1. শুঁয়োপোকা 2. শুঁয়োপোকা
c d. एन. a संकलन,গ d. এন. ক সংগ্রহ
श्रेणी,পরিসীমা
1. सेल 2. सेल,1. কোষ 2. কোষ
मध्यवर्ती फ्रंट सिस्टम,কেন্দ্রীয় ফ্রন্ট সিস্টেম
1. पॉइंट 2. फोकस,1. পয়েন্ট 2. ফোকাস
केंद्रापसारक,কেন্দ্রীকরণ
अपकेंद्रित्र,সেন্ট্রিফিউজ
तारा केंद्र,তারকা কেন্দ্র
epigenetic,এপিজেনেটিক
केंद्रजा,কেন্দ্রজা
यंत्रमाग,তাঁত
1. तृणधान्ये 2. मालिका,1. সিরিয়াল 2. সিরিয়াল
1. प्रमाणन 2. प्रमाणन,1. সার্টিফিকেশন 2. সার্টিফিকেশন
प्रमाणित बियाणे,প্রত্যয়িত বীজ
1. पेंढा 2. कुट्टी 3. शलक सहपात्रा,1. খড় 2. কুট্টি 3. শলক সহপাত্র
1. निभाग 2. कैलाजा,1. নিভাগ 2. কৈলাজা
किमोग्राफी,কাইমোগ্রাফি
1. कियाज्मा 2. व्यस्त,1. কিয়াজমা 2. ব্যস্ত
सुपर कूलिंग तास,সুপার কুলিং ঘন্টা
दंव नुकसान,তুষারপাত ক্ষতি
1. विचिरोटकी 2. चिमेरा,1. ভিচিরোটাকি 2. কাইমেরা
हिरवी लापशी,সবুজ porridge
1. पर्णसंभार 2. हिरवा,1. পাতা 2. সবুজ
सायनोसिस,সায়ানোসিস
जैविक वितरण विज्ञान,জৈবিক বিতরণ বিজ্ঞান
1. क्रोमेटिड्स 2. अर्धा गुणसूत्र,1. ক্রোমাটিডস 2. অর্ধেক ক্রোমোজোম
क्रोमॅटिन,ক্রোমাটিন
क्रोमॅटोग्राफी,ক্রোমাটোগ্রাফি
क्रोमॅटिनलेशन,ক্রোমাটিনলেশন
अलिंद बिंदू,অলিন্দ বিন্দু
क्रोमेटोजेनेसिस,ক্রোমাটোজেনেসিস
1. क्रोमोप्रोटीन 2. पिगमेंटप्रोटीन,1. ক্রোমোপ্রোটিন 2. পিগমেন্টপ্রোটিন
1. गुणसूत्र 2. गुणसूत्र,1. ক্রোমোজোম 2. ক্রোমোজোম
1. क्रॉनिक 2. क्रॉनिक 3. क्रॉनिक 4. अप्रचलित,1. দীর্ঘস্থায়ী 2. দীর্ঘস্থায়ী 3. দীর্ঘস্থায়ী 4. অপ্রচলিত
सायरेंज,citrange
गडी बाद होण्याचा क्रम,শরৎ উৎসব
वर्गीकरण,শ্রেণীবিভাগ
1. चिकणमाती 2. चिकणमाती,1. কাদামাটি 2. কাদামাটি
1. स्वच्छता 2. स्क्रबिंग 3. स्वच्छता 4. शुद्धीकरण,1. পরিষ্কার করা 2. স্ক্রাবিং 3. পরিষ্কার করা 4. পরিশোধন
सतत परागण,অবিরাম পরাগায়ন
क्रूसिफेरस फळ,ক্রুসিফেরাস ফল
हवामान,জলবায়ু
हवामानशास्त्र,জলবায়ুবিদ্যা
कातरणे,শিয়ার
ढेकूळ (चिकणमाती),পিণ্ড (কাদামাটি)
क्लोन,ক্লোন
1.ढग 2.ढग,1.মেঘ 2.মেঘ
गठ्ठा,clump
घड,গুচ্ছ
1. खडबडीत 2. उग्र 3. कच्चा 4. खडबडीत,1. মোটা 2. রুক্ষ 3. কাঁচা 4. রুক্ষ
1. कव्हर 2. लेदररेट,1. কভার 2. লেদারেট
कोया,কোয়া
1. कोएन्झाइम 2. को-एंझाइम,1. কোএনজাইম 2. কো-এনজাইম
एकसंधता,সংহতি
1. फायबर (ज्युट ज्यूट) 2. नारळ भरड,1. ফাইবার (পাট পাট) 2. নারকেল মোটা
मुलंकुर चोळ,মুলাঙ্কুর চোলা
,
कोलोइड (माती),কলয়েড (মাটি)
1.स्तंभ 2.columella,1.কলাম 2.columella
1. दंड 2. स्तंभ 3. स्तंभ,1. শাস্তি 2. কলাম 3. কলাম
सहभागिता,যোগাযোগ
व्यावसायिक बँक,বাণিজ্যিক ব্যাংক
1. वस्तू 2. व्यापारी माल,1. পণ্য 2. পণ্যদ্রব্য
समुदाय,সম্প্রদায়
कॉम्पॅक्शन (मातीचे),কম্প্যাকশন (মাটির)
1. सुसंगतता 2. सुसंगतता,1. সামঞ্জস্যতা 2. সামঞ্জস্য
सुसंगतता,সামঞ্জস্য
1. भरपाई 2. भरपाई,1. ক্ষতিপূরণ 2. ক্ষতিপূরণ
स्पर्धात्मक संवाद,প্রতিযোগিতামূলক মিথস্ক্রিয়া
पूरक पीक,সম্পূরক ফসল
1.संमिश्र 2.जटिल,1. যৌগিক 2. জটিল
घटक,গঠনকারী
रचना,গঠন
कंपोस्ट,কম্পোস্ট
चक्रवाढ व्याज,চক্রবৃদ্ধিহারে সুদ
गणना,গণনা
1. संगणक 2. संगणक,1. কম্পিউটার 2. কম্পিউটার
1. एकाग्रता 2. एकाग्रता,1. একাগ্রতা 2. একাগ্রতা
1. अनुकूलक 2. पुनरुज्जीवन करणारा,1. অপ্টিমাইজার 2. পুনরুজ্জীবিতকারী
वाहकता,পরিবাহিতা
1. कॉन्फिगरेशन 2. कॉन्फिगरेशन,1. কনফিগারেশন 2. কনফিগারেশন
1. अनुरूपता 2. कॉन्फिगरेशन 3. अनुरूपता,1. সামঞ্জস্য 2. কনফিগারেশন 3. সামঞ্জস্য
1. एकत्रीकरण 2. संकरीकरण,1. ইন্টিগ্রেশন 2. হাইব্রিডাইজেশন
संयुग्मन,সংযোজন
1. जोडणारा 2. संयोजी,1. সংযোজক 2. সংযোগকারী
संरक्षण,সুরক্ষা
एकत्रीकरण,একত্রীকরণের
1.घटक 2. घटक,1. উপাদান 2. উপাদান
ग्राहक,ভোক্তা
वापर,খরচ
दूषित होणे,দূষণ
समोच्च लागवड,কনট্যুর রোপণ
समोच्च रेखा,কনট্যুর লাইন
1. कॉन्ट्रॅक्ट फार्मिंग 2. कॉन्ट्रॅक्ट फार्मिंग 3. कॉन्ट्रॅक्ट फार्मिंग,1. কন্ট্রাক্ট ফার্মিং 2. কন্ট্রাক্ট ফার্মিং 3. কন্ট্রাক্ট ফার্মিং
नियंत्रित वातावरणीय संचयन,নিয়ন্ত্রিত বায়ুমণ্ডলীয় স্টোরেজ
सहकारी बँक,সমবায় ব্যাংক
सहकारी संस्था सदस्य,সমবায় সমিতির সদস্য
गुलमावन,গুলমাভান
चौकोनी तुकडे,cubed
1. दालपुंज 2. कोरोला,1. ডালপুঞ্জ 2. করোলা
1. कॉर्टेक्स 2. कॉर्टेक्स,1. কর্টেক্স 2. কর্টেক্স
खर्च,খরচ
cotyledon,cotyledon
क्रेडिट समिती,ক্রেডিট কমিটি
1. कर्ज देणे 2. क्रेडिट,1. ঋণ 2. ক্রেডিট
1. सावकार 2. कर्जदार,1. ঋণদাতা 2. পাওনাদার
1. क्रेस्ट 2. शिरोबिंदू 3. स्पायर,1. ক্রেস্ট 2. শীর্ষবিন্দু 3. স্পায়ার
मागे घेणे,প্রত্যাহার
समस्या,সমস্যা
चाचणी,পরীক্ষা
गंभीर,সমালোচনামূলক
पीक विमा,শস্য বীমা
पीक कर्ज,ফসল ঋণ
1. पीक 2. पीक,1. ফসল 2. ফসল
लागवड क्षेत्र,চাষ এলাকা
क्रॉस विसंगत,ক্রস বেমানান
1. मुकुट 2. शिखर (वनस्पती),1. মুকুট 2. চূড়া (উদ্ভিদ)
मऊ कण,নরম কণা
कवच,ভূত্বক
1. क्रिप्टोगाम 2. नॉन-फ्लोरिफॉर्म,1. ক্রিপ্টোগাম 2. নন-ফ্লোরিফর্ম
छाटणी (फळ),ছাঁটাই (ফল)
पेन,কলম
वाणाची विविधता,চাষের বৈচিত্র্য
1. कर्षण 2. शेती 3. शेती,1. ট্র্যাকশন 2. কৃষি 3. কৃষিকাজ
1. शेतकरी 2. शेती करणारा,1. কৃষক 2. চাষী
1. मशागत 2. मशागत 3. संगोपन,1. চাষ 2. চাষ 3. লালনপালন
1. संसाधन 2. तयारी,1.সম্পদ 2.প্রস্তুতি
1.कुंतलन 2.कुंचोन,1.কুন্তালন 2.কুঞ্চন
पवित्रा,ভঙ্গি
1. एपिडर्मिस 2. क्यूटिकल,1. এপিডার্মিস 2. কিউটিকল
1. पेन 2. कटिंग 3. कटिंग 4. कटिंग 5. कटिंग,1. কলম 2. কাটিং 3. কাটিং 4. কাটিং 5. কাটিং
1. वर्म कॉर्पस 2. सिस्ट 3. सिस्ट 4. विकृत ढेकूळ 5. निओप्लाझम,1. কৃমি কর্পাস 2. সিস্ট 3. সিস্ট 4. বিকৃত পিণ্ড 5. নিওপ্লাজম
सायटोक्रोम,সাইটোক্রোম
सेल जोडणी,সেল কাপলিং
सेल पुनरुत्पादन,কোষের প্রজনন
सेल आनुवंशिकी,কোষ জেনেটিক্স
सायटोप्लाज्मिक विभागणी,সাইটোপ্লাজমিক বিভাগ
सेल जीवशास्त्र,কোষ বিদ্যা
सेल lysis,কোষের লাইসিস
1. सायटोमेर 2. सेल सेगमेंटेशन,1. সাইটোমের 2. কোষ বিভাজন
सायटोप्लाझम,সাইটোপ্লাজম
1. दुग्धव्यवसाय 2. दुग्धव्यवसाय,1. ডেইরি 2. ডেইরি
डेअरी उद्योग,দুগ্ধ শিল্প
1. धरण 2. ब्रीडर,1. বাঁধ 2. ব্রিডার
दिवस निरपेक्ष वनस्पती,দিন পরম উদ্ভিদ
फुलांच्या नंतर दिवस,ফুল ফোটার পর দিন
पूर्ण फुलांच्या नंतरचा दिवस,ফুল ফোটার পর দিন
अकार्यक्षमता,অদক্ষতা
decalcification,decalcification
1. डिस्लॉज 2. डिस्लॉज,1. অপসারণ 2. অপসারণ
क्षय,ক্ষয়
पर्णपाती,পর্ণমোচী
1. दशांश 2. दशांश,1. দশমিক 2. দশমিক
कनिष्ठता,হীনমন্যতা
अनुरन (माती),অনুরান (মাটি)
विपुष्पन,বিপুষ্পন
बिलिंग,বিলিং
जंगलतोड,বন নিধন
बदनामी,অসম্মান
ऱ्हास,অধঃপতন
भाग दिवस,অংশ দিন
1. प्रमाण 2. भाग,1. পরিমাণ 2. অংশ
विघटन,dehiscence
भुसा काढणे,ভুসি অপসারণ
भुसा काढणे,ভুসি অপসারণ
निर्जलीकरण,পানিশূন্যতা
निर्जल,নির্জল
मागणी,চাহিদা
1. विकृतीकरण 2. गुणाकार,1. বিকৃতকরণ 2. গুণ
निंदा,বর্জন
1. ठेव (माती) 2. ठेव (अर्थशास्त्र),1. জমা (মাটি) 2. জমা (অর্থনীতি)
ठेव,আমানত
1. घसारा 2. घसारा,1. অবচয় 2. অবচয়
डिसेलिनेशन,বিশুদ্ধকরণ
1. पाणी कोरडे होणे 2. निर्जलीकरण,1. জল শুকিয়ে যাওয়া 2. ডিহাইড্রেশন
1. डिझाइन 2. डिझाइन,1. ডিজাইন 2. ডিজাইন
कोरडे,শুষ্ক
कर्नल काढणे,কার্নেল অপসারণ
डी-इंटरकलेशन,de-intercalation
संयुग्मन,সংযোজন
1. नर मांजरी उतारा (मका) 2. बल्लार उतारा,1. পুরুষ মঞ্জরি নিষ্কাশন (ভুট্টা) 2. বলর নিষ্কাশন
बल्लार किंवा कुंदन कटिंग,বল্লার বা কুন্দন কাটিং
निर्धारक,নির্ধারক
अवमूल्यन,অবমূল্যায়ন
वनस्पती काढून टाकणे,উদ্ভিজ্জ
विचलन,বিচ্যুতি
दुप्पट,দ্বিগুণ
निदान,রোগ নির্ণয়
भिन्न परिपक्वता,বিভিন্ন পরিপক্কতা
दुभाजक,বিভাজন
1. डायकोटीलेडॉन 2. डायकोटीलेडॉन (बियाणे),1. ডাইকোটাইলেডন 2. ডাইকোটাইলেডন (বীজ)
पाठीचा आजार,পিঠের রোগ
1. प्रसार 2. प्रसार,1. ডিফিউশন 2. ডিফিউশন
पचनक्षमता,হজম ক্ষমতা
dihybrid,ডাইহাইব্রিড
1. धरण 2. नाला 3. कुटुंब,1. বাঁধ 2. ড্রেন 3. পরিবার
अल्प,সামান্য
1. एकपत्नी 2. एकपत्नी,1. একগামী 2. একগামী
द्विगुणित,ডিপ্লয়েড
1. डिप्लोइड 2. डिप्लोइड,1. ডিপ্লয়েড 2. ডিপ্লয়েড
द्विध्रुव,ডাইপোল
1. उतारा 2. अंकुर काढणे,1. নিষ্কাশন 2. কুঁড়ি অপসারণ
1. नांगरणी 2. कताई,1. লাঙ্গল চাষ 2. স্পিনিং
सवलत,ছাড়
निर्जंतुकीकरण,জীবাণুমুক্তকরণ
1. फैलाव 2. विखुरणे,1. বিচ্ছুরণ 2. বিক্ষিপ্তকরণ
1.विखुरणे 2.विविधता,1. বিক্ষিপ্তকরণ 2. ভিন্নতা
विविधीकरण,বৈচিত্রতা
वैविध्यपूर्ण शेती,বৈচিত্র্যময় কৃষি
डीएनए पाऊल,ডিএনএ পদক্ষেপ
डीएनए प्राप्तकर्ता,ডিএনএ রিসিভার
डॉक भाड्याने,ডক ভাড়া
प्रभावी,কার্যকর
सुप्तता,সুপ্ততা
1. प्रमाण 2. डोस 3. डोस,1. পরিমাণ 2. ডোজ 3. ডোজ
दुहेरी सिग्मॉइड वक्र,ডবল সিগমায়েড বক্ররেখা
1. झोडप 2. ताणणे,1. দমকা 2. প্রসারিত
1. एक्झॉस्ट ड्रेन 2. सांडपाणी,1. নিষ্কাশন ড্রেন 2. বর্জ্য
ड्रेनेज,নিষ্কাশন
कर्षण,আকর্ষণ
1. औषध द्या 2. भिजवा,1. ওষুধ দিন 2. ভিজিয়ে দিন
सौंदर्य प्रसाधने (बिया),প্রসাধনী (বীজ)
1. औगर 2. उथळ फॉल्ट 3. ड्रिल 4. औगर,1. auger 2. অগভীর ফল্ট 3. ড্রিল 4. auger
1. भोक 2. ड्रिल 3. ड्रिल,1. গর্ত 2. ড্রিল 3. ড্রিল
