Punjabi,Assamese
acyclic,অচক্ৰীয়
ਸੰਪੇਕਸ਼ਤ,সামৰণিত
ਜੋੜਨ ਵਾਲਾ,adder
"ਜੋੜ, ਜੋੜ, ਜੋੜ (c.), ਜੋੜ (v.)","যোগফল, যোগ, যোগফল (c.), যোগ (v.)"
ਯੋਗਾ ਦਾ ਫਾਰਮੂਲਾ,যোগৰ সূত্ৰ
ਮਿਸ਼ਰਿਤ ਸੰਖਿਆਵਾਂ ਦਾ ਜੋੜ,জটিল সংখ্যাৰ যোগফল
ਫੰਕਸ਼ਨਾਂ ਦਾ ਜੋੜ,ফলনৰ যোগফল
ਮੈਟ੍ਰਿਕਸ ਦਾ ਜੋੜ,মেট্ৰিক্সৰ যোগফল
ਬਹੁਪਦ ਦਾ ਜੋੜ,বহুপদৰ যোগফল
ਸੰਭਾਵਨਾਵਾਂ ਦਾ ਜੋੜ,সম্ভাৱনাৰ যোগফল
ਵੈਕਟਰਾਂ ਦਾ ਜੋੜ,ভেক্টৰৰ যোগফল
"ਜੋੜ ਥਿਊਰਮ, ਬੇਰੀ ਥਿਊਰੀ,","যোগ উপপাদ্য, বেৰী তত্ত্ব"
additive ਗਰੁੱਪ,যোগকৰণ গোট
additive ਉਲਟ,যোগকৰণৰ বিপৰীত
ਜੋੜਨ ਦੀ ਯੋਗਤਾ,যোগযোগ্যতা
ਜੋੜਨ ਦੀ ਯੋਗਤਾ,যোগযোগ্যতা
ਆਸਪਾਸ ਮੈਟ੍ਰਿਕਸ,সংলগ্নতা মেট্ৰিক্স
"ਨੇੜੇ, ਨਾਲ ਲੱਗਦੇ, ਨਾਲ ਲੱਗਦੇ","কাষৰীয়া, কাষৰীয়া, কাষৰীয়া"
ਨੇੜੇ ਦੇ ਕੋਣ,কাষৰীয়া কোণ
ਨੇੜੇ ਦਾ ਸਿਰਾ,কাষৰীয়া শিখৰ
ਜੋੜਨ ਲਈ,to associate
"ਨੱਥੀ ਨੱਥੀ,",সংযুক্ত আবৃত
ਆਮ ਨਿਰਣਾਇਕ,সাধাৰণ নিৰ্ণায়ক
ਅਟੈਚਡ ਡਿਫਰੈਂਸ਼ੀਅਲ ਸਮੀਕਰਨ,সংযুক্ত অৱভেদ্য সমীকৰণ
ਜੁੜੇ ਸਮੀਕਰਨ,সংলগ্ন সমীকৰণ
ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ,সহসমঞ্জস্যপূৰ্ণ মেট্ৰিক্স
ਮੈਟ੍ਰਿਕਸ ਕੋਵੇਰੀਅੰਸ,মেট্ৰিক্স সহাৱস্থান
ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ,সহসমঞ্জস্যপূৰ্ণ মেট্ৰিক্স
ਸਵੀਕਾਰਯੋਗ ਫੈਸਲੇ ਫੰਕਸ਼ਨ,গ্ৰহণযোগ্য সিদ্ধান্ত কাৰ্য্য
ਸਵੀਕਾਰਯੋਗ ਪਰਿਕਲਪਨਾ,গ্ৰহণযোগ্য অনুমান
ਐਰੋਡਾਇਨਾਮਿਕ ਫੋਰਸ,বায়ুগতিবিদ্যা বল
ਐਰੋਡਾਇਨਾਮਿਕਸ,বায়ুগতিবিদ্যা
ਸਮਰੂਪ ਜਿਓਮੈਟਰੀ,সমজাতীয় জ্যামিতি
ਸਮਰੂਪ ਮੈਪਿੰਗ,সমজাতীয় মেপিং
ਸਮਰੂਪ ਤਬਦੀਲੀ,সমজাতীয় ৰূপান্তৰ
ਕੁੱਲ ਵੇਰੀਏਬਲ,এগ্ৰিগেট ভেৰিয়েবল
"algebra, algebra, algebra, algebra","বীজগণিত, বীজগণিত, বীজগণিত, বীজগণিত"
"ਬੀਜੀ ਬੰਦ, ਬੀਜੀ","বীজযুক্ত বন্ধ, বীজযুক্ত"
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,বীজগণিতীয় সমীকৰণ
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,বীজগণিতীয় প্ৰকাশ
ਬੀਜਗਣਿਤ ਸਮਰੂਪਤਾ,বীজগণিতীয় একাকাৰীতা
ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ,বীজগণিতীয় ফলন
ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ,বীজগণিতীয় জ্যামিতি
ਬੀਜਗਣਿਤ ਬਹੁਲਤਾ,বীজগণিতীয় বহুত্ব
ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ,বীজগণিতীয় ব্যৱস্থা
ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ,সকলো-পূৰ্ণসংখ্যা সমস্যা
"ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਵਾਟ ਸਵਾਲ,",নিযুক্তিৰ সমস্যা watt প্ৰশ্ন
ਵਰਣਮਾਲਾ ਸੰਕੇਤ,বৰ্ণানুক্ৰমিক সংকেত
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,বৰ্ণানুক্ৰমিক আখৰ
ਬਦਲਵੇਂ ਕੋਣ,বিকল্প কোণ
"ਬਦਲਵੇਂ ਸਮਰੂਪ ਬਦਲਵੇਂ ਰੂਪ,",বিকল্প সমজাতীয় বিকল্প ৰূপ
ਵਿਕਲਪਕ ਸਮੂਹ,বিকল্প গোট
ਵਿਕਲਪਕ ਮੈਟ੍ਰਿਕਸ,বিকল্প মেট্ৰিক্স
ਵਿਕਲਪਿਕ ਲੜੀ,বিকল্প শৃংখলা
ਵਿਕਲਪਕ ਅਨੁਮਾਨ,বিকল্প অনুমান
ਵਿਕਲਪਿਕ ਸਰਵੋਤਮ,বিকল্প অনুকূল
ਵਿਕਲਪਿਕ ਨਤੀਜਾ,বিকল্প ফলাফল
ਐਨਾਲਾਗ-ਅੰਕ ਕਨਵਰਟਰ,এনালগ-ডিজিট ৰূপান্তৰক
"ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,",এনালগ কম্পিউটাৰ
ਵਿਸ਼ਲੇਸ਼ਣ,বিশ্লেষণ
ਸਹਿਵਿਹਾਰ ਵਿਸ਼ਲੇਸ਼ਣ,সহাৱস্থান বিশ্লেষণ
ਗਣਨਾ-ਡਾਟਾ ਵਿਸ਼ਲੇਸ਼ਣ,গণনা-তথ্য বিশ্লেষণ
ਪਰਿਵਰਤਨ ਵਿਸ਼ਲੇਸ਼ਣ,ভ্যাৰিয়েন্স বিশ্লেষণ
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ,বিশ্লেষণাত্মক জ্যামিতি
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਫੰਕਸ਼ਨ,বিশ্লেষণাত্মক কাৰ্য্য
ਕੋਣ,কোণ
ਸਪਰਸ਼ ਕੋਣ,স্পৰ্শক কোণ
ਡਿਫਲੈਕਸ਼ਨ ਕੋਣ,বিক্ষেপণ কোণ
ਡਿਪਰੈਸ਼ਨ ਕੋਣ,ডিপ্ৰেছন এংগেল
ਭਟਕਣ ਕੋਣ,বিচ্যুতি কোণ
ਵਿਭਿੰਨ ਕੋਣ,বিবৰ্তন কোণ
ਉਚਾਈ ਕੋਣ,উচ্চতা কোণ
ਘਟਨਾ ਦਾ ਕੋਣ,প্ৰাদুৰ্ভাৱৰ কোণ
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ,প্ৰক্ষেপণৰ কোণ
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,প্ৰতিফলনৰ কোণ
ਅਪਵਰਤਨ ਦਾ ਕੋਣ,বিবৰ্তনৰ কোণ
ਰੋਟੇਸ਼ਨ ਕੋਣ,ঘূৰ্ণন কোণ
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਪੂਰਨ ਕੋਣ,প্ৰতিফলনৰ নিৰপেক্ষ কোণ
ਕੋਣੀ ਪ੍ਰਵੇਗ,কৌণিক ত্বৰণ
ਕੋਣੀ ਵੇਗ,কৌণিক বেগ
ਕੋਣੀ ਗਤੀ,কৌণিক গতি
ਕੋਣੀ ਵੇਗ,কৌণিক বেগ
ਰਿੰਗ ਉਂਗਲ,ৰিং ফিংগাৰ
ਜਵਾਬ,উত্তৰদিশ
ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ,কাউণ্টাৰ ডেৰাইভেটিভ
isometric ਫੰਕਸ਼ਨ,সমমিতি ফলন
"ਕਵਰ ਕਰਨ ਯੋਗ, ਲਾਗੂ, ਲਾਗੂ","আবৃত, প্ৰযোজ্য, প্ৰযোজ্য"
"ਐਪਲੀਕੇਸ਼ਨ ਐਪਲੀਕੇਸ਼ਨ,",আবেদন আবেদন
ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,ডাইনামিক প্ৰগ্ৰেমিং প্ৰয়োগ কৰা হৈছে
ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ,প্ৰয়োগ কৰা জ্যামিতি
ਲਾਗੂ ਗਣਿਤ,প্ৰয়োগ কৰা গণিত
ਲਾਗੂ ਅੰਕੜੇ,প্ৰয়োগ কৰা পৰিসংখ্যা
"ਲਗਭਗ, ਲਗਭਗ","আনুমানিক, আনুমানিক"
ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,প্ৰায় অবিৰত ফলন
"ਮੈਕਰੋ ਵਿਧੀ, ਅਨੁਮਾਨ ਵਿਧੀ","মেক্ৰ&#39; পদ্ধতি, আনুমানিক পদ্ধতি"
ਅੰਦਾਜ਼ਨ ਹੱਲ,আনুমানিক সমাধান
ਲਗਭਗ ਸਮੱਸਿਆ,আনুমানিক সমস্যা
ਲਗਭਗ ਸੰਪਤੀ,আনুমানিক বৈশিষ্ট্য
ਯੋਗਤਾ ਟੈਸਟ,যোগ্যতা পৰীক্ষা
ਆਰਗਨ ਚਿੱਤਰ,আৰ্গন ডায়েগ্ৰাম
ਸਵੈ-ਇੱਛਤ,স্বেচ্ছামূলক
"ਬੇਤਰਤੀਬ, ਬੇਤਰਤੀਬ","random, যাদৃচ্ছিক"
ਆਪਹੁਦਰੇ ਸਥਿਰ,ইচ্ছাকৃত ধ্ৰুৱক
ਮੁਫ਼ਤ ਤੱਤ,মুক্ত মৌল
ਮਨਮਾਨੀ ਬਿੰਦੂ,ইচ্ছাকৃত বিন্দু
ਆਰਕੀਮੀਡ ਦਾ ਕਾਨੂੰਨ,আৰ্কিমিডিছৰ নিয়ম
ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ,আৰ্কিমিডিছৰ নিয়ম
"ਚਾਪ-ਲੰਬਾਈ, ਚਾਪ-ਲੰਬਾਈ","চাপ-দৈৰ্ঘ্য, চাপ-দৈৰ্ঘ্য"
ਚੱਕਰ ਚਾਪ,বৃত্ত চাপ
ਉਲਟ ਸਾਈਨ ਵੰਡ,বিপৰীত চাইন বিতৰণ
ਉਲਟ ਸਾਈਨ ਪਰਿਵਰਤਨ,বিপৰীত চাইন ৰূপান্তৰ
"ਖੇਤਰ, ਖੇਤਰ","এলেকা, এলেকা"
ਖੇਤਰੀ ਸੰਰਚਨਾ,আঞ্চলিক সংৰূপ
ਇੱਕ ਮਿਸ਼ਰਿਤ ਸੰਖਿਆ ਦਾ ਕੋਣ,এটা জটিল সংখ্যাৰ কোণ
ਗਣਿਤ ਦਾ ਮਤਲਬ,গাণিতিক গড়
ਡਿਜ਼ੀਟਲ ਕਾਰਵਾਈ,ডিজিটেল অপাৰেচন
ਡਿਜ਼ੀਟਲ ਯੂਨਿਟ,ডিজিটেল ইউনিট
"ਸੰਰਚਨਾ, ਵਿਵਸਥਾ","কনফিগাৰেচন, ব্যৱস্থা"
"ਐਰੇ, ਐਰੇ","এৰে, এৰে"
ਨਕਲੀ ਉਪਗ੍ਰਹਿ,কৃত্ৰিম উপগ্ৰহ
ਨਕਲੀ ਵੇਰੀਏਬਲ,কৃত্ৰিম চলক
ਚੜ੍ਹਨ ਲਈ,বগাবলৈ
ਚੜ੍ਹਦਾ,আৰোহী
ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ,মাত্ৰাৰ আৰোহী ক্ৰম
ਚੜ੍ਹਦਾ ਗ੍ਰੇਡ,আৰোহী গ্ৰেড
ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ,এছেম্বলাৰ ভাষা
"ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਅਸਾਈਨਮੈਂਟ ਸਵਾਲ,",নিযুক্তি সমস্যা নিযুক্তি প্ৰশ্ন
ਸਹਿਯੋਗੀ ਨਿਯਮ,সহযোগী নিয়ম
ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਨਿਯਮ,অপাৰেটৰৰ এছ&#39;চিয়েটিভ নিয়ম
ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ,এছ&#39;চিয়েটিভ অপাৰেচন
ਸਾਥੀ,সংগীত্ব
ਮਤਲਬ ਮੰਨਿਆ,ধৰি লোৱা গড়
ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ,ধাৰণা কৰা সম্ভাৱনা বিতৰণ
"ਕਲਪਨਾ, ਮੰਨਿਆ,","কল্পনা কৰা, স্বীকাৰ কৰা"
ਜੋਤਿਸ਼,জ্যোতিষ বিজ্ঞান
"ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ ਸਪੇਸ ਇੰਜੀਨੀਅਰ,",মহাকাশ অভিযন্তা মহাকাশ অভিযন্তা
ਖਗੋਲ ਵਿਗਿਆਨੀ*,জ্যোতিৰ্বিজ্ঞানী*
ਖਗੋਲੀ ਘੜੀ,জ্যোতিৰ্বিজ্ঞানৰ ঘড়ী
ਖਗੋਲ ਵਿਗਿਆਨ,জ্যোতিৰ্বিজ্ঞান
ਅਸਮਿਤ ਵਕਰ,অসমতাপূৰ্ণ বক্ৰ
ਅਸਮਿਤੀ,বিষমতা
asymptotic,এছিম্পটটিক
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ,গুৰুতৰ কৰি তোলা
ਪ੍ਰਗਤੀਸ਼ੀਲ ਅਨੁਮਾਨਕ,প্ৰগতিশীল অনুমানক
ਪਿਛਾਖੜੀ ਪੱਖਪਾਤੀ ਅਨੁਮਾਨਕ,ৰেট্ৰ&#39;গ্ৰেড পক্ষপাতমূলক অনুমানক
ਪਿਛਾਖੜੀ ਵਿਹਾਰ,ৰেট্ৰ&#39;গ্ৰেড আচৰণ
ਹਮਲਾਵਰ ਵੰਡ ਫੰਕਸ਼ਨ,আক্ৰমণাত্মক বিতৰণ ফলন
ਉੱਪਰ ਵੱਲ ਫੈਲਣਾ,ওপৰলৈ বিয়পি পৰা
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,বায়ুমণ্ডলীয় চাপ
"ਬੇਤਰਤੀਬੇ,",যাদৃচ্ছিকভাৱে
ਸੰਪਤੀ*,গুণ*
ਗੁਣ-ਨਮੂਨਾ-ਪ੍ਰਣਾਲੀ,বৈশিষ্ট্য-নমুনা-ব্যৱস্থা
ਵਧਿਆ ਹੋਇਆ ਮੈਟਰਿਕਸ,বৰ্ধিত মেট্ৰিক্স
ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ,স্ব-সম্বন্ধ সহগ
ਸਵੈ-ਸੰਬੰਧ ਫੰਕਸ਼ਨ,স্বয়ংসম্বন্ধ কাৰ্য্য
ਸਹਿਵਿਹਾਰ,সহাৱস্থান
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ,স্বয়ংক্ৰিয় কম্পিউটাৰ
ਆਟੋਰਿਗਰੇਸ਼ਨ,অটোৰিগ্ৰেছন
ਸਹਾਇਕ ਸਮੀਕਰਨ,সহায়ক সমীকৰণ
ਮੀਨ ਸੈਂਪਲ ਨੰਬਰ ਕਰਵ (MPC ਕਰਵ),গড় নমুনা সংখ্যা বক্ৰ (MPC বক্ৰ)
"axiom, axiom","স্বতন্ত্ৰ, স্বতন্ত্ৰ"
axiom ਪਹੁੰਚ,স্বতন্ত্ৰ পদ্ধতি
ਸੰਭਾਵਨਾ axiom,সম্ভাৱনা স্বতন্ত্ৰতা
ਧੁਰਾ,অক্ষ
ਭੁਜਕਸ਼ਾ,ভূজাক্ষ
ਧਰਤੀ ਦਾ ਧੁਰਾ,পৃথিৱীৰ অক্ষ
ਰੋਟੇਸ਼ਨ ਧੁਰਾ,ঘূৰ্ণন অক্ষ
ਰੋਟੇਸ਼ਨ ਧੁਰਾ,ঘূৰ্ণন অক্ষ
ਸਪਿਨ ਧੁਰਾ,স্পিন অক্ষ
ਪੋਸਟ ਬਦਲੀ,পোষ্ট সলনি কৰা
ਬਾਅਦ ਵਿੱਚ,পাছত
ਵਾਪਸ ਸੰਮਿਲਨ ਫਾਰਮੂਲਾ,পিছলৈ সন্নিৱিষ্ট কৰা সূত্ৰ
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ","ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য"
ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ,সুষম ডিজাইন
ਸੰਤੁਲਨ ਸ਼ੀਟ,বেলেন্স শ্বীট
ਮਿਜ਼ਾਈਲ,মিছাইল
"ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ","বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ"
"ਕਾਲਮ, ਰਾਡ, ਕੋਬ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਲਾਈਨ, ਲਾਈਨ, ਟੈਸਟ ਲਾਈਨ, ਕਿਨਾਰਾ","স্তম্ভ, ৰড, কব, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, ৰেখা, ৰেখা, পৰীক্ষা ৰেখা, প্ৰান্ত"
"ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ","ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি"
ਅਧਾਰ ਕੋਣ,ভিত্তি কোণ
"ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ, ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ","লগাৰিদমৰ ভিত্তি, লগাৰিদমৰ ভিত্তি"
"ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ,","মূল, মৌলিক"
ਅਧਾਰ ਇਕਸਾਰ ਹੱਲ,ভিত্তি সুসংহত সমাধান
ਅਧਾਰ ਹੱਲ,ভিত্তি দ্ৰৱণ
ਅਧਾਰ ਵੇਰੀਏਬਲ,ভিত্তি চলক
ਅਧਾਰ,ভেঁটি
ਅਧਾਰ ਤੱਤ,ভিত্তি উপাদান
ਬੇਸ ਮੈਟ੍ਰਿਕਸ,ভিত্তি মেট্ৰিক্স
ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ,ভেক্টৰ স্থানৰ ভিত্তি
ਉਪ-ਜਨਸੰਖਿਆ ਦੇ ਆਧਾਰ &#39;ਤੇ,উপজনসংখ্যাৰ ভিত্তিত
ਬੇਈਮਾਨ,অসাধু
bez-ਨਿਯਮ,bez-নিয়ম
ਬੇਜ਼-ਪ੍ਰਮੇਯ,bez- উপপাদ্য
bernoulli-ਵੰਡ,bernoulli-বিতৰণ
ਬਰਨੌਲੀ ਨੰਬਰ,বাৰ্নৌলিৰ সংখ্যা
ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ,বাৰ্নৌলি সম্ভাৱনা ফলন
ਬਰਨੌਲੀ-ਸਮੀਕਰਨ,বাৰ্নৌলি-সমীকৰণ
ਬੇਰੀ ਫੰਕਸ਼ਨ,জামুৰ কাৰ্য্য
ਵਧੀਆ ਚਿਪਕਣ,শ্ৰেষ্ঠ আঠাযুক্ততা
ਵਧੀਆ ਅਸੰਭਵ ਲਾਈਨ,শ্ৰেষ্ঠ আঠাযুক্ত ৰেখা
ਵਧੀਆ ਹੱਲ,উত্তম সমাধান
ਵਧੀਆ ਸੁਝਾਅ,শ্ৰেষ্ঠ টিপছ
ਬੀਟਾ ਵੰਡ,বিটা বিতৰণ
"ਪੱਖਪਾਤ, ਪੱਖਪਾਤ","bias, পক্ষপাতিত্ব"
ਪੱਖਪਾਤੀ ਮੁਲਾਂਕਣ,পক্ষপাতমূলক মূল্যায়ন
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,দ্বিপদ সমীকৰণ
ਸਿੰਗਲ ਕਵਰ,একক কভাৰ
ਸਿੰਗਲ ਕਵਰ ਨਕਸ਼ਾ,একক কভাৰ মেপ
ਸਿੰਗਲ ਕਵਰ ਮੈਪਿੰਗ,একক কভাৰ মেপিং
ਚਤੁਰਭੁਜ ਚਤੁਰਭੁਜ,দ্বিঘাত দ্বিঘাত
ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ,দ্বিৰৈখিক ফলন
ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਸਮਰੂਪਤਾ,দ্বিৰৈখিক হাৰ্মিটিয়ান সমতা
"ਦੋ-ਵੇਰੀਏਬਲ, ਬਾਈਨਰੀ, ਦੋਹਰਾ","দ্বি-চলক, বাইনাৰী, দ্বৈত"
"ਬਾਈਨਰੀ ਕੋਡ, ਬਾਈਨਰੀ ਕੋਡ","বাইনাৰী ক&#39;ড, বাইনাৰী ক&#39;ড"
"ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ, ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ","বাইনাৰী ক&#39;ড কৰা দশমিক, বাইনাৰী ক&#39;ড কৰা দশমিক"
ਬਾਈਨਰੀ ਇੰਕੋਡਿੰਗ,বাইনাৰী এনকোডিং
ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ,বাইনাৰী কম্পিউটাৰ
ਬਾਈਨਰੀ ਨੰਬਰ,বাইনাৰী সংখ্যা
ਬਾਈਨਰੀ ਕਾਰਵਾਈ,বাইনাৰী অপাৰেচন
ਬਾਈਨਰੀ ਢੰਗ,বাইনাৰী পদ্ধতি
ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ,বাইনাৰী চলক
ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ,দ্বিপদ সহগ
ਬਾਇਨੋਮੀਅਲ ਵੰਡ,দ্বিপদ বিতৰণ
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,দ্বিপদ সমীকৰণ
ਬਾਇਨੋਮੀਅਲ ਵਿਭਿੰਨਤਾ,দ্বিপদ ভ্যাৰিয়েন্স
ਦੋਨੋਮੀ ਸਮੀਕਰਨ,দ্বিপদ অভিব্যক্তি
ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,দ্বিপদ ৰেণ্ডম চলক
ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ,দ্বিপদ উপপাদ্য
"ਅੱਧਾ, ਵਿਭਾਜਨ","আধা, bifurcation"
"ਦੋ-ਭਾਗ ਵਿਧੀ, ਅਰਧ-ਵਿਭਾਜਨ ਵਿਧੀ","bisect পদ্ধতি, অৰ্ধবিভাজন পদ্ধতি"
ਅੱਧਾ ਬਾਈਸੈਕਟਰ,হাফ বাইছেক্টৰ
"ਬਾਇਨੋਮੀਅਲ, ਦੁਵੱਲਾ","দ্বিপদ, দ্বৈত"
"ਦ੍ਵਯੰਕ (ਬਾਈਨਰੀ ਸੰਖਿਆ), ਅਨੀ, ਬਰਮੀ, ਟੁਕ","ড্ৱায়াংক (বাইনাৰী সংখ্যা), অনি, বাৰ্মিজ, টুক"
binomial binomial distribution binomial,দ্বিপদ দ্বিপদ বিতৰণ দ্বিপদ
ਬਾਇਵਾਰੀਏਟ ਸਹਿ-ਸਬੰਧ ਗੁਣਾਂਕ,দ্বিচলকীয় সম্পৰ্ক সহগ
ਦੋ-ਪੱਖੀ ਵੰਡ,দ্বিচলকীয় বিতৰণ
bivariate ਸਧਾਰਨ-ਵੰਡ,দ্বিচলকীয় স্বাভাৱিক-বিতৰণ
bivector,বাইভেক্টৰ
ਬੋਲਟਮੈਨ ਸਮੀਕਰਨ,বোল্টমেন সমীকৰণ
ਬੁਲੀਅਨ ਅਲਜਬਰਾ*,বুলিয়ান বীজগণিত*
ਬੋਸ-ਆਈਨਸਟਾਈਨ ਦੇ ਅੰਕੜੇ,বস-আইনষ্টাইন পৰিসংখ্যা
ਸੀਮਾ ਪਾਬੰਦੀਆਂ,সীমাবদ্ধতা নিষেধাজ্ঞা
ਸੀਮਾ ਪੱਧਰ,সীমা স্তৰ
ਸੀਮਾ ਰੇਖਾ,সীমাৰেখা
ਸੀਮਾ ਮੁੱਲ,সীমা মূল্য
