Punjabi,Hindi
ਲਈ ਖਾਤਾ,"कारण बताना, लेखा-जोखा देना"
ਖਾਤਾ ਸਿਰ,लेखा-शीर्ष
ਇਕੱਠਾ ਕੀਤਾ ਲਾਭ,प्रोद्‌भूत हितलाभ
ਇਕੱਠੀ ਕੀਤੀ ਪੈਨਸ਼ਨ,प्रोद्‌भूत पेन्शन
ਇਕੱਠਾ,"संचय, संचयन"
ਸ਼ੁੱਧਤਾ,"यथार्थता, परिशुद्‌धता"
ਸਹੀ,"यथार्थ, सही, परिशुद्‌ध"
ਦੋਸ਼ ਲਾਉਂਦਾ ਹੈ,अभियोग लगाना
ਦੋਸ਼ੀ,अभियुक्‍त
ਪ੍ਰਾਪਤੀ,उपलब्‍धि
ਪ੍ਰਵਾਨਗੀ,"पावती, प्राप्‍ति सूचना, अभिस्वीकृति"
ਬਣ ਰਹੇ,"पावती पत्र, रसीदी"
ਜਾਣ-ਪਛਾਣ,"(व्यक्‍ति) परिचित, परिचय"
ਗ੍ਰਹਿਣ,"अधिग्रहण, अर्जन"
ਬਰੀ,"भुगतान, भरपाई, निस्तारण"
ਐਕਟ,"कार्य, कृत्य, अधिनियम"
ਅਦਾਕਾਰੀ ਭੱਤਾ,कार्यकारी भत्‍ता
ਕਾਰਵਾਈ,"कार्रवाई, क्रिया, कार्य, संघर्ष"
ਕਾਰਵਾਈ ਜੁਗਤ,कार्य योजना
ਕਿਰਿਆਸ਼ੀਲ,सक्रिय
ਸਰਗਰਮੀ ਨਾਲ,"सक्रियता से, सक्रियतापूर्वक"
ਕਾਰਜਕਰਤਾ,"कर्मठ कार्यकता, सक्रियतावादी"
ਰੱਬ ਦਾ ਕੰਮ,दैव कृत्य
ਦੁਰਵਿਵਹਾਰ ਦਾ ਕੰਮ,कदाचार
ਕਮਿਸ਼ਨ ਅਤੇ ਗਲਤੀ ਦਾ ਕੰਮ,भूल-चूक
ਅਸਲ,वास्तविक
ਅਸਲ,वास्तविक आंकडे
ਅਨੁਕੂਲਤਾ,"अनुकूलन, रूपांतर"
ਜੋੜ,"योग, जोड़, परिवर्धन"
ਅਤਿਰਿਕਤ ਚਾਰਜ,अतिरिक्‍त प्रभार
ਵਾਧੂ ਫੰਡ,अतिरिक्‍त निधि
ਅਤਿਰਿਕਤ ਗ੍ਰਾਂਟ,अतिरिक्‍त अनुदान
ਵਧੀਕ ਜਾਣਕਾਰੀ,"अतिरिक्‍त सूचना, अतिरिक्‍त जानकारी"
ਵਾਧੂ ਤਨਖਾਹ,अतिरिक्‍त वेतन
ਜੋੜ ਅਤੇ ਤਬਦੀਲੀ,परिवर्तन-परिवर्धन
ਪਤਾ,"पता, अभिभाषण, संबोधन, संबोधित करना, मानपत्र, विचार करना"
ਐਡਰੈਸਸ,"पाने वाला, प्रेषिती"
ਸਵਾਗਤ ਦਾ ਪਤਾ,अभिनंदन पत्र
ਕਾਫ਼ੀ,पर्याप्‍त
ਦਾ ਪਾਲਣ ਕਰੋ,"पर दृढ़ रहना, पर जमे रहना"
ਐਡ ਹੋਕ,तदर्थ
ਐਡਹਕ ਕਲੇਮ,तदर्थ दावा
ਐਡਹੌਕ ਕਮੇਟੀ,तदर्थ समिति
ਐਡਹੌਕ ਵਾਧਾ,तदर्थ वृद्‌धि
ਐਡਹੌਕ ਭੁਗਤਾਨ,तदर्थ भुगतान
ਨਾਲ ਲੱਗਦੀ,‍पार्श्‍वस्थ
ਨਾਲ ਲੱਗਦੀ (= ਸੰਜੋਗ),"लगा होना, सटा होना"
ਮੁਲਤਵੀ,स्थगन
ਮੁਲਤਵੀ ਮੋਸ਼ਨ,"स्थगन प्रस्ताव, काम रोको प्रस्ताव"
ਇਜਾਜ਼ਤ,न्यायनिर्णीत करना
ਨਿਰਣਾਇਕ,न्यायनिर्णय करना
ਨਿਰਣਾ,न्यायनिर्णयन
ਨਿਰਣਾਇਕ,न्यायनिर्णायक
ਵਿਵਸਥਾ,समायोजन
ਪ੍ਰਬੰਧਿਤ,"प्रशासन करना, देना, दिलाना, व्यवस्था करना"
ਸਹੁੰ ਪ੍ਰਬੰਧ,शपथ दिलाना
ਪ੍ਰਸ਼ਾਸਨ,प्रशासन
ਜਸਟਿਸ ਦਾ ਪ੍ਰਬੰਧਨ,न्याय-प्रशासन
ਪ੍ਰਬੰਧਕੀ,प्रशासनिक
ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ,प्रशासनिक कार्रवाई
ਪ੍ਰਬੰਧਕੀ ਮੁੱਲ,प्रशासनिक मूल्यांकन
ਪ੍ਰਬੰਧਕੀ ਪ੍ਰਵਾਨਗੀ,प्रशासनिक अनुमोदन
ਪ੍ਰਬੰਧਕੀ ਅਥਾਰਟੀ,प्रशासनिक प्राधिकारी
ਪ੍ਰਬੰਧਕੀ ਨਿਯੰਤਰਣ,प्रशासनिक नियंत्रण
ਪ੍ਰਬੰਧਕੀ ਫੈਸਲਾ,प्रशासनिक निर्णय
ਪ੍ਰਬੰਧਕੀ ਵਿਭਾਗ,प्रशासकीय विभाग
ਪ੍ਰਬੰਧਕੀ ਸਿਰ,प्रशासनिक प्रधान
ਪ੍ਰਬੰਧਕੀ ਹੈੱਡਕੁਆਰਟਰ,प्रशासनिक मुख्यालय
ਪ੍ਰਬੰਧਕੀ ਉਪਾਅ,प्रशासनिक उपाय
ਪ੍ਰਬੰਧਕੀ ਪਾਵਰ,"प्रशासी शक्‍ति, प्रशासनिक शक्ति"
ਪ੍ਰਬੰਧਕੀ ਮਨਜੂਰੀ,प्रशासनिक मंजूरी
ਪ੍ਰਬੰਧਕੀ ਤਕਨੀਕ,"प्रशासन तकनीक, प्रशासनिक प्रविधि"
ਪ੍ਰਬੰਧਕੀ ਟ੍ਰਿਬਿ al ਨਲ,प्रशासनिक अधिकरण
ਮੰਨਣਯੋਗਤਾ,ग्राह्‌यता: स्वीकार्यता
ਮੰਨਣਯੋਗ ਖਰਚ,ग्राह्‌य व्यय
ਮੰਨ ਲਓ,"प्रवेश करने देना, अंदर आने देना, स्वीकार करना, प्रविष्‍ट करना, दाखिल करना, दाखिला देना"
ਐਡਮਿਟ ਕਾਰਡ,"प्रवेश पत्र, प्रवेश पत्रक"
ਦਾਖਲ,"प्रविष्‍ट दाखिल, स्वीकृत"
ਅਸ਼ੁੱਧ,भर्त्‍सना करना
ਗੋਦ,दत्‍तक
ਗੋਣਾਟਰ,दत्‍तकगृहीता
ਗੋਦ ਲੈਣਾ,"अंगीकरण, दत्‍तक-ग्रहण"
ਬਾਲਗ,"प्रौढ, वयस्क"
ਵਿਭਚਾਰ,"अपमिश्रण, मिलावट"
ਵਿਭਚਾਰ,जारकर्म
ਬਾਲਗ ਫਰੈਂਚਾਇਜ਼ੀ,वयस्क मताधिकार
ਐਡ ਵੈਲੋਰਮ ਡਿ duty ਟੀ,यथामूल्य शुल्क
ਪੇਸ਼ਗੀ,"अग्रिम, पेशगी"
ਐਡਵਾਂਸ ਬੁਕਿੰਗ,अग्रिम बुकिंग
ਐਡਵਾਂਸ ਕਾਪੀ,अग्रिम प्रति
ਪੇਸ਼ਗੀ ਵਾਧਾ,अग्रिम  वृद्‌धि
ਪੇਸ਼ਗੀ ਭੁਗਤਾਨ ਦੀ,"अग्रिम अदायगी, अग्रिम भुगतान"
ਗਲਤ ਪ੍ਰਵੇਸ਼,"प्रतिकूल इंदराज, प्रतिकूल प्रविष्‍टि"
ਗਲਤ ਟਿੱਪਣੀ,प्रतिकूल अभ्युक्‍ति
ਗਲਤ ਰਿਪੋਰਟ,प्रतिकूल रिपोर्ट
ਇਸ਼ਤਿਹਾਰ,विज्ञापन
ਸਲਾਹ,"सलाह, सूचना, संज्ञापन"
ਭੁਗਤਾਨ ਦੀ ਸਲਾਹ,"भुगतान सूचना, भुगतान-संज्ञापन"
ਸਲਾਹਕਾਰ ਕਮੇਟੀ,सलाहकार समिति
ਸਲਾਹਕਾਰ ਪਰਿਸ਼ਦ,सलाहकार परिषद्
ਐਡਵੋਕੇਟ,"अधिवक्‍ता, एडवोकेट, पक्ष-समर्थक"
ਮਾਮਲੇ,"कार्य, मामले"
ਹਲਫੀਆ ਬਿਆਨ,"शपथपत्र, हलफ़नामा"
ਮਾਨਤਾ,संबंधन
ਪੁਸ਼ਟੀਕਰਣ,"अभिपुष्‍टि, प्रतिज्ञान"
ਸਕਾਰਾਤਮਕ,सकारात्मक
ਬਰਦਾਸ਼ਤ,"समर्थ होना, प्रदान करना, दे सकना"
ਉਪਰੋਕਤ,पूर्वोक्‍त
ਅਫਰੇਸ਼,नए सिरे से
ਦੇ ਵਿਰੁੱਧ,"विरुद्‌ध, के प्रति, के सामने, के सम्मुख, की तुलना में"
ਉਮਰ,"आयु, उम्र, युग"
ਉਮਰ ਦਾ ਸਰਟੀਫਿਕੇਟ,आयु प्रमाणपत्र
ਦੁਖੀ ਲਈ ਉਮਰ,मताधिकार आयु
ਉਮਰ ਸੀਮਾ,आयु सीमा
ਏਜੰਸੀ,"अभिकरण, एजेंसी"
ਏਜੰਡਾ,कार्यसूची
ਰਿਟਾਇਰਮੈਂਟ ਦੀ ਉਮਰ,सेवानिवृत्‍ति आयु
ਪੂਰਕ ਦੀ ਉਮਰ,अधिवर्षिता आयु
ਇਕੱਤਰਤਾ,"समुच्चय, समूह"
ਦੁਖਦਾਈ,व्यथित
ਅੰਦੋਲਨ,आंदोलन
ਏਜੀਐਮ,"वार्षिक महासभा, वार्षिक आमसभा"
ਸਮਝੌਤਾ,"क़रार, अनुबंध, सहमति, रजामंदी"
ਸਮਝੌਤਾ ਫਾਰਮ,"क़रारनामा, अनुबंध पत्र"
ਖੇਤੀ ਬਾੜੀ,कृषि
ਖੇਤੀ-ਉਦਯੋਗ,कृषि-उद्‌योग
ਸਹਾਇਤਾ,"सहायता, मदद"
ਅਲਾਰਮ,"आपद संकेत, खतरे का संकेत, अलार्म"
ਚੇਤਾਵਨੀ,सजगता
ਉਪਨਾਮ,"उपनाम, उर्फ़ (क्रि.वि.)"
ਇਲਜ਼ਾਮ,अभिकथन
ਵਫ਼ਾਦਾਰੀ,निष्ठा
ਗਠਜੋੜ,मैत्री
ਸਹਿਯੋਗੀ ਸੇਵਾਵਾਂ,सम्बद्‌ध सेवाएं
ਸਾਰੇ ਸੰਮਲਿਤ ਲਾਗਤ,सर्वसमावेशी लागत
ਸਾਰੇ ਭਾਰਤ ਸੇਵਾਵਾਂ,अखिल भारतीय सेवा
ਅਲਾਟਮੈਂਟ,नियतन
ਅਲਾਟਮੈਂਟ,आबंटन
ਅਲਾਟਮੈਂਟ ਪੱਤਰ,आबंटन-पत्र
ਅਲਾਟੀਟੀ,आबंटिति
ਮਨਜ਼ੂਰ,"अनुज्ञेय, अनुमतियोग्य"
ਮਨਜ਼ੂਰ ਖਰਚੇ,"अनुज्ञेय व्यय, अनुमतियोग्य व्यय"
ਇੱਕ ਅਪੀਲ ਦੀ ਆਗਿਆ ਦਿਓ,अपील मंजूर करना
ਭੱਤਾ,"भत्‍ता, छूट"
ਸਾਰੇ ਹੱਕ ਰਾਖਵੇਂ ਹਨ,सर्वाधिकार सुरक्षित
ਵਰਣਮਾਲਾ ਕ੍ਰਮ,"वर्णक्रम, अकारादिक्रम"
ਗਰੈਟਰਕੇਸ਼ਨ,कहासुनी
ਵਿਕਲਪਿਕ,"एकांतर, विकल्पी"
ਵਿਕਲਪਿਕ,"विकल्प, वैकल्पिक"
ਏਕੀਕਰਨ,समामेलन
ਸੋਧਿਆ ਖਰੜਾ,"संशोधित मसौदा, संशोधित प्रारूप"
ਸੋਧ,संशोधन
ਸਹੂਲਤ,सुख-सुविधा
ਅਮਲ,"सौहार्दपूर्ण, मैत्रीपूर्ण"
ਬਾਰੂਦ,गोला-बारूद
ਕਰਜ਼ੇ ਦਾ ਅਮੋਰਾਈਜ਼ੇਸ਼ਨ,"ऋण परिशोधन, ऋण मुक्‍ति"
ਦੀ ਰਕਮ,"राशि, रक़म, मात्रा"
ਪੈਨਸ਼ਨ ਦੀ ਮਾਤਰਾ,पेन्शन राशि
ਸਮਾਨ ਪੋਸਟ,अनुरूप पद
ਵਿਸ਼ਲੇਸ਼ਣ,विश्‍लेषण
ਵਿਸ਼ਲੇਸ਼ਣ ਅਧਿਐਨ,विश्‍लेषणात्मक अध्ययन
ਪੂਰਵਜ,पूर्वज
ਸਹਾਇਕ ਉਦਯੋਗ,अनुषंगी उद्‌योग
ਵੈਰ,बैर
ਅਨੁਲੱਗ,संलग्नक
ਵਰ੍ਹੇਗੰ,वर्षगांठ
ਘੋਸ਼ਣਾ,"उद्‌घोषण, ऐलान, आख्यापन"
ਨਾਰਾਜ਼ਗੀ,"खिन्‍नता, चिढ, खीज"
ਸਾਲਾਨਾ ਵਿੱਤੀ ਬਿਆਨ,वार्षिक वित्‍तीय विवरण
ਸਾਲਾਨਾ ਰਿਪੋਰਟ,वार्षिक रिपोर्ट
ਐਨੂਅਟੀ,वार्षिकी
ਅਗਿਆਤ,"अनाम, गुमनाम"
ਅਗਿਆਤ ਸ਼ਿਕਾਇਤ,गुमनाम शिकायत
ਜਵਾਬ,जवाबदेही
ਜਵਾਬ ਸ਼ੀਟ,उत्‍तर पत्रक
ਵਿਰੋਧੀ,विरोधी
ਅਨੌਖੇ,पूर्ववृत्‍त
ਅਨੁਮਾਨਤ ਖਰਚੇ,प्रत्याशित व्यय
ਅਨੁਮਾਨਤ ਆਮਦਨੀ,प्रत्याशित आय
ਉਮੀਦ,"प्रत्याशा, पूर्वानुमान"
ਅਗਾ .ਂ ਜ਼ਮਾਨਤ,अग्रिम ज़मानत
ਭ੍ਰਿਸ਼ਟਾਚਾਰ ਵਿਰੋਧੀ ਉਪਾਅ,भ्रष्‍टाचार-निरोधक उपाय
ਐਂਟੀ-ਡੰਪਿੰਗ,"प्रति-पाटन, पाटन-निरोधी"
ਪੁਰਾਣੀ,पुरावस्तु
ਨਸਲਵਾਦ,रंगभेद
ਉਦਾਸੀ,उदासीनता
ਸੁਪਰੀਮ ਬਾਡੀ,शीर्ष निकाय
ਮੁਆਫੀ,क्षमायाचना
ਅਪੀਲ,"अपील, अपील करना"
ਦਿੱਖ,"हाजि़री, उपसंजाति, रूप"
ਭੁੱਖ,तुष्‍टीकरण
ਅਪੀਲ ਟ੍ਰਿਬਿ al ਨਲ,अपील अधिकरण
ਅੰਤਿਕਾ,परिशिष्‍ट
ਉਪਕਰਣ,उपयंत्र
ਲਾਗੂ,"अनुप्रयोज्य, लागू"
ਬਿਨੈਕਾਰ,आवेदक
ਐਪਲੀਕੇਸ਼ਨ,"आवेदन, अर्ज़ी, अनुप्रयोग, लागू होना"
ਅਰਜ਼ੀ ਫਾਰਮ,"आवेदन पत्र, अर्ज़ी"
ਲਾਗੂ ਕੀਤਾ,अनुप्रयुक्‍त
ਲਾਗੂ ਕਰੋ,"आवेदन करना, अर्जी देना, लागू करना, लागू होना, अनप्रयुक्‍त होना"
ਨਿਯੁਕਤ,नियुक्‍त व्यक्‍ति
ਨਿਯੁਕਤ ਕਰਨ ਦਾ ਅਧਿਕਾਰ,नियुक्‍ति प्राधिकारी
ਨਿਯੁਕਤੀ,नियुक्‍ति
ਮੁਲਾਕਾਤ ਪੱਤਰ,नियुक्‍ति पत्र
ਮੰਤਰੀ ਮੰਡਲ ਦੀ ਨਿਯੁਕਤੀਆਂ ਕਮੇਟੀ,मंत्रीमंडलीय नियुक्‍ति समिति
ਤਨਖਾਹ ਦੀ ਵੰਡ,मजदूरी प्रभाजन
ਮੁਲਾਂਕਣ,"मूल्यनिरूपण, आंकना"
ਮੁਲਾਂਕਣ,मूल्यांक
ਕਦਰ,"सराहना, वृद्‌धि"
ਖਦਸ਼ਾ,"पकड़ा जाना, गिरफ़्तारी, बोध, समझ, आशंका"
ਅਪ੍ਰੈਂਟਿਸ,शिक्षु
ਪਹੁੰਚ,"पहुंच, उपगम, उपमार्ग, दृष्‍टिकोण"
ਉਚਿਤ,"उपयुक्‍त, उचित, विनियोजन करना"
ਉਚਿਤ ਕਾਰਵਾਈ,उचित कार्रवाई
ਉਚਿਤ ਸਿਰ,उपयुक्‍त शीर्ष
ਨਿਰਧਾਰਤ,विनियोजन
ਮਨਜ਼ੂਰੀ,अनुमोदन
ਲਗਭਗ,"लगभग, सन्‍निकट"
ਯੋਗਤਾ ਟੈਸਟ,"अभिक्षमता परीक्षा, रुझान परीक्षण"
ਮਨਮਾਨੀ,मनमाना
ਆਰਬਿਟਰੇਟ,मध्यस्थता करना
ਆਰਬਿਟਰੇਸ਼ਨ,"विवाचन, माध्यस्थम्"
ਆਰਬਿਟਰੇਸ਼ਨ ਟ੍ਰਿਬਿ al ਨਲ,माध्यस्थम् अधिकरण
ਆਰਬਿਟਰੇਟਰ,"विवाचक, मध्यस्थ"
ਆਰਕੀਟੈਕਚਰ,वास्तुकला
ਪੁਰਾਲੇਖ,अभिलेखागार
ਖੇਤਰ,"क्षेत्र, क्षेत्रफल"
ਖੇਤਰ ਹੈੱਡਕੁਆਰਟਰ,"क्षेत्र मुख्यालय, क्षेत्रीय मुख्यालय"
ਦਲੀਲ,"तर्क, बहस"
ਪੈਦਾ,"उठना, उद्‌भूत होना, पैदा होना"
ਸੁਰਖਿਆ ਬਲ,"सशस्त्र बल, सशस्त्र सेनाएं"
ਪ੍ਰਬੰਧ,"व्यवस्था, विन्यास, प्रबंध"
ਬਰੀਅਰ,बक़ाया
ਅਰੇਅਰ ਬਿਆਨ,बक़ाया विवरण
ਆਗਮਨ ਰਿਪੋਰਟ,आगमन रिपोर्ट
ਹੰਕਾਰ,"दंभ, अक्खड़पन"
ਅਰਸੇਨਲ,"आयुधागार, शास्त्रागार"
ਲੇਖ,"अनुच्छेद, वस्तु, लेख"
ਐਸੋਸੀਏਸ਼ਨ ਦੇ ਲੇਖ,संस्था के अंतर्नियम
ਲੇਖ,नियमावली
ਚੜ੍ਹਦੇ ਕ੍ਰਮ,आरोही क्रम
ਪਤਾ ਲਗਾਓ,अभिनिश्‍चित करना
ਜਿਵੇਂ ਕਿ ਕਿੱਥੇ ਹੈ,जैसा है जहाँ है
ਪਹਿਲੂ,"पहलू, पक्ष, दृष्‍टि"
ਦਾਖਲਾ,लांछन
ਕਤਲ,"हत्या, हनन"
ਹਮਲਾ,हमला
ਇਕੱਠਾ ਕਰਨ ਯੋਗ,"जुटना, एकत्र होना, इकट्ठा होना, जोड़ना, सम्मिलित करना, एकत्र करना"
ਅਸੈਂਬਲੀ,"सभा, जमाव"
ਸਹਿਮਤੀ,अनुमति
ਦਾਅਵਾ ਕਰੋ,"दृढ़ता से कहना, जोर देकर कहना"
ਮੁਲਾਂਕਣ,निर्धारिती
ਮੁਲਾਂਕਣ,निर्धारण
ਮੁਲਾਂਕਣ ਸਾਲ,निर्धारण वर्ष
ਮੁਲਾਂਕਣ ਕਰਨ ਵਾਲਾ,"कर-निर्धारक, असेसर"
ਸੰਪਤੀ,परिसंपत्‍ति
Assigneee,समनुदेशिती
ਅਸਾਈਨਮੈਂਟ,"समनुदेशन, सुपुर्द काम"
ਅਸਾਈਨਟਰ,समनुदेशक
ਸਹਾਇਤਾ,"सहायता, मदद"
ਸਹਿਯੋਗੀ,"सह, सहयुक्‍त, सम्मिलित करना, सहयुक्‍त करना"
ਐਸੋਸੀਏਸ਼ਨ,"संघ, संगम, संबंध, साहचर्य"
ਚਾਰਜ ਦੀ ਧਾਰਨਾ,कार्यभार-ग्रहण
ਭਰੋਸਾ,"आश्‍वासन, बीमा, हस्तांतरण पत्र"
ਅਸ਼ੋਰੈਂਸ ਕੰਪਨੀ,बीमा कंपनी
ਭਰੋਸਾ,आश्‍वस्त करना
ਛੂਟ 'ਤੇ,बट्टे पर
ਪਰਮਾਣੂ ਸ਼ਕਤੀ,परमाणु शक्‍ति
ਬਰਾਬਰ ਵਿਚ,सममूल्य पर
ਪ੍ਰੀਮੀਅਮ 'ਤੇ,"बढ़े मूल्य पर, अधिमूल्य पर, प्रीमियम पर"
ਅਟੈਚ ਕਰੋ,"साथ लगाना, संलग्न करना, कुर्की करना"
ਨੱਥੀ ਦਫ਼ਤਰ,संलग्न कार्यालय
ਲਗਾਵ,"संलग्नक, कुर्की"
ਅਟੈਚਮੈਂਟ ਆਰਡਰ,कुर्की आदेश
ਪ੍ਰਾਪਤੀ,"लब्धि, प्राप्‍ति"
ਕੋਸ਼ਿਸ਼,"प्रयत्‍न करना, प्रयत्‍न"
ਹਾਜ਼ਰੀ,"उपस्थिति, हाजि़री"
ਹਾਜ਼ਰੀ ਰਜਿਸਟਰ,"उपस्थिति पंजी, हाजि़री रजिस्टर"
ਹਾਜ਼ਰੀ ਤਿਲਕ,उपस्थिति पर्ची
ਧਿਆਨ,"ध्यान, सावधान"
ਤਸਦੀਕ,"अनुप्रमाणन, तसदीक़"
ਪ੍ਰਮਾਣਿਤ ਕਾੱਪੀ,"अनुप्रमाणित प्रति, साक्ष्यांकित प्रति"
ਰਵੱਈਆ,अभिवृत्‍ति
ਆਕਰਸ਼ਕ ਤਨਖਾਹ,आकर्षक वेतन
ਨਿਲਾਮੀ,नीलामी
ਨਿਲਾਮੀ,नीलामकर्ता
ਨਿਲਾਮੀ ਵਿਕਰੀ,नीलामी बिक्री
ਹਾਜ਼ਰੀਨ,"श्रोता, दर्शक, सुनवाई, दर्शन"
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਡਿਸਪਲੇਅ,दृश्य-श्रव्य प्रदर्श
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਪ੍ਰਚਾਰ,दृश्य-श्रव्य प्रचार
ਆਡਿਟ,"लेखापरीक्षा, संपरीक्षा"
ਆਡਿਟ ਕੀਤੇ ਖਾਤੇ,"परीक्षित लेखा, संपरीक्षित लेखा"
ਆਡਿਟ ਬੈਲੇਂਸ ਸ਼ੀਟ,समपरीक्षित तुलनपत्र
ਆਡਿਟਿੰਗ,लेखा परीक्षण
ਆਡਿਟ ਇਤਰਾਜ਼,लेखापरीक्षा आपत्‍ति
ਆਡੀਟਰ ਦੀ ਰਿਪੋਰਟ,लेखापरीक्षक की रिपोर्ट
ਆਡੀਟੋਰੀਅਮ,प्रेक्षागृह
ਆਡਿਟ ਪੈਰਾ,लेखापरीक्षा पैरा
ਆਡਿਟ ਰਿਪੋਰਟ,लेखापरीक्षा रिपोर्ट
ਤਪੱਸਿਆ,मितोपभोग
ਤਪੱਸਿਆ ਉਪਾਅ,मितोपभोग उपाय
ਪ੍ਰਮਾਣਿਕ,प्रामाणिक
ਅਧਿਕਾਰਤ ਪ੍ਰਤੀਨਿਧੀ,प्राधिकृत प्रतिनिधि
ਅਧਿਕਾਰਤ,"प्राधिकृत, प्राधिकारिक"
ਅਧਿਕਾਰ,"(व्यक्‍ति) प्राधिकारी, प्राधिकार, प्राधिकरण, अधिकारी विद्‌वान"
ਅਥਾਰਟੀ ਅੱਖਰ,प्राधिकार पत्र
ਅਧਿਕਾਰਤ,प्राधिकृत
ਅਧਿਕਾਰਤ ਪੂੰਜੀ,प्राधिकृत पूंजी
ਆਟੋਮੈਟਿਕ,स्वचालित
ਖੁਦਮੁਖਤਿਆਰੀ,स्वायत्‍त
ਖੁਦਮੁਖਤਿਆਰੀ ਸਰੀਰ,स्वायत्‍त निकाय
ਖੁਦਮੁਖਤਿਆਰੀ,स्वायत्‍तता
ਸਹਾਇਕ,सहायक
ਉਪਲੱਬਧ,"प्राप्य, उपलब्ध"
Average ਸਤ,"औसत, सामान्य"
Ratuver ਸਤ ਛੁੱਟੀ,औसत छुट्टी
ਘ੍ਰਿਣਾ,विरुचि
ਟਾਲਣਾ,बचा लेना
ਬਚਣ,"परिहार करना, परिवर्जन करना, से बचना"
ਟੈਕਸ ਤੋਂ ਪਰਹੇਜ਼ ਕਰੋ,कर देने से बचना
ਉਡੀਕ ਕੀਤੀ,प्रतीक्षित
ਪੁਰਸਕਾਰ,"पंचाट, अधिनिर्णय, पुरस्कार, प्रदान करना"
ਅਥਾਰਟੀ,अधिनिर्णयन प्राधिकारी
