Odiya,Marathi
1. ଏରୋମିଟର 2. ଏରୋମିଟର 3. ଏରୋମିଟର |,1. एरोमीटर 2. एरोमीटर 3. एरोमीटर
ଏରୋସୋଲ୍ |,एरोसोल
1. ପୁଷ୍ପମାଲ୍ୟ 2. ଗ୍ରୀଷ୍ମ ଶୋଇବା |,1. फुलणे 2. उन्हाळी सुप्तता
ରୋଗ ବିଜ୍ଞାନ,रोग विज्ञान
ବୃକ୍ଷରୋପଣ,वनीकरण
1. ଉତ୍ତେଜନା 2. ଅଶାନ୍ତିରତା |,1. आंदोलन 2. अशांतता
ଆଗମାର୍କ |,Agmark
1. ଜମି ସମ୍ବନ୍ଧୀୟ 2. କୃଷି,1. जमिनीशी संबंधित 2. कृषी
କୃଷି ଚିକିତ୍ସାଳୟ,कृषी चिकित्सालय
1. କୃଷି ଶ୍ରମ 2. କୃଷି ଶ୍ରମ |,1. शेतमजूर 2. शेतमजूर
କୃଷି ମାର୍କେଟିଂ |,कृषी विपणन
କୃଷି ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,कृषी तंत्रज्ञान
1. କୃଷି 2. ଚାଷ 3. କୃଷି ବିଜ୍ଞାନ |,1. शेती 2. शेती 3. कृषी विज्ञान
କୃଷି ଜଙ୍ଗଲ,कृषी वनीकरण
କୃଷି ଜ odi ବ ବିବିଧତା |,कृषी जैवविविधता
କୃଷି ଜ organic ବିକ ତ୍ରୁଟି |,कृषी सेंद्रिय दोष
କୃଷି ଜୀବ ବିଜ୍ଞାନ |,कृषी जीवशास्त्र
କୃଷି-ଜଳବାୟୁ ବିବିଧତା |,कृषी-हवामान विविधता
agroclimatic ଜୋନ୍ ସୃଷ୍ଟି |,कृषी हवामान क्षेत्र निर्मिती
କୃଷି ଜଙ୍ଗଲ,कृषी वनीकरण
କୃଷି,कृषीशास्त्र
ଆଗ୍ରୋନୋମିକ୍,कृषीविषयक
କୃଷି ପାଳକ,कृषी खेडूत
ଫସଲ ପ୍ରକ୍ରିୟାକରଣ |,पीक प्रक्रिया
ଘାସ ବିଜ୍ଞାନ |,गवत विज्ञान
ଫସଲ ପ୍ରକାର |,पीक प्रकार
ଏପିଫାଇଟ୍ |,epiphyte
aikiochi ମାଟି |,aikiochi माती
ରଙ୍ଗ ଅନ୍ଧତା |,रंगाधळेपण
ଆଲଫିସୋଲ୍ |,अल्फिसोल
ଶାଗ,एकपेशीय वनस्पती
ଆଲଗା ରୋଗ,एकपेशीय वनस्पती रोग
କ୍ଷାର ଜଳ |,अल्कली पाणी
କ୍ଷାର,अल्कधर्मी
ବିକଳ୍ପ,पर्यायी
ଆଲେଲୋ କେମେଷ୍ଟ୍ରି |,allelo रसायनशास्त्र
ଆଲେଲେ,एलील
ଆଲେଲୋପାଥି,ऍलेलोपॅथी
ଭେଟି ଫସଲ |,वेठी पीक
ସମାପ୍ତି,पूर्णता
ଫର୍ଟିଲାଇଜେସନ୍,गर्भाधान
1. ଆପେକ୍ଷିକତା 2. ଆଲୋମେଟ୍ରି |,1. सापेक्षता 2. अॅलोमेट्री
ମଲ୍ଟିପ୍ଲୋଡି,मल्टिप्लॉइडी
1. ପାରାଜାଇଗୋସିଟି |,1. पॅराझिगोसिटी
1. ବ Year କଳ୍ପିକ ବର୍ଷ କାର୍ଯ୍ୟ 2. ବିକଳ୍ପ କାର୍ଯ୍ୟ |,1. पर्यायी वर्ष कार्य 2. पर्यायी कार्य
ବିକଳ୍ପ ଜମି ବ୍ୟବହାର |,पर्यायी जमिनीचा वापर
ପରିବେଶ,वातावरण
ସଂସ୍କାରକ,सुधारक
ମାଇଟୋସିସ୍,मायटोसिस
ଆମେନାନ୍,आमीनान
ଆମୋନିଅନ୍ |,अमोनियन
amniferous,amniferous
1. ପ୍ରଭାବହୀନ ଫର୍ମ 2. ଅରୁପି |,1. अप्रभावी रूप 2. अरुपी
ଆମ୍ଫିବିଆନ୍ ମିଶ୍ରଣ |,उभयचर मिश्रण
ଆମ୍ଫୋଟେରିକ୍ |,एम्फोटेरिक
ଷ୍ଟକପିଲିଂ |,साठा करणे
1. ଆନାଏରୋବିକ୍ 2. ଆନାଏରୋବିକ ଜୀବ |,1. ऍनेरोबिक 2. ऍनेरोबिक जीव
ହାପ୍ଲଏଡ୍ |,हॅप्लॉइड
କୋଣାର୍କ ବୃକ୍ଷ ରୋପଣ |,टोकदार लागवड
ପଶୁପାଳନ,पशुसंवर्धन
ପଶୁ ନିର୍ଗମନ,प्राण्यांचे मलमूत्र
ଜୀବନ୍ତ ଶକ୍ତି,जिवंत ऊर्जा
ଅସନ୍ତୁଷ୍ଟ |,विसंगत
ଏକ ବର୍ଷ ପୁରୁଣା ଉଦ୍ଭିଦ |,एक वर्ष जुनी वनस्पती
ବାର୍ଷିକ,वार्षिक
1. ଉତ୍କଣ୍ଠା 2. ପ୍ରଭାବ,1. परमानंद 2. तेज
ଆନ୍ଥ୍ରାକ୍ସ,ऍन्थ्रॅक्स
ଆନ୍ଥ୍ରୋପୋଜେନିକ୍ କାରକଗୁଡିକ |,मानववंशजन्य घटक
ବଞ୍ଚିବା,जगणे
1. ଆଣ୍ଟିବାୟୋଟିକ୍ 2 ଆଣ୍ଟିବାୟୋଟିକ୍ |,1. प्रतिजैविक 2. प्रतिजैविक
ଘୃଣ୍ୟ,तिरस्करणीय
ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |,अँटिऑक्सिडंट
ଆଣ୍ଟିଟୋକ୍ସିନ୍ |,अँटीटॉक्सिन
ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |,अनामिका
1. ଆପିଡ୍ 2. ମାହୁ 3. ଚେପା |,1. ऍफिड 2. महू 3. चेपा
ଉପର ଗୁଣ୍ଡ |,शीर्ष अंकुर
ଶିଖର ପ୍ରଭାବ,शिखर प्रभावीता
ମହୁମାଛି ପାଳନ,मधमाशी पालन
ସମଲିଙ୍ଗୀତା,लैंगिकता
ଆପୋପ୍ଟୋସିସ୍ |,apoptosis
ଅନୁକ୍ରମଣିକା,परिशिष्ट
ଭୋକ,भूक वाढवणारे
ପ୍ରୟୋଗ ହୋଇଛି |,लागू
ଜଳୀୟ ତୃଣ,जलीय तण
1. ବୃକ୍ଷ 2. ବୃକ୍ଷ ନିବାସୀ |,1. झाड 2. वृक्षवासी
ଶାଖା,शाखा
ପ୍ରୋଟୋବୋଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |,प्रोटोबोटॅनिकल रेकॉर्ड
ଜୋନ୍ ସଂଖ୍ୟା,झोन क्रमांक
1. କ୍ଷେତ୍ର 2. କ୍ଷେତ୍ର,1. क्षेत्रफळ 2. क्षेत्रफळ
ଶୁଖିଲା ଇକୋସିଷ୍ଟମ୍ |,कोरडे इकोसिस्टम
କୋଟିଲଡନ୍ |,cotyledon
ସ aur ରଭ |,सौरभ
ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |,सुगंधी वनस्पती
ସୁଗନ୍ଧିତ ଚାଉଳ |,सुवासिक तांदूळ
ଇକଶୁ ପୁଷ୍ପନ୍ |,इक्षु पुष्पन
ଆସେପ୍ଟିକ୍ |,ऍसेप्टिक
1. ଆସେପ୍ଟିକ୍ 2. ଆସେପ୍ଟିକ୍ |,1. ऍसेप्टिक 2. ऍसेप्टिक
ସମଲିଙ୍ଗୀ ପ୍ରଜନନ |,अलैंगिक पुनरुत्पादन
ଆକାର,आकार
ସମ୍ପତ୍ତି,मालमत्ता
1. ଆସ୍ମିଲେସନ୍ 2. ଆସ୍ମିଲେସନ୍ |,1. आत्मसात करणे 2. आत्मसात करणे
1. ଆସୋସିଏସନ 2. ଆସୋସିଏସନ,1. संघटना 2. संघटना
1. ସ୍ତମ୍ଭ 2. ଜ୍ୟୋତିଷ,1. स्तंभ 2. तुरटपणा
ହେଟେରୋଜାଇଗୋସିଟି |,heterozygosity
1. ପିତୃପୁରୁଷ 2. ଆଟାଭିଜିମ୍ |,1. पूर्वज 2. Atavism
କଣିକା,कण
1. ଅନିଶ୍ଚିତତା 2. ଦୁର୍ବଳତା |,1. पुष्टीकरण 2. कमजोरी
ଆତ୍ମ ଯୋଡି |,स्वत: ची जोडणी
ଅଟୋଲାଇସିସ୍,ऑटोलिसिस
1. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ 2. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ |,1. उत्स्फूर्त ऑक्सीकरण 2. उत्स्फूर्त ऑक्सीकरण
ସ୍ୱୟଂ ମଲ୍ଟିପ୍ଲେକ୍ସଡ୍ |,स्वत: मल्टिप्लेक्स
ଆକ୍ସିନ୍,ऑक्सिन
1. ହଲାନ୍ତୁ 2. ଟୋଡ୍ |,1. हादरले 2. टॉड
ଦଣ୍ଡବିଧାନ ଜୀବାଣୁ |,दंडात्मक व्हायरस
1. ବାକିଲସ୍ 2. ବାକିଲସ୍ |,1. बॅसिलस 2. बॅसिलस
1. ଜୀବାଣୁ 2. ଜୀବାଣୁ,1. जीवाणू 2. जीवाणू
ଜୀବାଣୁ ବିଷାକ୍ତ,जिवाणू विष
ବାଗାସେ |,बॅगासे
ତୂଳନା ପତ୍ର,ताळेबंद
ସନ୍ତୁଳିତ ସାର ବ୍ୟବହାର |,संतुलित खतांचा वापर
ବାର୍ ଗ୍ରାଫ୍ |,बार आलेख
ଭୁକିବା |,झाडाची साल
1. ବାରୋମିଟର 2. ବାରୋମିଟର |,1. बॅरोमीटर 2. बॅरोमीटर
1. ବଜର୍ 2. ଅଦୃଶ୍ୟ 3. ବନ୍ଧ୍ୟା |,1. बजर 2. जड 3. वांझ
1. ଆଧାର 2. ଆଧାର 3. କପଙ୍ଗ |,1. बेस 2. बेस 3. कपंग
1. ତାଲା 2. ବେସିନ |,1. तळा 2. खोरे
ତଲାବିସାରି |,तलाबिसरी
1. ବେସ୍ଟର୍ନମ୍ 2. ମୂଳ ଧାରକ |,1. बेसिस्टर्नम 2. रूट धारक
ଗଲ୍ଫ ମ so ସୁମୀ |,गल्फ मान्सून
ଫଳ ଉଦ୍ଭିଦ |,फळ वनस्पती
ଶଯ୍ୟା,पलंग
ଶଯ୍ୟା ଉଦ୍ଭିଦ |,बेड प्लांट
ଶଯ୍ୟା,बेडिंग
ବିଲା ଗୁଣ୍ଡ |,बीट मोलॅसेस
ଘଣ୍ଟି,घुंगरू
1. ଷ୍ଟ୍ରିପ୍ 2. ଭୂମି,1. पट्टी 2. भूप्रदेश
ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,नफा-खर्च विश्लेषण
ଆଶାକର୍ମୀ (ନମୁନା),इच्छुक (नमुना)
ଦ୍ୱି ବର୍ଷୀୟ ଉଦ୍ଭିଦ |,द्विवार्षिक वनस्पती
ଦ୍ୱିପାକ୍ଷିକ |,द्विपद
ବାୟୋଫାକ୍ଟର |,बायोफॅक्टर
ଜ bi ବିକ ଜଳବାୟୁ |,जैविक हवामान
ଜ o ବ ଶକ୍ତି |,जैव ऊर्जा
ଜୀବଜନ୍ତୁ ପରିବେଶ |,प्राणी पर्यावरणशास्त्र
1. ବାୟୋ-ପ୍ରୋସେସର୍ 2. ବାୟୋ-ରିଆକ୍ଟର |,1. बायो-प्रोसेसर 2. बायो-रिअॅक्टर
ଜ bi ବ ଜୀବ |,बायोस्फीअर
ବାୟୋଟିକ୍ |,जैविक
ପ୍ରାଣୀ,प्राणी
ଡିଭିଲିଙ୍ଗୀ |,दिविलिंगी
ଧାୱାଲାନ୍ |,धवलन
1. ପ୍ରଭାସନ୍ (ରୋଗ) 2. ଗୁଣ୍ଡ ରୋଗ |,1. प्रध्‍वसन (रोग) 2. गुस्‍त रोग
ମିଶ୍ରଣ,मिश्रण
1. ଅଙ୍ଗମାରି (ରୋଗ) 2. ବ୍ଲାଇଟ୍ (ରୋଗ),1. अंगमारी (रोग) 2. अनिष्ट (रोग)
1. ଫୁଲା 2. ଫୁଲା 3. ଉଦ୍ଗୀରଣ 4. ଫୁଲା |,1. फोड 2. फोड 3. उद्रेक 4. फोड
ନୀଳ ବିପ୍ଳବ |,निळी क्रांती
ପ୍ଲାନାର୍ ହିଟିଂ ଚାମ୍ବର |,प्लॅनर हीटिंग चेंबर
ପ୍ଲାନାର୍ ଗରମ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,प्लॅनर हीटिंग तंत्रज्ञान
କଞ୍ଚା |,कोंडा
ଶାଖା,शाखा
1. ଟ୍ୱିଗ୍ 2. ସବବ୍ରାଞ୍ଚ |,1. डहाळी 2. उपशाखा
ପ୍ରଜାତି,जाती
ପ୍ରଜନନ,पुनरुत्पादन
ଶୀଘ୍ର ଅଙ୍କୁର ଚିକିତ୍ସା |,लवकर उगवण उपचार
1. ଘନ 2. ଅଣ୍ଡା 3. ଭ୍ରୁଣ |,1. शावक 2. अंडी 3. गर्भ
ଅଙ୍କୁରିତ |,होतकरू
ବଜେଟ୍,बजेट
1. ଆମ୍ଫୋଟେରିକ୍ 2. ବଫର୍ |,1.अॅम्फोटेरिक 2. बफर
ମିଠା ଆଳୁ,रताळे
ବଣ୍ଟ (ରୋଗ),बंट (रोग)
1. ଉପ-ଉତ୍ପାଦ 2. ଉପ-ଉତ୍ପାଦ |,1. उप-उत्पादन 2. उप-उत्पादन
c ଆର୍ଦ୍ରତା ନିର୍ଦ୍ଦିଷ୍ଟ ବକ୍ର,c ओलावा तपशील वक्र
ତେଲ କେକ୍ |,तेल केक
1. ଚୂନ 2. କ୍ୟାଲସିୟମ୍ |,1. चुना 2. कॅल्शियम
କାଲସିଅନ୍ |,कॅल्शिअन
ଫସଫେଟ୍ ଅପସାରଣ |,फॉस्फेट काढणे
1. କିନାଟା 2. କାଲାଟା |,1. किनटा 2. कॅलाटा
1. କଲସ୍ 2. କିରଣ,1.कॉलस 2. किरण
1. କବରଗୁଡିକ 2. କାଲିକ୍ସ |,1. सेपल्स 2. कॅलिक्स
ବାହ୍ୟ ଶେଷ,बाह्य टोक
ଏଡା,इधा
କର୍କଟ (ଜୀବାଣୁ),कॅन्कर (जीवाणूजन्य रोग)
କ୍ୟାନିଂ |,कॅनिंग
ଆକାଶ,आकाश
ଅର୍ଥ,वित्त
ପ୍ରଦୂଷଣ (ଡିମ୍ବିରି),परागकण (अंजीराचे)
1. କ୍ୟାପସୁଲ୍ 2. କ୍ୟାପସୁଲ୍ 3. କ୍ୟାପସୁଲ୍ |,1. कॅप्सूल 2. कॅप्सूल 3. कॅप्सूल
ଅଙ୍ଗାରକାମ୍ଳ |,कार्बनयुक्त
ଅଙ୍ଗାରକାମ୍ଳ |,कार्बनन
କାରାପେସ୍ |,कॅरॅपेस
ବ୍ରେସଲେଟ୍,ब्रेसलेट
1. କାଷ୍ଟିଂ (ଲୁହା) 2. କିସିପି (କୀଟ),1. कास्टिंग (लोह) 2. क्षिती (कीटक)
କାଟାବୋଲିଜିମ୍ |,अपचय
ପ୍ରେରଣା,प्रलोभन
1. କୀଟପିଲା 2. କୀଟପିଲା |,1. सुरवंट 2. सुरवंट
c d। N. a। ସଂଗ୍ରହ,c d. एन. a संकलन
ପରିସର,श्रेणी
1. କକ୍ଷ 2. କକ୍ଷ,1. सेल 2. सेल
କେନ୍ଦ୍ରୀୟ ସାମ୍ନା ବ୍ୟବସ୍ଥା |,मध्यवर्ती फ्रंट सिस्टम
1. ବିନ୍ଦୁ 2. ଧ୍ୟାନ |,1. पॉइंट 2. फोकस
ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |,केंद्रापसारक
ସେଣ୍ଟ୍ରିଫୁଗ୍,अपकेंद्रित्र
ତାରା କେନ୍ଦ୍ର |,तारा केंद्र
epigenetic,epigenetic
କେନ୍ଦୁ ra ର,केंद्रजा
ଲୁମ୍,यंत्रमाग
1. ଶସ୍ୟ 2. କ୍ରମିକ |,1. तृणधान्ये 2. मालिका
1. ପ୍ରମାଣପତ୍ର 2. ପ୍ରମାଣପତ୍ର,1. प्रमाणन 2. प्रमाणन
ପ୍ରମାଣିତ ବିହନ |,प्रमाणित बियाणे
1. ନଡ଼ା 2. କୁଟି 3. ଶାଲକ ସାହାପାତ୍ର |,1. पेंढा 2. कुट्टी 3. शलक सहपात्रा
1. ନିବାଗ 2. କ ail ଲାଜା |,1. निभाग 2. कैलाजा
ଚିମୋଗ୍ରାଫି,किमोग्राफी
1. କିଆଜମା 2. ବ୍ୟସ୍ତ,1. कियाज्मा 2. व्यस्त
ସୁପରକୋଲିଂ ଘଣ୍ଟା |,सुपर कूलिंग तास
ବରଫର କ୍ଷତି |,दंव नुकसान
1. ଭିଚିରୋଟାକି 2. ଚିମେରା |,1. विचिरोटकी 2. चिमेरा
ସବୁଜ ପୋଖରୀ |,हिरवी लापशी
1. ପତ୍ର 2. ସବୁଜ,1. पर्णसंभार 2. हिरवा
ସିଆନୋସିସ୍ |,सायनोसिस
ଜ bi ବିକ ବଣ୍ଟନ ବିଜ୍ science ାନ |,जैविक वितरण विज्ञान
1. କ୍ରୋମାଟିଡସ୍ 2. ଅଧା କ୍ରୋମୋଜୋମ୍ |,1. क्रोमेटिड्स 2. अर्धा गुणसूत्र
କ୍ରୋମାଟିନ୍,क्रोमॅटिन
କ୍ରୋମାଟୋଗ୍ରାଫି |,क्रोमॅटोग्राफी
କ୍ରୋମାଟିନେସନ୍,क्रोमॅटिनलेशन
atrial point,अलिंद बिंदू
କ୍ରୋମାଟୋଜେନେସିସ୍,क्रोमेटोजेनेसिस
1. କ୍ରୋମୋପ୍ରୋଟେନ୍ 2. ପିଗମେଣ୍ଟ୍ରୋଟିନ୍ |,1. क्रोमोप्रोटीन 2. पिगमेंटप्रोटीन
1. କ୍ରୋମୋଜୋମ୍ 2. କ୍ରୋମୋଜୋମ୍ |,1. गुणसूत्र 2. गुणसूत्र
1. କ୍ରନିକ୍ 2. କ୍ରନିକ୍ 3. କ୍ରନିକ୍ 4. ପୁରୁଣା |,1. क्रॉनिक 2. क्रॉनिक 3. क्रॉनिक 4. अप्रचलित
citrange,सायरेंज
ପତିତପାବନ ପର୍ବ |,गडी बाद होण्याचा क्रम
ବର୍ଗୀକରଣ,वर्गीकरण
1. ମାଟି 2. ମାଟି,1. चिकणमाती 2. चिकणमाती
1. ସଫା କରିବା 2. ସ୍କ୍ରବିଂ 3. ସଫା କରିବା 4. ଶୁଦ୍ଧତା |,1. स्वच्छता 2. स्क्रबिंग 3. स्वच्छता 4. शुद्धीकरण
ସ୍ଥାୟୀ ପ୍ରଦୂଷଣ |,सतत परागण
କ୍ରୁଶବିହୀନ ଫଳ |,क्रूसिफेरस फळ
ଜଳବାୟୁ,हवामान
ଜଳବାୟୁ,हवामानशास्त्र
କେଶ,कातरणे
ଗୁଣ୍ଡ (ମାଟି),ढेकूळ (चिकणमाती)
କ୍ଲୋନ୍ |,क्लोन
1. କ୍ଲାଉଡ୍ 2. କ୍ଲାଉଡ୍ |,1.ढग 2.ढग
ump ୁଲା |,गठ्ठा
ଗୁଣ୍ଡ |,घड
1. କଠିନ 2. ରୁଗ୍ 3. କଞ୍ଚା 4. ରୁଗ୍ |,1. खडबडीत 2. उग्र 3. कच्चा 4. खडबडीत
1. କଭର 2. ଚମଡା,1. कव्हर 2. लेदररेट
କୋୟା,कोया
1. କୋଏନଜାଇମ୍ 2. କୋ-ଏନଜାଇମ୍ |,1. कोएन्झाइम 2. को-एंझाइम
ମିଳନ,एकसंधता
1. ଫାଇବର (ଜୁଟ୍ ଜଟ୍) 2. ନଡିଆ ନଡିଆ |,1. फायबर (ज्युट ज्यूट) 2. नारळ भरड
ମୁଲାନକୁର ଚୋଲା |,मुलंकुर चोळ
,
କୋଲଏଡ୍ (ମାଟି),कोलोइड (माती)
1. ସ୍ତମ୍ଭ 2. କଲୁମେଲା,1.स्तंभ 2.columella
1. ଦଣ୍ଡ 2. ସ୍ତମ୍ଭ 3. ସ୍ତମ୍ଭ,1. दंड 2. स्तंभ 3. स्तंभ
ଯୋଗାଯୋଗ,सहभागिता
ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ |,व्यावसायिक बँक
1. ଦ୍ରବ୍ୟ 2. ବାଣିଜ୍ୟ,1. वस्तू 2. व्यापारी माल
ସମ୍ପ୍ରଦାୟ,समुदाय
ସଙ୍କୋଚନ (ମାଟିର),कॉम्पॅक्शन (मातीचे)
1. ସୁସଙ୍ଗତତା 2. ସୁସଙ୍ଗତତା |,1. सुसंगतता 2. सुसंगतता
ସୁସଙ୍ଗତତା,सुसंगतता
1. କ୍ଷତିପୂରଣ 2. କ୍ଷତିପୂରଣ,1. भरपाई 2. भरपाई
ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |,स्पर्धात्मक संवाद
ଫସଲ ସପ୍ଲିମେଣ୍ଟ କରନ୍ତୁ |,पूरक पीक
1. କମ୍ପୋଜିଟ୍ 2. କମ୍ପ୍ଲେକ୍ସ,1.संमिश्र 2.जटिल
ବିଧାନସଭା,घटक
ରଚନା,रचना
କମ୍ପୋଷ୍ଟ,कंपोस्ट
ଯ ound ଗିକ ଆଗ୍ରହ |,चक्रवाढ व्याज
ଗଣନା,गणना
1. କମ୍ପ୍ୟୁଟର 2. କମ୍ପ୍ୟୁଟର,1. संगणक 2. संगणक
1. ଏକାଗ୍ରତା 2. ଏକାଗ୍ରତା,1. एकाग्रता 2. एकाग्रता
1. ଅପ୍ଟିମାଇଜର୍ 2. ପୁନର୍ଜୀବନ,1. अनुकूलक 2. पुनरुज्जीवन करणारा
କଣ୍ଡକ୍ଟିଭିଟି,वाहकता
1. ବିନ୍ୟାସ 2. ବିନ୍ୟାସ କରନ୍ତୁ,1. कॉन्फिगरेशन 2. कॉन्फिगरेशन
1. ଅନୁକୂଳତା 2. ବିନ୍ୟାସ 3. ସମାନତା |,1. अनुरूपता 2. कॉन्फिगरेशन 3. अनुरूपता
1. ଏକୀକରଣ 2. ହାଇବ୍ରିଡାଇଜେସନ୍ |,1. एकत्रीकरण 2. संकरीकरण
ସଂଯୋଗ,संयुग्मन
1. ଯୋଗୀ 2. ସଂଯୋଜକ |,1. जोडणारा 2. संयोजी
ସୁରକ୍ଷା,संरक्षण
ଏକୀକରଣ,एकत्रीकरण
1. ଉପାଦାନ 2. ଉପାଦାନଗୁଡ଼ିକ |,1.घटक 2. घटक
ଗ୍ରାହକ,ग्राहक
ବ୍ୟବହାର,वापर
ପ୍ରଦୂଷଣ,दूषित होणे
କଣ୍ଟୁର ରୋପଣ |,समोच्च लागवड
ବିଷୟବସ୍ତୁ ରେଖା |,समोच्च रेखा
1. ଚୁକ୍ତିନାମା ଚାଷ 2. ଚୁକ୍ତିନାମା ଚାଷ 3. ଚୁକ୍ତିନାମା ଚାଷ |,1. कॉन्ट्रॅक्ट फार्मिंग 2. कॉन्ट्रॅक्ट फार्मिंग 3. कॉन्ट्रॅक्ट फार्मिंग
ନିୟନ୍ତ୍ରିତ ବାୟୁମଣ୍ଡଳ ସଂରକ୍ଷଣ |,नियंत्रित वातावरणीय संचयन
ସମବାୟ ବ୍ୟାଙ୍କ,सहकारी बँक
ସମବାୟ ସମାଜର ସଦସ୍ୟ |,सहकारी संस्था सदस्य
ଗୁଲମାଭାନ୍ |,गुलमावन
କ୍ୟୁବ୍,चौकोनी तुकडे
1. ଡାଲପୁଞ୍ଜ 2. କରୋଲା |,1. दालपुंज 2. कोरोला
1. କର୍ଟେକ୍ସ 2. କର୍ଟେକ୍ସ,1. कॉर्टेक्स 2. कॉर्टेक्स
ମୂଲ୍ୟ,खर्च
କୋଟିଲଡନ୍ |,cotyledon
