Punjabi,Odiya
ਸਾਰੇ ਪਾਸ ਫਿਲਟਰ,ସମସ୍ତ ପାସ୍ ଫିଲ୍ଟର୍ |
ਮਿਸ਼ਰਤ ਜੰਕਸ਼ਨ,ମିଶ୍ରିତ ଜଙ୍କସନ |
ਧਿਆਨ,ଆଘାତ
ਬਦਲਵੇਂ ਮੌਜੂਦਾ,ବ current କଳ୍ପିକ କରେଣ୍ଟ୍ |
ਅੰਬੀਨਟ ਤਾਪਮਾਨ,ପରିବେଶର ତାପମାତ୍ରା |
ਬਾਈਪੋਲਰ,ଦ୍ୱିପାକ୍ଷିକ
ਵਾਧਾ,ବୃଦ୍ଧି
ਐਂਪਲੀਫਾਇਰ,ଏମ୍ପ୍ଲିଫାୟର୍
ਐਂਪਲੀਫਾਇਰ ਕੁਸ਼ਲਤਾ,ଏମ୍ପ୍ଲିଫାୟର୍ ଦକ୍ଷତା |
ਮਾਪ,ପରିମାପ
ਐਪਲੀਟਿਊਡ attenuation,ପ୍ରଶସ୍ତତା ଆଘାତ
ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਟਡ AM ਔਸਿਲੇਟਰ,ବିସ୍ତାର ମଡ୍ୟୁଲେଡ୍ ଏମ୍ ଓସିଲେଟର
ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਸ਼ਨ,ପ୍ରଶସ୍ତିକରଣ ମୋଡ୍ୟୁଲେସନ
ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਟਰ,ପ୍ରଶସ୍ତିକରଣ ମଡ୍ୟୁଲେଟର
ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ,ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |
ਐਨਾਲਾਗ ਸਰਕਟ,ଆନାଗଲ୍ ସର୍କିଟ୍ |
ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
ਐਨਾਲਾਗ ਫਿਲਟਰ,ଆନାଲଗ୍ ଫିଲ୍ଟର୍ |
ਐਨਾਲਾਗ ਮਲਟੀਮੀਟਰ,ଆନାଗଲ୍ ମଲ୍ଟିମିଟର |
ਐਨਾਲਾਗ ਸਵਿੱਚ,ଆନାଗଲ୍ ସୁଇଚ୍ |
ਅਤੇ ਗੇਟ,ଏବଂ ଫାଟକ |
ਕੋਣੀ ਬਾਰੰਬਾਰਤਾ,କୋଣ ଅନୁକୋଣ
"anion, anion","ଆୟନ, ଆୟନ"
ਐਨੀਲਿੰਗ ਤਾਪਮਾਨ,ଆନ୍ନାଲିଙ୍ଗ୍ ତାପମାତ୍ରା |
ਐਨੋਡ,anode
ਐਨੋਡ ਐਂਪਲੀਫਾਇਰ,ଆନାଡ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
anodyne,anodyne
ਐਂਟੀਨਾ,ଆଣ୍ଟେନା |
ਐਂਟੀਨਾ ਕੰਪੋਨੈਂਟ,ଆଣ୍ଟେନା ଉପାଦାନ |
ਵਿਰੋਧੀ ਪ੍ਰਤੀਬਿੰਬ ਪਰਤ,ଆଣ୍ଟି-ପ୍ରତିଫଳିତ ଆବରଣ |
ਐਂਟੀਲੌਗਿਨ ਐਂਪਲੀਫਾਇਰ,ଆଣ୍ଟିଲୋଜିନ ଏମ୍ପ୍ଲିଫାୟର୍ |
antiresonant ਸਰਕਟ,ଆଣ୍ଟିରେସୋନାଣ୍ଟ ସର୍କିଟ |
ਦੁਆਰਕ ਕਾਲ,ଦ୍ୱାରକ ଅବଧି |
ਵਰਚੁਅਲ ਪਾਵਰ,ଭର୍ଚୁଆଲ୍ ଶକ୍ତି |
ਤਾਰ ਕੁਨੈਕਸ਼ਨ,ତାର ସଂଯୋଗ
ਲਗਭਗ ਵੋਲਟੇਜ ਲਾਭ,ଆନୁମାନିକ ଭୋଲଟେଜ୍ ଲାଭ |
armstrong modulator,ବାହୁବଳୀ ମଡ୍ୟୁଲେଟର
ਐਂਟੀਨਾ ਐਰੇ,ଆଣ୍ଟେନା ଆରେ |
"ਆਕਾਰ ਅਨੁਪਾਤ, ਆਕਾਰ ਅਨੁਪਾਤ","ଆକାର ଅନୁପାତ, ଆସପେକ୍ଟ ଅନୁପାତ |"
ਫਲੋਟਿੰਗ ਸਰਕਟ (ਮੁਫ਼ਤ ਓਪਰੇਟਿੰਗ ਸਰਕਟ),ଭାସମାନ ସର୍କିଟ (ମାଗଣା ଅପରେଟିଂ ସର୍କିଟ)
ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |
ਫਲੋਟਿੰਗ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,ଭାସମାନ ମଲ୍ଟିଭାଇବ୍ରେଟର |
ਅਸਮਿਤ ਜੰਕਸ਼ਨ,ଅସୀମିତ ଜଙ୍କସନ
ਅਸਿੰਕ੍ਰੋਨਸ ਕੈਲਕੁਲੇਟਰ,ଅସନ୍ତୁଳିତ କାଲକୁଲେଟର |
ਪ੍ਰਮਾਣੂ,ପରମାଣୁ
ਪਰਮਾਣੂ ਨੰਬਰ,ପରମାଣୁ ସଂଖ୍ୟା
ਪਰਮਾਣੂ ਬਣਤਰ,ପରମାଣୁ ଗଠନ
ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
ਆਡੀਓ ਕੈਸੇਟ,ଅଡିଓ କ୍ୟାସେଟ୍ |
ਆਡੀਓ ਸਰਕਟ,ଅଡିଓ ସର୍କିଟ |
ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ,ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି |
ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਕੰਟਰੋਲ,ସ୍ୱୟଂଚାଳିତ ଭୋଲଟେଜ୍ ନିୟନ୍ତ୍ରଣ |
ਬਰਫ਼ਬਾਰੀ,ବାଘ
ਔਸਤ ਖੋਜੀ,ହାରାହାରି ଡିଟେକ୍ଟର |
ਧੁਰੀ ਮੋਡ,ଅକ୍ଷୀୟ ମୋଡ୍ |
ਧੁਰੀ ਅਨੁਪਾਤ,ଅକ୍ଷୀୟ ଅନୁପାତ |
ਐਂਟੀਨਾ,ଆଣ୍ଟେନା |
ਵਾਪਸ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ,ପଛକୁ ଇଲେକ୍ଟ୍ରୋମୋଟିଭ୍ ଫୋର୍ସ |
ਪਿਛਲਾ ਖੇਤਰ,ପଛ କ୍ଷେତ୍ର
ਵਾਪਸ ਸਕੈਟਰ,ପଛ ବିଛାଇବା |
ਪਿਛੋਕੜ ਚਾਰਜ,ପୃଷ୍ଠଭୂମି ଚାର୍ଜ |
ਪਾਸੇ ਦਾ ਰੌਲਾ,ପାର୍ଶ୍ୱ ଶବ୍ଦ |
ਪਿਛਾਖੜੀ,ପ୍ରତ୍ୟାବର୍ତ୍ତନ
ਪਿਛਲਾ ਕਿਰਨ,ପରବର୍ତ୍ତୀ ବିକିରଣ |
ਬੈਕਵਰਡ ਡਾਇਡ / ਬੈਕਵਰਡ ਡਾਇਡ,ପଛୁଆ ଡାୟୋଡ୍ / ପଛୁଆ ଡାୟୋଡ୍ |
ਬੈਕਵਰਡ ਵੇਵ ਔਸਿਲੇਟਰ,ପଛୁଆ ତରଙ୍ଗ ଓସିଲେଟର |
"ਰੁਕਾਵਟ, ਰੁਕਾਵਟ","ବାଧା, ବାଧା"
ਰੁਕਾਵਟ,ବାଧା
ਸੰਤੁਲਿਤ ਪੁਲ,ସନ୍ତୁଳିତ ସେତୁ |
ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ,ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର
ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ,ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର
ਸੰਤੁਲਿਤ ਸਰਕਟ,ସନ୍ତୁଳିତ ସର୍କିଟ |
ਸੰਤੁਲਿਤ ਗਰੇਡੀਐਂਟ ਡਿਟੈਕਟਰ,ସନ୍ତୁଳିତ ଗ୍ରେଡିଏଣ୍ଟ ଡିଟେକ୍ଟର |
ਮੌਜੂਦਾ ਸਟੈਬੀਲਾਈਜ਼ਰ ਪ੍ਰਤੀਰੋਧ,ସାମ୍ପ୍ରତିକ ଷ୍ଟାବିଲାଇଜର୍ ପ୍ରତିରୋଧ |
ਬੋਲੋਮੀਟਰ,ବୋଲୋମିଟର |
ਬੋਲੋਮੀਟਰ ਪੁਲ,ବୋଲୋମିଟର ବ୍ରିଜ୍ |
ਗੁਬਾਰਾ,ବେଲୁନ୍ |
ਕੇਲਾ ਜੈਕ,ବାନା ଜ୍ୟାକ୍ |
ਕੇਲੇ ਦਾ ਪਲੱਗ,ବାନା ପ୍ଲଗ୍ |
"ਪੱਟੀ, ਪੱਟੀ","ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡେଜ୍ |"
ਬੈਂਡ ਡਰਾਈਵਰ,ବ୍ୟାଣ୍ଡ ଡ୍ରାଇଭର |
ਬੈਂਡ ਊਰਜਾ,ବ୍ୟାଣ୍ଡ ଶକ୍ତି
ਬੈਂਡ ਗੈਪ,ବ୍ୟାଣ୍ଡ ଫାଙ୍କ |
ਬੈਡਪਾਰਕ ਐਂਪਲੀਫਾਇਰ,ବ୍ୟାଡପାର୍କ ଏମ୍ପ୍ଲିଫାୟର୍ |
ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ,ବ୍ୟାଣ୍ଡ ପାସ୍ ଫିଲ୍ଟର୍ |
ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ,ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |
banddispersion,ବ୍ୟାଣ୍ଡଡିସପର୍ସନ |
ਬੈਂਡ ਰੋਧਕ,ବ୍ୟାଣ୍ଡ ପ୍ରତିରୋଧକ |
ਬੈਂਡ ਤੋੜਨ ਵਾਲਾ ਫਿਲਟਰ,ବ୍ୟାଣ୍ଡ ବ୍ରେକର୍ ଫିଲ୍ଟର୍ |
ਬੈਂਡ ਦਾ ਵਿਸਥਾਰ,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର
ਬੈਂਡ ਰੀਮੂਵਰ ਫਿਲਟਰ,ବ୍ୟାଣ୍ଡ ରିମୁଭର୍ ଫିଲ୍ଟର୍ |
ਬੈਂਡ ਐਕਸਪੈਂਸ਼ਨ ਡਿਫਲੈਕਸ਼ਨ ਗੁਣਕ,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଡିଫ୍ଲେକ୍ସନ୍ ମଲ୍ଟିପ୍ଲାଏର୍ |
ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ ਦੂਰੀ ਗੁਣਕ,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଦୂରତା ଗୁଣକର୍ତ୍ତା |
"ਬੀਮ ਕੈਪਸੀਟਰ, ਬੈਂਕ ਕੈਪਸੀਟਰ","ବିମ୍ କ୍ୟାପେସିଟର, ବ୍ୟାଙ୍କ କ୍ୟାପେସିଟର |"
"ਬਾਰਕਰ ਕੋਡ, ਬਾਰਕਰ ਕੋਡ","ବାର୍କର୍ କୋଡ୍, ବାର୍କର୍ କୋଡ୍ |"
barravaugen ਮਾਪਦੰਡ,ବାରଭାଉଗେନ୍ ମାନଦଣ୍ଡ |
ਬੈਰਟਰ,ବ୍ୟାରେଟର୍
ਰੁਕਾਵਟ,ପ୍ରତିବନ୍ଧକ |
ਇਨਸੂਲੇਟਿੰਗ ਕੈਪਸੀਟਰ,ଇନସୁଲେଟିଂ କ୍ୟାପେସିଟର୍ |
ਰੁਕਾਵਟ ਊਰਜਾ,ପ୍ରତିବନ୍ଧକ ଶକ୍ତି |
ਰੋਧਕ ਵੋਲਟੇਜ,ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |
ਬਾਰਟਲੇਟ ਵਿੰਡੋ,ବାର୍ଟଲେଟ୍ ୱିଣ୍ଡୋ |
"ਅਧਾਰ, ਅਧਾਰ","ଆଧାର, ଆଧାର"
ਅਧਾਰ ਬੈਂਡ,ବେସ୍ ବ୍ୟାଣ୍ଡ |
ਬੇਸ ਬੈਂਡ ਪ੍ਰਸਾਰਣ,ବେସ୍ ବ୍ୟାଣ୍ଡ ଟ୍ରାନ୍ସମିସନ୍ |
ਬੇਸ ਚਾਰਜ,ଆଧାର ଚାର୍ଜ |
ਅਧਾਰ ਮੌਜੂਦਾ,ମୂଳ କରେଣ୍ଟ୍ |
ਅਧਾਰ ਮੌਜੂਦਾ ਸਰੋਤ,ମୂଳ ସାମ୍ପ୍ରତିକ ଉତ୍ସ |
ਅਧਾਰ ਕੱਟਣਾ,ମୂଳ କାଟିବା |
ਆਧਾਰ ਮਦਨ,ଆଧାର ମଦନ
ਬੇਸ ਐਮੀਟਰ ਫੀਡ,ବେସ୍ ଏମିଟର ଫିଡ୍ |
ਬੇਸ ਐਮੀਟਰ ਜੰਕਸ਼ਨ,ବେସ୍ ଏମିଟର ଜଙ୍କସନ |
ਅਧਾਰ ਟੀਕਾ,ମୂଳ ଇଞ୍ଜେକ୍ସନ୍ |
ਜ਼ਮੀਨੀ ਲਾਈਨ,ଭୂମି ରେଖା
ਅਧਾਰ ਪ੍ਰਤੀਰੋਧ,ମୂଳ ପ୍ରତିରୋଧ |
ਅਧਾਰ ਸਰੋਤ,ମୂଳ ଉତ୍ସ |
ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ,ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |
ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ,ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |
ਅਧਾਰ ਮੋਟਾਈ,ମୂଳ ଘନତା |
ਅਧਾਰ ਪਹੁੰਚ,ଆଧାର ପ୍ରବେଶ
"ਬੇਸ ਵਿਡਥ ਮੋਡੂਲੇਸ਼ਨ, ਬੇਸ ਐਕਸਪੈਂਸ਼ਨ ਮੋਡੂਲੇਸ਼ਨ","ବେସ୍ ଓସାର ମଡ୍ୟୁଲେସନ୍, ବେସ୍ ବିସ୍ତାର ମଡ୍ୟୁଲେସନ୍ |"
ਆਧਾਰ ਕੁਲੈਕਟਰ ਸੰਧੀ,ଆଧାର ସଂଗ୍ରହକାରୀ ଚୁକ୍ତି |
ਗੰਧ,ଗନ୍ଧ
ਬਾਸ ਬਾਰੰਬਾਰਤਾ,ବାସ୍ ଫ୍ରିକ୍ୱେନ୍ସି |
ਬੈਟਰੀ,ବ୍ୟାଟେରୀ
ਬੌਡ,baud
ਬੌਡ ਦਰ,ବାଉଡ୍ ହାର
ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ,ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |
ਬੋਡੋ ਕੋਡ,ବୋଡୋ କୋଡ୍ |
"ਸੰਕੇਤ, ਬੀਕਨ","ସଙ୍କେତ, ବିକନ୍ |"
"ਮਨਿਕਾ, ਬੀਡ","ମାଣିକା, ବିଡ୍ |"
manic capacitor,ମାଣିକ କ୍ୟାପେସିଟର୍ |
ਮਾਨਿਕਰ੍ਤਾਪਿ ਪ੍ਰਤਿਰੋਧਕਃ,ମାଣିକାର୍ଟାପି ପ୍ରତିରୋଧକ |
"ਬੀਮ ਐਂਟੀਨਾ, ਬੀਮ ਐਂਟੀਨਾ","ବିମ୍ ଆଣ୍ଟେନା, ବିମ୍ ଆଣ୍ଟେନା |"
ਬੀਮ ਡਿਟੈਕਟਰ,ବିମ୍ ଡିଟେକ୍ଟର୍ |
ਬੀਮ ਪਾਵਰ ਹੋਜ਼,ବିମ୍ ପାୱାର୍ ହୋସ୍ |
ਬੀਮ ਸਵਿਚਿੰਗ ਨੋਜ਼ਲ,ବିମ୍ ସୁଇଚ୍ ନୋଜଲ୍ |
ਬੀਮ ਦਾ ਵਿਸਥਾਰ,ବିମ୍ ବିସ୍ତାର
ਬੀਟ ਬਾਰੰਬਾਰਤਾ,ଫ୍ରିକ୍ୱେନ୍ସି
ਬੀਟ-ਫ੍ਰੀਕੁਐਂਸੀ ਔਸਿਲੇਟਰ,ବିଟ୍-ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |
ਪਲਸ ਔਸਿਲੇਟਰ,ନାଡ ଓସିଲେଟର |
ਘੰਟੀ,ବେଲ୍ |
ਝੁਕਣ ਦਾ ਨੁਕਸਾਨ,ନମ୍ର କ୍ଷତି |
ਬੇਸਲ ਫਿਲਟਰ,ବେସେଲ୍ ଫିଲ୍ଟର୍ |
ਬੀਟਾ,ବିଟା |
b-h ਵਕਰ,b-h ବକ୍ର
"ਪੱਖਪਾਤ, ਪੱਖਪਾਤ","ପକ୍ଷପାତ, ପକ୍ଷପାତ |"
ਪੱਖਪਾਤ ਮੌਜੂਦਾ,ପକ୍ଷପାତ କରେଣ୍ଟ |
ਪੱਖਪਾਤ ਪ੍ਰਤੀਰੋਧ,ପକ୍ଷପାତ ପ୍ରତିରୋଧ |
ਡਬਲ ਐਂਟੀਨਾ,ଡବଲ୍ ଆଣ୍ଟେନା |
ਦੋ-ਦਿਸ਼ਾਵੀ ਲੋਡ ਕਰੰਟ,ଦ୍ୱି-ଦିଗୀୟ ଲୋଡ୍ କରେଣ୍ଟ୍ |
ਦੋ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ,ଦ୍ୱି-ଦିଗୀୟ ଆଣ୍ଟେନା |
ਦੋ-ਦਿਸ਼ਾਵੀ ਰੋਸ਼ਨੀ ਐਮੀਟਿੰਗ ਡਾਇਓਡ,ଦ୍ୱି-ଦିଗୀୟ ଆଲୋକ ନିର୍ଗତ ଡାୟୋଡ୍ |
ਦੋ-ਦਿਸ਼ਾਵੀ thyristor,ଦ୍ୱି-ଦିଗୀୟ ଥିରିଷ୍ଟର |
bi FET ਤਕਨਾਲੋਜੀ,bi FET ଟେକ୍ନୋଲୋଜି |
ਦੋ ਬਿੰਦੂ ਟ੍ਰਾਂਸਫਾਰਮਰ,ବି ପଏଣ୍ଟ ଟ୍ରାନ୍ସଫର୍ମର |
ਡਬਲ ਫਿਊਜ਼ਨ,ଡବଲ୍ ଫ୍ୟୁଜନ୍ |
ਦੁਵੱਲੀ ਸਰਕਟ,ଦ୍ୱିପାକ୍ଷିକ ସର୍କିଟ |
ਬਾਈਨਰੀ,ବାଇନାରୀ
ਬਾਈਨਰੀ ਜੋੜ,ବାଇନାରୀ ରାଶି
ਬਾਈਨਰੀ ਸਰਕਟ,ବାଇନାରୀ ସର୍କିଟ |
ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |
ਬਾਈਨਰੀ ਕੋਡਡ ਡੈਸੀਮਲ ਸਿਸਟਮ,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ ସିଷ୍ଟମ୍ |
ਬਾਈਨਰੀ ਡਾਈਪੋਲ ਕੈਪਸੀਟਰ,ବାଇନାରୀ ଡିପୋଲ୍ କ୍ୟାପେସିଟର୍ |
ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ,ବାଇନାରୀ କାଲକୁଲେଟର
ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ,ବାଇନାରୀ କାଲକୁଲେଟର
ਬਾਈਨਰੀ ਡੀਕੋਡਰ,ବାଇନାରୀ ଡିକୋଡର୍ |
ਬਾਈਨਰੀ ਪੌੜੀ,ବାଇନାରୀ ସିଡ଼ି |
ਬਾਈਨਰੀ ਪਾਥੋਮੀਟਰ,ବାଇନାରୀ ପାଥୋମିଟର |
ਬਾਈਨਰੀ ਸਥਿਤੀ,ବାଇନାରୀ ଅବସ୍ଥା |
ਬਾਈਨਰੀ-ਦਸ਼ਮਲਵ ਡੀਕੋਡਰ,ବାଇନାରୀ-ଦଶମିକ ଡିକୋଡର୍ |
ਬਾਈਨਰੀ ਲੋਡ,ବାଇନାରୀ ଲୋଡ୍ |
ਬਾਈਨਰੀ ਸ਼ਬਦ,ବାଇନାରୀ ଶବ୍ଦ |
ਬਾਈਪੋਲਰ,ଦ୍ୱିପାକ୍ଷିକ
ਬਾਇਪੋਲਰ ਕੈਪੇਸੀਟਰ,ଦ୍ୱିପାକ୍ଷିକ କ୍ୟାପେସିଟର୍ |
ਦੋਧਰੁਵੀ ਜੰਤਰ,ଦ୍ୱିପାକ୍ଷିକ ଉପକରଣ |
ਦੋਧਰੁਵੀ ਸਰੋਤ,ଦ୍ୱିପାକ୍ଷିକ ଉତ୍ସ |
ਬਾਈਪੋਲਰ ਟਰਾਂਜ਼ਿਸਟਰ,ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନଜିଷ୍ଟର |
ਬਾਈਪੋਲਰ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ,ଦ୍ୱିପାକ୍ଷିକ ଜଙ୍କସନ୍ ଟ୍ରାନଜିଷ୍ଟର |
ਚਤੁਰਭੁਜ ਫਿਲਟਰ,ଚତୁର୍ଭୁଜ ଫିଲ୍ଟର୍ |
ਡਬਲ ਸਥਿਤੀ,ଡବଲ୍ ପୋଜିସନ୍ |
ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,ଦୁଇ ପର୍ଯ୍ୟାୟ ମଲ୍ଟିଭାଇବ୍ରେଟର |
ਦੋ-ਦਿਸ਼ਾਵੀ ਰੀਲੇਅ,ଦ୍ୱି-ଦିଗୀୟ ରିଲେ |
ਦੋ-ਪੜਾਅ ਰਾਜ,ଦୁଇ ପର୍ଯ୍ୟାୟ ଅବସ୍ଥା |
ਦੋ-ਸਥਿਤੀ ਟਰਿੱਗਰ,ଦୁଇ-ଅବସ୍ଥାନ ଟ୍ରିଗର |
ਬਿੱਟ ਗਲਤੀ,ବିଟ୍ ତ୍ରୁଟି |
ਬਿੱਟ ਗਲਤੀ ਦਰ,ବିଟ୍ ତ୍ରୁଟି ହାର
ਬਿੱਟ ਗਲਤੀ,ବିଟ୍ ତ୍ରୁଟି |
ਬਿਟਕਲ ਗਲਤੀ,ବିଟ୍କାଲ୍ ତ୍ରୁଟି |
ਅੰਨ੍ਹੇ ਬਾਕਸ,ଅନ୍ଧ ବାକ୍ସ
ਸੰਘਣੀ ਨਬਜ਼,ଘନୀଭୂତ ନାଡ |
ਸਕੱਤਰ,ସଚିବ
secretory inhibitor,ଗୁପ୍ତ ପ୍ରତିବନ୍ଧକ |
ਅੰਨ੍ਹਾਪਨ,ଅନ୍ଧତା
ਖੰਡ ਚਿੱਤਰ,ବିଭାଗ ଚିତ୍ର
ਰੁਕਾਵਟ ਨੂੰ ਰੋਕਣਾ,ପ୍ରତିବନ୍ଧକକୁ ଅବରୋଧ କରିବା |
ਟੁਕੜਾ ਟ੍ਰਾਂਸਫਰ,ଖଣ୍ଡ ସ୍ଥାନାନ୍ତର |
ਰੁਕਾਵਟ,ବାଧା
ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ,ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |
ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ,ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |
ਬਲਾਕਿੰਗ ਔਸਿਲੇਟਰ,ଓସିଲେଟରକୁ ଅବରୋଧ କରିବା |
ਰੋਧਕ ਔਸਿਲੇਟਰ,ପ୍ରତିରୋଧକ ଓସିଲେଟର |
ਰੋਧਕ ਵੋਲਟੇਜ,ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |
ਉਡਾਉਣ ਵਾਲਾ,ବ୍ଲୋଅର୍ |
ਬੋਡ ਚਿੱਤਰ,ବୋଡ ଚିତ୍ର
voltzmann ਸਬੰਧ,voltzmann ସମ୍ପର୍କ
ਵੋਲਟਜ਼ਮੈਨ ਸਥਿਰ,voltzmann ସ୍ଥିର |
