Kannada,Malayalam
ಕೃಷಿ ಚಳುವಳಿ,കാർഷിക പ്രസ്ഥാനം
ಅಲ್ಬಿಯಾನ್,ആൽബിയോൺ
ಆಲ್ಬಮ್,ആൽബം
ಆಲ್ಡರ್ಮನ್,ആൽഡർമാൻ
ಸೂಚಿಸುವ ತೋಳುಗಳು,വശീകരിക്കുന്ന ആയുധങ്ങൾ
ಸೌಹಾರ್ದತೆ,അമിറ്റി
ಆಂಫಿಕ್ಟಿಯೋನಿಕ್ ಕೌನ್ಸಿಲ್,ആംഫിക്റ്റോണിക് കൗൺസിൽ
ಆಂಫಿಕ್ಟಿಯೋನಿಕ್ ಲೀಗ್,ആംഫിക്റ്റോണിക് ലീഗ്
ಆಂಫಿಥಿಯೇಟರ್,ആംഫി തിയേറ്റർ
ಅಮ್ರಿ ನಲ್ ಗುಂಪು (ಕುಂಬಾರಿಕೆ),അമ്രി നാൽ ഗ്രൂപ്പ് (മൺപാത്രങ്ങൾ)
ಅನಾಕ್ರೊನಿಸಂ,അനാക്രോണിസം
ಅನಾಕ್ರೊನಿಸ್ಟಿಕ್,അനാക്രോണിസ്റ്റിക്
ಪೂರ್ವಜ,പൂർവ്വികൻ
ಪೂರ್ವಜರ ಆರಾಧನೆ,പൂർവിക ആരാധന
ಪೂರ್ವಜರು,വംശപരമ്പര
ಪೂರ್ವಜರು,വംശപരമ്പര
ಪೂರ್ವಜರು,വംശപരമ്പര
ಪೂರ್ವಜರು,വംശപരമ്പര
ಪ್ರಾಚೀನ ಆಡಳಿತ,പുരാതന ഭരണം
ಪ್ರಾಚೀನ,പുരാതന
ಪ್ರಾಚೀನ ಲಾವಣಿ,പുരാതന ബാലഡ്
ಪ್ರಾಚೀನ ನಂಬಿಕೆ,പുരാതന വിശ്വാസം
ಪ್ರಾಚೀನ ಪದ್ಧತಿ,പുരാതന ആചാരം
ಪುರಾತನ ಇತಿಹಾಸ,പുരാതനമായ ചരിത്രം
ಪ್ರಾಚೀನ ಸ್ಮಾರಕಗಳು,പുരാതന സ്മാരകങ്ങൾ
ಉಪಾಖ್ಯಾನ,ഉപകഥ
ಏಂಜೆಲೋಟ್,ആഞ്ചലോട്ട്
ಏಂಜೆಲಸ್,ആഞ്ചലസ്
ಆಂಜೆವಿನ್ (=ಆಂಜೆವಿನ್),ആഞ്ജെവിൻ (=ആഞ്ജെവിൻ)
ಕೋನಗಳು,കോണുകൾ
ಆಂಗ್ಲಿಕನ್,ആംഗ്ലിക്കൻ
ಆಂಗ್ಲಿಕನ್ ಕಮ್ಯುನಿಯನ್,ആംഗ്ലിക്കൻ കൂട്ടായ്മ
ಆಂಗ್ಲಿಕನಿಸಂ,ആംഗ്ലിക്കനിസം
ಆಂಗ್ಲೋ-ಫೋಬ್,ആംഗ്ലോ-ഫോബ്
ಆಂಗ್ಲೋ-ಫೋಬಿಯಾ,ആംഗ്ലോ-ഫോബിയ
ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸನ್,ആംഗ്ലോ-സാക്സൺ
ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸೋನಿಸಂ,ആംഗ്ലോ-സാക്‌സോണിസം
ಅನಾಲಿಸ್ಟ್,അനലിസ്റ്റ്
ಆನಲ್ಸ್,വാർഷികങ്ങൾ
ಅನುಬಂಧ,കൂട്ടിച്ചേർക്കൽ
ಆಂಟೆ-ಬೆಲ್ಲಮ್,ആന്റി-ബെല്ലം
ಹಿಂದಿನ ದಿನಾಂಕ,മുൻ തീയതി
ಪುರೋಹಿತಶಾಹಿ ವಿರೋಧಿ,പൗരോഹിത്യ വിരുദ്ധത
ವಿರೋಧಿ ಪಾದ್ರಿಗಳ ಶಾಸನ,വൈദിക വിരുദ്ധ നിയമം
ಪ್ರಾಚೀನತೆ,പൗരാണികത
ಬಾಡಿಗೆ ವಿರೋಧಿ,വാടക വിരുദ്ധം
ಬಾಡಿಗೆ ವಿರೋಧಿ,വാടക വിരുദ്ധം
ಯೆಹೂದ್ಯ ವಿರೋಧಿ,സെമിറ്റിസം വിരുദ്ധത
ಅಂಜಾಕ್,അൻസാക്ക്
ಅಪೆಲ್ಲಾ,അപ്പെല്ല
ಅರಳು,അരലു
ಆರ್ಚ್ ಬಿಷಪ್,ആർച്ച് ബിഷപ്പ്
ಆರ್ಚ್ ಡಚಿ,ആർച്ച് ഡച്ചി
ಆರ್ಚ್ ಡ್ಯೂಕ್,ആർച്ച് ഡ്യൂക്ക്
ಆರ್ಚೀಫ್ (=ಆರ್ಕೈವಲ್ ಸಂಗ್ರಹ),ആർക്കൈഫ് (=ആർക്കൈവൽ ശേഖരം)
ಆರ್ಕಿಪಿಸ್ಕೋಪೇಟ್,ആർക്കിഎപ്പിസ്കോപ്പേറ്റ്
ಶ್ರೀಮಂತವರ್ಗ,പ്രഭുവർഗ്ഗം
ಶ್ರೀಮಂತ,പ്രഭു
ಶ್ರೀಮಂತ ಸ್ನೋಬರಿ,പ്രഭുവർഗ്ഗ സ്നോബറി
ಅರಿಸ್ಟಾಟಲ್,അരിസ്റ്റോട്ടിലിയൻ
ನೌಕಾಪಡೆ,അർമാഡ
ನೌಕಾಪಡೆ (=ಸ್ಪ್ಯಾನಿಷ್ ಆರ್ಮಡಾ),അർമ്മഡ (=സ്പാനിഷ് അർമ്മഡ)
ಶಸ್ತ್ರಾಗಾರ (=ಶಸ್ತ್ರಾಗಾರ),കവചക്കാരൻ (=കവചക്കാരൻ)
ರಕ್ಷಾಕವಚ (=ರಕ್ಷಾಕವಚ),കവചം (=കവചം)
ಶಸ್ತ್ರಾಗಾರ,ആയുധധാരി
ಆರ್ಯನ್,ആര്യൻ
ಆರ್ಯನ್,ആര്യൻ
ಅಸ್ಕರಿ,അസ്കരി
ನಿಯೋಜಿಸಿ,നിയോഗിക്കുക
ಅಸೈಜ್ ಮಾಡಿ,അസൈസ് ചെയ്യുക
ಅಸೈಜ್ ಮಾಡಿ,അസൈസ് ചെയ്യുക
ಅಸೈಜ್ ಮಾಡಿ,അസൈസ് ചെയ്യുക
ಅಸೈಜ್ ಆಫ್ ಆರ್ಮ್ಸ್ ಆಕ್ಟ್,അസൈസ് ഓഫ് ആയുധ നിയമം
ಅಸೈಜ್ ಆಫ್ ಡರೇನ್ ಪ್ರಸ್ತುತಿ,അസൈസ് ഓഫ് ഡാരെൻ അവതരണം
ಮೊರ್ಟ್ &#39;ಡಿ&#39; ಪೂರ್ವಜರ ಅಸೈಜ್,മോർട്ട് &#39;ഡി&#39; മുൻഗാമിയുടെ അസൈസ്
ಡಿಸೈಸಿನ್ ಕಾದಂಬರಿಯ ಅಸೈಜ್,അസൈസ് ഓഫ് നോവൽ ഡിസെസിൻ
ದೌರ್ಜನ್ಯ,ക്രൂരത
ದಾಳಿ,ആക്രമണം
ಆಲಿಕ್ ಕೌನ್ಸಿಲ್,ഔലിക് കൗൺസിൽ
ಗೆಡೆಸ್‌ನ ಕೊಡಲಿ (=ಗೆಡೆಸ್ ಕೊಡಲಿ),ഗെഡസിന്റെ കോടാലി (=ദി ഗെഡെസ് കോടാലി)
ಆಕ್ಸಿಸ್ (=ದಿ ರೋಮ್-ಬರ್ಲಿನ್-ಟೋಕಿಯೊ ಆಕ್ಸಿಸ್),ആക്സിസ് (=റോം-ബെർലിൻ-ടോക്കിയോ ആക്സിസ്)
ಬ್ಯಾಬಿಲೋನ್,ബാബിലോൺ
ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ (=ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ),ബാബിലോണിയൻ അടിമത്തം (=ബാബിലോണിയൻ അടിമത്തം)
ಬಚ್ಚನಾಳ ಭಕ್ತ,ബച്ചനൽ ഭക്തൻ
ಬಚ್ಚನಾಲಿಯಾ,ബച്ചനാലിയ
ಪದವಿ,ബാച്ചിലർ
ಬಾಗ್ದಾದ್ ಒಪ್ಪಂದ,ബാഗ്ദാദ് കരാർ
ಬಾಲ್ಕನ್ ಲೀಗ್,ബാൽക്കൻ ലീഗ്
ಬಾಲ್ಕನ್ ಒಪ್ಪಂದ,ബാൽക്കൻ കരാർ
ಬಾಲ್ಕನ್ ಯುದ್ಧಗಳು,ബാൽക്കൻ യുദ്ധങ്ങൾ
ಬಾಲ್ಟಿಕ್ ಒಪ್ಪಂದ,ബാൾട്ടിക് കരാർ
ಡಕಾಯಿತ,കൊള്ളക്കാരൻ
ಬ್ಯಾಂಡಂಗ್ ಸಮ್ಮೇಳನ,ബന്ദൂങ് സമ്മേളനം
ಬಹಿಷ್ಕಾರ,നാടുകടത്തൽ
ಬ್ಯಾನರ್,ബാനർ
ಅನಾಗರಿಕ,ബാർബേറിയൻ
ಬಾರ್ಬಿಕನ್,ബാർബിക്കൻ
ಬಾರ್ಡೋಲಿ ಸತ್ಯಾಗ್ರಹ,ബർദോളി സത്യാഗ്രഹം
ಬಾರ್ನ್ ಬರ್ನರ್ಗಳು,കളപ്പുര ബർണറുകൾ
ಬ್ಯಾರನ್,ബാരൺ
ಬ್ಯಾರನೇಜ್,ബാരോണേജ്
ಬರೋನ್ಸ್ ಮೇಜರ್,ബറോണസ് മേജേഴ്സ്
ಬ್ಯಾರನ್ಸ್ ಕಿರಿಯರು,ബാരോൺസ് പ്രായപൂർത്തിയാകാത്തവർ
ಬ್ಯಾರನೆಸ್,ബാരോണസ്
ಬ್ಯಾರೊನೆಟ್,ബാരോനെറ്റ്
ಬ್ಯಾರೊನೆಟೇಜ್,ബാരോനെറ്റേജ്
ಬ್ಯಾರೊನೆಟೇಜ್,ബാരോനെറ്റേജ്
ಬ್ಯಾರೊನೆಟ್ಸಿ,ബാരോനെറ്റി
ಬರೋನಿ,ബാരോണി
ಬ್ಯಾರಕೂನ್,ബാരക്കൂൺ
ಬ್ಯಾರಕೂನ್,ബാരക്കൂൺ
ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
ಮೂಲ ಶಿಬಿರ,ബേസ് ക്യാമ്പ്
ಬೆಸಿಲಿಕಾ,ബസിലിക്ക
ಬೆಸಿಲಿಕಾ,ബസിലിക്ക
ಬಸ್ತಿಲಾ,ബാസ്റ്റില
ಬಾಸ್ಟಿಲ್,ബാസ്റ്റിലി
ಬಾಸ್ಟಿಲ್,ബാസ്റ്റിലി
ಬ್ಯಾಟರಿ,ബാറ്ററി
ಕದನ,യുദ്ധം
ಬ್ಯಾಟಲ್-ಅರೇ,Battle-array
ಯುದ್ಧದ ಕೂಗು,യുദ്ധകാഹളം
ಬ್ಯಾಟಲ್ ಡಿನ್,യുദ്ധം
ಯುದ್ಧಭೂಮಿ,യുദ്ധക്കളം
ಯುದ್ಧ ಸ್ತೋತ್ರ,യുദ്ധഗാനം
ಸ್ಪರ್ಸ್ ಕದನ,സ്പർസിന്റെ യുദ്ധം
ಬ್ಯಾಟಲ್ ಆಫ್ ದಿ ಸ್ಟ್ಯಾಂಡರ್ಡ್,സ്റ്റാൻഡേർഡ് യുദ്ധം
ಯುದ್ಧನೌಕೆ,യുദ്ധക്കപ്പൽ
ಯುದ್ಧನೌಕೆ-ಬಲ,യുദ്ധക്കപ്പൽ-ബലം
ಬೇಯಕ್ಸ್ ವಸ್ತ್ರ,Bayeux ടേപ്പ്സ്ട്രി
ದಾರಿದೀಪ,ബീക്കൺ
ದಾರಿದೀಪ ಗೋಪುರ,ബീക്കൺ ടവർ
ಬೀವರ್,ബീവർ
ಬೀವರ್,ബീവർ
ಸಮುದ್ರದ ಭಿಕ್ಷುಕರು,കടലിലെ യാചകർ
ಬೆಲ್ಲಿಕೋಸ್,ബെല്ലിക്കോസ്
ಬೆಲ್ಲಿಕೋಸ್,ബെല്ലിക്കോസ്
ಬೆಲ್ಲಿಕೋಸ್,ബെല്ലിക്കോസ്
ಬೆಲ್ಲಿಕೋಸಿಟಿ,ബെല്ലിക്കോസിറ്റി
ಬೆಲೋನಾ,ബെല്ലോന
ಪ್ರಯೋಜನ,ഗുണം
ಧರ್ಮಗುರುಗಳ ಲಾಭ,വൈദികരുടെ പ്രയോജനം
ಬೆನೆಲಕ್ಸ್,ബെനെലക്സ്
ಬರ್ಲಿನ್ ತೀರ್ಪು,ബെർലിൻ ഉത്തരവ്
ಬರ್ಸರ್ಕರ್,ബെർസർക്കർ
ಬೆಸೆಂಟ್ (=ಬೆಜಾಂಟ್),ബസന്റ് (=ബെസന്റ്)
ಬೆತೆಲ್,ബെഥേൽ
ಗ್ರಂಥಪಾಲಕ,ബിബ്ലിയോലേറ്റർ
ಗ್ರಂಥಾರಾಧನೆ,ഗ്രന്ഥശാസ്‌ത്രം
ದೊಡ್ಡ ಬರ್ತಾ,ബിഗ് ബെർത്ത
ಮತಾಂಧ,മതഭ്രാന്തൻ
ಬಿಲ್ಲೆಟಿಂಗ್,ബില്ലെറ്റിംഗ്
ಅಟೈಂಡರ್ ಬಿಲ್,ബിൽ ഓഫ് അറ്റൈൻഡർ
ಹಕ್ಕುಗಳ ಮಸೂದೆ,അവകാശങ്ങളുടെ ബിൽ
ಜೀವನಚರಿತ್ರೆಕಾರ,ജീവചരിത്രകാരൻ
ಜನ್ಮ ಕಥೆಗಳು,ജനന കഥകൾ
ತಾತ್ಕಾಲಿಕ,Bivouac
ತಾತ್ಕಾಲಿಕ,Bivouac
ತಾತ್ಕಾಲಿಕ,Bivouac
ಬಿಜೋನಿಯಾ,ബിസോണിയ
ಕಪ್ಪು ಪಕ್ಷಿಗಳು,കറുത്ത പക്ഷികൾ
ಕಪ್ಪು ಬಾವುಟ,കറുത്ത കൊടി
ಕಪ್ಪು ರಂಧ್ರ,ബ്ലാക്ക് ഹോൾ
ಕಪ್ಪು ರಂಧ್ರ,ബ്ലാക്ക് ഹോൾ
ಕಪ್ಪು ಕಾಲು (=ಹುರುಪು),കറുത്ത കാൽ (=ചുണങ്ങു)
ಕಪ್ಪು ಶರ್ಟ್,കറുത്ത ഷർട്ട്
ಬ್ಲೇಝೋನ್,ബ്ലാസൺ
ಬ್ಲೇಝೋನ್,ബ്ലാസൺ
ಪ್ರಜ್ವಲಿಸುವಿಕೆ,ജ്വലനം
ಪ್ರಜ್ವಲಿಸುವಿಕೆ,ജ്വലനം
ಮಿಂಚುದಾಳಿ,ബ്ലിറ്റ്സ്ക്രീഗ്
ರಕ್ತರಹಿತ ಕ್ರಾಂತಿ (=ಗ್ಲೋರಿಯಸ್ ರೆವಲ್ಯೂಷನ್),രക്തരഹിത വിപ്ലവം (=മഹത്തായ വിപ്ലവം)
ಬ್ಲಡ್ವೈಟ್,ബ്ലഡ് വൈറ്റ്
ಬ್ಲಡಿ ಮೇರಿ,ബ്ലഡി മേരി
ನೀಲಿ,നീല
ನೀಲಿ ರಕ್ತ,നീല രക്തം
ನೀಲಿ ಪುಸ್ತಕ,നീല പുസ്തകം
ನೀಲಿ ರಿಬ್ಬನ್,നീല നാട
ನೀಲಿ ರಿಬ್ಬನ್,നീല നാട
ಬ್ಲೂಸ್ (=ರಾಯಲ್ ಹಾರ್ಸ್ ಗಾರ್ಡ್ಸ್),ബ്ലൂസ് (=രാജകീയ കുതിര കാവൽക്കാർ)
ನೀಲಿ ಅಂಗಿ,നീല ഷർട്ട്
ಬ್ಲೂ ವಾಟರ್ ಸ್ಕೂಲ್,ബ്ലൂ വാട്ടർ സ്കൂൾ
ನಿಯಂತ್ರಣ ಮಂಡಳಿ,ബോർഡ് ഓഫ് കൺട്രോൾ
ದೇಹದ ರಕ್ಷಾಕವಚ,ശരീര കവചം
ಬೋಯರ್,ബോയർ
ಲೂಟಿ,കൊള്ള
ಬರೋ,ബറോ
ಬೌಲ್ಯೂಟೇರಿಯನ್,ബൗളൂട്ടേറിയൻ
ಬೌರ್ಬನ್,ബർബോൺ
ಬಾಕ್ಸರ್ ದಂಗೆ,ബോക്സർ കലാപം
ಬ್ರೇಸ್,ബ്രേസ്
ಬ್ರಾಸಾರ್ಡ್,ബ്രസാർഡ്
ಬ್ರಾಸಾರ್ಡ್,ബ്രസാർഡ്
ಬ್ರೆಡ್ ವಸಾಹತುಗಳು,ബ്രെഡ് കോളനികൾ
ಸ್ತನ ಫಲಕ,ബ്രെസ്റ്റ് പ്ലേറ്റ്
ಸ್ತನ ಕೆಲಸ,മുലപ്പാൽ ജോലി
ಬ್ರೆಟ್ವಾಲ್ಡಾ,ബ്രെറ്റ്വാൾഡ
ಬ್ರಿಗಾಂಡ್,ബ്രിഗാൻഡ്
ಬ್ರಿಗಂಡೇಜ್,ബ്രിഗൻഡേജ്
ಬ್ರಿಟಿಷ್ ಕಾಮನ್‌ವೆಲ್ತ್ ರಾಷ್ಟ್ರಗಳು,ബ്രിട്ടീഷ് കോമൺവെൽത്ത് ഓഫ് നേഷൻസ്
ಬ್ರೌನ್ ಶರ್ಟ್ಸ್ (=ನಾಜಿಗಳು),ബ്രൗൺ ഷർട്ടുകൾ (=നാസികൾ)
ಬ್ರಸೆಲ್ಸ್ ಒಪ್ಪಂದ (ಒಪ್ಪಂದ) ಸಂಸ್ಥೆ (=ಪಶ್ಚಿಮ ಯುರೋಪಿಯನ್ ಒಕ್ಕೂಟ),ബ്രസ്സൽസ് ഉടമ്പടി (പാക്ട്) ഓർഗനൈസേഷൻ (=വെസ്റ്റേൺ യൂറോപ്യൻ യൂണിയൻ)
ಬಫ್,ബഫ്
ಬಫ್,ബഫ്
ಬಫ್-ಕೋಟ್,ബഫ്-കോട്ട്
ಬಫ್ಸ್,ബഫുകൾ
ಬುಲೆ (=ಕೌನ್ಸಿಲ್),ബ്യൂൾ (=കൗൺസിൽ)
ಬರ್ಗೇಜ್,ബർഗേജ്
ಬರ್ಗೆಸ್,ബർഗെസ്
ಬೈಜಾಂಟೈನ್,ബൈസന്റൈൻ
ಬೈಜಾಂಟೈನ್ ಚರ್ಚ್,ബൈസന്റൈൻ പള്ളി
ಬೈಜಾಂಟೈನ್ ಸಾಮ್ರಾಜ್ಯ,ബൈസന്റൈൻ സാമ്രാജ്യം
ಬೈಜಾಂಟೈನ್ ಯುಗ,ബൈസന്റൈൻ യുഗം
ಬೈಜಾಂಟೈನ್ ಇತಿಹಾಸಕಾರರು,ബൈസന്റൈൻ ചരിത്രകാരന്മാർ
ಕ್ಯಾಬಲ್,കാബൽ
ಸೀಸರಿಸಂ,സീസറിസം
ಖಲೀಫ್,ഖലീഫ
ಕ್ಯಾಲಿಗ್ರಾಫರ್,കാലിഗ്രാഫർ
ಕ್ಯಾಲಿಗ್ರಾಫಿಸ್ಟ್,കാലിഗ്രാഫിസ്റ്റ്
ಕ್ಯಾಲಿಗ್ರಫಿ,കാലിഗ്രാഫി
ಕ್ಯಾಲ್ಟ್ರೋಪ್,കാൽട്രോപ്പ്
ಸೌಹಾರ್ದತೆ,സൗഹൃദം
ಕ್ಯಾಮರಿಲ್ಲಾ,കാമറില്ല
ಕ್ಯಾಮರಿಲ್ಲಾ,കാമറില്ല
ಕ್ಯಾಮೆಲಾಕಮ್,കാമലോകം
ಮರೆಮಾಚುವಿಕೆ,മറവി
ಪ್ರಚಾರ,പ്രചാരണം
ಶಿಬಿರದ ಅನುಯಾಯಿ,ക്യാമ്പ് ഫോളോവർ
ಕ್ಯಾಂಪೋ ಸ್ಯಾಂಟೋ,കാമ്പോ സാന്റോ
ಕ್ಯಾಂಪಸ್ ಮಾರ್ಟಿಯಸ್,കാമ്പസ് മാർഷ്യസ്
ಕ್ಯಾನೆಫೊರಾ,കനേഫോറ
ಕ್ಯಾಂಗ್ಯೂ,കാൻഗു
ಕ್ಯಾನನೇಡ್,പീരങ്കി
ಕ್ಯಾನನ್ ಮೇವು,പീരങ്കി കാലിത്തീറ്റ
ಕ್ಯಾನನ್,കാനൻ
ಕ್ಯಾನನ್ ಕಾನೂನು,കാനൻ നിയമം
ಕ್ಯಾನೋಪಸ್ ತೀರ್ಪು,കനോപ്പസ് ഉത്തരവ്
ಕ್ಯಾಂಟಿಂಗ್ ಶಸ್ತ್ರಾಸ್ತ್ರ,ആയുധങ്ങൾ ചലിപ്പിക്കുന്നു
ಬಂಧಿತ,ബന്ദിയാക്കി
ಕ್ಯಾಪ್ಟರ್,ക്യാപ്റ്റർ
ಕಾರ್ಡಿನಲ್,കർദ്ദിനാൾ
ಕಾರ್ಲ್,കാൾ
ಕ್ಯಾರೊಲಿಂಗಿಯನ್ ರಾಜವಂಶ,കരോലിംഗിയൻ രാജവംശം
ಕಾರ್ತೂಸಿಯನ್ ಪಂಥ,കാർത്തൂഷ്യൻ വിഭാഗം
ಕಾರ್ಟೊಸಾ,കാർട്ടോസ
ಕ್ಯಾಸ್ಟೇಲಿಯನ್,കാസ്റ്റേലിയൻ
ಕ್ಯಾಸ್ಟೆಲಿಯನ್,കാസ്റ്റേലിയൻ
ಜಾತಿ ಪದ್ಧತಿ,ജാതി വ്യവസ്ഥ
ಕೋಟೆ,കോട്ട
ಕೋಟೆ,കോട്ട
ಕೋಟೆಯ ಪಟ್ಟಣ,കാസിൽ പട്ടണം
ಕ್ಯಾಸ್ಟ್ರಾ,കാസ്ട്ര
ಕ್ಯಾಸ್ಟ್ರಾ,കാസ്ട്ര
ಕ್ಯಾಥೆಡ್ರಾ,കത്തീഡ്ര
ಕ್ಯಾಥೆಡ್ರಲ್,കത്തീഡ്രൽ
ಕ್ಯಾಟೊ ಸ್ಟ್ರೀಟ್ ಪಿತೂರಿ,കാറ്റോ സ്ട്രീറ്റ് ഗൂഢാലോചന
ಕೌಡಿಲ್ಲೊ,കൌഡില്ലോ
ಕ್ಯಾವಲಿಯರ್,കവലിയർ
ಕ್ಯಾವಲಿಯರ್,കവലിയർ
ಕ್ಯಾವಲಿಯರ್ ಸಂಸತ್ತು,കവലിയർ പാർലമെന്റ്
ಅದುಲ್ಲಮ್ ಗುಹೆ,അദുല്ലം ഗുഹ
ಗುಹೆ ಚಿತ್ರಕಲೆ,ഗുഹ പെയിന്റിംഗ്
ಗುಹೆ ಚಿತ್ರಕಲೆ,ഗുഹ പെയിന്റിംഗ്
ಸೆಂಟಮ್ವಿರ್,സെന്റുംവിർ
ಸೆಂಚುರಿಯನ್,ശതാധിപൻ
ಶತಮಾನ,നൂറ്റാണ്ട്
ಚೈನ್ ರಕ್ಷಾಕವಚ (=ಚೈನ್ ಮೇಲ್),ചെയിൻ കവചം (=ചെയിൻ മെയിൽ)
ಚಾಂಟ್ರಿ,ചാന്ത്രി
ಚಾಂಟ್ರಿ,ചാന്ത്രി
ಅಧ್ಯಾಯ ಪುಸ್ತಕ,ചാപ് ബുക്ക്
ಧರ್ಮಗುರು,ചാപ്ലിൻ
ಅಧ್ಯಾಯ,അധ്യായം
ಅಪಘಾತಗಳ ಅಧ್ಯಾಯ,അപകടങ്ങളുടെ അധ്യായം
ಶುಲ್ಕ,ചാർജ് ചെയ്യുക
ಚಾರ್ಜ್ ಡಿ&#39;ಅಫೇರ್ಸ್,ഭാരവാഹികൾ
ಚಾರ್ಜ್ ವಿಭಜನೆ,ചാർജ് വിഭജനം
ಚಾರ್ಜರ್,ചാർജർ
ರಥ,രഥം
ಸಾರಥಿ,സാരഥി
ಸಾರಥಿ,സാരഥി
ಸಾರಥಿ,സാരഥി
ಚಾರಿಟಿ ಅಡಿಗೆ,ചാരിറ്റി അടുക്കള
ಚಾರ್ಟರ್,ചാർട്ടർ
ಚಾರ್ಟಿಸ್ಟ್ ಮೂವ್‌ಮೆಂಟ್ (=ಚಾರ್ಟಿಸಂ),ചാർട്ടിസ്റ്റ് പ്രസ്ഥാനം (=ചാർട്ടിസം)
ಚಾರ್ಟೋಫಿಲೇಸಿಯಮ್,ചാർട്ടോഫൈലാസിയം
ಚಟೌ,ചാറ്റോ
ಚೆಕ್ ಪೋಸ್ಟ್,ചെക്ക് പോസ്റ്റ്
