English,Malayalam
architectural acoustics,വാസ്തുവിദ്യാ ശബ്ദശാസ്ത്രം
arc lamp,ആർക്ക് ലാമ്പ്
arc spectrum,ആർക്ക്-സ്പെക്ട്രം
area,"പ്രദേശം, പ്രദേശം"
areal,"പ്രാദേശിക, പ്രാദേശിക"
arm,"ഭുജം, ഭുജം, ശാഖ"
armature,അമച്വർ
array,"അറേ, അറേ"
arrester,റിസീവർ
articulation,ഉച്ചാരണ വ്യക്തത
artificial,സിന്തറ്റിക്
artificial transmutation,കൃത്രിമ പരിവർത്തനം
ascending,ആരോഹണം
ascension of the star,കയറ്റം
ascent,കയറുന്നു
aspheric,അഗോലി
aspherizing,സമാഹരണം
assemblage,കൂട്ടം
assemble,"അസംബ്ലിംഗ്, അസംബ്ലിംഗ്"
assembly (=assemblage),"അസംബ്ലിംഗ്, അസംബ്ലിംഗ്, അസംബ്ലിംഗ്"
assessment of accuracy,കൃത്യമായ കണക്കുകൂട്ടൽ
assigned assignment (of quantum numbers),വ്യക്തമാക്കിയ (ക്വാണ്ടം സംഖ്യകളുടെ) സവിശേഷതകൾ
associated,"ബന്ധപ്പെട്ട, സഹകാരി, സംയോജിത"
assonance,സ്വരാക്ഷര ശബ്ദം
astable multivibrator (=free running multivibrator),ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ
astatic,ആസ്തെനിക്
astigmatism,"വിട്ടുനിൽക്കൽ, astigmatism"
astrionics,ബഹിരാകാശ യാത്ര ഇലക്ട്രോണിക്സ്
astrometry,ജ്യോതിശാസ്ത്രം
astronaut,ബഹിരാകാശ സഞ്ചാരി
astronomer,ജ്യോതിശാസ്ത്രജ്ഞൻ
astronomical,സ്വർഗ്ഗീയ
astronomy,ജ്യോതിശാസ്ത്രം
astrophysics,ജ്യോതിശാസ്ത്രം
asymmetrical,അസമമായ
asymptote,അസിംപ്റ്റോട്ടിക്
asymptotic,വഷളാക്കുന്നു
asynchronous,അസമന്വിത
atmosphere,"അന്തരീക്ഷം, അന്തരീക്ഷം"
atmospheric,അന്തരീക്ഷം
atmospherics,കാറ്റ് പ്രക്ഷുബ്ധത
atom,ആണവ
atomic,ആറ്റോമിക
atomicity,ആറ്റോമിസിറ്റി
atomic mass,ആണവ പിണ്ഡം
atomic number,ആറ്റോമിക നമ്പർ
atomic reactor (=atomic pile),"ന്യൂക്ലിയർ റിയാക്ടർ, ന്യൂക്ലിയർ പൈൽ"
atomistic,ആറ്റോമിക
atomization,കണം
atomizer,കണം
attenuation,ശോഷണം
attenuator,"ശോഷണം, ശോഷണം"
attraction,ചാം
attractive forces,ആകർഷണ ശക്തി
audibility,ശ്രവണക്ഷമത
audio-amplifier,ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ
audio,കേൾക്കാവുന്ന
audio generator,ഓഡിയോ ജനറേറ്റർ
audiogram,ഓഡിബിലിറ്റി ഗ്രാഫ്
audiology,കേൾവി ശാസ്ത്രം
audiometer,ഓഡിയോമീറ്റർ
audio oscillator,കേൾക്കാവുന്ന ഫ്രീക്വൻസി ഓസിലേറ്റർ
audio signal,ശബ്ദ സിഗ്നൽ
audiovisual,ദൃശ്യ-ശ്രാവ്യ
auditorium,"ഓഡിറ്റോറിയം, ഓഡിറ്റോറിയം"
Auger effect,OZ പ്രഭാവം
augmentation,പ്രമോഷൻ
augmentor,എൻഹാൻസർ
aurora,ധ്രുവജ്വാല
aurora australis,ദക്ഷിണ ധ്രുവജ്വാല
aurora borealis,ഉത്തരധ്രുവ ജ്വാല
autoalarm,യാന്ത്രിക മുന്നറിയിപ്പ്
autocollimator,ഓട്ടോ പാരലലൈസർ
automatic,"ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്"
automation,"ഓട്ടോമേഷൻ, ഓട്ടോമേഷൻ"
auxiliary,"സഹായി, സഹകരണം, അധിക"
avalanche,"അവദവ, അവലാഞ്ചി"
average,"അർത്ഥം, അർത്ഥം"
avoidance,പരിവാരൻ
axial,അച്ചുതണ്ട്
axis,അച്ചുതണ്ട്
azimuth,അസിമുത്ത്
azimuthal,അസിമുത്ത്
back,തിരികെ
background,"പശ്ചാത്തലം, പശ്ചാത്തലം"
backlash,"പിന്നോട്ട്, പിന്നോട്ട്"
backout,ടേൺ എറൗണ്ട്
back swing voltage pulser,ബാക്ക് വോൾട്ടേജ് പൾസർ
back to back connection,പോസ്റ്റ്-റിലേഷൻഷിപ്പ്
back up,തിരിച്ചടവ്
back voltage (Freverse voltage),ആന്റി വോൾട്ടേജ്
backward scattering,പിൻഭാഗം ചിതറിക്കൽ
back wave (=spacing wave),ഇന്റർസ്റ്റീഷ്യൽ വേവ്
bad conductor,ഇൻസുലേറ്റർ
bail out,പാരച്യൂട്ട് ജമ്പ്
bakeout,ചൂടാക്കൽ
balance,"ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്"
balancer,ബാലൻസർ
balancing,ബാലൻസ്
ball ended magnet,ഗോളാകൃതി
ballistic,"ബാലിസ്റ്റിക്, ബാലിസ്റ്റിക്"
ballistic galvanometer,"പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ, പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ"
ballistic missile,മിസൈൽ
ballistics,"ബാലിസ്റ്റിക്സ്, ആയുധം"
ballistic throw,പ്രൊജക്ഷൻ
ballistic trajectory,സ്വതന്ത്ര പാത
balloon,"ബലൂൺ, ബലൂൺ"
Balmer discontinuity,ബാൽമർ നിർത്തലാക്കൽ
band,"ബാൻഡ്, ബാൻഡ്, ബാൻഡ്"
bang,സ്ഫോടനം
bank,"അറേ, ബീം, തീരം, ബാങ്ക്, തീരം"
bar,"കോളം, ബാർ, കോബ്, ബ്ലോക്ക്, ബാർ, വടി, ബാർ, 8. മതിൽ, 9. ലൈൻ, 10. എഡ്ജ്, 1 ബ്ലോക്ക്, 1, ബാർ, 1, ലൈൻ, 1, ടെസ്റ്റ് ലൈൻ"
Bardeen theory,ബാർഡീൻ തത്വം
Barkhausen effect,ബാർഖൗസെൻ പ്രഭാവം
Barlow's wheel,ബാർലോ സൈക്കിൾ
bar magnet,ബാർ കാന്തം
barn,കളപ്പുര
barogram,വായു മർദ്ദം ഗ്രാഫ്
barograph,"ബാരോഗ്രാഫ്, ബാരോഗ്രാഫ്"
barometer,ബാരോമീറ്റർ
barometry,അന്തരീക്ഷമർദ്ദം
barosphere,"കോസ്മോസ്, ബാരോമോസ്ഫിയർ"
bar pendulum,പെൻഡുലം പെൻഡുലം
barrier,"തടസ്സം, ആണവ, ആണവ തടസ്സം"
barrier layer (rectifier)=blocking layer -depletion layer =space charge layer,തടസ്സം നില
baryon,ബാരിയോൺ
barysphere,ഗുരുമണ്ഡലം
base band,അടിസ്ഥാന ബാൻഡ്
basic,"അടിസ്ഥാന, അടിസ്ഥാന, ക്ഷാര"
basis,അടിസ്ഥാനം
batching,"എണ്ണൽ, ടീം രൂപീകരണം"
bath,"ജലസംഭരണി, ജലസംഭരണി, ഹീറ്റർ, ചൂടാക്കൽ പാത്രം, കുളി"
battery,ബാറ്ററി
bay,"അറേ സെഗ്മെന്റ്, ചേമ്പർ, ബേ"
B-display,പ്രദർശനം
beacon,കിബാൻ
bead,"മാണിക, ബീഡ്"
beam,"ബീം, ബീം, ബീം, ട്രംപ്"
bearing,"ഡിക്മാൻ, ഡിക്കൺ"
beat,"ഡോൾ, വിസ്പൻഡ്"
Becqueral effect,ബെക്വറൽ പ്രഭാവം
bell jar,മണി ഭരണി
bellow,തുരുത്തി
bell shaped,മണി ക്ലോക്ക്
bench,"വേദിക, ബെഞ്ച്"
bend,"മോഡ്, ബങ്ക് (എഡി.), ബെൻഡ് (വി.)"
bending,ബാങ്കൻ
bent,"വളഞ്ഞു, വളഞ്ഞു"
Bernoulli's equation,ബെർണൂലി-സമവാക്യം
Bessel function,അടിസ്ഥാന-പ്രവർത്തനം
best fit,മികച്ച അഡീഷൻ
beta (भ्),ബീറ്റ (ബി)
betatron,ബീറ്റാട്രോൺ
Bethe's model,bethe മോഡൽ
bevatron,bivatron
B-H curve,BH കർവ്
biangular,ദ്വികോണാകൃതിയിലുള്ള
bias,"പക്ഷപാതം, പക്ഷപാതം"
biaxial,ദ്വി-അക്ഷാംശം
bichromate cell,ബിക്രോമേറ്റ് സെൽ
biconcave,അഭ്യവതാൽ
biconical aerial,ഇരട്ട ആന്റിന
biconvex,ബൈകോൺവെക്സ്
bicrystal,"ബൈ-ക്രിസ്റ്റൽ, ഡ്യുവൽ-ക്രിസ്റ്റൽ"
bidirectional microphone,ദ്വിദിശ മൈക്രോഫോൺ
bifactor model,ദ്വിപദ മാതൃക
bifilar,ഡയീഷ്യസ്
bilateral,ഉഭയകക്ഷി
bilinear,ബൈലിനയർ
bimolecular,ദ്വിതന്മാത്ര
binary,"ദ്വി-വേരിയബിൾ, ബൈ-ബേസ്, ഡ്യുവൽ"
binary code,"ബൈനറി കോഡ്, ബൈനറി കോഡ്"
binary star,കളി താരം
binary system,ബൈനറി രീതി
binaural,ദ്വിമുഖം
binding,ബോണ്ട്
binocular,"ബൈനോക്കുലർ, ബൈനോക്കുലർ"
binode,ബൈനറി
binomial distribution,ദ്വിപദ വിതരണം
binuclear,"ദ്വികേന്ദ്രം, ദ്വികേന്ദ്രം, ബൈന്യൂക്ലിയേറ്റഡ്"
biodynamics,ബയോഡൈനാമിക്സ്
bioelectronics,ബയോ ഇലക്ട്രോണിക്സ്
biophysicist,ജൈവഭൗതികശാസ്ത്രജ്ഞൻ
biophysics,ബയോഫിസിക്സ്
biosatellite,ജൈവ ഉപഗ്രഹം
bioscope,"ഛായാഗ്രാഹകൻ, ബയോസ്കോപ്പ്"
Biot-Savart'law,ബയോ-സാവാർട്ട് നിയമം
biphase current,ബൈഫാസിക് കറന്റ്
bipolar,ദ്വിധ്രുവം
biprism,"ബിപ്രിസം, ബൈപ്രിസം"
biquartz,"biquartz, biquartz"
bistable characteristics,ദ്വിമുഖ സ്വഭാവം
bistable multivibrator,രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ
bit,"ഡ്വയങ്ക്* (ബൈനറി സംഖ്യ), ബർമീസ്, ആനി, തുക്"
black,"കറുപ്പ്, കൃഷ്ണ"
black body,കറുത്ത ശരീരം
black light,അദൃശ്യ വെളിച്ചം
black out,തിമിരയൻ റേഡിയോ തിമിരയൻ
black out pulse (=blanking pulse),എജക്ഷൻ പൾസ്
black out voltage (=cut of bias),അവസാന പക്ഷപാതം
black radiation,കറുത്ത വികിരണം
blank,"പൂർത്തിയാകാത്ത, ശൂന്യമായ"
blanketing,മൂടുക
blanking,അസാധുവാക്കൽ
blast,"സ്ഫോടനം, സ്ഫോടനം, ആഘാതം"
bleeder,"സാവിക, ബ്ലീഡർ, സവി"
blind,"വേഷംമാറി, അന്ധൻ"
Bloch theorem,ബ്ലോച്ചിന്റെ സിദ്ധാന്തം
blocking,"തടയുക, തടയുക, തടയുക"
blow,"ഊതുക, അടിക്കുക"
blue print,നീല പ്രിന്റ്
blur circle,അവ്യക്തത വൃത്തം
blurred,അവ്യക്തമായ
bob,"പന്ത്, ഗോളം, പെൻഡന്റ്"
body,"ശരീരം, വസ്തു"
body capacitance,ശാരീരിക ശേഷി
body centred,കേന്ദ്രീകരിച്ചു
body diagonal,"ശരീരം-ഡയഗണൽ, അവസാനം-ഡയഗണൽ"
bogie,"ബോഗി, അജ്ഞാത കണ്ടെത്തൽ (റഡാർ)"
Bohr effect,ബോർ പ്രഭാവം
Bohr magneton,ബോർ മാഗ്നെറ്റൺ
boiler,"ബോയിലർ, ബോയിലർ"
boiling,"തിളയ്ക്കുന്ന, തിളയ്ക്കുന്ന"
Boltzmann equation,ബോൾട്ട്സ്മാൻ സമവാക്യം
bombarding electron,ബോംബർ ഇലക്ട്രോൺ
bombarding energy,"ട്രോമാറ്റിക് ഊർജ്ജം, ബോംബിംഗ് ഊർജ്ജം"
bond,ജാമ്യം
bonding,"ബന്ധിക്കപ്പെട്ട, ബന്ധിക്കപ്പെട്ട, ബന്ധിക്കപ്പെട്ട"
booster,എൻഹാൻസർ
boron,ബോറോൺ
Bose particle,ബോസ്-കണിക
boson,ബോസോൺ
bounce,"ഞെട്ടൽ, ചാടുക"
bound,ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു
boundary,"പരിധി, പരിധി (എഡി.), മാർജിനൽ (വി.)"
bound,ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു
bow,ധനു മുറ്റം
bow wave,കപ്പലോട്ട തിരമാല
Boyle point,ബോയിലർ ചൂടാക്കൽ
Boyle's law,ബോയ്ലിന്റെ നിയമം
Boyle' temperature,ബോയിലർ ചൂടാക്കൽ
Bracket series,ബ്രാക്കറ്റ്-ക്ലാസ്
Bragg law,ബാഗ് നിയമം
braided wire,ഇഴചേർന്ന വയർ
braking orbit,ബ്രേക്ക് ക്ലാസ്
Bramah press,ബ്രാമ കംപ്രസർ
branching,ശാഖകൾ
Bravais lattice,"ബ്രേവ് ലാറ്റിസ്, ബ്രേവ് ലാറ്റിസ്"
braze,പിച്ചള ബ്രേസിംഗ്
break,വേർപിരിയൽ
break contact,ബ്രേക്ക് കണക്റ്റർ
breakdown diode,"ഫ്രാക്ചർ ഡയോഡ്, സെനർ ഡയോഡ്"
breaking,ഒടിവ്
breeder reactor,"ബ്രീഡർ റിയാക്ടർ, ബ്രീഡർ ന്യൂക്ലിയർ ഫർണസ്, ബ്രീഡർ ഫർണസ്"
breeding,പുനരുൽപാദനം
bremsstrahlung,"റിട്ടാർഡന്റ് റേഡിയേഷൻ, ബ്രാസ്ട്രലുങ്"
Brewster angle,ബ്രൂസ്റ്റർ ആംഗിൾ
Brewster fringe,ബ്രൂസ്റ്റർ ഫ്രിഡ്ജ്
bridge,പാലം
bridging,പാലം ബോണ്ട്
bright,"ശോഭയുള്ള, തിളക്കമുള്ള, മിന്നുന്ന"
brightening,പ്രകാശകൻ
bright,റേഡിയൻസ്
brightness,"ദ്യുതി, പ്രഭ"
Brillouin zone,ബ്രിലുവൻ പ്രദേശം
British Standard Candle,ബ്രിട്ടീഷ് സ്റ്റാൻഡേർഡ് മെഴുകുതിരി
brittle,പൊട്ടുന്ന
brittleness,പൊട്ടൽ
broadcasting,പ്രക്ഷേപണം
broad,വിശദമായ
broadside,പിന്തിരിപ്പൻ
Broglie formula,ബ്രോഗ്ലി ഫോർമുല
broken,വിഘടിച്ചു
Brownian motion,ബ്രൗണി ചലനം
brush,"കുച്ചി, ബുരുഷ്, കുർച്ച്, ഗുൽം"
bubble,"കുമിള, ബബിൾ (എഡി.), മംബിൾ (വി.)"
bubbling,ജ്വലനം
bucking,പ്രതിരോധ നടപടികൾ
buckling,സങ്കോചം
buffer,"amp-resistance, buffer"
building acoustics,ശബ്ദശാസ്ത്രം
build up,ബർധൻ
bulb,ബൾബ്
bulging,ഉദിക്കുക
bulk,"വോള്യം, ബൾക്ക്, പിണ്ഡം, പിണ്ഡം, വോള്യം"
bulk modulus,വോളിയം ഇലാസ്തികത ഗുണകം
bulk property,ജനസംഖ്യ സ്വത്ത്
bulk temperature,പരമാവധി താപനില
bump (in a curve),വീർപ്പുമുട്ടൽ
bunch,"കുല, കൂട്ടം (n.), കൂട്ടമായിരിക്കുക (ver.)"
buncher,കുല
Bunsen cell,ബൺസെൻ സെൽ
buoy,ഉന്മേഷം
buoyancy,"ബൂയൻസി, ബൂയൻസി"
Burger's circuit,ബർഗർ സർക്യൂട്ട്
burglar alarm,കള്ളൻ മണി
burner,"ബർണർ, ഇഗ്നിറ്റർ"
burn out,പൂർണ്ണ ജ്വലനം
burst,"സ്ഫോടനം, പൊട്ടിത്തെറി, വിള്ളൽ"
busy line,ലൈൻ തിരക്കിലാണ്
busy tone,തിരക്കുള്ള ടോൺ
buzzer,ബസർ
bypass,ബൈപാസ്
bypassing,സർക്യൂട്ട്
cable,"കടൽ വയർ, കേബിൾ"
cadmium,കാഡ്മിയം
caesium cell,സീസിയം-കോശം
cage dipole,പഞ്ചാർ ദ്വിധ്രുവം
cage effect,പഞ്ചാർ പ്രഭാവം
calculate,കണക്കാക്കാൻ
calculator,കാൽക്കുലേറ്റർ
calendar,കലണ്ടർ
calibrate,"കാലിബ്രേഷൻ, കാലിബ്രേഷൻ, റിവിഷൻ"
calibration factor,"കാലിബ്രേഷൻ മൾട്ടിപ്ലയർ, കാലിബ്രേഷൻ മൾട്ടിപ്ലയർ"
callipers,കാലിപ്പറുകൾ
call-meter,"കോൾ കാൽക്കുലേറ്റർ, ടോക്ക് കാൽക്കുലേറ്റർ"
caloric,"ചൂട് (വി.), കലോറിക് (എഡി.)"
calorimeter,"കലോറിമീറ്റർ, കലോറിമീറ്റർ"
calorimetry,"കലോറിമെട്രി, കലോറിമെട്രി"
camera,ക്യാമറ
canal rays,"കുല്യ കിരൺ, കനാൽ കിരൺ"
candela,കാൻഡല
candle,"മെഴുകുതിരി, മെഴുകുതിരി"
canonical,കാനോനിക്കൽ
cantilever,കാന്റിലിവർ
cap,"തൊപ്പി, വസ്ത്രം (എഡി.), ഇന്റർലേസിംഗ് (വി.)"
