Malayalam,English
ഓഡിയോ പരിധി,Audio limiter
ഓഡിയോ ലൈൻ,Audio line
ഓഡിയോ മിക്സർ,Audio mixer
ഓഡിയോ മോഡുലേഷൻ,Audio modulation
ഓഡിയോ ഓസ്സിലേറ്റർ,Audio oscillator
ഓഡിയോ output ട്ട്പുട്ട്,Audio output
ഓഡിയോ പവർ,Audio power
ഓഡിയോ നിലവാരം,Audio quality
ഓഡിയോ സിഗ്നൽ,Audio signal
ഓഡിയോ സിഗ്നൽ പ്രോസസ്സിംഗ്,Audio signal processing
ഓഡിയോ സ്പെക്ട്രം,Audio spectrum
ഓഡിയോ സ്റ്റോറേജ്,Audio storage
ഓഡിയോ ഉപ-കാരിയർ,Audio sub-carrier
ഓഡിയോ ട്രാൻസ്ഫോർമർ,Audio transformer
ഓഡിയോ ട്രാൻസ്മിറ്റർ,Audio transmitter
ഓഡിയോ / വീഡിയോ കംപ്രഷൻ,Audio/video compression
ഓഡിയോ-ഫ്രീക്വൻസി ഓസ്സിലേറ്റർ,Audio-frequency oscillator
ഓഡിയോ-ഫ്രീക്വൻസി സിഗ്നൽ,Audio-frequency signal
ഓഡിയോമെട്രി,Audiometry
ഓഡിയോ-വിഷ്വൽ സഹായം,Audio-visual aid
ഓഡിറ്ററി ധാരണ,Auditory perception
പ്രാമാണീകരണം,Authentication
അംഗീകൃത കാരിയർ ആവൃത്തി,Authorised carrier frequency
ഓട്ടോ കാഡ്,Auto CAD
യാന്ത്രിക ഡയഗ്നോസ്റ്റിക്സ്,Auto diagnostics
ഓട്ടോമാറ്റിക്,Automatic
യാന്ത്രിക നിയന്ത്രണം,Automatic control
യാന്ത്രിക കണ്ടെത്തൽ,Automatic detection
യാന്ത്രിക ഉപകരണങ്ങൾ,Automatic equipment
യാന്ത്രിക ആവൃത്തി നിയന്ത്രണം,Automatic frequency control
യാന്ത്രിക പരിധി,Automatic limiter
യാന്ത്രിക യന്ത്രം,Automatic machine
യാന്ത്രിക ഫാസ നിയന്ത്രണം,Automatic phasae control
യാന്ത്രിക ചിത്രം ട്രാൻസ്മിഷൻ,Automatic picture transmission
യാന്ത്രിക പ്ലേബാക്ക്,Automatic playback
യാന്ത്രിക വൈദ്യുതി നിയന്ത്രണം,Automatic power control
യാന്ത്രിക പ്രോഗ്രാമിംഗ്,Automatic programming
യാന്ത്രിക റെക്കോർഡിംഗ്,Automatic recording
യാന്ത്രിക പുന .സജ്ജമാക്കുക,Automatic reset
യാന്ത്രിക ഷട്ടർ,Automatic shutter
യാന്ത്രിക സംവിധാനം,Automatic system
യാന്ത്രിക ടെലിഫോൺ,Automatic telephone
യാന്ത്രിക താപനില നിയന്ത്രണം,Automatic temperature control
ഓട്ടോമാറ്റിക് വോൾട്ടേജ് റെഗുലേറ്റർ,Automatic voltage regulator
യാന്ത്രിക വോളിയം കംപ്രസർ,Automatic volume compressor
യാന്ത്രിക വോളിയം നിയന്ത്രണം,Automatic volume control
യാന്ത്രിക വോളിയം എക്സ്പാൻഡർ,Automatic volume expander
യന്തവല്ക്കരണം,Automation
യന്തമോടിക്കൽ,Automation control
ഓട്ടോമേഷൻ ഫ്രീക്റ്റി കണ്ട്രോളർ,Automation frequency controller
ഉക്സിലറി,Auxiliary
സഹായ ഓഡിയോ ബസ്,Auxiliary audio bus
ലഭ്യമായ ശക്തി,Available power
ഹിമപാത തകർച്ച,Avalanche breakdown
ശരാശരി ജീവിതം,Average life
ശരാശരി മർദ്ദം,Average pressure
ശരാശരി വേഗത,Average speed
സ്പിൻ ആക്സിസ്,Axis of spin
അസിമുത്ത്,Azimuth
അസിമുത്ത് ആംഗിൾ,Azimuth angle
അസിമുത്ത് പിശക്,Azimuth error
ബാക്ക് ലൈറ്റ്,Back light
ബാക്ക് പ്രൊജക്ഷൻ,Back projection
ബാക്ക് വോൾട്ടേജ് (= റിവേഴ്സ് വോൾട്ടേജ്),Back voltage (=reverse voltage)
ബാക്ക്ഫയർ (ആർക്ക് ബാക്ക്),Backfire (arc back)
പശ്ചാത്തല വെളിച്ചം,Background light
പശ്ചാത്തലം ശബ്ദം,Background noise
പശ്ചാത്തലം പ്രൊജക്ഷൻ,Background projection
ബാക്കപ്പ്,Backup
അന്ധാളിപ്പക്കുക,Baffle
ബേക്കിംഗ്,Baking
സമതുലിതമായ ഓഡിയോ,Balanced audio
സമതുലിതമായ ഓഡിയോ ലൈൻ,Balanced audio line
സമതുലിതമായ ട്രാൻസ്മിഷൻ ലൈൻ,Balanced transmission line
സന്തുഗതം,Balancing
ബാല്ലാസ്റ്റ്,Ballast
ബാലസ്റ്റ് ഫാക്ടർ,Ballast factor
Sulun,Balun
കൂട്ടം,Band
ബാൻഡ് പാസ് ഫിൽട്ടർ,Band pass filter
ബാൻഡ് സെലക്ടർ,Band selector
ബാൻഡ് വിഭജനം,Band splitting
ബാൻഡ് നിർത്തുക ഫിൽട്ടർ,Band stop filter
ബാൻഡ് സ്വിച്ച്,Band switch
ബാൻഡ് ട്യൂറിംഗ്,Band tuning
ബാൻഡ്വിഡ്ത്ത്,Bandwidth
ബാർ,Bar
ബാർ കോഡ്,Bar code
ബാർബെ ഡാറ്റ,Bar data
നഗ്നമായ ബാൻഡ്,Bare band
നഗ്നമായ വിളക്ക്,Bare lamp
കളപ്പുര വാതിൽ,Barn door
അടിസ്ഥാന ബാൻഡ്,Base band
അടിസ്ഥാന ബാൻഡ് സിഗ്നൽ,Base band signal
അടിസ്ഥാന ബാൻഡ് സംവിധാനം,Base band system
അടിസ്ഥാന ബ്ര .സർ,Base browser
അടിസ്ഥാന ശേഖരണ ജംഗ്ഷൻ,Base collector junction
അടിസ്ഥാന ഇൻസുലേറ്റർ,Base insulator
ബാസ്,Bass
ബാസ് നഷ്ടപരിഹാരം,Bass compensation
ബാസ് ഉച്ചഭാഷിണി (വൂഫർ),Bass loudspeaker (woofer)
ബാച്ച് സ്കാനിംഗ്,Batch scanning
ബാറ്ററി ചാർജിംഗ്,Battery charging
രശ്മി,Beam
അടിക്കുക,Beat
ബീറ്റ് ഫ്രീക്വൻസി ഓസ്സിലേറ്റർ,Beat frequency oscillator
കാല്,Bel
പക്ഷപാതം,Bias
ബയ്യ്സ് സർക്യൂട്ട്,Bias circuit
പക്ഷപാതം,Bias frequency
ബിയാസ് വോൾട്ടേജ്,Bias voltage
മുന്നോട്ടുള്ള ദിശയിൽ പക്ഷപാതപരമാണ്,Biased in the forward direction
ദ്വിദിശ മൈക്രോഫോൺ,Bi-directional microphone
ബിൽബോർഡ്,Billboard
ബിൽബോർഡ് അപ്ലിക്കേഷൻ,Billboard application
ദ്വി-മെറ്റാലിക് ഘടകം,Bi-metallic element
ബൈനറി,Binary
ബൈനറി കോഡ് ചെയ്ത ദശാംശ,Binary coded decimal
ബൈനറി അക്ക (ബിറ്റ്),Binary digit (bit)
ബൈനറി നമ്പർ,Binary number
ബിനാറൽ കേൾവി,Binaural hearing
ബൈനോക്കുലർ,Binocular
ബയോമെട്രിക്,Biometric
ബൈപോളാർ ട്രാൻസിസ്റ്റർ,Bipolar transistor
ബിറ്റ് വിഹിതം,Bit allocation
ബിറ്റ് നിരക്ക്,Bit rate
ബ്ലാക്ക് & വൈറ്റ് ടിവി,Black & white TV
ശൂനമായ,Blank
ശൂന്യമായ ഇടവേള,Blanking interval
ശൂന്യമായ നില,Blanking level
രക്തസ്രാവം പ്രതിരോധം,Bleeder resistance
ക്യാമറ നീക്കം ചെയ്തു,Blimped camera
അന്ധമായ തിളക്കം,Blinding glare
കണ്ണുചിമ്മുക,Blink
കണ്ണുചിനിക്കല്,Blinking
ബ്ലോക്ക് കോഡ്,Block code
ബ്ലോക്ക് ഡയഗ്രം,Block diagram
ബ്ലോക്ക് ഇന്റർലീവ്,Block interleave
തടയൽ കപ്പാസിറ്റർ,Blocking capacitor
OSCILLER തടയുന്നു,Blocking oscillator
പൂത്തും,Bloom
Blow തുക വിളക്ക്,Blow lamp
തിരിച്ചടിക്കുക,Blow pipe
കൊള്ള,Blower
ബ്ലൂടൂത്ത്,Bluetooth
ശരീര കപ്പാസിറ്റൻസ്,Body capacitance
ബുക്ക്മാർക്ക്,Bookmark
ബൂളിയൻ ആൾജിബ്ര,Boolean algebra
കുതിപ്പ്,Boom
ഉത്തേജിപ്പിക്കുക,Boost
ബൂസ്റ്റർ,Booster
ബൂസ്റ്റർ ലൈറ്റ്,Booster light
വർദ്ധിപ്പിക്കുന്നു,Boosting
ബൂട്ടിംഗ്,Booting
ബൂട്ട്സ്ട്രാപ്പ്,Bootstrap
അടിവര,Bottom light
വെളിച്ചം ബന്ദികളാക്കുക,Bounce light
ബ്രേക്ക് ഡൗൺ,Break down
വോൾട്ടേജ് തകർക്കുക,Break down voltage
ബ്രിഡ്ജ് ഘടകം,Bridge element
ബ്രിഡ്ജ് റെക്ലിഫയർ,Bridge rectifier
'ടി' അറ്റൻവേറ്റർ,Bridged ‘T’ attenuator
വഞ്ചന ഘടന,Bridged structure
ഗാഡ്ഗിംഗ്,Bridging
ആംപ്ലിഫയർ,Bridging amplifier
ചിട്ടമ്മനഷ്ടം,Bridging loss
തെളിച്ചം,Brightness
തെളിച്ചം നിയന്ത്രണം,Brightness control
വേഗം പൊട്ടുന്ന,Brittle
പൊട്ടുന്ന പദാർത്ഥം,Brittle substance
ബ്രോഡ്ബാൻഡ്,Broadband
ബ്രോഡ്ബാൻഡ് ആംപ്ലിഫയർ,Broadband amplifier
ബ്രോഡ്ബാൻഡ് ISDN,Broadband ISDN
ബ്രോഡ്ബാൻഡ് സിസ്റ്റം,Broadband system
പ്രക്ഷേപണവും ആശയവിനിമയ സാങ്കേതികവിദ്യയും,Broadcast and communication technology
കവറേജ് പ്രക്ഷേപണം ചെയ്യുക,Broadcast coverage
ബ്രോഡ്കാസ്റ്റ് റിസീവർ,Broadcast receiver
സേവന സേവന ആസൂത്രണം,Broadcast service planning
ലംഘനം,Broadcast transmitter
ബ്രോഡ്കാസ്റ്റർ,Broadcaster
ബ്രോഡ്കാസ്റ്റിംഗ്,Broadcasting
ബ് ബ്ലാൻസിംഗ് സ്റ്റേഷൻ,Broadcasting station
പൊട്ടിയ,Broken
ബ്ര browser സർ,Browser
ബ്രൗസിംഗ്,Browsing
കുമിള,Bubble
ബഫർ,Buffer
ബഫർ ആംപ്ലിഫയർ,Buffer amplifier
ബഫർ ട്യൂബ്,Buffer tube
മൂട്ട,Bug
അന്തർനിർമ്മിത ആന്റിന,Built-in antenna
ബർണർ,Burner
കത്തിക്കുക,Burning
ബർസ്റ്റ് പിശക്,Burst error
ബർസ്റ്റ് ഉൾപ്പെടുത്തൽ പൾസ്,Burst insertion pulse
ബർസ്റ്റ് ഘട്ടം,Burst phase
ബസ്,Bus
ബിസിനസ്സ് ഇന്റലിജൻസ്,Business intelligence
ബസ്സര്,Buzzer
പാസാണ്,By pass
കടന്നുപോകുന്നതിലൂടെ,By passing
തടങ്കൽ,Bypass condenser
സി,C
C + പ്രോഗ്രാമിംഗ് ഭാഷ,C+programming language
മന്തിസഭ,Cabinet
കന്വി,Cable
കേബിൾ സംയുക്തം,Cable compound
കേബിൾ സമവാക്യം,Cable equalization
കേബിൾ നഷ്ടം,Cable loss
കാഷെ,Cache
കാഷിംഗ്,Caching
കാഡ്മിയം സെൽ,Cadmium cell
കണക്കാക്കുന്നു യന്ത്രം,Calculating machine
കണക്കുകൂട്ടല്,Calculation
കണക്കുകൂട്ടല് യന്തം,Calculator
കാലിബ്രേറ്റ് ചെയ്യുക,Calibrate
കാലിപ്പർ,Calipers
കലോറിമീറ്റർ,Calorimeter
കാംകോർഡർ,Camcorder
കാമറ,Camera
ക്യാമറ വിന്യാസം,Camera alignment
ക്യാമറ അപ്പർച്ചർ,Camera aperture
