English,Tamil
Aclastic,"மீள், பயனற்ற, பயனற்ற"
Acorn tube,"ஏகோர்ன் ஹோஸ், பாஞ்சு ஹோஸ்"
Acorn valve,மினியேச்சர் வால்வு
Acouphony,அகோஃபோனி
Acoustic,ஒலியியல்
Acoustic absorptivity,ஒலி உறிஞ்சுதல்
Acoustic attenuation coeffcient,ஒலியியல் குறைப்பு குணகம்
Acoustic attenuation constant,ஒலிக் குறைப்பு
Acoustic burglar alarm,ஒலி திருடன் அலாரம்
Acoustic capacitance,ஒலியியல் கொள்ளளவு
Acoustic centre,கேட்கும் மையம்
Acoustic clarifier,ஒலியியல் விளக்கம்
Acoustic cloud,ஒலி உறை
Acoustic compliance,ஒலி பதில்
Acoustic component,ஒலியியல் கூறு
Acoustic conductivity,ஒலி கடத்துத்திறன்
Acoustic damping,ஒலி தணித்தல்
Acoustic dispersion,ஒலி சிதறல்
Acoustic dissipation element,ஒலி ஹேக்கர்
Acoustic energy,ஒலி ஆற்றல்*
Acoustic energy equation,ஒலி ஆற்றல் சமன்பாடு
Acoustic equation,ஒலி சமன்பாடு
Acoustic feedback,ஒலி மறுசீரமைப்பு
Acoustic figures (Chladni figures),கிளாட்னி வடிவங்கள்
Acoustic filter,ஒலி வடிகட்டி
Acoustic generator,ஒலி ஜெனரேட்டர்
Acoustic grating,ஒலி தட்டு
Acoustic impedance,ஒலி மின்மறுப்பு*
Acoustic inertance,ஒலி மந்தநிலை
Acoustic intensity,ஒலி தீவிரம்
Acoustic interferometer,ஒலி குறுக்கீடு மீட்டர்
Acoustic intrusion detector,ஒலி குறுக்கீடு கண்டறிதல்
Acoustic lens,ஒலி லென்ஸ்
Acoustic line,ஒலி வரி
Acoustic mass,ஒலி நிறை
Acoustic material,ஒலி பொருள்
Acoustic mean free path,ஒலியியல் என்பது இலவச பாதை
Acoustic mode,ஒலி முறை
Acoustic noise,ஒலி சத்தம்
Acoustic ohm,ஒலி ஓம்*
Acoustic panel,"ஒலியியல் குழு, ஒலி பலகை"
Acoustic phase constant,ஒலி நிலை மாறிலி
Acoustic pickup (sound box),ஒலி ரிசீவர்
Acoustic pressure,ஒலி அழுத்தம்
Acoustic principle of similarity,ஒலியின் சமச்சீர் விதி
Acoustic propagation constant,ஒலி பரிமாற்றம்
Acoustic property,ஒலியியல் பண்புகள்
Acoustic quardrupole,ஒலி நாற்புறம்
Acoustic radiating element,ஒலி கதிர்வீச்சு உறுப்பு
Acoustic radiation,ஒலி கதிர்வீச்சு
Acoustic radiator,ஒலி எதிர்ப்பு
Acoustic radiometer,ஒலி ரேடியோமீட்டர்
Acoustic reactance,ஒலி அதிர்ச்சி
Acoustic reciprocity theorem,ஒலி பரஸ்பர தேற்றம்
Acoustic reduction factor,ஒலி குறைப்பு காரணி
Acoustic reflection coefficient,ஒலி பிரதிபலிப்பு குணகம்
Acoustic refraction,ஒலி ஒளிவிலகல்
Acoustic resistance,ஒலி எதிர்ப்பு
Acoustic responsiveness,ஒலி பதில்
Acoustic scattering,ஒலி சிதறல்
Acoustic spot,கேட்கும் புள்ளி
Acoustic stiffiness,ஒலி விறைப்பு
Acoustic system,ஒலி அமைப்பு
Acoustic thermometer,ஒலி வெப்பமானி
Acoustic velocity,ஒலி வேகம்
Acoustic wave,ஒலி அலை
Acoustical,ஒலியியல்
Acoustical absorption co-efficient,ஒலி உறிஞ்சுதல் குணகம்
Acoustical absorption factor,ஒலி உறிஞ்சுதல் கூறு
Acoustical circuit,ஒலி சுற்று
Acoustical compliance,ஒலி பதில்
Acoustical delay line,ஒலி தாமதக் கோடு
Acoustical distortion,ஒலி சிதைவு
Acoustical energetics,ஒலி ஒலியியல்
Acoustical filter,ஒலி வடிகட்டி
Acoustical impedance (=acoustic impedance),ஒலி மின்மறுப்பு*
Acoustical labyrinth,ஃபோனோகிராஃப்
Acoustical ohm,ஒலி ஓம்*
Acoustical phase constant,ஒலி மாறிலி
Acoustical phonan,ஒலி ஃபோனான்
Acoustical propagation constant (=propagation constant),ஒலி பரிமாற்ற மாறிலி
Acoustical reduction factor,ஒலி மாற்று குணகம்
Acoustical resistance,ஒலி எதிர்ப்பு
Acoustical stiffness,ஒலி விறைப்பு
Acoustical unit,ஒலி அலகு
Acoustically insulated,ஒலி எதிர்ப்பு
Acoustico-lateral line,ஒலி பக்கக் கோடு
Acoustics,"ஒலியியல், ஒலியியல்"
Acoustimeter,ஒலி மீட்டர்
Acoustomotive pressure=sound pressure,ஒலி அழுத்தம்
Acquisition radar,கையகப்படுத்தல் ரேடார்
Actinic ray,ஒளிச்சேர்க்கை கதிர்வீச்சு
Actinium emnation,ஆக்டினியம் உமிழ்வு
Actino-uranium,ஆக்டினோ-யுரேனியம்
Actino-uranium series,ஆக்டினோ-யுரேனியம் தொடர்
Actinoelectricity,கதிரியக்க மின்சாரம்
Actinometer,"ஆக்டினோமீட்டர், ஃபோட்டோமிக்ரோமீட்டர்"
Action,"செயல், செயல்"
Action and reaction,செயல் மற்றும் எதிர்வினை
Action constant,செயல் மாறிலி
Action radium (=effective area),செல்வாக்கு மண்டலம்
Activated,"செயல்படுத்தப்பட்டது, செயல்படுத்தப்பட்டது"
Activated diffusion,செயலில் பரவல்
Activated filament,"செயல்படுத்தப்பட்ட ஃபைபர், செயல்படுத்தப்பட்ட ஃபைபர்"
Activating effect,செயல்படுத்தும் விளைவு
Activation,செயல்படுத்தும் விளைவு
Activation analysis,செயல்படுத்தும் பகுப்பாய்வு
Activation centre,செயல்பாட்டு மையம்
Activation cross-section,செயல்படுத்தும் சோதனையாளர்
Activation energy,செயல்படுத்தும் ஆற்றல்
Activation entropy,செயல்படுத்தும் என்ட்ரோபி
Activation over-voltage,செயல்படுத்தல் அதிக மின்னழுத்தம்
Activation rate,செயல்படுத்தும் விகிதம்
Activator,"செயல்படுத்துபவர், செயல்படுத்துபவர்"
Activator atom,செயல்படுத்தும் அணு
Activator of accelerator,முடுக்கி
Active absorption,செயலில் உறிஞ்சுதல்
Active aerial,செயலில் வான்வழி
Active area (controlled area),கதிர்வீச்சு ஆபத்து மண்டலம்
Active device,செயலில் உள்ள சாதனம்
Active homing,செயலில் இலக்கு
Active hydrogen,செயலில் உள்ள ஹைட்ரஜன்*
Active lattice,செயலில் கண்ணி
Active line,செயலில் வரி செயலில் வரி
Active loop,செயலில் வளையம்
Active mass,செயலில் உள்ள குறியீடு*
Active material,செயலில் உள்ள பொருட்கள்
Active molecule,செயலில் உள்ள மூலக்கூறு
Active network,செயலில் கண்ணி
Active re-absorption,செயலில் மறுஉருவாக்கம்
Active region,செயலில் உள்ள பகுதி
Active regulation,செயலில் கட்டுப்பாடு
Active satellite,செயலில் உள்ள செயற்கைக்கோள்
Active sunspot prominence,செயலில் பிளவுபட்ட சூரிய சுடர்
Active trace sub stances,செயலில் நுண்ணூட்டச்சத்துக்கள்
Active tracking system,செயலில் கண்காணிப்பு அமைப்பு
Active transducer,செயலில் மின்மாற்றி
Active uptake,செயலில் உட்கொள்ளல்
Activity coefficient,செயல்பாட்டு குணகம்*
Activity index,செயல்பாட்டுக் குறியீடு
Activity ratio,செயல்பாட்டு விகிதம்
Activity vector,செயல்பாட்டு திசையன்
Actual monitor,உண்மையான மானிட்டர்
Actual stress,உண்மையான மன அழுத்தம்
Actuate,தூண்டுதல்
Actuating,தொடங்குபவர்
Acturator,தொடங்குபவர்
Acuity meter,தீவிரமானி
Acuity of hearing,கேட்கும் கூர்மை
Acutance,புகைப்படக் கூர்மை மதிப்பு
Acute angle,குறுங்கோணம்
Acute exposure,கிசுகிசுத்தல்
Acute triangle,கடுமையான முக்கோணம்
Acyclic,அசைக்ளிக்
Adaptation manoeuver,தேர்வுமுறை பயன்பாடு
Adapted stae,உகந்த நிலை
Adaptive control system,தகவமைப்பு கட்டுப்பாட்டு அமைப்பு
Adaptometer,அடாப்டோமீட்டர்
Adcock antenna,அட்காக் ஆண்டெனா
Add,மொத்தத்தில்
Add time,தொகுப்பு நேரம்
Add-subtract time,தொகுத்தல்-கழித்தல் நேரம்
Adder,சேர்ப்பான்
Addition,"தொகை, கூட்டல், கூட்டுத்தொகை (பதிப்பு), சேர்க்கை (v.)"
Addition constant,கூட்டல் மாறிலி
Addition law of acceleration,முடுக்கம்-தொகை விதி
Addition law of distance,தூரம்-தொகை விதி
Addition law of velocity,வேகம்-தொகை விதி
Addition of vectors,திசையன்களின் தொகை
Addition reaction,சேகரிப்பு எதிர்வினை
Additional half plane,கூடுதல் தளம்
Additional tone,"இணைப்பு தொனி, கூடுதல் தொனி (உயிர்)"
Additive,"சேர்க்கை, சேர்க்கை"
Additive channel,சேர்க்கை அமைப்பு
Additive colour,இணைப்பு எழுத்துக்கள்
Additive colour process,மொத்த எழுத்து செயல்முறை
Additive complementary colour,கூடுதல் நிரப்பு நிறம்
Additive constant,சேர்க்கை மாறிலி
Additive drag,சேர்க்கை இழுவை
Additive effect,சேர்க்கை விளைவு
Additive factor,சேர்க்கை காரணி
Additive function,சேர்க்கை செயல்பாடு
Additive mixing,சேர்க்கை கலவை
Additive primary,சேர்க்கை வேர்
Additive process,சேர்க்கை செயல்முறை
Additive property,சேர்க்கை
Additive quantum number,சேர்க்கை குவாண்டம் எண்
Additive reaction,சேகரிப்பு எதிர்வினை
Additivity,சேர்க்கை
Additron,அடிட்ரான்
Address,தெரியும்*
Address computation,முகவரி கணக்கீடு
Address counter,முகவரி
Address decoding,முகவரி குறியாக்கம்
Address expression,முகவரி வெளிப்பாடு
Address facility,முகவரித்திறன்
Address format,முகவரிப் பட்டி
Address light,முகவரி விளக்கு
Address modification,முகவரி மாற்றம்
Address part,பதன்ஷ்
Address register,முகவரி பதிவு
Address selection swith,முகவரி தேர்வு சுவிட்ச்
Address table sort,முகவரி வரிசையாக்க அட்டவணை
Addressing,உரையாற்றுதல்
Addressograph,adresograph
Addresssing system,முகவரி அமைப்பு
Adhesion,ஒட்டுதல்
Adhesion tension,ஒட்டுதல் அழுத்தம்
Adhesional energy,பிசின் ஆற்றல்
Adhesive blocking,பிசின் தடுப்பு
Adiabat,அடியாபட்
Adiabatic,அடியாபாடிக்
Adiabatic acceleration,அடியாபாடிக் முடுக்கம்
Adiabatic approximation,அடியாபாடிக் தோராயம்
Adiabatic bulk modulus,அடியாபாட்டிக் தொகுதி குணகம்
Adiabatic calorimeter,அடியாபாட்டிக் வெப்பமானி
Adiabatic change,அடிபயாடிக் மாற்றம்
Adiabatic chart,"அடியாபாடிக் விளக்கப்படம், அடியாபாட்டிக் விளக்கப்படம்"
Adiabatic compressibility,அடியாபாடிக் சுருக்கத்தன்மை
Adiabatic compression,அடியாபாடிக் சுருக்கம்
Adiabatic containment,அடியாபாடிக் கருத்தடை
Adiabatic cooling limit,அடியாபாடிக் குளிரூட்டும் வரம்பு
Adiabatic curve,அடியாபாடிக் வளைவு
Adiabatic deformation,அடியாபாடிக் சிதைவு
Adiabatic demagnetisation,அடியாபாடிக் டிமேக்னடைசேஷன்
Adiabatic dissociation,அடிபயாடிக் தீர்மானம்
Adiabatic drift,அடியாபாடிக் இடப்பெயர்ச்சி
Adiabatic effect,அடிபயாடிக் விளைவு
Adiabatic elasticity,அடியாபாடிக் நெகிழ்ச்சி
Adiabatic ellipse,அடியாபாடிக் நீள்வட்டம்
Adiabatic enthalpy drop,அடியாபாட்டிக் முழு வெப்ப இழப்பு
Adiabatic equation,அடியாபாடிக் சமன்பாடு
Adiabatic equation of state,அடியாபாடிக் நிலை சமன்பாடு
Adiabatic equilibrium temperature,அடியாபாடிக் சமநிலை வெப்பநிலை
Adiabatic equillibrium,அடிபயாடிக் சமநிலை
Adiabatic expansion,அடியாபாடிக் பரவல்
Adiabatic flame temperature,அடியாபாடிக் சுடர் வெப்பநிலை
Adiabatic flow,அடியாபாடிக் ஓட்டம்
Adiabatic fluctuations,அடிபயாடிக் உச்சரிப்பு
Adiabatic gas equation,அடியாபாடிக் வாயு சமன்பாடு
Adiabatic gradient,அடியாபாடிக் சாய்வு
Adiabatic heat drop,அடியாபாடிக் வெப்ப இழப்பு
Adiabatic ionization potential,அடிபயாடிக் அயனியாக்கம் சாத்தியம்
Adiabatic lapse rate,அடியாபாடிக் தேய்மான விகிதம்
Adiabatic momentum charge,அடியாபாடிக் உந்த கட்டணம்
Adiabatic process,அடியாபாடிக் செயல்முறை
Adiabatic reaction,அடிபயாடிக் எதிர்வினை
Adiabatic speed,அடிபயாடிக் நகர்வு
Adiabatic strain energy,அடியாபாடிக் சிதைவு ஆற்றல்
Adiabatic system,அடியாபாடிக் உடல்
Adiabatic temperature gradient,அடியாபாட்டிக் வெப்ப சாய்வு
Adiabatic throttling,அடியாபாடிக் குறைப்பு
Adiabatic transformation,அடியாபாடிக் மாற்றம்
Adiactinic,"ஒளிச்சேர்க்கை, கதிர்வீச்சு எதிர்ப்பு"
Adiathermancy,வெப்ப பற்றாக்குறை
Adiathermanous,வெப்ப காப்பு
Adion,உதவியாளர்
Adjacency effect,அருகாமை விளைவு
Adjacent,"அருகாமை, அருகாமை, அருகாமை"
Adjacent angle,அருகில் உள்ள கோணம்
Adjacent channel attenuation,மூடப்பட்ட சேனல் அட்டென்யூவேஷன்
Adjacent circuit,மூடப்பட்ட சுற்று
Adjacent phase,மூடப்பட்ட கட்டம்
Adjacent picture carrier=adjacent vision carrier,"இணைக்கப்பட்ட வீடியோ கேரியர், இணைக்கப்பட்ட பட கேரியர்"
Adjacent sound carrier,மூடப்பட்ட ஒலி கேரியர்
Adjeacent channel selectivity,மூடப்பட்ட சேனல் தேர்வு
Adjecent channel interference,மூடப்பட்ட சேனல் தடை
Adjestable condenser,சரிசெய்யக்கூடிய மின்தேக்கி
Adjestable lens holder,சரிசெய்யக்கூடிய லென்ஸ் வைத்திருப்பவர்
Adjestable magnifier,அனுசரிப்பு உருப்பெருக்கி
Adjestable pressure,சரிசெய்யக்கூடிய அழுத்தம்
Adjestable short,சரிசெய்யக்கூடிய குறுகிய சுற்று
Adjustor,சரிசெய்தல்
Admittance,ஊடுருவல்
Admittance operator,ஊடுருவல் ஆபரேட்டர்
Adsorption,உறிஞ்சுதல்*
Advance ball,முன்கூட்டியே பந்து
Advanced,முன்னோக்கி
Advanced conductive deafness,மேம்படுத்தப்பட்ட கடத்தும் காது கேளாமை
Advanced potential,முன்னோக்கி சாத்தியம்
Advancing wave,முற்போக்கான அலை
Advancing wave front,முற்போக்கான அலை முன்
Aeolian harp,வென்ட்ரல் வீணை
Aeolian tone,அயோலியன் தொனி
Aeon,"eon (ஆண்டு), சகாப்தம்"
Aerial,"அகாஷி, வைவா (வி.) ஏரியல் (பதிப்பு)"
Aerial array,வான்வழி வரிசை
Aerial attenuator,ஆண்டெனா அட்டென்யூட்டர்
Aerial booster,ஆண்டெனா பூஸ்டர்
Aerial cable,வான்வழி கேபிள்
Aerial camera,காற்று கேமரா
Aerial circuit breaker,ஆண்டெனா சர்க்யூட் பிரேக்கர்
Aerial control table,ஆண்டெனா கட்டுப்பாட்டு பலகை
Aerial cross talk,ஆண்டெனா பொருத்தமற்ற சமிக்ஞை
Aerial current,ஆண்டெனா ஸ்ட்ரீம்
