Malayalam,Marathi
ഇനം,प्रजनन
പ്രജനനം,प्रजनन
തിളങ്ങുന്ന,ब्रिमिंग
കുഞ്ഞുങ്ങള്,ब्रूड
വളർന്നുകാരി,नवोदित
വരവ്ചെലവ് മതിപ്പ്,अर्थसंकल्प
ബഫർ,बफर
ബൾബ്,बल्ब
മുണ്ടു,बंट
ഉപോൽപ്പന്നം,उप-उत्पादन
ബാബുൾ അക്കേഷ്യ,बाबुल बाभूळ
കുഞ്ഞ് ധാന്യം,बाळ कॉर्न
ബാലിനെ,बाईल
ബില്ലാൻ,बेली
ബൽസം,बाल्सम
മുള,बांबू
വാഴപ്പഴം,केळी
ബനിയൻ ട്രീ,वडाचे झाड
യവം,बार्ली
ബാർയ്യാർഡ് മില്ലറ്റ്,धान्याचे कोठार मिलेट
തുളക്ടി,तुळस
ബാസ്റ്റാർഡ് ദേവദാരു,बस्टर्ड सिडर
ബാസ്റ്റാർഡ് മൈറോബലൻ,बस्टार्ड मायरोबालन
ബവായീനിയ,बौहिनिया
ബേ ബെറി,बे बेरी
അമര,बीन
മധുരക്കിഴങ്ങുചെടി,बीट
ബെല്ലഡോണ,बेलॅडोना
മുളകു,बेर
പതുക്കമുള്ള,Berseem
മുയേറ്റ,सुपारी
ബിലിമ്പി,बिलीमबी
പാവയ്ക്ക,कारले
കറുത്ത ഗ്രാം,काळा हरभरा
കറുത്ത നൈറ്റ്ഷെയ്ഡ്,ब्लॅक नाईटशेड
ബ g ഗൻവില്ല,बोगेनविले
കുപ്പി ബ്രഷ്,बाटली ब्रश
ബോട്ടിൽ പൊറോട്ട,दुधीभोपळा
ബോക്സ് മരം,बॉक्स ट्री
ബ്രെഡ് ഫലം,ब्रेड फळ
വധുവിന്റെ ക്രീപ്പർ,ब्राइडल क्रिपर
വശ്ശീല,वांगे
വിശാലമായ ബീൻ,ब्रॉड बीन
ബ്രോക്കോളി,ब्रोकोली
ബ്രസ്സൽസ് മുള,ब्रुसेलचा अंकुर
താനിന്നു,बकव्हीट
ബദ്ധ,बुटिया
ബാൻഡികാൂട്ട്,बॅन्डिकूट
കരടി,अस्वल
വണ്ട്,बीटल
ബ്ലിസ്റ്റർ വണ്ട്,ब्लिस्टर बीटल
നീല കാള,निळा बैल
ബോൾ വേം,बोल वर्म
ചിതശലഭം,फुलपाखरू
ബാക്ടീരിയോളജിസ്റ്റ്,बॅक्टेरियोलॉजिस्ट
ബയോകെമിസ്റ്റ്,बायोकेमिस्ट
ജീവശാസ്തജ്ഞന്,जीवशास्त्रज्ञ
ബയോടെക്നോളജിക്,बायोटेक्नॉलॉजिस्ट
സസ്യശാസ്ത്രജ്ഞൻ,वनस्पतिशास्त्रज्ञ
സി ഈർപ്പം സ്വഭാവ വക്ര,सी ओलावा वैशिष्ट्यपूर्ण वक्र
കേയ്ക്ക്,केक
കണക്കാക്കാന്വേമികമായ,कॅल्केरियस
കണക്കുകഷ്ടം,कॅल्सीफिकेशन
ഫോസ്ഫേറ്റിന്റെ കാൽനികം,फॉस्फेटचे कॅल्किनेशन
കൗണം,कॉलिटी
ഞങ്ങളെ വിളിക്കൂ,कॉलस
കാലിക്സ്,कॅलेक्स
കാലിക്സ്-അവസാനം,कॅलेक्स-एंड
കാമ്പി,कॅम्बियम
കാൻകെറർ,कॅंकर
കാനിംഗ്,कॅनिंग
മേലാപ്പ്,छत
തലസ്ഥാനം,भांडवल
പിസേരിഫിക്കേഷൻ,केप्रीफिकेशन
കാപ്സ്യൂൾ,कॅप्सूल
കാർബണേറ്റഡ്,कार्बोनेटेड
കാർബണലൈസേഷൻ,कार्बनायझेशन
പരല്പം,कार्पेल
കാർപസ്,कार्पस
കാസ്റ്റിംഗ്,कास्टिंग
കാറ്റബോളിസം,कॅटाबोलिझम
കവചലിസ്,कॅटॅलिसिस
ചിതശലഭപ്പുഴു,सुरवंट
സി-ഡിഎൻഎ ലൈബ്രറി,सी-डीएनए लायब्ररी
മച്ച്,कमाल मर्यादा
കോശം,सेल
കേന്ദ്ര നേതാവ് സംവിധാനം,केंद्रीय नेता प्रणाली
ഒരിനംവീപ്പ്,सेंट्रिक
സെൻറ്ഫ്യൂഗേഷൻ,सेंट्रीफ्यूगेशन
കേന്ദ്രീകൃത,सेंट्रीफ्यूज
സെൻട്രിയോൾ,सेंट्रीओल
നൂന്കോജാനിക്,सेंट्रोजेनिक
നൂനിശ്ചയമുള്ള,केंद्रीत
കടല്ചലട്,Cercus
ധാനം,अन्नधान्य
സാക്ഷപ്പെടുത്തല്,प्रमाणपत्र
സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്,प्रमाणित बियाणे
ചാട്ട,चाफ
ചാലസ,चालझा
പരോപപാതം,केमोट्रोपिझम
ചിയാസ്മ,चियास्मा
ചില്ലിംഗ് സമയം,शीतकरण तास
ചില്ലിംഗ് പരിക്ക്,शीतकरण इजा
ചിമേര,चिमेरा
ക്ലോറോറാന്തി,क्लोरॅन्थी
ക്ലോറോഫിൽ,क्लोरोफिल
ക്ലോറോസിസ്,क्लोरोसिस
ക്ലോറോളജി,क्लोरोलॉजी
ക്രോമാറ്റിഡ്,क्रोमॅटिड
ക്രോമാറ്റിൻ,क्रोमॅटिन
ക്രോമാറ്റോഗ്രാഫി,क्रोमॅटोग्राफी
ക്രോമാറ്റോളിസിസ്,क्रोमॅटोलिसिस
ക്രോമസെന്റ്റന്റ്,क्रोमोसेन्ट्रे
ക്രോമോജെനിസിസ്,क्रोमोजेनेसिस
ക്രോമോപ്രോട്ടൻ,क्रोमोप्रोटीन
ക്രോമസോം,क्रोमोसोम
വിട്ടുമാറാത്ത,जुनाट
സിട്രഞ്ച്,सिट्रेंज
പചാരു,क्लेडोड
വര്ഗീകരണം,वर्गीकरण
കളിമണ്ണ്,क्ले
ശുചിയാക്കല്,स्वच्छता
Clistogay,क्लीस्टोगॅमी
ക്ലൈമാക്രിക് ഫ്രൂട്ട്,क्लायमॅक्टेरिक फळ
കാലാവസ്ഥ,हवामान
കാലാവസ്ഥയുള്ള,हवामानशास्त्र
ക്ലിപ്പര്,क्लिपर
വലം,क्लॉड
ക്ലോൺ,क्लोन
മേഘം,ढग
തോപ്പ്,गठ्ठा
ക്ലസ്റ്റർ,क्लस्टर
പരുക്കനായ,खडबडीत
കോട്ട് (വിത്ത്),कोट (बियाणे)
കീടകോശം,कोकून
Coenzyme,कोएन्झाइम
ഏകീകരണം,एकत्रीकरण
കയർ,कॉर
കൊളോറൈസ,कोलोरिझा
കുപ്പായക്കഴുത്ത്,कॉलर
കൊളോയിഡ് (മണ്ണ്),कोलोइड (माती)
കൊളംറ്റെല്ല,कोलंबेला
കോളം,स्तंभ
ആമേനസം,Comensalism
വാണിജ്യ ബാങ്ക്,व्यावसायिक बँक
ചരക്ക്,वस्तू
സമൂഹം,समुदाय
കോംപാക്ഷൻ (മണ്ണിന്റെ),कॉम्पॅक्शन (मातीची)
അനുയോജ്യത,सुसंगतता
അനുയോജ്യത,सुसंगतता
നഷ്ടപരിഹാരം,भरपाई
മത്സര ഇടപെടൽ,स्पर्धात्मक संवाद
പൂരക വിള,पूरक पीक
കോംപ്ലമായ,कॉम्प्लेक्स
ഘടകം,घटक
രചന,रचना
കമ്പോസ്റ്റ്,कंपोस्ट
കൂട്ടുപലിശ,चक्रवाढ व्याज
കണക്കുകൂട്ടൽ,गणना
കന്വൂട്ടര്,संगणक
ഏകാഗത,एकाग्रता
കണ്ടന്റർ,कंडिशनर
മാര്ഗ്ഗം,आवाहन
കോൺഫിഗറേഷൻ,कॉन्फिगरेशन
അനുരൂപത,अनुरूपता
ആശയക്കുഴപ്പത്തില്,गोंधळात टाकणारे
സംയോജനം,संयोजन
കണക്റ്റീവ്,संयोजी
സംരക്ഷണം,संवर्धन
ഏകീകരണം,एकत्रीकरण
ഘടകങ്ങൾ,घटक
ഉപഭോക്താവ്,ग्राहक
ഉപഭോഗം,वापर
മലിനമാക്കല്,दूषित
കോണ്ടൂർ നടീൽ,समोच्च लागवड
ബാഹരേഖ,समोच्च
കരാർ കൃഷി,कॉन्ट्रॅक्ट शेती
നിയന്ത്രിത സംഭരണം,नियंत्रित स्टोरेज
കോ-ഓപ്പറേറ്റീവ് ബാങ്ക്,सहकारी बँक
സഹകരണക്കാരൻ,सहकारी
ചെവിസിസ്,कॉपिस
വലം,कॉर्म
കൊറോള്ള,कोरोला
Cuortex,कॉर्टेक्स
ചെലവ്,किंमत
കോട്ടിലെഡൺ (വിത്ത്),कॉटिलेडन (बियाणे)
ക്രെഡിറ്റ് സമൂഹം,क्रेडिट सोसायटी
കീര്ത്തി,पत
കടക്കാരന്,लेखादार
ചിഹ്നം,माथा
കാശി,Rickly
പതിസന്ധി,संकट
മാനദണ്ഡം,निकष
വിമര്ശിക്കുന്ന,गंभीर
വിള ഇൻഷുറൻസ്,पीक विमा
വിള വായ്പ,पीक कर्ज
വിള,पीक
വിളവെടുപ്പ് പ്രദേശം,पीक क्षेत्र
ക്രോസ്-പൊരുത്തപ്പെടുന്നില്ല,क्रॉस-इनकॉम्पॅन्सिबल
കിരീടം (പ്ലാന്റ്),मुकुट (वनस्पती)
അപ്പക്കഷണം,क्रंब
അപ്പത്തിന്റെമൊരിഞ്ഞപുറം,कवच
ക്രിപ്റ്റോഗം,क्रिप्टोगॅम
കല്ല് (പഴങ്ങൾ),कुल (फळे)
കുള,कुल्म
കൃഷിചെയ്യുക,लागवड
കൃഷി,लागवड
കൃഷിക്കാരൻ,लागवड करणारा
സംസ്കാരം,संस्कृती
രോഗശമനം,उपचार
കേവിംഗ്,कर्लिंग
പവാഹം,चलन
ഉപയാകൃതിയായ,क्यूटिकल
മുറിക്കൽ,कटिंग
തൊലി,गळू
സൈറ്റോക്രോം,साइटोक्रोम
Cytogy,सायटोगामी
Cretogenesis,सायटोजेनेसिस
സൈറ്റോജെനിറ്റിക്സ്,सायटोजेनेटिक्स
സൈറ്റോകിനിസ്,सायटोकिनेसिस
സൈറ്റിയോളജി,सायटोलॉजी
സൈനോളിസിസ്,सायटोलिसिस
സൈറ്റോമിയർ,सायटोमेरे
സൈറ്റോപ്ലാസം,साइटोप्लाझम
കാബേജ്,कोबी
കള്ളിച്ചെടി,कॅक्टस
കലണ്ടുല,कॅलेंडुला
കാനറി പുല്ല് (ഫലാരിസ്),कॅनरी गवत (फालारिस)
കാന,कॅन्ना
കപ്പരിസ്,कॅपरिस
കാപ്സിക്കം,शिमला मिर्ची
കാരാംബോള,कारंबोला
കാരാപ്പ,कारपा
ഏലാമി,वेलची
മാംസവര്ണ്ണം,कार्नेशन
കാരറ്റ്,गाजर
കശുവണ്ടി,काजू
കാസിയ,कॅसिया
നായക,एरंडेल
കോളിഫ്ലവർ,फुलकोबी
മുള്ളങ്കി,भाजी किंवा कोशिंबीर बनवण्यासाठी उपयुक्त अशी एक वनस्पती
ഖപായം,शॅमक
ചെനോപോഡിയം,चेनोपोडियम
ചെറി തക്കാളി,चेरी टोमॅटो
ചെറി,चेरी
"ചിക്കൻ, ഗ്രാം","चणा, हरभरा"
മുള്ളികൾ,मिरची
ചൈന ടർപ്പന്റൈൻ ട്രീ,चीन टर्पेन्टाईन ट्री
ച ow-ച ow,चाऊ-चाऊ
ക്രിസന്തമം,क्रिसॅन्थेमम
"ചുഫ, എർത്ത് ബദാം","चुफा, पृथ्वी बदाम"
സിക്കോറി,सिचरी
കറുവ,दालचिनी
സിട്രൺ,सिट्रॉन
സിട്രോൻസെല്ല പുല്ല്,सिट्रोनेला गवत
ജസ്മിൻ കയറുന്നു,चमेली चढणे
ചൂള,लवंग
ക്ലസ്റ്റർ ബീൻ,क्लस्टर बीन
കൊക്കോ,कोको
നാളികേരം,नारळ
കോഫി,कॉफी
കൊളാസ്,कोलियस
കൊളോസാസിയ,कोलोकेशिया
"കൊളോസിന്ത്, കയ്പേറിയ ആപ്പിൾ","कोलोसिंथ, कडू सफरचंद"
സാധാരണ പർപ്പഴം,सामान्य पर्स्लेन
മല്ലി,कोथिंबीर
പരുത്തി,कापूस
കൗപിയ,गायी
ക്യൂബ്,क्यूबब
വെള്ളരിക്ക,काकडी
കുക്കർബിറ്റുകൾ,कुकर्बिट्स
കുമിൻ,जिरे
കറി ഇല,करी पान
കസ്റ്റാർഡ് ആപ്പിൾ,सीताफळ
കാപ്സ്യൂൾ ബോറർ,कॅप्सूल बोरर
കാറ്റർപില്ലർ,सुरवंट
സിട്രസ് സൈല,लिंबूवर्गीय सायला
കിക്കറ്റ്,क्रिकेट
കാക്ക,कावळा
പുഴുവിനെ മുറിക്കുക,जंत कट करा
പാല്ശേഖരണകേന്ദം,डेअरी
ക്ഷീണം,दुग्धशाळा
അണക്കെട്ട്,धरण
ഡേ-ന്യൂട്രൽ,दिवस-तटस्थ
പൂവിടുമ്പോൾ ദിവസങ്ങൾ,फुलांच्या नंतरचे दिवस
നിറച്ച ദിവസങ്ങൾ,पूर्ण मोहोर नंतरचे दिवस
വഴുതിവീഴുന്നു,डीब्लोसमिंग
നിര്ണ്ണായകീകരണം,Decalcification
പാനമായ,डिकंट
അഴുകല്,क्षय
ഇലപന്തം,पाने गळणारा
ദശാംശ,दशांश
അപരാപ്തത,कमतरता
ഡെഫ്ലോക്യൂളിറ്റ് (മണ്ണ്),डिफ्लोकुलेशन (माती)
വസതിരൂപം,डिफ्लोरेशन
വികോപനം,डीफोलिएशन
വനനശീകരണം,जंगलतोड
അപചയം,अध: पतन
അധalal അപലതം,अधोगती
ഡിഗ്രി ദിവസങ്ങൾ,पदवी दिवस
ഡിഗ്രി,पदवी
വിജ്ഞാനം,Dehiscence
മാലിംഗം,डीहुलिंग
വീതിക്കുറയ്ക്കല്,डीहुस्किंग
നിർജ്ജലീകരണം,डिहायड्रेशन
ഡെഹൈവേറ്റർ,डिहायड्रेटर
അവകാശം,मागणी
ഡിനാറ്ററേഷനുകൾ,विकृती
നിന്ദ്യമായ,नकार
നിക്ഷേപം,ठेव
നിക്ഷേപം,ठेव
മൂല്യത്തകർച്ചയുള്ള ഡെസാലിനിവൽ,घसारा डेसालिनायझेशन
അതിശയകരമായ,Desiccation
ചിതണം,डिझाइन
ഡെസേറ്റർ,Descicator
നാശം,निराश
സമയപത്രി,Desuckering
ദേശാനാപിസ്,Desynapsis
പോക്കറല്,डेटासेल
വഴിപാട്,Detasseling
നിശ്ചയദാർ,निर्धारक
വിലകുറയ്ക്കല്,अवमूल्यन
ആവിഷ്കരണം,Devegetation
വതിചലനം,विचलन
നിയമാവലി,डायड
രോഗനിര്ണയനം,निदान
ഡിച്ചോമാമി,डिचोगामी
ദ്വൈകമി,द्वैधविज्ञान
ഡികോട്ടിഡൺ (വിത്ത്),डिकोटिल्डन (बियाणे)
മരിക്കുക (രോഗം),मरणार (रोग)
അഭിവൃദ്ധി,प्रसार
ദഹിപ്പിക്കലിറ്റി,पचनक्षमता
Dihybrid,डायहायब्रिड
ബൈക്ക് (ഡൈക്ക്),डिक (डायक)
നേര്മ്മയാക്കുക,सौम्य
ഡൈയോസിയസ്,डायओसियस
ഡിപ്പോയിഡ്,डिप्लोइड
ഡിപ്പോയിഡ്,डिप्लोइड
ഡിപ്ലോൺമ,डिप्लोमा
കൈശീര്ത്തി,डिसबुडिंग
