Odiya,Kannada
ବିକଳ୍ପ ଫଳାଫଳ |,ಪರ್ಯಾಯ ಫಲಿತಾಂಶ
analog-digit କନଭର୍ଟର |,ಅನಲಾಗ್-ಅಂಕಿಯ ಪರಿವರ್ತಕ
"ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର,",ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
ବିଶ୍ଳେଷଣ |,ವಿಶ್ಲೇಷಣೆ
କୋଭାରିଆନ୍ସ ବିଶ୍ଳେଷଣ |,ಸಹವರ್ತಿ ವಿಶ್ಲೇಷಣೆ
ଗଣନା-ତଥ୍ୟ ବିଶ୍ଳେଷଣ |,ಎಣಿಕೆ-ಡೇಟಾ ವಿಶ್ಲೇಷಣೆ
ଭିନ୍ନତା ବିଶ୍ଳେଷଣ |,ವ್ಯತ್ಯಾಸ ವಿಶ್ಲೇಷಣೆ
ଆନାଲିଟିକାଲ୍ ଜ୍ୟାମିତି |,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
ବିଶ୍ଳେଷଣାତ୍ମକ କାର୍ଯ୍ୟ,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ
କୋଣ,ಕೋನ
ଟାଙ୍ଗେଣ୍ଟ୍ କୋଣ |,ಸ್ಪರ್ಶ ಕೋನ
ବିଘ୍ନ କୋଣ |,ವಿಚಲನ ಕೋನ
ଉଦାସୀନତା କୋଣ,ಖಿನ್ನತೆಯ ಕೋನ
ବିଘ୍ନ କୋଣ |,ವಿಚಲನ ಕೋನ
ବିଭାଜନ କୋଣ |,ವಿವರ್ತನೆಯ ಕೋನ
ଉଚ୍ଚତା କୋଣ,ಎತ್ತರದ ಕೋನ
ଘଟଣାର କୋଣ,ಘಟನೆಯ ಕೋನ
ପ୍ରୋଜେକ୍ଟର କୋଣ,ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ
ପ୍ରତିଫଳନ କୋଣ,ಪ್ರತಿಬಿಂಬದ ಕೋನ
ପ୍ରତିଫଳନ କୋଣ,ವಕ್ರೀಭವನದ ಕೋನ
ଘୂର୍ଣ୍ଣନ କୋଣ,ತಿರುಗುವ ಕೋನ
ପ୍ରତିଫଳନର ସଂପୂର୍ଣ୍ଣ କୋଣ |,ಪ್ರತಿಫಲನದ ಸಂಪೂರ್ಣ ಕೋನ
କୋଣାର୍କ ତ୍ୱରଣ |,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
କୋଣାର୍କ ବେଗ |,ಕೋನೀಯ ವೇಗ
କୋଣାର୍କ ଗତି,ಕೋನೀಯ ವೇಗ
କୋଣାର୍କ ବେଗ |,ಕೋನೀಯ ವೇಗ
ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |,ಉಂಗುರದ ಬೆರಳು
ଉତ୍ତର,ಉತ್ತರ
କାଉଣ୍ଟର ଡେରିଭେଟିଭ୍ |,ಕೌಂಟರ್ ಉತ್ಪನ್ನ
ଆଇସୋମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ,ಸಮಮಾಪನ ಕಾರ್ಯ
"ଆଚ୍ଛାଦିତ, ପ୍ରଯୁଜ୍ୟ, ପ୍ରଯୁଜ୍ୟ |","ಆವರಿಸಬಹುದಾದ, ಅನ್ವಯಿಸುವ, ಅನ್ವಯಿಸುವ"
"ଆବେଦନ ପ୍ରୟୋଗ,",ಅರ್ಜಿ ಅರ್ಜಿ
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପ୍ରୟୋଗ |,ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |,ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ
ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |,ಅನ್ವಯಿಕ ಗಣಿತ
ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |,ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು
"ପ୍ରାୟ, ପ୍ରାୟ","ಸರಿಸುಮಾರು, ಸರಿಸುಮಾರು"
ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |,ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ
"ମାକ୍ରୋ ପଦ୍ଧତି, ଆନୁମାନିକ ପଦ୍ଧତି |","ಮ್ಯಾಕ್ರೋ ವಿಧಾನ, ಅಂದಾಜು ವಿಧಾನ"
ଆନୁମାନିକ ସମାଧାନ,ಅಂದಾಜು ಪರಿಹಾರ
ଆନୁମାନିକ ସମସ୍ୟା,ಅಂದಾಜು ಸಮಸ್ಯೆ
ଆନୁମାନିକ ସମ୍ପତ୍ତି,ಅಂದಾಜು ಆಸ್ತಿ
ଦକ୍ଷତା ପରୀକ୍ଷା,ಯೋಗ್ಯತಾ ಪರೀಕ್ಷೆ
ଆର୍ଗନ୍ ଚିତ୍ର,ಆರ್ಗಾನ್ ರೇಖಾಚಿತ್ರ
ସ୍ବେଚ୍ଛାକୃତ,ಸ್ವಯಂಪ್ರೇರಿತ
"ଅନିୟମିତ, ଅନିୟମିତ |","ಯಾದೃಚ್ಛಿಕ, ಯಾದೃಚ್ಛಿಕ"
ଇଚ୍ଛାଧୀନ ସ୍ଥିର |,ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ
ମାଗଣା ଉପାଦାନ |,ಉಚಿತ ಅಂಶ
ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |,ಅನಿಯಂತ್ರಿತ ಬಿಂದು
ଆର୍କିମିଡେଙ୍କ ନିୟମ |,ಆರ್ಕಿಮಿಡೀಸ್ ಕಾನೂನು
ଆର୍କିମିଡିସ୍ ନିୟମ |,ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು
"ଆର୍କ-ଲମ୍ବ, ଆର୍କ-ଲମ୍ବ |","ಚಾಪ-ಉದ್ದ, ಚಾಪ-ಉದ್ದ"
ବୃତ୍ତାକାର,ವೃತ್ತದ ಚಾಪ
ଓଲଟା ସାଇନ ବଣ୍ଟନ |,ವಿಲೋಮ ಸೈನ್ ವಿತರಣೆ
ଓଲଟା ସାଇନ ରୂପାନ୍ତର |,ವಿಲೋಮ ಸೈನ್ ಪರಿವರ್ತನೆ
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର","ಪ್ರದೇಶ, ಪ್ರದೇಶ"
ଆ regional ୍ଚଳିକ ସଂରଚନା,ಪ್ರಾದೇಶಿಕ ಸಂರಚನೆ
ଏକ ଜଟିଳ ସଂଖ୍ୟାର କୋଣ |,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಕೋನ
ଗାଣିତିକ ଅର୍ଥ |,ಅಂಕಗಣಿತದ ಸರಾಸರಿ
ଡିଜିଟାଲ୍ ଅପରେସନ୍,ಡಿಜಿಟಲ್ ಕಾರ್ಯಾಚರಣೆ
ଡିଜିଟାଲ୍ ୟୁନିଟ୍ |,ಡಿಜಿಟಲ್ ಘಟಕ
"ବିନ୍ୟାସ, ବ୍ୟବସ୍ଥା","ಸಂರಚನೆ, ವ್ಯವಸ್ಥೆ"
"ଆରେ, ଆରେ","ವ್ಯೂಹ, ವ್ಯೂಹ"
କୃତ୍ରିମ ଉପଗ୍ରହ |,ಕೃತಕ ಉಪಗ್ರಹ
କୃତ୍ରିମ ଭେରିଏବଲ୍ |,ಕೃತಕ ವೇರಿಯಬಲ್
ଚ imb ିବାକୁ,ಏರಲು
ଆରୋହଣ,ಆರೋಹಣ
ତୀବ୍ରତାର କ୍ରମ,ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ
ଆରୋହଣ ଗ୍ରେଡ୍,ಆರೋಹಣ ದರ್ಜೆ
ଏକତ୍ରକାରୀ ଭାଷା |,ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ
"ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ଆସାଇନମେଣ୍ଟ ପ୍ରଶ୍ନ,",ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ನಿಯೋಜನೆ ಪ್ರಶ್ನೆ
ସହଯୋଗୀ ନିୟମ |,ಸಹಾಯಕ ನಿಯಮ
ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |,ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ನಿಯಮ
ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |,ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ
ସାଥୀତା,ಒಡನಾಟ
ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |,ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ
ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |,ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ
"କଳ୍ପିତ, ସ୍ୱୀକାର,","ಕಲ್ಪಿಸಿಕೊಂಡ, ಒಪ್ಪಿಕೊಂಡ"
ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର,ಜ್ಯೋತಿಷ್ಯ
"ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର ସ୍ପେସ୍ ଇଞ୍ଜିନିୟର,",ಗಗನಯಾತ್ರಿ ಎಂಜಿನಿಯರ್ ಬಾಹ್ಯಾಕಾಶ ಎಂಜಿನಿಯರ್
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ *,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ*
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |,ಖಗೋಳ ಗಡಿಯಾರ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,ಖಗೋಳಶಾಸ್ತ್ರ
ଅସୀମିତ ବକ୍ର,ಅಸಮಪಾರ್ಶ್ವದ ಕರ್ವ್
ଅସୀମତା |,ಅಸಿಮ್ಮೆಟ್ರಿ
ଅସ୍ମିପଟୋଟିକ୍ |,ಲಕ್ಷಣರಹಿತ
ବୃଦ୍ଧି,ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ
ପ୍ରଗତିଶୀଳ ଆକଳନକାରୀ |,ಪ್ರಗತಿಪರ ಅಂದಾಜುಗಾರ
ରିଟ୍ରୋଗ୍ରେଡ୍ ଦ୍ୱିପାକ୍ଷିକ ଆକଳନକାରୀ |,ಹಿಮ್ಮುಖ ಪಕ್ಷಪಾತದ ಅಂದಾಜುಗಾರ
ପ୍ରତ୍ୟାବର୍ତ୍ତନ ଆଚରଣ |,ಹಿಮ್ಮುಖ ನಡವಳಿಕೆ
ଆକ୍ରମଣାତ୍ମକ ବଣ୍ଟନ କାର୍ଯ୍ୟ |,ಆಕ್ರಮಣಕಾರಿ ವಿತರಣಾ ಕಾರ್ಯ
ଉପର ବିସ୍ତାର,ಮೇಲ್ಮುಖವಾಗಿ ಹರಡಿತು
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,ವಾತಾವರಣದ ಒತ್ತಡ
"ଅନିୟମିତ ଭାବରେ,",ಯಾದೃಚ್ಛಿಕವಾಗಿ
ସମ୍ପତ୍ତି *,ಆಸ್ತಿ*
ଗୁଣଧର୍ମ-ନମୁନା-ଯାନ୍ତ୍ରିକ |,ಗುಣಲಕ್ಷಣ-ಮಾದರಿ-ಯಾಂತ್ರಿಕತೆ
ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ,ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ
ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍,ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ
କୋଭାରିଆନ୍ସ |,ಸಹವರ್ತಿತ್ವ
ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್
ଆତ୍ମସମ୍ମାନ,ಸ್ವಯಂ ಹಿನ್ನಡೆ
ସହାୟକ ସମୀକରଣ,ಸಹಾಯಕ ಸಮೀಕರಣ
ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (MPC ବକ୍ର),ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (MPC ಕರ್ವ್)
"axiom, axiom","ಮೂಲತತ್ವ, ಮೂಲತತ್ವ"
axiom ପଦ୍ଧତି |,ಮೂಲತತ್ವ ವಿಧಾನ
ସମ୍ଭାବ୍ୟତା axiom |,ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ
ଅକ୍ଷ,ಅಕ್ಷರೇಖೆ
ଭୁଜାକ୍,ಭುಜಾಕ್ಷ
ପୃଥିବୀ ଅକ୍ଷ,ಭೂಮಿಯ ಅಕ್ಷ
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,ತಿರುಗುವ ಅಕ್ಷ
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ
ସ୍ପିନ୍ ଅକ୍ଷ,ಸ್ಪಿನ್ ಅಕ್ಷ
ପୋଷ୍ଟ ରିପ୍ଲେସମେଣ୍ଟ,ಪೋಸ್ಟ್ ಬದಲಿ
ପରେ,ನಂತರ
ପଛ ସନ୍ନିବେଶ ସୂତ୍ର |,ಹಿಂದಿನ ಅಳವಡಿಕೆ ಸೂತ್ರ
"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |","ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ"
ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |,ಸಮತೋಲಿತ ವಿನ್ಯಾಸ
ତୂଳନା ପତ୍ର,ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
କ୍ଷେପଣାସ୍ତ୍ର,ಕ್ಷಿಪಣಿ
"ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |","ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ"
"ସ୍ତମ୍ଭ, ବାଡ଼ି, କୋବ୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ରେଖା, ରେଖା, ପରୀକ୍ଷା ରେଖା, ଧାର |","ಕಾಲಮ್, ಬಾರ್, ಕಾಬ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಲೈನ್, ಲೈನ್, ಟೆಸ್ಟ್ ಲೈನ್, ಎಡ್ಜ್"
"ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର |","ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್"
ମୂଳ କୋଣ,ಮೂಲ ಕೋನ
"ଲୋଗାରିଦମର ଆଧାର, ଲୋଗାରିଦମର ଆଧାର |","ಲಾಗರಿಥಮ್ನ ಆಧಾರ, ಲಾಗರಿಥಮ್ನ ಆಧಾರ"
"ମ basic ଳିକ, ମ basic ଳିକ,","ಮೂಲಭೂತ, ಮೂಲಭೂತ"
ମୂଳ ସମନ୍ୱିତ ସମାଧାନ |,ಮೂಲ ಸುಸಂಬದ್ಧ ಪರಿಹಾರ
ମୂଳ ସମାଧାନ |,ಮೂಲ ಪರಿಹಾರ
ବେସ୍ ଭେରିଏବଲ୍ |,ಮೂಲ ವೇರಿಯಬಲ್
ଆଧାର,ಬೇಸ್
ମୂଳ ଉପାଦାନ |,ಮೂಲ ಅಂಶ
ବେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,ಮೂಲ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |,ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ
ଜନସଂଖ୍ୟା ଆଧାର |,ಉಪಜನಸಂಖ್ಯೆಯ ಆಧಾರ
ଅସାଧୁ,ನಿರ್ಲಜ್ಜ
bez-rule,ಬೆಜ್-ನಿಯಮ
ବେଜ୍-ଥିଓରେମ୍ |,ಬೆಜ್-ಪ್ರಮೇಯ
bernoulli- ବଣ୍ଟନ |,ಬರ್ನೌಲಿ-ವಿತರಣೆ
ବର୍ନୁଲି ସଂଖ୍ୟା |,ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆಗಳು
