Odiya,Kannada
ଅମ୍ରି ନାଲ୍ ଗୋଷ୍ଠୀ (କୁମ୍ଭାରର),ಅಮ್ರಿ ನಲ್ ಗುಂಪು (ಕುಂಬಾರಿಕೆ)
ଆନାକ୍ରୋନିଜିମ୍ |,ಅನಾಕ್ರೊನಿಸಂ
ଆନାକ୍ରୋନିଷ୍ଟିକ୍ |,ಅನಾಕ್ರೊನಿಸ್ಟಿಕ್
ପୂର୍ବପୁରୁଷ,ಪೂರ್ವಜ
ପୂର୍ବପୁରୁଷ ପୂଜା |,ಪೂರ್ವಜರ ಆರಾಧನೆ
ପିତୃପୁରୁଷ,ಪೂರ್ವಜರು
ପିତୃପୁରୁଷ,ಪೂರ್ವಜರು
ପିତୃପୁରୁଷ,ಪೂರ್ವಜರು
ପିତୃପୁରୁଷ,ಪೂರ್ವಜರು
ପ୍ରାଚୀନ ଶାସନ,ಪ್ರಾಚೀನ ಆಡಳಿತ
ପ୍ରାଚୀନ,ಪ್ರಾಚೀನ
ପ୍ରାଚୀନ ବାଲାଡ୍ |,ಪ್ರಾಚೀನ ಲಾವಣಿ
ପ୍ରାଚୀନ ବିଶ୍ୱାସ,ಪ್ರಾಚೀನ ನಂಬಿಕೆ
ପ୍ରାଚୀନ ପ୍ରଥା,ಪ್ರಾಚೀನ ಪದ್ಧತಿ
ପ୍ରାଚୀନ ଇତିହାସ,ಪುರಾತನ ಇತಿಹಾಸ
ପ୍ରାଚୀନ ସ୍ମାରକୀ,ಪ್ರಾಚೀನ ಸ್ಮಾರಕಗಳು
ଉପନ୍ୟାସ,ಉಪಾಖ್ಯಾನ
ଆଞ୍ଜେଲଟ୍ |,ಏಂಜೆಲೋಟ್
ଆଞ୍ଜେଲସ୍ |,ಏಂಜೆಲಸ್
ଆଞ୍ଜେଭିନ୍ (= ଆଞ୍ଜେଭିନ୍),ಆಂಜೆವಿನ್ (=ಆಂಜೆವಿನ್)
କୋଣ,ಕೋನಗಳು
ଅଙ୍ଗଲିକାନ୍ |,ಆಂಗ್ಲಿಕನ್
ଅଙ୍ଗଲିକାନ୍ ଯୋଗାଯୋଗ |,ಆಂಗ್ಲಿಕನ್ ಕಮ್ಯುನಿಯನ್
ଅଙ୍ଗଲିକାନିଜିମ୍ |,ಆಂಗ್ಲಿಕನಿಸಂ
ଆଙ୍ଗ୍ଲୋ-ଫୋବେ |,ಆಂಗ್ಲೋ-ಫೋಬ್
ଆଙ୍ଗ୍ଲୋ-ଫୋବିୟା |,ಆಂಗ್ಲೋ-ಫೋಬಿಯಾ
ଆଙ୍ଗ୍ଲୋ-ସାକ୍ସନ୍ |,ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸನ್
ଆଙ୍ଗ୍ଲୋ-ସାକ୍ସୋନିଜିମ୍ |,ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸೋನಿಸಂ
ଆନ୍ନାଲିଷ୍ଟ |,ಅನಾಲಿಸ್ಟ್
ବାର୍ଷିକ,ಆನಲ್ಸ್
ସଂଲଗ୍ନ,ಅನುಬಂಧ
ଆଣ୍ଟେ-ବେଲମ୍ |,ಆಂಟೆ-ಬೆಲ್ಲಮ್
ଆଣ୍ଟେ ତାରିଖ |,ಹಿಂದಿನ ದಿನಾಂಕ
ଧର୍ମ-ବିରୋଧୀ,ಪುರೋಹಿತಶಾಹಿ ವಿರೋಧಿ
ଧର୍ମ-ବିରୋଧୀ ନିୟମ,ವಿರೋಧಿ ಪಾದ್ರಿಗಳ ಶಾಸನ
ପ୍ରାଚୀନତା,ಪ್ರಾಚೀನತೆ
ଆଣ୍ଟି-ଭଡା,ಬಾಡಿಗೆ ವಿರೋಧಿ
ଆଣ୍ଟି-ଭଡା,ಬಾಡಿಗೆ ವಿರೋಧಿ
ବିରୋଧୀ ଦଳ,ಯೆಹೂದ್ಯ ವಿರೋಧಿ
ଅଞ୍ଜାକ |,ಅಂಜಾಕ್
ଆପେଲା |,ಅಪೆಲ್ಲಾ
ଅରୁଲୁ |,ಅರಳು
ଆର୍ ବିଶପ୍ |,ಆರ್ಚ್ ಬಿಷಪ್
ଆର୍ ଡୁଚି |,ಆರ್ಚ್ ಡಚಿ
ଆର୍ ଡ୍ୟୁକ୍ |,ಆರ್ಚ್ ಡ್ಯೂಕ್
ଆର୍କିଫ୍ (= ଅଭିଲେଖାଗାର ସଂଗ୍ରହ),ಆರ್ಚೀಫ್ (=ಆರ್ಕೈವಲ್ ಸಂಗ್ರಹ)
ଆର୍କିପିସ୍କୋପେଟ୍ |,ಆರ್ಕಿಪಿಸ್ಕೋಪೇಟ್
ଆଭିମୁଖ୍ୟ,ಶ್ರೀಮಂತವರ್ಗ
ଆରିଷ୍ଟୋକ୍ରାଟ୍ |,ಶ್ರೀಮಂತ
ଆରିଷ୍ଟୋକ୍ରାଟ୍ ସ୍ନୋବେରୀ |,ಶ್ರೀಮಂತ ಸ್ನೋಬರಿ
ଆରିଷ୍ଟୋଟେଲିଆନ୍ |,ಅರಿಸ್ಟಾಟಲ್
ଆର୍ମଡା |,ನೌಕಾಪಡೆ
ଆର୍ମଡା (= ସ୍ପାନିସ୍ ଆର୍ମଡା),ನೌಕಾಪಡೆ (=ಸ್ಪ್ಯಾನಿಷ್ ಆರ್ಮಡಾ)
ବାହୁବଳୀ (= ବାହୁବଳୀ),ಶಸ್ತ್ರಾಗಾರ (=ಶಸ್ತ್ರಾಗಾರ)
ବାହୁବଳୀ (= ବାହୁବଳୀ),ರಕ್ಷಾಕವಚ (=ರಕ್ಷಾಕವಚ)
ବାହୁବଳୀ |,ಶಸ್ತ್ರಾಗಾರ
ଆର୍ଯ୍ୟନ୍,ಆರ್ಯನ್
ଆର୍ଯ୍ୟନ୍,ಆರ್ಯನ್
ଆସ୍କାରି |,ಅಸ್ಕರಿ
ନ୍ୟସ୍ତ କରନ୍ତୁ |,ನಿಯೋಜಿಸಿ
Assize,ಅಸೈಜ್ ಮಾಡಿ
Assize,ಅಸೈಜ್ ಮಾಡಿ
Assize,ಅಸೈಜ್ ಮಾಡಿ
ଆର୍ମସ୍ ଆକ୍ଟର ଆସାଇଜ୍ |,ಅಸೈಜ್ ಆಫ್ ಆರ್ಮ್ಸ್ ಆಕ್ಟ್
ଡାରେନ୍ ପ୍ରେଜେଣ୍ଟେସନ୍ ର ଆସାଇଜ୍ |,ಅಸೈಜ್ ಆಫ್ ಡರೇನ್ ಪ್ರಸ್ತುತಿ
ମର୍ଟ &#39;ଡି&#39; ପୂର୍ବପୁରୁଷଙ୍କ ଅନୁଧ୍ୟାନ |,ಮೊರ್ಟ್ &#39;ಡಿ&#39; ಪೂರ್ವಜರ ಅಸೈಜ್
ନୋଭେଲ୍ ଡିସାଇସିନ୍ ର ଆସାଇଜ୍ |,ಡಿಸೈಸಿನ್ ಕಾದಂಬರಿಯ ಅಸೈಜ್
ଅତ୍ୟାଚାର,ದೌರ್ಜನ್ಯ
ଆକ୍ରମଣ,ದಾಳಿ
ଆୟୁଲିକ୍ ପରିଷଦ |,ಆಲಿಕ್ ಕೌನ್ಸಿಲ್
ଗେଡିର କୁରା (ି (= ଗେଡି କୁରା) ି),ಗೆಡೆಸ್‌ನ ಕೊಡಲಿ (=ಗೆಡೆಸ್ ಕೊಡಲಿ)
ଆକ୍ସିସ୍ (= ରୋମ୍-ବର୍ଲିନ୍-ଟୋକିଓ ଆକ୍ସିସ୍),ಆಕ್ಸಿಸ್ (=ದಿ ರೋಮ್-ಬರ್ಲಿನ್-ಟೋಕಿಯೊ ಆಕ್ಸಿಸ್)
ବାବିଲ,ಬ್ಯಾಬಿಲೋನ್
ବାବିଲର ବନ୍ଦୀତା (= ବାବିଲୋନ ବନ୍ଦୀ),ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ (=ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ)
ବ୍ୟାଚାନାଲ ଭକ୍ତ,ಬಚ್ಚನಾಳ ಭಕ್ತ
ବ୍ୟାଚାନାଲିଆ |,ಬಚ್ಚನಾಲಿಯಾ
ଅବିବାହିତ,ಪದವಿ
ବାଗଦାଦ ଚୁକ୍ତି |,ಬಾಗ್ದಾದ್ ಒಪ್ಪಂದ
ବାଲକାନ୍ ଲିଗ୍ |,ಬಾಲ್ಕನ್ ಲೀಗ್
ବାଲକାନ୍ ଚୁକ୍ତି |,ಬಾಲ್ಕನ್ ಒಪ್ಪಂದ
ବାଲକାନ ଯୁଦ୍ଧ |,ಬಾಲ್ಕನ್ ಯುದ್ಧಗಳು
ବାଲ୍ଟିକ୍ ଚୁକ୍ତି |,ಬಾಲ್ಟಿಕ್ ಒಪ್ಪಂದ
ବୃନ୍ଦାବନ,ಡಕಾಯಿತ
ବୃନ୍ଦାବନ ସମ୍ମିଳନୀ |,ಬ್ಯಾಂಡಂಗ್ ಸಮ್ಮೇಳನ
ବହିଷ୍କାର |,ಬಹಿಷ್ಕಾರ
ବ୍ୟାନର |,ಬ್ಯಾನರ್
ବର୍ବର,ಅನಾಗರಿಕ
ବାର୍ବିକାନ୍ |,ಬಾರ್ಬಿಕನ್
ବାର୍ଡୋଲି ସତ୍ୟଗ୍ରାହ |,ಬಾರ್ಡೋಲಿ ಸತ್ಯಾಗ್ರಹ
ବାର୍ ବର୍ନର୍ସ |,ಬಾರ್ನ್ ಬರ್ನರ್ಗಳು
ବରୁଣ |,ಬ್ಯಾರನ್
ବରୁଣ,ಬ್ಯಾರನೇಜ್
ବାରୋନସ୍ ମେଜୋରସ୍ |,ಬರೋನ್ಸ್ ಮೇಜರ್
ବାରୋନସ୍ ମାଇନୋରସ୍ |,ಬ್ಯಾರನ್ಸ್ ಕಿರಿಯರು
ବରୁଣେସ୍ |,ಬ್ಯಾರನೆಸ್
ବରୁଣେଟ୍ |,ಬ್ಯಾರೊನೆಟ್
ବରୁଣେଟେଜ୍ |,ಬ್ಯಾರೊನೆಟೇಜ್
ବରୁଣେଟେଜ୍ |,ಬ್ಯಾರೊನೆಟೇಜ್
ବାରୋନେଟସି |,ಬ್ಯಾರೊನೆಟ್ಸಿ
ବାରୋନି |,ಬರೋನಿ
ବାରାକୁନ୍ |,ಬ್ಯಾರಕೂನ್
ବାରାକୁନ୍ |,ಬ್ಯಾರಕೂನ್
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
ବେସ୍ କ୍ୟାମ୍ପ୍ |,ಮೂಲ ಶಿಬಿರ
ବେସିଲିକା |,ಬೆಸಿಲಿಕಾ
ବେସିଲିକା |,ಬೆಸಿಲಿಕಾ
ବସ୍ତିଲା |,ಬಸ್ತಿಲಾ
ବସ୍ତିଲ୍ |,ಬಾಸ್ಟಿಲ್
ବସ୍ତିଲ୍ |,ಬಾಸ್ಟಿಲ್
ବ୍ୟାଟେରୀ,ಬ್ಯಾಟರಿ
ଯୁଦ୍ଧ,ಕದನ
ବଟଲ୍-ଆରେ |,ಬ್ಯಾಟಲ್-ಅರೇ
ଯୁଦ୍ଧ କାନ୍ଦ |,ಯುದ್ಧದ ಕೂಗು
ଯୁଦ୍ଧ ଡିନ |,ಬ್ಯಾಟಲ್ ಡಿನ್
ଯୁଦ୍ଧ କ୍ଷେତ୍ର |,ಯುದ್ಧಭೂಮಿ
ଯୁଦ୍ଧ ଭଜନ,ಯುದ್ಧ ಸ್ತೋತ್ರ
ସ୍ପର୍ସର ଯୁଦ୍ଧ |,ಸ್ಪರ್ಸ್ ಕದನ
ମାନାଙ୍କ ଯୁଦ୍ଧ |,ಬ್ಯಾಟಲ್ ಆಫ್ ದಿ ಸ್ಟ್ಯಾಂಡರ್ಡ್
ଯୁଦ୍ଧ ଜାହାଜ |,ಯುದ್ಧನೌಕೆ
ଯୁଦ୍ଧ-ଶକ୍ତି |,ಯುದ್ಧನೌಕೆ-ಬಲ
ବାୟକ୍ସ ଟେପେଷ୍ଟ୍ରି |,ಬೇಯಕ್ಸ್ ವಸ್ತ್ರ
ବିକନ୍ |,ದಾರಿದೀಪ
ବିକନ୍ ଟାୱାର୍ |,ದಾರಿದೀಪ ಗೋಪುರ
ବିଭର୍ |,ಬೀವರ್
ବିଭର୍ |,ಬೀವರ್
ସମୁଦ୍ରର ଭିକାରୀ |,ಸಮುದ್ರದ ಭಿಕ್ಷುಕರು
ବେଲିକୋଜ୍ |,ಬೆಲ್ಲಿಕೋಸ್
ବେଲିକୋଜ୍ |,ಬೆಲ್ಲಿಕೋಸ್
ବେଲିକୋଜ୍ |,ಬೆಲ್ಲಿಕೋಸ್
ବେଲିକୋସିଟି |,ಬೆಲ್ಲಿಕೋಸಿಟಿ
ବେଲୋନା |,ಬೆಲೋನಾ
ଉପକାର,ಪ್ರಯೋಜನ
ପାଦ୍ରୀମାନଙ୍କର ଲାଭ,ಧರ್ಮಗುರುಗಳ ಲಾಭ
ବେନେଲକ୍ସ |,ಬೆನೆಲಕ್ಸ್
ବର୍ଲିନ୍ ଆଦେଶ |,ಬರ್ಲಿನ್ ತೀರ್ಪು
ବର୍ସରକର |,ಬರ್ಸರ್ಕರ್
ବେସାଣ୍ଟ (= ବେଜାଣ୍ଟ),ಬೆಸೆಂಟ್ (=ಬೆಜಾಂಟ್)
ବ Bethel ଥେଲ୍ |,ಬೆತೆಲ್
Bibliolater,ಗ್ರಂಥಪಾಲಕ
ଗ୍ରନ୍ଥସମୂହ,ಗ್ರಂಥಾರಾಧನೆ
ବିଗ୍ ବର୍ଥା |,ದೊಡ್ಡ ಬರ್ತಾ
ବିଗଟ୍ |,ಮತಾಂಧ
ବିଲିଂ,ಬಿಲ್ಲೆಟಿಂಗ್
ଅଟ୍ଟାଇଣ୍ଡରର ବିଲ୍ |,ಅಟೈಂಡರ್ ಬಿಲ್
ଅଧିକାର ବିଲ୍ |,ಹಕ್ಕುಗಳ ಮಸೂದೆ
ଜୀବନୀ,ಜೀವನಚರಿತ್ರೆಕಾರ
ଜନ୍ମ କାହାଣୀ |,ಜನ್ಮ ಕಥೆಗಳು
ବିଭିଆକ୍ |,ತಾತ್ಕಾಲಿಕ
ବିଭିଆକ୍ |,ತಾತ್ಕಾಲಿಕ
ବିଭିଆକ୍ |,ತಾತ್ಕಾಲಿಕ
ବିଜୋନିଆ |,ಬಿಜೋನಿಯಾ
କଳା ପକ୍ଷୀ,ಕಪ್ಪು ಪಕ್ಷಿಗಳು
କଳା ପତାକା,ಕಪ್ಪು ಬಾವುಟ
ବ୍ଲାକ୍ ହୋଲ୍ |,ಕಪ್ಪು ರಂಧ್ರ
ବ୍ଲାକ୍ ହୋଲ୍ |,ಕಪ್ಪು ರಂಧ್ರ
କଳା ଗୋଡ (= ସ୍କାବ),ಕಪ್ಪು ಕಾಲು (=ಹುರುಪು)
କଳା ସାର୍ଟ |,ಕಪ್ಪು ಶರ್ಟ್
ବ୍ଲାଜନ୍,ಬ್ಲೇಝೋನ್
ବ୍ଲାଜନ୍,ಬ್ಲೇಝೋನ್
ବ୍ଲାଜୋନ୍ରି |,ಪ್ರಜ್ವಲಿಸುವಿಕೆ
ବ୍ଲାଜୋନ୍ରି |,ಪ್ರಜ್ವಲಿಸುವಿಕೆ
ବ୍ଲିଟ୍ସ୍କ୍ରିଗ୍ |,ಮಿಂಚುದಾಳಿ
ରକ୍ତହୀନ ବିପ୍ଳବ (= ଗ or ରବମୟ ବିପ୍ଳବ),ರಕ್ತರಹಿತ ಕ್ರಾಂತಿ (=ಗ್ಲೋರಿಯಸ್ ರೆವಲ್ಯೂಷನ್)
ରକ୍ତଚାପ,ಬ್ಲಡ್ವೈಟ್
ରକ୍ତାକ୍ତ ମରିୟମ |,ಬ್ಲಡಿ ಮೇರಿ
ନୀଳ,ನೀಲಿ
ନୀଳ ରକ୍ତ,ನೀಲಿ ರಕ್ತ
ନୀଳ ପୁସ୍ତକ |,ನೀಲಿ ಪುಸ್ತಕ
ନୀଳ ରିବନ୍ |,ನೀಲಿ ರಿಬ್ಬನ್
ନୀଳ ରିବନ୍ |,ನೀಲಿ ರಿಬ್ಬನ್
ବ୍ଲୁଜ୍ (= ରୟାଲ୍ ଘୋଡା ଗାର୍ଡ),ಬ್ಲೂಸ್ (=ರಾಯಲ್ ಹಾರ್ಸ್ ಗಾರ್ಡ್ಸ್)
ନୀଳ ସାର୍ଟ |,ನೀಲಿ ಅಂಗಿ
ନୀଳ ଜଳ ବିଦ୍ୟାଳୟ |,ಬ್ಲೂ ವಾಟರ್ ಸ್ಕೂಲ್
ନିୟନ୍ତ୍ରଣ ବୋର୍ଡ |,ನಿಯಂತ್ರಣ ಮಂಡಳಿ
ଶରୀରର ଅସ୍ତ୍ରଶସ୍ତ୍ର |,ದೇಹದ ರಕ್ಷಾಕವಚ
ବୋଇର୍,ಬೋಯರ್
ବୁଟି,ಲೂಟಿ
ବୋରୱୋ |,ಬರೋ
ବୁଲୁଟେରିଅନ୍ |,ಬೌಲ್ಯೂಟೇರಿಯನ್
ବୋର୍ବନ୍ |,ಬೌರ್ಬನ್
ବକ୍ସର ବିଦ୍ରୋହ |,ಬಾಕ್ಸರ್ ದಂಗೆ
ବନ୍ଧନୀ,ಬ್ರೇಸ್
ପିତ୍ତଳ |,ಬ್ರಾಸಾರ್ಡ್
ପିତ୍ତଳ |,ಬ್ರಾಸಾರ್ಡ್
ରୁଟି କଲୋନୀ |,ಬ್ರೆಡ್ ವಸಾಹತುಗಳು
ସ୍ତନ ପ୍ଲେଟ୍ |,ಸ್ತನ ಫಲಕ
ସ୍ତନ କାମ,ಸ್ತನ ಕೆಲಸ
ବ୍ରେଟୱାଲଡା |,ಬ್ರೆಟ್ವಾಲ್ಡಾ
ବ୍ରିଗାଣ୍ଡ୍ |,ಬ್ರಿಗಾಂಡ್
ବ୍ରିଗେଣ୍ଡେଜ୍,ಬ್ರಿಗಂಡೇಜ್
ବ୍ରିଟିଶ୍ କମନୱେଲଥ୍ ଅଫ୍ ନେସନ୍ସ |,ಬ್ರಿಟಿಷ್ ಕಾಮನ್‌ವೆಲ್ತ್ ರಾಷ್ಟ್ರಗಳು
ବ୍ରାଉନ୍ ସାର୍ଟ (= ନାଜି),ಬ್ರೌನ್ ಶರ್ಟ್ಸ್ (=ನಾಜಿಗಳು)
ବ୍ରୁସେଲ୍ସ ଚୁକ୍ତି (ଚୁକ୍ତି) ସଂଗଠନ (= ପଶ୍ଚିମ ୟୁରୋପୀୟ ୟୁନିଅନ୍),ಬ್ರಸೆಲ್ಸ್ ಒಪ್ಪಂದ (ಒಪ್ಪಂದ) ಸಂಸ್ಥೆ (=ಪಶ್ಚಿಮ ಯುರೋಪಿಯನ್ ಒಕ್ಕೂಟ)
ବଫ୍ |,ಬಫ್
ବଫ୍ |,ಬಫ್
ବଫ୍-କୋଟ୍ |,ಬಫ್-ಕೋಟ್
ବଫସ୍ |,ಬಫ್ಸ್
ବୁଲେ (= ପରିଷଦ),ಬುಲೆ (=ಕೌನ್ಸಿಲ್)
ବନ୍ଧକ,ಬರ್ಗೇಜ್
ବରଗଡ |,ಬರ್ಗೆಸ್
ବାଇଜାଣ୍ଟାଇନ,ಬೈಜಾಂಟೈನ್
ବ yz ଜୟନ୍ତ ଚର୍ଚ୍ଚ,ಬೈಜಾಂಟೈನ್ ಚರ್ಚ್
ବ yz ଜୟନ୍ତ ସାମ୍ରାଜ୍ୟ |,ಬೈಜಾಂಟೈನ್ ಸಾಮ್ರಾಜ್ಯ
ବାଇଜାଣ୍ଟାଇନ ଯୁଗ,ಬೈಜಾಂಟೈನ್ ಯುಗ
ବ yz ଜୟନ୍ତ histor ତିହାସିକମାନେ |,ಬೈಜಾಂಟೈನ್ ಇತಿಹಾಸಕಾರರು
କ୍ୟାବଲ୍ |,ಕ್ಯಾಬಲ್
କେଜରିଜିମ୍ |,ಸೀಸರಿಸಂ
ଖଲିଫ୍ |,ಖಲೀಫ್
କଲିଗ୍ରାଫର୍ |,ಕ್ಯಾಲಿಗ್ರಾಫರ್
କଲିଗ୍ରାଫିଷ୍ଟ |,ಕ್ಯಾಲಿಗ್ರಾಫಿಸ್ಟ್
କାଲିଗ୍ରାଫି |,ಕ್ಯಾಲಿಗ್ರಫಿ
କାଲ୍ଟ୍ରପ୍ |,ಕ್ಯಾಲ್ಟ್ರೋಪ್
କାମାଡେରି |,ಸೌಹಾರ್ದತೆ
କାମାରିଲା |,ಕ್ಯಾಮರಿಲ್ಲಾ
କାମାରିଲା |,ಕ್ಯಾಮರಿಲ್ಲಾ
କାମେଲାକମ୍ |,ಕ್ಯಾಮೆಲಾಕಮ್
କାମୁଫ୍ଲେଜ୍ |,ಮರೆಮಾಚುವಿಕೆ
ଅଭିଯାନ |,ಪ್ರಚಾರ
କ୍ୟାମ୍ପ ଅନୁସରଣକାରୀ |,ಶಿಬಿರದ ಅನುಯಾಯಿ
କ୍ୟାମ୍ପୋ ସାଣ୍ଟୋ |,ಕ್ಯಾಂಪೋ ಸ್ಯಾಂಟೋ
କ୍ୟାମ୍ପସ୍ ମାର୍ଟିସ୍,ಕ್ಯಾಂಪಸ್ ಮಾರ್ಟಿಯಸ್
କାନେଫୋରା |,ಕ್ಯಾನೆಫೊರಾ
କଙ୍ଗୁ,ಕ್ಯಾಂಗ್ಯೂ
କାନନେଡ୍ |,ಕ್ಯಾನನೇಡ್
ତୋପ ଖାଇବା |,ಕ್ಯಾನನ್ ಮೇವು
କାନନ୍ |,ಕ್ಯಾನನ್
କାନନ୍ ନିୟମ |,ಕ್ಯಾನನ್ ಕಾನೂನು
କାନୋପସ୍ ଆଦେଶ |,ಕ್ಯಾನೋಪಸ್ ತೀರ್ಪು
ବାହୁବଳୀ,ಕ್ಯಾಂಟಿಂಗ್ ಶಸ್ತ್ರಾಸ್ತ್ರ
ବନ୍ଦୀ,ಬಂಧಿತ
କ୍ୟାପ୍ଟର,ಕ್ಯಾಪ್ಟರ್
କାର୍ଡିନାଲ୍ |,ಕಾರ್ಡಿನಲ್
କାର୍ଲ |,ಕಾರ್ಲ್
କାରୋଲିଙ୍ଗିଆନ୍ ରାଜବଂଶ |,ಕ್ಯಾರೊಲಿಂಗಿಯನ್ ರಾಜವಂಶ
କାର୍ଟୁସିଆନ୍ ସମ୍ପ୍ରଦାୟ |,ಕಾರ್ತೂಸಿಯನ್ ಪಂಥ
କାର୍ଟୋସା |,ಕಾರ್ಟೊಸಾ
କାଷ୍ଟେଲିଆନ୍ |,ಕ್ಯಾಸ್ಟೇಲಿಯನ್
