Malayalam,Kannada
കണ്ണിന്റെ താമസം,ಕಣ್ಣಿನ ವಸತಿ
പ്രകടിപ്പിക്കുന്ന വളർച്ച,ಸನ್ಯಾಸಿಗಳ ಬೆಳವಣಿಗೆ
കൂന്വാരം,ಸಂಗ್ರಹಣೆ
ജൈവവസ്തുക്കളുടെ ശേഖരണം,ಸಾವಯವ ವಸ್ತುಗಳ ಸಂಗ್ರಹ
മണ്ണിന്റെ ശേഖരണം,ಮಣ್ಣಿನ ಸಂಗ್ರಹ
അസെലുലാർ,ಉಭಯಾಕಾರದ
അസെല്ലുലാർ ജീവികൾ,ಅಸೆಲ್ಯುಲಾರ್ ಜೀವಿ
Aecetabulum,ಅಸೆಟಾಬುಮ್
അസെറ്റൽഡിഹൈഡ്,ಅಸೆಟಾಲ್ಡಿಹೈಡ್
അസെറ്റി കൊവെൻസിഎംഇ,ಅಸೆಟೈಲ್ ಕೊಯೆನ್ಜೈಮ್
അച്ചാതിന,ಕಸ
നെച്ചെൻ തരം,ಮೊಲ ಪ್ರಕಾರ
അച്ചീൻ,ಉಂಗುರ
ആൾമെംഡിഡോസ്പോര്പോറിയ,ಅಕ್ಲಾಮಿಡೋಸ್ಪೋರಿಯಾ
അമ്ല മഴ,ಆಮ್ಲ ಮಳೆ
അസിഡിറ്റി,ಆಮ್ಲೀಯ
അസിഡിറ്റിക് വാതകം,ಆಮ್ಲೀಯ ಅನಿಲ
അസിഡിറ്റി,ಅಚ್ಚುಕಟ್ಟಾಗಿತ್ವ
അക്കിനാർ സെൽ,ಅಸಿನಾರ್ ಕೋಶ
അക്കോമോമോമറ്റ്,ಜಾಮಕೀಯ
അക്കോണിറ്റം,ಅನನಟ
ആക്രമണാത്മക പുഴു,ಆಕ್ರೋಶದ ಹುಳು
അക്കോസ്റ്റിക് സോണിംഗ്,ಅಕೌಸ್ಟಿಕ್ ವಲಯ
സ്വന്തമാക്കിയ പ്രതീകം,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ಪಾತ್ರ
പ്രതിരോധശേഷി നേടി,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ರೋಗನಿರೋಧಕ ಶಕ್ತಿ
ഏറ്റെടുത്ത ഇമ്മുനോൻറെ കുറവ് സിൻഡ്രോം (എയ്ഡ്സ്),ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ಇಮ್ಯುನೊ ಕೊರತೆ ಸಿಂಡ್ರೋಮ್ (ಏಡ್ಸ್)
അങ്കാരിയ,ಪ್ರಾದೇಶಿಕ
അക്രിക്കൈൻ ഡൈ,ಅಣಕಾದ ಬಣ್ಣ
അക്രോസെന്റ്,ವ್ಯಾಪಕವಾದ
അക്രോമീൻ,ಅಕ್ರಾಮನ್
അക്രോരേറ്റൽ സീക്വൻസ്,ಸ್ಥಗಿತದ ಅನುಕ್ರಮ
അക്രോപോളൽ ഓർഡർ,ಅಕ್ರೊಫೆಟಲ್ ರಾಶಿ
അക്രോസിൻ,ಅಕ್ರೋಸಿನ್
ആക്ടിൻ,ಅ ೦ ಗಡಿ
ആക്റ്റിൻ പോലുള്ള പ്രോട്ടീൻ,ಆಕ್ಟಿನ್ ತರಹದ ಪ್ರೋಟೀನ್
ആക്ടിനോമോർഫിക്,ಕ್ರಿಯಾಶೀಲತೆ
ആക്റ്റിനോമൈസെറ്റുകൾ,ಅಂಧ
പ്രവർത്തന സാധ്യത,ಕ್ರಿಯಾಶೀಲತೆ
സജീവമാക്കിയ സ്ലഡ്ജ്,ಸಕ್ರಿಯ ಕೆತ್ತನೆ
സജീവമാക്കിയ സ്ലഡ്ജ് ഫ്ലോക്ക്,ಸಕ್ರಿಯ ಕೆಸರು ಫ್ಲೋಕ್
സജീവമാക്കൽ .ർജ്ജം,ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ
സജീവമായ ആഗിരണം,ಸಕ್ರಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
സജീവ പ്രതിരോധശേഷി,ಸಕ್ರಿಯ ವಿನಾಯಿತಿ
സജീവ വികിരണം,ಸಕ್ರಿಯ ವಿಕಿರಣ
സജീവ സൈറ്റ്,ಸಕ್ರಿಯ ಸೈಟ್
ആധ്രിക്കുക,ದಳ
അക്യുമിനേറ്റ്,ವಕ್ರವಳತಿ ಮಾಡು
ആദാംസിയ,ಆಡಮ್ಸಿಯಾ
പൊരുത്തപ്പെടലി,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
പൊരുത്തപ്പെടുത്തൽ,ರೂಪಾಂತರ
ലൈറ്റ് ഭരണകൂടത്തിന് അനുയോജ്യമായ പൊരുത്തപ്പെടുത്തൽ,ಬೆಳಕಿನ ಆಡಳಿತಕ್ಕೆ ಹೊಂದಿಕೊಳ್ಳುವುದು
ജല ദഹനത്തോടുള്ള പൊരുത്തപ്പെടുത്തൽ,ನೀರಿನ ಕೊರತೆಗೆ ಹೊಂದಿಕೊಳ್ಳುವುದು
അഡാപ്റ്റീവ് സവിശേഷതകൾ,ಹೊಂದಾಣಿಕೆಯ ಗುಣಲಕ್ಷಣಗಳು
അഡാപ്റ്റീവ് പ്രതിരോധശേഷി,ಹೊಂದಾಣಿಕೆಯ ವಿನಾಯಿತಿ
അഡാപ്റ്റീവ് വികിരണം,ಅಡಾಪ್ಟಿವ್ ವಿಕಿರಣ
അഡാപ്റ്റീവ് സ്വഭാവം,ಹೊಂದಾಣಿಕೆಯ ಲಕ್ಷಣ
അഡാക്സിയൽ ഉപരിതലം,ಅಡಾಕ್ಸಿಯಲ್ ಮೇಲ್ಮೈ
ആസക്തി നിഴൽ,ವ್ಯಸನಕಾರಿ ಕಾಯಿಲೆ
ആദൈൈൻ,ತಿಕ್ಕಲು
Adenocortiopin,ಒಂದು ತತ್ತ್ವ
ആദിനോഹൈപഫിസിസ്,ತತ್ತ್ವ
Adenosin diphosphate,ತಿರಸ್ಕಾರ
Adenosine deaminase,ಅಂಧ
അഡെനോസിൻ മോണോഫോസ്ഫേറ്റ്,ಅಸಿನಿನ್ ಮೊನೊಫಾಸ್ಫೇಟ್
അഡെനോസിൻ ട്രിപ്പ്ഫോസ്ഫേറ്റ് (എടിപി),ಅಡೆನೊಸಿನ್ ಟ್ರೈಫಾಸ್ಫೇಟ್ (ಎಟಿಪಿ)
Adenileat സൈക്ലെസ്,ತಿರಸ್ಕಾರ
പശ ശക്തി,ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ
മുദവയ്ക്കുക,ಅಡಿಪಡಿ
Adipocyte (FALE സെൽ),ಅಡಿಪೋಸೈಟ್ (ಕೊಬ್ಬಿನ ಕೋಶ)
അഡിപോസ് ടിഷ്യു,ಅಡಿಪಾಯಿ ಅಂಗಾಂಶ
ആരാധന,ಮಡಿ
സമീപ കമ്മ്യൂണിറ്റി,ಪಕ್ಕದ ಸಮುದಾಯ
അഡ്രീനല്,ಮೂತ್ರಜನಕಾಂಗ
അഡ്രീനൽ ഗ്രന്ഥി,ಅಡ್ರಿನಲ್ ಗ್ರಂಥಿ
അഡ്രിനെകോളിക്കോട്രോപിക് ഹോർമോൺ (acth),ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಎಚ್)
അഡ്രിനെകോളിക്കോട്രോപിക് ഹോർമോൺ റിലീസ് ചെയ്യുന്നു (acth),ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಬಿಡುಗಡೆ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಆರ್ಹೆಚ್)
ദുര്ധി പകര്,ಹೊರಹೀರುವ
ദുര്ഗയോധം,ಹೊರಹೀರತೆ
വിപുലമായ കീടങ്ങൾ,ಸುಧಾರಿತ ಸ್ವರಮೇಳ
പ്രയോജനകരമായ മ്യൂട്ടേഷൻ,ಅನುಕೂಲಕರ ರೂಪಾಂತರ
സാഹസികമായ,ಸಾಹಸದ
സാഹസിക റൂട്ട്,ಸಾಹಸಿ ಮೂಲ
പ്രതികൂല ഫലം,ದುಷ್ಪರಿಣಾಮ
Aedes,ಈಡಿಸ್
സംസ്കാരത്തിന്റെ വായുസഞ്ചാരം,ಸಂಸ್ಕೃತಿಯ ಗಾಳಿ
അരേഞ്ചമ,ವಾಮಪಂಥೀಯ
ഏരിയൽ,ವೈಮಾನಿಕ
Aierial റൂട്ട്,ವೈಮಾನಿಕ ಮೂಲ
ഏരിയൽ ഷൂട്ട്,ವೈಮಾನಿಕ ಚಿಗುರು
എയ്റോബിക് ശ്വസനം,ಏರೋಬಿಕ್ ಉಸಿರಾಟ
എയ്റോബിക് ശ്വസനം,ಏರೋಬಿಕ್ ಉಸಿರಾಟ
സൗന്ദര്യശാസ്ത്രം,ಸೌಂದರ್ಯಶಾಸ್ತ್ರ
പകർച്ചവ്വാധം,ಅಸ್ವಸ್ಥತೆ
പകർച്ചവ്വാധം,ಅಸ್ವಸ್ಥತೆ
അശ്രദ്ധ,ವಿಪರೀತ
അഫിനിറ്റി ക്രോമാറ്റോഗ്രാഫി,ಅಫಿನಿಟಿ ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ
പീഡിപ്പിച്ച അവയവം,ಪೀಡಿತ ಅಂಗ
വനനം,ಸಂಯಮ
അഗമോസ്പർമി,ಗಗನಯ
അഗറും,ಗಾಡಿ
അഗരോസ്,ಜನಗಮಣ
അഗരോസ് ജെൽ എലെട്രോഫോറെസിസ്,ಅಗರೋಸ್ ಜೆಲ್ ಎಲೆಟ್ರೋಫೊರೆಸಿಸ್
അഗരോസ് പോളിമർ ജെൽ,ಅಗರೋಸ್ ಪಾಲಿಮರ್ ಜೆಲ್
അഗാധമായ,ಚೂರುಪಾರು
കൂരക്കം,ಭೂತಾಳೆ
പ്രായ വിതരണം,ವಯಸ್ಸಿನಲ್ಲಿ ವಿತರಣೆ
പ്രായ പിരമിഡ്,ವಯಸ್ಸು ಪಿರಮಿಡ್
നിര്മ്മിപ്പ,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
ആകെത്തുകയായുള്ള,ಒಟ್ಟು
ഫോളിക്കിളിന്റെ ആകെത്തുക,ಕೋಶಕ ಒಟ್ಟು
ഫോളിക്കിളിന്റെ ആകെത്തുക,ಕೋಶಕ ಒಟ್ಟು
അഗ്രഗേഷൻ,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
ആക്രമശാസ്ത്രം,ಆಕ್ರಮಣಶೀಲತೆ
അജിറ്ററ്റർ സിസ്റ്റം,ಚಮತ್ಕಾರ
അഗ്നിനാഥ,ಅಜ್ಞಾತ
അഗൗട്ടി,ಗಾಡಿ
അഗ്രഗൽ ക്ലോറോപ്ലാസ്റ്റ്,ಪಂಥದ
അഗ്രനനുകാരി,ಕೃಪಣದ
അഗ്രമായനുലോസിടെ,ಪಂಥಿ
കൃഷിപ്പണി,ಕೃಷಿ
അഗ്രോഫോറസ്ട്രി,ಕೃಚಾರಕ
അഗ്രോബക്രിയം മധ്യസ്ഥത,ಆಗ್ರೊಬ್ಯಾಕ್ಟೀರಿಯಂ ಮಧ್ಯಸ್ಥಿಕೆ
അഗ്രോബക്രിയം ടുബ്ഫാസിയൻസ്,ಅಗ್ರೋಬ್ಯಾಕ್ಟೀರಿಯಂ ಟ್ಯೂಮೆಫಾಸಿಯನ್ಸ್
കാർഷിക,ಕೃಷಿ ರಾಸಾಯನಿಕ
കാർഷിക,ಕೃಷಿ ರಾಸಾಯನಿಕ
അഗ്രോക്ലിമീയ മേഖല,ಕೃಷಿ ವಲಯ
അഗ്രോണമിക് സ്വഭാവം,ಕೃಷಿ ಲಕ್ಷಣ
അഗ്രോണമി,ಕೃಷಿ ವಿಜ್ಞಾನ
എയ്ഡ്സ്,ನೆರಳು
എയർ ബ്ളാഡര്,ಗಾಳಿಗೊಡೆ
എയർകണ്ടീഷണർ,ಹವಾ ನಿಯಂತ್ರಣ ಯಂತ್ರ
എയർ പാസേജ്,ಗಾಳಿಯ ಮಾರ್ಗ
വായു മലിനീകരണം,ವಾಯು ಮಾಲಿನ್ಯ
വ്ലാക്,ಗಾಳಿಯ ಚೀಲ
വായു ശൂന്യത,ವಿಮಾನ ನಿರ್ವಾತ
എയർ ശ്വസനം,ಗಾಳಿ ಮರೆಯುವ
അനെയ്ൻ,ತಲ್ಲಣ
അലറി പേശി,ಅಲರಿ ಸ್ನಾಯು
അലാസ്കൻ ബ്ര rown ൺ ബിയർ,ಅಲಸ್ಕನ್ ಕಂದು ಕರಡಿ
ആൽബിനോ,ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ
ആൽബൂഗോ,ದಾಸ್ಯ
ആൽബമിൻ,ಉಣ್ಣೆಯಂಥ
ആൽബ്യൂമിനസ് വിത്ത്,ಉಬ್ಬು ಬೀಜದ ಬೀಜ
അൽബുമിനൂറിയ,ಬಿಲ್ಲಿನ
ആൽബനം,ಪಾರಾಗಲಿ
അൽകെഡെ,ಹದಮುದಾಯಿ
Aldeheeede,ಆಲ್ಡಿಹ್ಯೀಡ್
ആൽഡോസ്റ്റെറോൺ സിസ്റ്റം,ಆಲ್ಡೋಸ್ಟಾನ್ ವ್ಯವಸ್ಥ
ആൽഡോസ്റ്റെറോൺ,ಆಲ್ಡೋಸ್ಟಲಿಗೆ
അലോറോൺ ലെയർ,ಅಲ್ಯೂರೋನ್ ಪದರ
അലൂറോപ്ലാസ്റ്റ്,ಕಣ್ಣುಹಾಯ
പയറുവർഗ്ഗങ്ങൾ,ಉಚ್ಚಾರಣಾ
ആൽഗൽ പൂവ്,ಪಾಚಿಯ ಹೂವು
അൾഗിൻ,ಪಾರಿಗೊಣ
അന്യഗ്രഹ ഡിഎൻഎ,ಅನ್ಯಲೋಕದ ಡಿಎನ್‌ಎ
അന്യഗ്രഹ ജീവികൾ,ಅನ್ಯ
വിന്യാപകമായ,ಜೋಡಣೆ
വിന്യാപകമായ,ಜೋಡಣೆ
അലിമെന്ററി കനാൽ,ಅಲಿಮೆಂಟಿನ ಕಾಲುವೆ
അലിമെന്ററി സിസ്റ്റം,ಅಲಿಮೆಂಟರಿ ವ್ಯವಸ್ಥೆಯ
അലിയാസം,ಮಿತ್ರತತ್ವ
ആൽക്കലോയിഡ്,ಕ್ಷಾರೀಯ
ആൽക്കലൈൻ,ಕ್ಷಾರೀಯ
ആൽക്കപ്റ്റോറിയ,ಕ್ಷಾರೀಯ
Allantois,ನಾರು
അല്ലെൽ ഫ്രീക്വൻസി,ಆಲೀಲ್ ಆವರ್ತನ
അല്ലലേ,ಇಳಿಜಾರು
അല്ലോമോർഫിക് ജോഡി,ಅಲಿಮಾರ್ಫಿಕ್ ಜೋಡಿ
അലർജി,ಅಲರ್ಜಾಟ
ചീങ്കണ്ണി,ಅಲಿಗ್ನ
അല്ലിയം സിപ,ಆಲಿಯಂ ಸೆಪಾ
അലോഗാമി,ಅಲೋಗಮಿ
അല്ലുഫ്രാഫ്റ്റ്,ಅರಿಯುವವಳು
അലോപ്പേട്രിക് സ്പെസിഫിക്കേഷൻ,ಅಲೋಪ್ಯಾಟ್ರಿಕ್ ಸ್ಪೆಸಿಪೇಶನ್
Allopolyplogid,ಸೂತ್ರ
എല്ലാസ്റ്റീസ്റ്റ് ഇഫക്റ്റ്,ಅಲೀರಿಕ್ ಪರಿಣಾಮ
Allonteric enzyme,ಅಲೋಸ್ಟರಿಕ್ ಕಿಣ್ವ
ഓസ്റ്റോസ്റ്റർ ഇൻഹിബിറ്റർ,ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿರೋಧಕ
എല്ലാസ്റ്റീസ്റ്റ് മോഡുലേഷൻ,ಅಲೋಸ್ಟೆರಿಕ್ ಮಾಡ್ಯುಲೇಷನ್
ഓസ്റ്റോസ്റ്റർ സൈറ്റ്,ಅಲೋಸ್ಟರಿಕ್ ಸೈಟ್
ആസ്റ്റോസ്റ്റ് ഗർബിംഗ്,ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿಬಂಧಕ
അലോട്ട്ട്രലോയിഡ്,ತಟೆಾತ್ರಾ
അൽനസ്,ದಾಸ್ಯ
കറ്റാർ,ಅಡೆ
ആക്സോണിനൊപ്പം,ಆಕ್ಸಾನ್ ಉದ್ದಕ್ಕೂ
ആൽഫ-ആന്റിട്രിറ്റിപ്സ്,ಆಲ್ಫಾ-ಆಂಟಿಟ್ರಿಪ್ಸಿನ್
ആൽഫ-ലാക്റ്റൽബുമിൻ,ಆಲ್ಫಾ-ಲಾಕ್ಟಾಲ್ ಬ್ಯೂನ್
ആൽപൈൻ കാലാവസ്ഥാ അവസ്ഥ,ಆಲ್ಪೈನ್ ಹವಾಮಾನ ಸ್ಥಿತಿ
ആൽപൈൻ മെഡോ,ಆಲ್ಪೈನ್ ಹುಲ್ಲುಗಾವಲು
ആൽപൈൻ സോൺ,ಆಲ್ಪೈನ್ ವಲಯ
ആൽസ്റ്റോണിയ,ಆಲ್ಸ್ಟೋನಿಯಾ
ആദരജോ,ಪರ್ಯೇಡು
ഏകാന്തരക്രമത്തിൽ,ಪರ್ಯಾಯ
തലമുറയുടെ മാറിമാറ്റം,ಪೀಳಿಗೆಯ ಪರ್ಯಾಯ
ഉറ്റമകരമായ രോഗം,ಎತ್ತರ ಕಾಯಿಲೆ
ഉയരം,ಎತ್ತರ
അൽവിയോളാർ നാളം,ಅಲ್ವಿಯೋಲಾರ್ ನಾಳ
അലിറ്റ്സ്,ಮಣ್ಣು
അല്ഷിമേഴ്സ് രോഗം,ಆಲ್ z ೈಮರ್ ಕಾಯಿಲೆ
അമാക്രീൻ സെൽ,ಅಮಾಮಿನ ಕೋಶ
അമറാന്തം,ಹುಳ
അമരന്തസ്,ಹುಳಿ
ആംബിയന്റ് ഓസ്മോട്ടിക് സാന്ദ്രത,ಸುತ್ತುವರಿದ ಆಸ್ಮೋಟಿಕ್ ಸಾಂದ್ರತೆ
ആംബിസ്റ്റോമ,ಅಂಬಿಸ್ಟೋಮ
അറുമണ്ടിന്,ಅಸ್ಫುಲ್
അമിനോ അമ്ലം,ಅಮೈನೊ ಆಸಿಡ್
അമിനോ ആസിഡ് സ്വീകാര്യത,ಅಮೈನೊ ಆಸಿಡ್ ಸ್ವೀಕಾರಕ
അമിനോസിഎൽ ടി ആർഎ സിന്തസെസ്,ಅಮೈನಾಕ್ಲ್ ಟಿ ಆರ್ಎನ್ಎ ಸಿಂಥೆಟೇಸ್
അമിപോസിലേഷൻ,ಅಮೈನೊಅಸಿಲೇಷನ್
അമിറ്റോസിസ്,ಅಮೀಟಾಸಿ
ക്ഷാരവായു,ಅಮೋನಿಯ
അമ്മോണിഫിക്കേഷൻ,ಅಮೋನೀಕರಣ
അമോമോട്ടലിസം,ಅಮ್ಮನೋಟೆಲಿಸಂ
അമ്നിയോസെന്റസിസ്,ಜ್ಯೂನಿಯೊಸೆಂಟಿಸ್
Amniocentess സാങ്കേതികത,ಆಮದೋಸೆಂಟೆಸಿಸ್ ತಂತ್ರ
Amniocyte,ಅಮ್ನಿಯೈಟ್
Amnion,ಮಂಕಾದ
അമ്നിയോട്ടിക് ദ്രാവകം,ಆಮ್ನಿಯೋಟಿಕ್ ದ್ರವ
അമ്നിയോട്ടിക് മെംബ്രൺ,ಜಾಮ್ನಿಯೆಟಿಕ್ ಮೆಂಬರೇನ್
അമ്നിയോട്ടിക് സഞ്ചി,ಜಾಮಿಕಾಟದ ಚೀಲ
അമീബ,ಅಮೀಬ
Amoebocyte,ಅಮೀಬೋಸೈಟ್
Amoeboid,ಅಮೀಬಯುಡಿ
Amoeboid lymphocyte,ಅಮೀಬಯಿಡ್ ಲಿಂಫೋಸೈಟ್
അമോബോഡ് ചലനം,ಅಮೀಬಯಿಡ್ ಚಲನೆ
അക്കോറോഫസ്,ಅರೂಪದ
സംഖ,ಮೊತ್ತ
ആംഫെറ്റാമൈൻ,ಆಭರಣ
ആംഫിബിയ,ಉಭಯಚರ
ആംഫിബിയൻ,ಉಭಯಚರ
ആംഫിബിയൻ,ಉಭಯಚರ
Amphioxus,ಉಲ್ಬಣ
ആംഫിയോക്സസ് ലാൻനോലാറ്റസ്,ಆಂಫಿಯೋಕ್ಸಸ್ ಲ್ಯಾನ್ಸೊಲಾಟಸ್
ഉംഫിപതിക്,ಉಭಯಪಕ್ಷೀಯ
ആംഫിപതിക് ലിപിഡ്,ಉಭಯಚರ ಲಿಪಿಡ್
ആംഫിസാർക്ക,ಉಚ್ಚಾರೆ
ആമ്പസില്ലിൻ,ಲೋಕದ
അമ്പള്ളു,ಹಲ್ಲು
മുള്ളറി ഗ്രന്ഥി,ಶಿರೋಕ್ತಿ ಗ್ರಂಥಿ
ആമിഗ്ഡാൽ,ಅಮಿಗ್ಡಾಲ್
ആമിഗ്ഡേൽ,ಬಾಚು
ആമിഗ്ഡാലിൻ,ಅಮಿಗ್ಲಿನ್
അമിലേസ്,ಮಂಕಾದ
അമിലോപ്ലാസ്റ്റ്,ಅಮಿಲೋಪ್ಲಾಸ್ಟ್
അനാബെന,ಅ ೦ ಗಡಿ
അനബാസ്,ಹಳ್ಳ
അനാബോളിക് പാത,ಅನಾಬಲಿನ ​​ಮಾರ್ಗಗಳು
അനാബോളിസം,ಅನಾಬಾಲಿಸಂ
അനകാർഡിയേസി,ಅನಾಕಾರ್ಡಿಯಾಸಿ
വിളമിയ,ರಕ್ತಹೀನತೆ
അയ്റോബ്,ಬಯೆರೋಲೆ
അനാറോബിക് ഇന്ധനം,ಆಮ್ಲಜನವ್ಯಕ್ತಿ
അനാറോബിക് ശ്വസനം,ಆಮ್ಲಜನವ್ಯಕ್ತಿ
അനാറോബിക് സ്ലഡ്ജ് ഡൈജസ്റ്റർ,ಆಮ್ಲಜನಕರಹಿತ ಕೆಸರು ಡೈಜೆಸ್ಟರ್
Anaerobic,ಆಮ್ಲಜನವ್ಯಕ್ತಿ
അനൈമ,ಅನೈಮ
മലദ്വാരം,ಗುದ
മലദ്വാരം,ಗುದ
മലദ്വാരം,ಗುದ ದ್ಯುತಿರಂಧ್ರ
അനൽ സെറി,ಗುದ
അനൽ ലൂപ്പ്,ಗುದ ಲೂಪು
അനൽ ശൈലി,ಗುದ ಶೈಲಿ
അനസ്),ಹೋಲುವ
അനസ്),ಹೋಲುವ
അനലോഗി,ಸಾದೃಶ್ಯ
അനലോഗി,ಸಾದೃಶ್ಯ
വിശകലനം,ವಿಶ್ಲೇಷಣೆ
അനാഫേസ്,ಅನಾಫೇಸ್
Anatomic തടസ്സം,ಅಂಗರಚನಾ ತಡೆಗೋಡೆ
ശരീരഘടന,ಅಂಗರಚನಾ ಅಂಶ
അനാട്ടമിസ്റ്റ്,ಅಂಗರಚನಾ ತಜ್ಞ
ശരീരശാസ്തം,ಅಂಗರಚನಾಶಾಸ್ತ್ರ
പൂർവ്വികൻ പിൻഗാമിയായ ശ്രേണി,ಪೂರ್ವಜರ ವಂಶಸ್ಥ ಅನುಕ್ರಮ
പൂർവ്വിക വംശജർ,ಪೂರ್ವಜರ ವಂಶ
പൂർവ്വാവസ്ഥ,ಪೂರ್ವಜರ ಅನುಕ್ರಮ
ആൻസിലോസ്റ്റമ,ಚಾಚು
ആൻഡ്രോസിയം,ಆಂಡ್ರೊಸಿಯಮ್
ആൻഡ്രോജൻ,Andrಷಧ
വിളമിയ,ರಕ್ತಹೀನತೆ
അനെമോൺ,ವೇಶ್ಯೆ
Aneuplogode,ಅನೆಲಾಯ್ಡ್
അനിയുപ്ലോയിഡി,ಅನೆಪ್ಲು
ആഞ്ചിന,ಗಂಜಿ
ആൻജിയോഗ്രാം,ಆಂಗಿಯ ವರ್ಗ
ആഗിരിഗ്രാഫ്,ಆತಿ
ആജീദർ,ಆಂಜಿಯಾರಿ ಶಾಸ್ತ್ರ
ആൻജിയോപ്ലാസ്റ്റി,ಆಂಜಿಯೋಪ್ಲಾಸ್ಟಿ
അൻജിയോസ്പെർം,ಆಂಗಿಯೋಸ್ಪೆರ್ಮು
ആൻജിയോടെൻസിൻ,ಆಂಜಿಯೋಟೆನ್ಸಿನ್
ആൻജിയോടെൻസിനോജെൻ,ಆಂಜಿಯೋಟೆನ್ಸಿನ್ ವಂಶದ
ആംഗ്ലർ മത്സ്യം,ಗಾಳಹಾಕಿ ಮೀನು
മുതൽക്കുള,ಗದ್ದೆ
ഉള്ക്കൊണ്ടിൻ,ಕುಡಿನೂದಿ
ജന്തു,ಪ್ರಾಣಿ
ജന്തു,ಪ್ರಾಣಿ
മൃഗം ചാണകം,ಪ್ರಾಣಿ ಸಗಣಿ
മൃഗസംരക്ഷണം,ಪಶುಸಂಗೋಪನೆ
അനിമൽ കരിയട്ടിപ്പിംഗ്,ಪ್ರಾಣಿ ಕ್ಯಾರಿಯೋಟೈಪಿಂಗ್
ജന്തു ലോകം,ಪ್ರಾಣಿ ಸಾಮ್ರಾಜ್ಯ
മൃഗങ്ങളുടെ ടിഷ്യു,ಪ್ರಾಣಿಗಳ ಅಂಗಾಂಶ
അദ്ധ്യാപകൻ,ಪ್ರಾಣಿ
അനിയോൺ,ಅಯಾನು
