Malayalam,Punjabi
പരസ്യ കരാർ മുദ്ര,ਵਿਗਿਆਪਨ ਇਕਰਾਰਨਾਮੇ ਦੀ ਮੋਹਰ
അഡുല്ലമൈറ്റുകൾ,ਅਦੁਲਾਮਾਈਟਸ
എതിരാളി,ਵਿਰੋਧੀ
എതിരാളി,ਵਿਰੋਧੀ
അയോൺ,ਏਯੋਨ
എയറേറിയം,ਏਰੈਰੀਅਮ
ആകാശ യുദ്ധം,ਹਵਾਈ ਜੰਗ
എറ്റോലിയൻ ലീഗ്,ਏਟੋਲੀਅਨ ਲੀਗ
വയസ്സ്,ਉਮਰ
വാർദ്ധക്യം (=വാർദ്ധക്യം),ਬੁਢਾਪਾ (=ਬੁਢਾਪਾ)
പ്രായമാകൽ പ്രക്രിയ,ਬੁਢਾਪੇ ਦੀ ਪ੍ਰਕਿਰਿਆ
അഗെലൈ,ਅਗੇਲੈ
ധീരതയുടെ പ്രായം,ਬਹਾਦਰੀ ਦੀ ਉਮਰ
എൻഗ്ലൈറ്റ്മെന്റ് പ്രായം,ਗਿਆਨ ਦੀ ਉਮਰ
പെരിക്കിൾസിന്റെ പ്രായം,ਪੇਰੀਕਲਸ ਦੀ ਉਮਰ
യുക്തിയുടെ പ്രായം,ਕਾਰਨ ਦੀ ਉਮਰ
കാർഷികവാദം,ਖੇਤੀਵਾਦ
കാർഷിക പ്രസ്ഥാനം,ਖੇਤੀ ਅੰਦੋਲਨ
ആൽബിയോൺ,ਐਲਬੀਅਨ
ആൽബം,ਐਲਬਮ
ആൽഡർമാൻ,ਐਲਡਰਮੈਨ
വശീകരിക്കുന്ന ആയുധങ്ങൾ,ਲੁਭਾਉਣੇ ਹਥਿਆਰ
അമിറ്റി,ਦੋਸਤੀ
ആംഫിക്റ്റോണിക് കൗൺസിൽ,Amphictyonic ਕੌਂਸਲ
ആംഫിക്റ്റോണിക് ലീഗ്,ਐਮਫਿਕਟੋਨਿਕ ਲੀਗ
ആംഫി തിയേറ്റർ,ਅਖਾੜਾ
അമ്രി നാൽ ഗ്രൂപ്പ് (മൺപാത്രങ്ങൾ),ਅਮਰੀ ਨਲ ਸਮੂਹ (ਮਿੱਟੀ ਦੇ ਭਾਂਡਿਆਂ ਦਾ)
അനാക്രോണിസം,ਐਨਾਕ੍ਰੋਨਿਜ਼ਮ
അനാക്രോണിസ്റ്റിക്,ਐਨਾਕ੍ਰੋਨਿਸਟਿਕ
പൂർവ്വികൻ,ਪੂਰਵਜ
പൂർവിക ആരാധന,ਪੂਰਵਜ ਦੀ ਪੂਜਾ
വംശപരമ്പര,ਵੰਸ਼
വംശപരമ്പര,ਵੰਸ਼
വംശപരമ്പര,ਵੰਸ਼
വംശപരമ്പര,ਵੰਸ਼
പുരാതന ഭരണം,ਪ੍ਰਾਚੀਨ ਸ਼ਾਸਨ
പുരാതന,ਪ੍ਰਾਚੀਨ
പുരാതന ബാലഡ്,ਪ੍ਰਾਚੀਨ ਗੀਤ
പുരാതന വിശ്വാസം,ਪ੍ਰਾਚੀਨ ਵਿਸ਼ਵਾਸ
പുരാതന ആചാരം,ਪ੍ਰਾਚੀਨ ਰਿਵਾਜ
പുരാതനമായ ചരിത്രം,ਪ੍ਰਾਚੀਨ ਇਤਿਹਾਸ
പുരാതന സ്മാരകങ്ങൾ,ਪ੍ਰਾਚੀਨ ਸਮਾਰਕ
ഉപകഥ,ਕਿੱਸਾ
ആഞ്ചലോട്ട്,ਐਂਜਲੋਟ
ആഞ്ചലസ്,ਐਂਜਲਸ
ആഞ്ജെവിൻ (=ആഞ്ജെവിൻ),ਐਂਜੇਵਿਨ (=ਅੰਜੇਵਿਨ)
കോണുകൾ,ਕੋਣ
ആംഗ്ലിക്കൻ,ਐਂਗਲੀਕਨ
ആംഗ്ലിക്കൻ കൂട്ടായ്മ,ਐਂਗਲੀਕਨ ਕਮਿਊਨੀਅਨ
ആംഗ്ലിക്കനിസം,ਐਂਗਲੀਕਨਵਾਦ
ആംഗ്ലോ-ഫോബ്,ਐਂਗਲੋ-ਫੋਬ
ആംഗ്ലോ-ഫോബിയ,ਐਂਗਲੋ-ਫੋਬੀਆ
ആംഗ്ലോ-സാക്സൺ,ਐਂਗਲੋ-ਸੈਕਸਨ
ആംഗ്ലോ-സാക്‌സോണിസം,ਐਂਗਲੋ-ਸੈਕਸੋਨਿਜ਼ਮ
അനലിസ്റ്റ്,ਐਨਾਲਿਸਟ
വാർഷികങ്ങൾ,ਇਤਿਹਾਸ
കൂട്ടിച്ചേർക്കൽ,ਅਨੇਕਸ਼ਨ
ആന്റി-ബെല്ലം,ਐਂਟੀ-ਬੇਲਮ
മുൻ തീയതി,ਪਿਛਲੀ ਤਾਰੀਖ
പൗരോഹിത്യ വിരുദ്ധത,ਵਿਰੋਧੀ ਮੌਲਵੀਵਾਦ
വൈദിക വിരുദ്ധ നിയമം,ਕਲੈਰੀਕਲ ਵਿਰੋਧੀ ਕਾਨੂੰਨ
പൗരാണികത,ਪੁਰਾਤਨਤਾ
വാടക വിരുദ്ധം,ਵਿਰੋਧੀ ਕਿਰਾਇਆ
വാടക വിരുദ്ധം,ਵਿਰੋਧੀ ਕਿਰਾਇਆ
സെമിറ്റിസം വിരുദ്ധത,ਵਿਰੋਧੀ ਸਾਮੀਵਾਦ
അൻസാക്ക്,ਐਨਜ਼ੈਕ
അപ്പെല്ല,ਅਪੇਲਾ
അരലു,ਅਰਲੂ
ആർച്ച് ബിഷപ്പ്,ਆਰਕ ਬਿਸ਼ਪ
ആർച്ച് ഡച്ചി,ਆਰਕ ਡਚੀ
ആർച്ച് ഡ്യൂക്ക്,ਆਰਕ ਡਿਊਕ
ആർക്കൈഫ് (=ആർക്കൈവൽ ശേഖരം),ਪੁਰਾਲੇਖ (=ਪੁਰਾਲੇਖ ਸੰਗ੍ਰਹਿ)
ആർക്കിഎപ്പിസ്കോപ്പേറ്റ്,ਆਰਚੀਪੀਸਕੋਪੇਟ
പ്രഭുവർഗ്ഗം,ਕੁਲੀਨ
പ്രഭു,ਰਈਸ
പ്രഭുവർഗ്ഗ സ്നോബറി,ਕੁਲੀਨ ਸਨੋਬਰੀ
അരിസ്റ്റോട്ടിലിയൻ,ਅਰਿਸਟੋਟਲੀਅਨ
അർമാഡ,ਆਰਮਾਡਾ
അർമ്മഡ (=സ്പാനിഷ് അർമ്മഡ),ਆਰਮਾਡਾ (= ਸਪੇਨੀ ਆਰਮਾਡਾ)
കവചക്കാരൻ (=കവചക്കാരൻ),ਸ਼ਸਤਰਧਾਰਕ (=ਸ਼ਸਤਰਧਾਰਕ)
കവചം (=കവചം),ਸ਼ਸਤ੍ਰ (= ਸ਼ਸਤ੍ਰ)
ആയുധധാരി,ਸ਼ਸਤਰਧਾਰਕ
ആര്യൻ,ਆਰੀਅਨ
ആര്യൻ,ਆਰੀਅਨ
അസ്കരി,ਅਸਕਰੀ
നിയോഗിക്കുക,ਅਸਾਈਨੈਟ
അസൈസ് ചെയ്യുക,ਅਸਾਈਜ਼
അസൈസ് ചെയ്യുക,ਅਸਾਈਜ਼
അസൈസ് ചെയ്യുക,ਅਸਾਈਜ਼
അസൈസ് ഓഫ് ആയുധ നിയമം,ਅਸਲਾ ਐਕਟ ਦੀ ਸਹਾਇਤਾ
അസൈസ് ഓഫ് ഡാരെൻ അവതരണം,ਡੈਰੇਨ ਪ੍ਰੈਜ਼ੈਂਟਮੈਂਟ ਦੀ ਸਹਾਇਤਾ
മോർട്ട് &#39;ഡി&#39; മുൻഗാമിയുടെ അസൈസ്,ਮੋਰਟ &#39;ਡੀ&#39; ਪੂਰਵਜ ਦੀ ਸਹਾਇਤਾ
അസൈസ് ഓഫ് നോവൽ ഡിസെസിൻ,ਨਾਵਲ ਡੀਸੀਸਿਨ ਦੀ ਸਹਾਇਤਾ
ക്രൂരത,ਅੱਤਿਆਚਾਰ
ആക്രമണം,ਹਮਲਾ
ഔലിക് കൗൺസിൽ,ਔਲਿਕ ਕੌਂਸਲ
ഗെഡസിന്റെ കോടാലി (=ദി ഗെഡെസ് കോടാലി),ਦੇਵੀ ਦੀ ਕੁਹਾੜੀ (= ਦੇਵੀ ਦੀ ਕੁਹਾੜੀ)
ആക്സിസ് (=റോം-ബെർലിൻ-ടോക്കിയോ ആക്സിസ്),ਐਕਸਿਸ (=ਰੋਮ-ਬਰਲਿਨ-ਟੋਕੀਓ ਐਕਸਿਸ)
ബാബിലോൺ,ਬਾਬਲ
ബാബിലോണിയൻ അടിമത്തം (=ബാബിലോണിയൻ അടിമത്തം),ਬਾਬਲੀ ਗ਼ੁਲਾਮੀ (=ਬੇਬੀਲੋਨ ਦੀ ਗ਼ੁਲਾਮੀ)
ബച്ചനൽ ഭക്തൻ,ਬਚਨਲ ਭਗਤ
ബച്ചനാലിയ,ਬਚਨਲਿਆ
ബാച്ചിലർ,ਕੁਆਰਾ
ബാഗ്ദാദ് കരാർ,ਬਗਦਾਦ ਸਮਝੌਤਾ
ബാൽക്കൻ ലീഗ്,ਬਾਲਕਨ ਲੀਗ
ബാൽക്കൻ കരാർ,ਬਾਲਕਨ ਸਮਝੌਤਾ
ബാൽക്കൻ യുദ്ധങ്ങൾ,ਬਾਲਕਨ ਯੁੱਧ
ബാൾട്ടിക് കരാർ,ਬਾਲਟਿਕ ਸਮਝੌਤਾ
കൊള്ളക്കാരൻ,ਡਾਕੂ
ബന്ദൂങ് സമ്മേളനം,ਬੈਂਡੁੰਗ ਕਾਨਫਰੰਸ
നാടുകടത്തൽ,ਦੇਸ਼ ਨਿਕਾਲੇ
ബാനർ,ਬੈਨਰ
ബാർബേറിയൻ,ਵਹਿਸ਼ੀ
ബാർബിക്കൻ,ਬਾਰਬੀਕਨ
ബർദോളി സത്യാഗ്രഹം,ਬਾਰਡੋਲੀ ਸੱਤਿਆਗ੍ਰਹਿ
കളപ്പുര ബർണറുകൾ,ਬਾਰਨ ਬਰਨਰ
ബാരൺ,ਬੈਰਨ
ബാരോണേജ്,ਬੈਰੋਨੇਜ
ബറോണസ് മേജേഴ്സ്,ਬੈਰੋਨਸ ਮੇਜਰਸ
ബാരോൺസ് പ്രായപൂർത്തിയാകാത്തവർ,ਬੈਰੋਨਸ ਨਾਬਾਲਗ
ബാരോണസ്,ਬੈਰੋਨੇਸ
ബാരോനെറ്റ്,ਬੈਰੋਨੇਟ
ബാരോനെറ്റേജ്,ਬੈਰੋਨੇਟੇਜ
ബാരോനെറ്റേജ്,ਬੈਰੋਨੇਟੇਜ
ബാരോനെറ്റി,ਬੈਰੋਨੇਟਸੀ
ബാരോണി,ਬੈਰੋਨੀ
ബാരക്കൂൺ,ਬੈਰਾਕੂਨ
ബാരക്കൂൺ,ਬੈਰਾਕੂਨ
ബാരിക്കേഡ് (=ബാരിക്കഡോ),ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ)
ബാരിക്കേഡ് (=ബാരിക്കഡോ),ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ)
ബാരിക്കേഡ് (=ബാരിക്കഡോ),ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ)
ബേസ് ക്യാമ്പ്,ਬੇਸ ਕੈਂਪ
ബസിലിക്ക,ਬੇਸਿਲਿਕਾ
ബസിലിക്ക,ਬੇਸਿਲਿਕਾ
ബാസ്റ്റില,ਬਸਤੀਲਾ
ബാസ്റ്റിലി,ਬੈਸਟਿਲ
ബാസ്റ്റിലി,ਬੈਸਟਿਲ
ബാറ്ററി,ਬੈਟਰੀ
യുദ്ധം,ਲੜਾਈ
Battle-array,ਬੈਟਲੇ-ਐਰੇ
യുദ്ധകാഹളം,ਲੜਾਈ ਦਾ ਰੋਣਾ
യുദ്ധം,ਲੜਾਈ ਦੀਨ
യുദ്ധക്കളം,ਲੜਾਈ ਦਾ ਮੈਦਾਨ
യുദ്ധഗാനം,ਲੜਾਈ ਦਾ ਭਜਨ
സ്പർസിന്റെ യുദ്ധം,ਸਪਰਸ ਦੀ ਲੜਾਈ
സ്റ്റാൻഡേർഡ് യുദ്ധം,ਸਟੈਂਡਰਡ ਦੀ ਲੜਾਈ
യുദ്ധക്കപ്പൽ,ਬੈਟਲਸ਼ਿਪ
യുദ്ധക്കപ്പൽ-ബലം,ਬੈਟਲਸ਼ਿਪ-ਤਾਕਤ
Bayeux ടേപ്പ്സ്ട്രി,Bayeux tapestry
ബീക്കൺ,ਬੀਕਨ
ബീക്കൺ ടവർ,ਬੀਕਨ ਟਾਵਰ
ബീവർ,ਬੀਵਰ
ബീവർ,ਬੀਵਰ
കടലിലെ യാചകർ,ਸਮੁੰਦਰ ਦੇ ਭਿਖਾਰੀ
ബെല്ലിക്കോസ്,ਬੇਲੀਕੋਜ਼
ബെല്ലിക്കോസ്,ਬੇਲੀਕੋਸ
ബെല്ലിക്കോസ്,ਬੇਲੀਕੋਜ਼
ബെല്ലിക്കോസിറ്റി,ਬੇਲੀਕੋਸਿਟੀ
ബെല്ലോന,ਬੇਲੋਨਾ
ഗുണം,ਲਾਭ
വൈദികരുടെ പ്രയോജനം,ਪਾਦਰੀਆਂ ਦਾ ਲਾਭ
ബെനെലക്സ്,ਬੇਨੇਲਕਸ
ബെർലിൻ ഉത്തരവ്,ਬਰਲਿਨ ਫ਼ਰਮਾਨ
ബെർസർക്കർ,ਬੇਸਰਕਰ
ബസന്റ് (=ബെസന്റ്),ਬੇਸੰਤ (=ਬੇਜ਼ੰਤ)
ബെഥേൽ,ਬੈਥਲ
ബിബ്ലിയോലേറ്റർ,ਬਾਈਬਲੀਓਲੇਟਰ
ഗ്രന്ഥശാസ്‌ത്രം,ਬਿਬਲਿਓਲਾਟਰੀ
ബിഗ് ബെർത്ത,ਵੱਡੀ ਬਰਥਾ
മതഭ്രാന്തൻ,ਬਿਗੌਟ
ബില്ലെറ്റിംഗ്,ਬਿਲੀਟਿੰਗ
ബിൽ ഓഫ് അറ്റൈൻഡർ,ਅਟੈਂਡਰ ਦਾ ਬਿੱਲ
അവകാശങ്ങളുടെ ബിൽ,ਅਧਿਕਾਰਾਂ ਦਾ ਬਿੱਲ
ജീവചരിത്രകാരൻ,ਜੀਵਨੀਕਾਰ
ജനന കഥകൾ,ਜਨਮ ਕਹਾਣੀਆਂ
Bivouac,ਬਿਵੁਆਕ
Bivouac,ਬਿਵੁਆਕ
Bivouac,ਬਿਵੁਆਕ
ബിസോണിയ,ਬਿਜੋਨੀਆ
കറുത്ത പക്ഷികൾ,ਕਾਲਾ ਪੰਛੀ
കറുത്ത കൊടി,ਕਾਲਾ ਝੰਡਾ
ബ്ലാക്ക് ഹോൾ,ਕਾਲਾ ਮੋਰੀ
ബ്ലാക്ക് ഹോൾ,ਕਾਲਾ ਮੋਰੀ
കറുത്ത കാൽ (=ചുണങ്ങു),ਕਾਲੀ ਲੱਤ (= ਖੁਰਕ)
കറുത്ത ഷർട്ട്,ਕਾਲੀ ਕਮੀਜ਼
ബ്ലാസൺ,ਬਲੇਜ਼ਨ
ബ്ലാസൺ,ਬਲੇਜ਼ਨ
ജ്വലനം,ਧਮਾਕੇਦਾਰ
ജ്വലനം,ਧਮਾਕੇਦਾਰ
ബ്ലിറ്റ്സ്ക്രീഗ്,ਬਲਿਟਜ਼ਕਰੀਗ
രക്തരഹിത വിപ്ലവം (=മഹത്തായ വിപ്ലവം),ਖੂਨ ਰਹਿਤ ਇਨਕਲਾਬ (= ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ)
ബ്ലഡ് വൈറ്റ്,ਬਲੱਡਵਾਈਟ
ബ്ലഡി മേരി,ਖੂਨੀ ਮੈਰੀ
നീല,ਨੀਲਾ
നീല രക്തം,ਨੀਲਾ ਖੂਨ
നീല പുസ്തകം,ਨੀਲੀ ਕਿਤਾਬ
നീല നാട,ਨੀਲਾ ਰਿਬਨ
നീല നാട,ਨੀਲਾ ਰਿਬਨ
ബ്ലൂസ് (=രാജകീയ കുതിര കാവൽക്കാർ),ਬਲੂਜ਼ (=ਰਾਇਲ ਹਾਰਸ ਗਾਰਡ)
നീല ഷർട്ട്,ਨੀਲੀ ਕਮੀਜ਼
ബ്ലൂ വാട്ടർ സ്കൂൾ,ਬਲੂ ਵਾਟਰ ਸਕੂਲ
ബോർഡ് ഓഫ് കൺട്രോൾ,ਕੰਟਰੋਲ ਬੋਰਡ
ശരീര കവചം,ਸਰੀਰ ਦੇ ਬਸਤ੍ਰ
ബോയർ,ਬੋਅਰ
കൊള്ള,ਲੁੱਟ
ബറോ,ਬੋਰੋ
ബൗളൂട്ടേറിയൻ,ਬੁਲੇਉਟੇਰੀਅਨ
ബർബോൺ,ਬੋਰਬਨ
ബോക്സർ കലാപം,ਮੁੱਕੇਬਾਜ਼ ਬਗਾਵਤ
ബ്രേസ്,ਬ੍ਰੇਸ
ബ്രസാർഡ്,ਬ੍ਰਾਸਾਰਡ
ബ്രസാർഡ്,ਬ੍ਰਾਸਾਰਡ
ബ്രെഡ് കോളനികൾ,ਰੋਟੀ ਦੀਆਂ ਬਸਤੀਆਂ
ബ്രെസ്റ്റ് പ്ലേറ്റ്,ਛਾਤੀ ਪਲੇਟ
മുലപ്പാൽ ജോലി,ਛਾਤੀ ਦਾ ਕੰਮ
ബ്രെറ്റ്വാൾഡ,ਬਰੇਟਵਾਲਡਾ
ബ്രിഗാൻഡ്,ਬ੍ਰਿਗੈਂਡ
ബ്രിഗൻഡേജ്,ਬ੍ਰਿਗੇਂਡੇਜ
ബ്രിട്ടീഷ് കോമൺവെൽത്ത് ഓഫ് നേഷൻസ്,ਬ੍ਰਿਟਿਸ਼ ਕਾਮਨਵੈਲਥ ਆਫ ਨੇਸ਼ਨਜ਼
ബ്രൗൺ ഷർട്ടുകൾ (=നാസികൾ),ਭੂਰੇ ਰੰਗ ਦੀਆਂ ਕਮੀਜ਼ਾਂ (=ਨਾਜ਼ੀਆਂ)
ബ്രസ്സൽസ് ഉടമ്പടി (പാക്ട്) ഓർഗനൈസേഷൻ (=വെസ്റ്റേൺ യൂറോപ്യൻ യൂണിയൻ),ਬ੍ਰਸੇਲਜ਼ ਸੰਧੀ (ਪੈਕਟ) ਸੰਗਠਨ (= ਪੱਛਮੀ ਯੂਰਪੀਅਨ ਯੂਨੀਅਨ)
ബഫ്,ਮੱਝ
ബഫ്,ਮੱਝ
ബഫ്-കോട്ട്,ਮੱਝ-ਕੋਟ
ബഫുകൾ,ਮੱਝਾਂ
ബ്യൂൾ (=കൗൺസിൽ),ਬੁਲੇ (=ਕੌਂਸਲ)
ബർഗേജ്,ਬਰਗੇਜ
ബർഗെസ്,ਬਰਗੇਸ
ബൈസന്റൈൻ,ਬਿਜ਼ੰਤੀਨੀ
ബൈസന്റൈൻ പള്ളി,ਬਿਜ਼ੰਤੀਨੀ ਚਰਚ
ബൈസന്റൈൻ സാമ്രാജ്യം,ਬਿਜ਼ੰਤੀਨੀ ਸਾਮਰਾਜ
ബൈസന്റൈൻ യുഗം,ਬਿਜ਼ੰਤੀਨੀ ਯੁੱਗ
ബൈസന്റൈൻ ചരിത്രകാരന്മാർ,ਬਿਜ਼ੰਤੀਨੀ ਇਤਿਹਾਸਕਾਰ
കാബൽ,ਕਾਬਲ
സീസറിസം,ਕੈਸਰਵਾਦ
ഖലീഫ,ਖਲੀਫਾ
കാലിഗ്രാഫർ,ਕੈਲੀਗ੍ਰਾਫਰ
കാലിഗ്രാഫിസ്റ്റ്,ਕੈਲੀਗ੍ਰਾਫਿਸਟ
കാലിഗ്രാഫി,ਕੈਲੀਗ੍ਰਾਫੀ
കാൽട്രോപ്പ്,ਕੈਲਟ੍ਰੋਪ
സൗഹൃദം,ਦੋਸਤੀ
കാമറില്ല,ਕੈਮਰਿਲਾ
കാമറില്ല,ਕੈਮਰਿਲਾ
കാമലോകം,ਕੈਮਲੌਕਮ
മറവി,ਕੈਮੋਫਲੇਜ
പ്രചാരണം,ਮੁਹਿੰਮ
ക്യാമ്പ് ഫോളോവർ,ਕੈਂਪ ਫਾਲੋਅਰ
കാമ്പോ സാന്റോ,ਕੈਂਪੋ ਸੈਂਟੋ
കാമ്പസ് മാർഷ്യസ്,ਕੈਂਪਸ ਮਾਰਟੀਅਸ
കനേഫോറ,ਕੈਨੇਫੋਰਾ
കാൻഗു,ਕੈਂਗੂ
പീരങ്കി,ਕੈਨੋਨੇਡ
പീരങ്കി കാലിത്തീറ്റ,ਤੋਪ ਚਾਰਾ
കാനൻ,ਕੈਨਨ
കാനൻ നിയമം,ਕੈਨਨ ਕਾਨੂੰਨ
കനോപ്പസ് ഉത്തരവ്,ਕੈਨੋਪਸ ਫ਼ਰਮਾਨ
ആയുധങ്ങൾ ചലിപ്പിക്കുന്നു,ਕੈਂਟਿੰਗ ਹਥਿਆਰ
ബന്ദിയാക്കി,ਬੰਦੀ
ക്യാപ്റ്റർ,ਕੈਪਟਰ
കർദ്ദിനാൾ,ਕਾਰਡੀਨਲ
കാൾ,ਕਾਰਲ
കരോലിംഗിയൻ രാജവംശം,ਕੈਰੋਲਿੰਗੀਅਨ ਰਾਜਵੰਸ਼
കാർത്തൂഷ്യൻ വിഭാഗം,ਕਾਰਥੁਸੀਅਨ ਸੰਪਰਦਾ
കാർട്ടോസ,ਕਾਰਟੋਸਾ
കാസ്റ്റേലിയൻ,ਕੈਸਟਲੀਅਨ
കാസ്റ്റേലിയൻ,ਕੈਸਟਲੀਅਨ
ജാതി വ്യവസ്ഥ,ਜਾਤ ਪ੍ਰਣਾਲੀ
കോട്ട,ਕਿਲ੍ਹਾ
കോട്ട,ਕਿਲ੍ਹਾ
കാസിൽ പട്ടണം,ਕੈਸਲ ਸ਼ਹਿਰ
കാസ്ട്ര,ਕਾਸਟਰਾ
കാസ്ട്ര,ਕਾਸਟਰਾ
കത്തീഡ്ര,ਕੈਥੇਡਰਾ
കത്തീഡ്രൽ,ਗਿਰਜਾਘਰ
കാറ്റോ സ്ട്രീറ്റ് ഗൂഢാലോചന,ਕੈਟੋ ਸਟ੍ਰੀਟ ਸਾਜ਼ਿਸ਼
കൌഡില്ലോ,ਕਾਉਡੀਲੋ
കവലിയർ,ਕੈਵਲੀਅਰ
കവലിയർ,ਕੈਵਲੀਅਰ
കവലിയർ പാർലമെന്റ്,ਕੈਵਲੀਅਰ ਸੰਸਦ
അദുല്ലം ഗുഹ,ਅਦੁੱਲਮ ਦੀ ਗੁਫਾ
ഗുഹ പെയിന്റിംഗ്,ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ
ഗുഹ പെയിന്റിംഗ്,ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ
സെന്റുംവിർ,ਸੇਂਟਮਵੀਰ
ശതാധിപൻ,ਸੈਂਚੁਰੀਅਨ
നൂറ്റാണ്ട്,ਸਦੀ
ചെയിൻ കവചം (=ചെയിൻ മെയിൽ),ਚੇਨ ਆਰਮਰ (= ਚੇਨ ਮੇਲ)
ചാന്ത്രി,ਛੰਤਰੀ
ചാന്ത്രി,ਛੰਤਰੀ
ചാപ് ബുക്ക്,ਚੈਪ ਕਿਤਾਬ
ചാപ്ലിൻ,ਪਾਦਰੀ
അധ്യായം,ਅਧਿਆਇ
അപകടങ്ങളുടെ അധ്യായം,ਹਾਦਸਿਆਂ ਦਾ ਅਧਿਆਇ
ചാർജ് ചെയ്യുക,ਚਾਰਜ
ഭാരവാഹികൾ,ਚਾਰਜ ਡੀ
ചാർജ് വിഭജനം,ਚਾਰਜ ਵਿਭਾਜਨ
ചാർജർ,ਚਾਰਜਰ
രഥം,ਰੱਥ
സാരഥി,ਰੱਥ
സാരഥി,ਰੱਥ
സാരഥി,ਰੱਥ
ചാരിറ്റി അടുക്കള,ਚੈਰਿਟੀ ਰਸੋਈ
ചാർട്ടർ,ਚਾਰਟਰ
ചാർട്ടിസ്റ്റ് പ്രസ്ഥാനം (=ചാർട്ടിസം),ਚਾਰਟਿਸਟ ਅੰਦੋਲਨ (=ਚਾਰਟਿਜ਼ਮ)
ചാർട്ടോഫൈലാസിയം,ਚਾਰਟੋਫਾਈਲੇਸ਼ੀਅਮ
ചാറ്റോ,Chateau
ചെക്ക് പോസ്റ്റ്,ਚੈੱਕ ਪੋਸਟ
രാസയുദ്ധം,ਰਸਾਇਣਕ ਯੁੱਧ
ചെസ്റ്റർ,ਚੈਸਟਰ
മുഖ്യൻ,ਮੁੱਖ
തലവൻ,ਸਰਦਾਰ
തലവൻ,ਸਰਦਾਰ
തലവൻ,ਸਰਦਾਰ
ഷിഫോൺ,ਸ਼ਿਫੋਨ
ധീരത,ਸ਼ਿਸ਼ਟਾਚਾਰ
തിരഞ്ഞെടുത്ത ആളുകൾ,ਚੁਣੇ ਹੋਏ ਲੋਕ
ക്രിസ്മോഗ്രാഫിയോൺ,ਕ੍ਰਿਸਮੋਗ੍ਰਾਫੀ
ക്രൈസ്തവലോകം,ਈਸਾਈ-ਜਗਤ
ക്രിസ്ത്യൻ യുഗം,ਈਸਾਈ ਯੁੱਗ
ക്രിസ്ത്യൻ സോഷ്യലിസം,ਈਸਾਈ ਸਮਾਜਵਾਦ
ക്രോണിക്കിൾ,ਇਤਹਾਸ
ക്രോണിക്ലർ,ਇਤਿਹਾਸਕਾਰ
ക്രൈസ് ചെർസോണീസ്,Chryse Chersonese
സിമിലിയം,ਸਿਮਲੀਅਮ
സിൻക്വെസെന്റോ സ്റ്റൈൽ,Cinquecento ਸ਼ੈਲੀ
പ്രദക്ഷിണം,ਸਰਕਮਨੇਵੀਗੇਸ਼ਨ
