Telugu,English
ఆంగ్లో-ఫోబ్,Anglo-phobe
ఆంగ్లో-ఫోబియా,Anglo-phobia
ఆంగ్లో-సాక్సన్,Anglo-Saxon
ఆంగ్లో-సాక్సోనిజం,Anglo-Saxonism
అన్నలిస్ట్,Annalist
అన్నల్స్,Annals
అనుబంధం,Annexation
యాంటీ-బెల్లం,Ante-bellum
ముందు తేదీ,Ante date
మత వ్యతిరేకత,Anti-clericalism
మతాధికారుల వ్యతిరేక చట్టం,Anti-clerical legislation
ప్రాచీనకాలం,Antiquity
వ్యతిరేక అద్దె,Anti-rent
వ్యతిరేక అద్దె,Anti-rent
సెమిటిజం వ్యతిరేకత,Anti Semitism
అంజాక్,Anzac
అపెల్లా,Apella
అరలు,Aralu
ఆర్చ్ బిషప్,Arch bishop
ఆర్చ్ డచీ,Arch duchy
ఆర్చ్ డ్యూక్,Arch duke
ఆర్కైఫ్ (=ఆర్కైవల్ సేకరణ),Archief (=archival collection)
ఆర్కిపిస్కోపేట్,Archiepiscopate
దొర,Aristocracy
దొర,Aristocrat
కులీన స్నోబరీ,Aristocratic snobbery
అరిస్టాటిలియన్,Aristotelian
ఆర్మడ,Armada
ఆర్మడ (=ది స్పానిష్ ఆర్మడ),Armada (=The Spanish Armada)
ఆయుధాగాడు (=ఆయుధాకారుడు),Armorist (=armourist)
కవచం (=కవచం),Armour (=armor)
ఆయుధాగాడు,Armourist
ఆర్యన్,Aryan
ఆర్యన్,Aryan
అస్కారి,Askari
కేటాయించండి,Assignat
అసైజ్ చేయండి,Assize
అసైజ్ చేయండి,Assize
అసైజ్ చేయండి,Assize
అసైజ్ ఆఫ్ ఆర్మ్స్ యాక్ట్,Assize of Arms Act
డారీన్ ప్రెజెంట్‌మెంట్ అసైజ్,Assize of Darrein Presentment
మోర్ట్ &#39;D&#39; పూర్వీకుల అస్సైజ్,Assize of Mort 'D' Ancestor
అసైజ్ ఆఫ్ నవల డిస్సీసిన్,Assize of Novel Disseisin
దారుణం,Atrocity
దాడి,Attack
ఆలిక్ కౌన్సిల్,Aulic Council
గెడ్డెస్ యొక్క గొడ్డలి (=ది గెడెస్ గొడ్డలి),Axe of the Geddess (=the Geddess axe)
యాక్సిస్ (=ది రోమ్-బెర్లిన్-టోక్యో యాక్సిస్),Axis (=The Rome-Berlin-Tokyo Axis)
బాబిలోన్,Babylon
బాబిలోనియన్ బందిఖానా (=బాబిలోనియన్ బందిఖానా),Babylonian captivity (=Babylonish captivity)
బచ్చనాల్ భక్తుడు,Bacchanal devotee
బచ్చనాలియా,Bacchanalia
బ్రహ్మచారి,Bachelor
బాగ్దాద్ ఒప్పందం,Baghdad Pact
బాల్కన్ లీగ్,Balkan League
బాల్కన్ ఒప్పందం,Balkan Pact
బాల్కన్ యుద్ధాలు,Balkan Wars
బాల్టిక్ ఒప్పందం,Baltic Pact
బందిపోటు,Bandit
బాండుంగ్ కాన్ఫరెన్స్,Bandung Conference
బహిష్కరణ,Banishment
బ్యానర్,Banner
బార్బేరియన్,Barbarian
బార్బికన్,Barbican
బార్డోలీ సత్యాగ్రహం,Bardoli satyagraha
బార్న్ బర్నర్స్,Barn Burners
బారన్,Baron
బారోనేజ్,Baronage
బారోన్స్ మేజర్లు,Barones majores
బారోన్స్ మైనర్లు,Barones minores
బారోనెస్,Baroness
బారోనెట్,Baronet
బారోనెటేజ్,Baronetage
బారోనెటేజ్,Baronetage
బారోనెట్సీ,Baronetcy
బారోనీ,Barony
బారకూన్,Barracoon
బారకూన్,Barracoon
బారికేడ్ (=బారికాడో),Barricade (=barricado)
బారికేడ్ (=బారికాడో),Barricade (=barricado)
బారికేడ్ (=బారికాడో),Barricade (=barricado)
మూల శిబిరం,Base camp
బసిలికా,Basilica
బసిలికా,Basilica
బస్తీలా,Bastila
బాస్టిల్,Bastille
బాస్టిల్,Bastille
బ్యాటరీ,Battery
యుద్ధం,Battle
బాటిల్-అరే,Batlle-array
యుద్ధానికి వెళ్ళే సైనికులు చేసే నినాదాలు,Battle cry
బాటిల్ డిన్,Battle din
యుద్ధ క్షేత్రం,Battle field
యుద్ధ శ్లోకం,Battle hymn
స్పర్స్ యుద్ధం,Battle of the Spurs
స్టాండర్డ్ యుద్ధం,Battle of the Standard
యుద్ధనౌక,Battleship
యుద్ధనౌక-బలం,Battleship-strength
Bayeux వస్త్రం,Bayeux tapestry
బెకన్,Beacon
బెకన్ టవర్,Beacon tower
బీవర్,Beaver
బీవర్,Beaver
సముద్రపు బిచ్చగాళ్ళు,Beggars of the sea
బెల్లికోస్,Bellicose
బెల్లికోస్,Bellicose
బెల్లికోస్,Bellicose
బెల్లికోసిటీ,Bellicosity
బెలోనా,Bellona
ప్రయోజనం,Benefice
మతపెద్దల వల్ల ప్రయోజనం,Benefit of clergy
బెనెలక్స్,Benelux
బెర్లిన్ డిక్రీ,Berlin Decree
బెర్సెర్కర్,Berserker
బెసెంట్ (=బెజాంట్),Besant (=bezant)
బేతేలు,Bethel
గ్రంథకర్త,Bibliolater
గ్రంథారాధన,Bibliolatry
బిగ్ బెర్తా,Big Bertha
మతోన్మాదుడు,Bigot
బిల్లేటింగ్,Billeting
అటెయిండర్ బిల్లు,Bill of Attainder
హక్కుల చట్టం,Bill of Rights
జీవిత చరిత్ర రచయిత,Biographer
జన్మ కథలు,Birth stories
తాత్కాలిక శిబిరం,Bivouac
తాత్కాలిక శిబిరం,Bivouac
తాత్కాలిక శిబిరం,Bivouac
బిజోనియా,Bizonia
బ్లాక్ బర్డింగ్,Black birding
నల్ల జండా,Black flag
కృష్ణ బిలం,Black Hole
కృష్ణ బిలం,Black Hole
నల్ల కాలు (=స్కాబ్),Black leg (=scab)
నల్ల చొక్కా,Black Shirt
బ్లజోన్,Blazon
బ్లజోన్,Blazon
బ్లేజోన్రీ,Blazonry
బ్లజోన్రీ,Blazonry
బ్లిట్జ్‌క్రీగ్,Blitzkrieg
రక్తరహిత విప్లవం (=గ్లోరియస్ రివల్యూషన్),Bloodless Revolution (=Glorious Revolution)
బ్లడ్వైట్,Bloodwite
బ్లడీ మేరీ,Bloody Mary
నీలం,Blue
నీలం రక్తం,Blue blood
నీలి పుస్తకం,Blue book
నీలం రంగు రిబ్బన్,Blue ribbon
నీలం రంగు రిబ్బన్,Blue ribbon
బ్లూస్ (=రాయల్ హార్స్ గార్డ్స్),Blues (=Royal Horse Guards)
నీలం చొక్కా,Blue Shirt
బ్లూ వాటర్ స్కూల్,Blue Water School
బోర్డ్ ఆఫ్ కంట్రోల్,Board of Control
శరీర కవచం,Body armour
బోయర్,Boer
దోపిడి,Booty
బరో,Borough
బౌల్యూటేరియన్,Bouleuterion
బోర్బన్,Bourbon
బాక్సర్ తిరుగుబాటు,Boxer rebellion
బ్రేస్,Brace
బ్రాస్సార్డ్,Brassard
బ్రాస్సార్డ్,Brassard
బ్రెడ్ కాలనీలు,Bread colonies
బ్రెస్ట్ ప్లేట్,Breast Plate
రొమ్ము పని,Breast work
బ్రెట్వాల్డా,Bretwalda
బ్రిగాండ్,Brigand
బ్రిగేండేజ్,Brigandage
బ్రిటిష్ కామన్వెల్త్ ఆఫ్ నేషన్స్,British Commonwealth of Nations
బ్రౌన్ షర్ట్స్ (=నాజీలు),Brown Shirts (=The Nazis)
బ్రస్సెల్స్ ట్రీటీ (పాక్ట్) సంస్థ (=వెస్ట్రన్ యూరోపియన్ యూనియన్),Brussels Treaty (Pact) organisation (=Western Europeon union)
యెదురు,Buff
యెదురు,Buff
బఫ్-కోటు,Buff-coat
బఫ్స్,Buffs
బులే (=మండలి),Bule (=council)
బర్గేజ్,Burgage
బర్గెస్,Burgess
బైజాంటైన్,Byzantine
బైజాంటైన్ చర్చి,Byzantine church
బైజాంటైన్ సామ్రాజ్యం,Byzantine Empire
బైజాంటైన్ యుగం,Byzantine Era
బైజాంటైన్ చరిత్రకారులు,Byzantine historians
కాబాల్,Cabal
సీజరిజం,Caesarism
ఖలీఫ్,Caliph
కాలిగ్రాఫర్,Calligrapher
కాలిగ్రాఫిస్ట్,Calligraphist
కాలిగ్రఫీ,Calligraphy
కాల్ట్రాప్,Caltrop
సాహచర్యం,Camaraderie
కమరిల్లా,Camarilla
కమరిల్లా,Camarilla
కామెలాకమ్,Camelaucum
మభ్యపెట్టడం,Camouflage
ప్రచారం,Campaign
క్యాంపు అనుచరుడు,Camp follower
కాంపో శాంటో,Campo santo
క్యాంపస్ మార్టియస్,Campus martius
కనెఫోరా,Canephora
కంగు,Cangue
ఫిరంగి,Cannonade
ఫిరంగి మేత,Cannon fodder
కానన్,Canon
కానన్ చట్టం,Canon law
కానోపస్ డిక్రీ,Canopus decree
ఆయుధాలు పట్టుకోవడం,Canting arms
బందీ,Captive
కాప్టర్,Captor
కార్డినల్,Cardinal
కార్ల్,Carl
కరోలింగియన్ రాజవంశం,Carolingian dynasty
కార్తుసియన్ శాఖ,Carthusian sect
కార్టోసా,Cartosa
కాస్టేలియన్,Castelian
కాస్టేలియన్,Castelian
కుల వ్యవస్థ,Caste system
కోట,Castle
కోట,Castle
కోట పట్టణం,Castle town
కాస్ట్రా,Castra
కాస్ట్రా,Castra
కేథడ్రా,Cathedra
కేథడ్రల్,Cathedral
కాటో స్ట్రీట్ కుట్ర,Cato Street conspiracy
కౌడిల్లో,Caudillo
కావలీర్,Cavalier
కావలీర్,Cavalier
కావలీర్ పార్లమెంట్,Cavalier Parliament
అదుల్లాం గుహ,Cave of Adullam
గుహ పెయింటింగ్,Cave painting
గుహ పెయింటింగ్,Cave painting
సెంటంవిర్,Centumvir
సెంచూరియన్,Centurion
సెంచరీ,Century
చైన్ ఆర్మర్ (=చైన్ మెయిల్),Chain armour (=chain mail)
చాంట్రీ,Chantry
చాంట్రీ,Chantry
చాప్ పుస్తకం,Chap book
చాప్లిన్,Chaplain
అధ్యాయం,Chapter
ప్రమాదాల అధ్యాయం,Chapter of accidents
ఆరోపణ,Charge
ఛార్జ్ డి&#39;ఎఫైర్స్,Charge d'affaires
ఛార్జ్ విడిపోవడం,Charge parting
ఛార్జర్,Charger
రథము,Chariot
రథసారధి,Charioteer
రథసారధి,Charioteer
రథసారధి,Charioteer
ఛారిటీ వంటగది,Charity kitchen
చార్టర్,Charter
చార్టిస్ట్ ఉద్యమం (=చార్టిజం),Chartist Movement (=Chartism)
చార్టోఫిలాసియం,Chartophylacium
చాటౌ,Chateau
చెక్ పోస్ట్,Check post
రసాయన యుద్ధం,Chemical Warfare
చెస్టర్,Chester
చీఫ్,Chief
అధిపతి,Chieftain
అధిపతి,Chieftain
అధిపతి,Chieftain
షిఫాన్,Chiffon
శూరత్వం,Chivalry
ఎంచుకున్న వ్యక్తులు,Chosen People
క్రిస్మోగ్రఫీ,Chrismographion
క్రైస్తవమత సామ్రాజ్యం,Christendom
క్రైస్తవ యుగం,Christian era
క్రిస్టియన్ సోషలిజం,Christian Socialism
క్రానికల్,Chronicle
క్రానికల్,Chronicler
Chryse Chersonese,Chryse Chersonese
సిమిలియం,Cimelium
సింక్వెసెంటో స్టైల్,Cinquecento Style
ప్రదక్షిణ,Circumnavigation
సిస్టెర్సియన్ సన్యాసి,Cistercian monk
కోట,Citadel
అనులేఖనం,Citation
అనులేఖనం,Citation
శాసన ఉల్లంఘన,Civil disobedience
పౌర యుద్ధం,Civil war
సివిస్ రోమనస్,Civis Romanus
సాంప్రదాయ వయస్సు,Classical age
క్లెఫ్ట్ (=క్లెఫ్ట్),Clepht (=klepht)
మతాధికారం,Clericalism
క్లర్చ్,Cleruch
క్లినియాక్ ఉద్యమం,Cluniac movement
కోటు కవచం,Coat armour
కోట్ ఆఫ్ ఆర్మ్స్,Coat of arms
కోట్ ఆఫ్ ఆర్మ్స్,Coat of arms
కోట్ ఆఫ్ ఆర్మ్స్,Coat of arms
కోట్ ఆఫ్ మెయిల్,Coat of mail
కోహోర్ట్,Cohort
కమిటియా,Comitia
కమిటియా సెంచురియాటా,Comitia Centuriata
కమిటియా క్యూరియాటా,Comitia Curiata
కమిటియా ట్రిబ్యూటా,Comitia Tributa
స్మారక వంపు,Commemorative arch
స్మారక నాణెం,Commemorative coin
స్మారక ముద్ర,Commemorative seal
సాధారణ క్షేత్రం,Common field
కమ్యూనార్డ్,Communard
కాంకోర్డాట్,Concordat
కాంకోర్డాట్,Concordat
కండోటియర్,Condottiere
నిర్ధారణ కార్టరమ్,Confirmation Cartarum
సంఘర్షణ,Conflict
సభ,Congregation
రాష్ట్రాన్ని జయించడం,Conquering state
విజేత,Conqueror
విజేత,Conquistador
కన్సిలియం,Consilium
క్రమబద్ధమైన,Consistory
కుట్ర,Conspiracy
కుట్ర,Conspiracy
కాన్సులేట్,Consulate
సలహా పుస్తకం,Consulation book
ఖండాంతర వ్యవస్థ,Continental system
కన్వెన్షన్ పార్లమెంట్,Convention Parliament
కాపర్ హెడ్స్ (=శాంతి ప్రజాస్వామ్యవాదులు),Copperheads (=peace democrats)
కాపీహోల్డ్,Copyhold
కార్డనింగ్,Cordoning
కరోనా,Corona
పట్టాభిషేకం,Coronation
పట్టాభిషేక రాయి,Coronation stone
కార్పస్,Corpus
కోర్సెయిర్,Corsair
కోర్సెయిర్,Corsair
కార్సెట్ (=కోర్సెలెట్),Corset (=corselet)
కోర్టెస్,Cortes
కోటార్ (=కోటియర్),Cottar (=cottier)
కోటార్ (=కోటియర్),Cottar (=cottier)
కౌంట్ పాలటినేట్,Count Palatinate
పూరిల్లు,Country house
కౌంటీ,County
కౌంటీ బరో,County borough
కౌంటీ కోర్టులు,County courts
కౌంటీ పాలటైన్,County palatine
కోర్టు,Court
కోర్టు,Court
కోర్టు సర్క్యులర్,Court circular
కోర్టు మర్యాదలు,Court etiquette
సభికుడు,Courtier
కోర్ట్ ఆఫ్ కాసేషన్,Court of cassation
కోర్ట్ ఆఫ్ డైరెక్టర్స్ (EIC),Court of Directors (E. I. C.)
యాజమాన్యాల న్యాయస్థానం,Court of Proprietors
ఆస్థాన కవి,Court poet
ఒప్పందం చేసుకున్న కామెరోనియన్లు,Covenanted Cameronians
కిరీటం,Crown
కిరీటం,Crown
కిరీటం,Crown
కిరీటం భూమి,Crown land
కిరీటం భూమి,Crown land
క్రౌన్ ప్రిన్స్,Crown Prince
క్రూసేడ్,Crusade
క్రూసేడర్,Crusader
క్రిప్టోగ్రామ్,Cryptogram
క్యూరాస్,Cuirass
క్యూరాసియర్,Cuirassier
కల్ట్ దేవత,Cult deity
క్యూరియా,Curia
క్యూరియా,Curia
జారిజం,Czarism
చీకటి ఖండం,Dark continent
తీర్పు రోజు,Day of judgement
తీర్పు రోజు,Day of judgement
డీన్,Dean
దశాబ్దం,Decade
డెనారియస్,Denarius
పదవీచ్యుతుడైన చక్రవర్తి,Deposed monarch
పాడుచేయు,Despoil
చెడిపోవడం,Despoilation
సింహాసనాన్ని తొలగించు,Dethrone
డయాడెమ్,Diadem
డయాడెమ్,Diadem
డయాడెమ్,Diadem
డయాసియా,Diasia
డికాస్టీరియం,Dicasterium
డైలువియలిస్ట్,Diluvialist
డియోసెస్,Diocese
డియోసెస్,Diocese
డైరెక్టరీ (=డైరెక్టరీ),Directoire (=Directry)
డైరెక్టరీ (=డైరెక్టరీ),Directoire (=Directry)
దిర్హమ్,Dirham
నమ్మకద్రోహం,Disloyal
నమ్మకద్రోహం,Disloyal
లోపము యొక్క సిద్ధాంతము,Doctrine of lapse
పత్రం,Document
డాక్యుమెంటరీ సాక్ష్యం,Documentary evidence
డోమ్స్‌డే బుక్,Domesday Book
కాన్స్టాంటైన్ విరాళం,Donation of Constantine
డూమ్,Doom
వరవరపు రాణి,Dowager queen
డ్రాగన్,Dragoon
డ్రోమెడిరియన్,Dromedarian
డ్రోమెడరీ,Dromedary
డ్రోమండ్,Dromond
ద్వంద్వ,Dual
ద్వంద్వ కూటమి,Dual alliance
ద్వంద్వ ఉద్దేశం,Dual entente
ద్వంద్వ వ్యవస్థ (=ద్వంద్వ ప్రభుత్వం),Dual system (=dual government)
డ్యూక్,Duke
డూమా,Duma
వామన అవతారం,Dwarf incarnation
రాజవంశం,Dynasty
రాజవంశం,Dynasty
డేగ,Eagle
పెద్ద మనిషి,Ealder man
ఎర్ల్,Earl
ఎర్ల్డమ్,Earldom
తొలి గుప్తులు,Early Guptas
ప్రారంభ (చారిత్రక) సైట్లు,Early (historic) sites
ప్రారంభ వేద కాలం,Early Vedic period
ఎక్లేసియా,Ecclesia
పునరుద్ధరణ శాసనం,Edict of Restitution
ఎనిమిది రెట్లు మార్గం,Eight fold path
పెద్దలు,Elders
పెద్ద రాజనీతిజ్ఞుడు (=జెన్రో),Elder statesman (=genro)
ఏనుగు మేడ,Elephant goad
పదకొండు సంవత్సరాల నిరంకుశత్వం,Eleven Years' Tyranny
ఎలిసే (=ఎలీసీ),Elysae (=Elysee)
ఎన్‌క్లోజర్ ఉద్యమం,Enclosure Movement
ఎన్సైక్లికల్,Encyclical
ఎన్సైక్లోపెడిస్ట్ ఉద్యమం,Encyclopaedist movement
ఎంటెంటే,Entente
ఎంటెంటే కార్డియాల్,Entente cordiale
సింహాసనం,Enthrone
పరివారం,Entourage
ఎఫోడ్,Ephod
ఎఫోర్,Ephor
పురాణ యుగం,Epic age
పురాణ వీరుడు,Epic hero
ఎపిగ్రాఫ్,Epigraph
ఎపిస్కోపసీ,Episcopacy
ఎపిస్కోపేట్,Episcopate
ఎపిసోడ్,Episode
యుగం,Epoch
యుగాన్ని సృష్టించే సంఘటన,Epoch-making event
యుగపురుషుడు,Epoch-making man
పేరుపేరు,Eponym
ఎక్వెరీ,Equerry
ఎక్వెరీ,Equerry
గుర్రపుస్వారీ విగ్రహం,Equestrian statue
యుగం,Era
ఎర్గస్టులం,Ergastulum
యూకారిస్ట్,Eucharist
సువార్తవాదం,Evangelicalism
సువార్త ఉద్యమం,Evangelical movement
మత ప్రచారకుడు,Evangelist
Exarch,Exarch
Exilarch,Exilarch
ఫలాంగిస్ట్,Falangist
తండ్రి భూమి,Father land
తండ్రి భూమి,Father land
ఫెరియాయే,Feriae
ఫెటిష్,Fetish
ఫ్యూడల్ హోల్డింగ్స్,Feudal holdings
ఫ్యూడలిజం (=ఫ్యూడల్ వ్యవస్థ),Feudalism (=feudal system)
భూస్వామ్య వ్యవస్థ,Feudal system
భూస్వామ్య,Feudatory
ఫిడే డిఫెన్సర్ (=డిఫెండర్ ఆఫ్ ది ఫెయిత్),Fidei defensor (=Defender of the Faith)
ఫైఫ్,Fief
ఫీల్డ్ సిస్టమ్,Field system
పదిహేనవ పన్ను,Fifteenth tax
ఫిగర్ హెడ్,Figure head
ఫిన్ డి సైకిల్,Fin de siecle
అగ్ని తినేవాడు,Fire eater
ఫైవ్ మైల్ చట్టం,Five Mile Act
జెండా,Flag
ఫ్లేమెన్ డయాలిస్,Flamen Dialis
ఫ్లేమెన్ మార్టియాలిస్,Flamen Martialis
జ్వలించే జ్యోతి,Flaming torch
పార్శ్వము,Flank
పార్శ్వ కదలిక,Flanking movement
వర్ధిల్లుతున్న నాగరికత,Flourishing civilization
ఫ్లూవియలిస్టిక్ నమ్మకం,Fluvialistic belief
జానపద దేవుడు,Folk god
జానపద దేవత,Folk goddess
జానపద జ్ఞాపకం,Folk memory
జానపద పురాణం (=జానపదం),Folk myth (=folklore)
మేత వెదకడం,Foraging
ఫోరే,Foray
ముందరివాడు,Forebear
పూర్వీకుడు,Forefather
ముందున్నవాడు,Forerunner
చితికిపోయిన ఆశ,Forlorn hope
నిర్మాణ దశ,Formative stage
కోట,Fort
కోట,Fortification
పటిష్టమైన పట్టణం,Fortified town
కోట,Fortress
ఫార్చ్యూనా,Fortuna
ఫోరమ్ రోమనుమ్,Forum Romanum
ఫ్రాన్సిస్కాన్,Franciscan
ఫ్రాంక్లిన్,Franklin
భ్రాతృహత్య యుద్ధం,Fratricidal war
ఉచిత చర్చి,Free Church
ఫ్రీహోల్డర్,Freeholder
స్వతంత్ర సైనికుడు,Freelance soldier
స్వతంత్ర సైనికుడు,Freelance soldier
ఫ్రీమాన్,Freeman
ఫ్రీమాన్,Freeman
ఫ్రీపాస్,Freepass
ఫ్రెంచ్ విప్లవం,French Revolution
సన్యాసి,Friar
ఫ్రైసియన్ కిరాయి సైనికులు,Friasian mercenaries
సరిహద్దు మనిషి,Frontier'a man
గాలియన్,Galleon
గల్లికన్ (=గల్లికనిస్ట్),Gallican (=Gallicanist)
గల్లికానిజం,Gallicanism
దండు,Garrison
గౌల్,Gaul
గాంట్లెట్,Gauntlet
గాంట్లెట్,Gauntlet
గెజిబో,Gazebo
గెజిబో,Gazebo
గెజిబో,Gazebo
వంశ చరిత్ర,Genealogical history
వంశపారంపర్య రికార్డు,Genealogical record
వంశపారంపర్య పట్టిక,Genealogical table
వంశవృక్షం,Genealogical tree
వంశావళి,Genealogy
వంశావళి,Genealogy
తరం,Generation
మారణహోమం,Genocide
అన్యజనుడు,Gentile
అన్యజనుడు,Gentile
అన్యజనుడు,Gentile
అన్యజనుడు,Gentile
ఘెట్టో,Ghetto
ఘెట్టో,Ghetto
గిబ్బెట్,Gibbet
గిల్డ్ (=గిల్డ్),Gild (=guild)
గ్లాడియేటర్,Gladiater
అద్భుతమైన విప్లవం,Glorious Revolution
గోల్డెన్ హోర్డ్,Golden Horde
మహా కూటమి,Grand Alliance
గ్రాండీ,Grandee
గ్రాండ్ సిగ్నర్,Grand Signor
గ్రాండ్ సిగ్నర్,Grand Signor
గొప్ప అంతర్యుద్ధం,Great Civil War
గొప్ప నిష్క్రమణ (బుద్ధుని),Great Departure (of Buddha)
గ్రేటర్ ఇండియా,Greater India
గ్రేట్ హెల్లాస్,Great Hellas
గ్రేట్ హోర్డ్,Great Horde
గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ),Great Renunciation (=great departure)
గొప్ప ముద్ర,Great Seal
గ్రేట్ ట్రాక్,Great Trak
గొప్ప వాహనం,Great Vehicle
గ్రేట్ వాల్ ఆఫ్ చైనా,Great Wall of China
గ్రీవ్,Greave
గార్డ్-ఛాంబర్,Guard-chamber
గార్డ్-ఛాంబర్,Guard-chamber
గార్డ్-ఛాంబర్,Guard-chamber
గుప్తులు,Guptas
హాజియోగ్రఫీ,Hagiography
హాజియోగ్రఫీ,Hagiography
హగియాలజీ,Hagiology
హగియాలజీ,Hagiology
ప్రైవేట్ ప్రేక్షకుల హాల్,Hall of private audience
పబ్లిక్ ప్రేక్షకుల హాల్,Hall of public audience
హాచ్మెంట్,Hatchment
హీతేన్,Heathen
హీతేన్,Heathen
హీతేనిజం,Heathenism
హెగిరా (హెజెరా),Hegira (Hejera)
హెలెనిజం,Hellenism
హెలట్,Helot
హెరాల్డ్రీ,Heraldry
వారసత్వం,Heritage
చిత్రలిపి సరళ అక్షరాలు,Hieroglyphic linear characters
చిత్రలిపి స్క్రిప్ట్,Hieroglyphic script
హై చర్చి,High Church
హై ల్యాండర్,High Lander
హిందూమతం,Hinduism
చరిత్రకారుడు,Historian
చరిత్రకారుడు,Historian
చారిత్రక భౌతికవాదం,Historical materialism
చారిత్రక యుగం,Historic era
చారిత్రక సరిహద్దు,Historic frontier
చరిత్రకారుడు,Historiographer
చరిత్రకారుడు,Historiographer
చరిత్ర చరిత్ర,Historiography
చరిత్ర చరిత్ర,Historiography
చరిత్ర,History
హిట్టైట్ సామ్రాజ్యం,Hittite empire
పవిత్ర కూటమి,Holy Alliance
పవిత్ర నగరం,Holy city
పవిత్ర నగరం,Holy city
పవిత్ర భూమి,Holy land
పవిత్ర భూమి,Holy land
హోలీ లీగ్,Holy League
హోలీ లీగ్,Holy League
పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం),Holy Roman Empire (=The Empire)
పవిత్ర సముద్రం,Holy Sea
పవిత్ర సముద్రం,Holy Sea
పవిత్ర యుద్ధం,Holy war
పవిత్ర యుద్ధము,Holy war
హోం ప్రభుత్వం,Home Government
హోంగార్డు,Home Guard
జన్మభూమి,Homeland
గృహ నియమం,Home rule
హోమ్ రూల్,Home Rule
గుంపు,Horde
గుంపు,Horde
శత్రు దేశం,Hostile country
శత్రుభూమి,Hostile land
వేడి ముసుగులో,hot pursuit
ఇల్లు,House
ఇల్లు,House
హౌస్ ఆఫ్ కామన్స్,House of Commons
హౌస్ ఆఫ్ లార్డ్స్,House of Lords
ప్రతినిధుల సభ,House of Representatives
హ్యూగ్నోట్స్,Huguenots
మానవతావాదం,Humanism
మానవతావాది,Humanist
హండ్రెడ్ యెస్సర్స్ వార్,Hundred Yesrs' War
హంకర్,Hunker
ఇబాదత్ ఖానా (ఆరాధనా గృహం),Ibadat Khana (House of Worship)
ఐకానోక్లాస్ట్,Iconoclast
విగ్రహారాధకుడు,Idolater
ఇలాహి యుగం,Ilahi era
