Punjabi,Malayalam
ਧੁਨੀ energy ਰਜਾ,അക്കോസ്റ്റിക്കൽ എനർജി
ਧੁਨੀ ਫੀਡਬੈਕ,അക്കോസ്റ്റിക്കൽ ഫീഡ്ബാക്ക്
ਧੁਨੀ ਫਿਲਟਰ,അക്കോസ്റ്റിക്കൽ ഫിൽട്ടർ
ਧਾਰਨਾ,അക്കോസ്റ്റിക്കൽ ഇംപെഡൻസ്
ਧੁਨੀ ਪ੍ਰਸਾਰ ਨੂੰ ਸਥਿਰ,അക്കോസ്റ്റിക്കൽ പ്രചരണം സ്ഥിരാങ്കം
ਧੁਨੀ ਪ੍ਰਤੀਰੋਧ,അക്കോസ്റ്റിക്കൽ റെസിസ്റ്റൻസ്
ਧੁਨੀ,ശബ്ദപരമായി ഇൻസുലേറ്റ്
ਧੁਨੀ,അക്കോസ്റ്റിക്സ്
ਗ੍ਰਹਿਣ,കൈവശപ്പെടുത്തൽ
ਐਕਰੋਨਾਈਮ,സംക്ഷേപം
ਕਾਰਵਾਈ ਖੇਤਰ,പ്രവർത്തന മേഖല
ਸਰਗਰਮ ਤੰਦ,സജീവമാക്കിയ ഫിലമെന്റ്
ਕਿਰਿਆਸ਼ੀਲ,സജീവമായ
ਐਕਟਿਵ ਖੇਤਰ,സജീവ ഏരിയ
ਐਕਟਿਵ ਵਿੰਡੋ,സജീവ വിൻഡോ
ਅਨੁਕੂਲਤਾ,പൊരുത്തപ്പെടലി
ਅਡੈਪਟਰ (ਅਡੈਪਟਰ),അഡാപ്റ്റർ (അഡാപ്റ്റർ)
ਅਡੈਪਟਿਵ ਇਨਫਿਅਲ ਪਲਸ ਕੋਡ ਸੰਚਾਲਨ,അഡാപ്റ്റീവ് ഡിഫറൻഷ്യൽ പൾസ് കോഡ് മോഡുലേഷൻ
ਐਡਰੈੱਸ ਬੁੱਕ,മേൽവിലാസ പുസ്തകം
ਪਤਾ ਬੱਸ,വിലാസ ബസ്
ਪਤਾ ਹੱਲ,വിലാസ മിഴിവ്
ਨੇੜਲੇ ਚੈਨਲ ਦਖਲਅੰਦਾਜ਼ੀ,തൊട്ടടുത്തുള്ള ചാനൽ ഇടപെടൽ
ਨਾਲਤ ਚੈਨਲ ਚੋਣ,തൊട്ടടുത്തുള്ള ചാനൽ സെലക്ടീവി
ਆਸ ਪਾਸ ਦੀ ਬਾਰੰਬਾਰਤਾ,അടുത്തുള്ള ആവൃത്തി
ਨਾਲ ਲੱਗਦੇ ਫ੍ਰੀਕੁਐਂਸੀ ਚੈਨਲ,തൊട്ടടുത്തുള്ള ഫ്രീക്വൻസി ചാനൽ
ਨਾਲ ਲੱਗਦੀ ਤਸਵੀਰ ਕੈਰੀਅਰ,തൊട്ടടുത്തുള്ള ചിത്ര കാരിയർ
ਨਾਲ ਲੱਗਦੀ ਆਵਾਜ਼ ਕੈਰੀਅਰ,തൊട്ടടുത്തുള്ള ശബ്ദ കാരിയർ
ਨਾਲ ਲੱਗਦੀ ਸਟੇਸ਼ਨ,അടുത്തുള്ള സ്റ്റേഷൻ
ਵਿਵਸਥਤ,കമീകരിക്കുന്ന
ਵਿਵਸਥਤ ਕੰਡੈਂਸਰ,ക്രമീകരിക്കാവുന്ന കണ്ടൻസർ
ਦਬਾਅ ਵਿਵਸਥਿਤ ਕਰਨਾ,സമ്മർദ്ദം ക്രമീകരിക്കുന്നു
ਰੈਂਚ ਨੂੰ ਵਿਵਸਥਿਤ ਕਰਨਾ,റെഞ്ച് ക്രമീകരിക്കുന്നു
ਵਿਵਸਥਾ,കമപ്പെടുത്തല്
ਪ੍ਰਬੰਧਕ,ഭരണാധിപന്
ਤਕਨੀਕੀ ਤਕਨਾਲੋਜੀ,നൂതന സാങ്കേതികവിദ്യ
ਏਰੀਅਲ,ഏരിയൽ
ਏਰੀਅਲ ਐਰੇ,ഏരിയൽ അറേ
ਏਰੀਅਲ ਬੂਸਟਰ,ഏരിയൽ ബൂസ്റ്റർ
ਏਰੀਅਲ ਮੌਜੂਦਾ,ഏരിയൽ കറന്റ്
ਏਰੀਅਲ ਕਮਾ ਸਵਿੱਚ,എയറൽ ഇയർത്തിംഗ് സ്വിച്ച്
ਏਰੀਅਲ ਕੁਸ਼ਲਤਾ,ഏരിയൽ കാര്യക്ഷമത
ਏਰੀਅਲ ਰੁਕਾਵਟ,ഏരിയൽ ഇതര
ਏਰੀਅਲ ਇੰਡਕੈਕਟੈਂਸ,ഏരിയൽ ഉൾപ്പെടുത്തൽ
ਏਰੀਅਲ ਇਨਸੂਲੇਟਰ,ഏരിയൽ ഇൻസുലേറ്റർ
ਹਵਾਈ ਲੋਡਿੰਗ ਕੋਇਲ,ഏരിയൽ ലോഡിംഗ് കോയിൽ
ਹਵਾਈ ਫੋਟੋਗ੍ਰਾਫੀ,ഏരിയൽ ഫോട്ടോഗ്രഫി
ਏਰੀਅਲ ਪਾਵਰ,ഏരിയൽ പവർ
ਏਰੀਅਲ ਰੇਡੀਏਸ਼ਨ ਰੀਸੈਂਟਸ,ആകാശ വികിരണ ഏലിസ്റ്റൻസ്
ਏਰੀਅਲ ਪ੍ਰਤੀਕਰਮ,ഏരിയൽ റിപ്രീൻസ്
ਐਰੋਡਾਇਨਾਮਿਕਸ,എയറോഡൈനാമിക്സ്
ਏਜੰਸੀ,നിര്വ്വഹണം
ਏਅਰ ਕੰਪ੍ਰੈਸਰ,എയർ കംപ്രസ്സർ
ਏਅਰ ਕੰਡੈਂਸਰ,എയർ കണ്ടൻസർ
ਹਵਾ ਠੰ .ੀ,വായു തണുപ്പിച്ചു
ਏਅਰ ਕੋਰਡ ਕੋਇਲ,എയർ കോർഡ് കോയിൽ
ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ,എയർ കണ്ടീഷനിംഗ്
ਅਲਬਾਡੋ,ആൽബിഡോ
ਐਲਗੋਰਿਦਮ,അൽഗോരിതം
ਅਲਾਇਸਿੰਗ,അപരനാത്മകം
ਐਲਿੰਗਿੰਗ,വിന്യസിക്കുന്നു
ਅਲਾਈਨਮੈਂਟ,വിന്യാപകമായ
ਸਾਰੇ ਵੇਵ ਏਰੀਅਲ,എല്ലാ തരംഗ ഏരിയലും
ਅਲਾਟਮੈਂਟ,പങ്കുവയ്ക്കല്
ਵਰਣਮਾਲਾ,അക്ഷരകമായ
ਅਲਫਾਨੁਮਿਕ,ആൽഫാന്യൂമെറിക്
ਅੱਖਰ ਅੱਖਰ,ആൽഫാന്യൂമെറിക് പ്രതീകം
ਅਲਫਾਨੁਮਿਕ ਜਾਣਕਾਰੀ,ആൽഫാന്യൂമെറിക് വിവരങ്ങൾ
ਬਦਲਵੇਂ ਮੌਜੂਦਾ (ਏ.ਸੀ.),ഇതര കറന്റ് (A.C.)
ਬਦਲਵਾਂ,ഒന്നിടവിട്ടമ്മ
ਅਲਟਰਨੇਟਰ,പകര്പ്പ്
ਉਚਾਈ,ഉയരം
ਅਗੇਬੀ ਦੀ ਉਚਾਈ,അപ്പോഗിയുടെ ഉയരം
ਚਰਿੱਜ ਦੀ ਉਚਾਈ,പെരിജിയുടെ ഉയരം
ਸ਼ੁਕੀਨ ਰੇਡੀਓ ਸੰਚਾਰ,അമേച്വർ റേഡിയോ ആശയവിനിമയം
ਮਾਹੌਲ,അന്തരീതം
ਮਾਹੌਲ ਮਾਈਕ੍ਰੋਫੋਨ,അന്തരീക്ഷ മൈക്രോഫോൺ
ਅੰਬੀਨਟ ਦੀ ਸਥਿਤੀ,അന്തരീക്ഷ അവസ്ഥ
ਅੰਬੀਨਟ ਲਾਈਟਿੰਗ,ആംബിയന്റ് ലൈറ്റിംഗ്
ਅੰਬੀਨਟ ਸ਼ੋਰ,ആംബിയന്റ് ശബ്ദം
ਵਾਤਾਵਰਣ ਦਾ ਤਾਪਮਾਨ,ആംബിയന്റ് താപനില
ਅਮੈਰੀਕਨ ਸਟੈਂਡਰਡ ਕੋਡ,അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ്
ਐਂਪੀਅਰ,Ampere
ਐਂਪਰ ਮੀਟਰ,ആമ്പിയർ മീറ്റർ
ਸਹਾਇਕਤਾ,ആംപ്ലിഫിക്കേഷൻ
ਐਪਲੀਫਿਕੇਸ਼ਨ ਫੈਕਟਰ,ആംപ്ലിഫിക്കേഷൻ ഫാക്ടർ
ਐਂਪਲੀਫਾਇਰ,ആംപ്ലിഫയർ
ਐਂਪਲੀਫਾਇਰ ਲਾਭ,ആംപ്ലിഫയർ നേട്ടം
ਐਂਪਲੀਫਾਇਰ ਸ਼ੋਰ,ആംപ്ലിഫയർ ശബ്ദം
ਅਮਲੀਫਾਈਸਿੰਗ ਉਪਕਰਣ,ഉപകരണങ്ങൾ ആംപ്ലിഫൈയിംഗ് ചെയ്യുന്നു
ਸਰਪਲੱਸਿੰਗ ਕਲਸਟ੍ਰੋਨ,Klystron ആംപ്ലിഫൈയിംഗ്
ਅਮਲੀਫਾਈਸਿੰਗ ਯੂਨਿਟ,ആംപ്ലിഫൈയിംഗ് യൂണിറ്റിംഗ്
ਐਪਲੀਟਿ .ਡ,വ്യാശമുള്ള
ਐਪਲੀਟਿ itude ਡ ਭਟਕਣਾ,വ്യാപ്തി വികസനം
ਐਪਲੀਟਿ ord ਡ ਸੈਕਸੀਅਨ,ആംപ്ലിഡ്യൂഡ് ആസക്തി
ਐਪਲੀਟਿ let ਟ ਫੈਕਟਰ,വ്യാപ്തി ഘടകം
ਐਪਲੀਟਿ .ਡ ਸੀਮਾ,ആംപ്ലിറ്റ്യൂഡ് ലിമിറ്റർ
ਐਪਲੀਟਿ .ਡ,ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റ് ചെയ്തു
ਐਪਲੀਟਿ let ਟ ਮੇਲੂਲੇਸ਼ਨ,ആംപ്ലിറ്റ്ഇൻഡ് മോഡുലേഷൻ
ਐਨਾਲਾਗ (ਐਨਾਲਾਗ),അനലോഗ് (അനലോഗ്)
ਐਨਾਲਾਗ ਸਰਕਿਟ,അനലോഗ് സർക്യൂട്ട്
ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ,അനലോഗ് കമ്പ്യൂട്ടർ
ਐਨਾਲਾਗ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਚੈਨਲ,അനലോഗ് റേഡിയോ ഫ്രീക്വൻസി ചാനൽ
ਐਨਾਲਾਗ ਪ੍ਰਤੀਨਿਧਤਾ,അനലോഗ് പ്രാതിനിധ്യം
ਐਨਾਲਾਗ ਸਿਗਨਲ,അനലോഗ് സിഗ്നൽ
ਐਨਾਲਾਗ ਡਿਜੀਟਲ,ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്
ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ,ഡിജിറ്റൽ കൺവെർട്ടറിലേക്കുള്ള അനലോഗ്
ਐਨਾਲਾਗ ਵੀਡੀਓ,അനലോഗ് വീഡിയോ
ਸਮਾਨ,അനസ്)
ਸਮਾਨਤਾ,അനലോഗി
ਵਿਸ਼ਲੇਸ਼ਣ,വിശകലനം
ਡਾਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,ഡാറ്റയുടെ വിശകലനം
ਵਿਸ਼ਲੇਸ਼ਣ ਘਣਤਾ,അനലിറ്റിക്കൽ സാന്ദ്രത
ਵਿਸ਼ਲੇਸ਼ਣ,വിശകലനം ചെയ്യുക
ਵਿਸ਼ਲੇਸ਼ਕ,വിശകലന
Ancilliay ਉਪਕਰਣ,അനുബന്ധ ഉപകരണങ്ങൾ
ਅਤੇ ਗੇਟ,ഗേറ്റിലും
ਕੋਲੀਮੈਂਟ ਦਾ ਕੋਣ,കൂട്ടിയിടിയുടെ കോണിൽ
ਧਰੁਵੀਕਰਨ ਦਾ ਕੋਣ,ധ്രുവീകരണത്തിന്റെ കോണിൽ
ਘੁੰਮਣ ਦਾ ਕੋਣ,ഭ്രമണത്തിന്റെ ആംഗിൾ
ਐਂਗਟਰੋਮ (å),Angstrom (å)
ਕੋਣੀ,കോകാരുമായ
ਕੋਣੀ ਪ੍ਰਵੇਗ,കോണീയ ത്വരണം
ਕੋਣੀ ਕੋ-ਆਰਡੀਨੇਟ,കോണീയരായ കോ-ഓർഡിനേറ്റുകൾ
ਐਂਗਲੇਨਰ ਫੁਲੈਕਸ਼ਨ,കോണീയ വ്യതിചലനം
ਐਂਗੂਲਰ ਫੈਲਾਅ,കോണീയ ചിതറിപ്പോയത്
ਕੋਣੀ ਵਿਸਥਾਪਨ,കോണീയ സ്ഥാനചലനം
ਐਂਗਲੇਰ ਐਰਰ,കോണീയ പിശക്
ਕੋਣੀ ਦੀ ਬਾਰੰਬਾਰਤਾ,കോണീയ ആവൃത്തി
ਕੋਣੀ ਗਤੀ,കോണീയ ആക്കം
ਕੋਣੀ ਮੋਸ਼ਨ,കോണീയ ചലനം
ਐਂਗਲੇਰ ਵੇਗ,കോണീയ പ്രവേഗം
ਐਨੀਮੇਸ਼ਨ,ജീവസഞ്ചാരണം
ਐਨੋਡ,ആനോഡ്
ਐਨੋਡ ਬੈਟਰੀ,അനോഡ് ബാറ്ററി
ਐਨੋਡ ਗੁਣ,ആനോഡ് സ്വഭാവം
ਅਨੋਡ ਸਰਕਟ,അനോഡ് സർക്യൂട്ട്
ਐਨੋਡ ਡਿਸਪੈਂਪੇਸ਼ਨ,ആനോഡ് ഡിസ്പിപ്പ്
ਐਨੋਡ ਕੁਸ਼ਲਤਾ,ആനോഡ് കാര്യക്ഷമത
ਐਨੋਡ ਇਨਪੁਟ ਪਾਵਰ,ആനോഡ് ഇൻപുട്ട് പവർ
ਐਡੀਡ ਦੀ ਵਰਤੋਂ,ആനോഡ് പരിഷ്കരണം
ਐਂਟੀਨਾ,ഏരിയെല്
ਐਂਟੀਨਾ ਬੀਅਵਿਡਥ,ആന്റിന ബീഫ്റ്റ്വിഡ്ത്ത്
ਐਂਟੀਨਾ ਬੂਸਟਰ,ആന്റിന ബൂസ്റ്റർ
ਐਂਟੀਨਾ ਬਦਲਾਓ ਸਵਿੱਚ,ആന്റിന ട്രാനെറ്റ് സ്വിച്ച്
ਐਂਟੀਨਾ ਕੋਇਲ,ആന്റിന കോയിൽ
ਐਟੀਨਨਾ ਕੌਂਫਿਗਰੇਸ਼ਨ,ആന്റിന കോൺഫിഗറേഷൻ
ਐਂਟੀਨਾ ਕਪਲਰ,ആന്റിന കപ്ലർ
ਐਂਟੀਨਾ ਕਰਾਸ ਪੋਲਰ ਪੈਟਰਨ,ആന്റിന ക്രോസ് പോളാർ പാറ്റേൺ
ਐਂਟੀਨਾ ਮੌਜੂਦਾ,ആന്റിന കറന്റ്
ਐਂਟੀਨਾ ਡਾਇਰੈਕਟਰਵਿਟੀ ਲਾਭ,ആന്റിന ഡയറക്റ്റബേഷൻ നേട്ടം
ਐਂਟੀਨਾ ਡੁਪਲੈਕਸਰ,ആന്റിന ഡ്യുപ്ലെർസർ
ਐਂਟੀਨਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਖੇਤਰ,ആന്റിന ഫലപ്രദമായ പ്രദേശം
ਐਂਟੀਨਾ ਕੁਸ਼ਲਤਾ,ആന്റിന കാര്യക്ഷമത
ਐਂਟੀਨਾ ਫੀਡ,ആന്റിന ഫീഡ്
ਐਂਟੀਨਾ ਪੈਰ ਪ੍ਰਿੰਟ,ആന്റിന ഫൂട്ട് പ്രിന്റ്
ਐਂਟੀਨਾ ਲਾਭ,ആന്റിന നേട്ടം
ਐਂਟੀਨਾ ਉਚਾਈ,ആന്റിന ഉയരം
ਐਂਟੀਨਾ ਪ੍ਰੇਸ਼ਾਨ,ആന്റിന ഇംപെഡൻസ്
ਐਂਟੀਨਾ ਇੰਡਸੀਕਟੈਂਸ,ആന്റിന ഇൻഡക്റ്റൻസ്
ਐਂਟੀਨਾ ਪੈਟਰਨ,ആന്റിന പാറ്റേൺ
ਐਂਟੀਨਾ ਪਲੇਕਸਰ,ആന്റിന പ്ലെക്സർ
ਐਂਟੀਨਾ ਧਰੁਵੀਕਰਨ,ആന്റിന പോളൈസേഷൻ
ਐਂਟੀਨਾ ਪਾਵਰ,ആന്റിന പവർ
ਐਂਟੀਨਾ ਪਾਵਰ ਲਾਭ,ആന്റിന പവർ ലാഭം
ਐਂਟੀਨਾ ਰੇਡੀਏਸ਼ਨ ਟਾਕਰਾ,ആന്റിന റേഡിയേഷൻ പ്രതിരോധം
ਐਂਟੀਨਾ ਪ੍ਰਤੀਕ੍ਰਿਆ,ആന്റിന റിനോപ്പൻസ്
ਐਂਟੀਨਾ ਰਿਫਲੈਕਟਰ,ആന്റിന റിഫ്ലക്ടർ
ਐਂਟੀਨਾ ਟਾਕਰੇ,ആന്റിന റെസിസ്റ്റൻസ്
ਐਂਟੀਨਾ ਗੂੰਜਕ ਬਾਰੰਬਾਰਤਾ,ആന്റിന പുന ons ണ്ടന്റ് ആവൃത്തി
ਐਂਟੀਨਾ ਸਪੇਸਿੰਗ,ആന്റിന സ്പെയ്സിംഗ്
ਐਂਟੀਨਾ ਸਵਿਚਿੰਗ ਰੂਮ,ആന്റിന സ്വിച്ചിംഗ് റൂം
ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਕੋਇਲ,ആന്റിന ട്യൂണിംഗ് കോയിൽ
ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਹੱਟ,ആന്റിന ട്യൂണിംഗ് ഹട്ട്
ਅਪਰਚਰ,അപ്പേണ്ടർ
ਅਪੋਜੀ,അപ്പോജി
ਅਪੋਜੀ ਰਾਕੇਟ,അപ്പോജി റോക്കറ്റ്
ਉਪਕਰਣ,ഉപകരണങ്ങള്
ਸਪੱਸ਼ਟ,കാണാവുന്ന
ਐਪਲਿਟ,ആപ്ലെറ്റ്
ਐਪਲੀਕੇਸ਼ਨ,അപേക്ഷ
ਲਗਭਗ,ഏകദേശമായ
Aquive ਹੱਲ,ജല പരിഹാരം
ਆਰਕ,കമാനം
ਆਰਕੀਟੈਕਚਰ,വാസ്തുവിദ
ਧੁਨੀ ਰਿਕਾਰਡਿੰਗ ਦਾ ਆਰਕਵਲ ਟ੍ਰਾਂਸਫਰ,ശബ്ദ റെക്കോർഡിംഗിന്റെ ആർക്കൈവൽ കൈമാറ്റം
ਪੁਰਾਲੇਖ,ഗന്ഥരക്ഷാലയം
ਹਿਸਾਬ ਕੋਡਿੰਗ,അരിത്മെറ്റിക് കോഡിംഗ്
ਆਰਮਚਰ,യക്ഷി
ਆਰਮਟਿ ure ਟਰ ਹਵਾ,അർമേച്ചർ വിൻഡിംഗ്
ਐਰੇ,ശേണി
ਅਰੈਸਟਰ,അറസ്റ്റർ
ਬਿਆਨ,കൃതില്
ਆਰਟੀਫੈਕਟ (= ਆਰਟਫੈਕਟ),ആർട്ടിഫക്റ്റ് (= ആർട്ടിഫാക്റ്റ്)
ਚੜ੍ਹਨਾ,ആരോഹണം
ਆਕਾਰ ਅਨੁਪਾਤ,വീക്ഷണാനുപാതം
ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ,അസംബ്ലി
ਜ਼ੋਰ,ഉറപ്പിച്ചുപറയല്
ਅਸਾਈਨਮੈਂਟ,ചുമതല
ਅਸਾਈਨਮੈਂਟ ਚੈਨਲ,അസൈൻമെന്റ് ചാനൽ
ਅਸਮੈਟ੍ਰਿਕਲ,അസമമായ
ਅਸਿੰਕਰੋਨਸ,അസിൻക്രണസ്
ਵਾਤਾਵਰਣ,അന്തരീക്ഷം
ਵਾਯੂਮੰਡਲ ਦਾ ਨੁਕਸਾਨ,അന്തരീക്ഷ നഷ്ടം
ਵਾਯੂਮੰਡਲ ਸ਼ੋਰ,അന്തരീക്ഷ ശബ്ദം
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,അന്തരീക്ഷമർദ്ദം
ਵਾਯੂਮੰਡਲ ਪ੍ਰਸਾਰ,അന്തരീക്ഷ പ്രചരണം
ਵਾਯੂਮੰਡਲ ਰੇਡੀਓ-ਵੇਵ,അന്തരീക്ഷ റേഡിയോ-വേവ്
ਵਾਯੂਮੰਡਲ,അന്തരീക്ഷ
ਐਟਮ,പരമാണു
ਪ੍ਰਮਾਣੂ ਬਣਤਰ,ആറ്റോമിക ഘടന
ਲਗਾਵ,ബന്ധം
ਪਟੀਸ਼ਨ,അറ്റൻവറൻസ്
ਅਟੁੱਟ ਨੁਕਸਾਨ,അറ്റൻവേേഷൻ നഷ്ടം
ਅਵਾਜ਼ ਦੀਆਂ ਲਹਿਰਾਂ ਦਾ ਧਿਆਨ,ശബ്ദ തരംഗങ്ങളുടെ അറ്റൻവേഷൻ
Attetuator,അറ്റൻവേറ്റർ
ਐਟੀਟਨਿਟਰ-ਪੈਡ,അറ്റൻവേറ്റർ പാഡ്
ਆਡੀਬਿਲਟੀ ਥ੍ਰੈਸ਼ੋਲਡ,സവിശേഷത പരിധി
ਸੁਣਨਯੋਗ,ശ്രമത്തിനും
ਆਡੀਅਲ ਬਾਰੰਬਾਰਤਾ,കേൾക്കാവുന്ന ആവൃത്തി
ਸੁਣਨਯੋਗ ਧੁਨ,കേൾക്കാവുന്ന ടോൺ
ਸੁਣਨਯੋਗ-ਸਪੈਕਟ੍ਰਮ,കേൾക്കാവുന്ന-സ്പെക്ട്രം
ਹਾਜ਼ਰੀਨ,സദസര്
ਆਡੀਓ,ഓഡിയോ
ਆਡੀਓ ਅਮਲੀਫਾਇਰ,ഓഡിയോ ആംപ്ലിഫയർ
ਆਡੀਓ ਵਿਸ਼ਲੇਸ਼ਕ,ഓഡിയോ അനലൈസർ
ਆਡੀਓ ਪ੍ਰਸਾਰਣ,ഓഡിയോ ബ്രോഡ്കാസ്റ്റിംഗ്
ਆਡੀਓ ਕੇਬਲ,ഓഡിയോ കേബിൾ
ਆਡੀਓ ਚੇਨ,ഓഡിയോ ചെയിൻ
ਆਡੀਓ ਕੋਡਕ,ഓഡിയോ കോഡെക്
ਆਡੀਓ ਕੰਪ੍ਰੈਸਨ,ഓഡിയോ കംപ്രഷൻ
ਆਡੀਓ ਕੰਪ੍ਰੈਸਰ,ഓഡിയോ കംപ്രസ്സർ
ਆਡੀਓ ਕੰਸੋਲ,ഓഡിയോ കൺസോൾ
ਆਡੀਓ ਵਿਗਾੜ,ഓഡിയോ വക്രീകരണം
ਆਡੀਓ ਡਾਇਨਾਮਿਕ ਰੇਂਜ,ഓഡിയോ ഡൈനാമിക് ശ്രേണി
ਆਡੀਓ ਫਾਈਲ ਫਾਰਮੈਟ,ഓഡിയോ ഫയൽ ഫോർമാറ്റ്
ਆਡੀਓ ਫਰੇਮ ਫਾਰਮੈਟ,ഓഡിയോ ഫ്രെയിം ഫോർമാറ്റ്
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ,ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਰਨੇਟਰ,ഓഡിയോ ഫ്രീക്വൻസി ജനറേറ്റർ
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਦੀ ਸੀਮਾ,ഓഡിയോ ഫ്രീക്വൻസി ശ്രേണി
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ,ഓഡിയോ ഫ്രീക്വൻസി പ്രതികരണം
ਆਡੀਓ ਸੀਮਾ,ഓഡിയോ പരിധി
ਆਡੀਓ ਲਾਈਨ,ഓഡിയോ ലൈൻ
ਆਡੀਓ ਮਿਕਸਰ,ഓഡിയോ മിക്സർ
