Odiya,Bengali
ଆଣ୍ଟେ ତାରିଖ |,তারিখের আগে
ଧର୍ମ-ବିରୋଧୀ,করণিকবাদ বিরোধী
ଧର୍ମ-ବିରୋଧୀ ନିୟମ,অ্যান্টি-ক্লারিক্যাল আইন
ପ୍ରାଚୀନତା,প্রাচীনত্ব
ଆଣ୍ଟି-ଭଡା,ভাড়া বিরোধী
ଆଣ୍ଟି-ଭଡା,ভাড়া বিরোধী
ବିରୋଧୀ ଦଳ,সেমিটিজম বিরোধী
ଅଞ୍ଜାକ |,আনজাক
ଆପେଲା |,আপেলা
ଅରୁଲୁ |,আরালু
ଆର୍ ବିଶପ୍ |,আর্চ বিশপ
ଆର୍ ଡୁଚି |,আর্চ ডুচি
ଆର୍ ଡ୍ୟୁକ୍ |,আর্চ ডিউক
ଆର୍କିଫ୍ (= ଅଭିଲେଖାଗାର ସଂଗ୍ରହ),আর্কিফ (= আর্কাইভাল সংগ্রহ)
ଆର୍କିପିସ୍କୋପେଟ୍ |,আর্কিপিস্কোপেট
ଆଭିମୁଖ୍ୟ,আভিজাত্য
ଆରିଷ୍ଟୋକ୍ରାଟ୍ |,অভিজাত
ଆରିଷ୍ଟୋକ୍ରାଟ୍ ସ୍ନୋବେରୀ |,আভিজাত্য স্নোবারি
ଆରିଷ୍ଟୋଟେଲିଆନ୍ |,এরিস্টটলীয়
ଆର୍ମଡା |,আরমাডা
ଆର୍ମଡା (= ସ୍ପାନିସ୍ ଆର୍ମଡା),আরমাদা (=স্প্যানিশ আরমাদা)
ବାହୁବଳୀ (= ବାହୁବଳୀ),আর্মোরিস্ট (= আর্মারিস্ট)
ବାହୁବଳୀ (= ବାହୁବଳୀ),বর্ম (= বর্ম)
ବାହୁବଳୀ |,আর্মারিস্ট
ଆର୍ଯ୍ୟନ୍,আরিয়ান
ଆର୍ଯ୍ୟନ୍,আরিয়ান
ଆସ୍କାରି |,আসকারী
ନ୍ୟସ୍ତ କରନ୍ତୁ |,বরাদ্দ
Assize,সহায়তা
Assize,সহায়তা
Assize,সহায়তা
ଆର୍ମସ୍ ଆକ୍ଟର ଆସାଇଜ୍ |,অস্ত্র আইনের সহায়তা
ଡାରେନ୍ ପ୍ରେଜେଣ୍ଟେସନ୍ ର ଆସାଇଜ୍ |,ড্যারিন প্রেজেন্টমেন্টের সহায়তা
ମର୍ଟ &#39;ଡି&#39; ପୂର୍ବପୁରୁଷଙ୍କ ଅନୁଧ୍ୟାନ |,মর্ট &#39;ডি&#39; পূর্বপুরুষের সহায়তা
ନୋଭେଲ୍ ଡିସାଇସିନ୍ ର ଆସାଇଜ୍ |,নভেল ডিসিসিনের অ্যাসাইজ
ଅତ୍ୟାଚାର,নৃশংসতা
ଆକ୍ରମଣ,আক্রমণ
ଆୟୁଲିକ୍ ପରିଷଦ |,অলিক কাউন্সিল
ଗେଡିର କୁରା (ି (= ଗେଡି କୁରା) ି),দেবীর কুঠার (=দেহী কুঠার)
ଆକ୍ସିସ୍ (= ରୋମ୍-ବର୍ଲିନ୍-ଟୋକିଓ ଆକ୍ସିସ୍),অক্ষ (=রোম-বার্লিন-টোকিও অক্ষ)
ବାବିଲ,ব্যাবিলন
ବାବିଲର ବନ୍ଦୀତା (= ବାବିଲୋନ ବନ୍ଦୀ),ব্যাবিলনীয় বন্দিত্ব (=ব্যাবিলনীয় বন্দিত্ব)
ବ୍ୟାଚାନାଲ ଭକ୍ତ,বাচনাল ভক্ত
ବ୍ୟାଚାନାଲିଆ |,বাচনালিয়া
ଅବିବାହିତ,ব্যাচেলর
ବାଗଦାଦ ଚୁକ୍ତି |,বাগদাদ চুক্তি
ବାଲକାନ୍ ଲିଗ୍ |,বলকান লীগ
ବାଲକାନ୍ ଚୁକ୍ତି |,বলকান চুক্তি
ବାଲକାନ ଯୁଦ୍ଧ |,বলকান যুদ্ধ
ବାଲ୍ଟିକ୍ ଚୁକ୍ତି |,বাল্টিক চুক্তি
ବୃନ୍ଦାବନ,দস্যু
ବୃନ୍ଦାବନ ସମ୍ମିଳନୀ |,বান্দুং সম্মেলন
ବହିଷ୍କାର |,নির্বাসন
ବ୍ୟାନର |,ব্যানার
ବର୍ବର,অসভ্য
ବାର୍ବିକାନ୍ |,বারবিকান
ବାର୍ଡୋଲି ସତ୍ୟଗ୍ରାହ |,বারদোলী সত্যাগ্রহ
ବାର୍ ବର୍ନର୍ସ |,শস্যাগার বার্নার্স
ବରୁଣ |,ব্যারন
ବରୁଣ,ব্যারোনেজ
ବାରୋନସ୍ ମେଜୋରସ୍ |,ব্যারনস মেজরস
ବାରୋନସ୍ ମାଇନୋରସ୍ |,ব্যারোনস মাইনরস
ବରୁଣେସ୍ |,ব্যারনেস
ବରୁଣେଟ୍ |,ব্যারোনেট
ବରୁଣେଟେଜ୍ |,ব্যারোনেটেজ
ବରୁଣେଟେଜ୍ |,ব্যারোনেটেজ
ବାରୋନେଟସି |,ব্যারোনেটসি
ବାରୋନି |,ব্যারনি
ବାରାକୁନ୍ |,ব্যারাকুন
ବାରାକୁନ୍ |,ব্যারাকুন
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),ব্যারিকেড (=ব্যারিকেড)
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),ব্যারিকেড (=ব্যারিকেড)
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),ব্যারিকেড (=ব্যারিকেড)
ବେସ୍ କ୍ୟାମ୍ପ୍ |,সেনাঘাঁটি
ବେସିଲିକା |,ব্যাসিলিকা
ବେସିଲିକା |,ব্যাসিলিকা
ବସ୍ତିଲା |,বাস্তিলা
ବସ୍ତିଲ୍ |,বাস্তিল
ବସ୍ତିଲ୍ |,বাস্তিল
ବ୍ୟାଟେରୀ,ব্যাটারি
ଯୁଦ୍ଧ,যুদ্ধ
ବଟଲ୍-ଆରେ |,ব্যাটলে-অ্যারে
ଯୁଦ୍ଧ କାନ୍ଦ |,যুদ্ধ কান্না
ଯୁଦ୍ଧ ଡିନ |,যুদ্ধ দিন
ଯୁଦ୍ଧ କ୍ଷେତ୍ର |,যুদ্ধক্ষেত্র
ଯୁଦ୍ଧ ଭଜନ,যুদ্ধের স্তব
ସ୍ପର୍ସର ଯୁଦ୍ଧ |,স্পার্সের যুদ্ধ
ମାନାଙ୍କ ଯୁଦ୍ଧ |,স্ট্যান্ডার্ড যুদ্ধ
ଯୁଦ୍ଧ ଜାହାଜ |,যুদ্ধজাহাজ
ଯୁଦ୍ଧ-ଶକ୍ତି |,যুদ্ধজাহাজ-শক্তি
ବାୟକ୍ସ ଟେପେଷ୍ଟ୍ରି |,Bayeux ট্যাপেস্ট্রি
ବିକନ୍ |,বীকন
ବିକନ୍ ଟାୱାର୍ |,বীকন টাওয়ার
ବିଭର୍ |,বিভার
ବିଭର୍ |,বিভার
ସମୁଦ୍ରର ଭିକାରୀ |,সমুদ্রের ভিক্ষুক
ବେଲିକୋଜ୍ |,বেলিকোস
ବେଲିକୋଜ୍ |,বেলিকোস
ବେଲିକୋଜ୍ |,বেলিকোস
ବେଲିକୋସିଟି |,বেলিকোসিটি
ବେଲୋନା |,বেলোনা
ଉପକାର,উপকারিতা
ପାଦ୍ରୀମାନଙ୍କର ଲାଭ,যাজকদের সুবিধা
ବେନେଲକ୍ସ |,বেনেলাক্স
ବର୍ଲିନ୍ ଆଦେଶ |,বার্লিন ডিক্রি
ବର୍ସରକର |,বেসার
ବେସାଣ୍ଟ (= ବେଜାଣ୍ଟ),বেসান্ট (=বেজেন্ট)
ବ Bethel ଥେଲ୍ |,বেথেল
Bibliolater,বিবিলিওলেটর
ଗ୍ରନ୍ଥସମୂହ,বিবিলিওলাট্রি
ବିଗ୍ ବର୍ଥା |,বিগ বার্থা
ବିଗଟ୍ |,বিগট
ବିଲିଂ,বিলেটিং
ଅଟ୍ଟାଇଣ୍ଡରର ବିଲ୍ |,অ্যাটেন্ডারের বিল
ଅଧିକାର ବିଲ୍ |,অধিকার বিল
ଜୀବନୀ,জীবনীকার
ଜନ୍ମ କାହାଣୀ |,জন্মের গল্প
ବିଭିଆକ୍ |,বিভাক
ବିଭିଆକ୍ |,বিভাক
ବିଭିଆକ୍ |,বিভাক
ବିଜୋନିଆ |,বিজোনিয়া
କଳା ପକ୍ଷୀ,কালো পাখি
କଳା ପତାକା,কালো পতাকা
ବ୍ଲାକ୍ ହୋଲ୍ |,কৃষ্ণ গহ্বর
ବ୍ଲାକ୍ ହୋଲ୍ |,কৃষ্ণ গহ্বর
କଳା ଗୋଡ (= ସ୍କାବ),কালো পা (= স্ক্যাব)
କଳା ସାର୍ଟ |,কালো শার্ট
ବ୍ଲାଜନ୍,ব্লাজন
ବ୍ଲାଜନ୍,ব্লাজন
ବ୍ଲାଜୋନ୍ରି |,ব্লাজনরি
ବ୍ଲାଜୋନ୍ରି |,ব্লাজনরি
ବ୍ଲିଟ୍ସ୍କ୍ରିଗ୍ |,Blitzkrieg
ରକ୍ତହୀନ ବିପ୍ଳବ (= ଗ or ରବମୟ ବିପ୍ଳବ),রক্তহীন বিপ্লব (=গৌরবময় বিপ্লব)
ରକ୍ତଚାପ,ব্লাডওয়াইট
ରକ୍ତାକ୍ତ ମରିୟମ |,ব্লাডি মেরি
ନୀଳ,নীল
ନୀଳ ରକ୍ତ,আভিজাত্য
ନୀଳ ପୁସ୍ତକ |,নীল বই
ନୀଳ ରିବନ୍ |,নীল পটি
ନୀଳ ରିବନ୍ |,নীল পটি
ବ୍ଲୁଜ୍ (= ରୟାଲ୍ ଘୋଡା ଗାର୍ଡ),ব্লুজ (=রয়্যাল হর্স গার্ড)
ନୀଳ ସାର୍ଟ |,নীল শার্ট
ନୀଳ ଜଳ ବିଦ୍ୟାଳୟ |,ব্লু ওয়াটার স্কুল
ନିୟନ୍ତ୍ରଣ ବୋର୍ଡ |,নিয়ন্ত্রণ বোর্ড
ଶରୀରର ଅସ୍ତ୍ରଶସ୍ତ୍ର |,শরীরবর্ম
ବୋଇର୍,বোয়ার
ବୁଟି,লুঠ
ବୋରୱୋ |,বরো
ବୁଲୁଟେରିଅନ୍ |,বুলিউটেরিয়ন
ବୋର୍ବନ୍ |,বোরবন
ବକ୍ସର ବିଦ୍ରୋହ |,বক্সার বিদ্রোহ
ବନ୍ଧନୀ,বন্ধনী
ପିତ୍ତଳ |,ব্রাসার্ড
ପିତ୍ତଳ |,ব্রাসার্ড
ରୁଟି କଲୋନୀ |,রুটি উপনিবেশ
ସ୍ତନ ପ୍ଲେଟ୍ |,ব্রেস্ট প্লেট
ସ୍ତନ କାମ,স্তনের কাজ
ବ୍ରେଟୱାଲଡା |,ব্রেটওয়াল্ডা
ବ୍ରିଗାଣ୍ଡ୍ |,ব্রিগ্যান্ড
ବ୍ରିଗେଣ୍ଡେଜ୍,ব্রিগ্যান্ডেজ
ବ୍ରିଟିଶ୍ କମନୱେଲଥ୍ ଅଫ୍ ନେସନ୍ସ |,ব্রিটিশ কমনওয়েলথ অফ নেশনস
ବ୍ରାଉନ୍ ସାର୍ଟ (= ନାଜି),ব্রাউন শার্ট (=নাৎসি)
ବ୍ରୁସେଲ୍ସ ଚୁକ୍ତି (ଚୁକ୍ତି) ସଂଗଠନ (= ପଶ୍ଚିମ ୟୁରୋପୀୟ ୟୁନିଅନ୍),ব্রাসেলস চুক্তি (চুক্তি) সংস্থা (=পশ্চিম ইউরোপীয় ইউনিয়ন)
ବଫ୍ |,বাফ
ବଫ୍ |,বাফ
ବଫ୍-କୋଟ୍ |,বাফ-কোট
ବଫସ୍ |,বাফস
ବୁଲେ (= ପରିଷଦ),বুলে (= পরিষদ)
ବନ୍ଧକ,বার্গেজ
ବରଗଡ |,বার্গেস
ବାଇଜାଣ୍ଟାଇନ,বাইজেন্টাইন
ବ yz ଜୟନ୍ତ ଚର୍ଚ୍ଚ,বাইজেন্টাইন গির্জা
ବ yz ଜୟନ୍ତ ସାମ୍ରାଜ୍ୟ |,বাইজেন্টাইন সাম্রাজ্য
ବାଇଜାଣ୍ଟାଇନ ଯୁଗ,বাইজেন্টাইন যুগ
ବ yz ଜୟନ୍ତ histor ତିହାସିକମାନେ |,বাইজেন্টাইন ইতিহাসবিদ
କ୍ୟାବଲ୍ |,ক্যাবল
କେଜରିଜିମ୍ |,সিজারিজম
ଖଲିଫ୍ |,খলিফা
କଲିଗ୍ରାଫର୍ |,ক্যালিগ্রাফার
କଲିଗ୍ରାଫିଷ୍ଟ |,ক্যালিগ্রাফিস্ট
କାଲିଗ୍ରାଫି |,ক্যালিগ্রাফি
କାଲ୍ଟ୍ରପ୍ |,ক্যালট্রপ
କାମାଡେରି |,বন্ধুত্ব
କାମାରିଲା |,ক্যামারিলা
କାମାରିଲା |,ক্যামারিলা
କାମେଲାକମ୍ |,ক্যামেলাউকাম
କାମୁଫ୍ଲେଜ୍ |,ছদ্মবেশ
ଅଭିଯାନ |,প্রচারণা
କ୍ୟାମ୍ପ ଅନୁସରଣକାରୀ |,শিবিরের অনুসারী
କ୍ୟାମ୍ପୋ ସାଣ୍ଟୋ |,ক্যাম্পো সান্টো
କ୍ୟାମ୍ପସ୍ ମାର୍ଟିସ୍,ক্যাম্পাস মার্টিয়াস
କାନେଫୋରା |,ক্যানেফোরা
କଙ୍ଗୁ,ক্যাঙ্গু
କାନନେଡ୍ |,কামান
ତୋପ ଖାଇବା |,কামানের খাদ্যরুপে পরিগণিত মানুষ
କାନନ୍ |,ক্যানন
କାନନ୍ ନିୟମ |,ক্যানন আইন
କାନୋପସ୍ ଆଦେଶ |,ক্যানোপাস ডিক্রি
ବାହୁବଳୀ,ক্যান্টিং অস্ত্র
ବନ୍ଦୀ,বন্দী
କ୍ୟାପ୍ଟର,বন্দী
କାର୍ଡିନାଲ୍ |,মৌলিক
କାର୍ଲ |,কার্ল
କାରୋଲିଙ୍ଗିଆନ୍ ରାଜବଂଶ |,ক্যারোলিংজিয়ান রাজবংশ
କାର୍ଟୁସିଆନ୍ ସମ୍ପ୍ରଦାୟ |,কার্থুসিয়ান সম্প্রদায়
କାର୍ଟୋସା |,কার্টোসা
କାଷ୍ଟେଲିଆନ୍ |,কাস্টেলীয়
କାଷ୍ଟେଲିଆନ୍ |,কাস্টেলীয়
ଜାତି ପ୍ରଣାଳୀ |,বর্ণপ্রথা
ଦୁର୍ଗ,দুর্গ
ଦୁର୍ଗ,দুর্গ
ଦୁର୍ଗ ସହର,দুর্গ শহর
କାଷ୍ଟ୍ରା |,কাস্ত্রা
କାଷ୍ଟ୍ରା |,কাস্ত্রা
କ୍ୟାଥେଡ୍ରା |,ক্যাথেড্রা
କ୍ୟାଥେଡ୍ରାଲ୍ |,ক্যাথিড্রাল
କାଟୋ ଷ୍ଟ୍ରିଟ୍ ଷଡଯନ୍ତ୍ର |,ক্যাটো স্ট্রিট ষড়যন্ত্র
କାଉଡିଲୋ |,কাউডিলো
କାଭାଲିଅର୍ |,অশ্বারোহী
କାଭାଲିଅର୍ |,অশ্বারোহী
କାଭାଲିଅର୍ ସଂସଦ |,অশ্বারোহী সংসদ
ଅଦୁଲ୍ଲାମର ଗୁମ୍ଫା |,আদুল্লামের গুহা
ଗୁମ୍ଫା ଚିତ୍ର,গুহাচিত্র
ଗୁମ୍ଫା ଚିତ୍ର,গুহাচিত্র
Centumvir,সেন্টুমভির
ସେଞ୍ଚୁରିଅନ୍ |,সেঞ্চুরিয়ান
ଶତାବ୍ଦୀ,সেঞ্চুরি
ଶୃଙ୍ଖଳା ବାହୁବଳୀ (= ଶୃଙ୍ଖଳା ମେଲ୍),চেইন আর্মার (= চেইন মেইল)
ଚାନ୍ଟ୍ରି |,চ্যানট্রি
ଚାନ୍ଟ୍ରି |,চ্যানট্রি
ଅଧ୍ୟାୟ ପୁସ୍ତକ,চ্যাপ বই
ଚାପଲେନ୍ |,চ্যাপলিন
ଅଧ୍ୟାୟ,অধ্যায়
ଦୁର୍ଘଟଣାର ଅଧ୍ୟାୟ |,দুর্ঘটনার অধ্যায়
ଚାର୍ଜ,চার্জ
ଡିଫେୟାର୍ ଚାର୍ଜ କରନ୍ତୁ |,চার্জ ডি অ্যাফেয়ার্স
ଚାର୍ଜ ବିଭାଜନ |,চার্জ বিভাজন
ଚାର୍ଜର,চার্জার
ରଥ,রথ
ରଥ,সারথি
ରଥ,সারথি
ରଥ,সারথি
ଚାରିଟି ରୋଷେଇ ଘର |,দাতব্য রান্নাঘর
ଚାର୍ଟର୍,সনদ
ଚାର୍ଟିଷ୍ଟ ଆନ୍ଦୋଳନ (= ଚାର୍ଟିଜିମ୍),চার্টিস্ট আন্দোলন (=চার্টিজম)
ଚାର୍ଟୋଫିଲାସିୟମ୍ |,চার্টোফাইলাসিয়াম
Chateau |,Chateau
ପୋଷ୍ଟ ଯାଞ୍ଚ କରନ୍ତୁ |,চেক পোস্ট
ରାସାୟନିକ ଯୁଦ୍ଧ |,রাসায়নিক যুদ্ধ
ଚେଷ୍ଟର୍ |,চেস্টার
ମୁଖ୍ୟ,প্রধান
ମୁଖିଆ,প্রধান
ମୁଖିଆ,প্রধান
ମୁଖିଆ,প্রধান
ଚିଫନ୍ |,শিফন
ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା |,বীরত্ব
ମନୋନୀତ ଲୋକ,নির্বাচিত মানুষ
କ୍ରିସମୋଗ୍ରାଫିନ୍ |,ক্রিসমোগ্রাফিয়ন
ଖ୍ରୀଷ୍ଟଧର୍ମ,খ্রিস্টধর্ম
ଖ୍ରୀଷ୍ଟିଆନ ଯୁଗ |,খ্রিস্টীয় যুগ
ଖ୍ରୀଷ୍ଟିଆନ ସମାଜବାଦ |,খ্রিস্টান সমাজতন্ত্র
ଇତିହାସ,ক্রনিকল
କ୍ରୋନିକଲର୍,ক্রনিকলার
କ୍ରିସ୍ ଚେରସୋନିସ୍ |,Chryse Chersonese
ସିମେଲିୟମ୍ |,সিমেলিয়াম
ସିନକେସେଣ୍ଟୋ ଷ୍ଟାଇଲ୍ |,সিনকুয়েসেন্টো স্টাইল
ସର୍କୁନାଭିଗେସନ୍ |,পরিক্রমা
ସିଷ୍ଟର୍ସିଆନ୍ ମାଙ୍କଡ |,সিস্টারসিয়ান সন্ন্যাসী
ସୀତା,সিটাডেল
ଉଦ୍ଧୃତ,উদ্ধৃতি
ଉଦ୍ଧୃତ,উদ্ধৃতি
ନାଗରିକ ଅବମାନନା |,আইন অমান্য
ଗୃହଯୁଦ୍ଧ |,গৃহযুদ্ধ
ସିଭିସ୍ ରୋମାନସ୍ |,সিভিস রোমানাস
ଶାସ୍ତ୍ରୀୟ ବୟସ |,শাস্ত্রীয় বয়স
କ୍ଲିଫ୍ଟ (= କ୍ଲେଫ୍ଟ),ক্লেফ্ট (=ক্লেফ্ট)
ଧର୍ମ ଧର୍ମ,কেরানিবাদ
କ୍ଲାରଚ,ক্লারাচ
କ୍ଲୁନିୟକ୍ ଗତିବିଧି |,ক্লুনিয়াক আন্দোলন
କୋଟ ବାହୁ,কোট বর্ম
କୋଟ୍,অস্ত্রের কোট
କୋଟ୍,অস্ত্রের কোট
କୋଟ୍,অস্ত্রের কোট
କୋଟ୍ ମେଲ୍ |,ডাকের কোট
କୋହର୍ଟ |,সমদল
Comitia,কমিটিয়া
Comitia Centuriata,Comitia Centuriata
Comitia Curiata,কমিটিয়া কুরিয়াটা
Comitia Tributa,Comitia Tributa
ସ୍ମରଣୀୟ ଆର୍,স্মারক খিলান
ସ୍ମରଣୀୟ ମୁଦ୍ରା,স্মারক মুদ্রা
ସ୍ମରଣୀୟ ସିଲ୍ |,স্মারক সীলমোহর
ସାଧାରଣ କ୍ଷେତ୍ର |,সাধারণ ক্ষেত্র
କମ୍ୟୁନାର୍ଡ |,কমুনার্ড
କନକର୍ଡେଟ୍ |,কনকর্ড্যাট
କନକର୍ଡେଟ୍ |,কনকর্ড্যাট
କଣ୍ଡୋଟିଅର୍ |,কনডোটিয়ের
ନିଶ୍ଚିତକରଣ କାର୍ଟାରମ୍ |,নিশ্চিতকরণ Cartarum
ଦ୍ୱନ୍ଦ୍ୱ |,দ্বন্দ্ব
ମଣ୍ଡଳୀ,ধর্মসভা
ରାଜ୍ୟ ଜିତିବା |,বিজয়ী রাষ্ট্র
ଜୟ,বিজয়ী
କନକ୍ୟୁଷ୍ଟାଡର୍ |,বিজয়ী
କନସିଲିୟମ୍ |,কনসিলিয়াম
ସ୍ଥିର,কনসিস্টরি
ଷଡଯନ୍ତ୍ର,ষড়যন্ত্র
ଷଡଯନ୍ତ୍ର,ষড়যন্ত্র
କନସୁଲେଟ୍ |,কনস্যুলেট
କନସୁଲେସନ୍ ବୁକ୍ |,কনসুলেশন বই
କଣ୍ଟିନେଣ୍ଟାଲ୍ ସିଷ୍ଟମ୍ |,মহাদেশীয় ব্যবস্থা
ସମ୍ମିଳନୀ ସଂସଦ |,কনভেনশন সংসদ
କପରହେଡ୍ସ (= ଶାନ୍ତି ଗଣତାନ୍ତ୍ରିକ),কপারহেডস (=শান্তি গণতন্ত্রী)
କପିହୋଲ୍ଡ |,কপিহোল্ড
କର୍ଡୋନିଂ |,কর্ডনিং
କରୋନା |,করোনা
କରୋନେସନ୍ |,রাজ্যাভিষেক
କରୋନେସନ୍ ପଥର |,রাজ্যাভিষেক পাথর
କର୍ପସ୍,কর্পাস
କର୍ସାୟର୍ |,কর্সেয়ার
କର୍ସାୟର୍ |,কর্সেয়ার
କର୍ସେଟ୍ (= କର୍ସଲେଟ୍),কাঁচুলি (= কর্সেলেট)
କର୍ଟସ୍ |,কর্টেস
କୁଟୀର (= କୁଟିଅର୍),কোটার (=কোটিয়ার)
କୁଟୀର (= କୁଟିଅର୍),কোটার (=কোটিয়ার)
