Tamil,Malayalam
அடிப்படை தீர்வு,അടിസ്ഥാന പരിഹാരം
அடிப்படை மாறி,അടിസ്ഥാന വേരിയബിൾ
அடித்தளம்,അടിസ്ഥാനം
அடிப்படை உறுப்பு,അടിസ്ഥാന ഘടകം
அடிப்படை அணி,അടിസ്ഥാന മാട്രിക്സ്
திசையன் இடத்தின் அடிப்படை,വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം
துணை மக்கள்தொகை அடிப்படையில்,ഉപജനസംഖ്യാ അടിസ്ഥാനം
நேர்மையற்ற,സത്യസന്ധമല്ലാത്ത
bez-விதி,ബെസ്-റൂൾ
bez-theorem,bez-theorem
பெர்னோலி-விநியோகம்,ബെർണൂലി-വിതരണം
பெர்னோலி எண்கள்,ബെർണൂലി നമ്പറുകൾ
பெர்னோலி நிகழ்தகவு செயல்பாடு,ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
பெர்னோலி-சமன்பாடு,ബെർണൂലി-സമവാക്യം
பெர்ரி செயல்பாடு,ബെറി ഫംഗ്ഷൻ
சிறந்த ஒட்டுதல்,മികച്ച അഡീഷൻ
சிறந்த ஒட்டுதல் வரி,മികച്ച അഡീഷൻ ലൈൻ
சிறந்த தீர்வு,മികച്ച പരിഹാരം
சிறந்த குறிப்புகள்,മികച്ച നുറുങ്ങുകൾ
பீட்டா விநியோகம்,ബീറ്റ വിതരണം
"சார்பு, சார்பு","പക്ഷപാതം, പക്ഷപാതം"
பாரபட்சமான மதிப்பீடு,പക്ഷപാതപരമായ വിലയിരുത്തൽ
ஈருறுப்புச் சமன்பாடு,ദ്വിപദ സമവാക്യം
ஒற்றை கவர்,ഒറ്റ കവർ
ஒற்றை அட்டை வரைபடம்,ഒറ്റ കവർ മാപ്പ്
ஒற்றை அட்டை மேப்பிங்,ഒറ്റ കവർ മാപ്പിംഗ്
இருபடி இருபடி,ക്വാഡ്രാറ്റിക് ക്വാഡ്രാറ്റിക്
இருமுனை செயல்பாடு,ബിലീനിയർ ഫംഗ്ഷൻ
பைலினியர் ஹெர்மிடியன் ஒருமைப்பாடு,ബൈലീനിയർ ഹെർമിഷ്യൻ ഹോമോജെനിറ്റി
"இருமாறு, இருமை, இரட்டை","ദ്വി-വേരിയബിൾ, ബൈനറി, ഡ്യുവൽ"
"பைனரி குறியீடு, பைனரி குறியீடு","ബൈനറി കോഡ്, ബൈനറി കോഡ്"
"பைனரி குறியிடப்பட்ட தசம, பைனரி குறியிடப்பட்ட தசம","ബൈനറി കോഡ് ചെയ്ത ദശാംശം, ബൈനറി കോഡഡ് ദശാംശം"
பைனரி குறியாக்கம்,ബൈനറി എൻകോഡിംഗ്
பைனரி கணினி,ബൈനറി കമ്പ്യൂട്ടർ
பைனரி எண்கள்,ബൈനറി അക്കങ്ങൾ
பைனரி செயல்பாடு,ബൈനറി പ്രവർത്തനം
பைனரி முறை,ബൈനറി രീതി
பைனரி மாறி,ബൈനറി വേരിയബിൾ
ஈருறுப்புக் குணகம்,ദ്വിപദ ഗുണകം
இருவகைப் பரவல்,ദ്വിപദ വിതരണം
ஈருறுப்புச் சமன்பாடு,ദ്വിപദ സമവാക്യം
இருவகை மாறுபாடு,ദ്വിപദ വ്യത്യാസം
இருமொழி வெளிப்பாடு,ദ്വിപദ പദപ്രയോഗം
ஈருறுப்பு சீரற்ற மாறி,ബൈനോമിയൽ റാൻഡം വേരിയബിൾ
ஈருறுப்பு தேற்றம்,ദ്വിപദ സിദ്ധാന്തം
"பாதி, பிளவு","പകുതി, വിഭജനം"
"இரு பிரிவு முறை, அரைப்பிரிவு முறை","വിഭജന രീതി, സെമിഡിവിഷൻ രീതി"
அரை இருசமவெட்டி,പകുതി ദ്വിമുഖം
இருவகை,"ദ്വിപദം, ദ്വിമുഖം"
"ட்வயங்க் (பைனரி எண்), அனி, பர்மிஸ், துக்","ഡ്വയങ്ക് (ബൈനറി സംഖ്യ), ആനി, ബർമീസ്, തുക്"
ஈருறுப்பு இருவகைப் பரவல் இருவகை,ദ്വിപദ ദ്വിപദ വിതരണം ദ്വിപദം
இருவகை தொடர்பு குணகம்,ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം
இருவகை விநியோகம்,ദ്വിവിധ വിതരണം
இருவகை இயல்பான-விநியோகம்,bivariate സാധാരണ-വിതരണം
பைவெக்டர்,ബിവെക്ടർ
போல்ட்மேன் சமன்பாடு,ബോൾട്ട്മാൻ സമവാക്യം
பூலியன் இயற்கணிதம்*,ബൂളിയൻ ബീജഗണിതം*
போஸ்-ஐன்ஸ்டீன் புள்ளிவிவரங்கள்,ബോസ്-ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ
வரம்பு கட்டுப்பாடுகள்,പരിമിതി നിയന്ത്രണങ്ങൾ
எல்லை நிலை,അതിർത്തി നില
எல்லைக் கோடு,അതിർത്തി രേഖ
வரம்பு மதிப்பு,പരിധി മൂല്യം
எல்லை மதிப்பு பிரச்சனை,അതിർത്തി മൂല്യ പ്രശ്നം
"எல்லைக்குட்பட்ட செயல்பாடு எல்லைக்குட்பட்ட பழம்,",പരിമിതമായ പ്രവർത്തനം പരിമിതമായ ഫലം
"எல்லைக்குட்பட்ட அணி, எல்லைக்குட்பட்ட அணி எல்லைக்குட்பட்ட அட்டவணை,","ബൗണ്ടഡ് മാട്രിക്സ്, ബൗണ്ടഡ് മാട്രിക്സ്, ബൗണ്ടഡ് ടേബിൾ"
"எல்லைக்குட்பட்ட பிரதேசம் எல்லைக்குட்பட்ட பிரதேசம்,",അതിർത്തി പ്രദേശം അതിർത്തി പ്രദേശം
"எல்லைக்குட்பட்ட தொகுப்பு எல்லைக்குட்பட்ட தொகுப்பு,",ബൗണ്ടഡ് സെറ്റ് ബൗണ്ടഡ് സെറ്റ്
பிரவுனி இயக்கம்,ബ്രൗണി ചലനം
கணக்கெடுக்க,കണക്കാക്കാൻ
கணக்கீடு,കണക്കുകൂട്ടല്
"கால்குலேட்டர், கால்குலேட்டர்","കാൽക്കുലേറ്റർ, കാൽക്കുലേറ്റർ"
கணக்கீடு*,കണക്കുകൂട്ടല്*
கணக்கீட்டு நடவடிக்கை முறை,കമ്പ്യൂട്ടേഷണൽ പ്രവർത്തന രീതി
"கால்குலேட்டர், கால்குலேட்டர்","കാൽക്കുലേറ്റർ, കാൽക്കുലേറ്റർ"
"கால்குலஸ், கால்குலஸ்","കാൽക്കുലസ്, കാൽക്കുലസ്"
மாறுபாடு கணக்கீடு,വേരിയൻസ് കാൽക്കുലസ്
கலோரிகள்,കലോറികൾ
ரத்து விதி,ഭരണം റദ്ദാക്കുക
நியமன சமன்பாடு,കാനോനിക്കൽ സമവാക്യം
நியமன வடிவம்,കാനോനിക്കൽ രൂപം
"கேனானிகல் மேட்ரிக்ஸ், கே கேனானிகல் மேட்ரிக்ஸ்","കാനോനിക്കൽ മാട്രിക്സ്, കെ കാനോനിക്കൽ മാട്രിക്സ്"
கேண்டர் தொகுப்பு,കാന്റർ സെറ്റ്
கேண்டார் முக்கோண தொகுப்பு,കാന്റർ ത്രികോണ സെറ്റ്
கட்டுப்படுத்தப்பட்ட போக்குவரத்து பிரச்சனை,പരിമിതമായ ഗതാഗത പ്രശ്നം
திறன்,കഴിവ്
தந்துகி விசை,കാപ്പിലറി ബലം
"எண்ணிக்கை எண், கார்டினல் எண்","എണ്ണം നമ്പർ, കാർഡിനൽ നമ്പർ"
கார்ட்டீசியன் அச்சு,കാർട്ടിസിയൻ അക്ഷം
கார்ட்டீசியன் ஆயத்தொகுப்புகள்,കാർട്ടീഷ്യൻ കോർഡിനേറ്റുകൾ
கார்ட்டீசியன் தயாரிப்பு,കാർട്ടീഷ്യൻ ഉൽപ്പന്നം
தொகுப்புகளின் கார்ட்டீசியன் பெருக்கல்,സെറ്റുകളുടെ കാർട്ടീഷ്യൻ ഗുണനം
"வழக்கு ஆய்வு, வழக்கு ஆய்வு","കേസ് പഠനം, കേസ് പഠനം"
பேரழிவு பேச்சு,ആപത്കരമായ പ്രസംഗം
பூனைக்குரிய,കാറ്ററി
காச்சி விநியோகம்,കോച്ചി വിതരണം
கௌசியின் சூத்திரம்,കൗശിയുടെ സൂത്രം
கௌசி-குர்சா-தேற்றம்,കൗശി-ഗുർസാ സിദ്ധാന്തം
கௌஷி-ரீமான்-பான்,കൗശി-റീമാൻ-ബാൻ
கௌச்சி வரிசை,Cauchy ക്രമം
கௌஷி ஒருங்கிணைந்த,കൗശി അവിഭാജ്യ
கௌசி முக்கிய மதிப்பு,കൗശി പ്രധാന മൂല്യം
கௌச்சி எஞ்சிய தேற்றம்,കൗച്ചി ശേഷിക്കുന്ന സിദ്ധാന്തം
கால்-ஹாமில்டன்-தேற்றம்,കാൾ-ഹാമിൽട്ടൺ-സിദ്ധാന്തം
வானுலக,ആകാശ ശരീരം
வானியல் அளவீடு,ജ്യോതിശാസ്ത്രപരമായ അളവ്
வான இயக்கவியல்,ആകാശ മെക്കാനിക്സ്
வானுலக,ആകാശ ശരീരം
செல் அலைவரிசை,സെൽ ആവൃത്തി
"மக்கள் தொகை கணக்கெடுப்பு, மக்கள் தொகை கணக்கெடுப்பு","സെൻസസ്, സെൻസസ്"
சதவீதம்,ശതമാനം
சென்டிமீட்டர்,സെന്റീമീറ്റർ
சென்டிமீட்டர்-கிராம்-இரண்டாம் முறை,സെന്റീമീറ്റർ-ഗ്രാം-രണ്ടാം രീതി
"மைய, மையமான","കേന്ദ്ര, കേന്ദ്രീകൃത"
மைய அச்சு,കേന്ദ്ര അക്ഷം
மத்திய இடைவெளி,കേന്ദ്ര വിടവ്
மைய வேறுபாடு சூத்திரம்,കേന്ദ്ര വ്യത്യാസ ഫോർമുല
மைய வேறுபாடு அட்டவணை,കേന്ദ്ര ഡിഫറൻഷ്യൽ പട്ടിക
மத்திய வரம்பு தேற்றம்,കേന്ദ്ര പരിധി സിദ്ധാന്തം
மைய தருணம்,കേന്ദ്ര നിമിഷം
மத்திய வள அலகு,കേന്ദ്ര റിസോഴ്സ് യൂണിറ്റ്
மைய உள்ளுணர்வு,കേന്ദ്ര സഹജാവബോധം
மையம்*,കേന്ദ്രം*
ஈர்ப்பு மையம்,ഗുരുത്വാകർഷണ കേന്ദ്രം
குழு மையம்,ഗ്രൂപ്പ് കേന്ദ്രം
வெகுஜன மையம்,ബഹുജന കേന്ദ്രം
சமச்சீர் மையம்,സമമിതിയുടെ കേന്ദ്രം
மையவிலக்கு விசை,അപകേന്ദ്ര ബലം
மையவிலக்கு விசை,അപകേന്ദ്രബലം
"மையநோக்கு நடுக்கோடு,",സെൻട്രിപെറ്റൽ മെറിഡിയൻ
உறுதி,ഉറപ്പ്
cgs முறை,cgs രീതി
