Kannada,Bengali
"ಲಗತ್ತಿಸಲಾಗಿದೆ, ಸಾಮಾನ್ಯವಾಗಿ, ನಿಂತಿರುವ, ಕತ್ತರಿಸಿದ, ವಿಭಜಿತ","সংযুক্ত, সাধারণত, দাঁড়ানো, বিচ্ছিন্ন, খণ্ডিত"
ಆಗಾಗ್ಗೆ ಜಿಗಿತಗಳು,প্রায়ই লাফ দেয়
ಕೈ*,হাত*
ಕಳೆದುಹೋದ ಪ್ರತಿಬಿಂಬ,হারিয়ে যাওয়া প্রতিফলন
ಸ್ಪೆಕ್ಟ್ರಮ್ ಕಾಣೆಯಾಗಿದೆ,অনুপস্থিত বর্ণালী
"ಸಂಪೂರ್ಣ, ಸಂಪೂರ್ಣ, ನಿರಂತರ, ಪರಿಪೂರ್ಣ","পরম, পরম, ধ্রুবক, নিখুঁত"
ಸಂಪೂರ್ಣ ವೇಗವರ್ಧನೆ,পরম ত্বরণ
ಸಂಪೂರ್ಣ ವಾಸ್ತವ,পরম বাস্তবতা
ಸಂಪೂರ್ಣ ವಿಳಾಸ,পরম ঠিকানা
ಜಿಯೋರೆಲೇಟಿವ್ ಅಲ್ಟಿಮೀಟರ್,ভূ-আপেক্ষিক উচ্চতা মিটার
ಭೂವೈಜ್ಞಾನಿಕ ಎತ್ತರ,ভূতাত্ত্বিক উচ্চতা
ಸಂಪೂರ್ಣ ಆಂಪಿಯರ್,পরম অ্যাম্পিয়ার
ಸಂಪೂರ್ಣ ಕುದಿಯುವ ಬಿಂದು,পরম ফুটন্ত বিন্দু
ಸಂಪೂರ್ಣ ಪ್ರಕಾಶಮಾನತೆ,পরম আলোকসজ্জা
ಸಂಪೂರ್ಣ ಸಾಮರ್ಥ್ಯ,পরম ক্ষমতা
ಸಂಪೂರ್ಣ ಎತ್ತರ,পরম উচ্চতা
ಸಂಪೂರ್ಣ ವರ್ಣದ್ರವ್ಯ,পরম রঙ্গক
"ಸಂಪೂರ್ಣ ಸಂರಚನೆ, ನಿಸ್ಸಂದಿಗ್ಧವಾದ ಸಂರಚನೆ","পরম কনফিগারেশন, দ্ব্যর্থহীন কনফিগারেশন"
ಸಂಪೂರ್ಣ ಕೂಲಂಬ್,পরম কুলম্ব
ಸಂಪೂರ್ಣ ಕತ್ತಲೆ,সম্পূর্ণ অন্ধকার
ಸಂಪೂರ್ಣ ವೇಳಾಪಟ್ಟಿ,পরম সময়সূচী
ಸಂಪೂರ್ಣ ಸಾಂದ್ರತೆ*,পরম ঘনত্ব*
ಸಂಪೂರ್ಣ ಒಳಚರಂಡಿ,পরম নিষ্কাশন
ಸಂಪೂರ್ಣ EMU (ವಿದ್ಯುತ್ಕಾಂತೀಯ ಘಟಕ),পরম ইএমইউ (ইলেক্ট্রোম্যাগনেটিক ইউনিট)
ಸಂಪೂರ್ಣ ESU (ಸ್ಥಾಯಿ ವಿದ್ಯುತ್ ಘಟಕ),পরম ESU (স্থির শক্তি ইউনিট)
ಸಂಪೂರ್ಣ ದಕ್ಷತೆ,পরম দক্ষতা
ಸಂಪೂರ್ಣ ಎಲೆಕ್ಟ್ರೋಮೀಟರ್,পরম ইলেক্ট্রোমিটার
ಸಂಪೂರ್ಣ ಆವರ್ತನ ಸಂಪೂರ್ಣ ಆವರ್ತನ,পরম ফ্রিকোয়েন্সি পরম ফ্রিকোয়েন্সি
ಸಂಪೂರ್ಣ ಆರ್ದ್ರತೆ,পরম আর্দ্রতা
ಸಂಪೂರ್ಣ ಘಟನೆ,পরম ঘটনা
ಸಂಪೂರ್ಣ ವಕ್ರೀಕಾರಕ ಸೂಚ್ಯಂಕ,পরম প্রতিসরাঙ্ক সূচক
ಸಂಪೂರ್ಣ ಅಸ್ಥಿರತೆ,পরম অস্থিরতা
ಸಂಪೂರ್ಣ ಅಸ್ಥಿರತೆ,পরম অস্থিরতা
"ಸಂಪೂರ್ಣ ತೀವ್ರತೆ, ಸಂಪೂರ್ಣ ತೀವ್ರತೆ","পরম তীব্রতা, পরম তীব্রতা"
ಅಸ್ತೇನಿಯಾದ ಸಂಪೂರ್ಣ ಮಿತಿ,অ্যাথেনিয়ার পরম সীমা
ಸಂಪೂರ್ಣ ಪ್ರಕಾಶದ ಸಿಲ್,পরম আলোকসজ্জা সিল
ಸಂಪೂರ್ಣ ಬೆಳಕಿನ ಕರ್ವ್,পরম হালকা বক্ররেখা
ಸಂಪೂರ್ಣ ಪ್ರಮಾಣ,পরম মাত্রা
ಸಂಪೂರ್ಣ ಮಾಪಕ,পরম ব্যারোমিটার
ಸರ್ವೋಚ್ಚ ಸರ್ವೋಚ್ಚ,সর্বোচ্চ সর্বোচ্চ
ಸಂಪೂರ್ಣ ವಿಪರೀತ,পরম চরম
ಸಂಪೂರ್ಣ ಕಡಿಮೆ,পরম সর্বনিম্ন
ಸಂಪೂರ್ಣ ಆವೇಗ,পরম গতিবেগ
ಸಂಪೂರ್ಣ ವೇಗ,পরম গতি
ಸಂಪೂರ್ಣ ಸಂಗೀತ,পরম সঙ্গীত
ಸಂಪೂರ್ಣ ವೀಕ್ಷಣೆ,পরম পর্যবেক্ষণ
ಸಂಪೂರ್ಣ ಓಂ,পরম ওম
ಸಂಪೂರ್ಣ ದೃಷ್ಟಿಕೋನ,পরম অভিযোজন
ಸಂಪೂರ್ಣ ಎಲೆಕ್ಟ್ರೋನೆಜಿಟಿವಿಟಿ,পরম বৈদ্যুতিক ঋণাত্মকতা
ಸಂಪೂರ್ಣ ಗುರುತ್ವಾಕರ್ಷಣೆ,পরম মাধ্যাকর্ষণ
ಸಂಪೂರ್ಣ ಒತ್ತಡ,পরম চাপ
ಸಂಪೂರ್ಣ ಆಸ್ತಿ,পরম সম্পত্তি
ಸಂಪೂರ್ಣ ಸ್ಕೇಲಾರ್,পরম স্কেলার
ತಾಪಮಾನದ ಸಂಪೂರ್ಣ ಪ್ರಮಾಣ*,তাপমাত্রার পরম স্কেল*
"ಸಂಪೂರ್ಣ ಸಿಂಕ್ರೊನಿ, ಸಂಪೂರ್ಣ ಸಿಂಕ್ರೊನಿ","পরম সমলয়, পরম সমলয়"
ಸಂಪೂರ್ಣ ಒತ್ತಡ,পরম চাপ
ಸಂಪೂರ್ಣ ಸಮ್ಮಿತಿ,পরম প্রতিসাম্য
ಸಂಪೂರ್ಣ ಚಲನೆಯ ದೇಹ,পরম গতি শরীর
ಸಂಪೂರ್ಣ ಘಟಕ ವ್ಯವಸ್ಥೆ,পরম ইউনিট সিস্টেম
ಸಂಪೂರ್ಣ ತಾಪಮಾನ,পরম তাপমাত্রা
ಸಂಪೂರ್ಣ ಸಮಯ,পরম সময়
ಸಂಪೂರ್ಣ ಘಟಕಗಳು,পরম একক
ಸಂಪೂರ್ಣ ಮೌಲ್ಯ,পরম মান
ಪೂರ್ಣಾಂಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್,পূর্ণসংখ্যা ক্যালকুলেটর
ಸಂಪೂರ್ಣ ವೇಗ,পরম বেগ
ಸಂಪೂರ್ಣ ಸ್ನಿಗ್ಧತೆ,পরম সান্দ্রতা
ಸಂಪೂರ್ಣ ತೂಕ,পরম ওজন
ಸಂಪೂರ್ಣ ಶೂನ್ಯ*,পরম শূন্য*
ಶೂನ್ಯದ ಸಂಪೂರ್ಣ ಭಾಜಕ,শূন্যের পরম ভাজক
ಹೀರಿಕೊಳ್ಳುತ್ತವೆ,শোষণ করা
ಹೀರಿಕೊಳ್ಳುವ ಸೂಚ್ಯಂಕ*,শোষণ সূচক*
ಹೀರಿಕೊಳ್ಳಲ್ಪಟ್ಟ ಶಕ್ತಿ,শোষিত শক্তি
"ಹೀರಿಕೊಳ್ಳುವ, ಹೀರಿಕೊಳ್ಳುವ","শোষক, শোষক"
ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ*,শোষক মাধ্যম*
ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ,শোষণ ক্ষমতা
ಹೀರಿಕೊಳ್ಳುವಿಕೆ,শোষণ
ಹೀರಿಕೊಳ್ಳುವ ಮಾಪಕ*,শোষণ যন্ত্র*
ಅಬ್ಸಾರ್ಪ್ಟಿಯೋಮೆಟ್ರಿ*,শোষণমিতি*
ಹೀರಿಕೊಳ್ಳುವಿಕೆ,শোষণ
ಹೀರಿಕೊಳ್ಳುವಿಕೆ - ಬ್ಯಾಂಡ್*,শোষণ - ব্যান্ড*
ಹೀರಿಕೊಳ್ಳುವ ಸರ್ಕ್ಯೂಟ್,শোষণ সার্কিট
ಹೀರಿಕೊಳ್ಳುವ ಗುಣಾಂಕ,শোষণ গুণাঙ্ক
ಹೀರಿಕೊಳ್ಳುವ ಕಾಲಮ್,শোষণ কলাম
ಹೀರುವಿಕೆ ಸ್ಥಿರ,শোষণ ধ্রুবক
ಹೀರಿಕೊಳ್ಳುವ ನಿರಂತರತೆ,শোষণ ধারাবাহিকতা
ಹೀರಿಕೊಳ್ಳುವ ವಲಯ,শোষণ অঞ্চল
ಹೀರಿಕೊಳ್ಳುವ ಪ್ರಸ್ತುತ,শোষণ বর্তমান
ಹೀರಿಕೊಳ್ಳುವ ವಕ್ರರೇಖೆ*,শোষণ বক্ররেখা*
ಹೀರಿಕೊಳ್ಳುವ ಮುರಿತ,শোষণ ফ্র্যাকচার
ಹೀರಿಕೊಳ್ಳುವ ಕೋರ್,শোষণ কোর
ಹೀರಿಕೊಳ್ಳುವ ಅಂಶ,শোষণ ফ্যাক্টর
ಹೀರಿಕೊಳ್ಳುವ ಫಿಲ್ಟರ್,শোষণ ফিল্টার
ಹೀರಿಕೊಳ್ಳುವ ಜ್ವಾಲೆಯ ಫೋಟೊಮೆಟ್ರಿ*,শোষণ শিখা ফটোমেট্রি*
ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್,শোষণ হাইগ্রোমিটার
ಹೀರಿಕೊಳ್ಳುವ ಘಾತ,শোষণ সূচক
ಹೀರಿಕೊಳ್ಳುವಿಕೆ ಕನಿಷ್ಠ,শোষণ প্রান্তিক
ಹೀರಿಕೊಳ್ಳುವ ರೇಖೆ,শোষণ লাইন
ಹೀರಿಕೊಳ್ಳುವ ನಷ್ಟ,শোষণ ক্ষতি
ಹೀರಿಕೊಳ್ಳುವ ಮಾಡ್ಯುಲೇಶನ್,শোষণ মড্যুলেশন
ಬೆಳಕಿನ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,আলো শোষণ
ವಿಕಿರಣ ಶಕ್ತಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,বিকিরণ শক্তি শোষণ
ಹೀರಿಕೊಳ್ಳುವ ಗರಿಷ್ಠ,শোষণ শিখর
ಹೀರಿಕೊಳ್ಳುವ ದ್ಯುತಿಮಾಪನ,শোষণ ফটোমেট্রি
ಹೀರಿಕೊಳ್ಳುವ ಅನುಪಾತ,শোষণ অনুপাত
ಹೀರಿಕೊಳ್ಳುವ ಶ್ರೇಣಿ*,শোষণ পরিসীমা*
ಹೀರಿಕೊಳ್ಳುವ ಸ್ಪೆಕ್ಟ್ರಮ್ ಫೋಟೋಮೆಟ್ರಿ*,শোষণ স্পেকট্রাম ফটোমেট্রি*
ಹೀರಿಕೊಳ್ಳುವ ವರ್ಣಪಟಲ*,শোষণ বর্ণালী*
"ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ, ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ","শোষণ নল, শোষণ নল"
ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್,শোষণ হাইগ্রোমিটার
ಹೀರಿಕೊಳ್ಳುವ*,শোষক*
ಹೀರಿಕೊಳ್ಳುವ ಬಾಷ್ಪೀಕರಣ,শোষক বাষ্পীভবনকারী
ಹೀರಿಕೊಳ್ಳುವ ಕಾನೂನು*,শোষণ আইন*
ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ,শোষণ মাধ্যম
"ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ, ಹೀರಿಕೊಳ್ಳುವಿಕೆ*","শোষণ ক্ষমতা, শোষণ*"
ಹೀರಿಕೊಳ್ಳುವಿಕೆ*,শোষণ*
ಸ್ಟುಡಿಯೋ ಅಲಂಕಾರ,স্টুডিও সজ্জা
ಬಹುಸಂಖ್ಯೆಯ ಅನುಪಾತ,বহুগুণ অনুপাত
abvolt,বিভ্রান্তি
ಸುಮಾರು,সম্পর্কিত
ವೇಗವನ್ನು,ত্বরান্বিত করা
ವೇಗವರ್ಧನೆ-ನಿಲುಗಡೆ ಅಂತರ,ত্বরণ-স্টপ দূরত্ব
ಆತುರಪಟ್ಟರು,তাড়াতাড়ি
ತ್ವರಿತ ಸಮಯದ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ,দ্রুত সময়ের প্রভাব পরীক্ষা
ತ್ವರಿತ ಹರಿವು,দ্রুত প্রবাহ
ತ್ವರಿತ ಗತಿ,দ্রুত গতি
ತ್ವರಿತ ದೇಹ,দ্রুত শরীর
ವೇಗವರ್ಧಕ ತೂಕ,এক্সিলারেটর ওজনকারী
ವೇಗವರ್ಧಕ ವಿದ್ಯುದ್ವಾರ*,এক্সিলারেটর ইলেক্ট্রোড*
ವೇಗವರ್ಧಕ ಸಮಯ*,এক্সিলারেটরের সময়*
ವೇಗವರ್ಧಕ ಹಂತ,এক্সিলারেটর ফেজ
ವೇಗವರ್ಧಕ ದರ,অ্যাক্সিলারেটর হার
ವೇಗವರ್ಧಕ ವೋಲ್ಟೇಜ್*,এক্সিলারেটর ভোল্টেজ*
ವೇಗವರ್ಧನೆ,ত্বরণ
ವೇಗವರ್ಧಿತ ದಹನ,ত্বরিত জ্বলন
ವೇಗವರ್ಧಕ ಗುಣಾಂಕ,ত্বরণ সহগ
ವೇಗವರ್ಧಕ ಘಟಕ,ত্বরণ উপাদান
ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಂದಾಗಿ ವೇಗವರ್ಧನೆ,মাধ্যাকর্ষণ বলের প্রভাবে গতি বৃদ্ধি
ವೇಗವರ್ಧಕ ಅಂಶ,ত্বরণ ফ্যাক্টর
ವೇಗವರ್ಧಿತ ಚಾರ್ಜ್,ত্বরিত চার্জ
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ವೇಗವರ್ಧನೆ,অভিকর্ষের ত্বরণ
ವೇಗವರ್ಧಕ ಸಾಮರ್ಥ್ಯ,ত্বরণ সম্ভাবনা
ವೇಗವರ್ಧಕ ಕಾನೂನು,ত্বরণ আইন
ವೇಗವರ್ಧಕ ಪ್ರಕ್ರಿಯೆ,ত্বরণ প্রক্রিয়া
ವೇಗವರ್ಧಕ ವಲಯ,ত্বরণ অঞ্চল
ವೇಗವರ್ಧಕ ವಿಧಾನ,ত্বরণ পদ্ধতি
"ವೇಗವರ್ಧಕ ಸಹಿಷ್ಣುತೆ, ವೇಗವರ್ಧನೆ ಸಹಿಷ್ಣುತೆ","ত্বরণ সহনশীলতা, ত্বরণ সহনশীলতা"
ವೇಗವರ್ಧಕ ವೆಕ್ಟರ್,ত্বরণ ভেক্টর
ವೇಗವರ್ಧನೆ-ವೋಲ್ಟೇಜ್,ত্বরণ-ভোল্টেজ
ವೇಗವರ್ಧಕ ತರಂಗ,ত্বরণ তরঙ্গ
ವೇಗವರ್ಧಕ,এক্সিলারেটর
"ವೇಗಗೊಳಿಸು, ವೇಗವರ್ಧಕ*","ত্বরণ, ত্বরণক*"
ವೇಗವರ್ಧಕ ಸಮೀಕರಣ,অ্যাক্সিলারেটর সমীকরণ
ವೇಗವರ್ಧಕ*,এক্সিলারেটর*
ವೇಗವರ್ಧಕ,অ্যাক্সিলোমিটার
ವೇಗವರ್ಧಕ ಹೊಂದಾಣಿಕೆ,অ্যাক্সিলোমিটার মিল
ಪ್ರಿಸ್ಟ್ರೆಸರ್,prestresser
ಮಾನ್ಯ ಅಕ್ಷರಗಳು,বৈধ অক্ষর
ಸ್ವೀಕಾರ ಕೋನ,গ্রহণযোগ্যতা কোণ
ಸ್ವೀಕಾರ ವಿವರಣೆ,গ্রহণযোগ্যতা স্পেসিফিকেশন
ಸ್ವೀಕಾರಾರ್ಹ ಪರೀಕ್ಷೆ,গ্রহণযোগ্য পরীক্ষা
"ಸ್ವೀಕರಿಸುವವರು*, ಸ್ವೀಕರಿಸುವವರು","গ্রহণকারী*, গ্রহণকারী"
ಗ್ರಾಹಕ ಪರಮಾಣು,রিসেপ্টর পরমাণু
ಗ್ರಾಹಕ ಬಂಧ,রিসেপ্টর বন্ড
ರಿಸೀವರ್ ಸರ್ಕ್ಯೂಟ್,রিসিভার সার্কিট
ಗ್ರಾಹಕ ಮಟ್ಟ,রিসেপ্টর স্তর
ದಾನಿ ಅಣು,দাতা অণু
ಗ್ರಾಹಕ ಆಸ್ತಿ,রিসেপ্টর সম্পত্তি
ಗ್ರಾಹಕ ಆಸ್ತಿ ಮಟ್ಟ,রিসেপ্টর সম্পত্তি স্তর
ವೇಗವರ್ಧಕ ಮೆದುಗೊಳವೆ,অ্যাক্সিলারেটর পায়ের পাতার মোজাবিশেষ
"ಪ್ರವೇಶ, ಕಾಯುವಿಕೆ, ಪ್ರವೇಶ","অ্যাক্সেস, অপেক্ষা, অ্যাক্সেস"
ಭುಜ್ ಅನ್ನು ಪ್ರವೇಶಿಸಿ,ভুজ অ্যাক্সেস করুন
ಪ್ರವೇಶ ವ್ಯವಸ್ಥೆ,অ্যাক্সেস সিস্টেম
ಪ್ರವೇಶ ಸಮಯ,প্রবেশাধিকার সময়
ಪ್ರವೇಶಿಸುವಿಕೆ,অ্যাক্সেসযোগ্যতা
"ಹೆಚ್ಚುವರಿ, ಸಹಾಯಕ, ಪರಿಕರಗಳು (v, ), ಬಿಡಿಭಾಗಗಳು","অতিরিক্ত, সহায়ক, আনুষঙ্গিক (v, ), আনুষাঙ্গিক"
ಹೆಚ್ಚುವರಿ ನಿರ್ಬಂಧಗಳು,অতিরিক্ত সীমাবদ্ধতা
ಕಾಕತಾಳೀಯ,কাকতালীয়
ಆಕಸ್ಮಿಕ ತಿದ್ದುಪಡಿ,আকস্মিক সংশোধন
ಆಕಸ್ಮಿಕ ಜೈವಿಕ ಉತ್ಪತ್ತಿ,দুর্ঘটনাজনিত বায়োজেনেসিস
ಆಕಸ್ಮಿಕ ತಿರುವು,আকস্মিক ডাইভারশন
ಸಂದರ್ಶಕರ ದೋಷ,ভিজিটর ত্রুটি
"ಹಠಾತ್ ನಿಲುಗಡೆ, ಹಠಾತ್ ಕ್ಲ್ಯಾಂಪ್","হঠাৎ বন্ধ, হঠাৎ বাতা"
ಆಕಸ್ಮಿಕ ಪ್ರಸರಣ,দুর্ঘটনাজনিত সংক্রমণ
ಯಾದೃಚ್ಛಿಕ ವ್ಯತ್ಯಾಸ,এলোমেলো পার্থক্য
ಹೊಂದಾಣಿಕೆ,সমন্বয়
ನೆಲೆಗೊಂಡಿದೆ,অবস্থিত
ಸಂಚಿತ ದೋಷ,সঞ্চিত ত্রুটি
"ಶೇಖರಣೆ, ಶೇಖರಣೆ","accumulation, accumulation"
ಶಕ್ತಿ ಸಂಗ್ರಹಣೆ,শক্তি সঞ্চয়
ಸಂಚಯಕ*,সঞ্চয়ক*
ನಿಖರತೆ,সঠিকতা
ರಿಯಾಲಿಟಿ,বাস্তবতা
ನಿಜವಾದ ಉಪಕರಣ ವೀಕ್ಷಣೆ,বাস্তব যন্ত্র পর্যবেক্ষণ
ನಿಖರ ಶ್ರೇಣಿಯ ಮಾರ್ಕರ್,সঠিক পরিসীমা চিহ্নিতকারী
ನಿಖರವಾದ ಸ್ಕ್ಯಾನಿಂಗ್,নির্ভুলতা স্ক্যানিং
ಅಭ್ಯಾಸ,অনুশীলন করা
ವೇಗವರ್ಧಕ ಕೋಶ*,এক্সিলারেটর সেল*
ವರ್ಣರಹಿತ ಮಸೂರ*,অ্যাক্রোমেটিক লেন্স*
ವರ್ಣರಹಿತ*,অ্যাক্রোমেটিক*
ವರ್ಣರಹಿತ ವಿಶ್ಲೇಷಕ,অ্যাক্রোম্যাটিক বিশ্লেষক
ಆವರ್ತನ ತಟಸ್ಥ ಆಂಟೆನಾ,ফ্রিকোয়েন্সি নিরপেক্ষ অ্যান্টেনা
ವರ್ಣರಹಿತ ಆಕಾರ,অ্যাক্রোমেটিক আকৃতি
ವರ್ಣರಹಿತ ಫ್ರಿಂಜ್,অ্যাক্রোম্যাটিক ফ্রিঞ্জ
ವರ್ಣರಹಿತ ಮಸೂರ*,অ্যাক্রোমেটিক লেন্স*
ವರ್ಣರಹಿತ ಬಿಂದು ಮಾರ್ಗ,অ্যাক্রোম্যাটিক পয়েন্ট পাথ
ವರ್ಣರಹಿತ ಮಸೂರ,অ্যাক্রোম্যাটিক লেন্স
ವರ್ಣರಹಿತ ಪ್ರಿಸ್ಮ್,অ্যাক্রোমেটিক প্রিজম
ವರ್ಣರಹಿತ ದೂರದರ್ಶಕ,অ্যাক্রোম্যাটিক টেলিস্কোপ
ವರ್ಣರಹಿತತೆ*,বর্ণহীনতা*
ವರ್ಣಮಯಗೊಳಿಸುವಿಕೆ*,অ্যাক্রোমাটাইজেশন*
ವರ್ಣರಹಿತತೆ*,বর্ণহীনতা*
"ಸ್ಥಿತಿಸ್ಥಾಪಕ, ವಕ್ರೀಕಾರಕ, ಸ್ಥಿತಿಸ್ಥಾಪಕ","স্থিতিস্থাপক, অবাধ্য, অবাধ্য"
"ಆಕ್ರಾನ್ ಹೋಸ್, ಬಂಜು ಹೋಸ್","আকর্ণ হোস, বানজু হোস"
ಚಿಕಣಿ ಕವಾಟ,ক্ষুদ্রাকৃতির ভালভ
ಅಕೋಫೋನಿ,ইকোফোনি
ಅಕೌಸ್ಟಿಕ್,শাব্দিক
ಅಕೌಸ್ಟಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,শাব্দ শোষণ
ಅಕೌಸ್ಟಿಕ್ ಅಟೆನ್ಯೂಯೇಶನ್ ಗುಣಾಂಕ,অ্যাকোস্টিক অ্যাটেন্যুয়েশন সহগ
ಅಕೌಸ್ಟಿಕ್ ಕ್ಷೀಣತೆ,অ্যাকোস্টিক অ্যাটেন্যুয়েশন
ಅಕೌಸ್ಟಿಕ್ ಕಳ್ಳ ಎಚ್ಚರಿಕೆ,শাব্দ চোর অ্যালার্ম
ಅಕೌಸ್ಟಿಕ್ ಕೆಪಾಸಿಟನ್ಸ್,অ্যাকোস্টিক ক্যাপাসিট্যান্স
ಶ್ರವಣ ಕೇಂದ್ರ,শ্রবণ কেন্দ্র
ಅಕೌಸ್ಟಿಕ್ ವಿವರಣೆ,শাব্দ ব্যাখ্যা
ಅಕೌಸ್ಟಿಕ್ ಕವರ್,শাব্দ আবরণ
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,শাব্দ প্রতিক্রিয়া
ಅಕೌಸ್ಟಿಕ್ ಘಟಕ,শাব্দিক উপাদান
ಅಕೌಸ್ಟಿಕ್ ವಾಹಕತೆ,শাব্দ পরিবাহিতা
ಅಕೌಸ್ಟಿಕ್ ಡ್ಯಾಂಪಿಂಗ್,শাব্দ স্যাঁতসেঁতে
ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ,শাব্দ বিচ্ছুরণ
ಧ್ವನಿ ಹ್ಯಾಕರ್,শব্দ হ্যাকার
ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ*,শাব্দ শক্তি*
ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ ಸಮೀಕರಣ,শাব্দ শক্তি সমীকরণ
ಅಕೌಸ್ಟಿಕ್ ಸಮೀಕರಣ,শাব্দিক সমীকরণ
ಅಕೌಸ್ಟಿಕ್ ಮರುಸ್ಥಾಪನೆ,শাব্দ পুনঃস্থাপন
ಕ್ಲಾಡ್ನಿ ಆಕಾರಗಳು,ক্ল্যাডনি আকার
ಅಕೌಸ್ಟಿಕ್ ಫಿಲ್ಟರ್,শাব্দ ফিল্টার
ಧ್ವನಿ ಜನರೇಟರ್,শব্দ জেনারেটর
ಅಕೌಸ್ಟಿಕ್ ಗ್ರ್ಯಾಟಿಂಗ್,শাব্দ ঝাঁঝরি
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿರೋಧ*,শব্দের সংরোধ*
