Odiya,Punjabi
ଆଡେନୁସିନ୍ ତ୍ୟାଗ କର |,ਐਡੀਨੋਸਾਈਨ ਡਿਮੇਨਬੇਸ
ଆଡେନୁସିନ୍ ମୋନୋଫୋସଫେଟ୍ |,ਐਡੀਨੋਸਾਈਨ ਮੋਨੋਫੋਸਫੇਟ
ଆଡେନୁସିନ୍ ଟ୍ରିପ୍ଫେଟ୍ (ATP),ਐਡੀਨੋਸਾਈਨ ਟ੍ਰਾਈਫੋਸਫੇਟ (ਏਟੀਪੀ)
ଆଡେନିଲେଟ୍ ସାଇକ୍ଲାଜିନ୍ |,ਐਡੀਨੇਲਲੇਟ ਸਾਈਕਲੇਜ
ଆଡେସିଭ୍ ଫୋର୍ସ |,ਚਿਪਕਣ ਵਾਲੀ ਤਾਕਤ
ଆଡିପେଟ୍ କରନ୍ତୁ |,ਐਡਪੋਜ਼
Adipocyte (ଫ୍ୟାଟ୍ ସେଲ୍),Adipocyte (ਚਰਬੀ ਸੈੱਲ)
ସିସ୍ୟୁଜ୍ ଟିସୁ |,ਐਡਪੋਜ਼ ਟਿਸ਼ੂ
ଆଡନେଟ୍ |,ਐਡਨੇਟ
ସଂଲଗ୍ନ ସମ୍ପ୍ରଦାୟର |,ਨਾਲ ਲੱਗਦੀ ਕਮਿ Community ਨਿਟੀ
ଆଡ୍ରେନାଲ୍,ਐਡਰੀਨਲ
ଆଡ୍ରେନାଲ୍ ଗ୍ରନ୍ଥି |,ਐਡਰੇਨਲ ਗਲੈਂਡ
ଆଡ୍ରେନିକୋ ବୋଟ୍ରୋପିକ୍ ହରମୋନ୍ (ACTH),ਐਡਰੇਨੋਕੋਟਰੋਪਿਕ ਹਾਰਮੋਨ (ਐਕਟਿਹ)
ଆଡ୍ରେନାକର୍ଟିକୋଟ୍ରପିକ୍ ରିଲିଜ୍ ହରମୋନ୍ (ACTRH),ਐਡਰੇਨੋਕਰੋਪੋਰਟਿਕੋਟਰੋਪਿਕ ਰੀਲੀਜ਼ ਹਾਰਮੋਨ (ACTRH)
ଆଡସରବେଣ୍ଟ,ਐਡੋਰਬੈਂਟ
ଆଡେର୍ସନ୍,ਇਸ਼ਤਿਹਾਰ
ଉନ୍ନତ ମୂଲ୍ୟ |,ਐਡਵਾਂਸਡ ਕੋਰਡੇਟ
ଲାଭଦାୟକ ଗଣିତ |,ਲਾਭਦਾਇਕ ਪਰਿਵਰਤਨ
ଦୁ vent ସାହସିକ କାର୍ଯ୍ୟ |,ਸਾਹਸੀ
ଖରାପ ମୂଳ,ਸਾਹਸੀ ਜੜ
ପ୍ରତିକୂଳ ପ୍ରଭାବ,ਗਲਤ ਪ੍ਰਭਾਵ
AED ଗୁଡିକ,ਏ.ਡੀ.ਡੀ.
ସଂସ୍କୃତିର ଆରେସନ୍,ਸਭਿਆਚਾਰ ਦੀ ਹਵਾਬਾਜ਼ੀ
ଆତଙ୍କିତାମା |,Énerchyma
ବାୟୁ,ਏਰੀਅਲ
ବାୟୁଏଟ୍ ମୂଳ |,ਏਰੀਅਲ ਰੂਟ
ଏରିଲ୍ ସୁଟ୍ |,ਏਰੀਅਲ ਸ਼ੂਟ
ଏରୋବିକ୍ ଶ୍ iration ଗଡା |,ਐਰੋਬਿਕ ਸਾਹ
ଏରୋବିକ୍ ଶ୍ iration ଗଡା |,ਐਰੋਬਿਕ ਸਾਹ
ସ est ନ୍ଦର୍ଯ୍ୟ,ਸੁਹਜ
ବାୟେ,ਖਰਾਸ਼
ବାୟେ,ਖਰਾਸ਼
ବିଶଙ୍ଗ,ਪਿਆਰ
ଆଫିନିଟି କ୍ରୋମାଟୋଗ୍ରାଫି |,ਪੱਕਾ ਐਫੀਲੀਅਸ ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
ଅଙ୍ଗପ୍ରତ୍ୟଙ୍ଗ ଅଙ୍ଗ |,ਦੁਖੀ ਅੰਗ
ଆଗ ଶତ୍ରୁମାନଙ୍କର,ਕਥਾ
ଆଗାମୋପର୍ମୀ |,ਅਗਿਆਤ
ଅଗର,ਅਗਰ
ଆଗ୍ରୋଜ୍,ਅਗਿਆਤ
ଆଗାରୋସ୍ ଗେଲ୍ ଇଟ୍ରୋଫୋରସ୍ |,ਅਗਾਅਰਜ਼ ਜੈੱਲ ਐਲੀਟ੍ਰੋਫੋਨਸਿਸ
ଆର୍ଗ୍ରୋଜ ପଲିମର ଜେଲ୍ |,ਅਗਿਆਤ ਪੋਲੀਮਰ ਜੈੱਲ
ଆଗିଷ୍ଟ,ਅਤਿ
ଆଗେଭ୍,ਅਗਾਵ
ବୟସ ବଣ୍ଟନ |,ਉਮਰ ਵੰਡ
ବୟସ ପିରାମିଡ୍ |,ਉਮਰ ਪਿਰਾਮਿਡ
Agglutination,Agglutate
ସମୁଦାୟ,ਸਮੁੱਚੀ
ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |,Follicle ਦਾ ਸਮੁੱਚਾ
ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |,Follicle ਦਾ ਸਮੁੱਚਾ
ମିଳନ,ਇਕੱਤਰਤਾ
ଆକ୍ରମଣାତ୍ମକତା,ਹਮਲਾਵਰਤਾ
Agiitor ତନ୍ତ୍ର,ਐਗਰੀਏਟਰ ਸਿਸਟਮ
ଆଗନାଥା,ਅਗਨੀਥਾ
ଆଗାଉଟି,ਅਗਾਤੀ
ଆଗ୍ରାନାଲ କ୍ଲୋରୋପ୍ଲାଷ୍ଟ |,ਅਗਰੰਡੀ ਕਲਰੋਲੋਪਲਾਸਟ
ଆଗ୍ରାନୁଲାର୍,ਅਗਰੂ
ଆଗ୍ରାନୁଲୋସେଟେଟ୍ |,ਅਗਰਾਨੂਲੋਸਾਈਟ
କୃଷି,ਖੇਤੀ ਬਾੜੀ
Agroftry,ਐਗਰੋਫੋਰੈਸਟਰੀ
Agrobacterium ମଧ୍ୟସ୍ଥି |,ਐਗਰੋਬੈਟਰਿਅਮ ਵਿਚੋਲਗੀ
Agrobacterium tumfacienss |,ਐਗਰੋਬੈਟਰਿਅਮ ਟੋਮਫੈਕੈਨਜ਼
ଆଗ୍ରୋକେମିକାଲ୍ |,ਐਗਰੋ ਕੈਮੀਕਲ
ଆଗ୍ରୋକେମିକାଲ୍ |,ਐਗਰੋ ਕੈਮੀਕਲ
Agrovillatatic ଜୋନ୍ |,ਅਗਰੋਕਲਾਈਮੈਟਿਕ ਜ਼ੋਨ
କ agnownom ଣସି ଗୁଣଗତ ଗୁଣ |,ਖੇਤੀਬਾਜੀ ਗੁਣ
କିରେନୋନୋମ୍ବନ,ਖੇਤੀਬਾੜੀ
ଏଡଡ୍ସ,ਏਡਜ਼
ଏୟାର ବ୍ଲାଡର |,ਏਅਰ ਬਲੈਡਰ
ଶିତତାପ ନିୟନ୍ତ୍ରଣକାରି,ੲੇ. ਸੀ
ବାୟୁ ପାସ୍ |,ਹਵਾ ਦਾ ਰਾਹ
ବାୟୁ ପ୍ରଦୂଷଣ,ਹਵਾ ਪ੍ਰਦੂਸ਼ਣ
ଏୟାର ଥଳି,ਏਅਰ ਸੈਕ
ବାୟୁ ଶୂନ୍ୟ,ਏਅਰ ਵੈਕਲੂਓਲ
ବାୟୁ ନିଶ୍ୱାସ ନେବା |,ਹਵਾ-ਸਾਹ
ଅଲିନ୍ |,ਅਲੇਨ
ଆଲେରୀ ମାଂସପେଶୀ |,ਅਲੇਰੀ ਮਾਸਪੇਸ਼ੀ
ଆଲାସ୍କାନ୍ ବ୍ରାଉନ୍ ଭାଲୁ |,ਅਲਾਸਕਨ ਬ੍ਰਾ .ਨ ਰਿੱਛ
ଆଲବିନୋ |,ਐਲਬਿਨੋ
ଆଲବୁଗୋ |,ਆਲਬੂਗੋ
ଆଲବମିନ |,ਐਲਬਮਿਨ
ଆଲବମିନସ୍ ବିହନ |,ਐਲਬਿੰਜੀਨ ਬੀਜ
ଆଲବୁମିନିରିଆ |,ਐਲਬਿ → ਮਿਨੂਰੀਆ
ଆଲବର୍ନମ୍,ਐਲਬਟਨਮ
ଆଲେଡା,ਐਲਸੀਏਸੀ
ଆଲଡେହେଡି,Aldeyhede
ଆଲଡୋଷ୍ଟେରନ୍ ସିଷ୍ଟମ୍ |,ਅੈਲਡੋਸਟਰੋਨ ਸਿਸਟਮ
ଆଲଡୋଷ୍ଟେରୋନ୍ |,ਅਲੇਸਟਰੋਨ
ଆଲେରୋନ୍ ସ୍ତର |,ਅਲੇਪੁਰਨ ਪਰਤ
ଆଲେରୋପ୍ଲେଷ୍ଟ |,ਐਲੇਰੋਪਲਾਸਟ
Alfalfa,ਅਲਫਾਫਾ
ଆଲଗାଲ୍ ଫୁଲ |,ਐਲਗਲ ਖਿੜ
ଅପଗନ୍,ਅਲੀਗਿਨ
ଏଲିଏନ୍ ଡିଏନ୍,ਪਰਦੇਸੀ ਡੀਐਨਏ
ଏଲିଏନ୍ ପ୍ରଜାତି |,ਪਰਦੇਸੀ ਪ੍ਰਜਾਤੀ
ପରିଚାଳିତ,ਅਲਾਈਨਮੈਂਟ
ପରିଚାଳିତ,ਅਲਾਈਨਮੈਂਟ
ଆଲିମେଣ୍ଟେରି କେନାଲ୍ |,ਅਲੀਮੈਂਟਰੀ ਨਹਿਰ
ଆଲିମେଣ୍ଟାରୀ ସିଷ୍ଟମ୍ |,ਅਲੀਮੈਂਟਰੀ ਸਿਸਟਮ
ଆଲି ବ୍ୟଞ୍ଜସେମେସେସ୍ |,ਐਲਿਸਮੇਸਸੀ
ଆଲକାଲାଇଡ୍ |,ਐਲਕਾਲਾਇਡ
କ୍ଷାରିକ |,ਐਲਕਲੀਨ
ଅଲକାପଟୋନେର୍ଜିଆ,ਅਲਕਾਪਟਨੂਰੀਆ
ଆଲାନ୍ସିଟ୍,ਅੱਲੈਂਟੋਇਸ
ଆଲେଲେ ଫ୍ରିକ୍ୱେନ୍ସି |,ਐਲੀ ਬਾਰੰਬਾਰਤਾ
ଆହେଲେ |,ਐਲੀਲ
ଆଲୋଲେମୋମିକ୍ ଯୋଡି |,ਅਲੇਲਬਿਕ ਜੋੜੀ
ଆଲ୍ରେଜେନ |,ਐਲਰਗੇਨ
ଆଲିଗେଟର୍ |,ਐਲੀਗੇਟਰ
ଅସ୍ତ୍ରଶିୟ୍ ସେପୁ,ਐਲੀਅਮ ਸੀ.ਪੀ.ਏ.
ଆଲଗଲାମି |,ਆਲੋਗਮ
ଆଲିଗ୍ରାଫ୍ଟ |,ਅਲਾਗ੍ਰਾਫਟ
ଆଲପ୍ପାଟ୍ରିକ୍ ଯଥାର୍ଥ |,ਅਲੋਪੈਟ੍ਰਿਕ ਜਾਦੂਈ
ଆଲୋପୋଲିଆପ୍ଲଏଡ୍ |,ਐਲੋਪੋਲਾਈਵਲਾਈਡ
ଆଲିସ୍ମିକ ପ୍ରଭାବ,ਐਲੋਸਟਰਿਕ ਪ੍ਰਭਾਵ
ଆଲିଶୋରଙ୍କ ଏନଜାଇମ୍ |,ਐਲੋਸਟ੍ਰਿਕ ਪਾਚਕ
ଆଲିସ୍ଟର ଇନହିବିଟର୍ |,ਐਲੋਸਟਰਿਕ ਇਨਿਹਿਬਟਰ
ଆଲିସ୍ମିକ ମୋଡୁଲେସନ୍ |,ਐਲੋਸਟ੍ਰਿਕ ਮੈਨੂਲੇਸ਼ਨ
ଆଲିସର୍ଏଣ୍ଟିକ୍ ସାଇଟ୍ |,ਐਲੋਸਟ੍ਰਿਕ ਸਾਈਟ
ଆଲିସ୍ଟର ପ୍ରତିବନ୍ଧକ |,ਐਲੋਸਟਰਿਕ ਰੋਕ
Allototreplid,Allotetraplaidd
Alnus,ਐਲਾਨਸ
ଆଲୋ,ਐਲੋ
ଆକ୍ସନ୍ ସହିତ |,ਐਕਸੋਨ ਦੇ ਨਾਲ
ଆଲଫା-ଆଣ୍ଟିକ୍ରିପ୍ସିନ୍ |,ਅਲਫ਼ਾ-ਐਂਟੀਟ੍ਰਿਪਸਿਨ
ଆଲଫା-ଲାକ୍ଟାଲବ୍ୟୁମିନ୍ |,ਅਲਫ਼ਾ-ਲੈਕਟਲਬੁਮਿਨ
ଆଲପାଇନ୍ ଜଳବାୟୁ ଅବସ୍ଥା |,ਐਲਪਾਈਨ ਦੀ ਸਥਿਤੀ
ଆଲପାଇନ୍ ମଟର |,ਅਲਪਾਈਨ ਮੈਡੋ
ଆଲପାଇନ୍ ଜୋନ୍,ਅਲਪਾਈਨ ਜ਼ੋਨ
ଆଲଷ୍ଟୋନିଆ,ਅਲਸਟੋਨੀਆ
ସର୍ବୋଚ୍ଚame,ਅਲਟਰਨੇਰੀਆ
ବିକଳ୍ପ,ਵਿਕਲਪਿਕ
ପି generation ଼ିର ବିକଳ୍ପ,ਪੀੜ੍ਹੀ ਦੀ ਤਬਦੀਲੀ
ଉଚ୍ଚତା ରୋଗ,ਉਚਾਈ ਬਿਮਾਰੀ
ଉଚ୍ଚତା,ਉਚਾਈ
ଆଲଭୋଲାର୍ ନଳୀ |,ਐਲਵੋਲਰ ਡੈਕਟ
Aytes,ਅਲਾਈਨ
ଅଲଜାଇମର ରୋଗ |,ਅਲਜ਼ਾਈਮਰ ਰੋਗ
ଆମାକରାଇନ୍ ସେଲ୍ |,ਅਮੈਕਰਾਈਨ ਸੈੱਲ
ଅମରନ୍ତାସିଦା |,ਅਮਰੰਥੈਸੇ
ଅମରାନ୍ତିନ |,ਅਮੈਸ਼ਨਥਸ
ପରିବେଶ ଓସମାଟିକ୍ ଏକାଗ୍ରତା |,ਅੰਬੀਨਟ ਓਮੋਟਿਕ ਗਾੜ੍ਹਾਪਣ
ଅମ୍ବିଷ୍ଟୋମା |,ਅਮੈਸਟੋਮਾ
ବନ୍ଧୁତ୍ୱ,ਐਮੀਡ
ଆମିନୋ ଏସିଡ୍ |,ਅਮੀਨੋ ਐਸਿਡ
ଆମିନୋ ଏସିଡ୍ ଗ୍ରହଣକାରୀ |,ਅਮੀਨੋ ਐਸਿਡ ਸਵੀਕਾਰਟਰ
AminoicaL t rna syntHetase |,ਅਮੀਨੋਸਾੱਲ ਟੀ ਆਰ ਐਨ ਏ ਸਿੰਥੇਟੇਸ
ଆମିନୋଫାଇସନ୍ |,ਅਮੀਨੋਕੁਲੇਸ਼ਨ
ଅମିତୋସାଇସ୍ |,ਅਮਿਤੋਸਿਸ
ଆମୋନିଆ,ਅਮੋਨੀਆ
ଆମୋନିଫିକେଟ୍,ਅਨੁਮੋਧ
ଆମାମୋଟେଲ୍ଜିମ୍ |,ਅਮੋਨੋਟੇਲਿਜ਼ਮ
ଆମନିଓସେଣ୍ଟେସିସ୍ |,ਅਮਨੀਓਸੈਂਟੀਸਿਸ
ଆମନିଓସେଣ୍ଟେଟିସ୍ କ techni ଶଳ |,ਅਮਨੀਓਸੈਂਟੀਸਿਸ ਤਕਨੀਕ
ଆମନିଓକେଟ୍ |,ਅਮਨੀਓਸਾਈਟ
ଆମନିଅନ୍,ਅਮਨੀਅਨ
ଆମନିଓଟିକ୍ ଫ୍ଲୁଇଡ୍ |,ਅਮਨੀਓਟਿਕ ਤਰਲ
ଆମନିଓଟିକ୍ ମେମ୍ବ୍ରେନ୍ |,ਐਮਨੀਓਟਿਕ ਝਿੱਲੀ
ଆମନିଓଟିକ୍ ଥଳି |,ਅਮਨੀਓਟਿਕਯੂ
ଆମୋବା,ਅਮੋਬਾ
ଆମୋବାଇଟିଟ୍ |,ਅਮੀਓਬੋਸਾਈਟ
ଆମୋବିଏଡ୍,ਅਮੀਬੋਇਡ
ଆମୋବିଏଡ୍ ଲିମ୍ଫୋସିଟିଟ୍ |,ਅਮੀਬੋਇਡ ਲਿੰਫੋਸਾਈਟ
ଆମୋବିଏଡ୍ ଆନ୍ଦୋଳନ |,ਅਮੀਬੋਇਡ ਅੰਦੋਲਨ
ଆମୋରଫସ୍ |,ਅਮੋਰੈਫਸ
ପରିମାଣ,ਦੀ ਰਕਮ
ଆମ୍ଫେଟାମାଇନ୍ |,ਅਮੀਫੇਟਾਮਾਈਨ
ଆମ୍ଫିବିଆ,ਅਮਫੀਬੀਆ
ଆମ୍ଫିବିଆନ୍,ਐਫੀਬੀਅਨ
ଆମ୍ଫିବିଆନ୍,ਐਫੀਬੀਅਨ
ଆମ୍ଫାଇଓକ୍ସସ୍ |,Amphioxus
ଆମ୍ଫାଇଓକ୍ସସ୍ ଲାନସୋପାଟସ୍ |,Amphioxus Lannolotus
ଆମ୍ଫିସିଚିକ୍ |,ਐਮਫੀਪਾਥਿਕ
ଆମ୍ଫିପିଟିକ୍ ଲିପିଡ୍ |,ਐਮਫੀਪਾਥਿਕ ਲਿਪਿਡ
ଆମ୍ଫାଇସାର୍କା |,ਅਮਫੀਸਾਰਕਾ
Ampicilillin,ਐਂਪੀਸਿਲਿਨ
ଅମପୁଲାଲା |,Ampulla
ଆମପୁଲାରୀ ଗ୍ରନ୍ଥି |,ਐਮਪੁੱਲੇਰੀ ਗਲੈਂਡ
ଆମିଜିଡାଲ୍ |,ਅਮੀਗਡਲ
ଆମିଗଡାଲେ |,ਅਮੀਗਡੇਲ
ଆମିଗାଡାଲିନ୍ |,ਅਮੀਗਡਲਿਨ
ଆମିଲେଜ୍,ਐਮੀਲੇਸ
ଆମିଏଲପ୍ଲାଷ୍ଟ |,ਅਮੋਲੋਪਲਾਸਸਟ
ଅବାନା,ਅਨਬਾਨਾ
ଅରବା,ਅਨਬਾਸ
ଆନାବୋଲିକ୍ ପଥ |,ਐਨਾਬੋਲਿਕ ਮਾਰਗਾਂ
ଆନାବୋଲିଜିମ୍ |,ਐਨਾਬੋਲਿਜ਼ਮ
ଆନାଚାର୍ଡସିଆନା |,ਅਨਾਕਾਰਿਆਸੀ
ରକ୍ତଦାତା,ਅਨੀਮੀਆ
ଆନାରୋବେ |,ਅਨੀਰੋਬ
ଆନାରୋବିକ୍ ଇନ୍ଧନ |,ਅਨੈਰੋਬਿਕ ਬਾਲਣ
ଆନାରକୋବର ଶ୍ iration ାସକ୍ରିୟା |,ਅਨੈਰੋਬਿਕ ਸਾਹ
ଆନାରୋବିକ୍ ରୋକ୍ଲିଜ୍ ଡିଜିଟର୍ |,ਅਨੈਰੋਬਿਕ ਸਲੈਗ ਡਿਜਸਟਰ
ଆନାରକୋବର |,ਅਨੀਰੋਬਿਕ
ଆନିମା,ਅਨਾਮਾ
ଆନାଲ୍,ਗੁਦਾ
ଆନାଲ୍,ਗੁਦਾ
ଆନାଲ୍ ଆପେଚର |,ਗੁਦਾ ਅਪਰਚਰ
ଆନାଲ୍ ccor,ਗੁਦਾ ਕਰਬੇਲੀ
ଆନାଲ୍ ଲୁପ୍ |,ਗੁਦਾ ਲੂਪ
