English,Kannada
Audio amplifier,ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್
Audio cassette,ಆಡಿಯೋ ಕ್ಯಾಸೆಟ್
Audio circuit,ಆಡಿಯೋ ಸರ್ಕ್ಯೂಟ್
Audio frequency,ಶ್ರವ್ಯ ಆವರ್ತನ
Automatic voltage control,ಸ್ವಯಂಚಾಲಿತ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಣ
Avalanche,ಹಿಮಕುಸಿತ
Average detector,ಸರಾಸರಿ ಡಿಟೆಕ್ಟರ್
Axial mode,ಅಕ್ಷೀಯ ಮೋಡ್
Axial ratio,ಅಕ್ಷೀಯ ಅನುಪಾತ
Antenna,ಆಂಟೆನಾ
Back e.m.f.,ಹಿಂದೆ ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್
Back field,ಹಿಂಭಾಗದ ಪ್ರದೇಶ
Back scattering,ಮತ್ತೆ ಚದುರುವಿಕೆ
Background charge,ಹಿನ್ನೆಲೆ ಶುಲ್ಕ
Background noise,ಅಡ್ಡ ಶಬ್ದ
Backlash,ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ
Backlobe radiation,ಹಿಂಭಾಗದ ವಿಕಿರಣ
Backward diode,ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್ / ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್
Backward wave oscillator,ಹಿಂದುಳಿದ ತರಂಗ ಆಂದೋಲಕ
Baffle,"ಅಡಚಣೆ, ಅಡಚಣೆ"
Baffle shield,ಅಡಚಣೆ
Balanced bridge,ಸಮತೋಲಿತ ಸೇತುವೆ
Balanced demodulator,ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್
Balanced modulator,ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್
Balanced network,ಸಮತೋಲಿತ ಸರ್ಕ್ಯೂಟ್
Balancedslope detector,ಸಮತೋಲಿತ ಗ್ರೇಡಿಯಂಟ್ ಡಿಟೆಕ್ಟರ್
Ballast resistors,ಪ್ರಸ್ತುತ ಸ್ಥಿರೀಕಾರಕ ಪ್ರತಿರೋಧ
Balometer,ಬೋಲೋಮೀಟರ್
Balometer bridge,ಬೋಲೋಮೀಟರ್ ಸೇತುವೆ
Balun,ಬಲೂನ್
Banana jack,ಬನಾನಾ ಜ್ಯಾಕ್
Banana plug,ಬಾಳೆಹಣ್ಣಿನ ಪ್ಲಗ್
Band,"ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡೇಜ್"
Band conduction,ಬ್ಯಾಂಡ್ ಚಾಲಕ
Band energy,ಬ್ಯಾಂಡ್ ಶಕ್ತಿ
Band gap,ಬ್ಯಾಂಡ್ ಅಂತರ
Band pass amplifier,ಬ್ಯಾಡ್‌ಪಾರ್ಕ್ ಆಂಪ್ಲಿಫಯರ್
Band pass filter,ಬ್ಯಾಂಡ್ ಪಾಸ್ ಫಿಲ್ಟರ್
Baud rate generator,ಬಾಡ್ ದರ ಜನರೇಟರ್
Band spreading,ಬ್ಯಾಂಡ್ ಡಿಸ್ಪರ್ಶನ್
Band stop,ಬ್ಯಾಂಡ್ ರೆಸಿಸ್ಟರ್
Band stop filter,ಬ್ಯಾಂಡ್ ಬ್ರೇಕರ್ ಫಿಲ್ಟರ್
Band width,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ
Band-elimination filter,ಬ್ಯಾಂಡ್ ಹೋಗಲಾಡಿಸುವ ಫಿಲ್ಟರ್
Bandwidth dispersion product,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ಡಿಫ್ಲೆಕ್ಷನ್ ಮಲ್ಟಿಪ್ಲೈಯರ್
Bandwidth distance product,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ದೂರ ಗುಣಕ
Bank capacity,"ಬೀಮ್ ಕೆಪಾಸಿಟರ್, ಬ್ಯಾಂಕ್ ಕೆಪಾಸಿಟರ್"
Barker code,"ಬಾರ್ಕರ್ ಕೋಡ್, ಬಾರ್ಕರ್ ಕೋಡ್"
Barkhausen criterion,barravaugen ಮಾನದಂಡ
Barretter,ನ್ಯಾಯವಾದಿ
Barrier,ತಡೆಗೋಡೆ
Barrier capacitor,ನಿರೋಧಕ ಕೆಪಾಸಿಟರ್
Barrier energy,ತಡೆ ಶಕ್ತಿ
Barrier voltage,ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್
Bartlett window,ಬಾರ್ಟ್ಲೆಟ್ ಕಿಟಕಿ
Base,"ಬೇಸ್, ಬೇಸ್"
Base band,ಬೇಸ್ ಬ್ಯಾಂಡ್
Base band transmission,ಬೇಸ್ ಬ್ಯಾಂಡ್ ಪ್ರಸರಣ
Base charge,ಮೂಲ ಶುಲ್ಕ
Base current,ಮೂಲ ಪ್ರಸ್ತುತ
Base current source,ಮೂಲ ಪ್ರಸ್ತುತ ಮೂಲ
Base dipping,ಬೇಸ್ ಕತ್ತರಿಸುವುದು
Base doping,ಆಧಾರ್ ಮದನ್
Base emitter feedback,ಬೇಸ್ ಎಮಿಟರ್ ಫೀಡ್
Base emitter junction,ಬೇಸ್ ಎಮಿಟರ್ ಜಂಕ್ಷನ್
Base infection,ಬೇಸ್ ಇಂಜೆಕ್ಷನ್
Base line,ನೆಲದ ರೇಖೆ
Base resistance,ಮೂಲ ಪ್ರತಿರೋಧ
Base source,ಮೂಲ ಮೂಲ
Base spreading resistance,ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ
Base spreading resistance,ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ
Base thickness,ಬೇಸ್ ದಪ್ಪ
Base transport,ಮೂಲ ಪ್ರವೇಶ
Base width modulation,"ಬೇಸ್ ವಿಡ್ತ್ ಮಾಡ್ಯುಲೇಶನ್, ಬೇಸ್ ಎಕ್ಸ್ಪಾನ್ಶನ್ ಮಾಡ್ಯುಲೇಶನ್"
Base-collector junction,ಮೂಲ ಸಂಗ್ರಾಹಕ ಒಪ್ಪಂದ
Bass,ವಾಸನೆ
Bass frequency,ಬಾಸ್ ಆವರ್ತನ
Battery,ಬ್ಯಾಟರಿ
Baud,ಬಾಡ್
Baud rate,ಬೌಡ್ ದರ
Baud rate generator,ಬಾಡ್ ದರ ಜನರೇಟರ್
Baudot code,ಬೋಡೋ ಕೋಡ್
Beacon,"ಸಂಕೇತ, ದಾರಿದೀಪ"
Bead,"ಮಾಣಿಕ, ಬೀಡು"
Bead capacitor,ಉನ್ಮಾದ ಕೆಪಾಸಿಟರ್
Bead thermister,ಮಣಿಕರ್ತಾಪಿ ಪ್ರತಿರೋಧಕ
Bean antenna,"ಬೀಮ್ ಆಂಟೆನಾ, ಬೀಮ್ ಆಂಟೆನಾ"
Beam finder,ಕಿರಣ ಶೋಧಕ
Beam power tube,ಕಿರಣದ ವಿದ್ಯುತ್ ಮೆದುಗೊಳವೆ
Beam switching tube,ಕಿರಣದ ಸ್ವಿಚಿಂಗ್ ನಳಿಕೆಗಳು
Beam width,ಕಿರಣದ ವಿಸ್ತರಣೆ
Beat frequency,ಬೀಟ್ ಆವರ್ತನ
Beat frequency oscillator,ಬೀಟ್-ಫ್ರೀಕ್ವೆನ್ಸಿ ಆಂದೋಲಕ
Beat oscillator,ನಾಡಿ ಆಂದೋಲಕ
Bel,ಗಂಟೆ
Bending loss,ಬಾಗುವ ನಷ್ಟ
Bessel filter,ಬೆಸೆಲ್ ಫಿಲ್ಟರ್
Beta,ಬೀಟಾ
B-H curve,b-h ಕರ್ವ್
Bias,"ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ"
Bias current,ಪಕ್ಷಪಾತ ಪ್ರಸ್ತುತ
Bias resistor,ಪಕ್ಷಪಾತ ಪ್ರತಿರೋಧ
Biconical antenna,ಡಬಲ್ ಆಂಟೆನಾ
Bidirection load current,ದ್ವಿಮುಖ ಲೋಡ್ ಪ್ರಸ್ತುತ
Bi-directional antenna,ದ್ವಿಮುಖ ಆಂಟೆನಾ
Bidirectional LED,ದ್ವಿಮುಖ ಬೆಳಕಿನ ಹೊರಸೂಸುವ ಡಯೋಡ್
Bidirectional thyristor,ದ್ವಿಮುಖ ಥೈರಿಸ್ಟರ್
Bi-FET technology,ದ್ವಿ FET ತಂತ್ರಜ್ಞಾನ
Bifilar transformer,ಬೈ ಪಾಯಿಂಟ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
Bifilar winding,ಡಬಲ್ ಸಮ್ಮಿಳನ
Bilateral network,ದ್ವಿಪಕ್ಷೀಯ ಸರ್ಕ್ಯೂಟ್
Binary,ಅವಳಿ
Binary addition,ಬೈನರಿ ಮೊತ್ತ
Binary circuit,ಬೈನರಿ ಸರ್ಕ್ಯೂಟ್
Binary coded decimal (BCD),ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ
Binary coded decimal system,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ
Binary commutating capacitor,ಬೈನರಿ ದ್ವಿಧ್ರುವಿ ಕೆಪಾಸಿಟರ್
Binary counter,ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್
Binary counter,ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್
Binary decoder,ಬೈನರಿ ಡಿಕೋಡರ್
Binary ladder,ಬೈನರಿ ಏಣಿ
Binary odometer,ಬೈನರಿ ಪಾಥೋಮೀಟರ್
Binary state,ದ್ವಿಮಾನ ಸ್ಥಿತಿ
Binary to decimal decoders,ಬೈನರಿ-ದಶಮಾಂಶ ಡಿಕೋಡರ್
Binary weight,ಬೈನರಿ ಲೋಡ್
Binary word,ಬೈನರಿ ಪದಗಳು
Bipolar,ಬೈಪೋಲಾರ್
Bipolar capacitor,ಬೈಪೋಲಾರ್ ಕೆಪಾಸಿಟರ್
Bipolar device,ಬೈಪೋಲಾರ್ ಸಾಧನ
Bipolar power supply,ಬೈಪೋಲಾರ್ ಮೂಲ
Bipolar transistor,ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
Bipolar junction transistor,ಬೈಪೋಲಾರ್ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
Biquad filter,ಕ್ವಾಡ್ರಾಟಿಕ್ ಫಿಲ್ಟರ್
Bistable,ಎರಡು ಸ್ಥಾನ
Bistable multivibratic,ಎರಡು ಹಂತದ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
Bistable relay,ದ್ವಿಮುಖ ರಿಲೇ
Bistable state,ದ್ವಿಮುಖ ಸ್ಥಿತಿ
Bistable trigger,ಎರಡು-ಸ್ಥಾನದ ಪ್ರಚೋದಕ
Bit error,ಬಿಟ್ ದೋಷ
Bit error rate (BER),ಬಿಟ್ ದೋಷ ದರ
Bit error,ಬಿಟ್ ದೋಷ
Bit timing error,ಬಿಟ್ಕಲ್ ದೋಷ
Black box,ಕುರುಡು ಪೆಟ್ಟಿಗೆ
Blanking pulses,ಮಂದಗೊಳಿಸಿದ ನಾಡಿ
Bleeder,ಸ್ರವಿಸುವವನು
Bleeder resistor,ಸ್ರವಿಸುವ ಪ್ರತಿಬಂಧಕ
Blind speed,ಕುರುಡುತನ
Block diagram,ವಿಭಾಗದ ರೇಖಾಚಿತ್ರ
Block impedance,ತಡೆಯುವ ಪ್ರತಿರೋಧ
Block transfer,ತುಣುಕು ವರ್ಗಾವಣೆ
Blocking,ತಡೆಹಿಡಿಯಿರಿ
Blocking capacitor,ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್
Blocking capacitor,ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್
Blocking oscillator,ತಡೆಯುವ ಆಂದೋಲಕ
Blocking oscillator,ತಡೆಯುವ ಆಂದೋಲಕ
Blocking voltage,ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್
Blower,ಊದುವವನು
Bode diagram/plot,ಬೋಡ್ ರೇಖಾಚಿತ್ರ
Boltzmann relation,ವೋಲ್ಟ್ಜ್ಮನ್ ಸಂಬಂಧ
Boltzmann's constant,ವೋಲ್ಟ್ಜ್ಮನ್ ಸ್ಥಿರ
Bond,ಕರಾರುಪತ್ರ
Bonded strain gauge,ಬೌಂಡ್ ಸ್ಟ್ರೈನ್ ಗೇಜ್
Boot strapping amplifier,ಸ್ವಯಂ-ಬೆಂಬಲಿತ ಆಂಪ್ಲಿಫಯರ್
Boolean algebra,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
Boolean equation,ಬೂಲಿಯನ್ ಸಮೀಕರಣ
Boot strapping,ಬೂಟ್ ಸ್ಟ್ರಾಪನ್
Booth's algorithm,ಬೂತ್ ಅಲ್ಗಾರಿದಮ್
Bootstrap sweep circuit,ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಪ್ರಿಸ್ಮ್ ಸರ್ಕ್ಯೂಟ್
Bosanquert's law,ಬಾಸ್ಕಟ್ಸ್ ನಿಯಮ
Bose-Chaudhary-Hoeckingham  (BCH) code,ಬೋಸ್-ಚೌಧರಿ ಹಾಕಿನ್‌ಹ್ಯಾಮ್ (BCH) ಕೋಡ್
Bounce,"ಜಂಪ್, ಜಂಪ್"
Bound electron,ಬೌಂಡ್ ಎಲೆಕ್ಟ್ರಾನ್
Bragg reflector,ಬ್ರಾಗ್ ಪ್ರತಿಫಲಕ
Braided wire,ಹೆಣೆದುಕೊಂಡ ತಂತಿ
Branch,ಶಾಖೆ
Branching,ಕವಲೊಡೆಯುತ್ತಿದೆ
Bread board,ಪ್ರಯೋಗ ಮಂಡಳಿ
Break down region,ವಿರಾಮ ವಲಯ
Break down voltage,ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್
Breakdown diode,ಸ್ಥಗಿತ ಡಯೋಡ್
Breakdown rating,ಮುರಿತದ ಸ್ಥಿರೀಕರಣ
Breakdown voltage,ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್
Bridge,ಸೇತುವೆ
Bridge rectifier,ಸೇತುವೆ ರಿಕ್ಟಿಫೈಯರ್
Broad band,ವಿಶಾಲ ಬ್ಯಾಂಡ್
Broad cast band,ಪ್ರಸಾರ ಬ್ಯಾಂಡ್
Broad side array,ಆಸ್ಟ್ರಲ್ ಅರೇ
Broadcast,ಪ್ರಸಾರ
Broadcast antenna,ಪ್ರಸಾರ ಆಂಟೆನಾ
Broadcast receiver,ಪ್ರಸಾರ ರಿಸೀವರ್
Broadcast receiver frequency,ಆವರ್ತನ ಪ್ರಸಾರ ರಿಸೀವರ್
Broadcast transmitter,ಪ್ರಸಾರ ಟ್ರಾನ್ಸ್ಮಿಟರ್
Booster,ಬೂಸ್ಟರ್ ಆಂಟೆನಾ
Bruce antenna,ಬಸ್ ಆಂಟೆನಾ
Brush discharge,ಬ್ರಷ್ ಇಮ್ಮರ್ಶನ್
Bubbled AND gate,ಬಬ್ಲಿಂಗ್ ಮತ್ತು ಗೇಟ್
Bubbled OR gate,ಬುಡ್ಬುಡು ಅಥವಾ ಗೇಟ್
Bubble memory,ಬಬ್ಲಿ ನೆನಪು
Bucking voltage,ಸರಿದೂಗಿಸುವ ವೋಲ್ಟೇಜ್
Buffer,ಬಫರ್
Buffer amplifier,ಬಫರ್ ಆಂಪ್ಲಿಫಯರ್
Buffer circuit,ಬಫರ್ ಸರ್ಕ್ಯೂಟ್
Buffer driver,ಬಫರ್ ಆಪರೇಟರ್
Buffer register,ಬಫರ್ ರಿಜಿಸ್ಟರ್
Bulb,ಬಲ್ಬ್
Bulk effect,ಜನಸಂಖ್ಯೆಯ ಪರಿಣಾಮ
Bulk semi-conductor device,ಮ್ಯಾಕ್ರೋ ಸೆಮಿಕಂಡಕ್ಟರ್ ಸಾಧನ
Buncher,ಗುಂಪನ್ನು
Burried crossover,ಮುಳುಗಿದ ವಿನಿಮಯ
Burried layer,ಮುಳುಗಿದ ಪದರ
Burrier contact,ಮುಳುಗಿದ ಸಂಪರ್ಕ
Burst amplifier,ಬ್ಲಾಸ್ಟ್ ಆಂಪ್ಲಿಫಯರ್
Burst blanking,ಬ್ಲಾಸ್ಟ್ ಕವರ್
Burst firing,ಸ್ಫೋಟದ ಗುಂಡಿನ
Burst gate amplifier,ಸ್ಫೋಟ ಬಾಗಿಲು ಆಂಪ್ಲಿಫೈಯರ್
Burst mode,ಬರ್ಸ್ಟ್ ಮೋಡ್
Burst separator,ಸ್ಫೋಟ ವಿಭಜಕ
Burst signal,ಸ್ಫೋಟ ಸಂಕೇತ
Burst-error correcting code,ಬರ್ಸ್ಟ್ ದೋಷ ಸರಿಪಡಿಸುವ ಕೋಡ್
Bus,ಸಾಕು
Bus bar,ಬಸ್ ಬಾರ್
Bus organisation,ಬಸ್ ಸಂಘಟನೆ
Bus standard,ಬಸ್ ಗುಣಮಟ್ಟ
Bus transient,ಕೇವಲ ಕ್ಷಣಿಕ
Butter worth filter,ಬೆಣ್ಣೆ ಮೌಲ್ಯದ ಫಿಲ್ಟರ್
BNC cable,bnc ತಂತಿ
BNC connector,BNC ಜಾಯಿಂಟರ್
By pass,ದಾರಿಯಲ್ಲಿ
Bypass capacitor,ಬೈಪಾಸ್ ಕೆಪಾಸಿಟರ್
Byte,ಬೈಟ್
C band,ವಿ ಬ್ಯಾಂಡ್
C band antenna,ಸಿ ಬ್ಯಾಂಡ್ ಆಂಟೆನಾ
Cable,ತಂತಿ
Cable routing,ತಂತಿ ರೂಟಿಂಗ್
Cable version,ಟೆಲಿಗ್ರಾಫ್ ದೂರದರ್ಶನ
Cache memory,ಸಂಗ್ರಹ ಮೆಮೊರಿ
Caesium frequency standard,ಸಿಸಿಮ್ ಫ್ರೀಕ್ವೆನ್ಸಿ ಸ್ಟ್ಯಾಂಡರ್ಡ್
Calculator,ಕ್ಯಾಲ್ಕುಲೇಟರ್
Calibration,ಮಾಪನಾಂಕ ನಿರ್ಣಯ
Call address,ಕರೆ ವಿಳಾಸ
Colpitt's oscillator,ಕಾಲ್ಪಿಟ್ ಆಂದೋಲಕ
Camcorder,ಕ್ಯಾಮ್ ಕಾರ್ಡರ್ಗಳು
Camera,ಕ್ಯಾಮೆರಾ
Camera tube,ಕ್ಯಾಮೆರಾ ಮೆದುಗೊಳವೆ
Candela,ಕ್ಯಾಂಡೆಲಾ
Candle power,ಮೇಣದಬತ್ತಿಯ ಶಕ್ತಿ
Cantilever strain gauge,ಕ್ಯಾಂಟಿಲಿವರ್ ಸ್ಟ್ರೈನ್ ಗೇಜ್
Capacitance,ಹಿಡಿದು
Capacitance blood pressure transducer,ಧಾರಣ ರಕ್ತದೊತ್ತಡ ಸಂಜ್ಞಾಪರಿವರ್ತಕ
Capacitance distributor,ಹಿಡುವಳಿ ವಿತರಕ
Capacitance junction,ಒಪ್ಪಂದ ಹಿಡುವಳಿ
Capacitance meter,ಕೆಪಾಸಿಟನ್ಸ್ ಗೇಜ್
Capacitance pick-up,ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವ ಸಂಗ್ರಾಹಕ
Capacitive reactance,ಕೆಪಾಸಿಟನ್ಸ್ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕತೆ
Capacitive transducer,"ಕೆಪ್ಯಾಸಿಟಿವ್ ಎನರ್ಜಿ ಪರಿವರ್ತಕ, ಸಂಜ್ಞಾಪರಿವರ್ತಕ"
Capacitor,ಕೆಪಾಸಿಟರ್
Capacitor bank,ಕೆಪಾಸಿಟರ್ ಬ್ಯಾಂಕ್
Capacitor filter,ಕೆಪಾಸಿಟರ್ ಫಿಲ್ಟರ್
Capacitor input filter,ಕೆಪಾಸಿಟರ್ ಇನ್ಪುಟ್ ಫಿಲ್ಟರ್
Capstan motor,ವಿಂಚ್ ಮೋಟಾರ್
Capstan servo system,ಪುಲ್ಲಿ ಸರ್ವೋ ದೇಹ
Capston,ಚಾರ್ಖಿ
Capture,ಸೆರೆಹಿಡಿಯಿರಿ
Capture cross-section,ಕ್ಯಾಪ್ಚರ್ ಷರತ್ತು
Capture effect,ಪರಿಣಾಮವನ್ನು ಸೆರೆಹಿಡಿಯಿರಿ
Carrier to noise ratio (CNR),ವಾಹಕ ಶಬ್ದ ಅನುಪಾತ
Car radio,ಕಾರ್ ರೇಡಿಯೋ
Carbon resistor,ಇಂಗಾಲದ ಪ್ರತಿರೋಧಕ
Card reader,ಕಾರ್ಡ್ ರೀಡರ್
Cardiod diagram,ಕಾರ್ಡಿಯಾಯ್ಡ್ ರೇಖಾಚಿತ್ರ
Carriage,ಗಾಡಿ
Carriage return,ಕ್ಯಾರೇಜ್ ರಿಟರ್ನ್
Carrier,ವಾಹಕ
Carrier communication,ವಾಹಕ ಸಂವಹನ
Carrier concentration,ವಾಹಕ ಏಕಾಗ್ರತೆ
Carrier frequency,ವಾಹಕ ಆವರ್ತನ
Carrier generation,ವಾಹಕ ಸಂತಾನೋತ್ಪತ್ತಿ
Carrier level,ವಾಹಕ ಮಟ್ಟ
Carrier life time,ವಾಹಕ ಜೀವನ
Carrier mobility,ವಾಹಕ ಚಲನಶೀಲತೆ
Carrier multiplication,ವಾಹಕ ಗುಣಾಕಾರ
Carrier noise level,ವಾಹಕ ಶಬ್ದ ಮಟ್ಟ
Carrier range,ವಾಹಕ ಶ್ರೇಣಿ
Carrier recovery circuits,ವಾಹಕ ಚೇತರಿಕೆ ಸರ್ಕ್ಯೂಟ್
Carrier reinsertion,ವಾಹಕ ಮರುಸೇರ್ಪಡೆ
Carrier scattering,ವಾಹಕ ಸ್ಕ್ಯಾಟರಿಂಗ್
Carrier suppression,ವಾಹಕ ನಿಗ್ರಹ
